method,horizon_ps,temperature_K,tp,fp,fn,tn,n,positive,prevalence,accuracy,precision,recall,specificity,false_positive_rate,balanced_accuracy,f1,auroc,average_precision,timing_mae_ps,timing_bias_ps,timing_median_absolute_error_ps,timing_p90_absolute_error_ps,timing_within_0_75_ps,timing_within_1_5_ps,timing_within_3_ps,timed_within_1_5_ps_recall,accuracy_ci95_lower,accuracy_ci95_upper,accuracy_bootstrap_valid,precision_ci95_lower,precision_ci95_upper,precision_bootstrap_valid,recall_ci95_lower,recall_ci95_upper,recall_bootstrap_valid,f1_ci95_lower,f1_ci95_upper,f1_bootstrap_valid,false_positive_rate_ci95_lower,false_positive_rate_ci95_upper,false_positive_rate_bootstrap_valid,timing_mae_ps_ci95_lower,timing_mae_ps_ci95_upper,timing_mae_ps_bootstrap_valid,timing_bias_ps_ci95_lower,timing_bias_ps_ci95_upper,timing_bias_ps_bootstrap_valid,timed_within_1_5_ps_recall_ci95_lower,timed_within_1_5_ps_recall_ci95_upper,timed_within_1_5_ps_recall_bootstrap_valid
observed_future,3,500,725,276,169,190789,191959,894,0.004657244515755969,0.9976817966336562,0.7242757242757243,0.8109619686800895,0.998555465417528,0.0014445345824719337,0.9047587170488087,0.7651715039577837,0.9979475020828441,0.842227693644929,0.3589655172413793,0.10862068965517241,0.0,1.200000000000017,0.8993103448275862,0.9724137931034482,1.0,0.7885906040268457,0.9958145891603944,0.9989029095496177,2000,0.6815642458100558,0.7708592777085927,2000,0.7656377886656605,0.854389721627409,2000,0.7244094488188977,0.8098223615464994,2000,0.0006491090255095713,0.0026721451425953816,2000,0.2889705882352941,0.4226190476190476,2000,0.039933283004186894,0.16598360655737704,2000,0.7454819277108434,0.8322295805739515,2000
observed_future,3,510,801,335,214,163446,164796,1015,0.006159130075972718,0.9966686084613704,0.7051056338028169,0.7891625615763547,0.9979545856967535,0.002045414303246408,0.8935585736365541,0.7447698744769874,0.9974391551279443,0.8222588593362498,0.3604868913857678,0.0852059925093633,0.0,1.5,0.8913857677902621,0.9775280898876404,1.0,0.7714285714285715,0.9953062953794009,0.9975382544158039,2000,0.6557377049180327,0.7462932454695222,2000,0.731405407940739,0.8451957295373665,2000,0.6915052160953801,0.7929249352890423,2000,0.0014995805773249783,0.00303449152407734,2000,0.295,0.4467284411728493,2000,0.02036599763872491,0.16654411764705881,2000,0.7153488836631827,0.8256227758007118,2000
observed_future,3,520,314,140,75,82183,82712,389,0.004703066060547442,0.9974006190153787,0.6916299559471366,0.8071979434447301,0.9982993817037766,0.0017006182962234126,0.9027486625742533,0.7449584816132859,0.9981485088191235,0.8079794091823755,0.39410828025477707,0.12181528662420382,0.0,0.75,0.9044585987261147,0.9745222929936306,1.0,0.7866323907455013,0.9901002585282804,1.0,2000,0.5285171102661597,0.9162303664921466,1930,0.8064516129032258,0.8081395348837209,1930,0.639080459770115,0.8578431372549019,1930,0.0,0.007904634410658508,2000,0.39,0.39928057553956836,1930,0.0,0.21857142857142858,1930,0.7790697674418605,0.7926267281105991,1930
observed_future,6,400,1503,695,473,226469,229140,1976,0.008623548922056384,0.9949026795845335,0.683803457688808,0.7606275303643725,0.9969405363525911,0.0030594636474089204,0.8787840333584818,0.7201724964063249,0.9964429836472635,0.7421410561700217,0.6407185628742516,0.39421157684630737,0.0,1.5,0.7890884896872921,0.9015302727877578,0.9767132401862941,0.6857287449392713,0.9913785314812412,0.9979081667155062,2000,0.5255707762557078,0.9193412198099651,2000,0.6963531104897873,0.8210146122524968,2000,0.6117926394934705,0.8563991323210413,2000,0.0005821084800731794,0.006102007846757443,2000,0.47247119078104993,0.7754442649434572,2000,0.2759111617312073,0.4865361077111383,2000,0.6129032258064516,0.7612745098039215,2000
observed_future,6,450,1906,526,558,109903,112893,2464,0.02182597680989964,0.9903979874748656,0.7837171052631579,0.773538961038961,0.9952367584601871,0.004763241539812911,0.884387859749574,0.7785947712418301,0.9917964070144148,0.8672865842359645,0.6291972717733473,0.31125393494228754,0.0,1.5,0.7906610703043022,0.9071353620146905,0.9769150052465897,0.7017045454545454,0.9878563401838177,0.9927054876587587,2000,0.6776237623762377,0.8843094984557948,2000,0.73492945703292,0.8158307210031348,2000,0.7058580858085809,0.8410890053878833,2000,0.0025372571212978682,0.0072410119359323935,2000,0.5514157973174366,0.7238219895287958,2000,0.22270114942528735,0.41850348027842227,2000,0.6558079725675097,0.7536460386283012,2000
observed_future,6,500,1721,314,280,189644,191959,2001,0.01042410097989675,0.9969055892143635,0.8457002457002457,0.8600699650174912,0.9983470030217206,0.0016529969782794092,0.929208484019606,0.852824578790882,0.9983317546419517,0.9220444815748218,0.5935502614758861,0.14991284137129576,0.0,1.5,0.8012783265543288,0.9006391632771644,0.9843114468332365,0.7746126936531734,0.9942222032475202,0.9986719679316919,2000,0.8081293071657408,0.8894422310756972,2000,0.8229695431472082,0.8956994562530894,2000,0.8156117087815862,0.8901594944327414,2000,0.0006678812524041611,0.0031392630524323725,2000,0.4839638157894737,0.6777468152866242,2000,0.061668250950570346,0.24278728606356967,2000,0.7238449283058949,0.8179068360556564,2000
observed_future,6,510,1878,383,385,162150,164796,2263,0.013732129420617006,0.9953396927109881,0.8306059265811587,0.8298718515245249,0.997643555462583,0.0023564445374170168,0.913757703493554,0.830238726790451,0.9976748295765377,0.9080509428178802,0.670926517571885,0.1597444089456869,0.0,2.25,0.7742279020234292,0.8972310969116081,0.9707135250266241,0.7445868316394167,0.9935035805074185,0.9965067836554092,2000,0.7958597107770145,0.8596616863908031,2000,0.786207508408713,0.8731006427666349,2000,0.7912292978773035,0.8661122661122661,2000,0.0016955811700657146,0.003490646377869489,2000,0.5443541778419098,0.818594791035736,2000,0.04168734491315137,0.2981366459627329,2000,0.6813810135989339,0.8075904677846425,2000
observed_future,6,520,729,154,122,81707,82712,851,0.010288712641454686,0.9966631202243931,0.82559456398641,0.8566392479435958,0.9981187622921782,0.0018812377078217955,0.927379005117887,0.8408304498269896,0.9984658081163663,0.9111244452390224,0.6656378600823045,0.17181069958847736,0.75,1.5,0.7777777777777778,0.9080932784636488,0.9849108367626886,0.7779083431257344,0.9868844189419257,1.0,2000,0.6914893617021277,0.9782082324455206,1930,0.8376288659793815,0.8725701943844493,1930,0.7575757575757576,0.9223744292237442,1930,0.0,0.009372374119320018,2000,0.588490099009901,0.7615384615384615,1930,-0.10153846153846154,0.3917079207920792,1930,0.7164948453608248,0.8293736501079914,1930
observed_future,9,400,2452,771,604,225313,229140,3056,0.013336824648686393,0.9939993017369294,0.7607818802358052,0.8023560209424084,0.9965897630969021,0.0034102369030979637,0.8994728920196553,0.7810160853639114,0.9966468158906512,0.8296092335122162,0.8298327895595432,0.4585032626427406,0.75,2.25,0.7451060358890701,0.8613376835236541,0.9486133768352365,0.6910994764397905,0.9901051043407029,0.9974909438755508,2000,0.6265793851616781,0.9307855626326964,2000,0.7332869080779945,0.8649056603773585,2000,0.6891830125105606,0.8861936527188194,2000,0.0007805000208689845,0.006656130465654275,2000,0.6223684210526316,0.9881552419354839,2000,0.31203122897306523,0.5817610062893082,2000,0.6117688022284122,0.771513353115727,2000
observed_future,9,450,3128,679,681,108405,112893,3809,0.033739913014978785,0.9879531946179125,0.8216443393748358,0.8212129167760567,0.9937754391111437,0.006224560888856295,0.9074941779436002,0.8214285714285714,0.9924966008983143,0.9090568255905097,0.8411125319693095,0.3726023017902813,0.75,2.25,0.7359335038363172,0.8599744245524297,0.9472506393861893,0.7062221055395117,0.9845380154866529,0.991312846128787,2000,0.723823975720789,0.9146651596496186,2000,0.7890237175951461,0.8566711143686789,2000,0.7582461253146112,0.8780461345071581,2000,0.003106563963858019,0.009791001477052617,2000,0.7304856895056374,0.9711246200607903,2000,0.23666053357865685,0.5485611510791367,2000,0.6662983425414365,0.7562254259501966,2000
observed_future,9,500,2852,390,319,188398,191959,3171,0.016519152527362614,0.996306502951151,0.8797038864898211,0.8994008199306213,0.9979341907324618,0.002065809267538191,0.9486675053315415,0.8894433182597848,0.9984782110601226,0.950564992359226,0.7452664796633941,0.16462131837307153,0.0,2.25,0.7566619915848527,0.8678120617110799,0.9631837307152875,0.7805108798486282,0.9930054504831434,0.9984519871596409,2000,0.849598517603459,0.9147922730881185,2000,0.8693126815101646,0.9271585557299843,2000,0.8603715763263743,0.9183641735344426,2000,0.0008310155349026525,0.004035524618200366,2000,0.6055500495540139,0.8671665104654793,2000,0.06867469879518072,0.26555652936021035,2000,0.7307310618590804,0.8216640502354788,2000
observed_future,9,510,3115,457,458,160766,164796,3573,0.021681351489113813,0.9944476807689507,0.8720604703247481,0.8718164007836552,0.997165416844991,0.0028345831550089006,0.9344909088143232,0.8719384184744576,0.9978951254835912,0.9418644897448339,0.8667736757624398,0.1579454253611557,0.75,2.25,0.7203852327447833,0.8532905296950241,0.9399678972712681,0.7439126784214946,0.9922990014454949,0.995875404970713,2000,0.8410942956926659,0.8953281906872173,2000,0.8362068965517241,0.9073729039126963,2000,0.8411039129217416,0.9005801687763713,2000,0.0019907641597180295,0.004091511554198121,2000,0.7047137567644546,1.0636234570609564,2000,0.0029191616766467065,0.3305756158660262,2000,0.6754032258064516,0.80835453539823,2000
observed_future,9,520,1175,194,146,81197,82712,1321,0.015971080375278075,0.9958893510010639,0.8582907231555881,0.8894776684330054,0.9976164440785836,0.0023835559214163728,0.9435470562557945,0.8736059479553904,0.9985641827218267,0.9426657273827267,0.7882978723404256,0.17680851063829786,0.75,2.25,0.7438297872340426,0.88,0.9676595744680851,0.7827403482210447,0.9829749668957689,1.0,2000,0.739803094233474,0.986322188449848,1930,0.8608837970540099,0.9140845070422535,1930,0.7957639939485628,0.9488304093567251,1930,0.0,0.01213273871983211,2000,0.6667950693374423,0.938212927756654,1930,-0.17395437262357413,0.4610939907550077,1930,0.6988543371522095,0.8549295774647887,1930
