method,horizon_ps,persistence_frames,threshold,validation_f1,tp,fp,fn,tn,n,positive,prevalence,accuracy,precision,recall,specificity,false_positive_rate,balanced_accuracy,f1,auroc,average_precision,timing_mae_ps,timing_bias_ps,timing_median_absolute_error_ps,timing_p90_absolute_error_ps,timing_within_0_75_ps,timing_within_1_5_ps,timing_within_3_ps,timed_within_1_5_ps_recall,accuracy_ci95_lower,accuracy_ci95_upper,accuracy_bootstrap_valid,precision_ci95_lower,precision_ci95_upper,precision_bootstrap_valid,recall_ci95_lower,recall_ci95_upper,recall_bootstrap_valid,f1_ci95_lower,f1_ci95_upper,f1_bootstrap_valid,false_positive_rate_ci95_lower,false_positive_rate_ci95_upper,false_positive_rate_bootstrap_valid,timing_mae_ps_ci95_lower,timing_mae_ps_ci95_upper,timing_mae_ps_bootstrap_valid,timing_bias_ps_ci95_lower,timing_bias_ps_ci95_upper,timing_bias_ps_bootstrap_valid,timed_within_1_5_ps_recall_ci95_lower,timed_within_1_5_ps_recall_ci95_upper,timed_within_1_5_ps_recall_bootstrap_valid
direct,3,5,-0.0916847214102745,0.3218032616599148,1754,4228,2113,782346,790441,3867,0.004892205743376166,0.9919778958834372,0.2932129722500836,0.4535815877941557,0.9946247905473611,0.005375209452638912,0.7241031891707583,0.3561782922124074,0.9622724093436341,0.23976454926533067,0.8132839224629419,-0.19327251995438996,0.75,2.25,0.6767388825541619,0.8933865450399088,1.0,0.4052236876131368,0.9892532500368342,0.9941460031813724,2000,0.23593889975372875,0.3653889016407803,2000,0.4256585460123196,0.4811798412474754,2000,0.3085905021955601,0.4081657015199538,2000,0.003596508561672632,0.007601081436646056,2000,0.7775279582213878,0.8469540588160459,2000,-0.26443397302208344,-0.12376336316122913,2000,0.38116754806143543,0.42900404771876793,2000
direct,3,9,0.03996770456433296,0.30638420521689,1217,2467,2255,791277,797216,3472,0.0043551559426805286,0.9940768875687392,0.3303474484256243,0.3505184331797235,0.996891945009978,0.003108054990021972,0.6737051890948508,0.34013415315818896,0.9615639345766848,0.21914669870162706,0.836277732128184,0.09552177485620378,0.75,2.25,0.6754313886606409,0.8890714872637634,1.0,0.31163594470046085,0.992324588333932,0.9956447893815022,2000,0.2645397395304771,0.4129326754390706,2000,0.3228008093185974,0.3789110317008311,2000,0.29781424983024857,0.38699869275061544,2000,0.0021150567650628717,0.0042866980811366385,2000,0.7992316881756036,0.8797863838821361,2000,0.022423168486812847,0.17147126379964805,2000,0.28435239617141056,0.33949930954886515,2000
direct,6,3,-0.1883011907339096,0.44471896232242125,5003,6942,4552,765003,781500,9555,0.012226487523992323,0.9852923864363403,0.4188363331938049,0.523600209314495,0.9910071313370771,0.008992868662922877,0.757303670325786,0.4653953488372093,0.9344300086803579,0.40050891600458194,1.5903957625424745,-0.4160003997601439,1.5,3.75,0.4549270437737358,0.6444133519888067,0.8796721966819908,0.33741496598639453,0.9809254437537821,0.9890520683334493,2000,0.3618689551584666,0.48293173830650865,2000,0.4985256190864139,0.549023924347612,2000,0.4243050298383774,0.5060120715893072,2000,0.006367836632371948,0.012265313496603914,2000,1.5241297367917186,1.654915174159832,2000,-0.5487579842696987,-0.27111345454931457,2000,0.32025082482980693,0.35418406571446964,2000
direct,6,5,-0.11395043134689331,0.4165205091937765,4187,6052,4391,775811,790441,8578,0.010852169864670481,0.9867883877481052,0.4089266529934564,0.4881091163441362,0.992259513495331,0.007740486504668976,0.7401843149197336,0.445023117393846,0.9352022647462368,0.3668038557099009,1.5929663243372343,-0.22050394076904706,1.5,3.75,0.4521136852161452,0.6407929304991641,0.880105087174588,0.31277687106551644,0.9828692902681133,0.9900229203909229,2000,0.3533135684954198,0.4716134246359142,2000,0.4648511979754848,0.5120357412105402,2000,0.4103824037352477,0.47932782960432246,2000,0.005501827658577607,0.010578969686538327,2000,1.5378009505647416,1.6471148227692936,2000,-0.38062052789348033,-0.05562587479296343,2000,0.2977921069950055,0.32778104034493966,2000
direct,6,9,-0.07830547541379929,0.3988801655407462,3612,6066,4031,783507,797216,7643,0.009587113153775138,0.9873346746678441,0.37321760694358336,0.47258929739631034,0.9923173664752974,0.0076826335247025925,0.7324533319358039,0.41706598926159,0.9343997795913334,0.3387645158893775,1.5494186046511629,-0.1532392026578073,1.5,3.75,0.4601328903654485,0.6550387596899225,0.8870431893687708,0.309564307209211,0.9837447554423002,0.99045783766627,2000,0.31927943094742184,0.4338467795949207,2000,0.44678700166063506,0.4971268428109082,2000,0.38016736110335797,0.45305943876964405,2000,0.005497534901730176,0.010239853855959623,2000,1.5063729766553462,1.5955465433029288,2000,-0.30801946476462794,0.017114495426958882,2000,0.2912896137738971,0.32695680750239486,2000
direct,9,3,-0.18762890994548798,0.47103430675562363,7594,7972,7336,758598,781500,14930,0.01910428662827895,0.9804120281509917,0.4878581523833997,0.5086403215003349,0.9896004278800371,0.010399572119962952,0.749120374690186,0.49803252885624344,0.9012501452940993,0.4395741673748239,2.2508888596260204,-0.4245786146958125,1.5,5.25,0.3530418751646036,0.5171187779826178,0.7540163286805373,0.26302746148693906,0.9748598846393675,0.9851977026483749,2000,0.4302516441148149,0.5486736141880321,2000,0.4866033886706444,0.5317267755916585,2000,0.4633639107484249,0.5300442268457304,2000,0.007447749796149937,0.014044184874526078,2000,2.169115385354942,2.33110876992904,2000,-0.6121186008744437,-0.21898675164730275,2000,0.2508259339340432,0.2752751523907868,2000
direct,9,5,-0.1331876814365387,0.44756266338612943,6644,7822,6977,768998,790441,13621,0.017232152684387575,0.9812775400061484,0.4592838379648832,0.4877762278834153,0.9899307432867331,0.01006925671326691,0.7388534855850742,0.4731014348275003,0.90198677945584,0.40859611266853363,2.243565623118603,-0.33831276339554484,1.5,5.25,0.35580975316074653,0.5167068031306442,0.7527092113184829,0.2520372953527641,0.976017274293054,0.9857764777555242,2000,0.4066037824896014,0.5173558146604688,2000,0.4654731864309842,0.5116852823185195,2000,0.44390965066936594,0.5006475596036992,2000,0.0072981471524252795,0.013598201984892247,2000,2.164455653286179,2.322584000551861,2000,-0.5426286947555126,-0.10789457412928594,2000,0.2405661095261953,0.263976443742617,2000
direct,9,9,-0.09208957105875015,0.43159683368560653,5854,7739,6386,777237,797216,12240,0.015353429936177899,0.9822820916790431,0.4306628411682484,0.47826797385620917,0.9901410998552822,0.0098589001447178,0.7342045368557457,0.453218751209693,0.9013752871450348,0.38326224332995673,2.26563033823027,-0.24342330030748208,1.5,5.25,0.35326272634096345,0.5182781004441408,0.7495729415784079,0.24787581699346406,0.977457225149973,0.9864623699848162,2000,0.37452172206316303,0.4898580982961168,2000,0.4543986256581065,0.5019601693327627,2000,0.4199483643701884,0.4837853404215229,2000,0.007186787207706867,0.01299660746267487,2000,2.1935150220788544,2.3395773637830692,2000,-0.4633370936871325,0.0010078732813085546,2000,0.23479399622588507,0.2612716314783044,2000
persistence,3,3,-0.2220003604888916,0.159221362615423,1134,7683,3266,769417,781500,4400,0.005630198336532309,0.9859897632757517,0.12861517522966995,0.25772727272727275,0.9901132415390554,0.009886758460944537,0.6239202571331641,0.1715971854429901,0.8546532306886909,0.08378867332016056,0.8591269841269841,-0.8591269841269841,0.75,2.25,0.6278659611992945,0.8209876543209876,1.0,0.21159090909090908,0.9811710918905936,0.9898935179454617,2000,0.10335419424178806,0.1627399266789235,2000,0.23558469757909795,0.2809711092260865,2000,0.14505613782189822,0.2027464151167204,2000,0.006847613125604399,0.013822637272084102,2000,0.8096505681818182,0.9085878106463138,2000,-0.9085878106463139,-0.8096505681818182,2000,0.19429543796576113,0.23145071194269154,2000
persistence,3,5,-0.2081575095653534,0.1384126984126984,1002,8508,2865,778066,790441,3867,0.004892205743376166,0.9856118293458968,0.1053627760252366,0.2591155934833204,0.989183471612334,0.010816528387666004,0.6241495325478272,0.1498093742991702,0.8547960550577776,0.06723028325843312,0.8473053892215568,-0.8473053892215568,0.75,2.25,0.6357285429141717,0.8223552894211577,1.0,0.213085078872511,0.9803513431006649,0.9896469898946195,2000,0.08465866233263403,0.13277970520689478,2000,0.2381580643082673,0.28264960373342296,2000,0.12663010110844242,0.17671770474081186,2000,0.007465359978993496,0.01514891220269477,2000,0.7931980056980057,0.9101444026711536,2000,-0.9101444026711536,-0.7931980056980057,2000,0.19670478007703626,0.2306027257967503,2000
persistence,3,9,-0.2081575095653534,0.1256016847172082,938,9511,2534,784233,797216,3472,0.0043551559426805286,0.9848911712760406,0.08976935591922672,0.2701612903225806,0.9880175472192546,0.01198245278074543,0.6290894187709176,0.13476043387687667,0.853538735229483,0.057742132925182314,0.8355543710021321,-0.8355543710021321,0.75,2.25,0.6396588486140725,0.826226012793177,1.0,0.22321428571428573,0.9795665070943986,0.9890703615584784,2000,0.07166302287739815,0.11420780181361255,2000,0.24450314945432852,0.2983533358284871,2000,0.11280395040376373,0.16081797180081683,2000,0.008357160676520476,0.01652287992446627,2000,0.7845148468516006,0.8900329276354821,2000,-0.8900329276354821,-0.7845148468516006,2000,0.20273093753746552,0.24512700536820456,2000
persistence,6,3,-0.49175721406936646,0.19045097520077664,3751,27969,5804,743976,781500,9555,0.012226487523992323,0.9567843889955214,0.11825346784363178,0.39256933542647826,0.9637681441035307,0.03623185589646931,0.6781687397650045,0.1817565112053301,0.7751124055369267,0.0996903867298208,2.081444948013863,-2.081444948013863,1.5,4.5,0.3625699813383098,0.5027992535323914,0.7470007997867235,0.19738356881214025,0.9427080201530523,0.9677233594473527,2000,0.09887610737157594,0.1418217607338216,2000,0.3605815528335077,0.4251242112754561,2000,0.15666954150888623,0.21093499583165554,2000,0.026869924867959766,0.04862937165326909,2000,1.9913186642691714,2.1600386190595016,2000,-2.1600386190595016,-1.9913186642691714,2000,0.18610542316035633,0.20936248835880028,2000
persistence,6,5,-0.4899919629096985,0.16376026184471748,3467,31492,5111,750371,790441,8578,0.010852169864670481,0.9536929384988886,0.0991733173145685,0.4041734670086267,0.9597218438524396,0.040278156147560376,0.6819476554305332,0.15926683051197832,0.7711369955201549,0.08273533749120315,2.126694548601096,-2.126694548601096,2.25,4.5,0.3579463513123738,0.4932218055956158,0.7343524661090279,0.19934716717183493,0.9383231393840376,0.9655860186284813,2000,0.08228947346250592,0.11891181589937917,2000,0.3698082895819085,0.4397364417384272,2000,0.13604577187986103,0.18519898368044138,2000,0.029672963443228135,0.05457013950836726,2000,2.0255061359307014,2.2179168019881934,2000,-2.2179168019881934,-2.0255061359307014,2000,0.18869889131579234,0.20953897682846934,2000
persistence,6,9,-0.3130936026573181,0.14619074721522074,1979,17260,5664,772313,797216,7643,0.009587113153775138,0.9712449323646289,0.10286397421903426,0.25892973963103494,0.9781400833108528,0.021859916689147173,0.6185349114709439,0.14723606874488504,0.7695815095472286,0.07057418037032583,1.9729661445174331,-1.9729661445174331,1.5,4.5,0.4067710965133906,0.5346134411318848,0.7544214249621021,0.13842731911553055,0.9611021993164944,0.9791730831230653,2000,0.08097412300040753,0.13036005020201297,2000,0.22878746658236973,0.29061271519523857,2000,0.12117607880489395,0.176711535850366,2000,0.015238805688432146,0.030572766155884567,2000,1.8496734559363162,2.087104918715089,2000,-2.087104918715089,-1.8496734559363162,2000,0.1282595001205151,0.14924836409584094,2000
persistence,9,3,-0.5497853755950928,0.20573764967537572,5313,33893,9617,732677,781500,14930,0.01910428662827895,0.9443250159948816,0.13551497219813294,0.3558606831882117,0.9557861643424606,0.044213835657539426,0.6558234237653361,0.1962834343135806,0.7183989118864497,0.10584628143538272,3.121964991530209,-3.121964991530209,3.0,6.75,0.2808206286467156,0.3916807829851308,0.587991718426501,0.13938379102478232,0.9283726607545524,0.9571366510830246,2000,0.11581222495335193,0.15895304046697925,2000,0.32424389719667834,0.38830645460053753,2000,0.1723169132279581,0.22298494750521636,2000,0.033893601481713914,0.057488646923697956,2000,2.9799395183477064,3.247902828375732,2000,-3.247902828375732,-2.9799395183477064,2000,0.13285251718182559,0.14642415045572013,2000
persistence,9,5,-0.503015398979187,0.18233960867755214,4515,32044,9106,744776,790441,13621,0.017232152684387575,0.9479404534936826,0.1234990016138297,0.3314734600983775,0.9587497747225869,0.041250225277413045,0.6451116174104823,0.17995217218015144,0.7152274874646316,0.0901431229486747,3.166112956810631,-3.166112956810631,3.0,6.75,0.2819490586932447,0.3891472868217054,0.57984496124031,0.12899199765068645,0.9314941338379387,0.9610296948537806,2000,0.10274804257437563,0.14815131195035544,2000,0.30026016912977305,0.36554043984415036,2000,0.15487196774874873,0.20696305371837684,2000,0.03050265909222369,0.055796203373753434,2000,3.0045434135267137,3.3151982583279778,2000,-3.3151982583279778,-3.004543413526714,2000,0.12279067618888727,0.13508434179489467,2000
persistence,9,9,-0.49175721406936646,0.16288033374144106,4039,33481,8201,751495,797216,12240,0.015353429936177899,0.9477155501143981,0.10764925373134328,0.32998366013071895,0.9573477405678645,0.042652259432135506,0.6436657003492917,0.16233922829581993,0.715202541411532,0.07925648890339046,3.2295122555087894,-3.2295122555087894,3.0,7.5,0.2812577370636296,0.38524387224560536,0.5704382272839812,0.12712418300653594,0.9314429569218814,0.9610062558186081,2000,0.08919968332659026,0.1294092822555324,2000,0.29597831515940387,0.3640406687345434,2000,0.13916586196964068,0.18873671655139906,2000,0.031440812703320685,0.05696991737463401,2000,3.057759988318539,3.3733818196976606,2000,-3.3733818196976606,-3.057759988318539,2000,0.11936082281119459,0.13444338682355897,2000
history_mean,3,3,-0.6974509358406067,0.09366375668825684,1893,38694,2507,738406,781500,4400,0.005630198336532309,0.9472795905310301,0.04664054992978047,0.43022727272727274,0.9502071805430446,0.049792819456955344,0.6902172266351587,0.08415764554204548,0.8017708749605176,0.03412329164460555,1.0091125198098256,-1.0091125198098256,0.75,2.25,0.5541468568409932,0.7849973586899102,1.0,0.3377272727272727,0.9305882149478946,0.9606812069800859,2000,0.038470282349340294,0.05719704823292898,2000,0.37573720716794934,0.4858133403167536,2000,0.07029478509479054,0.1016426663702986,2000,0.037062136706115356,0.065765063313632,2000,0.981731468157105,1.0341955626238397,2000,-1.0341955626238397,-0.981731468157105,2000,0.2957919950941456,0.38094953489287336,2000
history_mean,3,5,-0.7018662095069885,0.07329317269076305,1661,44245,2206,742329,790441,3867,0.004892205743376166,0.9412340706010949,0.03618263407833398,0.4295319369019912,0.9437497298410575,0.056250270158942454,0.6866408333715244,0.06674301328029253,0.7942702924370266,0.027883604273155452,1.00105358217941,-1.00105358217941,0.75,2.25,0.5593016255267911,0.7826610475617098,1.0,0.3361779156969227,0.9225605630777081,0.955774743235383,2000,0.02996861501918434,0.04357847054143025,2000,0.37626403335614933,0.48716473037205266,2000,0.055776071772005276,0.07960408361147267,2000,0.04223292216522282,0.0739155816396646,2000,0.9696489661155647,1.0294622550003345,2000,-1.0294622550003345,-0.9696489661155647,2000,0.29556991328860976,0.3796600552441404,2000
history_mean,3,9,-0.1915721297264099,0.06285845377380132,299,4817,3173,788927,797216,3472,0.0043551559426805286,0.989977622124995,0.05844409695074277,0.08611751152073732,0.9939312927089843,0.006068707291015743,0.5400244021148608,0.06963204471355379,0.7918046641295995,0.025060162987919597,0.9130434782608695,-0.9130434782608695,0.75,2.25,0.6053511705685619,0.8093645484949833,1.0,0.06970046082949309,0.9865735939188913,0.9928084773859535,2000,0.043765994118845,0.08187236212164162,2000,0.06367069307830811,0.10966091623870271,2000,0.055870076910512566,0.08654447389134143,2000,0.003702678765458922,0.008886044093461228,2000,0.8514859282593836,0.9646305510814542,2000,-0.9646305510814542,-0.8514859282593837,2000,0.051289564487938366,0.08824419975361002,2000
history_mean,6,3,-0.7252271175384521,0.14108990572545413,3472,41237,6083,730708,781500,9555,0.012226487523992323,0.939449776071657,0.07765774228902458,0.36336996336996336,0.9465803910900388,0.053419608909961204,0.6549751772300011,0.12796697626418987,0.7303589123193776,0.05118741199501789,2.275057603686636,-2.275057603686636,2.25,4.5,0.3222926267281106,0.4576612903225806,0.7013248847926268,0.1663003663003663,0.921565769298959,0.9541185535255313,2000,0.0649588398514949,0.09374993432424696,2000,0.3172551263472793,0.41174049510787686,2000,0.10875083209293632,0.15116419724035116,2000,0.04035477199253365,0.06964681699857007,2000,2.2065180294160966,2.3347319743820014,2000,-2.3347319743820014,-2.2065180294160966,2000,0.14744180730599035,0.18637684670511367,2000
history_mean,6,5,-0.7018662095069885,0.11466344076730321,2946,42960,5632,738903,790441,8578,0.010852169864670481,0.9385254560428925,0.06417461769703307,0.34343669853112613,0.9450543125841739,0.05494568741582605,0.64424550555765,0.10814183980618162,0.7219668520728126,0.043319995207395934,2.338849287169043,-2.338849287169043,2.25,4.5,0.3153428377460964,0.4412763068567549,0.6822810590631364,0.15155047796689206,0.9193560416912178,0.9536566529262399,2000,0.053143295694215165,0.07746938356980956,2000,0.29618827300508704,0.3937900287427986,2000,0.09116694960876019,0.12777870017007348,2000,0.041019417892767,0.07252918051125457,2000,2.2677580300640066,2.400054849385197,2000,-2.400054849385197,-2.2677580300640066,2000,0.13334828190326248,0.17066540709052616,2000
history_mean,6,9,-0.7018662095069885,0.09317335867585333,2683,46955,4960,742618,797216,7643,0.009587113153775138,0.9348796311162847,0.05405133164108143,0.3510401674735052,0.9405311478482673,0.05946885215173264,0.6457856576608862,0.09367853214853093,0.7202340397887249,0.037975918379396637,2.323797987327618,-2.323797987327618,2.25,5.100000000000136,0.3183004099888185,0.44726052925829296,0.6861721953037644,0.15700641109511973,0.9153878149186095,0.9508754201308217,2000,0.044877250839191814,0.06554527903913845,2000,0.3007221732737615,0.40388940573484233,2000,0.07866456850297762,0.11223350774340624,2000,0.04452644153201531,0.07763988762956757,2000,2.2621478070353405,2.379892514224751,2000,-2.379892514224751,-2.2621478070353405,2000,0.1374978554415801,0.17702707398401232,2000
history_mean,9,3,-0.7252271175384521,0.16560719208377048,4533,40176,10397,726394,781500,14930,0.01910428662827895,0.9352872680742162,0.10138898208414414,0.30361687876758203,0.947589913510834,0.05241008648916603,0.625603396139208,0.15201462130485086,0.6840690771246463,0.0621806748175096,3.3969225678358703,-3.3969225678358703,3.0,7.5,0.2468563864990073,0.35054048091771456,0.5371718508713876,0.10643000669792364,0.9166659441814652,0.9508524585493422,2000,0.08466033529758471,0.1228256321736845,2000,0.2628416146395549,0.34766192350717817,2000,0.1293067325975395,0.17871961610735226,2000,0.03953899417173333,0.06867934835756187,2000,3.290580560954167,3.4823060559940733,2000,-3.4823060559940733,-3.290580560954167,2000,0.09428775896633834,0.11949188593145732,2000
history_mean,9,5,-0.724197506904602,0.1400978720249129,4201,45213,9420,731607,790441,13621,0.017232152684387575,0.930882886894784,0.08501639211559477,0.308420820791425,0.9417973275662316,0.05820267243376844,0.6251090741788283,0.13329102879352742,0.6784804457050686,0.05418754004110395,3.556653177814806,-3.556653177814806,3.0,7.5,0.2339919066888836,0.3280171387764818,0.5063080218995477,0.10116731517509728,0.9106631519134863,0.9471937708933591,2000,0.07131285568771124,0.10193227930843415,2000,0.2664379391176142,0.35490575603745367,2000,0.1144290772966884,0.15623174682526833,2000,0.043886204321180504,0.07617377077270962,2000,3.4347458471111243,3.659124633247163,2000,-3.659124633247163,-3.4347458471111243,2000,0.09027735992459246,0.11301076153132976,2000
