horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,459,7,0.03711742162704468,0.21621167153379137,0.812826636771488,0.035544826791283804,0.010779587738694365,0.03786044464010565,0.1883408071748879,0.4476744186046512,0.07591702890261576,3,4,0.0,0.4476744186046512
3.0,459,15,0.07673411816358566,0.35552322242376255,0.8473720540034078,0.07652237843939799,0.024927547134410855,0.08742387555946876,0.35067437379576105,0.4200587494754511,0.07451256281407037,6,9,0.6923076923076924,0.29080990348300456
9.0,314,22,0.14536942541599274,0.39666989200800057,0.8378275945321716,0.09425513473282669,0.04468249907985274,0.1138418079096045,0.3981623277182236,0.3225806451612903,0.0626394644564871,6,16,5.1923076923076925,0.04962779156327544
