horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,12,0,,,,0.27786341806252796,0.5271275142828623,0.0,,,,,,,
3.0,12,0,,,,0.5935492118199666,0.7704214503367741,0.0,,,,,,,
9.0,8,0,,,,0.758685477077961,0.8710255399346352,0.0,,,,,,,
