arm,representation,target,readout,population,rows,sources,mse,rmse
A-observed,initial_pooled,relaxed_angular,ridge,PTM_crystalline,274,13,0.5161322041075151,0.7184234156175
A-observed,initial_pooled,relaxed_angular,ridge,T400,192,3,0.9399212173931876,0.9694953416046864
A-observed,initial_pooled,relaxed_angular,ridge,T450,192,3,0.8116012655758147,0.9008891527684273
A-observed,initial_pooled,relaxed_angular,ridge,T500,192,3,0.7301082066494842,0.8544636953373058
A-observed,initial_pooled,relaxed_angular,ridge,T510,192,3,0.677523842568128,0.8231183648589843
A-observed,initial_pooled,relaxed_angular,ridge,T520,192,3,0.9644562862096338,0.982067353194084
A-observed,initial_pooled,relaxed_angular,residual,all,960,15,0.8260009990842261,0.9088459710447233
A-observed,initial_pooled,relaxed_angular,residual,PTM_other,686,15,0.9815418822067464,0.9907279557006284
A-observed,initial_pooled,relaxed_angular,residual,PTM_crystalline,274,13,0.512794665239558,0.716096826720771
A-observed,initial_pooled,relaxed_angular,residual,T400,192,3,0.9373256106012721,0.9681557780653236
A-observed,initial_pooled,relaxed_angular,residual,T450,192,3,0.8184697289293221,0.904693168388776
A-observed,initial_pooled,relaxed_angular,residual,T500,192,3,0.737758942991219,0.8589289510729156
A-observed,initial_pooled,relaxed_angular,residual,T510,192,3,0.6680788737861518,0.8173609201485913
A-observed,initial_pooled,relaxed_angular,residual,T520,192,3,0.9683718391131648,0.9840588595775991
A-observed,initial_pooled,relaxed_l6,ridge,all,960,15,0.23137081343648386,0.4810102009692558
A-observed,initial_pooled,relaxed_l6,ridge,PTM_other,686,15,0.28159953351901273,0.5306595269275892
A-observed,initial_pooled,relaxed_l6,ridge,PTM_crystalline,274,13,0.11048845121993156,0.33239803131175666
A-observed,initial_pooled,relaxed_l6,ridge,T400,192,3,0.2568287299297561,0.5067827245770677
A-observed,initial_pooled,relaxed_l6,ridge,T450,192,3,0.22299676426422999,0.47222533208652623
A-observed,initial_pooled,relaxed_l6,ridge,T500,192,3,0.20848883419905162,0.4566057754771085
A-observed,initial_pooled,relaxed_l6,ridge,T510,192,3,0.20756288110155113,0.4555906947047439
A-observed,initial_pooled,relaxed_l6,ridge,T520,192,3,0.26097685768783063,0.5108589410863146
A-observed,initial_pooled,relaxed_l6,residual,all,960,15,0.23118602362117424,0.48081807746919647
A-observed,initial_pooled,relaxed_l6,residual,PTM_other,686,15,0.2830775122007148,0.532050291044667
A-observed,initial_pooled,relaxed_l6,residual,PTM_crystalline,274,13,0.10756580872432366,0.32797226822450043
A-observed,initial_pooled,relaxed_l6,residual,T400,192,3,0.25777058929128177,0.5077111277993439
A-observed,initial_pooled,relaxed_l6,residual,T450,192,3,0.22306146313493636,0.47229383135388964
A-observed,initial_pooled,relaxed_l6,residual,T500,192,3,0.2080845134811367,0.45616281466285336
A-observed,initial_pooled,relaxed_l6,residual,T510,192,3,0.20642891445422829,0.45434448874640077
A-observed,initial_pooled,relaxed_l6,residual,T520,192,3,0.2605846377442881,0.5104749139226021
A-observed,initial_pooled,relaxed_radial,ridge,all,960,15,0.5311408937794753,0.7287941367625533
A-observed,initial_pooled,relaxed_radial,ridge,PTM_other,686,15,0.7017881020468414,0.8377279403522611
A-observed,initial_pooled,relaxed_radial,ridge,PTM_crystalline,274,13,0.16286010089242683,0.4035592904300765
A-observed,initial_pooled,relaxed_radial,ridge,T400,192,3,0.568417475150007,0.7539346623879333
A-observed,initial_pooled,relaxed_radial,ridge,T450,192,3,0.538355484365623,0.7337271184613684
A-observed,initial_pooled,relaxed_radial,ridge,T500,192,3,0.4741528127379982,0.6885875490727364
A-observed,initial_pooled,relaxed_radial,ridge,T510,192,3,0.4503225156037701,0.671060739131541
A-observed,initial_pooled,relaxed_radial,ridge,T520,192,3,0.6244561810399779,0.7902253988831148
A-observed,initial_pooled,relaxed_radial,residual,all,960,15,0.5301888153849016,0.7281406563191631
A-observed,initial_pooled,relaxed_radial,residual,PTM_other,686,15,0.7021202564042696,0.8379261640528177
A-observed,initial_pooled,relaxed_radial,residual,PTM_crystalline,274,13,0.15939937417089128,0.39924851179546217
A-observed,initial_pooled,relaxed_radial,residual,T400,192,3,0.5671136286739955,0.7530694713464327
A-observed,initial_pooled,relaxed_radial,residual,T450,192,3,0.5374441316848098,0.7331058120659049
A-observed,initial_pooled,relaxed_radial,residual,T500,192,3,0.474431434836429,0.6887898335751109
A-observed,initial_pooled,relaxed_radial,residual,T510,192,3,0.4465504794102768,0.6682443261339948
A-observed,initial_pooled,relaxed_radial,residual,T520,192,3,0.6254044023189973,0.7908251401662679
A-observed,pooled,current_order,ridge,all,960,15,0.41707144296404064,0.6458106866288608
A-observed,pooled,current_order,ridge,PTM_other,686,15,0.49977050711538595,0.7069444865867376
A-observed,pooled,current_order,ridge,PTM_crystalline,274,13,0.37945041863604945,0.6159954696554589
A-observed,pooled,current_order,ridge,T400,192,3,0.5088886070874119,0.7133642877852885
A-observed,pooled,current_order,ridge,T450,192,3,0.38106301700182454,0.6173030187856079
A-observed,pooled,current_order,ridge,T500,192,3,0.4195211780596024,0.6477045453442506
A-observed,pooled,current_order,ridge,T510,192,3,0.3468888958779185,0.5889727462946979
A-observed,pooled,current_order,ridge,T520,192,3,0.42899551679344616,0.6549774933487762
A-observed,pooled,current_order,residual,all,960,15,0.4115200821527123,0.6414983103272466
A-observed,pooled,current_order,residual,PTM_other,686,15,0.4952163542655345,0.7037161034575907
A-observed,pooled,current_order,residual,PTM_crystalline,274,13,0.36871818005957574,0.6072216893850019
A-observed,pooled,current_order,residual,T400,192,3,0.5118865156409955,0.7154624487986743
A-observed,pooled,current_order,residual,T450,192,3,0.3703426264927643,0.6085578251019078
A-observed,pooled,current_order,residual,T500,192,3,0.4073815927549321,0.6382645162900191
A-observed,pooled,current_order,residual,T510,192,3,0.3363436442246651,0.5799514154001739
A-observed,pooled,current_order,residual,T520,192,3,0.4316460316502044,0.656997740978007
A-observed,pooled,future_order_12,ridge,all,960,15,0.5726964987947114,0.7567671364394145
A-observed,pooled,future_order_12,ridge,PTM_other,686,15,0.7066591446575788,0.8406302068434008
A-observed,pooled,future_order_12,ridge,PTM_crystalline,274,13,0.3401567496763248,0.5832295857347471
A-observed,pooled,future_order_12,ridge,T400,192,3,0.6093627309118781,0.7806168912545245
A-observed,pooled,future_order_12,ridge,T450,192,3,0.5508052762107397,0.7421625672389707
A-observed,pooled,future_order_12,ridge,T500,192,3,0.5551063716974185,0.7450546098759597
A-observed,pooled,future_order_12,ridge,T510,192,3,0.522365537217816,0.7227485989040836
A-observed,pooled,future_order_12,ridge,T520,192,3,0.6258425779357047,0.7911021286380822
A-observed,pooled,future_order_12,residual,all,960,15,0.5726964987947114,0.7567671364394145
A-observed,pooled,future_order_12,residual,PTM_other,686,15,0.7066591446575788,0.8406302068434008
A-observed,pooled,future_order_12,residual,PTM_crystalline,274,13,0.3401567496763248,0.5832295857347471
A-observed,pooled,future_order_12,residual,T400,192,3,0.6093627309118781,0.7806168912545245
A-observed,pooled,future_order_12,residual,T450,192,3,0.5508052762107397,0.7421625672389707
A-observed,pooled,future_order_12,residual,T500,192,3,0.5551063716974185,0.7450546098759597
A-observed,pooled,future_order_12,residual,T510,192,3,0.522365537217816,0.7227485989040836
A-observed,pooled,future_order_12,residual,T520,192,3,0.6258425779357047,0.7911021286380822
A-observed,pooled,future_order_3,ridge,all,960,15,0.5663382448336189,0.7525544796449085
A-observed,pooled,future_order_3,ridge,PTM_other,686,15,0.6799094747068835,0.8245662342752603
A-observed,pooled,future_order_3,ridge,PTM_crystalline,274,13,0.37302731480561513,0.6107596211322546
A-observed,pooled,future_order_3,ridge,T400,192,3,0.6598107645803477,0.8122873657643258
A-observed,pooled,future_order_3,ridge,T450,192,3,0.5516671611878189,0.7427429980739091
A-observed,pooled,future_order_3,ridge,T500,192,3,0.5116790593789954,0.7153174535679913
A-observed,pooled,future_order_3,ridge,T510,192,3,0.4868818977337894,0.6977692295693394
A-observed,pooled,future_order_3,ridge,T520,192,3,0.6216523412871433,0.7884493270256138
A-observed,pooled,future_order_3,residual,all,960,15,0.5663382448336189,0.7525544796449085
A-observed,pooled,future_order_3,residual,PTM_other,686,15,0.6799094747068835,0.8245662342752603
A-observed,pooled,future_order_3,residual,PTM_crystalline,274,13,0.37302731480561513,0.6107596211322546
A-observed,pooled,future_order_3,residual,T400,192,3,0.6598107645803477,0.8122873657643258
A-observed,pooled,future_order_3,residual,T450,192,3,0.5516671611878189,0.7427429980739091
A-observed,pooled,future_order_3,residual,T500,192,3,0.5116790593789954,0.7153174535679913
A-observed,pooled,future_order_3,residual,T510,192,3,0.4868818977337894,0.6977692295693394
A-observed,pooled,future_order_3,residual,T520,192,3,0.6216523412871433,0.7884493270256138
A-observed,pooled,future_order_9,ridge,all,960,15,0.5527803488013382,0.7434919964608484
A-observed,pooled,future_order_9,ridge,PTM_other,686,15,0.6586705827006462,0.8115852282420166
A-observed,pooled,future_order_9,ridge,PTM_crystalline,274,13,0.32448197827034697,0.5696331962503124
A-observed,pooled,future_order_9,ridge,T400,192,3,0.635832656900222,0.7973911567732752
A-observed,pooled,future_order_9,ridge,T450,192,3,0.5318068731068064,0.7292508985985594
A-observed,pooled,future_order_9,ridge,T500,192,3,0.48513007668776525,0.6965127972175136
A-observed,pooled,future_order_9,ridge,T510,192,3,0.4763869258882948,0.6902078859939915
A-observed,pooled,future_order_9,ridge,T520,192,3,0.6347452114236022,0.7967089879144091
A-observed,pooled,future_order_9,residual,all,960,15,0.5544793885268311,0.7446337277660952
A-observed,pooled,future_order_9,residual,PTM_other,686,15,0.6624469617105325,0.8139084479906401
A-observed,pooled,future_order_9,residual,PTM_crystalline,274,13,0.3208429885044743,0.5664300384906104
A-observed,pooled,future_order_9,residual,T400,192,3,0.6386934860844924,0.7991830116340639
A-observed,pooled,future_order_9,residual,T450,192,3,0.5297219477040112,0.7278199967739353
A-observed,pooled,future_order_9,residual,T500,192,3,0.4839471381721779,0.6956630924320895
A-observed,pooled,future_order_9,residual,T510,192,3,0.48074126629267766,0.6933550795174703
A-observed,pooled,future_order_9,residual,T520,192,3,0.6392931043807963,0.7995580681731604
A-observed,pooled,observed_angular,ridge,all,960,15,0.906030508190764,0.9518563485057837
A-observed,pooled,observed_angular,ridge,PTM_other,686,15,1.0811668923756397,1.0397917543314332
A-observed,pooled,observed_angular,ridge,PTM_crystalline,274,13,0.5650125844367517,0.7516731899148404
A-observed,pooled,observed_angular,ridge,T400,192,3,1.0296679212906819,1.0147255398829191
A-observed,pooled,observed_angular,ridge,T450,192,3,0.8053750358413144,0.8974268972129789
A-observed,pooled,observed_angular,ridge,T500,192,3,0.7829319589534862,0.8848344245978941
A-observed,pooled,observed_angular,ridge,T510,192,3,0.8686609645324163,0.9320198305467627
A-observed,pooled,observed_angular,ridge,T520,192,3,1.043516660335921,1.0215266322205805
A-observed,pooled,observed_angular,residual,all,960,15,0.9092072934899016,0.9535236197860553
A-observed,pooled,observed_angular,residual,PTM_other,686,15,1.085168672202291,1.0417142949015776
A-observed,pooled,observed_angular,residual,PTM_crystalline,274,13,0.5488658630684254,0.7408548191571851
A-observed,pooled,observed_angular,residual,T400,192,3,1.0346554266297616,1.0171801347990246
A-observed,pooled,observed_angular,residual,T450,192,3,0.8079322314827959,0.8988505056363911
A-observed,pooled,observed_angular,residual,T500,192,3,0.7938460862462836,0.8909804073301969
A-observed,pooled,observed_angular,residual,T510,192,3,0.8665589772517804,0.9308914959606089
A-observed,pooled,observed_angular,residual,T520,192,3,1.0430437458388864,1.0212951316044185
A-observed,pooled,observed_l6,ridge,all,960,15,0.26742914316261546,0.5171355172124764
A-observed,pooled,observed_l6,ridge,PTM_other,686,15,0.30952073964278437,0.5563458813029754
A-observed,pooled,observed_l6,ridge,PTM_crystalline,274,13,0.19296517390963003,0.4392780143708879
A-observed,pooled,observed_l6,ridge,T400,192,3,0.31466686265556143,0.5609517471722157
A-observed,pooled,observed_l6,ridge,T450,192,3,0.242938501409648,0.4928879197237928
A-observed,pooled,observed_l6,ridge,T500,192,3,0.26215958568712583,0.5120152201713596
A-observed,pooled,observed_l6,ridge,T510,192,3,0.24396014492477608,0.49392321764093666
A-observed,pooled,observed_l6,ridge,T520,192,3,0.27342062113596616,0.5228963770537775
A-observed,pooled,observed_l6,residual,all,960,15,0.26850606822644685,0.5181757117295704
A-observed,pooled,observed_l6,residual,PTM_other,686,15,0.31331267274797964,0.5597433990213548
A-observed,pooled,observed_l6,residual,PTM_crystalline,274,13,0.17870264981402717,0.4227323619194859
A-observed,pooled,observed_l6,residual,T400,192,3,0.31526584963769344,0.5614853957474704
A-observed,pooled,observed_l6,residual,T450,192,3,0.24412983014864098,0.4940949606590225
A-observed,pooled,observed_l6,residual,T500,192,3,0.2632003683659242,0.5130305725450718
A-observed,pooled,observed_l6,residual,T510,192,3,0.2437460755624591,0.4937064670048987
A-observed,pooled,observed_l6,residual,T520,192,3,0.2761882174175164,0.5255361237988464
A-observed,pooled,observed_radial,ridge,all,960,15,0.08581284288402216,0.29293829193880094
A-observed,pooled,observed_radial,ridge,PTM_other,686,15,0.10130991674126169,0.31829218768493467
A-observed,pooled,observed_radial,ridge,PTM_crystalline,274,13,0.043814403122478765,0.20931890292679914
A-observed,pooled,observed_radial,ridge,T400,192,3,0.0993517819359058,0.31520117692658733
A-observed,pooled,observed_radial,ridge,T450,192,3,0.07436466999461569,0.2726988632074136
A-observed,pooled,observed_radial,ridge,T500,192,3,0.085455136870495,0.29232710594554007
A-observed,pooled,observed_radial,ridge,T510,192,3,0.07739667962633,0.27820258738252235
A-observed,pooled,observed_radial,ridge,T520,192,3,0.09249594599276435,0.30413146169504457
A-observed,pooled,observed_radial,residual,all,960,15,0.08374446966646813,0.2893863674509705
A-observed,pooled,observed_radial,residual,PTM_other,686,15,0.09885810401015163,0.3144170860658683
A-observed,pooled,observed_radial,residual,PTM_crystalline,274,13,0.041389227965942195,0.2034434269420917
A-observed,pooled,observed_radial,residual,T400,192,3,0.09673939979590097,0.3110295802586966
A-observed,pooled,observed_radial,residual,T450,192,3,0.07105543895386965,0.26656226093329427
A-observed,pooled,observed_radial,residual,T500,192,3,0.08130261897247239,0.28513614111941754
A-observed,pooled,observed_radial,residual,T510,192,3,0.07743311401329081,0.27826806143230093
A-observed,pooled,observed_radial,residual,T520,192,3,0.0921917765968068,0.30363098754377293
A-observed,pooled,relaxed_angular,ridge,all,960,15,0.8326554809699627,0.9124995786135809
A-observed,pooled,relaxed_angular,ridge,PTM_other,686,15,0.9946632424962166,0.9973280515939661
A-observed,pooled,relaxed_angular,ridge,PTM_crystalline,274,13,0.4975038025916749,0.7053394945639121
A-observed,pooled,relaxed_angular,ridge,T400,192,3,0.9414623012540397,0.9702898027156833
A-observed,pooled,relaxed_angular,ridge,T450,192,3,0.8230272870793768,0.9072085135620018
A-observed,pooled,relaxed_angular,ridge,T500,192,3,0.7306291985228386,0.8547685058089346
A-observed,pooled,relaxed_angular,ridge,T510,192,3,0.6915828276365614,0.8316145908030723
A-observed,pooled,relaxed_angular,ridge,T520,192,3,0.9765757903569963,0.9882184932275839
A-observed,pooled,relaxed_angular,residual,all,960,15,0.8326554809699627,0.9124995786135809
A-observed,pooled,relaxed_angular,residual,PTM_other,686,15,0.9946632424962166,0.9973280515939661
A-observed,pooled,relaxed_angular,residual,PTM_crystalline,274,13,0.4975038025916749,0.7053394945639121
A-observed,pooled,relaxed_angular,residual,T400,192,3,0.9414623012540397,0.9702898027156833
A-observed,pooled,relaxed_angular,residual,T450,192,3,0.8230272870793768,0.9072085135620018
A-observed,pooled,relaxed_angular,residual,T500,192,3,0.7306291985228386,0.8547685058089346
A-observed,pooled,relaxed_angular,residual,T510,192,3,0.6915828276365614,0.8316145908030723
A-observed,pooled,relaxed_angular,residual,T520,192,3,0.9765757903569963,0.9882184932275839
A-observed,pooled,relaxed_l6,ridge,all,960,15,0.23261626438928634,0.4823030835369875
A-observed,pooled,relaxed_l6,ridge,PTM_other,686,15,0.2837472975933968,0.5326793572059995
A-observed,pooled,relaxed_l6,ridge,PTM_crystalline,274,13,0.11154518760984349,0.333983813394966
A-observed,pooled,relaxed_l6,ridge,T400,192,3,0.25296620361535965,0.5029574570630797
A-observed,pooled,relaxed_l6,ridge,T450,192,3,0.22921121124117183,0.4787600769082274
A-observed,pooled,relaxed_l6,ridge,T500,192,3,0.20569380988967662,0.45353479457443685
A-observed,pooled,relaxed_l6,ridge,T510,192,3,0.20872468210923042,0.45686396455534817
A-observed,pooled,relaxed_l6,ridge,T520,192,3,0.266485415090993,0.5162222535797861
A-observed,pooled,relaxed_l6,residual,all,960,15,0.2325648097982126,0.4822497379970388
A-observed,pooled,relaxed_l6,residual,PTM_other,686,15,0.2853940583023684,0.5342228545301749
A-observed,pooled,relaxed_l6,residual,PTM_crystalline,274,13,0.11084570146405157,0.3329349808356754
A-observed,pooled,relaxed_l6,residual,T400,192,3,0.2537006682812543,0.5036870737682816
A-observed,pooled,relaxed_l6,residual,T450,192,3,0.23017514561225588,0.47976571950511
A-observed,pooled,relaxed_l6,residual,T500,192,3,0.20623432121502877,0.45413029101242386
A-observed,pooled,relaxed_l6,residual,T510,192,3,0.20630310508901373,0.454206016130361
A-observed,pooled,relaxed_l6,residual,T520,192,3,0.26641080879351026,0.5161499867223773
A-observed,pooled,relaxed_radial,ridge,all,960,15,0.5286636045518275,0.7270925694516672
A-observed,pooled,relaxed_radial,ridge,PTM_other,686,15,0.6954126712246235,0.8339140670504507
A-observed,pooled,relaxed_radial,ridge,PTM_crystalline,274,13,0.16327967142244376,0.404078793581702
A-observed,pooled,relaxed_radial,ridge,T400,192,3,0.5741058327580895,0.757697718591055
A-observed,pooled,relaxed_radial,ridge,T450,192,3,0.5459926952043223,0.7389131851606942
A-observed,pooled,relaxed_radial,ridge,T500,192,3,0.45600816499050734,0.6752837662720076
A-observed,pooled,relaxed_radial,ridge,T510,192,3,0.44780788009388317,0.669184488832402
A-observed,pooled,relaxed_radial,ridge,T520,192,3,0.6194034497123351,0.7870218864252347
A-observed,pooled,relaxed_radial,residual,all,960,15,0.5282248607683303,0.7267907957372124
A-observed,pooled,relaxed_radial,residual,PTM_other,686,15,0.6989969791472609,0.8360603920454914
A-observed,pooled,relaxed_radial,residual,PTM_crystalline,274,13,0.15532831372854386,0.3941171319906607
A-observed,pooled,relaxed_radial,residual,T400,192,3,0.5671494670200108,0.7530932658177277
A-observed,pooled,relaxed_radial,residual,T450,192,3,0.5494989692729055,0.741281976897392
A-observed,pooled,relaxed_radial,residual,T500,192,3,0.4600031521362982,0.6782353220942553
A-observed,pooled,relaxed_radial,residual,T510,192,3,0.4477069609456301,0.6691090800053682
A-observed,pooled,relaxed_radial,residual,T520,192,3,0.6167657544668067,0.7853443540682054
A-observed,persistence,future_order_3,direct,all,960,15,0.8318929066854726,0.9120816337836611
A-observed,persistence,future_order_9,direct,all,960,15,0.8820290234427766,0.939164002420651
A-observed,persistence,future_order_12,direct,all,960,15,0.8955950880579524,0.9463588579698256
B-relaxed,conditions,current_order,ridge,all,960,15,1.0223316306934944,1.0111041641163854
B-relaxed,conditions,current_order,ridge,PTM_other,686,15,1.1980344207661926,1.094547587255206
B-relaxed,conditions,current_order,ridge,PTM_crystalline,274,13,0.8984645709405584,0.9478737104385575
B-relaxed,conditions,current_order,ridge,T400,192,3,0.7234956876337384,0.8505854969570892
B-relaxed,conditions,current_order,ridge,T450,192,3,1.084003787230677,1.0411550255512754
B-relaxed,conditions,current_order,ridge,T500,192,3,1.175625987563476,1.0842628775179366
B-relaxed,conditions,current_order,ridge,T510,192,3,0.9741869395557123,0.9870090878789882
B-relaxed,conditions,current_order,ridge,T520,192,3,1.1543457514838678,1.0744048359365606
B-relaxed,conditions,current_order,residual,all,960,15,1.0191177548285197,1.0095136229038812
B-relaxed,conditions,current_order,residual,PTM_other,686,15,1.1982070936193294,1.094626463054557
B-relaxed,conditions,current_order,residual,PTM_crystalline,274,13,0.8944386452976923,0.945747664706444
B-relaxed,conditions,current_order,residual,T400,192,3,0.7161735379009517,0.8462703692679732
B-relaxed,conditions,current_order,residual,T450,192,3,1.0976102016819809,1.04766893706074
B-relaxed,conditions,current_order,residual,T500,192,3,1.1701324178734507,1.081726591091044
B-relaxed,conditions,current_order,residual,T510,192,3,0.9747104099413013,0.987274232390019
B-relaxed,conditions,current_order,residual,T520,192,3,1.136962206744914,1.0662842992114787
B-relaxed,conditions,future_order_12,ridge,all,960,15,0.9873835104479786,0.9936717317343684
B-relaxed,conditions,future_order_12,ridge,PTM_other,686,15,1.1521469447586583,1.07338108086488
B-relaxed,conditions,future_order_12,ridge,PTM_crystalline,274,13,0.6919808200460846,0.8318538453635258
B-relaxed,conditions,future_order_12,ridge,T400,192,3,0.6421069894961429,0.8013157863764715
B-relaxed,conditions,future_order_12,ridge,T450,192,3,1.1306424502293015,1.0633167215036645
B-relaxed,conditions,future_order_12,ridge,T500,192,3,1.0424235612145478,1.020991459912642
B-relaxed,conditions,future_order_12,ridge,T510,192,3,0.9965506254461495,0.9982738228793488
B-relaxed,conditions,future_order_12,ridge,T520,192,3,1.1251939258537518,1.060751585364713
B-relaxed,conditions,future_order_12,residual,all,960,15,0.9863982869005194,0.9931758590000662
B-relaxed,conditions,future_order_12,residual,PTM_other,686,15,1.155066055042387,1.0747399941578368
B-relaxed,conditions,future_order_12,residual,PTM_crystalline,274,13,0.6872203018876126,0.8289875161228983
B-relaxed,conditions,future_order_12,residual,T400,192,3,0.6376019293010049,0.7984997991865777
B-relaxed,conditions,future_order_12,residual,T450,192,3,1.1452428659602731,1.0701602057450432
B-relaxed,conditions,future_order_12,residual,T500,192,3,1.0405785619543257,1.0200875266144203
B-relaxed,conditions,future_order_12,residual,T510,192,3,0.9953387091951797,0.9976666322951669
B-relaxed,conditions,future_order_12,residual,T520,192,3,1.1132293680918133,1.0550968524698636
B-relaxed,conditions,future_order_3,ridge,all,960,15,1.0104396730046508,1.005206283806787
B-relaxed,conditions,future_order_3,ridge,PTM_other,686,15,1.1723915356050094,1.0827703060229392
B-relaxed,conditions,future_order_3,ridge,PTM_crystalline,274,13,0.7426296065448064,0.8617595990441919
B-relaxed,conditions,future_order_3,ridge,T400,192,3,0.6780282490962897,0.8234247076061597
B-relaxed,conditions,future_order_3,ridge,T450,192,3,1.198957614971031,1.094969230148058
B-relaxed,conditions,future_order_3,ridge,T500,192,3,1.0252669236916434,1.0125546521998916
B-relaxed,conditions,future_order_3,ridge,T510,192,3,0.9979139787963968,0.9989564448945694
B-relaxed,conditions,future_order_3,ridge,T520,192,3,1.1520315984678937,1.0733273491660844
B-relaxed,conditions,future_order_3,residual,all,960,15,1.0106734047159094,1.0053225376544133
B-relaxed,conditions,future_order_3,residual,PTM_other,686,15,1.1781359202283157,1.0854196977336996
B-relaxed,conditions,future_order_3,residual,PTM_crystalline,274,13,0.7354182467564931,0.8575653017447086
B-relaxed,conditions,future_order_3,residual,T400,192,3,0.674112910903494,0.8210437935357006
B-relaxed,conditions,future_order_3,residual,T450,192,3,1.2127119337548384,1.101232007233189
B-relaxed,conditions,future_order_3,residual,T500,192,3,1.027058649170273,1.0134390209431807
B-relaxed,conditions,future_order_3,residual,T510,192,3,0.9972036004139473,0.9986008213565355
B-relaxed,conditions,future_order_3,residual,T520,192,3,1.1422799293369947,1.068774966649666
B-relaxed,conditions,future_order_9,ridge,all,960,15,0.9798314647699409,0.989864366855349
B-relaxed,conditions,future_order_9,ridge,PTM_other,686,15,1.1327502575616881,1.0643074074541097
B-relaxed,conditions,future_order_9,ridge,PTM_crystalline,274,13,0.6811013890515725,0.8252886701340159
B-relaxed,conditions,future_order_9,ridge,T400,192,3,0.6558120879634362,0.8098222570190549
B-relaxed,conditions,future_order_9,ridge,T450,192,3,1.1069689428675802,1.0521259158805947
B-relaxed,conditions,future_order_9,ridge,T500,192,3,1.011951952863508,1.0059582262020168
B-relaxed,conditions,future_order_9,ridge,T510,192,3,0.968542124644822,0.9841453777998563
B-relaxed,conditions,future_order_9,ridge,T520,192,3,1.155882215510358,1.075119628464832
B-relaxed,conditions,future_order_9,residual,all,960,15,0.9784679761964539,0.9891754021387986
B-relaxed,conditions,future_order_9,residual,PTM_other,686,15,1.134911978103069,1.0653224761090272
B-relaxed,conditions,future_order_9,residual,PTM_crystalline,274,13,0.6786601902114566,0.8238083455582716
B-relaxed,conditions,future_order_9,residual,T400,192,3,0.6522954288685705,0.8076480847922383
B-relaxed,conditions,future_order_9,residual,T450,192,3,1.11937265340025,1.0580040895007212
B-relaxed,conditions,future_order_9,residual,T500,192,3,1.0077543649152956,1.0038696951872268
B-relaxed,conditions,future_order_9,residual,T510,192,3,0.9684681550862795,0.9841077964767272
B-relaxed,conditions,future_order_9,residual,T520,192,3,1.1444492787118747,1.0697893618427297
B-relaxed,conditions,observed_angular,ridge,all,960,15,1.0556122571449997,1.0274299280948553
B-relaxed,conditions,observed_angular,ridge,PTM_other,686,15,1.2120026100011563,1.100909900946102
B-relaxed,conditions,observed_angular,ridge,PTM_crystalline,274,13,0.8084764607011037,0.8991531908974708
B-relaxed,conditions,observed_angular,ridge,T400,192,3,1.1332829060124583,1.0645576104713443
B-relaxed,conditions,observed_angular,ridge,T450,192,3,1.0277246300558494,1.0137675424158388
B-relaxed,conditions,observed_angular,ridge,T500,192,3,0.941017484589804,0.9700605571766147
B-relaxed,conditions,observed_angular,ridge,T510,192,3,1.0244313063737138,1.012141939835374
B-relaxed,conditions,observed_angular,ridge,T520,192,3,1.151604958693173,1.0731285844171579
B-relaxed,conditions,observed_angular,residual,all,960,15,1.05422808732653,1.0267560992399947
B-relaxed,conditions,observed_angular,residual,PTM_other,686,15,1.216033326798768,1.1027390111893058
B-relaxed,conditions,observed_angular,residual,PTM_crystalline,274,13,0.8004412120823631,0.894673802054337
B-relaxed,conditions,observed_angular,residual,T400,192,3,1.1027340958034881,1.0501114682753865
B-relaxed,conditions,observed_angular,residual,T450,192,3,1.0324907584412806,1.0161155241611461
B-relaxed,conditions,observed_angular,residual,T500,192,3,0.9520754209472246,0.9757435221138927
B-relaxed,conditions,observed_angular,residual,T510,192,3,1.0254253155804016,1.0126328631742116
B-relaxed,conditions,observed_angular,residual,T520,192,3,1.1584148458602546,1.0762968205194394
B-relaxed,conditions,observed_l6,ridge,all,960,15,0.8118530952106943,0.9010289091980869
B-relaxed,conditions,observed_l6,ridge,PTM_other,686,15,0.8985293109930101,0.9479078599700554
B-relaxed,conditions,observed_l6,ridge,PTM_crystalline,274,13,0.6579123306227164,0.8111179511160608
B-relaxed,conditions,observed_l6,ridge,T400,192,3,0.41265970715228434,0.642385948750659
B-relaxed,conditions,observed_l6,ridge,T450,192,3,0.9323145607378245,0.9655643742070357
B-relaxed,conditions,observed_l6,ridge,T500,192,3,0.9416575443467055,0.9703904082103787
B-relaxed,conditions,observed_l6,ridge,T510,192,3,0.849576869781908,0.9217249425842332
B-relaxed,conditions,observed_l6,ridge,T520,192,3,0.9230567940347485,0.9607584472877397
B-relaxed,conditions,observed_l6,residual,all,960,15,0.8065861602510778,0.898101419802395
B-relaxed,conditions,observed_l6,residual,PTM_other,686,15,0.8927268261072762,0.9448422228643659
B-relaxed,conditions,observed_l6,residual,PTM_crystalline,274,13,0.659082848159747,0.8118391762903211
B-relaxed,conditions,observed_l6,residual,T400,192,3,0.40716580868863034,0.6380954542140466
B-relaxed,conditions,observed_l6,residual,T450,192,3,0.9388063593419052,0.9689202027731206
B-relaxed,conditions,observed_l6,residual,T500,192,3,0.931912150140674,0.9653559706868104
B-relaxed,conditions,observed_l6,residual,T510,192,3,0.8487464078845299,0.9212743391002106
B-relaxed,conditions,observed_l6,residual,T520,192,3,0.9063000751996494,0.9519979386530464
