contrast,arm,representation,target,readout,reference_arm,reference_representation,reference,candidate,change_percent,ci95_lower,ci95_upper,roots,roots_improved
training,C-relaxed-teacher,pooled,relaxed_angular,residual,C-relaxed-teacher,initial_pooled,0.8259998317083418,0.8339785578727241,0.9659476743331341,-0.1089573320117404,2.067710248470416,15,5
relaxed_teacher,C-relaxed-teacher,pooled,relaxed_angular,residual,A-observed,pooled,0.8326554809699627,0.8339785578727241,0.15889847998360462,-0.5424726869686222,0.869342123421456,15,7
training,C-relaxed-teacher,pooled,relaxed_l6,ridge,C-relaxed-teacher,initial_pooled,0.2313736650220616,0.23075239181751744,-0.26851508985904493,-1.189117087379316,0.6374478826185251,15,8
relaxed_teacher,C-relaxed-teacher,pooled,relaxed_l6,ridge,A-observed,pooled,0.2326162643892863,0.23075239181751744,-0.8012649402062588,-1.2792910914775761,-0.32374670805018885,15,10
training,C-relaxed-teacher,pooled,relaxed_l6,residual,C-relaxed-teacher,initial_pooled,0.23118809742273475,0.23043221057613622,-0.32695750993458894,-1.4211970347659686,0.791558571597005,15,9
relaxed_teacher,C-relaxed-teacher,pooled,relaxed_l6,residual,A-observed,pooled,0.2325648097982126,0.23043221057613622,-0.9169913642251948,-1.4329600711284745,-0.4203861528189895,15,10
training,C-relaxed-teacher,pooled,relaxed_radial,ridge,C-relaxed-teacher,initial_pooled,0.5311611118160028,0.5273997648343981,-0.7081367400457617,-2.3266457146959345,0.9041690285498512,15,8
relaxed_teacher,C-relaxed-teacher,pooled,relaxed_radial,ridge,A-observed,pooled,0.5286636045518275,0.5273997648343981,-0.2390631219073236,-0.7271420780267775,0.22813002946193203,15,9
training,C-relaxed-teacher,pooled,relaxed_radial,residual,C-relaxed-teacher,initial_pooled,0.5302287634294669,0.5253360073670764,-0.9227632297321264,-2.5583836106232125,0.6457951846910069,15,8
relaxed_teacher,C-relaxed-teacher,pooled,relaxed_radial,residual,A-observed,pooled,0.5282248607683304,0.5253360073670764,-0.5468984169075264,-1.1320549976529275,-0.024823823978483876,15,11
training,C-relaxed-teacher,exported,observed_angular,neighbors,C-relaxed-teacher,initial_exported,1.879867402712504,1.9185236851374308,2.056330269313089,-0.30753701233726505,4.183033424472756,15,3
relaxed_teacher,C-relaxed-teacher,exported,observed_angular,neighbors,A-observed,exported,1.9395966450373332,1.9185236851374308,-1.0864609378356982,-1.8682973852878417,-0.3208757112141493,15,11
training,C-relaxed-teacher,exported,relaxed_angular,neighbors,C-relaxed-teacher,initial_exported,1.7089775562286378,1.6528334299723306,-3.2852465529275676,-5.171202998380036,-1.5698769473664493,15,12
relaxed_teacher,C-relaxed-teacher,exported,relaxed_angular,neighbors,A-observed,exported,1.670251973470052,1.6528334299723306,-1.0428692062272038,-2.037534737369882,0.11432205464009243,15,9
training,C-relaxed-teacher,exported,observed_l6,neighbors,C-relaxed-teacher,initial_exported,0.6229521751403808,0.644327700138092,3.431326809781865,1.494732220690232,5.554717094688336,15,2
relaxed_teacher,C-relaxed-teacher,exported,observed_l6,neighbors,A-observed,exported,0.6518903652826945,0.644327700138092,-1.1601130416036942,-2.0278805498651815,-0.18279147928216846,15,10
training,C-relaxed-teacher,exported,relaxed_l6,neighbors,C-relaxed-teacher,initial_exported,0.5035532931486766,0.4926943997542063,-2.1564536548992708,-4.116302659640979,-0.03805416725075676,15,8
relaxed_teacher,C-relaxed-teacher,exported,relaxed_l6,neighbors,A-observed,exported,0.5040670851866405,0.4926943997542063,-2.2561848941640705,-3.2657883179578624,-1.132631312196627,15,12
training,C-relaxed-teacher,exported,future_order_9,neighbors,C-relaxed-teacher,initial_exported,1.090331490834554,1.0823035438855488,-0.7362849753940859,-2.285204973108707,0.7550936181508516,15,9
relaxed_teacher,C-relaxed-teacher,exported,future_order_9,neighbors,A-observed,exported,1.086078910032908,1.0823035438855488,-0.3476143503463147,-1.2393309548893126,0.5610292155031601,15,10
training,C-relaxed-teacher,pooled,observed_angular,neighbors,C-relaxed-teacher,initial_pooled,1.8975529511769613,1.9234836101531982,1.366531508918012,-0.0378819261194041,2.856414076546422,15,5
relaxed_teacher,C-relaxed-teacher,pooled,observed_angular,neighbors,A-observed,pooled,1.9313518206278484,1.9234836101531982,-0.4073939502173274,-1.193313792678066,0.3034802048542471,15,9
training,C-relaxed-teacher,pooled,relaxed_angular,neighbors,C-relaxed-teacher,initial_pooled,1.7128634691238402,1.6795838435490926,-1.942923424700671,-3.5711459156820258,-0.1461931669821623,15,11
relaxed_teacher,C-relaxed-teacher,pooled,relaxed_angular,neighbors,A-observed,pooled,1.6801010926564535,1.6795838435490926,-0.030786784772751652,-0.7978664297701432,0.7662591667382207,15,9
training,C-relaxed-teacher,pooled,observed_l6,neighbors,C-relaxed-teacher,initial_pooled,0.6193445444107055,0.6333263576030731,2.257517777228668,0.5511637291134841,3.966038090042,15,3
relaxed_teacher,C-relaxed-teacher,pooled,observed_l6,neighbors,A-observed,pooled,0.6348659773667653,0.6333263576030731,-0.24251098949704675,-1.1612466526498368,0.6892758281611417,15,10
training,C-relaxed-teacher,pooled,relaxed_l6,neighbors,C-relaxed-teacher,initial_pooled,0.5000945448875427,0.5002446254094441,0.03001042971488843,-1.6668685062716673,1.5813847166319375,15,8
relaxed_teacher,C-relaxed-teacher,pooled,relaxed_l6,neighbors,A-observed,pooled,0.507043965657552,0.5002446254094441,-1.3409764652834943,-2.298935623483885,-0.37743723648822763,15,10
training,C-relaxed-teacher,pooled,future_order_9,neighbors,C-relaxed-teacher,initial_pooled,1.0841515819231669,1.086099338531494,0.17965722144426266,-1.5118161532540457,2.0660105069013825,15,4
relaxed_teacher,C-relaxed-teacher,pooled,future_order_9,neighbors,A-observed,pooled,1.0909924745559691,1.086099338531494,-0.4485031875647527,-1.2872192689548714,0.4584534405629069,15,9
training,D-physical-distance,exported,current_order,ridge,D-physical-distance,initial_exported,0.5140684007933787,0.5175901661639014,0.6850771930520194,0.24153389539718018,1.1065373920553627,15,3
physical_distance,D-physical-distance,exported,current_order,ridge,B-relaxed,exported,0.520950444970047,0.5175901661639014,-0.6450284933222084,-2.1476930618014705,0.9538891985678455,15,10
training,D-physical-distance,exported,current_order,residual,D-physical-distance,initial_exported,0.5141454861148708,0.5175901661639014,0.6699815795447872,-0.022367236297893278,1.4066348187569147,15,5
physical_distance,D-physical-distance,exported,current_order,residual,B-relaxed,exported,0.5211460367184403,0.5175901661639014,-0.6823174895331685,-2.197937369081156,0.9398956953232729,15,10
training,D-physical-distance,exported,future_order_12,ridge,D-physical-distance,initial_exported,0.5649558291065937,0.5704396417557075,0.9706621945623217,0.020736027555491865,1.936361764826191,15,4
physical_distance,D-physical-distance,exported,future_order_12,ridge,B-relaxed,exported,0.5598487843074209,0.5704396417557075,1.891735365896774,1.242771127765413,2.584512545398407,15,2
persistence,D-physical-distance,exported,future_order_12,ridge,D-physical-distance,persistence,0.8955950880579524,0.5704396417557075,-36.30607744927746,-39.626301914779305,-32.35756908890639,15,15
training,D-physical-distance,exported,future_order_12,residual,D-physical-distance,initial_exported,0.5524305042107254,0.5704396417557075,3.259982460728228,2.7161793219797277,3.920207282965821,15,1
physical_distance,D-physical-distance,exported,future_order_12,residual,B-relaxed,exported,0.5631862744099759,0.5704396417557075,1.2879162144586287,0.385595915385733,2.15082064856994,15,4
persistence,D-physical-distance,exported,future_order_12,residual,D-physical-distance,persistence,0.8955950880579524,0.5704396417557075,-36.30607744927746,-39.626301914779305,-32.35756908890639,15,15
training,D-physical-distance,exported,future_order_3,ridge,D-physical-distance,initial_exported,0.5471799304640592,0.5487903747352247,0.2943171307105086,-0.8466393148459713,1.5790663052384015,15,8
physical_distance,D-physical-distance,exported,future_order_3,ridge,B-relaxed,exported,0.5439466785373773,0.5487903747352247,0.8904726122920037,0.2857777716263299,1.5427248712935229,15,5
persistence,D-physical-distance,exported,future_order_3,ridge,D-physical-distance,persistence,0.8318929066854726,0.5487903747352247,-34.0311270447321,-36.87279665698825,-30.4623646823843,15,15
training,D-physical-distance,exported,future_order_3,residual,D-physical-distance,initial_exported,0.5348038360194629,0.5487903747352247,2.6152652194612935,1.7342675066322362,3.54891002380262,15,2
physical_distance,D-physical-distance,exported,future_order_3,residual,B-relaxed,exported,0.5440017728156942,0.5487903747352247,0.880254837175487,0.3126112647963236,1.4901260781271684,15,5
persistence,D-physical-distance,exported,future_order_3,residual,D-physical-distance,persistence,0.8318929066854726,0.5487903747352247,-34.0311270447321,-36.87279665698825,-30.4623646823843,15,15
training,D-physical-distance,exported,future_order_9,ridge,D-physical-distance,initial_exported,0.5421409378088613,0.5437680901296854,0.300134560470644,-0.33602641320657295,0.8546019273663921,15,7
physical_distance,D-physical-distance,exported,future_order_9,ridge,B-relaxed,exported,0.5377052595737755,0.5437680901296854,1.1275378932904312,0.5748901902896753,1.5859900255719082,15,5
persistence,D-physical-distance,exported,future_order_9,ridge,D-physical-distance,persistence,0.8820290234427766,0.5437680901296854,-38.3503177699046,-40.1653691577198,-35.88483554740493,15,15
training,D-physical-distance,exported,future_order_9,residual,D-physical-distance,initial_exported,0.5380332010086177,0.5437680901296854,1.0658987419952526,0.7194712082802845,1.4223942822639084,15,4
physical_distance,D-physical-distance,exported,future_order_9,residual,B-relaxed,exported,0.5376655399964334,0.5437680901296854,1.1350086028002693,0.5567647754905264,1.6357109505775773,15,5
persistence,D-physical-distance,exported,future_order_9,residual,D-physical-distance,persistence,0.8820290234427766,0.5437680901296854,-38.3503177699046,-40.1653691577198,-35.88483554740493,15,15
training,D-physical-distance,exported,hazard,linear,D-physical-distance,initial_exported,0.20664303787052632,0.19568011909723282,-5.305244680037269,-12.787620807557728,3.8764429686074875,15,7
physical_distance,D-physical-distance,exported,hazard,linear,B-relaxed,exported,0.22201064216593902,0.19568011909723282,-11.86002743464243,-18.941947228654673,-4.109321622925621,15,8
training,D-physical-distance,exported,hazard,mlp,D-physical-distance,initial_exported,0.19558717980980872,0.19558082545797031,-0.0032488590737789202,-0.014463939320497332,0.011215664652230447,15,9
physical_distance,D-physical-distance,exported,hazard,mlp,B-relaxed,exported,0.1955853002766768,0.19558082545797031,-0.002287911566034584,-0.021786579369112435,0.016883262725155272,15,11
training,D-physical-distance,exported,observed_angular,ridge,D-physical-distance,initial_exported,0.9561395456179845,0.9496186749120549,-0.6819998959163409,-1.408479254927331,0.05873189280932499,15,9
physical_distance,D-physical-distance,exported,observed_angular,ridge,B-relaxed,exported,0.9532787220202456,0.9496186749120549,-0.38394301935472663,-1.6836111545559722,0.8929600647867864,15,10
training,D-physical-distance,exported,observed_angular,residual,D-physical-distance,initial_exported,0.9567440834034944,0.9496186749120549,-0.7447559504200729,-1.600569061041259,0.15414742082564278,15,9
physical_distance,D-physical-distance,exported,observed_angular,residual,B-relaxed,exported,0.9594431690683299,0.9496186749120549,-1.0239787486126084,-2.433435844538356,0.2901099272359882,15,10
training,D-physical-distance,exported,observed_l6,ridge,D-physical-distance,initial_exported,0.33879190058220154,0.3381400896995441,-0.19239269933469805,-0.7855803406851947,0.4148219627799709,15,9
physical_distance,D-physical-distance,exported,observed_l6,ridge,B-relaxed,exported,0.344106685743089,0.3381400896995441,-1.7339378427536745,-2.9235904725167825,-0.5432766913066022,15,10
training,D-physical-distance,exported,observed_l6,residual,D-physical-distance,initial_exported,0.3528443711798587,0.3381400896995441,-4.167356115430055,-5.597611603337386,-2.5823803163040355,15,14
physical_distance,D-physical-distance,exported,observed_l6,residual,B-relaxed,exported,0.346561275358698,0.3381400896995441,-2.429926901220514,-4.021950834504541,-0.8992803361283072,15,10
training,D-physical-distance,exported,observed_radial,ridge,D-physical-distance,initial_exported,0.6390037794366443,0.6342820458372197,-0.7389210754883746,-1.2723109250308209,-0.16599680331990865,15,11
physical_distance,D-physical-distance,exported,observed_radial,ridge,B-relaxed,exported,0.6491422784504967,0.6342820458372197,-2.28921040988862,-3.3111262262444447,-1.2403814965069306,15,13
training,D-physical-distance,exported,observed_radial,residual,D-physical-distance,initial_exported,0.6390037794366443,0.6342820458372197,-0.7389210754883746,-1.2723109250308209,-0.16599680331990865,15,11
physical_distance,D-physical-distance,exported,observed_radial,residual,B-relaxed,exported,0.6491422784504967,0.6342820458372197,-2.28921040988862,-3.3111262262444447,-1.2403814965069306,15,13
training,D-physical-distance,exported,relaxed_angular,ridge,D-physical-distance,initial_exported,0.7333395549551863,0.7209944484260787,-1.6834093355106106,-2.83834511618265,-0.3199267519152472,15,13
physical_distance,D-physical-distance,exported,relaxed_angular,ridge,B-relaxed,exported,0.7506607084701451,0.7209944484260787,-3.9520198285756147,-5.785710453726602,-2.1775805235770345,15,12
training,D-physical-distance,exported,relaxed_angular,residual,D-physical-distance,initial_exported,0.739752526186314,0.7209944484260787,-2.5357233799443435,-3.6673193961804613,-1.310965026559337,15,13
physical_distance,D-physical-distance,exported,relaxed_angular,residual,B-relaxed,exported,0.7564698855407782,0.7209944484260787,-4.6896033527282,-6.221463219868248,-3.2038526888281216,15,14
training,D-physical-distance,exported,relaxed_l6,ridge,D-physical-distance,initial_exported,0.16287680102258176,0.16223435535548697,-0.3944365698867802,-1.6573773370992855,0.9177639922336476,15,9
physical_distance,D-physical-distance,exported,relaxed_l6,ridge,B-relaxed,exported,0.1734797688994943,0.16223435535548697,-6.482262234579272,-8.781150025940638,-3.9759781114181574,15,14
training,D-physical-distance,exported,relaxed_l6,residual,D-physical-distance,initial_exported,0.16313154666748456,0.16223435535548697,-0.5499802645936747,-1.883385704105797,0.8505941606205513,15,10
physical_distance,D-physical-distance,exported,relaxed_l6,residual,B-relaxed,exported,0.1737750841125403,0.16223435535548697,-6.641187265706816,-8.94777748618762,-4.1230870284851635,15,14
training,D-physical-distance,exported,relaxed_radial,ridge,D-physical-distance,initial_exported,0.04667261488572765,0.041562040072478074,-10.949836056458828,-14.590297152947915,-7.4016048078865335,15,15
physical_distance,D-physical-distance,exported,relaxed_radial,ridge,B-relaxed,exported,0.07267662821237493,0.041562040072478074,-42.81237160449176,-45.765819851058424,-39.723091868252666,15,15
training,D-physical-distance,exported,relaxed_radial,residual,D-physical-distance,initial_exported,0.04673536939212559,0.041562040072478074,-11.069409286661514,-14.681761857112312,-7.380425921979152,15,15
physical_distance,D-physical-distance,exported,relaxed_radial,residual,B-relaxed,exported,0.07267662821237493,0.041562040072478074,-42.81237160449176,-45.765819851058424,-39.723091868252666,15,15
training,D-physical-distance,pooled,current_order,ridge,D-physical-distance,initial_pooled,0.5173762165772114,0.5191846291080451,0.34953530388341925,-0.1135144795740084,0.8364895114954257,15,7
physical_distance,D-physical-distance,pooled,current_order,ridge,B-relaxed,pooled,0.5182677775779172,0.5191846291080451,0.17690691372185263,-0.7958282723036294,1.2237997339638114,15,7
training,D-physical-distance,pooled,current_order,residual,D-physical-distance,initial_pooled,0.5282392185045924,0.5156704354325938,-2.3793733277850726,-3.4806688471185563,-1.115248006472805,15,11
physical_distance,D-physical-distance,pooled,current_order,residual,B-relaxed,pooled,0.519238132276697,0.5156704354325938,-0.6871022412125116,-1.6754871424048727,0.39504107484892825,15,10
training,D-physical-distance,pooled,future_order_12,ridge,D-physical-distance,initial_pooled,0.5647379581953491,0.5653034166236409,0.10012757599979771,-0.21693572333151973,0.38532279069914843,15,5
physical_distance,D-physical-distance,pooled,future_order_12,ridge,B-relaxed,pooled,0.5665164457483656,0.5653034166236409,-0.2141207256785349,-0.6450874077358004,0.24892655258525317,15,8
persistence,D-physical-distance,pooled,future_order_12,ridge,D-physical-distance,persistence,0.8955950880579524,0.5653034166236409,-36.87957603145529,-40.42224286597297,-32.79585739549796,15,15
training,D-physical-distance,pooled,future_order_12,residual,D-physical-distance,initial_pooled,0.5580307499074435,0.5653034166236409,1.3032734696795334,0.5116538149035066,2.1349439932238305,15,4
physical_distance,D-physical-distance,pooled,future_order_12,residual,B-relaxed,pooled,0.5575416654606051,0.5653034166236409,1.39213831788223,0.6514210719436486,2.256064993081509,15,5
persistence,D-physical-distance,pooled,future_order_12,residual,D-physical-distance,persistence,0.8955950880579524,0.5653034166236409,-36.87957603145529,-40.42224286597297,-32.79585739549796,15,15
training,D-physical-distance,pooled,future_order_3,ridge,D-physical-distance,initial_pooled,0.5468926757794126,0.5490843631923974,0.40075274547446416,-0.10628170858823477,0.8334253539531603,15,7
physical_distance,D-physical-distance,pooled,future_order_3,ridge,B-relaxed,pooled,0.5490883513122004,0.5490843631923974,-0.0007263165924809023,-0.7068276883822788,0.64154011025121,15,7
persistence,D-physical-distance,pooled,future_order_3,ridge,D-physical-distance,persistence,0.8318929066854726,0.5490843631923974,-33.99578734477673,-37.02168899892692,-30.16104348245885,15,15
training,D-physical-distance,pooled,future_order_3,residual,D-physical-distance,initial_pooled,0.5405618289090284,0.5374511158211234,-0.5754592576732831,-0.9836498865676857,-0.1751751023771134,15,9
physical_distance,D-physical-distance,pooled,future_order_3,residual,B-relaxed,pooled,0.5442714364105409,0.5374511158211234,-1.2531101456283222,-1.7171458636268453,-0.8053890615443412,15,13
persistence,D-physical-distance,pooled,future_order_3,residual,D-physical-distance,persistence,0.8318929066854726,0.5374511158211234,-35.39419419231491,-38.40931947529175,-31.620543962614825,15,15
training,D-physical-distance,pooled,future_order_9,ridge,D-physical-distance,initial_pooled,0.5406112478218525,0.5404047236567681,-0.038201973398921396,-0.40274712231596177,0.3123575427609892,15,9
physical_distance,D-physical-distance,pooled,future_order_9,ridge,B-relaxed,pooled,0.5427598844640414,0.5404047236567681,-0.43392315362419387,-0.9272909432759502,0.0824201795680095,15,10
persistence,D-physical-distance,pooled,future_order_9,ridge,D-physical-distance,persistence,0.8820290234427766,0.5404047236567681,-38.731639289211216,-40.81120581090494,-35.85031011134362,15,15
training,D-physical-distance,pooled,future_order_9,residual,D-physical-distance,initial_pooled,0.5345923642985334,0.5308483446025828,-0.700350387694626,-1.2721678992680252,-0.09537630016152873,15,8
physical_distance,D-physical-distance,pooled,future_order_9,residual,B-relaxed,pooled,0.5335360737957494,0.5308483446025828,-0.503757726079368,-1.400152655954985,0.3387691720450396,15,9
persistence,D-physical-distance,pooled,future_order_9,residual,D-physical-distance,persistence,0.8820290234427766,0.5308483446025828,-39.815093325324945,-41.7675871593535,-37.1442785611443,15,15
training,D-physical-distance,pooled,observed_angular,ridge,D-physical-distance,initial_pooled,0.9558386746012744,0.9533208455407912,-0.263415692144231,-0.5065229021246925,0.00503005370862662,15,11
physical_distance,D-physical-distance,pooled,observed_angular,ridge,B-relaxed,pooled,0.9453676686113279,0.9533208455407912,0.8412787102340724,0.3326616984400732,1.3618365123605973,15,4
training,D-physical-distance,pooled,observed_angular,residual,D-physical-distance,initial_pooled,0.9512292780683389,0.9520033206888144,0.0813728759534671,-0.5268377736506149,0.6728873787236451,15,7
physical_distance,D-physical-distance,pooled,observed_angular,residual,B-relaxed,pooled,0.949430374343478,0.9520033206888144,0.2709989499878329,-0.3746974782528384,0.9886472113603758,15,7
training,D-physical-distance,pooled,observed_l6,ridge,D-physical-distance,initial_pooled,0.3387827650224647,0.33807732478672103,-0.20822789957950505,-0.6506255062704116,0.23233055560617943,15,10
physical_distance,D-physical-distance,pooled,observed_l6,ridge,B-relaxed,pooled,0.33998491378805534,0.33807732478672103,-0.5610804844486394,-1.7363850208351796,0.5458041672419004,15,8
training,D-physical-distance,pooled,observed_l6,residual,D-physical-distance,initial_pooled,0.34207170612810583,0.3458940275246404,1.1174035525472803,-0.06713506453600497,2.272372324226018,15,5
physical_distance,D-physical-distance,pooled,observed_l6,residual,B-relaxed,pooled,0.344911609141149,0.3458940275246404,0.2848319272110489,-0.9704711884728786,1.6525775002865335,15,8
training,D-physical-distance,pooled,observed_radial,ridge,D-physical-distance,initial_pooled,0.6316714406118786,0.6289977415950879,-0.42327369022743255,-0.9932723187843073,0.1707647632232383,15,6
physical_distance,D-physical-distance,pooled,observed_radial,ridge,B-relaxed,pooled,0.6412502781070749,0.6289977415950879,-1.9107261127676356,-2.493380103964119,-1.2829396227159355,15,13
training,D-physical-distance,pooled,observed_radial,residual,D-physical-distance,initial_pooled,0.6314171265560092,0.6287981763658308,-0.41477338514132045,-1.0265391328660753,0.2594697196910648,15,6
physical_distance,D-physical-distance,pooled,observed_radial,residual,B-relaxed,pooled,0.6412502781070749,0.6287981763658308,-1.9418473825854488,-2.5470309781285487,-1.2852308074609524,15,13
training,D-physical-distance,pooled,relaxed_angular,ridge,D-physical-distance,initial_pooled,0.7335900125936576,0.7211813018171227,-1.691504868320537,-2.68761929243857,-0.5628809883487301,15,13
physical_distance,D-physical-distance,pooled,relaxed_angular,ridge,B-relaxed,pooled,0.7333395786524025,0.7211813018171227,-1.6579327216488249,-2.93375469609725,-0.2871322339009259,15,12
training,D-physical-distance,pooled,relaxed_angular,residual,D-physical-distance,initial_pooled,0.7460579045140884,0.7334144493886819,-1.6947015840065638,-3.080592068589911,-0.11021492411826551,15,11
physical_distance,D-physical-distance,pooled,relaxed_angular,residual,B-relaxed,pooled,0.7361879315085552,0.7334144493886819,-0.3767356134445232,-1.9707832981616973,1.248580144876151,15,8
training,D-physical-distance,pooled,relaxed_l6,ridge,D-physical-distance,initial_pooled,0.16864257260318744,0.16680941549760422,-1.0870073180729967,-2.462954938936343,0.5267813039577202,15,10
physical_distance,D-physical-distance,pooled,relaxed_l6,ridge,B-relaxed,pooled,0.17079071246001637,0.16680941549760422,-2.3310968758586292,-5.081154058715318,0.3690836835587004,15,11
training,D-physical-distance,pooled,relaxed_l6,residual,D-physical-distance,initial_pooled,0.16779758152755428,0.16501472478529117,-1.658460579067489,-3.1732676462933544,0.20843468988529304,15,11
physical_distance,D-physical-distance,pooled,relaxed_l6,residual,B-relaxed,pooled,0.17022067035553562,0.16501472478529117,-3.0583509977789025,-5.4578652532315814,-0.6854117758320061,15,10
training,D-physical-distance,pooled,relaxed_radial,ridge,D-physical-distance,initial_pooled,0.050242613240177494,0.04620420201392596,-8.037820817453301,-10.180771969471063,-6.125967713386335,15,14
physical_distance,D-physical-distance,pooled,relaxed_radial,ridge,B-relaxed,pooled,0.05646086133008761,0.04620420201392596,-18.16596324345472,-20.729328603172025,-15.284607741768879,15,15
training,D-physical-distance,pooled,relaxed_radial,residual,D-physical-distance,initial_pooled,0.04898279239251878,0.04453759895062443,-9.075010273553264,-11.855220235539091,-6.327815453471897,15,14
physical_distance,D-physical-distance,pooled,relaxed_radial,residual,B-relaxed,pooled,0.05758358850747163,0.04453759895062443,-22.655742538786804,-25.52137166639535,-19.99411843859549,15,15
training,D-physical-distance,exported,observed_angular,neighbors,D-physical-distance,initial_exported,1.888687284787496,1.8444340785344442,-2.3430668808696375,-4.732700313821315,0.12325992951520279,15,11
physical_distance,D-physical-distance,exported,observed_angular,neighbors,B-relaxed,exported,1.8741185665130615,1.8444340785344442,-1.5839172883201025,-3.527115935158067,0.3313640835830587,15,8
training,D-physical-distance,exported,relaxed_angular,neighbors,D-physical-distance,initial_exported,1.5114881118138632,1.5139744917551676,0.16449880894666702,-3.28871697647324,3.2802282806818104,15,8
physical_distance,D-physical-distance,exported,relaxed_angular,neighbors,B-relaxed,exported,1.5776468594868978,1.5139744917551676,-4.035907487714862,-6.501069149820581,-1.5755706482104304,15,13
training,D-physical-distance,exported,observed_l6,neighbors,D-physical-distance,initial_exported,0.6879886070887248,0.6690093596776326,-2.7586572241950713,-4.515513684780446,-0.7421076052556579,15,10
physical_distance,D-physical-distance,exported,observed_l6,neighbors,B-relaxed,exported,0.6898691177368164,0.6690093596776326,-3.023726895851808,-4.7353064631753385,-1.1268278983906157,15,13
training,D-physical-distance,exported,relaxed_l6,neighbors,D-physical-distance,initial_exported,0.4185904880364736,0.4072651545206706,-2.705587881112148,-4.310717712448698,-1.2201350788097274,15,11
physical_distance,D-physical-distance,exported,relaxed_l6,neighbors,B-relaxed,exported,0.42652087410291034,0.4072651545206706,-4.514601922529538,-7.475020578372861,-1.668043752207781,15,11
training,D-physical-distance,exported,future_order_9,neighbors,D-physical-distance,initial_exported,1.037326419353485,1.0385964910189311,0.12243703059617861,-1.6321727898100582,1.8702839265149942,15,9
physical_distance,D-physical-distance,exported,future_order_9,neighbors,B-relaxed,exported,1.054861323038737,1.0385964910189311,-1.541892916592269,-4.076296125965872,1.0033841020350887,15,8
training,D-physical-distance,pooled,observed_angular,neighbors,D-physical-distance,initial_pooled,1.9013979355494182,1.9022430896759033,0.04444909246421602,-0.6958469239747885,0.7622846981779352,15,7
physical_distance,D-physical-distance,pooled,observed_angular,neighbors,B-relaxed,pooled,1.8772267897923787,1.9022430896759033,1.3326200126459575,0.06459141254312406,2.7865969057602467,15,6
training,D-physical-distance,pooled,relaxed_angular,neighbors,D-physical-distance,initial_pooled,1.5147542158762615,1.5129578749338786,-0.11858959846787753,-1.151496797982042,0.8464058618528145,15,8
physical_distance,D-physical-distance,pooled,relaxed_angular,neighbors,B-relaxed,pooled,1.5382665991783142,1.5129578749338786,-1.6452755496319416,-3.5674706826926417,0.23434859529114765,15,9
training,D-physical-distance,pooled,observed_l6,neighbors,D-physical-distance,initial_pooled,0.6918184717496236,0.6875460743904114,-0.6175604632826959,-1.5050441789973983,0.26172063650673666,15,8
physical_distance,D-physical-distance,pooled,observed_l6,neighbors,B-relaxed,pooled,0.6844948450724284,0.6875460743904114,0.44576366643931387,-2.044583154155883,2.7716552607643146,15,8
training,D-physical-distance,pooled,relaxed_l6,neighbors,D-physical-distance,initial_pooled,0.41953324278195697,0.414559014638265,-1.1856576872687152,-2.3380226204220205,-0.009641772341573214,15,9
physical_distance,D-physical-distance,pooled,relaxed_l6,neighbors,B-relaxed,pooled,0.41502870519955953,0.414559014638265,-0.11317062058844307,-1.9998650861476697,1.7069245511309925,15,9
training,D-physical-distance,pooled,future_order_9,neighbors,D-physical-distance,initial_pooled,1.043613608678182,1.0454768300056458,0.17853555300257895,-0.478085162254695,0.897815348173639,15,9
physical_distance,D-physical-distance,pooled,future_order_9,neighbors,B-relaxed,pooled,1.0538629134496054,1.0454768300056458,-0.7957470878740214,-2.1530534185083745,0.6709098992289899,15,8
