contrast,arm,representation,target,readout,reference_arm,reference_representation,reference,candidate,change_percent,ci95_lower,ci95_upper,roots,roots_improved
persistence,A-observed,exported,future_order_9,residual,A-observed,persistence,0.8820290234427766,0.5542073513910244,-37.166767004126854,-39.36974709521697,-34.29062904868343,15,15
training,A-observed,exported,hazard,linear,A-observed,initial_exported,0.18803965213398138,0.20576552028457323,9.426665040819081,3.1048202120298507,18.90515593950415,15,1
descriptor_control,A-observed,exported,hazard,linear,A-observed,descriptor,0.22257782916227978,0.20576552028457323,-7.553451725620352,-14.25210201930673,2.188584088783516,15,8
training,A-observed,exported,hazard,mlp,A-observed,initial_exported,0.2253232952207327,0.21501451594134172,-4.575105858136963,-8.175311092015006,-1.477741451137992,15,11
descriptor_control,A-observed,exported,hazard,mlp,A-observed,descriptor,0.1955980010330677,0.21501451594134172,9.926745061669351,-5.397544186945038,27.71278800062711,15,6
training,A-observed,exported,observed_angular,ridge,A-observed,initial_exported,0.9129359048887166,0.9061859791825342,-0.73936468814918,-1.1659125635488898,-0.3511095425016626,15,11
descriptor_control,A-observed,exported,observed_angular,ridge,A-observed,descriptor,0.7133781461641462,0.9061859791825342,27.027437559605794,24.15189447316951,30.583195148837895,15,0
training,A-observed,exported,observed_angular,residual,A-observed,initial_exported,0.9132016837931158,0.9061859791825342,-0.7682535780530908,-1.2713772869006938,-0.3386668957888076,15,13
descriptor_control,A-observed,exported,observed_angular,residual,A-observed,descriptor,0.7133781461641462,0.9061859791825342,27.027437559605794,24.15189447316951,30.583195148837895,15,0
training,A-observed,exported,observed_l6,ridge,A-observed,initial_exported,0.26529596754004237,0.2647336977113654,-0.2119405861651824,-0.9280915275116319,0.46882112511603335,15,7
descriptor_control,A-observed,exported,observed_l6,ridge,A-observed,descriptor,0.2894583528169891,0.2647336977113654,-8.54169688489036,-11.362805439138429,-5.669616954255811,15,13
training,A-observed,exported,observed_l6,residual,A-observed,initial_exported,0.26529596754004237,0.2647336977113654,-0.2119405861651824,-0.9280915275116319,0.46882112511603335,15,7
descriptor_control,A-observed,exported,observed_l6,residual,A-observed,descriptor,0.29157904595716694,0.2647336977113654,-9.206885274514931,-12.015642045230443,-6.054659556069702,15,13
training,A-observed,exported,observed_radial,ridge,A-observed,initial_exported,0.07069043030613101,0.07244860375521547,2.487144923960072,1.2741341962571784,3.8170546673063157,15,2
descriptor_control,A-observed,exported,observed_radial,ridge,A-observed,descriptor,1.4561351748141085e-13,0.07244860375521547,49754037268084.48,44736497042372.78,55169762647751.81,15,0
training,A-observed,exported,observed_radial,residual,A-observed,initial_exported,0.07069043030613101,0.07244860375521547,2.487144923960072,1.2741341962571784,3.8170546673063157,15,2
descriptor_control,A-observed,exported,observed_radial,residual,A-observed,descriptor,1.4561351748141085e-13,0.07244860375521547,49754037268084.48,44736497042372.78,55169762647751.81,15,0
training,A-observed,exported,relaxed_angular,ridge,A-observed,initial_exported,0.8283775409174614,0.8333937517535995,0.6055464553737844,-0.6305637237938624,1.914120735862324,15,6
descriptor_control,A-observed,exported,relaxed_angular,ridge,A-observed,descriptor,0.7926899414923788,0.8333937517535995,5.13489677749519,2.0483686203609652,9.59949155073703,15,5
training,A-observed,exported,relaxed_angular,residual,A-observed,initial_exported,0.8283775409174614,0.8333937517535995,0.6055464553737844,-0.6305637237938624,1.914120735862324,15,6
descriptor_control,A-observed,exported,relaxed_angular,residual,A-observed,descriptor,0.7926899414923788,0.8333937517535995,5.13489677749519,2.0483686203609652,9.59949155073703,15,5
training,A-observed,exported,relaxed_l6,ridge,A-observed,initial_exported,0.23283597997395866,0.23313931129967955,0.13027682652604344,-0.4010945681001285,0.7111428475875395,15,7
descriptor_control,A-observed,exported,relaxed_l6,ridge,A-observed,descriptor,0.2545809886464284,0.23313931129967955,-8.42234035650159,-11.13787899105085,-5.476105393546839,15,14
training,A-observed,exported,relaxed_l6,residual,A-observed,initial_exported,0.23283597997395866,0.23313931129967955,0.13027682652604344,-0.4010945681001285,0.7111428475875395,15,7
descriptor_control,A-observed,exported,relaxed_l6,residual,A-observed,descriptor,0.2545809886464284,0.23313931129967955,-8.42234035650159,-11.13787899105085,-5.476105393546839,15,14
training,A-observed,exported,relaxed_radial,ridge,A-observed,initial_exported,0.5552913081203564,0.5525608864860636,-0.49170977365650126,-1.8013441221935458,0.8742604131720867,15,9
descriptor_control,A-observed,exported,relaxed_radial,ridge,A-observed,descriptor,0.5509211532967825,0.5525608864860636,0.2976348211479518,-1.756469343858653,2.0998968699186733,15,5
training,A-observed,exported,relaxed_radial,residual,A-observed,initial_exported,0.5552913081203564,0.5525608864860636,-0.49170977365650126,-1.8013441221935458,0.8742604131720867,15,9
descriptor_control,A-observed,exported,relaxed_radial,residual,A-observed,descriptor,0.5509211532967825,0.5525608864860636,0.2976348211479518,-1.756469343858653,2.0998968699186733,15,5
training,A-observed,pooled,current_order,ridge,A-observed,initial_pooled,0.4223524591793656,0.42332816420193053,0.23101677316161862,0.1276207572963628,0.3550260647166047,15,5
training,A-observed,pooled,current_order,residual,A-observed,initial_pooled,0.41429365604698737,0.41588248208673073,0.38350238207924825,0.2507747509444208,0.553517987584714,15,3
training,A-observed,pooled,future_order_12,ridge,A-observed,initial_pooled,0.5747376649256454,0.5748275175043409,0.015633668050485383,-0.028423983001360786,0.05836574159189754,15,6
persistence,A-observed,pooled,future_order_12,ridge,A-observed,persistence,0.8955950880579524,0.5748275175043409,-35.81613776479926,-39.3417742400034,-31.755553147976894,15,15
training,A-observed,pooled,future_order_12,residual,A-observed,initial_pooled,0.5747376649256454,0.5748275175043409,0.015633668050485383,-0.028423983001360786,0.05836574159189754,15,6
persistence,A-observed,pooled,future_order_12,residual,A-observed,persistence,0.8955950880579524,0.5748275175043409,-35.81613776479926,-39.3417742400034,-31.755553147976894,15,15
training,A-observed,pooled,future_order_3,ridge,A-observed,initial_pooled,0.5694822188319575,0.5694876874893423,0.0009602858884738552,-0.08194236937579119,0.08838112250983883,15,8
persistence,A-observed,pooled,future_order_3,ridge,A-observed,persistence,0.8318929066854726,0.5694876874893423,-31.543149014412997,-34.46192724972736,-27.876874003255274,15,15
training,A-observed,pooled,future_order_3,residual,A-observed,initial_pooled,0.5686717130355047,0.5688141911075012,0.025054538274105198,-0.04896876533603767,0.10433919473500196,15,7
persistence,A-observed,pooled,future_order_3,residual,A-observed,persistence,0.8318929066854726,0.5688141911075012,-31.624108519708514,-34.74529011190593,-27.71432003275094,15,15
training,A-observed,pooled,future_order_9,ridge,A-observed,initial_pooled,0.5561329493478476,0.5562139419693337,0.01456353585613801,-0.06024708647003607,0.08889562024358143,15,9
persistence,A-observed,pooled,future_order_9,ridge,A-observed,persistence,0.8820290234427766,0.5562139419693337,-36.939269889522045,-39.195160339364236,-33.87627368914552,15,15
training,A-observed,pooled,future_order_9,residual,A-observed,initial_pooled,0.547498149330584,0.5482340020069187,0.1344027696229544,0.04181606976315477,0.22824234986674014,15,4
persistence,A-observed,pooled,future_order_9,residual,A-observed,persistence,0.8820290234427766,0.5482340020069187,-37.84399521605011,-40.11188980951443,-34.87458868854083,15,15
training,A-observed,pooled,observed_angular,ridge,A-observed,initial_pooled,0.9070907802420047,0.9076465052958993,0.061264546614214765,-0.1287405585132112,0.2598556876299224,15,6
training,A-observed,pooled,observed_angular,residual,A-observed,initial_pooled,0.9172840128554652,0.9189685230957342,0.1836410769904484,-0.024000214602460934,0.3942010205979523,15,4
training,A-observed,pooled,observed_l6,ridge,A-observed,initial_pooled,0.2667444208696608,0.2667022206599197,-0.015820465749016854,-0.20882040829539844,0.198469764548495,15,7
training,A-observed,pooled,observed_l6,residual,A-observed,initial_pooled,0.26702280527478356,0.26684139930996026,-0.06793650626081282,-0.23923931058740522,0.11343992997192405,15,7
training,A-observed,pooled,observed_radial,ridge,A-observed,initial_pooled,0.07853445061970753,0.08070424780073687,2.762860329330241,2.1951590638732816,3.3656106637796768,15,1
training,A-observed,pooled,observed_radial,residual,A-observed,initial_pooled,0.07649040879818977,0.07850641021080294,2.6356264063539525,2.084691818482403,3.2130575373898234,15,1
training,A-observed,pooled,relaxed_angular,ridge,A-observed,initial_pooled,0.8247219103857506,0.8241745326815058,-0.06637118492326399,-0.16218262738428024,0.027179772097926606,15,8
training,A-observed,pooled,relaxed_angular,residual,A-observed,initial_pooled,0.825999950771777,0.8256799198044681,-0.03874467147484406,-0.12793492270984558,0.05283402875021547,15,8
training,A-observed,pooled,relaxed_l6,ridge,A-observed,initial_pooled,0.23137302187597603,0.23120812488872608,-0.07126889120994129,-0.23255262328161636,0.09212557707009483,15,10
training,A-observed,pooled,relaxed_l6,residual,A-observed,initial_pooled,0.23118812475816788,0.23112731502669215,-0.026303137991778858,-0.187919272225181,0.13627401953374174,15,9
training,A-observed,pooled,relaxed_radial,ridge,A-observed,initial_pooled,0.5311370312750363,0.5305260406242819,-0.1150344665834524,-0.3146355754764557,0.05080260256178581,15,10
training,A-observed,pooled,relaxed_radial,residual,A-observed,initial_pooled,0.5302011403779375,0.5295634090499641,-0.12028101778861489,-0.3139359469619446,0.04640613792063485,15,10
training,A-observed,exported,observed_angular,neighbors,A-observed,initial_exported,1.8646958827972413,1.8636890411376954,-0.05399495268019194,-0.5465982390199609,0.49756819527600055,15,10
descriptor_control,A-observed,exported,observed_angular,neighbors,A-observed,descriptor,1.774357557296753,1.8636890411376954,5.034581867312005,2.454114652976273,8.034692564491735,15,4
training,A-observed,exported,relaxed_angular,neighbors,A-observed,initial_exported,1.6384245077768962,1.622805937131246,-0.9532676404384599,-1.5112913391091984,-0.37531977538856476,15,13
descriptor_control,A-observed,exported,relaxed_angular,neighbors,A-observed,descriptor,1.536327107747396,1.622805937131246,5.628933379340539,2.9937183376257543,8.5215367160763,15,3
training,A-observed,exported,observed_l6,neighbors,A-observed,initial_exported,0.6053676863511404,0.6023518602053325,-0.49818089300169843,-0.8152835624304144,-0.14314878594972,15,11
descriptor_control,A-observed,exported,observed_l6,neighbors,A-observed,descriptor,0.639877446492513,0.6023518602053325,-5.864495848834328,-7.653905573337198,-4.233637364868312,15,14
training,A-observed,exported,relaxed_l6,neighbors,A-observed,initial_exported,0.4780603984991709,0.4766684512297312,-0.2911655669052715,-0.8649905575714414,0.3314381505978059,15,8
descriptor_control,A-observed,exported,relaxed_l6,neighbors,A-observed,descriptor,0.4956440051396688,0.4766684512297312,-3.828464323822578,-5.877101877978588,-1.4299029167087478,15,12
training,A-observed,exported,future_order_9,neighbors,A-observed,initial_exported,1.0590839584668477,1.0552554647127788,-0.36149105304277285,-0.5929834592895802,-0.14168567680589,15,11
descriptor_control,A-observed,exported,future_order_9,neighbors,A-observed,descriptor,1.0493484258651733,1.0552554647127788,0.5629244493062568,-2.5365495533020117,3.2572958311271742,15,5
training,A-observed,pooled,observed_angular,neighbors,A-observed,initial_pooled,1.8975529511769613,1.893004266421,-0.23971319235860378,-0.48886737899182353,0.017443174977356136,15,10
training,A-observed,pooled,relaxed_angular,neighbors,A-observed,initial_pooled,1.7128634691238402,1.7131682952245078,0.01779628710416592,-0.306664583609097,0.37395619526543017,15,8
training,A-observed,pooled,observed_l6,neighbors,A-observed,initial_pooled,0.6193445444107055,0.6182534615198771,-0.17616735315986176,-0.4041434068151545,0.06516050157487172,15,11
training,A-observed,pooled,relaxed_l6,neighbors,A-observed,initial_pooled,0.5000945448875427,0.501006414492925,0.18233944255228174,-0.0419097809022248,0.41561161046529715,15,6
training,A-observed,pooled,future_order_9,neighbors,A-observed,initial_pooled,1.0841515819231669,1.0824465473492941,-0.1572690205227767,-0.35910082782626,0.039467832283105984,15,8
training,B-relaxed,exported,current_order,ridge,B-relaxed,initial_exported,0.5147641453301045,0.513161949068497,-0.3112486128147185,-0.5639638463582749,-0.038095726049901274,15,9
descriptor_control,B-relaxed,exported,current_order,ridge,B-relaxed,descriptor,0.48396684014373204,0.513161949068497,6.032460595047051,2.303029707611889,9.900042277685525,15,3
training,B-relaxed,exported,current_order,residual,B-relaxed,initial_exported,0.5165890087608411,0.513161949068497,-0.6634015889274814,-0.9991433770675229,-0.35428157279724015,15,12
descriptor_control,B-relaxed,exported,current_order,residual,B-relaxed,descriptor,0.48396684014373204,0.513161949068497,6.032460595047051,2.303029707611889,9.900042277685525,15,3
training,B-relaxed,exported,future_order_12,ridge,B-relaxed,initial_exported,0.5590740405539517,0.5583938493937154,-0.12166387828745906,-0.5387195705711036,0.318145043645286,15,7
descriptor_control,B-relaxed,exported,future_order_12,ridge,B-relaxed,descriptor,0.5591164721557639,0.5583938493937154,-0.12924369036424466,-2.3067576131466523,2.2150849763489093,15,6
persistence,B-relaxed,exported,future_order_12,ridge,B-relaxed,persistence,0.8955950880579524,0.5583938493937154,-37.65108174001255,-41.01074917803993,-33.71449097366696,15,15
training,B-relaxed,exported,future_order_12,residual,B-relaxed,initial_exported,0.5590740405539517,0.5583938493937154,-0.12166387828745906,-0.5387195705711036,0.318145043645286,15,7
descriptor_control,B-relaxed,exported,future_order_12,residual,B-relaxed,descriptor,0.5591164721557639,0.5583938493937154,-0.12924369036424466,-2.3067576131466523,2.2150849763489093,15,6
persistence,B-relaxed,exported,future_order_12,residual,B-relaxed,persistence,0.8955950880579524,0.5583938493937154,-37.65108174001255,-41.01074917803993,-33.71449097366696,15,15
training,B-relaxed,exported,future_order_3,ridge,B-relaxed,initial_exported,0.5402180581932313,0.5382759751821958,-0.35949983188841017,-0.7484472408450096,0.07083439065641568,15,9
descriptor_control,B-relaxed,exported,future_order_3,ridge,B-relaxed,descriptor,0.5348496704330652,0.5382759751821958,0.6406107993590648,-1.4934243740786277,3.2293475713753326,15,9
persistence,B-relaxed,exported,future_order_3,ridge,B-relaxed,persistence,0.8318929066854726,0.5382759751821958,-35.29503967922272,-38.04382482893342,-31.808991702599265,15,15
training,B-relaxed,exported,future_order_3,residual,B-relaxed,initial_exported,0.535602868308984,0.5348405223474072,-0.1423341820374624,-0.6221578453105081,0.2578872688924498,15,12
descriptor_control,B-relaxed,exported,future_order_3,residual,B-relaxed,descriptor,0.5275333238260005,0.5348405223474072,1.3851633994247603,-3.166375498566441,7.293771267114403,15,7
persistence,B-relaxed,exported,future_order_3,residual,B-relaxed,persistence,0.8318929066854726,0.5348405223474072,-35.70800783980922,-38.559010685632565,-32.06371397986361,15,15
training,B-relaxed,exported,future_order_9,ridge,B-relaxed,initial_exported,0.5334387395646562,0.5339371599425594,0.09343535460324404,-0.12025413929053375,0.3249244225932595,15,9
descriptor_control,B-relaxed,exported,future_order_9,ridge,B-relaxed,descriptor,0.5371651229503941,0.5339371599425594,-0.6009256502181315,-2.2810365411292053,1.5268336255789237,15,9
persistence,B-relaxed,exported,future_order_9,ridge,B-relaxed,persistence,0.8820290234427766,0.5339371599425594,-39.46489902809874,-41.33625034163997,-36.81391299122875,15,15
training,B-relaxed,exported,future_order_9,residual,B-relaxed,initial_exported,0.5309539949781743,0.530664134693468,-0.054592354035920554,-0.39269306469318005,0.27529472630520824,15,6
descriptor_control,B-relaxed,exported,future_order_9,residual,B-relaxed,descriptor,0.5371651229503941,0.530664134693468,-1.210240199739565,-2.8466009088663555,0.8907216020190195,15,9
persistence,B-relaxed,exported,future_order_9,residual,B-relaxed,persistence,0.8820290234427766,0.530664134693468,-39.83597811530565,-41.68453018701318,-37.275041334231496,15,15
training,B-relaxed,exported,hazard,linear,B-relaxed,initial_exported,0.19307252864042918,0.18679988781611126,-3.2488520601498094,-9.285688156637516,2.4463785065240864,15,7
descriptor_control,B-relaxed,exported,hazard,linear,B-relaxed,descriptor,0.21559785728653272,0.18679988781611126,-13.35726144631787,-22.04577722705485,-1.2961808761014617,15,10
training,B-relaxed,exported,hazard,mlp,B-relaxed,initial_exported,0.1955980010330677,0.21383860263352591,9.325556245012168,-12.607247760850036,31.162610916359878,15,9
descriptor_control,B-relaxed,exported,hazard,mlp,B-relaxed,descriptor,0.22494068580369156,0.21383860263352591,-4.935560292482865,-22.209506194451382,14.867368151487417,15,11
training,B-relaxed,exported,observed_angular,ridge,B-relaxed,initial_exported,0.9524111410528793,0.9496121215844734,-0.2938877284983876,-0.5291322754586059,-0.058711848400971725,15,10
descriptor_control,B-relaxed,exported,observed_angular,ridge,B-relaxed,descriptor,0.9258579065954596,0.9496121215844734,2.565643693249009,0.8686580040204983,4.531795392346966,15,5
training,B-relaxed,exported,observed_angular,residual,B-relaxed,initial_exported,0.9496440467911768,0.9471380403406283,-0.2638890286330131,-0.9167153809056244,0.35320795070501454,15,8
descriptor_control,B-relaxed,exported,observed_angular,residual,B-relaxed,descriptor,0.9258579065954596,0.9471380403406283,2.298423288668494,0.7010248436440025,4.135027551057279,15,4
training,B-relaxed,exported,observed_l6,ridge,B-relaxed,initial_exported,0.3450018416590627,0.34309361773780744,-0.5531054304171001,-0.8559252486673258,-0.296700858889987,15,12
descriptor_control,B-relaxed,exported,observed_l6,ridge,B-relaxed,descriptor,0.3463425333248849,0.34309361773780744,-0.9380642787034876,-2.4920357189996474,0.7290051151287039,15,6
training,B-relaxed,exported,observed_l6,residual,B-relaxed,initial_exported,0.34911346362294665,0.34443554969295004,-1.3399408551739267,-2.002893857920277,-0.7091637425583418,15,12
descriptor_control,B-relaxed,exported,observed_l6,residual,B-relaxed,descriptor,0.3463425333248849,0.34443554969295004,-0.550606249145269,-2.1817009179757627,1.0871224410743423,15,6
training,B-relaxed,exported,observed_radial,ridge,B-relaxed,initial_exported,0.6473070490481452,0.6414635723645414,-0.9027364513018221,-1.4520779718368864,-0.4086166180911877,15,11
descriptor_control,B-relaxed,exported,observed_radial,ridge,B-relaxed,descriptor,0.6275038907211129,0.6414635723645414,2.22463666757291,1.3307067893653446,3.0131066565074036,15,3
training,B-relaxed,exported,observed_radial,residual,B-relaxed,initial_exported,0.6482251961638903,0.64255200118094,-0.8751889029496973,-1.5563881240528836,-0.24780686793791667,15,11
descriptor_control,B-relaxed,exported,observed_radial,residual,B-relaxed,descriptor,0.6275038907211129,0.64255200118094,2.3980903835566947,1.4618666199389252,3.192750399229763,15,2
training,B-relaxed,exported,relaxed_angular,ridge,B-relaxed,initial_exported,0.7735241918073984,0.7696369784618481,-0.5025328731435685,-0.8636231163179028,-0.11796680934261093,15,9
descriptor_control,B-relaxed,exported,relaxed_angular,ridge,B-relaxed,descriptor,0.5830301947622752,0.7696369784618481,32.00636697309647,25.615332692297308,40.61776249413442,15,0
training,B-relaxed,exported,relaxed_angular,residual,B-relaxed,initial_exported,0.7735241918073984,0.7756004504826765,0.2684154803777705,-1.1042218038981926,1.651718081115645,15,7
descriptor_control,B-relaxed,exported,relaxed_angular,residual,B-relaxed,descriptor,0.5830301947622752,0.7756004504826765,33.029207998210076,27.535454096464207,40.45183833275966,15,0
training,B-relaxed,exported,relaxed_l6,ridge,B-relaxed,initial_exported,0.16537422804136676,0.16752105496896183,1.2981629320489185,-0.6532836806993133,3.36213616617251,15,3
descriptor_control,B-relaxed,exported,relaxed_l6,ridge,B-relaxed,descriptor,0.1806166175919646,0.16752105496896183,-7.250474954960828,-11.15375669340212,-3.05225037890028,15,11
training,B-relaxed,exported,relaxed_l6,residual,B-relaxed,initial_exported,0.16540208971247078,0.1687095456446736,1.99964579525711,-0.2729742631674062,4.349712708421566,15,4
descriptor_control,B-relaxed,exported,relaxed_l6,residual,B-relaxed,descriptor,0.17572592441078375,0.1687095456446736,-3.9927966175943297,-8.839572146828989,1.6594035246980376,15,9
training,B-relaxed,exported,relaxed_radial,ridge,B-relaxed,initial_exported,0.04920144706771047,0.046986002989202344,-4.502802682732598,-6.50614610696625,-2.589618994376503,15,13
descriptor_control,B-relaxed,exported,relaxed_radial,ridge,B-relaxed,descriptor,2.1273233753883814e-13,0.046986002989202344,22086911436495.39,20065635638067.742,24008525306520.52,15,0
training,B-relaxed,exported,relaxed_radial,residual,B-relaxed,initial_exported,0.04920144706771047,0.046986002989202344,-4.502802682732598,-6.50614610696625,-2.589618994376503,15,13
descriptor_control,B-relaxed,exported,relaxed_radial,residual,B-relaxed,descriptor,2.1273233753883814e-13,0.046986002989202344,22086911436495.39,20065635638067.742,24008525306520.52,15,0
training,B-relaxed,pooled,current_order,ridge,B-relaxed,initial_pooled,0.5173756408265134,0.5178460134147836,0.09091510136016723,-0.03221954488121792,0.22186486997189658,15,6
training,B-relaxed,pooled,current_order,residual,B-relaxed,initial_pooled,0.5282379054628152,0.5293377655735274,0.20821302283267062,0.046601045618294146,0.3506721884611239,15,6
training,B-relaxed,pooled,future_order_12,ridge,B-relaxed,initial_pooled,0.564737961993089,0.5648782752593734,0.024845729475875267,-0.009016597333550425,0.05963329727716515,15,7
persistence,B-relaxed,pooled,future_order_12,ridge,B-relaxed,persistence,0.8955950880579524,0.5648782752593734,-36.92704629675,-40.430738759886886,-32.911876015845635,15,15
training,B-relaxed,pooled,future_order_12,residual,B-relaxed,initial_pooled,0.5580307459437802,0.5582993064688264,0.048126474571219546,-0.002785207039683601,0.09468722292654773,15,7
persistence,B-relaxed,pooled,future_order_12,residual,B-relaxed,persistence,0.8955950880579524,0.5582993064688264,-37.661638176302745,-40.988631031107374,-33.74990741781808,15,15
training,B-relaxed,pooled,future_order_3,ridge,B-relaxed,initial_pooled,0.5468926859628894,0.5470231991013098,0.023864487818237023,-0.018818781498892156,0.0690742582085901,15,7
persistence,B-relaxed,pooled,future_order_3,ridge,B-relaxed,persistence,0.8318929066854726,0.5470231991013098,-34.243555305595144,-37.2915295386471,-30.437849136433332,15,15
training,B-relaxed,pooled,future_order_3,residual,B-relaxed,initial_pooled,0.5405618545970415,0.5404077850200436,-0.02850174789206239,-0.11419844497712495,0.05546887357848861,15,8
persistence,B-relaxed,pooled,future_order_3,residual,B-relaxed,persistence,0.8318929066854726,0.5404077850200436,-35.03877954997824,-38.04075525206309,-31.184037839313106,15,15
training,B-relaxed,pooled,future_order_9,ridge,B-relaxed,initial_pooled,0.540611154394956,0.5407247952216933,0.02102080688002328,-0.09493719317878124,0.13938399588846517,15,8
persistence,B-relaxed,pooled,future_order_9,ridge,B-relaxed,persistence,0.8820290234427766,0.5407247952216933,-38.69535119024642,-40.712699335519694,-35.91385367804573,15,15
training,B-relaxed,pooled,future_order_9,residual,B-relaxed,initial_pooled,0.5345923201548132,0.5345969774598657,0.0008711881702927471,-0.1305076265983307,0.16368663151714638,15,8
persistence,B-relaxed,pooled,future_order_9,residual,B-relaxed,persistence,0.8820290234427766,0.5345969774598657,-39.390092247395444,-41.15661180492436,-36.94334765326451,15,15
training,B-relaxed,pooled,observed_angular,ridge,B-relaxed,initial_pooled,0.9558386851733718,0.9540845321903872,-0.18351977276023224,-0.24659631314381286,-0.11617050393624095,15,13
training,B-relaxed,pooled,observed_angular,residual,B-relaxed,initial_pooled,0.9512310047459238,0.9495640053709217,-0.17524653493053988,-0.28705182900915893,-0.05104608044461298,15,11
training,B-relaxed,pooled,observed_l6,ridge,B-relaxed,initial_pooled,0.33878351896667647,0.33925751364277806,0.1399107836022706,0.026993518115697168,0.24682986768805645,15,5
training,B-relaxed,pooled,observed_l6,residual,B-relaxed,initial_pooled,0.34207299838578636,0.342497991189799,0.12424038319835962,-0.030904071583325865,0.27263917172910546,15,5
training,B-relaxed,pooled,observed_radial,ridge,B-relaxed,initial_pooled,0.6316706277463173,0.6315939211381406,-0.012143450210810869,-0.15090411043802765,0.12375781341369232,15,7
training,B-relaxed,pooled,observed_radial,residual,B-relaxed,initial_pooled,0.6314162848571553,0.6313710083503963,-0.007170627024488674,-0.13954291684978387,0.11976730715435424,15,7
training,B-relaxed,pooled,relaxed_angular,ridge,B-relaxed,initial_pooled,0.7335906492752714,0.7331913377456958,-0.05443247265625173,-0.24024991316941885,0.13210514984140498,15,8
training,B-relaxed,pooled,relaxed_angular,residual,B-relaxed,initial_pooled,0.7460555345011826,0.7507029040479222,0.6229254166510323,-0.31559291036890535,1.5691370310541684,15,6
training,B-relaxed,pooled,relaxed_l6,ridge,B-relaxed,initial_pooled,0.16864363200108531,0.17229598562230108,2.1657228191054756,1.361395844574877,3.0148999501520968,15,2
training,B-relaxed,pooled,relaxed_l6,residual,B-relaxed,initial_pooled,0.16779842485077387,0.16983499659635987,1.213701348744567,-0.9788704891404326,3.470849876567487,15,7
