arm,representation,readout,horizon_ps,nll,rows,events,n,sources,prevalence,log_loss,brier,average_precision,threshold,recall,false_positive_rate,precision,missed,detected_timing_mae_ps,timed_within_3ps_recall
A-observed,descriptor_pca64,linear,3.0,,,3,643,15,0.004964157706093189,0.04703159231627167,0.005827248194099389,0.004972619591589098,0.04960649088025093,0.0,0.0740370907975205,0.0,3,,0.0
A-observed,descriptor_pca64,linear,6.0,,,7,643,15,0.012423636212083323,0.07871220395882736,0.013063310845744256,0.06352115824646312,0.07158046960830688,0.3036638995797525,0.06368747195190289,0.05658729253512762,5,2.6195569433739614,0.14285714285714285
A-observed,descriptor_pca64,linear,9.0,,,13,643,15,0.02264552139352361,0.12156174252374398,0.023790906549748456,0.03195402773617374,0.1009921133518219,0.09813075987986548,0.06734939485100473,0.032657428298349105,12,3.7206360904387754,0.0
A-observed,descriptor_pca64,linear,12.0,,,18,643,15,0.032479084681539046,0.1568758345017568,0.03339306577414297,0.036221717731348343,0.1067265197634697,0.06842010001240345,0.08334543234030602,0.026818781332958445,17,3.6277093333990047,0.0
A-observed,descriptor_pca64,mlp,all,0.24952106169371585,643,18,,,,,,,,,,,,,
A-observed,descriptor_pca64,mlp,0.75,,,0,643,15,0.0,0.00481012294201902,0.00022175986652880463,,0.015897272154688835,,0.05468474931602537,0.0,0,,
A-observed,descriptor_pca64,mlp,3.0,,,3,643,15,0.004964157706093189,0.05657186737107684,0.008445772024035625,0.0041506514281966665,0.05577242001891136,0.0,0.07465767495386719,0.0,3,,0.0
A-observed,descriptor_pca64,mlp,6.0,,,7,643,15,0.012423636212083323,0.0902540510403594,0.01601929039914403,0.025271616215067644,0.09618743509054184,0.3036638995797525,0.05456428037585848,0.06542967437863272,5,2.6861759976649306,0.14285714285714285
A-observed,descriptor_pca64,mlp,9.0,,,13,643,15,0.02264552139352361,0.13579540626785624,0.027340422209153035,0.02413093540138723,0.12328747659921646,0.06846332084641778,0.06468423525014443,0.023936884892170014,12,1.4334294060898958,0.07692307692307693
A-observed,descriptor_pca64,mlp,12.0,,,18,643,15,0.032479084681539046,0.17304913105111386,0.03782003228159302,0.03213505374716477,0.13082768023014069,0.04773495349702566,0.08362843540365912,0.018801089161624478,17,0.21597906667563294,0.05555555555555555
A-observed,exported,linear,all,0.20576552010373683,643,18,,,,,,,,,,,,,
A-observed,exported,linear,0.75,,,0,643,15,0.0,0.008233463289188586,0.0004723379040468603,,0.02143590711057186,,0.058349512744237844,0.0,0,,
A-observed,exported,linear,3.0,,,3,643,15,0.004964157706093189,0.04399685655507693,0.007493105270156621,0.04188745830657653,0.08476364612579346,0.4476534296028881,0.06134412665352436,0.035127379797984346,2,0.08797533660430723,0.3333333333333333
A-observed,exported,linear,6.0,,,7,643,15,0.012423636212083323,0.07839988224271255,0.015153771803661755,0.057171312657805125,0.10580532997846603,0.43781678672286234,0.06941745332106469,0.07350938596754074,4,1.606320883689165,0.42857142857142855
A-observed,exported,linear,9.0,,,13,643,15,0.02264552139352361,0.12646685684371503,0.02571734778643016,0.05235050190617923,0.1557035595178604,0.24019215063618235,0.053015154260581294,0.09500276604565448,10,2.0094884365055314,0.23076923076923078
A-observed,exported,linear,12.0,,,18,643,15,0.032479084681539046,0.15900525226596107,0.035038017141331416,0.08300364033929401,0.18367081880569458,0.21520508201575736,0.0670913333089116,0.09721107429972498,14,2.954369489635215,0.1111111111111111
A-observed,exported,mlp,all,0.215014511003512,643,18,,,,,,,,,,,,,
A-observed,exported,mlp,0.75,,,0,643,15,0.0,0.008420800628856135,0.0020156697162555387,,0.016230415552854538,,0.06167954384272234,0.0,0,,
A-observed,exported,mlp,3.0,,,3,643,15,0.004964157706093189,0.036857703018632865,0.008948020616350633,0.07381942825456293,0.04746425151824951,0.4476534296028881,0.07235679270576001,0.029941087037731996,2,0.40402023745179383,0.3333333333333333
A-observed,exported,mlp,6.0,,,7,643,15,0.012423636212083323,0.060153553554639284,0.014627886955629688,0.13421784382863733,0.07522893697023392,0.43781678672286234,0.07872831775515056,0.06538416913093519,4,1.996101079139225,0.42857142857142855
A-observed,exported,mlp,9.0,,,13,643,15,0.02264552139352361,0.11752139174420076,0.0246928895440603,0.10002429759582446,0.10509613901376724,0.3086554714826002,0.06387597183348485,0.10068786455395119,9,2.8267925958831444,0.15384615384615385
A-observed,exported,mlp,12.0,,,18,643,15,0.032479084681539046,0.15488986645482336,0.03324578777196956,0.15206122817576048,0.11418867111206055,0.21520508201575736,0.07590113245288026,0.08690845108605455,14,3.1090742367192337,0.1111111111111111
A-observed,initial_exported,linear,all,0.18803964966820327,643,18,,,,,,,,,,,,,
A-observed,initial_exported,linear,0.75,,,0,643,15,0.0,0.0070466832343860294,0.0009177126202910286,,0.026342568919062614,,0.03992631212392153,0.0,0,,
A-observed,initial_exported,linear,3.0,,,3,643,15,0.004964157706093189,0.03708931424910003,0.007153796907115741,0.05318907073248447,0.05557261407375336,0.4476534296028881,0.0635491052893768,0.03394993559567407,2,0.3998544595118292,0.3333333333333333
A-observed,initial_exported,linear,6.0,,,7,643,15,0.012423636212083323,0.06577234829302463,0.014132607432424879,0.10992261854740124,0.08953846991062164,0.5243670364926106,0.07055254551237251,0.08550329996733023,3,1.7000695479280172,0.5714285714285714
A-observed,initial_exported,linear,9.0,,,13,643,15,0.02264552139352361,0.11184191777392029,0.024271397683417198,0.08858399489251997,0.12105066329240799,0.3561380972309221,0.06436473298632114,0.11363526936928849,8,2.458895921613999,0.23076923076923078
A-observed,initial_exported,linear,12.0,,,18,643,15,0.032479084681539046,0.1426769126266899,0.032085984124133,0.1423379816015365,0.1438201516866684,0.36905293498482394,0.08423428725513805,0.12821853456033463,12,3.4080488253438284,0.16666666666666666
A-observed,initial_exported,mlp,all,0.22532329311282356,643,18,,,,,,,,,,,,,
A-observed,initial_exported,mlp,0.75,,,0,643,15,0.0,0.007893747016303573,0.0012680471277526004,,0.019876612350344658,,0.06013499274355197,0.0,0,,
A-observed,initial_exported,mlp,3.0,,,3,643,15,0.004964157706093189,0.036326879998000494,0.0080561939786919,0.0532366334387646,0.06566359102725983,0.4476534296028881,0.07286556739143071,0.029738244226557572,2,0.26285498009919217,0.3333333333333333
A-observed,initial_exported,mlp,6.0,,,7,643,15,0.012423636212083323,0.06419627482331029,0.014924573871626906,0.10826912428596533,0.08795464783906937,0.43781678672286234,0.08051867262883494,0.06402341359365119,4,1.7539578268000457,0.42857142857142855
A-observed,initial_exported,mlp,9.0,,,13,643,15,0.02264552139352361,0.12374861105212552,0.025243833249720526,0.08133358795180701,0.13230858743190765,0.3086554714826002,0.06935235765614815,0.09348032269100466,9,2.7719506023469433,0.15384615384615385
A-observed,initial_exported,mlp,12.0,,,18,643,15,0.032479084681539046,0.1661285251178594,0.03423549795664887,0.15396373194546392,0.14336197078227997,0.21520508201575736,0.08013430194184006,0.08269709486707395,14,3.2390541474117347,0.1111111111111111
B-relaxed,conditions,linear,all,0.19372409609937555,643,18,,,,,,,,,,,,,
B-relaxed,conditions,linear,0.75,,,0,643,15,0.0,0.0034228888148823107,1.5647284003771385e-05,,0.005863259080797435,,0.0,,0,,
B-relaxed,conditions,linear,3.0,,,3,643,15,0.004964157706093189,0.03726168211056993,0.005104634789832656,0.00822528887336152,0.028251379728317264,0.0,0.0,,3,,0.0
B-relaxed,conditions,linear,6.0,,,7,643,15,0.012423636212083323,0.07025096476172298,0.012427510921972936,0.02252827331872724,0.04469068720936776,0.0,0.0,,7,,0.0
B-relaxed,conditions,linear,9.0,,,13,643,15,0.02264552139352361,0.10732193715150551,0.022065485292402848,0.04343629998510137,0.05249159038066865,0.0,0.0,,13,,0.0
B-relaxed,conditions,linear,12.0,,,18,643,15,0.032479084681539046,0.1411660864144005,0.03124682605547172,0.0552561229258037,0.05604271590709687,0.0,0.0,,18,,0.0
B-relaxed,conditions,mlp,all,0.19233177530441972,643,18,,,,,,,,,,,,,
B-relaxed,conditions,mlp,0.75,,,0,643,15,0.0,0.004003587190496233,1.8882846458904867e-05,,0.006103604566305877,,0.0,,0,,
B-relaxed,conditions,mlp,3.0,,,3,643,15,0.004964157706093189,0.03805365214986431,0.005132990900989824,0.008942134751497726,0.029341392219066623,0.0,0.0,,3,,0.0
B-relaxed,conditions,mlp,6.0,,,7,643,15,0.012423636212083323,0.07144370603940936,0.012494211299621015,0.022916197652444494,0.04731959849596024,0.0,0.0,,7,,0.0
B-relaxed,conditions,mlp,9.0,,,13,643,15,0.02264552139352361,0.10845903968201402,0.02214203357562598,0.04343629998510137,0.056451495736837394,0.0,0.0,,13,,0.0
B-relaxed,conditions,mlp,12.0,,,18,643,15,0.032479084681539046,0.1412452505481952,0.031238286010389762,0.058561700136441276,0.06584770977497102,0.0,0.0,,18,,0.0
B-relaxed,descriptor,linear,all,0.21559786162142422,643,18,,,,,,,,,,,,,
B-relaxed,descriptor,linear,0.75,,,0,643,15,0.0,0.004841280023961364,9.788063037068343e-05,,0.02117323875427246,,0.0513079807351001,0.0,0,,
B-relaxed,descriptor,linear,3.0,,,3,643,15,0.004964157706093189,0.0447799758188778,0.007508213187964352,0.014214941632210489,0.07365480810403824,0.0,0.06755587223347738,0.0,3,,0.0
B-relaxed,descriptor,linear,6.0,,,7,643,15,0.012423636212083323,0.07920097189352923,0.01467230755788763,0.10604808341625546,0.0986844152212143,0.16260956017346648,0.07447079527406687,0.02673434332610161,6,0.29745572576133217,0.14285714285714285
B-relaxed,descriptor,linear,9.0,,,13,643,15,0.02264552139352361,0.11345348195870203,0.02417714168504262,0.09343488775168894,0.12756319344043732,0.15767310255538639,0.06313732812227842,0.05469809059744305,11,2.74146539333872,0.07692307692307693
B-relaxed,descriptor,linear,12.0,,,18,643,15,0.032479084681539046,0.14846396970671918,0.03363588335267722,0.0990954018603466,0.175203338265419,0.10993504441739242,0.05521601431662534,0.0626493549373721,16,1.2143820610382612,0.1111111111111111
B-relaxed,descriptor,mlp,all,0.22494068486911895,643,18,,,,,,,,,,,,,
B-relaxed,descriptor,mlp,0.75,,,0,643,15,0.0,0.0014413893163762476,3.2614858898023115e-05,,0.006530392915010452,,0.029195275414520445,0.0,0,,
B-relaxed,descriptor,mlp,3.0,,,3,643,15,0.004964157706093189,0.0332654014081535,0.006198244026028474,0.017982654653442023,0.04609043151140213,0.0,0.043269883206836834,0.0,3,,0.0
B-relaxed,descriptor,mlp,6.0,,,7,643,15,0.012423636212083323,0.06333542626452798,0.012463230631115539,0.1072852634142949,0.06875894218683243,0.16260956017346648,0.059448713672452504,0.033265115985767445,6,0.5023772165926381,0.14285714285714285
B-relaxed,descriptor,mlp,9.0,,,13,643,15,0.02264552139352361,0.1102024679260432,0.021929276649873406,0.1010044341566021,0.0852331817150116,0.15767310255538639,0.05561513253515773,0.06164022779430226,11,2.915781394724921,0.07692307692307693
B-relaxed,descriptor,mlp,12.0,,,18,643,15,0.032479084681539046,0.15123262126890427,0.03083845994300621,0.1323633283582802,0.09755945950746536,0.278411350877483,0.054382112189246004,0.14665559345218873,14,4.703415907692493,0.05555555555555555
B-relaxed,descriptor_pca64,linear,all,0.20823927208025994,643,18,,,,,,,,,,,,,
B-relaxed,descriptor_pca64,linear,0.75,,,0,643,15,0.0,0.005900546292934102,0.00013246112068273624,,0.018021410331130028,,0.047074907591446946,0.0,0,,
B-relaxed,descriptor_pca64,linear,3.0,,,3,643,15,0.004964157706093189,0.04254836670371009,0.006065674835178143,0.02266420625491782,0.05792645364999771,0.0,0.06625732721485178,0.0,3,,0.0
B-relaxed,descriptor_pca64,linear,6.0,,,7,643,15,0.012423636212083323,0.07679062794573843,0.013784862320766932,0.03961317107446603,0.08321086317300797,0.0,0.05604165690943082,0.0,7,,0.0
B-relaxed,descriptor_pca64,linear,9.0,,,13,643,15,0.02264552139352361,0.11324974269401487,0.023732291902353195,0.0546385098273106,0.10166629403829575,0.0,0.06209613632293385,0.0,13,,0.0
B-relaxed,descriptor_pca64,linear,12.0,,,18,643,15,0.032479084681539046,0.14498771213233042,0.03269866735574491,0.07382394333128177,0.14253868162631989,0.0,0.043745863556393864,0.0,18,,0.0
B-relaxed,descriptor_pca64,mlp,all,0.22288833400616687,643,18,,,,,,,,,,,,,
B-relaxed,descriptor_pca64,mlp,0.75,,,0,643,15,0.0,0.003139809276126699,0.00016606624859435385,,0.016537651419639587,,0.02265738098244137,0.0,0,,
B-relaxed,descriptor_pca64,mlp,3.0,,,3,643,15,0.004964157706093189,0.03667623513747604,0.007554971409228848,0.037601132336132465,0.05238132178783417,0.21660649819494587,0.06299591964635134,0.016864721996122996,2,0.4368092967024446,0.3333333333333333
B-relaxed,descriptor_pca64,mlp,6.0,,,7,643,15,0.012423636212083323,0.08001514717278813,0.016361719692532153,0.039099230655388784,0.10000156611204147,0.24915980994321477,0.057795777284056694,0.05144267042675197,5,0.40030985353507575,0.2857142857142857
B-relaxed,descriptor_pca64,mlp,9.0,,,13,643,15,0.02264552139352361,0.11333910478105337,0.02668796333536464,0.05815558117648251,0.12417332082986832,0.04748262574832201,0.060043556076382065,0.01799338822997375,12,0.24544921407702702,0.07692307692307693
B-relaxed,descriptor_pca64,mlp,12.0,,,18,643,15,0.032479084681539046,0.14729004813281094,0.03684415778229287,0.094049432112252,0.17175094783306122,0.15384785296906658,0.05616673941574941,0.08420784710327606,16,4.95002991052816,0.05555555555555555
B-relaxed,exported,linear,all,0.18679989050360885,643,18,,,,,,,,,,,,,
B-relaxed,exported,linear,0.75,,,0,643,15,0.0,0.005202787995225879,0.00017229064479812548,,0.011540996842086315,,0.0591257867143274,0.0,0,,
B-relaxed,exported,linear,3.0,,,3,643,15,0.004964157706093189,0.03240349413703606,0.005013008690808836,0.2826802716401362,0.06559167057275772,1.0,0.07154559972398297,0.0651852693192825,0,0.3100087772917545,1.0
B-relaxed,exported,linear,6.0,,,7,643,15,0.012423636212083323,0.06430937855541419,0.012766143084594521,0.25727273695146313,0.0874437466263771,0.6869765966660771,0.09442861978042874,0.08384643730436142,2,1.1076085457665594,0.7142857142857143
B-relaxed,exported,linear,9.0,,,13,643,15,0.02264552139352361,0.10539700385040297,0.022506639418713417,0.14976139561525562,0.16758304834365845,0.4453478789398908,0.056533053695781856,0.15435336003476138,7,1.710494717401822,0.38461538461538464
B-relaxed,exported,linear,12.0,,,18,643,15,0.032479084681539046,0.13252551817977462,0.030763008837892524,0.20870261822435154,0.20292037725448608,0.36905293498482394,0.054060771844383286,0.18644011677094996,12,3.4321379014689684,0.1111111111111111
B-relaxed,exported,mlp,all,0.2138386027375799,643,18,,,,,,,,,,,,,
B-relaxed,exported,mlp,0.75,,,0,643,15,0.0,0.0023715996224304126,0.00012571493340185662,,0.004263992886990309,,0.05436108407827596,0.0,0,,
B-relaxed,exported,mlp,3.0,,,3,643,15,0.004964157706093189,0.01803334927703175,0.0035440104094553683,0.7066425760837484,0.019988978281617165,1.0,0.11764148437000096,0.040682597370888265,0,0.2906721035380078,1.0
B-relaxed,exported,mlp,6.0,,,7,643,15,0.012423636212083323,0.0471469292009437,0.01053863138754132,0.3680967620366404,0.0512564592063427,0.6869765966660771,0.08381620073825886,0.09347038007575499,2,0.9278010174505994,0.7142857142857143
B-relaxed,exported,mlp,9.0,,,13,643,15,0.02264552139352361,0.10775038389060235,0.020017542237506673,0.26586582000505,0.08230064809322357,0.4453478789398908,0.06811546704748943,0.1315599527234093,7,1.6723823316132835,0.38461538461538464
B-relaxed,exported,mlp,12.0,,,18,643,15,0.032479084681539046,0.14398084223113403,0.029031721184885256,0.2675293469083296,0.10701523721218109,0.4312530259051907,0.0661883732796223,0.17946880260462536,11,3.4715083241777194,0.1111111111111111
B-relaxed,initial_exported,linear,all,0.19307252663892135,643,18,,,,,,,,,,,,,
B-relaxed,initial_exported,linear,0.75,,,0,643,15,0.0,0.007426621704000508,0.0003991135872363713,,0.02260604128241539,,0.06104692876454583,0.0,0,,
B-relaxed,initial_exported,linear,3.0,,,3,643,15,0.004964157706093189,0.03660401152545106,0.005952270943309315,0.07299519537559945,0.14482250809669495,0.664259927797834,0.0427113493135886,0.07200262893667947,1,0.5438636693615907,0.6666666666666666
B-relaxed,initial_exported,linear,6.0,,,7,643,15,0.012423636212083323,0.07195802394954894,0.014874386494812434,0.07517980291695028,0.24755793809890747,0.42803032613402786,0.04350968637832485,0.11012719116197082,4,0.7103487497876385,0.42857142857142855
B-relaxed,initial_exported,linear,9.0,,,13,643,15,0.02264552139352361,0.11499115389003145,0.025166455975345094,0.0685488077352845,0.24795234203338623,0.2348231673371561,0.04396474237712055,0.11012719116197082,10,0.7302318487966145,0.23076923076923078
B-relaxed,initial_exported,linear,12.0,,,18,643,15,0.032479084681539046,0.14595988337405913,0.034941692684377,0.11485255602560901,0.2606353759765625,0.21146164443579754,0.05282050657751728,0.11847028154864091,14,1.7926808388968276,0.16666666666666666
B-relaxed,initial_exported,mlp,all,0.19559800495529914,643,18,,,,,,,,,,,,,
B-relaxed,initial_exported,mlp,0.75,,,0,643,15,0.0,0.003913401680912204,1.5254916679774812e-05,,0.0039057543035596613,,0.0,,0,,
B-relaxed,initial_exported,mlp,3.0,,,3,643,15,0.004964157706093189,0.03777881787235592,0.005101111639588548,0.00496415770609317,0.017676230520009998,0.0,0.0,,3,,0.0
B-relaxed,initial_exported,mlp,6.0,,,7,643,15,0.012423636212083323,0.07235206248666551,0.012505624535516392,0.012423636212083278,0.027796829119324688,0.0,0.0,,7,,0.0
B-relaxed,initial_exported,mlp,9.0,,,13,643,15,0.02264552139352361,0.11131956953968651,0.02232549930691915,0.022645521393523528,0.03653067722916604,0.0,0.0,,13,,0.0
B-relaxed,initial_exported,mlp,12.0,,,18,643,15,0.032479084681539046,0.14507099669010734,0.03156406197200376,0.03247908468153893,0.04430567473173142,0.0,0.0,,18,,0.0
C-relaxed-teacher,exported,linear,all,0.1980049396134632,643,18,,,,,,,,,,,,,
C-relaxed-teacher,exported,linear,0.75,,,0,643,15,0.0,0.00840772719920223,0.0011401415219316976,,0.01574067771434784,,0.06510531529883508,0.0,0,,
C-relaxed-teacher,exported,linear,3.0,,,3,643,15,0.004964157706093189,0.04435320603229667,0.009544540119178819,0.047064300623273,0.06823718547821045,0.4476534296028881,0.07205281349336778,0.030063606127231496,2,0.034749501089031076,0.3333333333333333
C-relaxed-teacher,exported,linear,6.0,,,7,643,15,0.012423636212083323,0.07424850843793503,0.01668495606155419,0.08155614442194974,0.08842618018388748,0.5243670364926106,0.08807248483158046,0.06967961003734899,3,1.7107364988763798,0.5714285714285714
C-relaxed-teacher,exported,linear,9.0,,,13,643,15,0.02264552139352361,0.12102896668586559,0.026924066630733268,0.06857166747672343,0.12237076461315155,0.3561380972309221,0.07743299345641802,0.09630412748572129,8,2.587974168002281,0.23076923076923078
C-relaxed-teacher,exported,linear,12.0,,,18,643,15,0.032479084681539046,0.15239305924023624,0.03533502348181171,0.09701921506686595,0.13687440752983093,0.36905293498482394,0.08914805578234407,0.12201353941846473,12,3.227616941238385,0.16666666666666666
C-relaxed-teacher,exported,mlp,all,0.21649653978918507,643,18,,,,,,,,,,,,,
C-relaxed-teacher,exported,mlp,0.75,,,0,643,15,0.0,0.008309368414350756,0.0019927349045565598,,0.01667826622724533,,0.06230454384272233,0.0,0,,
C-relaxed-teacher,exported,mlp,3.0,,,3,643,15,0.004964157706093189,0.03693163646873197,0.008984994016199625,0.07459376218604544,0.048147670924663544,0.4476534296028881,0.07340365616774873,0.029526683444475774,2,0.4238342894262521,0.3333333333333333
C-relaxed-teacher,exported,mlp,6.0,,,7,643,15,0.012423636212083323,0.06006756255612481,0.014680967829828655,0.14365920522844894,0.07551407068967819,0.43781678672286234,0.07704068454745201,0.06672089416537513,4,1.9652356757887588,0.42857142857142855
C-relaxed-teacher,exported,mlp,9.0,,,13,643,15,0.02264552139352361,0.11837518014685623,0.02479513243240449,0.0975651185522249,0.10894373059272766,0.3086554714826002,0.06247579151404872,0.10271265868409668,9,2.7850241825901803,0.15384615384615385
C-relaxed-teacher,exported,mlp,12.0,,,18,643,15,0.032479084681539046,0.15555558862505395,0.03343228737026589,0.15516916594657945,0.12518374621868134,0.21520508201575736,0.07590113245288026,0.08690845108605455,14,3.0359833724215157,0.1111111111111111
C-relaxed-teacher,initial_exported,linear,all,0.18803984575985716,643,18,,,,,,,,,,,,,
C-relaxed-teacher,initial_exported,linear,0.75,,,0,643,15,0.0,0.007046669652942524,0.0009177093840509741,,0.026341896504163742,,0.03992631212392153,0.0,0,,
C-relaxed-teacher,initial_exported,linear,3.0,,,3,643,15,0.004964157706093189,0.03708932362486421,0.0071537970095324815,0.05318907073248447,0.055573783814907074,0.4476534296028881,0.0635491052893768,0.03394993559567407,2,0.3998556573657337,0.3333333333333333
C-relaxed-teacher,initial_exported,linear,6.0,,,7,643,15,0.012423636212083323,0.06577238601293028,0.014132600222352904,0.10992261854740124,0.08953725546598434,0.5243670364926106,0.07055254551237251,0.08550329996733023,3,1.700075873435499,0.5714285714285714
C-relaxed-teacher,initial_exported,linear,9.0,,,13,643,15,0.02264552139352361,0.11184183619338056,0.024271379722284624,0.08858399489251997,0.12104988098144531,0.3561380972309221,0.06436473298632114,0.11363526936928849,8,2.458897879794339,0.23076923076923078
C-relaxed-teacher,initial_exported,linear,12.0,,,18,643,15,0.032479084681539046,0.1426769257406565,0.03208599426026058,0.1423379816015365,0.14382046461105347,0.36905293498482394,0.08423428725513805,0.12821853456033463,12,3.4080381405366995,0.16666666666666666
C-relaxed-teacher,initial_exported,mlp,all,0.2253234001937588,643,18,,,,,,,,,,,,,
C-relaxed-teacher,initial_exported,mlp,0.75,,,0,643,15,0.0,0.007893748794597004,0.0012680475832332232,,0.019876603037118912,,0.06013499274355197,0.0,0,,
C-relaxed-teacher,initial_exported,mlp,3.0,,,3,643,15,0.004964157706093189,0.036326879523958376,0.008056187224536278,0.0532366334387646,0.06566400825977325,0.4476534296028881,0.07286556739143071,0.029738244226557572,2,0.26285741471684965,0.3333333333333333
C-relaxed-teacher,initial_exported,mlp,6.0,,,7,643,15,0.012423636212083323,0.06419629315708313,0.01492457423750721,0.10826912428596533,0.08795353770256042,0.43781678672286234,0.08051867262883494,0.06402341359365119,4,1.7539603614719166,0.42857142857142855
C-relaxed-teacher,initial_exported,mlp,9.0,,,13,643,15,0.02264552139352361,0.12374867853958003,0.025243842293152824,0.08133358795180701,0.1323089450597763,0.3086554714826002,0.06935235765614815,0.09348032269100466,9,2.771952356190232,0.15384615384615385
C-relaxed-teacher,initial_exported,mlp,12.0,,,18,643,15,0.032479084681539046,0.1661286170624851,0.03423550793739334,0.15396373194546392,0.14336246252059937,0.21520508201575736,0.08013430194184006,0.08269709486707395,14,3.2390604281610695,0.1111111111111111
D-physical-distance,exported,linear,all,0.18677577625064062,643,18,,,,,,,,,,,,,
D-physical-distance,exported,linear,0.75,,,0,643,15,0.0,0.005201061865611707,0.00017352566466824888,,0.011502768844366074,,0.060792453380994066,0.0,0,,
D-physical-distance,exported,linear,3.0,,,3,643,15,0.004964157706093189,0.03235195874779515,0.005003959725949311,0.2835764213307932,0.06719133257865906,1.0,0.06906414559186157,0.06736957117023054,0,0.3069682111969679,1.0
D-physical-distance,exported,linear,6.0,,,7,643,15,0.012423636212083323,0.06433708661232247,0.012775176069865212,0.22121938744538544,0.08642315864562988,0.6869765966660771,0.09442861978042874,0.08384643730436142,2,1.1042298720815327,0.7142857142857143
