step,examples_seen,elapsed_seconds,score,present_mse,future_mse,present_blocks.radial,present_blocks.pair,present_blocks.angular,present_blocks.speed,present_blocks.radial_velocity,present_blocks.moments,future_by_horizon.0.75,future_by_horizon.3.0,future_by_horizon.9.0,future_by_horizon.24.0,future_by_horizon.48.0,future_by_horizon.96.0,future_blocks.radial,future_blocks.pair,future_blocks.angular,future_blocks.speed,future_blocks.radial_velocity,future_blocks.moments,validation_seconds,input_wait_seconds,windows
1,8,0.1668561830301769,1.8295253841206431,0.9127706335857511,0.9167547505348921,0.7110453830100596,0.9072788478806615,0.9839266026392579,1.1935265241190791,0.9116822793148458,0.9763811812736094,0.8034199168905616,0.9633007384836674,0.941664288751781,0.9274988118559122,0.8876028005033731,0.9770420072600245,0.7854374805465341,0.8409522781148553,1.0325907170772552,0.9814737215638161,1.0400354843586683,1.0271586114540696,0.03100787097355351,2.1501036826521158e-05,32
25,200,0.9611195140169002,1.8484974466264248,0.9039422441273928,0.944555202499032,0.7117751631885767,0.8973539844155312,0.976612756960094,1.1822489727055654,0.8972081113606691,0.9572096839547157,0.8262142101302743,0.9889917643740773,0.9672066289931536,0.9525965545326471,0.9198481803759933,1.0124739091843367,0.8140201326459646,0.8744930364191532,1.065609697252512,1.002012754790485,1.0642171204090118,1.0475757652893662,0.028485693968832493,2.0950043108314276e-05,32
50,400,1.7699157330207527,1.8878084504976869,0.8276106035336852,1.0601978469640017,0.7215930046513677,0.9019735809415579,0.9695480675436556,0.8736704378388822,0.6987353791482747,0.8317978531122208,0.9277056120336056,1.0852611027657986,1.08670393563807,1.0830664904788136,1.051468321122229,1.1269816374406219,0.916431812569499,1.0009011579677463,1.18053169362247,1.1600339440628886,1.178699791431427,1.1276514288038015,0.028384361998178065,2.0821986254304647e-05,32
75,600,2.577269672998227,2.01718253782019,0.7636271244846284,1.2535554133355618,0.7096768179908395,0.8997147553600371,0.946379960514605,0.6053254164289683,0.626501941587776,0.7120264070108533,1.1221096515655518,1.2450800314545631,1.2847279999405146,1.2740094726905227,1.2732037752866745,1.322201511822641,1.099868431687355,1.1949919126927853,1.3825811902061105,1.3686463497579098,1.368499482050538,1.3189955409616232,0.028416288958396763,2.1149986423552036e-05,32
100,800,3.389336552005261,1.8480629185214639,0.6898347185924649,1.158228199928999,0.6915823668241501,0.8717249473556876,0.9312865128740668,0.37037406652234495,0.47491728514432907,0.6154852495528758,1.0137514993548393,1.1790422927588224,1.1872566035017371,1.175581912510097,1.1764278337359428,1.2173091974109411,1.0129424482584,1.1017999611794949,1.274135261774063,1.2636454068124294,1.2716440595686436,1.2269162628799677,0.028578082041349262,2.076092641800642e-05,32
125,1000,4.203774715017062,1.8749103266745806,0.6617946643382311,1.2131156623363495,0.683586161583662,0.8643441665917635,0.917661617975682,0.2563806439284235,0.4360589487478137,0.5883955797180533,1.0673463279381394,1.2431584037840366,1.240568415261805,1.2230246160179377,1.2401893734931946,1.264406779780984,1.0630343742668629,1.1605466371402144,1.3315206971019506,1.3283112067729235,1.3240342289209366,1.2738970667123795,0.028639675001613796,2.1553074475377798e-05,32
150,1200,5.018670344026759,1.8533831043168902,0.6544555807486176,1.1989275235682726,0.6792237092740834,0.8546914672479033,0.9076012861914933,0.2468866192502901,0.4325584266334772,0.5807679248973727,1.0524523397907615,1.2221125680953264,1.226602142676711,1.2132863951846957,1.2187298070639372,1.260381997562945,1.0527168158441782,1.1436005886644125,1.320147668942809,1.308828104287386,1.3075669333338737,1.2622427716851234,0.028548216971103102,2.1242012735456228e-05,32
175,1400,5.805041642044671,1.8315009893849492,0.6688107019290328,1.1626902874559164,0.6861941702663898,0.8609287808649242,0.9172197189182043,0.2746894499287009,0.4625561675056815,0.6017743181437254,1.0165361082181334,1.1981682870537043,1.1898767594248056,1.1749883349984884,1.1800764314830303,1.2164958380162716,1.019117847084999,1.1120671201497316,1.282648153603077,1.2595847658813,1.2702320497483015,1.2266874089837074,0.028346645005512983,2.072099596261978e-05,32
200,1600,6.601781432051212,1.875132754445076,0.6576992962509394,1.2174334581941366,0.6787711209617555,0.8495681192725897,0.9055947777815163,0.26033051405102015,0.4487569525372237,0.5902336644940078,1.0653158370405436,1.2471731696277857,1.2440484464168549,1.2282082149758935,1.2389890011399984,1.2808660371229053,1.073312564752996,1.1695377519354224,1.3416219726204872,1.3211922720074654,1.3176335860043764,1.2733191456645727,0.03568286297377199,2.08619749173522e-05,32
225,1800,7.402852740022354,1.9588367827236652,0.6535523179918528,1.3052844647318125,0.674760031979531,0.8414869997650385,0.891531243454665,0.2593980939127505,0.4551061247475445,0.589889052323997,1.157230943441391,1.3456607200205326,1.3240732615813613,1.3010343722999096,1.3288305420428514,1.3748769024387002,1.1652095960453153,1.2514575123786926,1.4351966381072998,1.4294081926345825,1.3932112511247396,1.3511252868920565,0.028152835031505674,2.1513027604669333e-05,32
