method,source,temperature_K,jump2_mean,jump_p95,raw_increment_mse,standardized_jump2,acceleration2,roughness,reversal_fraction,increment_cosine,zero_increment_fraction
tda,970,500.0,0.14257015440709275,0.6661853673412886,3.512874544647335e-05,12.072037889126861,0.14196167496940465,1.4937225924671187,0.7622027534418022,-0.418586422359091,0.0
tda,971,500.0,0.14125630629665076,0.6494621694821886,3.480501825392742e-05,0.6236621249474019,0.139953827895931,1.4855616965647038,0.7803504380475594,-0.4184562158098704,0.0
tda,1000,510.0,0.14645811040942006,0.6665109909143572,3.60867230630428e-05,124.06537057285458,0.14522166729674324,1.4871025389313457,0.8016270337922403,-0.4336552297874433,0.0
tda,1001,510.0,0.14478186119948502,0.6635076002496911,3.5673701613739155e-05,0.5999671171285871,0.14436624121427225,1.4952558373312146,0.7872340425531915,-0.43261949608893047,0.0
tda,881,520.0,0.1488772135421279,0.6754792599460588,3.668278090215411e-05,0.4429333285531161,0.14740119653334838,1.4844832895112836,0.7878598247809763,-0.418029262249377,0.0
tda,1009,520.0,0.14400892910390226,0.672330551631827,3.54832540762019e-05,0.3138832774407241,0.14278643916095174,1.4864325456608931,0.7643929912390488,-0.4124390665540604,0.0
soap,911,400.0,0.3045996867979829,0.8815558193123052,0.0014097440754095372,0.4828729813365451,0.3033130687367927,1.4929881991628668,0.8579474342928661,-0.45679624566110866,0.0
soap,913,400.0,0.2931574953495215,0.8857113041863038,0.0013567874825327088,0.49792356211823213,0.28873133793485906,1.4773379715254955,0.8491864831038799,-0.43545049954724824,0.0
soap,938,450.0,0.2862673166054086,0.8723413405167564,0.0013248984521626024,0.4402262772009297,0.28315517233515003,1.4844323183870913,0.8601376720901126,-0.45070077508452894,0.0
soap,942,450.0,0.2944850288479863,0.8922283260884937,0.0013629315547871548,0.47984186037114906,0.2889945646103357,1.4720051995858119,0.8444931163954944,-0.44142442775937696,0.0
soap,970,500.0,0.29934976829539467,0.9085875903957836,0.0013854464748991487,0.47414228445951145,0.2957010700448644,1.4817137719426794,0.8463704630788486,-0.4431317073061091,0.0
soap,971,500.0,0.3654419847799981,0.9800076519641269,0.0016913335609933927,0.5728951095092206,0.3583437302057193,1.4703512229701883,0.845118898623279,-0.43760905350996426,0.0
soap,1000,510.0,0.42233216768015114,1.041964569114607,0.0019546319219849676,0.7214655990871751,0.41271868026097,1.4656791449315327,0.8598247809762203,-0.4462663579284008,0.0
soap,1001,510.0,0.39050774609421945,1.0299917449064142,0.0018073425722954603,0.6326414558419989,0.381471913053591,1.4657112551264317,0.840738423028786,-0.4301363538448911,0.0
soap,881,520.0,0.4431817930408874,1.0568790184525585,0.002051127870932873,0.6923889692720366,0.431043448005187,1.458352233907715,0.8520025031289111,-0.42896350676968276,0.0
soap,1009,520.0,0.3418204103419216,0.940731063778373,0.0015820085155017689,0.5207508226859571,0.335165728255625,1.470493206615294,0.8491864831038799,-0.4415855701827568,0.0
bond_order,911,400.0,0.06579151574945163,0.49056220679303814,0.0032874138354843517,0.25154119393658164,0.06340665937354927,1.4473668700998825,0.795369211514393,-0.4198156102511173,0.0
bond_order,913,400.0,0.08122840898112406,0.517342155942621,0.004058751230718595,0.31396641429005023,0.0795167105588664,1.4679961339488863,0.7928660826032541,-0.4183301929630005,0.0
bond_order,938,450.0,0.0492556149528194,0.46136545544540114,0.00246116217610533,0.17299404262833692,0.047071913511684625,1.433989893882262,0.7981852315394243,-0.42467612674476846,0.0
bond_order,942,450.0,0.056443480348444416,0.4906838839928791,0.0028203192479557965,0.20402435405648248,0.05375517645128961,1.4276071363455083,0.7916145181476846,-0.4191028222583259,0.0
bond_order,970,500.0,0.049369440962407286,0.5001858894253832,0.002466849736188034,0.165472216997747,0.04833905025278025,1.4691884750499091,0.8000625782227785,-0.42035292604341884,0.0
bond_order,971,500.0,0.08376593564056056,0.5757901164935921,0.004185544178914373,0.2706568678570764,0.08064232898334593,1.444769377836564,0.7925531914893617,-0.4159594384607891,0.0
bond_order,1000,510.0,0.11531185434624901,0.6195249972433083,0.0057618034947975036,0.4046823603289169,0.11104562676229447,1.4438006657448113,0.7913016270337923,-0.40833946503259033,0.0
bond_order,1001,510.0,0.09797383196606858,0.6054313688270719,0.004895472114477884,0.2956105972859146,0.09384599468998225,1.4369406450788613,0.773153942428035,-0.3974086207673284,0.0
bond_order,881,520.0,0.1084277054127158,0.6225731427181517,0.005417822265731193,0.3866465391214033,0.10384006695198346,1.4360834837924648,0.7809762202753442,-0.4004435481013212,0.0
bond_order,1009,520.0,0.06286860998328611,0.5235610798415471,0.0031413645957601623,0.21110336790247888,0.06065474698603535,1.4478733696249486,0.7903629536921152,-0.41722200989009733,0.0
radial,911,400.0,0.4028336032393169,0.9968650819159676,0.000440495164796227,0.47144215040083676,0.40157294772309465,1.494742488448851,0.8889236545682102,-0.46058346091201957,0.0
radial,913,400.0,0.3911362041473788,0.9552289573051524,0.0004277041570469818,0.49073009792492395,0.3859688006902997,1.4797144316426842,0.8798498122653317,-0.44859667016253035,0.0
radial,938,450.0,0.3750041840964861,0.9632506083630662,0.00041006392849188674,0.4426032400826927,0.37050766631847737,1.4820684986025399,0.880162703379224,-0.4573041232569744,0.0
radial,942,450.0,0.3706455770609028,0.9730933968140566,0.00040529782827337886,0.46045961941935737,0.36629964169705304,1.4821689654109609,0.8929912390488111,-0.4536993118160508,0.0
radial,970,500.0,0.37593579661381143,0.9795568131009912,0.00041108263896203016,0.4518003998062533,0.36851035078036254,1.4706752897169604,0.8776595744680851,-0.4477202575978148,0.0
radial,971,500.0,0.4498192640831944,1.041597941499845,0.0004918735906525917,0.6246516749811505,0.4431488823012141,1.4775384305892683,0.8920525657071339,-0.45610886549249324,0.0
radial,1000,510.0,0.5443612107182273,1.1209205390272488,0.0005952544159568157,0.7140662302034871,0.5349157890379884,1.4742420499227276,0.8857947434292867,-0.44923493945914483,0.0
radial,1001,510.0,0.4831865323123772,1.0782356278604588,0.0005283604184624402,0.6620151703552991,0.4742625159762474,1.4728126499558882,0.8729662077596996,-0.4472405628095768,0.0
radial,881,520.0,0.5561743514437728,1.160749656894826,0.0006081719862111743,0.772023539334051,0.5451547232399607,1.4695840216691758,0.8842302878598248,-0.44912655313038585,0.0
radial,1009,520.0,0.4192965909820154,1.0085046326839846,0.00045849730374502293,0.5260762584066301,0.41207433222305,1.474221566889709,0.8754693366708386,-0.45118484362174943,0.0
angular,911,400.0,0.21467127037399755,0.766649399899833,2.6438849646815527e-05,0.32883149123898536,0.21072591778201288,1.4739234987999874,0.8397997496871089,-0.43065243177947227,0.0
angular,913,400.0,0.18733639561538382,0.6835200506687479,2.307229462248256e-05,0.33959601264649114,0.1825047961006509,1.4613957343523356,0.8516896120150188,-0.42744371000809983,0.0
angular,938,450.0,0.2681601906564229,0.9133004835824006,3.30265291190326e-05,0.3447721575010006,0.26756369602187935,1.4970133402706862,0.815081351689612,-0.4339913037466537,0.0
angular,942,450.0,0.26546669385791727,0.9258490230490833,3.2694798856497685e-05,0.34202018009487145,0.26191215442144156,1.4789824527277757,0.8038172715894869,-0.4234156659108786,0.0
angular,970,500.0,0.2989463491557415,1.0091646556950968,3.681814321973858e-05,0.3666765070087086,0.2938168485733498,1.475206296308087,0.7819148936170213,-0.40368368037570934,0.0
angular,971,500.0,0.2805328511550252,0.8847068317292036,3.455034229665873e-05,0.415335002687591,0.27820083949063973,1.4864806801915456,0.8319774718397998,-0.4346362990771745,0.0
angular,1000,510.0,0.2571740064305377,0.7915541004214178,3.16734739457234e-05,0.518935961537229,0.25356032104029513,1.4787200291903957,0.8607634543178974,-0.4358740929612263,0.0
angular,1001,510.0,0.2961334598129927,0.8865677233188136,3.647170860705614e-05,0.43071008739384803,0.2914806472984663,1.476559752929355,0.8304130162703379,-0.43477147545529155,0.0
angular,881,520.0,0.27516101471956506,0.817324087812719,3.388874852308586e-05,0.47595978471913264,0.2718769211765454,1.4813302612629269,0.8551314142678348,-0.4361622311972621,0.0
angular,1009,520.0,0.28635426943701375,0.9420217890949969,3.526730643639003e-05,0.3749062385669536,0.28464442859895317,1.4914467786934817,0.8056946182728411,-0.4367460197247934,0.0
