candidate,reference,rms_jump_ratio,ci95_low,ci95_high
mace,gatr,1.062577958623963,1.0528378529381768,1.0722793280736045
mace,tda,1.949729475959933,1.8801114799297205,2.018058084133591
mace,soap,1.2321041662289371,1.2118001885665661,1.2517522268202446
mace,bond_order,2.6039366561714052,2.5476562362804382,2.6681148103045764
mace,radial,1.0935482365040894,1.0777285105551393,1.1085334083012441
mace,angular,1.4093737555601509,1.3414318691708405,1.4759645521047609
