source_id,population,method,metric,value,samples
860,all,encoder,present/bond_order,1.2987653017044067,8
861,all,encoder,present/bond_order,0.7820267081260681,8
860,all,encoder,future/0.75ps/bond_order,1.2340316772460938,8
861,all,encoder,future/0.75ps/bond_order,0.7936222553253174,8
860,all,persistence,future/0.75ps/bond_order,0.09801698476076126,8
861,all,persistence,future/0.75ps/bond_order,0.1436147391796112,8
860,all,encoder,delta/0.75ps/bond_order,0.1222454160451889,8
861,all,encoder,delta/0.75ps/bond_order,0.16284193098545074,8
860,all,encoder,future/1.5ps/bond_order,1.140580177307129,8
861,all,encoder,future/1.5ps/bond_order,0.8201377391815186,8
860,all,persistence,future/1.5ps/bond_order,0.0635809525847435,8
861,all,persistence,future/1.5ps/bond_order,0.14830321073532104,8
860,all,encoder,delta/1.5ps/bond_order,0.08230365812778473,8
861,all,encoder,delta/1.5ps/bond_order,0.18364819884300232,8
860,all,encoder,future/3ps/bond_order,1.1795587539672852,8
861,all,encoder,future/3ps/bond_order,0.912051260471344,8
860,all,persistence,future/3ps/bond_order,0.07061637192964554,8
861,all,persistence,future/3ps/bond_order,0.15938395261764526,8
860,all,encoder,delta/3ps/bond_order,0.11858540773391724,8
861,all,encoder,delta/3ps/bond_order,0.18968355655670166,8
860,all,encoder,present/instantaneous_TDA_H0,0.9776738882064819,8
861,all,encoder,present/instantaneous_TDA_H0,0.9649195671081543,8
860,all,encoder,future/0.75ps/instantaneous_TDA_H0,0.7596323490142822,8
861,all,encoder,future/0.75ps/instantaneous_TDA_H0,1.1523510217666626,8
860,all,persistence,future/0.75ps/instantaneous_TDA_H0,0.21708890795707703,8
861,all,persistence,future/0.75ps/instantaneous_TDA_H0,0.33418184518814087,8
860,all,encoder,delta/0.75ps/instantaneous_TDA_H0,0.2399592101573944,8
861,all,encoder,delta/0.75ps/instantaneous_TDA_H0,0.35599666833877563,8
860,all,encoder,future/1.5ps/instantaneous_TDA_H0,1.2534980773925781,8
861,all,encoder,future/1.5ps/instantaneous_TDA_H0,0.8138535022735596,8
860,all,persistence,future/1.5ps/instantaneous_TDA_H0,0.3097273111343384,8
861,all,persistence,future/1.5ps/instantaneous_TDA_H0,0.3475845456123352,8
860,all,encoder,delta/1.5ps/instantaneous_TDA_H0,0.310330331325531,8
861,all,encoder,delta/1.5ps/instantaneous_TDA_H0,0.36611828207969666,8
860,all,encoder,future/3ps/instantaneous_TDA_H0,1.112415075302124,8
861,all,encoder,future/3ps/instantaneous_TDA_H0,1.1148498058319092,8
860,all,persistence,future/3ps/instantaneous_TDA_H0,0.28621453046798706,8
861,all,persistence,future/3ps/instantaneous_TDA_H0,0.10775630176067352,8
860,all,encoder,delta/3ps/instantaneous_TDA_H0,0.30375558137893677,8
861,all,encoder,delta/3ps/instantaneous_TDA_H0,0.15132631361484528,8
860,all,encoder,present/instantaneous_TDA_H1,1.0036330223083496,8
861,all,encoder,present/instantaneous_TDA_H1,0.9872822761535645,8
860,all,encoder,future/0.75ps/instantaneous_TDA_H1,0.998809814453125,8
861,all,encoder,future/0.75ps/instantaneous_TDA_H1,1.0364205837249756,8
860,all,persistence,future/0.75ps/instantaneous_TDA_H1,0.14333349466323853,8
861,all,persistence,future/0.75ps/instantaneous_TDA_H1,0.11028335988521576,8
860,all,encoder,delta/0.75ps/instantaneous_TDA_H1,0.16118142008781433,8
861,all,encoder,delta/0.75ps/instantaneous_TDA_H1,0.1271924525499344,8
860,all,encoder,future/1.5ps/instantaneous_TDA_H1,1.1338247060775757,8
861,all,encoder,future/1.5ps/instantaneous_TDA_H1,0.8786141276359558,8
860,all,persistence,future/1.5ps/instantaneous_TDA_H1,0.10728786885738373,8
861,all,persistence,future/1.5ps/instantaneous_TDA_H1,0.16579760611057281,8
860,all,encoder,delta/1.5ps/instantaneous_TDA_H1,0.1259637176990509,8
861,all,encoder,delta/1.5ps/instantaneous_TDA_H1,0.18482457101345062,8
860,all,encoder,future/3ps/instantaneous_TDA_H1,1.0548381805419922,8
861,all,encoder,future/3ps/instantaneous_TDA_H1,1.0328243970870972,8
860,all,persistence,future/3ps/instantaneous_TDA_H1,0.12463466823101044,8
861,all,persistence,future/3ps/instantaneous_TDA_H1,0.23528702557086945,8
860,all,encoder,delta/3ps/instantaneous_TDA_H1,0.15223705768585205,8
861,all,encoder,delta/3ps/instantaneous_TDA_H1,0.2602604031562805,8
860,all,encoder,present/instantaneous_TDA_H2,0.959162712097168,8
861,all,encoder,present/instantaneous_TDA_H2,1.1482295989990234,8
860,all,encoder,future/0.75ps/instantaneous_TDA_H2,1.0347787141799927,8
861,all,encoder,future/0.75ps/instantaneous_TDA_H2,0.9689165353775024,8
860,all,persistence,future/0.75ps/instantaneous_TDA_H2,0.08166228979825974,8
861,all,persistence,future/0.75ps/instantaneous_TDA_H2,0.12956111133098602,8
860,all,encoder,delta/0.75ps/instantaneous_TDA_H2,0.09935325384140015,8
861,all,encoder,delta/0.75ps/instantaneous_TDA_H2,0.1468035876750946,8
860,all,encoder,future/1.5ps/instantaneous_TDA_H2,1.0683350563049316,8
861,all,encoder,future/1.5ps/instantaneous_TDA_H2,0.910778284072876,8
860,all,persistence,future/1.5ps/instantaneous_TDA_H2,0.08562290668487549,8
861,all,persistence,future/1.5ps/instantaneous_TDA_H2,0.16891437768936157,8
860,all,encoder,delta/1.5ps/instantaneous_TDA_H2,0.10513944923877716,8
861,all,encoder,delta/1.5ps/instantaneous_TDA_H2,0.19016438722610474,8
860,all,encoder,future/3ps/instantaneous_TDA_H2,1.0975667238235474,8
861,all,encoder,future/3ps/instantaneous_TDA_H2,0.9273953437805176,8
860,all,persistence,future/3ps/instantaneous_TDA_H2,0.09398209303617477,8
861,all,persistence,future/3ps/instantaneous_TDA_H2,0.1540185958147049,8
860,all,encoder,delta/3ps/instantaneous_TDA_H2,0.12039261311292648,8
861,all,encoder,delta/3ps/instantaneous_TDA_H2,0.18864107131958008,8
860,all,encoder,present/motion_even,0.6537201404571533,8
861,all,encoder,present/motion_even,0.8442100286483765,8
860,all,encoder,future/0.75ps/motion_even,0.5590918064117432,8
861,all,encoder,future/0.75ps/motion_even,0.83913654088974,8
860,all,persistence,future/0.75ps/motion_even,1.1053996086120605,8
861,all,persistence,future/0.75ps/motion_even,1.378274917602539,8
860,all,encoder,delta/0.75ps/motion_even,1.0881702899932861,8
861,all,encoder,delta/0.75ps/motion_even,1.4124901294708252,8
860,all,encoder,future/1.5ps/motion_even,1.297489881515503,8
861,all,encoder,future/1.5ps/motion_even,1.1171181201934814,8
860,all,persistence,future/1.5ps/motion_even,1.3113210201263428,8
861,all,persistence,future/1.5ps/motion_even,1.62196683883667,8
860,all,encoder,delta/1.5ps/motion_even,1.3400423526763916,8
861,all,encoder,delta/1.5ps/motion_even,1.7073602676391602,8
860,all,encoder,future/3ps/motion_even,1.319088101387024,8
861,all,encoder,future/3ps/motion_even,1.492954969406128,8
860,all,persistence,future/3ps/motion_even,2.2787511348724365,8
861,all,persistence,future/3ps/motion_even,2.58493709564209,8
860,all,encoder,delta/3ps/motion_even,2.295684337615967,8
861,all,encoder,delta/3ps/motion_even,2.721799612045288,8
860,all,encoder,present/motion_odd,1.0372250080108643,8
861,all,encoder,present/motion_odd,0.9738990068435669,8
860,all,encoder,future/0.75ps/motion_odd,1.1983222961425781,8
861,all,encoder,future/0.75ps/motion_odd,0.7615274786949158,8
860,all,persistence,future/0.75ps/motion_odd,3.404402017593384,8
861,all,persistence,future/0.75ps/motion_odd,1.7949531078338623,8
860,all,encoder,delta/0.75ps/motion_odd,3.417686939239502,8
861,all,encoder,delta/0.75ps/motion_odd,1.7979741096496582,8
860,all,encoder,future/1.5ps/motion_odd,0.8838295340538025,8
861,all,encoder,future/1.5ps/motion_odd,0.7451614141464233,8
860,all,persistence,future/1.5ps/motion_odd,1.1810433864593506,8
861,all,persistence,future/1.5ps/motion_odd,0.9141828417778015,8
860,all,encoder,delta/1.5ps/motion_odd,1.2025847434997559,8
861,all,encoder,delta/1.5ps/motion_odd,0.87972491979599,8
860,all,encoder,future/3ps/motion_odd,1.7355459928512573,8
861,all,encoder,future/3ps/motion_odd,0.9093040227890015,8
860,all,persistence,future/3ps/motion_odd,1.821114182472229,8
861,all,persistence,future/3ps/motion_odd,1.4933205842971802,8
860,all,encoder,delta/3ps/motion_odd,1.8661969900131226,8
861,all,encoder,delta/3ps/motion_odd,1.5520248413085938,8
