horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,459,7,0.03244534879922867,0.18914749522154625,0.7976533509855022,0.0363454447129427,0.0068797168897836575,0.03786044464010565,0.26249999999999996,0.4476744186046512,0.04949286967131855,3,4,0.0,0.4476744186046512
3.0,459,15,0.049509696662425995,0.3645912943045738,0.8062939371637896,0.08074777610124023,0.01433596147591312,0.08742387555946876,0.44646924829157175,0.45237096097356266,0.05372864321608041,6,9,1.4464285714285716,0.1615610574905581
9.0,314,22,0.08263515681028366,0.36604152180749006,0.7859388187573119,0.10104732864713825,0.02701340898606489,0.1138418079096045,0.3504380475594493,0.34739454094292804,0.082722346190628,6,16,6.1607142857142865,0.07444168734491316
