population,method,metric,value,sources,ci95_low,ci95_high
all,encoder,delta/0.75ps/bond_order,0.14388307183980942,2,0.12453781068325043,0.1632283329963684
all,encoder,delta/0.75ps/instantaneous_TDA_H0,0.2987212687730789,2,0.24120107293128967,0.35624146461486816
all,encoder,delta/0.75ps/instantaneous_TDA_H1,0.1453717276453972,2,0.12787212431430817,0.1628713309764862
all,encoder,delta/0.75ps/instantaneous_TDA_H2,0.12394951283931732,2,0.1004331111907959,0.14746591448783875
all,encoder,delta/0.75ps/motion_even,1.2485798597335815,2,1.0862377882003784,1.4109219312667847
all,encoder,delta/0.75ps/motion_odd,2.610384225845337,2,1.7942190170288086,3.4265494346618652
all,encoder,delta/1.5ps/bond_order,0.13414940237998962,2,0.08407330513000488,0.18422549962997437
all,encoder,delta/1.5ps/instantaneous_TDA_H0,0.33683863282203674,2,0.3079357147216797,0.3657415509223938
all,encoder,delta/1.5ps/instantaneous_TDA_H1,0.15696053951978683,2,0.12824183702468872,0.18567924201488495
all,encoder,delta/1.5ps/instantaneous_TDA_H2,0.14892427623271942,2,0.10642379522323608,0.19142475724220276
all,encoder,delta/1.5ps/motion_even,1.5204668045043945,2,1.3331185579299927,1.7078150510787964
all,encoder,delta/1.5ps/motion_odd,1.046808660030365,2,0.8864682912826538,1.2071490287780762
all,encoder,delta/3ps/bond_order,0.15541056543588638,2,0.11999760568141937,0.1908235251903534
all,encoder,delta/3ps/instantaneous_TDA_H0,0.22711440175771713,2,0.152028426527977,0.3022003769874573
all,encoder,delta/3ps/instantaneous_TDA_H1,0.20777355134487152,2,0.1545810103416443,0.26096609234809875
all,encoder,delta/3ps/instantaneous_TDA_H2,0.15604156628251076,2,0.12150339037179947,0.19057974219322205
all,encoder,delta/3ps/motion_even,2.509600043296814,2,2.2937533855438232,2.7254467010498047
all,encoder,delta/3ps/motion_odd,1.69523423910141,2,1.5315042734146118,1.858964204788208
all,encoder,future/0.75ps/bond_order,1.0172629356384277,2,0.7895849943161011,1.2449408769607544
all,encoder,future/0.75ps/instantaneous_TDA_H0,0.9518784284591675,2,0.7499780654907227,1.1537787914276123
all,encoder,future/0.75ps/instantaneous_TDA_H1,1.0175245106220245,2,0.9964554905891418,1.0385935306549072
all,encoder,future/0.75ps/instantaneous_TDA_H2,1.001687079668045,2,0.9674753546714783,1.0358988046646118
all,encoder,future/0.75ps/motion_even,0.7013863921165466,2,0.5584350824356079,0.8443377017974854
all,encoder,future/0.75ps/motion_odd,0.9822160303592682,2,0.7629628777503967,1.2014691829681396
all,encoder,future/1.5ps/bond_order,0.98390331864357,2,0.8168291449546814,1.1509774923324585
all,encoder,future/1.5ps/instantaneous_TDA_H0,1.0303176045417786,2,0.8150650262832642,1.245570182800293
all,encoder,future/1.5ps/instantaneous_TDA_H1,1.0057927072048187,2,0.8804556727409363,1.1311297416687012
all,encoder,future/1.5ps/instantaneous_TDA_H2,0.98943892121315,2,0.9095553755760193,1.0693224668502808
all,encoder,future/1.5ps/motion_even,1.2114466428756714,2,1.1214110851287842,1.3014822006225586
all,encoder,future/1.5ps/motion_odd,0.8179643750190735,2,0.7504129409790039,0.8855158090591431
all,encoder,future/3ps/bond_order,1.0496276021003723,2,0.90985107421875,1.1894041299819946
all,encoder,future/3ps/instantaneous_TDA_H0,1.1111273169517517,2,1.1062346696853638,1.1160199642181396
all,encoder,future/3ps/instantaneous_TDA_H1,1.0438522100448608,2,1.0350162982940674,1.0526881217956543
all,encoder,future/3ps/instantaneous_TDA_H2,1.012843370437622,2,0.9272992610931396,1.0983874797821045
all,encoder,future/3ps/motion_even,1.4023914337158203,2,1.317190408706665,1.4875924587249756
all,encoder,future/3ps/motion_odd,1.3181750178337097,2,0.9030990600585938,1.7332509756088257
all,encoder,path/0.75ps/mean_std_qbar6,0.5097003281116486,2,0.3042972683906555,0.7151033878326416
all,encoder,path/1.5ps/mean_std_qbar6,0.5292622745037079,2,0.2897031903266907,0.7688213586807251
all,encoder,path/3ps/mean_std_qbar6,0.5550889670848846,2,0.24408280849456787,0.8660951256752014
all,encoder,present/bond_order,1.040504276752472,2,0.7793872356414795,1.3016213178634644
all,encoder,present/instantaneous_TDA_H0,0.971974790096283,2,0.9707804918289185,0.9731690883636475
all,encoder,present/instantaneous_TDA_H1,0.9962222576141357,2,0.9846391677856445,1.007805347442627
all,encoder,present/instantaneous_TDA_H2,1.0547943115234375,2,0.9636443853378296,1.1459442377090454
all,encoder,present/motion_even,0.7499153017997742,2,0.6548187732696533,0.845011830329895
all,encoder,present/motion_odd,1.0038976967334747,2,0.9715819954872131,1.0362133979797363
all,encoder,temporal/0.75ps/covariance_trace,0.02575927972793579,2,0.019130144268274307,0.032388415187597275
all,encoder,temporal/0.75ps/increment_p95,0.24011185169219967,2,0.23601775169372555,0.24420595169067383
all,encoder,temporal/0.75ps/increment_rms,0.17464269697666168,2,0.15955835580825806,0.1897270381450653
all,encoder,temporal/0.75ps/normalized_rms_jump,0.780589787952137,2,0.7454514641826974,0.8157281117215766
all,persistence,future/0.75ps/bond_order,0.12081586197018623,2,0.09801698476076126,0.1436147391796112
all,persistence,future/0.75ps/instantaneous_TDA_H0,0.27563537657260895,2,0.21708890795707703,0.33418184518814087
all,persistence,future/0.75ps/instantaneous_TDA_H1,0.12680842727422714,2,0.11028335988521576,0.14333349466323853
all,persistence,future/0.75ps/instantaneous_TDA_H2,0.10561170056462288,2,0.08166228979825974,0.12956111133098602
all,persistence,future/0.75ps/motion_even,1.2418372631072998,2,1.1053996086120605,1.378274917602539
all,persistence,future/0.75ps/motion_odd,2.599677562713623,2,1.7949531078338623,3.404402017593384
