domain,input_domain,target_domain,representation,family,probe,target_group,initial_rmse,final_rmse,rmse_change_percent
paired_relaxed,relaxed,relaxed,exported,radial,ridge,weighted_count,0.1597378794001197,0.2417273315950394,51.327495083084386
paired_relaxed,relaxed,relaxed,exported,radial,ridge,weighted_density,0.1597378793993471,0.2417273315930991,51.327495082601615
paired_relaxed,relaxed,relaxed,exported,radial,ridge,weighted_radius,0.1892298569562648,0.2795628456377628,47.73717537733801
paired_relaxed,relaxed,relaxed,exported,radial,ridge,weighted_radius_squared,0.199863437803604,0.2924124911007615,46.306144992913076
paired_relaxed,relaxed,relaxed,exported,rich,residual,l0,0.1682084900151038,0.2095102429640776,24.553905064640457
paired_relaxed,relaxed,relaxed,exported,rich,residual,l2,0.7625059779872745,0.7759437464906255,1.7623164789896562
paired_relaxed,relaxed,relaxed,exported,rich,residual,l4,0.6050608588702819,0.6125424779305552,1.2365068654816458
paired_relaxed,relaxed,relaxed,exported,rich,residual,l6,0.4037188542537131,0.4119941379054306,2.049763979196517
paired_relaxed,relaxed,relaxed,exported,rich,ridge,l0,0.1676714459956637,0.2098053846032003,25.128869353596595
paired_relaxed,relaxed,relaxed,exported,rich,ridge,l2,0.7626553821203923,0.7758551830340004,1.7307687355341272
paired_relaxed,relaxed,relaxed,exported,rich,ridge,l4,0.6051588682398044,0.612663828179552,1.240163589038512
paired_relaxed,relaxed,relaxed,exported,rich,ridge,l6,0.4033133190962805,0.4119437592082817,2.1398847256866693
paired_relaxed,relaxed,relaxed,pooled,angular,residual,q4,0.7702016467222349,0.7661652456548221,-0.524070687798528
paired_relaxed,relaxed,relaxed,pooled,angular,residual,q6,0.76099336281471,0.7711414145224461,1.3335269666743477
paired_relaxed,relaxed,relaxed,pooled,angular,residual,w4,0.8098651942821137,0.8103501786513138,0.05988457988121976
paired_relaxed,relaxed,relaxed,pooled,angular,residual,w6,1.029908175471474,1.0306047105987908,0.06763079892999624
paired_relaxed,relaxed,relaxed,pooled,angular,ridge,q4,0.767300072785331,0.7661652456548221,-0.14789873880624027
paired_relaxed,relaxed,relaxed,pooled,angular,ridge,q6,0.7640675595622599,0.7711414145224461,0.9258153774044375
paired_relaxed,relaxed,relaxed,pooled,angular,ridge,w4,0.8140396441028043,0.8103501786513138,-0.4532292104221569
paired_relaxed,relaxed,relaxed,pooled,angular,ridge,w6,1.0263771659800118,1.0306047105987908,0.4118899717281188
paired_relaxed,relaxed,relaxed,pooled,radial,residual,nearest_distance,0.2763572932699942,0.2860002113966173,3.4892938820334285
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_00,0.0059185001390951,0.0076722664952541,29.631939088323467
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_01,0.0687953604831104,0.1225771233052262,78.17643870812987
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_02,0.0176478231516702,0.055863304365688,216.54501456402608
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_03,0.0028740024685852,0.0127069006656677,342.13255919445993
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_04,0.0027084946761245,0.0134688670660307,397.28239027971364
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_05,0.0368695401514421,0.0496650573655316,34.70484622680876
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_06,0.2554046785345423,0.2488609344178497,-2.5621081627162035
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_07,0.3023960001683922,0.3311002598339225,9.492274914200593
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_08,0.4800165869654343,0.5032522480241599,4.840595448089968
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_09,0.2378128101720507,0.2202918908670899,-7.3675254467095
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_10,0.1595554772532979,0.191722154854856,20.160183877920247
paired_relaxed,relaxed,relaxed,pooled,radial,residual,radial_bin_11,0.3995906470391195,0.3920373620646057,-1.8902556980454843
paired_relaxed,relaxed,relaxed,pooled,radial,residual,weighted_count,0.1468460375115877,0.1598791968138846,8.875390526808346
paired_relaxed,relaxed,relaxed,pooled,radial,residual,weighted_density,0.1468460375162891,0.1598791968023507,8.875390515468196
paired_relaxed,relaxed,relaxed,pooled,radial,residual,weighted_radius,0.1809292156325886,0.1998456660316424,10.455166310711949
paired_relaxed,relaxed,relaxed,pooled,radial,residual,weighted_radius_squared,0.191754201358726,0.2119555780960287,10.535037352068644
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,nearest_distance,0.294175042048993,0.2886019919344154,-1.8944673469782125
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_00,0.0057111094588173,0.0078011933548804,36.59681032441515
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_01,0.0698742016222691,0.1242887022022972,77.8749514365629
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_02,0.0173962883103615,0.0564208326788929,224.32684301563208
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_03,0.0026185979493537,0.0128297480643053,389.9472279611244
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_04,0.0026888095354061,0.0136859853272896,408.99794675202077
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_05,0.0385454566255394,0.0501747363896429,30.170299646672728
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_06,0.2755706837619179,0.2526426309373556,-8.32020754586914
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_07,0.3173263647632195,0.33673905710295,6.117579405737583
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_08,0.4800730795512228,0.5095647967672857,6.143172461082824
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_09,0.2425585980014592,0.2220914939178448,-8.438003951313766
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_10,0.1613396725025034,0.1923220482101504,19.2031973457528
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,radial_bin_11,0.3996544492450805,0.3914763852680471,-2.046283731478815
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,weighted_count,0.1491341395370511,0.1600568717239349,7.324099110230997
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,weighted_density,0.1491341395362987,0.1600568717239021,7.324099110750448
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,weighted_radius,0.1842680413626252,0.2008100103085204,8.977123121063556
paired_relaxed,relaxed,relaxed,pooled,radial,ridge,weighted_radius_squared,0.1954505630111535,0.2129599949003258,8.958496521789572
paired_relaxed,relaxed,relaxed,pooled,rich,residual,l0,0.1664522563254412,0.175054284979859,5.167865455424914
paired_relaxed,relaxed,relaxed,pooled,rich,residual,l2,0.7692764560130613,0.7637292299379378,-0.7210965618099308
paired_relaxed,relaxed,relaxed,pooled,rich,residual,l4,0.6057848832398912,0.60800990568922,0.36729580266658957
paired_relaxed,relaxed,relaxed,pooled,rich,residual,l6,0.4048215434013519,0.4055872544790874,0.18914780851382318
paired_relaxed,relaxed,relaxed,pooled,rich,ridge,l0,0.1685073578055016,0.1753930713996551,4.086298476118344
paired_relaxed,relaxed,relaxed,pooled,rich,ridge,l2,0.7753073727772793,0.7666243555731871,-1.1199451351775802
paired_relaxed,relaxed,relaxed,pooled,rich,ridge,l4,0.61176089829491,0.6108068547824458,-0.15595039093267982
paired_relaxed,relaxed,relaxed,pooled,rich,ridge,l6,0.4037232553977314,0.4069309002844991,0.7945157589714924
pilot,melt,melt,exported,angular,residual,q4,0.9454038308755226,0.9612054691744208,1.6714167832665439
pilot,melt,melt,exported,angular,residual,q6,0.8915847779131542,0.8943768962961806,0.3131635321950599
pilot,melt,melt,exported,angular,residual,w4,1.0268411036899434,1.004323959431719,-2.1928557570698337
pilot,melt,melt,exported,angular,residual,w6,1.0094801495984815,0.9983875726920812,-1.0988405181431626
pilot,melt,melt,exported,angular,ridge,q4,0.946486937748696,0.9615275056762564,1.5890940833621858
pilot,melt,melt,exported,angular,ridge,q6,0.8905268674608136,0.8946943454160711,0.4679789131057266
pilot,melt,melt,exported,angular,ridge,w4,1.026797101410859,1.0040133311287949,-2.2189164977928333
pilot,melt,melt,exported,angular,ridge,w6,1.0088865169569403,0.9984778685789693,-1.0316966480398815
pilot,melt,melt,exported,radial,residual,nearest_distance,0.2521976627858096,0.3102509402884071,23.018959359628145
pilot,melt,melt,exported,radial,residual,radial_bin_00,0.1375561218201297,0.209984455519813,52.65366073230213
pilot,melt,melt,exported,radial,residual,radial_bin_01,0.0857306598157116,0.1560975170605092,82.0789871395597
pilot,melt,melt,exported,radial,residual,radial_bin_02,0.0215900857959145,0.0630532507177166,192.04724480366906
pilot,melt,melt,exported,radial,residual,radial_bin_03,0.0033246931236165,0.0095437541917236,187.05669476472448
pilot,melt,melt,exported,radial,residual,radial_bin_04,0.0053412670217965,0.021404505913298,300.73836087862793
pilot,melt,melt,exported,radial,residual,radial_bin_05,0.0505320160374653,0.0763999978955294,51.19127216077255
pilot,melt,melt,exported,radial,residual,radial_bin_06,0.3834532558068869,0.3867082879898665,0.8488732677807587
pilot,melt,melt,exported,radial,residual,radial_bin_07,0.5417349005058306,0.5790498475439239,6.888045611100813
pilot,melt,melt,exported,radial,residual,radial_bin_08,0.6032747773869219,0.6200340173211789,2.778044195192364
pilot,melt,melt,exported,radial,residual,radial_bin_09,0.4319699065722047,0.5102770296305884,18.127911659349483
pilot,melt,melt,exported,radial,residual,radial_bin_10,0.42511106596351,0.729054101396408,71.49732382148512
pilot,melt,melt,exported,radial,residual,radial_bin_11,0.5542810262837976,0.6929083444907072,25.010294712114312
pilot,melt,melt,exported,radial,residual,weighted_count,0.1984458899892719,0.368296262492141,85.5902697264485
pilot,melt,melt,exported,radial,residual,weighted_density,0.1984458899316514,0.3682962624745818,85.59026977148791
pilot,melt,melt,exported,radial,residual,weighted_radius,0.3218261485475466,0.5497791741696151,70.83110761846336
pilot,melt,melt,exported,radial,residual,weighted_radius_squared,0.3564496935798358,0.6041561415617435,69.4926808588847
pilot,melt,melt,exported,radial,ridge,nearest_distance,0.2903925472589101,0.3086531028884074,6.288231499693553
pilot,melt,melt,exported,radial,ridge,radial_bin_00,0.1368379541992656,0.2094080236044376,53.03358255378061
pilot,melt,melt,exported,radial,ridge,radial_bin_01,0.0854316535879623,0.1558919376816691,82.47561780032659
pilot,melt,melt,exported,radial,ridge,radial_bin_02,0.021547911865245,0.0628133838693283,191.5056654312806
pilot,melt,melt,exported,radial,ridge,radial_bin_03,0.0030451468388764,0.0093443762816197,206.8612706068254
pilot,melt,melt,exported,radial,ridge,radial_bin_04,0.0051595412629839,0.0206268565652582,299.7808237961283
pilot,melt,melt,exported,radial,ridge,radial_bin_05,0.0502891281973535,0.0766574440126937,52.43343195742227
pilot,melt,melt,exported,radial,ridge,radial_bin_06,0.385772534634142,0.3857760264457388,0.0009051477964927557
pilot,melt,melt,exported,radial,ridge,radial_bin_07,0.5439280901009891,0.5796809683843419,6.573089151677158
pilot,melt,melt,exported,radial,ridge,radial_bin_08,0.6043027948025917,0.6164251955199321,2.0060143394339924
pilot,melt,melt,exported,radial,ridge,radial_bin_09,0.4335086594016247,0.5093120670167214,17.486019245781325
pilot,melt,melt,exported,radial,ridge,radial_bin_10,0.425910902407655,0.7245321766783687,70.11355487324253
pilot,melt,melt,exported,radial,ridge,radial_bin_11,0.5526474426630392,0.6931231562834651,25.418685182639457
pilot,melt,melt,exported,radial,ridge,weighted_count,0.1983182882426348,0.3660069070572586,84.55529759790139
pilot,melt,melt,exported,radial,ridge,weighted_density,0.1983182882422805,0.3660069070547443,84.55529759696331
pilot,melt,melt,exported,radial,ridge,weighted_radius,0.3225802532685152,0.5480552034859789,69.89731948340273
pilot,melt,melt,exported,radial,ridge,weighted_radius_squared,0.3575265422432229,0.60196524506629,68.36938630888476
pilot,melt,melt,exported,rich,residual,l0,0.2488325754950775,0.3518858722319608,41.41471289755705
pilot,melt,melt,exported,rich,residual,l2,0.7922100867740499,0.7962764676580253,0.513295772404776
pilot,melt,melt,exported,rich,residual,l4,0.7901469781841487,0.7971489791770127,0.8861643701979949
pilot,melt,melt,exported,rich,residual,l6,0.8109900760123238,0.8116257760101342,0.07838566914852851
pilot,melt,melt,exported,rich,ridge,l0,0.2489313171796677,0.3522145602877179,41.49065865967554
pilot,melt,melt,exported,rich,ridge,l2,0.792167829763163,0.7965968022569275,0.5590952229262536
pilot,melt,melt,exported,rich,ridge,l4,0.7903341179809028,0.7974061127447452,0.8948107645801118
pilot,melt,melt,exported,rich,ridge,l6,0.8106146090391954,0.8116621799645917,0.12923168589793477
pilot,melt,melt,pooled,angular,residual,q4,0.9288924638553616,0.9342644305264336,0.578319545060757
pilot,melt,melt,pooled,angular,residual,q6,0.8888169764500714,0.8829087836410502,-0.6647254682981552
pilot,melt,melt,pooled,angular,residual,w4,1.017026389624559,1.009219147034961,-0.767653884820052
pilot,melt,melt,pooled,angular,residual,w6,0.998249202133142,0.9949981270053306,-0.32567770861867684
pilot,melt,melt,pooled,angular,ridge,q4,0.9288924638553616,0.9342644305264336,0.578319545060757
pilot,melt,melt,pooled,angular,ridge,q6,0.8888169764500714,0.8829087836410502,-0.6647254682981552
pilot,melt,melt,pooled,angular,ridge,w4,1.017026389624559,1.009219147034961,-0.767653884820052
pilot,melt,melt,pooled,angular,ridge,w6,0.998249202133142,0.9949981270053306,-0.32567770861867684
pilot,melt,melt,pooled,radial,residual,nearest_distance,0.3135750582775358,0.3705331349530272,18.164096656271546
pilot,melt,melt,pooled,radial,residual,radial_bin_00,0.1602258209225511,0.216299546403179,34.996684777625475
pilot,melt,melt,pooled,radial,residual,radial_bin_01,0.1076603108703277,0.1688343884774871,56.82138302650919
pilot,melt,melt,pooled,radial,residual,radial_bin_02,0.0294170040773997,0.0709087962917211,141.04696761489194
pilot,melt,melt,pooled,radial,residual,radial_bin_03,0.0034505599198656,0.0142870383812206,314.04985605284264
pilot,melt,melt,pooled,radial,residual,radial_bin_04,0.0065363157280354,0.0293647263658004,349.2550174687853
pilot,melt,melt,pooled,radial,residual,radial_bin_05,0.0501255619165171,0.0744375918034934,48.5022590419383
pilot,melt,melt,pooled,radial,residual,radial_bin_06,0.3873919671354442,0.3555441468824664,-8.221084316351568
pilot,melt,melt,pooled,radial,residual,radial_bin_07,0.5372355003935281,0.5632724393264171,4.846466570771457
pilot,melt,melt,pooled,radial,residual,radial_bin_08,0.5837347861986223,0.6124236462978755,4.914707976558974
pilot,melt,melt,pooled,radial,residual,radial_bin_09,0.4013595647616236,0.4470287090415308,11.378611173009201
pilot,melt,melt,pooled,radial,residual,radial_bin_10,0.4034325331014303,0.5071378899345873,25.705749617144424
pilot,melt,melt,pooled,radial,residual,radial_bin_11,0.5367249283655761,0.5576366968977869,3.8961798543419635
pilot,melt,melt,pooled,radial,residual,weighted_count,0.1863420479858142,0.2359500162220155,26.62199367905298
pilot,melt,melt,pooled,radial,residual,weighted_density,0.1863420480542416,0.235950016222022,26.621993632559104
pilot,melt,melt,pooled,radial,residual,weighted_radius,0.3049608021866883,0.3741722592114458,22.695197719996884
pilot,melt,melt,pooled,radial,residual,weighted_radius_squared,0.3389041325792168,0.4161730864939851,22.799649365947804
pilot,melt,melt,pooled,radial,ridge,nearest_distance,0.4237101564539796,0.3956015871657163,-6.633914448382172
pilot,melt,melt,pooled,radial,ridge,radial_bin_00,0.1606939766491696,0.2277526029305853,41.730640861430345
pilot,melt,melt,pooled,radial,ridge,radial_bin_01,0.1106314561364162,0.1771311384162611,60.10919913938964
pilot,melt,melt,pooled,radial,ridge,radial_bin_02,0.0309876726915199,0.073872388476467,138.39282546921618
pilot,melt,melt,pooled,radial,ridge,radial_bin_03,0.0035096879815689,0.0142162664719136,305.05784407532
pilot,melt,melt,pooled,radial,ridge,radial_bin_04,0.0071089756814907,0.0297812651945658,318.92484274641504
pilot,melt,melt,pooled,radial,ridge,radial_bin_05,0.050908436551006,0.0760316491765305,49.3498019731035
pilot,melt,melt,pooled,radial,ridge,radial_bin_06,0.3873661295591157,0.3579986105802963,-7.581333714500104
pilot,melt,melt,pooled,radial,ridge,radial_bin_07,0.5389837666167758,0.5634062721744892,4.531213567157044
pilot,melt,melt,pooled,radial,ridge,radial_bin_08,0.5780135871757456,0.6073268180311205,5.0713740136461904
pilot,melt,melt,pooled,radial,ridge,radial_bin_09,0.4075280749389655,0.4485854601143589,10.074737840219349
pilot,melt,melt,pooled,radial,ridge,radial_bin_10,0.4010441387744301,0.5045710128740222,25.814334156824927
pilot,melt,melt,pooled,radial,ridge,radial_bin_11,0.538845821882885,0.5623202434289375,4.356426382601608
pilot,melt,melt,pooled,radial,ridge,weighted_count,0.1856298584586215,0.2308564949980341,24.363880312656704
pilot,melt,melt,pooled,radial,ridge,weighted_density,0.1856298584586657,0.2308564949980392,24.36388031262984
pilot,melt,melt,pooled,radial,ridge,weighted_radius,0.3120421397434844,0.3718521158876897,19.167275353698177
pilot,melt,melt,pooled,radial,ridge,weighted_radius_squared,0.3450964465531976,0.4134512012148366,19.8074350936853
pilot,melt,melt,pooled,rich,residual,l0,0.2352387363705869,0.2645321991480846,12.452652666587106
pilot,melt,melt,pooled,rich,residual,l2,0.7930113196455026,0.7869895756708815,-0.7593515786525007
pilot,melt,melt,pooled,rich,residual,l4,0.7827490223935077,0.791941606291461,1.1743973655622186
pilot,melt,melt,pooled,rich,residual,l6,0.8064821635771794,0.8038135792757802,-0.33089191824932085
pilot,melt,melt,pooled,rich,ridge,l0,0.2352387363705869,0.2662339203138638,13.176054429423623
pilot,melt,melt,pooled,rich,ridge,l2,0.7930113196455026,0.7868920239983523,-0.7716530011054323
pilot,melt,melt,pooled,rich,ridge,l4,0.7827490223935077,0.7911607032538226,1.074633199105568
pilot,melt,melt,pooled,rich,ridge,l6,0.8064821635771794,0.8031571474915284,-0.412286376043669
