domain,input_domain,target_domain,representation,family,probe,target_group,initial_rmse,final_rmse,rmse_change_percent
paired_relaxed,observed,observed,exported,radial,residual,radial_bin_11,0.5045594586077081,0.5901124003255867,16.955968272590717
paired_relaxed,observed,observed,exported,radial,residual,weighted_count,0.1696119199819543,0.2768380116783284,63.21848824527328
paired_relaxed,observed,observed,exported,radial,residual,weighted_density,0.1696119199359105,0.2768380116468751,63.218488271037224
paired_relaxed,observed,observed,exported,radial,residual,weighted_radius,0.2476624552125058,0.3870299637918847,56.273167630432795
paired_relaxed,observed,observed,exported,radial,residual,weighted_radius_squared,0.2658402115815075,0.4077609298532054,53.38572273449478
paired_relaxed,observed,observed,exported,radial,ridge,nearest_distance,0.3271845764152209,0.3868498184303405,18.235958023705876
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_00,0.0307073861958878,0.0459215313271377,49.54555569854173
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_01,0.0985846971036879,0.1762965207454605,78.82747112367556
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_02,0.0232636171491241,0.068092128078484,192.6979396282222
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_03,0.0030199920197722,0.0099615078675231,229.85212551238808
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_04,0.003405684771196,0.0171671486164396,404.07332944120026
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_05,0.0397639498338427,0.0596284783100742,49.95612498063509
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_06,0.2629029713285163,0.2666161036865161,1.4123584603233708
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_07,0.3807070118531467,0.414346702031842,8.836109956301886
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_08,0.580829578196292,0.5785894910098894,-0.38567030166730687
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_09,0.3055177440562989,0.3292309358769663,7.761641437198374
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_10,0.2645712652073572,0.4114189433113875,55.50401627664998
paired_relaxed,observed,observed,exported,radial,ridge,radial_bin_11,0.5037426660359517,0.5898471227574937,17.092944975083135
paired_relaxed,observed,observed,exported,radial,ridge,weighted_count,0.1693803574091546,0.2769668584358213,63.51769630924862
paired_relaxed,observed,observed,exported,radial,ridge,weighted_density,0.1693803574114756,0.2769668584375032,63.51769630800091
paired_relaxed,observed,observed,exported,radial,ridge,weighted_radius,0.2471433774650284,0.3869098455692824,56.55278710595082
paired_relaxed,observed,observed,exported,radial,ridge,weighted_radius_squared,0.2652690211403408,0.4076030083738809,53.656467921385456
paired_relaxed,observed,observed,exported,rich,residual,l0,0.1928803323100989,0.2524351795698745,30.87657852228689
paired_relaxed,observed,observed,exported,rich,residual,l2,0.8165497850485801,0.8206117797031859,0.4974582969688779
paired_relaxed,observed,observed,exported,rich,residual,l4,0.6942668324832569,0.7037245101021632,1.3622539888702434
paired_relaxed,observed,observed,exported,rich,residual,l6,0.5074525874348911,0.516924683172325,1.8665971899590073
paired_relaxed,observed,observed,exported,rich,ridge,l0,0.1928803323100989,0.252297206233023,30.805045393326047
paired_relaxed,observed,observed,exported,rich,ridge,l2,0.8165497850485801,0.8206004581301146,0.49607178346064984
paired_relaxed,observed,observed,exported,rich,ridge,l4,0.6942668324832569,0.7037564961181381,1.3668611535046837
paired_relaxed,observed,observed,exported,rich,ridge,l6,0.5074525874348911,0.5165102330894553,1.784924518830322
paired_relaxed,observed,observed,pooled,angular,residual,q4,0.8997474959928543,0.8906954206703781,-1.0060684095027583
paired_relaxed,observed,observed,pooled,angular,residual,q6,0.9005029612984026,0.8574060243408974,-4.785873984841238
paired_relaxed,observed,observed,pooled,angular,residual,w4,0.9157500798556978,0.917432980575814,0.18377292638418474
paired_relaxed,observed,observed,pooled,angular,residual,w6,1.0925697590505443,1.100920958798381,0.7643630696033465
paired_relaxed,observed,observed,pooled,angular,ridge,q4,0.9022372476726136,0.8886781259064301,-1.5028332959163726
paired_relaxed,observed,observed,pooled,angular,ridge,q6,0.899522286499729,0.8603324364592724,-4.35674030856471
paired_relaxed,observed,observed,pooled,angular,ridge,w4,0.91576705529549,0.9210588870364836,0.5778578417287683
paired_relaxed,observed,observed,pooled,angular,ridge,w6,1.0825587949777409,1.0987390183998074,1.494627681852534
paired_relaxed,observed,observed,pooled,radial,residual,nearest_distance,0.3965140478538975,0.4356855501860174,9.878969621412592
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_00,0.0363724672257964,0.0471432753001788,29.612530839655072
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_01,0.1208540153774619,0.1836918129438174,51.99479501785269
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_02,0.0292698548950096,0.0748260957227054,155.64218200296912
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_03,0.003229564880671,0.0150436802707222,365.81136551115225
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_04,0.0045588907044041,0.0233737780454242,412.7075764910101
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_05,0.0429421614275568,0.0627451797002627,46.11556012641207
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_06,0.2603290449413533,0.2397750158885437,-7.895403702433579
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_07,0.3966570421133877,0.4106518428247122,3.528186626099017
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_08,0.5703583021699291,0.5767115930044427,1.1139122215531039
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_09,0.2894615213585308,0.276293189869577,-4.549251115364427
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_10,0.2496467395961952,0.3017241300835794,20.86043285468884
paired_relaxed,observed,observed,pooled,radial,residual,radial_bin_11,0.4762153411012123,0.4943589443260008,3.809957735261693
paired_relaxed,observed,observed,pooled,radial,residual,weighted_count,0.1583267099561789,0.1743642880055417,10.129420395207877
paired_relaxed,observed,observed,pooled,radial,residual,weighted_density,0.158326709795733,0.1743642880053105,10.129420506665344
paired_relaxed,observed,observed,pooled,radial,residual,weighted_radius,0.2381228208332703,0.2630696354601829,10.476448472941602
paired_relaxed,observed,observed,pooled,radial,residual,weighted_radius_squared,0.255634763080403,0.2812722038518606,10.028933648352822
paired_relaxed,observed,observed,pooled,radial,ridge,nearest_distance,0.431406673875684,0.4391642893534537,1.798214062864778
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_00,0.0378341951715874,0.0467724703623822,23.62485880896241
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_01,0.1274356526232092,0.1850031513122891,45.17377790600763
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_02,0.0309812531227367,0.0759061006101047,145.00655383238285
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_03,0.0032509492144611,0.0152038349442228,367.6737143906166
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_04,0.004808512968957,0.0237596842261176,394.1170873304568
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_05,0.0431903778653052,0.0640465571334669,48.28894836994573
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_06,0.2669794746977226,0.2435911894397791,-8.760330839823549
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_07,0.4038453826316945,0.421580508062049,4.391563254922448
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_08,0.5714271918785014,0.5836551792363124,2.1399029537976455
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_09,0.2897369186345304,0.2800498811707396,-3.343390793773804
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_10,0.2509372334207062,0.302101258053071,20.389172198525962
paired_relaxed,observed,observed,pooled,radial,ridge,radial_bin_11,0.4794711509101682,0.5018461304985196,4.666595590970912
paired_relaxed,observed,observed,pooled,radial,ridge,weighted_count,0.1586947526839159,0.1750933445781907,10.333417845854731
paired_relaxed,observed,observed,pooled,radial,ridge,weighted_density,0.1586947526842713,0.175093344577933,10.333417845445236
paired_relaxed,observed,observed,pooled,radial,ridge,weighted_radius,0.241188054570819,0.2657943671791274,10.202127403073092
paired_relaxed,observed,observed,pooled,radial,ridge,weighted_radius_squared,0.2587624444583826,0.2840458720939469,9.770903072308347
paired_relaxed,observed,observed,pooled,rich,residual,l0,0.1849713269103206,0.1978404561669873,6.957364404325239
paired_relaxed,observed,observed,pooled,rich,residual,l2,0.8214315431737426,0.8062802950433391,-1.8444930994327313
paired_relaxed,observed,observed,pooled,rich,residual,l4,0.6944805131873081,0.7014033787613468,0.9968408677540008
paired_relaxed,observed,observed,pooled,rich,residual,l6,0.5070594577014087,0.510751798318886,0.7281869140584263
paired_relaxed,observed,observed,pooled,rich,ridge,l0,0.1873829129536707,0.1997299109508462,6.589180306012321
paired_relaxed,observed,observed,pooled,rich,ridge,l2,0.8160333539638347,0.8057621809079352,-1.2586707401122665
paired_relaxed,observed,observed,pooled,rich,ridge,l4,0.6973550941215285,0.7033728368808605,0.8629380942448917
paired_relaxed,observed,observed,pooled,rich,ridge,l6,0.5071336294554285,0.512718954261785,1.1013516915362453
paired_relaxed,observed,relaxed,exported,angular,residual,q4,0.8014623965926286,0.8025756918568314,0.1389079848207242
paired_relaxed,observed,relaxed,exported,angular,residual,q6,0.92960951361099,0.9150972452161128,-1.5611144445483838
paired_relaxed,observed,relaxed,exported,angular,residual,w4,0.8233223755246992,0.8293659215700921,0.7340437020846746
paired_relaxed,observed,relaxed,exported,angular,residual,w6,1.0637219260488888,1.0766985112265772,1.2199226940718289
paired_relaxed,observed,relaxed,exported,angular,ridge,q4,0.8048104627621586,0.8025939204241864,-0.2754117199675665
paired_relaxed,observed,relaxed,exported,angular,ridge,q6,0.9253221000792324,0.9133849918953808,-1.2900489659578573
paired_relaxed,observed,relaxed,exported,angular,ridge,w4,0.8196726799679124,0.8289740139122408,1.134761981415866
paired_relaxed,observed,relaxed,exported,angular,ridge,w6,1.0610852850252577,1.0758465374124586,1.3911466491451252
paired_relaxed,observed,relaxed,exported,radial,residual,nearest_distance,0.5633844767624919,0.5622636277019882,-0.19894922681303884
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_00,0.0277142713798929,0.0276541357071246,-0.21698449850617862
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_01,0.8170964106427667,0.8080382870370545,-1.1085746415880893
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_02,0.8399354329943874,0.829831906165785,-1.2028932739012066
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_03,0.904878495721418,0.8949517200924387,-1.0970285707878502
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_04,0.5550286067912762,0.5514293339875731,-0.6484841969698008
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_05,0.7170535075163263,0.7115372448306341,-0.7692958235151925
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_06,0.924212275598758,0.902317601046168,-2.3690092774850124
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_07,0.6412844626108124,0.6471186839219625,0.9097711938002684
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_08,0.848418145132145,0.8437653202899545,-0.5484117553221091
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_09,0.7583878939938662,0.7595617237190939,0.15477959689547127
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_10,0.5720385091842355,0.5846675704756383,2.2077292155405326
paired_relaxed,observed,relaxed,exported,radial,residual,radial_bin_11,0.8524527200355257,0.8757867319644504,2.737279309514351
paired_relaxed,observed,relaxed,exported,radial,residual,weighted_count,0.7651451356910642,0.7848977208446927,2.5815475041592206
paired_relaxed,observed,relaxed,exported,radial,residual,weighted_density,0.7651451356911017,0.7848977208446496,2.5815475041485847
paired_relaxed,observed,relaxed,exported,radial,residual,weighted_radius,0.6590292908081746,0.6753187336215289,2.471732750054012
paired_relaxed,observed,relaxed,exported,radial,residual,weighted_radius_squared,0.663922958791496,0.6788680100261394,2.2510219049883595
paired_relaxed,observed,relaxed,exported,radial,ridge,nearest_distance,0.5633844767624919,0.5620171315085535,-0.24270197535365412
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_00,0.0277142713798929,0.0274653952919004,-0.8980069675332158
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_01,0.8170964106427667,0.8082227044079855,-1.0860047993358268
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_02,0.8399354329943874,0.8298976707869744,-1.1950635504955676
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_03,0.904878495721418,0.8949975118804198,-1.0919680252894692
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_04,0.5550286067912762,0.551099391205035,-0.7079302829013923
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_05,0.7170535075163263,0.7118401169611797,-0.7270573953685022
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_06,0.924212275598758,0.9019165538540692,-2.412402684247439
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_07,0.6412844626108124,0.6471744873383185,0.9184730132906216
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_08,0.848418145132145,0.844370024771653,-0.4771374096273484
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_09,0.7583878939938662,0.759347212571093,0.12649444760712836
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_10,0.5720385091842355,0.5845747534728589,2.191503559174879
paired_relaxed,observed,relaxed,exported,radial,ridge,radial_bin_11,0.8524527200355257,0.8755440779331651,2.7088139148265133
paired_relaxed,observed,relaxed,exported,radial,ridge,weighted_count,0.7651451356910642,0.785444542343233,2.6530138800183067
paired_relaxed,observed,relaxed,exported,radial,ridge,weighted_density,0.7651451356911017,0.7854445423431786,2.653013880006161
paired_relaxed,observed,relaxed,exported,radial,ridge,weighted_radius,0.6590292908081746,0.6756078928456951,2.5156092860743717
paired_relaxed,observed,relaxed,exported,radial,ridge,weighted_radius_squared,0.663922958791496,0.6791173519729908,2.288577760460697
paired_relaxed,observed,relaxed,exported,rich,residual,l0,0.6996423468418048,0.7016028351121035,0.280212922952483
paired_relaxed,observed,relaxed,exported,rich,residual,l2,0.9259048303832066,0.9357577894343556,1.0641438221108634
paired_relaxed,observed,relaxed,exported,rich,residual,l4,0.7289180225122321,0.7386298621591479,1.3323637702692182
paired_relaxed,observed,relaxed,exported,rich,residual,l6,0.4834622411939369,0.483590451672808,0.0265192331369013
paired_relaxed,observed,relaxed,exported,rich,ridge,l0,0.6996423468418048,0.7013960870984083,0.2506623940817576
paired_relaxed,observed,relaxed,exported,rich,ridge,l2,0.9259048303832066,0.9358494914150804,1.0740478616747318
paired_relaxed,observed,relaxed,exported,rich,ridge,l4,0.7289180225122321,0.7383261490926512,1.2906974844707042
paired_relaxed,observed,relaxed,exported,rich,ridge,l6,0.4834622411939369,0.483463321777958,0.00022350949651084306
paired_relaxed,observed,relaxed,pooled,angular,residual,q4,0.7984314952090574,0.7966113585497521,-0.2279640357659929
paired_relaxed,observed,relaxed,pooled,angular,residual,q6,0.9300708680864808,0.9289190721392586,-0.12383958972844722
paired_relaxed,observed,relaxed,pooled,angular,residual,w4,0.8250855609094628,0.8293441928374568,0.5161442800307725
paired_relaxed,observed,relaxed,pooled,angular,residual,w6,1.068211703720186,1.0728590628821824,0.43505974946833614
paired_relaxed,observed,relaxed,pooled,angular,ridge,q4,0.7992385560047455,0.7984593916567114,-0.09748833338684149
paired_relaxed,observed,relaxed,pooled,angular,ridge,q6,0.9309722097908496,0.922484367130322,-0.9117181556294263
paired_relaxed,observed,relaxed,pooled,angular,ridge,w4,0.8299354320570053,0.8253095043349398,-0.5573840498169891
paired_relaxed,observed,relaxed,pooled,angular,ridge,w6,1.0619554529869264,1.0692812386103443,0.6898392585878099
paired_relaxed,observed,relaxed,pooled,radial,residual,nearest_distance,0.5621538508889714,0.5613603386339958,-0.14115570919255305
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_00,0.0276461211247309,0.0272816749137565,-1.3182544101942084
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_01,0.8166108448166721,0.8025264354275466,-1.724739449460455
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_02,0.8414067084554155,0.8240796630942495,-2.059294891167862
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_03,0.9058862456806692,0.886730718570666,-2.1145620878270543
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_04,0.5629345320710186,0.5584948312236327,-0.7886709012240423
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_05,0.7136405915013824,0.7092453978091656,-0.6158833654585139
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_06,0.9249787440943752,0.9071420295399292,-1.928337777308553
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_07,0.6422015234039558,0.6390990598472619,-0.4830981309806637
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_08,0.8443862061064145,0.8286766395397673,-1.8604717193434706
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_09,0.7536035501255336,0.75288509724767,-0.09533565463483162
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_10,0.5659054011144554,0.5634326359890282,-0.4369573290089801
paired_relaxed,observed,relaxed,pooled,radial,residual,radial_bin_11,0.8389326816050501,0.843651793198615,0.5625137388301837
paired_relaxed,observed,relaxed,pooled,radial,residual,weighted_count,0.7643938298918243,0.762727708892579,-0.21796630664601135
paired_relaxed,observed,relaxed,pooled,radial,residual,weighted_density,0.7643938298918223,0.7627277088925953,-0.21796630664362437
paired_relaxed,observed,relaxed,pooled,radial,residual,weighted_radius,0.6517712825681197,0.648852936623785,-0.4477561412088882
paired_relaxed,observed,relaxed,pooled,radial,residual,weighted_radius_squared,0.6566714318208213,0.6521948334179901,-0.68171054592987
paired_relaxed,observed,relaxed,pooled,radial,ridge,nearest_distance,0.5621538508889714,0.5613603386339958,-0.14115570919255305
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_00,0.0276461211247309,0.0272816749137565,-1.3182544101942084
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_01,0.8166108448166721,0.8025264354275466,-1.724739449460455
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_02,0.8414067084554155,0.8240796630942495,-2.059294891167862
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_03,0.9058862456806692,0.886730718570666,-2.1145620878270543
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_04,0.5629345320710186,0.5584948312236327,-0.7886709012240423
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_05,0.7136405915013824,0.7092453978091656,-0.6158833654585139
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_06,0.9249787440943752,0.9071420295399292,-1.928337777308553
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_07,0.6422015234039558,0.6390990598472619,-0.4830981309806637
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_08,0.8443862061064145,0.8286766395397673,-1.8604717193434706
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_09,0.7536035501255336,0.75288509724767,-0.09533565463483162
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_10,0.5659054011144554,0.5634326359890282,-0.4369573290089801
paired_relaxed,observed,relaxed,pooled,radial,ridge,radial_bin_11,0.8389326816050501,0.843651793198615,0.5625137388301837
paired_relaxed,observed,relaxed,pooled,radial,ridge,weighted_count,0.7643938298918243,0.762727708892579,-0.21796630664601135
paired_relaxed,observed,relaxed,pooled,radial,ridge,weighted_density,0.7643938298918223,0.7627277088925953,-0.21796630664362437
paired_relaxed,observed,relaxed,pooled,radial,ridge,weighted_radius,0.6517712825681197,0.648852936623785,-0.4477561412088882
paired_relaxed,observed,relaxed,pooled,radial,ridge,weighted_radius_squared,0.6566714318208213,0.6521948334179901,-0.68171054592987
paired_relaxed,observed,relaxed,pooled,rich,residual,l0,0.6957825371156704,0.6851284556094147,-1.531237267095209
paired_relaxed,observed,relaxed,pooled,rich,residual,l2,0.9267236599543132,0.9303815960152544,0.3947170250429899
paired_relaxed,observed,relaxed,pooled,rich,residual,l4,0.7237051050866717,0.7283830056081476,0.6463821366736955
paired_relaxed,observed,relaxed,pooled,rich,residual,l6,0.4799576123561059,0.4790524878447957,-0.18858425994473516
paired_relaxed,observed,relaxed,pooled,rich,ridge,l0,0.6940785666188569,0.6851284556094147,-1.28949537413926
paired_relaxed,observed,relaxed,pooled,rich,ridge,l2,0.9283778107320572,0.9303815960152544,0.21583726582361518
paired_relaxed,observed,relaxed,pooled,rich,ridge,l4,0.7252463316330465,0.7283830056081476,0.43249773742919384
paired_relaxed,observed,relaxed,pooled,rich,ridge,l6,0.482070767627518,0.4790524878447957,-0.6261071994837164
paired_relaxed,relaxed,relaxed,exported,angular,residual,q4,0.7738129568760767,0.7771218909076928,0.42761419309576
paired_relaxed,relaxed,relaxed,exported,angular,residual,q6,0.7690877427658381,0.7829630228787771,1.8041218630061362
paired_relaxed,relaxed,relaxed,exported,angular,residual,w4,0.8080188878219342,0.8079397782426663,-0.00979056064904782
paired_relaxed,relaxed,relaxed,exported,angular,residual,w6,1.0342307714846497,1.053602665612388,1.8730726895632488
paired_relaxed,relaxed,relaxed,exported,angular,ridge,q4,0.7738129568760767,0.7710177589893852,-0.36122397045093013
paired_relaxed,relaxed,relaxed,exported,angular,ridge,q6,0.7690877427658381,0.7800890224137508,1.4304323208102598
paired_relaxed,relaxed,relaxed,exported,angular,ridge,w4,0.8080188878219342,0.8063835043325408,-0.20239421553642778
paired_relaxed,relaxed,relaxed,exported,angular,ridge,w6,1.0342307714846497,1.0451210947292642,1.0529877416991962
paired_relaxed,relaxed,relaxed,exported,radial,residual,nearest_distance,0.2478454500594109,0.283237849458529,14.280027892638003
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_00,0.0049399122880142,0.0076591984891015,55.04725676375175
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_01,0.053794328006867,0.1192208688548946,121.62349316767317
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_02,0.0128924671616586,0.0524108443269764,306.5230003675558
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_03,0.002774981029012,0.0086248635968716,210.80802018824554
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_04,0.0020857490354273,0.010529391018658,404.82540515718756
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_05,0.0380339328447116,0.0436475274749615,14.759437718864344
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_06,0.2618761583395081,0.2661619129073061,1.6365577511801455
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_07,0.3080608829138946,0.3267938409099267,6.080927191677277
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_08,0.5007241714771082,0.5134962314791607,2.5507176864211667
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_09,0.2452548918206736,0.2475077285402139,0.9185695350727441
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_10,0.1693340702165136,0.2550022240269645,50.59120925925542
paired_relaxed,relaxed,relaxed,exported,radial,residual,radial_bin_11,0.425795187687102,0.4855146192607024,14.025389036920144
paired_relaxed,relaxed,relaxed,exported,radial,residual,weighted_count,0.1601032849487967,0.2416002553296504,50.902747190301326
paired_relaxed,relaxed,relaxed,exported,radial,residual,weighted_density,0.1601032849239099,0.2416002548689634,50.90274692601431
paired_relaxed,relaxed,relaxed,exported,radial,residual,weighted_radius,0.1903709842499066,0.279048859948695,46.581613289543064
paired_relaxed,relaxed,relaxed,exported,radial,residual,weighted_radius_squared,0.201260761275294,0.2916160479964877,44.89463626623249
paired_relaxed,relaxed,relaxed,exported,radial,ridge,nearest_distance,0.2476386710291107,0.2822617348319757,13.98128315702154
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_00,0.0047164201860879,0.0075655032370086,60.407744401668985
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_01,0.0532746373881157,0.1191387495537921,123.63127258069167
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_02,0.012655178368941,0.0521560540518867,312.1321132848732
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_03,0.0024083266381693,0.0082962079934259,244.48018229505192
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_04,0.0018902234763433,0.0103489581314183,447.49918519892174
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_05,0.0370655848969013,0.0437365413161275,17.997709837256327
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_06,0.2605093137728752,0.2658531923294824,2.0513195782574822
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_07,0.3028103159674949,0.3254839366799443,7.487730607857923
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_08,0.4941494838299355,0.5123385122466576,3.680875729292876
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_09,0.2447436545431016,0.247078597719013,0.9540362467294061
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_10,0.168651152622741,0.2546310378744347,50.98090580147041
paired_relaxed,relaxed,relaxed,exported,radial,ridge,radial_bin_11,0.4247263346022497,0.4866915583729524,14.589447068011996
