reference_encoder,encoder,noise_over_d0,reference_nmse,candidate_nmse,gain_percent,ci95_lower_percent,ci95_upper_percent,roots_improved
0,1000,0.01,0.9858996576319139,0.985791730384032,0.01094708239792741,-0.02333502111617758,0.04307828367561273,4
0,1000,0.02,0.9484610004971424,0.947864055245494,0.06293830229557873,0.017438205318076605,0.10563933296728889,5
0,1000,0.04,0.8393337550417831,0.8396059414371849,-0.03242886322236682,-0.08536939306138525,0.01735651194426646,3
0,1000,0.08,0.6998388502979651,0.6901918708269174,1.3784572644031656,1.2057595000693255,1.5532363552084205,6
0,1000,0.12,0.6467531146093584,0.6287432051807021,2.784665279816134,2.6052520729178963,2.9935232001372825,6
0,10000,0.01,0.9858996576319139,0.9855537191033363,0.035088614333067536,-0.010103078333911775,0.08250401025798881,4
0,10000,0.02,0.9484610004971424,0.9473768605384976,0.11430516996234763,0.06632953330647506,0.15951271461166483,6
0,10000,0.04,0.8393337550417831,0.8388322688018282,0.05974813200856355,0.002464100992771723,0.11409266008712837,5
0,10000,0.08,0.6998388502979651,0.6887052429762358,1.590881574663816,1.4129080920491477,1.7728696656517773,6
0,10000,0.12,0.6467531146093584,0.626887306648617,3.071621537182734,2.91536129033787,3.2518930991094597,6
1000,10000,0.01,0.985791730384032,0.9855537191033363,0.024144175017870584,0.00863026376827225,0.04162641911058529,6
1000,10000,0.02,0.947864055245494,0.9473768605384976,0.051399217461634006,0.034709984414271755,0.06657647331318461,6
1000,10000,0.04,0.8396059414371849,0.8388322688018282,0.09214711296973155,0.08382458362430345,0.10040658230789923,6
1000,10000,0.08,0.6901918708269174,0.6887052429762358,0.21539341645684384,0.19713623400458014,0.23216902080347435,6
1000,10000,0.12,0.6287432051807021,0.626887306648617,0.29517591868872817,0.24562990751684222,0.34778125467247456,6
