step,examples_seen,elapsed_seconds,score,present_mse,future_mse,present_blocks.radial,present_blocks.pair,present_blocks.angular,present_blocks.speed,present_blocks.radial_velocity,present_blocks.moments,future_by_horizon.0.75,future_by_horizon.3.0,future_by_horizon.9.0,future_by_horizon.24.0,future_by_horizon.48.0,future_by_horizon.96.0,future_blocks.radial,future_blocks.pair,future_blocks.angular,future_blocks.speed,future_blocks.radial_velocity,future_blocks.moments,validation_seconds,input_wait_seconds,windows
1,8,3.882270417176187,1.829525382257998,0.9127706335857511,0.9167547486722469,0.7110453774221241,0.9072788506746292,0.9839266152121127,1.1935265386709943,0.9116822835057974,0.9763811775483191,0.8034199187532067,0.9633007301017642,0.941664288751781,0.9274988006800413,0.8876028079539537,0.9770420212298632,0.7854374824091792,0.8409522883594036,1.0325907040387392,0.9814737141132355,1.0400354843586683,1.0271586021408439,2.0847781049087644,1.1061165784485638,32
25,200,5.027509687002748,1.8484974382445216,0.9039422431960702,0.9445551950484514,0.7117751617915928,0.8973539797589183,0.9766127644106746,1.1822489734040573,0.897208102978766,0.9572096755728126,0.8262142045423388,0.9889917727559805,0.9672066438943148,0.9525965843349695,0.9198481729254127,1.0124738859012723,0.8140201428905129,0.8744930177927017,1.0656097000464797,1.0020127659663558,1.0642171315848827,1.047575761564076,0.04800425609573722,1.1267140507698059e-05,32
50,400,6.206173074897379,1.8878085101023316,0.8276106780394912,1.0601978320628405,0.7215930009260774,0.9019735930487514,0.9695480833761394,0.8736707002390176,0.6987355626188219,0.8317979983985424,0.927705580368638,1.0852610524743795,1.086703922599554,1.0830664010718465,1.0514683071523905,1.1269815964624286,0.9164318051189184,1.000901143066585,1.1805316833779216,1.160033899359405,1.178699716925621,1.1276513747870922,0.047917596995830536,1.2688804417848587e-05,32
75,600,7.3582981512881815,2.017183303833008,0.7636272087693214,1.2535560950636864,0.709676802624017,0.8997147562913597,0.9463800471276045,0.605325449956581,0.6265026098117232,0.7120264936238527,1.1221104431897402,1.245080741122365,1.284728679805994,1.2740100864320993,1.2732045240700245,1.3222021460533142,1.0998691208660603,1.194992695003748,1.3825820796191692,1.3686469551175833,1.3685000017285347,1.3189961407333612,0.0480881417170167,1.1757947504520416e-05,32
100,800,8.515361306257546,1.8480643117800355,0.6898351116105914,1.158229200169444,0.691582421772182,0.8717250125482678,0.9312866819091141,0.37037540489109233,0.4749181233346462,0.615485830232501,1.0137524921447039,1.1790431281551719,1.1872576186433434,1.1755828727036715,1.1764288060367107,1.2173103000968695,1.0129433376714587,1.101800880394876,1.2741364054381847,1.2636465672403574,1.2716450151056051,1.2269172091037035,0.04805692518129945,1.1598225682973862e-05,32
125,1000,9.694182330276817,1.8749094856902957,0.6617947844788432,1.2131147012114525,0.6835862323641777,0.8643442378379405,0.9176617157645524,0.25638091459404677,0.4360590665601194,0.5883956169709563,1.0673454282805324,1.2431575618684292,1.2405675062909722,1.2230237377807498,1.2401881981641054,1.2644057422876358,1.0630333423614502,1.1605456611141562,1.3315198868513107,1.3283099122345448,1.3240335155278444,1.2738962788134813,0.047936355229467154,1.2087635695934296e-05,32
150,1200,10.8840865730308,1.8533825259655714,0.6544555593281984,1.198926966637373,0.6792237367480993,0.8546914663165808,0.90760138630867,0.24688622989924625,0.43255849182605743,0.5807680087164044,1.0524517707526684,1.2221121909096837,1.226601586677134,1.2132858354598284,1.2187292352318764,1.260381219908595,1.0527162374928594,1.1436000037938356,1.3201472237706184,1.3088272139430046,1.30756651237607,1.2622424568980932,0.04786767205223441,1.217750832438469e-05,32
175,1400,11.99136427231133,1.8315019123256207,0.6688102949410677,1.162691617384553,0.6861940901726484,0.8609286434948444,0.9172194823622704,0.27468811604194343,0.4625554084777832,0.6017738450318575,1.0165373738855124,1.1981694754213095,1.189878181554377,1.1749896528199315,1.1800778564065695,1.2164971493184566,1.0191189898177981,1.1120686056092381,1.2826494816690683,1.259586313739419,1.270233379676938,1.2266885787248611,0.04791079694405198,1.215888187289238e-05,32
200,1600,13.104109417181462,1.8751324019394815,0.6576988412998617,1.2174335606396198,0.6787710036151111,0.8495679358020425,0.9055945691652596,0.26032882602885365,0.4487562025897205,0.590233261231333,1.0653158957138658,1.247173136100173,1.2440486196428537,1.228208309970796,1.2389892004430294,1.280866226181388,1.073312626220286,1.1695378106087446,1.3416222054511309,1.321192217990756,1.3176337871700525,1.2733194213360548,0.04772504698485136,1.1027790606021881e-05,32
225,1800,14.281873998232186,1.958840568549931,0.6535534607246518,1.3052871078252792,0.6747603579424322,0.8414874230511487,0.8915315684862435,0.2594020697288215,0.45510843954980373,0.5898901359178126,1.1572336545214057,1.345663357526064,1.3240759624168277,1.3010366037487984,1.3288334105163813,1.3748797476291656,1.1652122689411044,1.2514599757269025,1.4351998660713434,1.4294112883508205,1.393213503062725,1.3511277977377176,0.04784622834995389,1.1728610843420029e-05,32
250,2000,15.451642625965178,1.9027261375449598,0.6455690669827163,1.2571570705622435,0.6716762511059642,0.8383054053410888,0.8847905425354838,0.25605953723425046,0.42753025982528925,0.5762088706251234,1.1075897058472037,1.2903049066662788,1.277684697881341,1.261689311824739,1.2734565287828445,1.3322172919288278,1.118648974224925,1.2092354744672775,1.3726123236119747,1.3691050913184881,1.3543564584106207,1.305413780733943,0.047907520085573196,1.168716698884964e-05,32
275,2200,16.5666580889374,1.8958562412299216,0.6461307560093701,1.2497254852205515,0.6731460473965853,0.8475410556420684,0.8939672689884901,0.22078292211517692,0.42416312196291983,0.5887584483716637,1.1034359326586127,1.2905351594090462,1.2716186009347439,1.2465356215834618,1.2771545127034187,1.3090730980038643,1.1093688365072012,1.1952096233144403,1.380982145667076,1.3578084334731102,1.3397248480468988,1.310131499543786,0.047849712893366814,1.1668074876070023e-05,32
300,2400,17.7451054090634,2.004247139208019,0.6425391966477036,1.3617079425603151,0.6797436336055398,0.8374175108037889,0.891517132986337,0.21404967445414513,0.42952371679712087,0.5709008153062314,1.2139929831027985,1.4173392187803984,1.3801323119550943,1.3502645827829838,1.3870711848139763,1.4214473199099302,1.2315108384937048,1.3136775800958276,1.504178872331977,1.480645276606083,1.429145822301507,1.3893166836351156,0.047747641801834106,1.3059470802545547e-05,32
325,2600,18.92673421604559,1.9838718846440315,0.6261157374829054,1.3577561471611261,0.660086442483589,0.8220673482865095,0.8687793235294521,0.19718096731230617,0.41533533146139234,0.5633227527141571,1.1983312061056495,1.417094325646758,1.3704483611509204,1.3492635898292065,1.3964516408741474,1.4149478282779455,1.2297133598476648,1.3173849377781153,1.4916914962232113,1.463112998753786,1.4222005866467953,1.390847533941269,0.048008430283516645,1.1869706213474274e-05,32
350,2800,20.040025236085057,1.900473897345364,0.6416385108605027,1.2588353864848614,0.6650299113243818,0.8325483426451683,0.8733727936632931,0.2453503163997084,0.43856727075763047,0.580661254003644,1.1139103239402175,1.302819510921836,1.2673121308907866,1.2563694771379232,1.2897401340305805,1.3228607904165983,1.124813875183463,1.2087634755298495,1.3743236679583788,1.3539428636431694,1.352547174319625,1.3227147478610277,0.047961750999093056,1.2229662388563156e-05,32
375,3000,21.221195187885314,1.9557589679025114,0.6106451316736639,1.3451138362288475,0.6462872358970344,0.798227964900434,0.8354698778130114,0.19951122743077576,0.4113924829289317,0.5497570894658566,1.1939162779599428,1.4156954642385244,1.3499916438013315,1.3424319121986628,1.354730874300003,1.4139167983084917,1.2210753820836544,1.3003981336951256,1.4612138848751783,1.4507746808230877,1.422691348940134,1.3832836747169495,0.04788386495783925,1.1648517102003098e-05,32
400,3200,22.336259013041854,1.8786077070981264,0.626386346295476,1.2522213608026505,0.6604282008484006,0.810018443968147,0.8704220927320421,0.21438187692547217,0.41945349611341953,0.5659399696160108,1.107563890516758,1.30552651360631,1.2638633651658893,1.2566610537469387,1.2579471413046122,1.3217662442475557,1.1308259377256036,1.1913862470537424,1.3684998322278261,1.3591850232332945,1.3507529683411121,1.2949087377637625,0.04793051490560174,1.2028496712446213e-05,32
425,3400,23.513545871246606,1.9156603873707354,0.6030874704010785,1.312572916969657,0.6444832007400692,0.7953326557762921,0.8279563919641078,0.18054939701687545,0.39640474459156394,0.5401575383730233,1.1652463469654322,1.3636552020907402,1.3184574451297522,1.311271533370018,1.3308284152299166,1.3859784621745348,1.1846331097185612,1.2604288468137383,1.42250663228333,1.4216728452593088,1.4132889676839113,1.3529908265918493,0.048138394951820374,5.19496388733387e-05,32
450,3600,24.620305855292827,1.9529353897087276,0.605509843211621,1.3474255464971066,0.646523152012378,0.7923170905560255,0.843789950478822,0.18053964560385793,0.39725566655397415,0.5448129838332534,1.1808855384588242,1.413543377071619,1.3467786740511656,1.3485919572412968,1.3643941078335047,1.4303597658872604,1.2291804235428572,1.3014546483755112,1.4546895511448383,1.4544512052088976,1.4462208412587643,1.362772773951292,0.04822552530094981,5.307840183377266e-05,32
475,3800,25.73932844819501,1.9780543530359864,0.6427060840651393,1.3353482689708471,0.6756723378784955,0.8204187673982233,0.8824822846800089,0.22895462939050049,0.44362339144572616,0.5944061707705259,1.1809823857620358,1.4591270107775927,1.3450701097026467,1.3269721353426576,1.3044517058879137,1.3954862672835588,1.215731362812221,1.2827354464679956,1.464827099815011,1.4461459498852491,1.4440054316073656,1.3308740258216858,0.04796406487002969,1.3020355254411697e-05,32
500,4000,26.854912489186972,1.9173002657480538,0.6231643841601908,1.294135881587863,0.6593783209100366,0.8045616145245731,0.8496023677289486,0.23269732506014407,0.4227291645947844,0.5524062991607934,1.1254069739952683,1.4095600936561823,1.312659422867,1.3108331505209208,1.272908452898264,1.3334472561255097,1.168970763683319,1.2571267411112785,1.3999587502330542,1.3789126258343458,1.4003924075514078,1.3216283395886421,0.04782217321917415,1.2359581887722015e-05,32
525,4200,28.021723323967308,1.8721594046801329,0.5871808715164661,1.2849785331636667,0.6346882609650493,0.7596064950339496,0.8112758656498045,0.18508929328527302,0.39275374822318554,0.5197384506464005,1.137042268179357,1.3700868748128414,1.2968111131340265,1.2778589203953743,1.2739322017878294,1.354139732196927,1.1625706292688847,1.2422737870365381,1.3983600530773401,1.3812870802357793,1.3908463418483734,1.2996458783745766,0.04789856728166342,1.0786578059196472e-05,32
550,4400,29.123889273032546,1.9660959765315056,0.6053923927247524,1.3607035838067532,0.6462164982222021,0.7782591311261058,0.8218759684823453,0.22797029931098223,0.39972912753000855,0.5446124682202935,1.1996737830340862,1.4368400573730469,1.35745401494205,1.3571278024464846,1.373623551800847,1.439502326771617,1.239439819008112,1.3154648020863533,1.4682892840355635,1.4574356842786074,1.472218930721283,1.3778755441308022,0.047924425918608904,1.19074247777462e-05,32
575,4600,30.302013750188053,2.0219292137771845,0.5666136257350445,1.45531558804214,0.6136687844991684,0.7185579955112189,0.800763551145792,0.19423974608071148,0.3774284190731123,0.4960237178020179,1.291318528354168,1.550057167187333,1.4549879748374224,1.4337213961407542,1.4698552694171667,1.531952939927578,1.3297043181955814,1.39741250872612,1.6047049090266228,1.5754884760826826,1.5623105503618717,1.4457867499440908,0.04808445507660508,1.1396128684282303e-05,32
600,4800,31.498994044959545,1.906852602493018,0.5494276504032314,1.3574249520897865,0.6016242406331003,0.7014975920319557,0.7844713167287409,0.160875910311006,0.359073604689911,0.4847567288670689,1.2010617600753903,1.4346329811960459,1.3603283949196339,1.3468031818047166,1.3666915064677596,1.4350319420918822,1.2465631077066064,1.290964661166072,1.4644088353961706,1.4792327554896474,1.47103157825768,1.3696710132062435,0.048731730319559574,1.1357013136148453e-05,32
