fit,recipe,family,seed,milestone,representation,material,liquid_order_nmse,liquid_topology_nmse,liquid_order_neighbor_nmse,liquid_order_retrieval_gain,nonbulk_boundary_ap,nonbulk_fault_ap,spatial_auc,liquid_rank,perturbation_p95_001,onset_ap12,onset_brier12,hazard_selected_step,brier_delta,brier_ci_low,brier_ci_high,future_mse_delta,future_ci_low,future_ci_high
gf-mlp-cov1-factor1-s123,gf-mlp-cov1-factor1,geoframe,123,35,projector,Zr,0.831250237137823,1.2322112200075013,1.7378423799937972,0.023217432202508863,0.8313542112369618,,0.5087462028030573,2.4359856704925233,0.4003024471162699,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,0,encoder,Al,1.0236027429078485,2.0631290198136756,1.9772037049074414,-0.12953146838317062,0.22383756109210115,0.33981893133550295,0.5002376190408834,6.710845719957036,0.9207155515109005,0.11704133971752186,0.03221396813177184,128,0.0006498951121966418,-0.001757696889023821,0.003652087450782357,0.0650773286819458,0.05161071499188741,0.07968179891506831
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,0,encoder,Ta,0.9732573787074816,2.2747916571558124,1.9279105405889947,-0.4085721172256986,0.3100025382152074,,0.4974478143230143,6.7343063918890875,0.868612166399496,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,0,encoder,Zr,1.0189515933363205,1.399557876534682,1.9546373140416582,-0.1935775018453519,0.1717528679352028,,0.5071189991312294,6.7144652493875085,0.8103253308769739,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,0,projector,Al,1.004146145304888,2.002065994063394,1.9872838723753372,-0.13961163585106653,0.17480366822437063,0.29691555647251977,0.49798315618586675,5.4031971435397,0.9371143153649152,0.1025971071228688,0.032410065092385254,256,0.0008459920728100431,-0.003040913266617853,0.005668531183373732,0.035728673140207924,0.023544953763484953,0.04827344506978988
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,0,projector,Ta,0.957150810716504,2.2223383290307153,1.9230612545007217,-0.4037228311374257,0.27646800982806174,,0.5033748804771343,5.359758356762391,0.9059256477789338,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,0,projector,Zr,1.0055788720390362,1.3296802721870244,1.9602475319473165,-0.19918771975101027,0.14487529886255948,,0.5096538151895551,5.433340693973787,0.8050200211615036,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,12,encoder,Al,0.8105022588114325,2.1343445992856465,1.6312674828425113,0.2164047536817594,0.5407340257646504,0.8248225245990883,0.5026446717740757,7.646477954343079,0.38268887917293015,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.06337712208429973,0.04146500319242478,0.08589062203963596
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,12,encoder,Ta,0.7291484856269704,2.26621143295403,1.5348419198423144,-0.015503496479018386,0.9384373799414523,,0.5068679572329208,8.081195168957018,0.4683947579590713,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,12,encoder,Zr,0.8226562353301716,1.453226309505104,1.6542085166616343,0.10685129553467172,0.7556698074349727,,0.5032554543633764,9.328731445249884,0.42625255951324986,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,12,projector,Al,0.8153542726813763,1.8947969374792653,1.7108459215711154,0.13682631495315536,0.5630953680175744,0.712483210063908,0.5040485775377156,1.9327782630057364,0.48455819923414206,0.0995120415027822,0.038294988066398764,256,0.006730915046823564,-0.0023626975180690538,0.016386182105337554,0.01225606600443522,0.0026206608613332117,0.021278607249259944
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,12,projector,Ta,0.7637983179089401,2.0903292637119026,1.6720755828246068,-0.15273715946131058,0.9216380318253922,,0.4975790278413983,2.182780231704706,0.5175977417899376,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,12,projector,Zr,0.8307807744734618,1.2584715794277996,1.7496797236955866,0.011380088500719513,0.7423796591495515,,0.4914515433417703,2.044377328449244,0.45942736686138747,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,24,encoder,Al,0.8060210805544691,2.1137443988745623,1.6678351045454407,0.1798371319788301,0.5938556960989381,0.9070824285437816,0.4924512986661134,7.615295185705701,0.292013512353512,0.1427323723803127,0.03469095218855257,128,0.0031268791689773733,-0.006180772500716859,0.011629535287306142,0.049442044893900555,0.03399438281853994,0.06506266772747038
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,24,encoder,Ta,0.708799916893783,2.2262267144756205,1.583048236076878,-0.063709812713582,0.9548856231611488,,0.5024511621542653,6.711921183364655,0.4548744206282131,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,24,encoder,Zr,0.804534175201639,1.4282206296490594,1.6895921312871736,0.07146768090913273,0.7809522247638317,,0.4912809121797513,9.49239585809616,0.41983392512802703,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,24,projector,Al,0.855536380236496,1.8816700612896555,1.7409456364659466,0.10672660005832439,0.5878482535970073,0.7957481453223442,0.48662701892743704,2.8272327826616803,0.30025014765677704,0.17180653669773094,0.03704972411335536,128,0.005485651093780169,-0.005570902540019084,0.016335177444111997,0.007652068138122558,-0.002795895139376322,0.01727862358093261
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,24,projector,Ta,0.820608246013567,2.0892894476863773,1.75072444344027,-0.23138602007697404,0.928442072304188,,0.5033953601695392,3.0882607530688677,0.4936609801341892,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,24,projector,Zr,0.8646066904805766,1.236162554149222,1.8031176511968467,-0.04205783900054061,0.8115568656761298,,0.49819523038886526,2.871778955303372,0.44243626773116995,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,35,encoder,Al,0.7890974816296589,2.1269761974943875,1.6353884148808504,0.2122838216434205,0.597340121414391,0.8944726653510591,0.48127656510075606,9.1913260974305,0.28986754500157497,0.16048849623473044,0.033669367515730686,128,0.00210529449615549,-0.006627157270990168,0.010389836165525376,0.05049255688985189,0.02355097899834315,0.07852825899918872
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,35,encoder,Ta,0.6932381662215802,2.248945573015265,1.5335621445559522,-0.014223721192656358,0.9631097456553772,,0.5066363001999535,9.11413594882154,0.4263527050118497,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,35,encoder,Zr,0.7893474788816864,1.4696761596367602,1.651093086827158,0.10996672536914824,0.7700578936027194,,0.503289672682635,11.89293813714714,0.39334627661104027,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,35,projector,Al,0.8414249466322247,1.8854811248872902,1.704796119343723,0.1428761171805477,0.6879176539854569,0.901740740661636,0.4848549610715052,1.364331758100639,0.2162989986440902,0.17574256053263457,0.03359941706714372,128,0.0020353440475685282,-0.007190167596223787,0.01215917220203829,0.005435717105865478,-0.0057807950178782146,0.017113671998182912
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,35,projector,Ta,0.7988939975321742,2.0902275878472776,1.7455972179573997,-0.2262587945941036,0.9312474146989776,,0.4987629699954823,1.5276527815731953,0.2094346083402697,,,,,,,,,
gf-mlp-cov1-factor1-s456,gf-mlp-cov1-factor1,geoframe,456,35,projector,Zr,0.8493203259793013,1.2396397438804525,1.7799012685558253,-0.01884145635951902,0.7897507692198896,,0.479461969999796,1.821408767906813,0.21221383388661066,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,0,encoder,Al,1.0237703528661293,2.0760189390452144,1.968799230167672,-0.12112699364340118,0.20697863908754174,0.36496301517670016,0.5048523103483359,6.163002075958434,0.9276197988100358,0.1167385917608636,0.03184655093360152,128,0.00028247791402631026,-0.0014778360167127902,0.0021324423944465015,0.07220147450764974,0.05641532162825267,0.08974853952725728
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,0,encoder,Ta,0.9557662065903854,2.275677591436063,1.9311032383434157,-0.4117648149801196,0.42836841077741444,,0.4947439686372548,6.097078167739357,0.8724553080303533,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,0,encoder,Zr,1.02466562566707,1.4121326669471,1.960914774264456,-0.1998549620681497,0.1921340342283094,,0.5084334082375449,5.99363473853802,0.8214320294179371,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,0,projector,Al,1.0115314296724287,2.010296829869069,1.9557991575799123,-0.10812692105564141,0.18512613685022716,0.25727598400457113,0.5049603104802921,5.561386820693745,0.9637855921204811,0.0980770496981627,0.031913146135668105,128,0.00034907311609290795,-0.0022833819117351367,0.002998297201071471,0.036403461297353105,0.025824273626009624,0.04760178486506144
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,0,projector,Ta,0.9520102959054754,2.216535629790718,1.9361411029956939,-0.41680267963239764,0.3341516518139569,,0.49925557749483246,5.511074787727047,0.8934737396179863,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,0,projector,Zr,1.0070203099169999,1.332964437747014,1.9682877311032143,-0.2072279189069081,0.11534924235589489,,0.5040087474475462,5.43351938817855,0.8206286818246303,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,12,encoder,Al,0.7500718288251904,2.069835190274892,1.5482612430782623,0.29941099344600874,0.5918710194332043,0.8353689600564275,0.5063820646818266,8.452243891020155,0.35828946385191807,0.08140738583438464,0.03724161982347159,128,0.005677546803896391,-0.0013556949504521844,0.014992436198831002,0.06354615688323975,0.04740778744220733,0.0817025089263916
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,12,encoder,Ta,0.6623375089361973,2.2128378214366555,1.4064179866928506,0.11292043667044542,0.9390363414687365,,0.503186459244614,7.093752243784617,0.465362930098677,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,12,encoder,Zr,0.7588653956734709,1.4248011907550076,1.559571121909335,0.20148869028697125,0.7809479695651432,,0.5136466020126597,8.878598415854112,0.405794385698581,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,12,projector,Al,0.7653394767430286,1.8503956066843354,1.6449132188275861,0.2027590176966847,0.6375768652633531,0.7821871691978242,0.5170843609501299,2.306148395995734,0.2876390351155899,0.10361860737404413,0.03674164659303146,128,0.005177573573456259,-0.0029650622895900625,0.014550761016964087,0.017000877857208253,0.010619997481505076,0.0231536853313446
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,12,projector,Ta,0.698637772537542,2.0502035747826604,1.5272728701216085,-0.00793444675831223,0.9322646427396719,,0.5203890605924225,2.2123212221688813,0.3813630493838969,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,12,projector,Zr,0.781124092892937,1.233425686407253,1.6435139335567055,0.11754587863960049,0.8252263117425985,,0.5171086834684324,2.2719110465545316,0.37105918887085515,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,24,encoder,Al,0.6942350332826345,2.0108813634054847,1.50114218585169,0.34653005067258075,0.6328648092360875,0.9052180814514552,0.5146966759249753,10.352988858872614,0.32545157678852105,0.1167297832635956,0.03460262750092439,128,0.003038554481349202,-0.004846681952351407,0.011375443236432409,0.07413217226664225,0.05235865215460459,0.0934315154949824
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,24,encoder,Ta,0.6041821307380325,2.16155692099519,1.3259827919112077,0.19335563145208834,0.9589155785336567,,0.5188879686242852,8.721743245980363,0.3871289645373495,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,24,encoder,Zr,0.7138212473916195,1.3976640939765597,1.4886420786201595,0.2724177335761467,0.8153072622525498,,0.5220028805927343,10.445680179753383,0.3802036701649249,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,24,projector,Al,0.7399326523619433,1.831487118443297,1.5533739938664304,0.2942982426578404,0.6703609005787178,0.8501841329214821,0.5404072995433696,2.4768334388385753,0.2979059662377939,0.17126803479261005,0.03426344458976276,128,0.002699371570187565,-0.0062417928419446055,0.011927726645075432,0.004371420542399088,-0.0070088287194569904,0.01521207749843597
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,24,projector,Ta,0.6693961983046105,2.0099827382529063,1.4428549638570578,0.07648345950623832,0.9205580230895463,,0.5512209915883334,2.1289397527195937,0.28775776189324803,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,24,projector,Zr,0.7547933566140171,1.1992167590147995,1.5754891285283275,0.18557068366797883,0.815981275268939,,0.5233667163938464,2.4742361720492982,0.30132866118798446,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,35,encoder,Al,0.6625259013552537,2.0059677629386514,1.4212218180653327,0.42645041845893833,0.6464223223984797,0.8797207030104965,0.5194423113839878,9.488240592236927,0.3046313245425715,0.13828558891635143,0.03424544370239987,128,0.0026813706828246664,-0.005462430255421988,0.010071724888259482,0.06132629712422689,0.03923535158236821,0.08460786670446396
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,35,encoder,Ta,0.5789229239120138,2.119683214259114,1.2416020945837563,0.27773632877953974,0.963339517657122,,0.5488797824640502,7.646899959016249,0.4003175054511167,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,35,encoder,Zr,0.6931553832894668,1.3733342612979633,1.435395273669103,0.3256645385272034,0.8031270211817949,,0.5208731127827347,9.193498605526218,0.383727588003363,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,35,projector,Al,0.6962249966536467,1.8189073550745405,1.4356690884138918,0.41200314811037897,0.6846708799700915,0.8547732006173152,0.5445028179815222,3.238805126713579,0.2804283978904566,0.1495811164344886,0.03819816507113672,128,0.0066340920515615305,-0.003902399231556805,0.01739528506119192,0.004035810629526774,-0.011108959515889485,0.016780385275681806
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,35,projector,Ta,0.6187814240296717,2.0094718567974206,1.2932736096895718,0.22606481367372422,0.96433280177479,,0.5742857816015462,2.598182802157757,0.34004823403968687,,,,,,,,,
gf-visreg-mlp-factor1-s123,gf-visreg-mlp-factor1,geoframe,123,35,projector,Zr,0.7251354330301468,1.1965748193113088,1.4810229721398904,0.2800368400564157,0.7930060569643206,,0.5251339082722627,3.2912653576202597,0.40325788426497017,,,,,,,,,
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,0,encoder,Al,1.0236027429078485,2.0631290198136756,1.9772037049074414,-0.12953146838317062,0.22383756109210115,0.33981893133550295,0.5002376190408834,6.710845719957036,0.9207155515109005,0.11704133971752186,0.03221396813177184,128,0.0006498951121966418,-0.001757696889023821,0.003652087450782357,0.0650773286819458,0.05161071499188741,0.07968179891506831
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,0,encoder,Ta,0.9732573787074816,2.2747916571558124,1.9279105405889947,-0.4085721172256986,0.3100025382152074,,0.4974478143230143,6.7343063918890875,0.868612166399496,,,,,,,,,
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,0,encoder,Zr,1.0189515933363205,1.399557876534682,1.9546373140416582,-0.1935775018453519,0.1717528679352028,,0.5071189991312294,6.7144652493875085,0.8103253308769739,,,,,,,,,
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,0,projector,Al,1.004146145304888,2.002065994063394,1.9872838723753372,-0.13961163585106653,0.17480366822437063,0.29691555647251977,0.49798315618586675,5.4031971435397,0.9371143153649152,0.1025971071228688,0.032410065092385254,256,0.0008459920728100431,-0.003040913266617853,0.005668531183373732,0.035728673140207924,0.023544953763484953,0.04827344506978988
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,0,projector,Ta,0.957150810716504,2.2223383290307153,1.9230612545007217,-0.4037228311374257,0.27646800982806174,,0.5033748804771343,5.359758356762391,0.9059256477789338,,,,,,,,,
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,0,projector,Zr,1.0055788720390362,1.3296802721870244,1.9602475319473165,-0.19918771975101027,0.14487529886255948,,0.5096538151895551,5.433340693973787,0.8050200211615036,,,,,,,,,
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,12,encoder,Al,0.7485999206858778,2.090030656236461,1.5264142069064697,0.3212580296178012,0.5961057655095217,0.8330502965338449,0.509387357255935,9.52046543692274,0.3757642219896682,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.051483440399169925,0.03180662324031194,0.0703505926330884
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,12,encoder,Ta,0.6558655645917381,2.222768431550928,1.3957983047624032,0.1235401186008928,0.9408216322952052,,0.5054656697123556,8.233529780525593,0.47997881493059347,,,,,,,,,
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,12,encoder,Zr,0.7513876676407324,1.4245072008637314,1.5578656573877991,0.20319415480850686,0.7563408947721006,,0.5101525446915048,9.993637292984948,0.4533198202140076,,,,,,,,,
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,12,projector,Al,0.7551056190060649,1.8573896996767072,1.679645551527017,0.16802668499725373,0.640739649775834,0.8390600505636666,0.5017706155685437,2.3190532423664147,0.29669264759537245,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.0029384096463521323,-0.006495130658149719,0.013005448381106056
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,12,projector,Ta,0.6983882656243775,2.0499718794654838,1.548518023698277,-0.029179600334981053,0.9361849655279357,,0.5021105434121645,2.507143584597174,0.43965261584958504,,,,,,,,,
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,12,projector,Zr,0.7797750755637747,1.2311652246129259,1.6693017269183628,0.09175808527794323,0.8045347539912225,,0.5022566532442311,2.2088096282870233,0.39880514230920233,,,,,,,,,
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,24,encoder,Al,0.6891952987820634,2.0074947023732976,1.464892093082714,0.3827801434415567,0.6204481709776669,0.9250789193420486,0.5212474273734046,10.201740950551747,0.29986382472043727,0.16177186087750345,0.03372674414200204,128,0.0021626711224268405,-0.0068257530270567045,0.009706307349517312,0.05823434988657634,0.03821027815341949,0.07692390759785964
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,24,encoder,Ta,0.6013869519253193,2.149568245441539,1.3033675879008102,0.21597083546248616,0.9575834571551608,,0.5332691361391849,9.51673220346074,0.4265722379669847,,,,,,,,,
gf-visreg-mlp-factor1-s456,gf-visreg-mlp-factor1,geoframe,456,24,encoder,Zr,0.7048152980025084,1.402806541663348,1.4764416483028813,0.2846181638934247,0.8093575809521455,,0.5211037512303928,11.127762197587252,0.3908145883433358,,,,,,,,,
