left,right,readout,population,metric,seeds,value,ci95_low,ci95_high,sources
D,C,joint,all,delta/0.75ps/block_mean,1,-0.004946541030787768,-0.009534682111245482,-0.0007849505163418752,30
D,C,joint,all,delta/0.75ps/bond_order,1,-0.0010012978687882423,-0.002064888988000651,-3.619735284398024e-05,30
D,C,joint,all,delta/0.75ps/instantaneous_TDA_H0,1,0.0007788551350434622,-0.0019347604612509409,0.0035280296889444143,30
D,C,joint,all,delta/0.75ps/instantaneous_TDA_H1,1,0.0014679893851280213,0.00012206776067614558,0.0029037807509303087,30
D,C,joint,all,delta/0.75ps/instantaneous_TDA_H2,1,4.915818572044372e-05,-0.0009682489496966203,0.001107519964377085,30
D,C,joint,all,delta/0.75ps/motion_even,1,-0.023053171237309773,-0.042274594753980634,-0.0051572920382023215,30
D,C,joint,all,delta/0.75ps/motion_odd,1,-0.007920779784520467,-0.023365998913844426,0.006718495637178421,30
D,C,joint,all,delta/3ps/block_mean,1,-0.003034508859531737,-0.006757269187106018,0.00031944263804084083,30
D,C,joint,all,delta/3ps/bond_order,1,-0.0014883743599057198,-0.003043758931259314,-0.0001324634098758311,30
D,C,joint,all,delta/3ps/instantaneous_TDA_H0,1,0.0035221437613169354,0.0011817485590775807,0.006012503517170747,30
D,C,joint,all,delta/3ps/instantaneous_TDA_H1,1,0.0017368937532107034,0.0003067516845961412,0.003212458739678065,30
D,C,joint,all,delta/3ps/instantaneous_TDA_H2,1,0.0006783767292896907,-0.0007761596019069354,0.002160288750504453,30
D,C,joint,all,delta/3ps/motion_even,1,-0.014899206161499024,-0.03126092478632927,0.0009266145030657389,30
D,C,joint,all,delta/3ps/motion_odd,1,-0.007756886879603068,-0.024378738701343536,0.007512745459874455,30
D,C,joint,all,delta/9ps/block_mean,1,-0.00520375408232213,-0.009898909168938808,-0.0007523199864145792,30
D,C,joint,all,delta/9ps/bond_order,1,-0.001144988586505254,-0.0026744855536768833,0.0002448381530120965,30
D,C,joint,all,delta/9ps/instantaneous_TDA_H0,1,-0.001062534749507904,-0.005190169376631578,0.003074825468162691,30
D,C,joint,all,delta/9ps/instantaneous_TDA_H1,1,0.0016275326410929362,0.00021374133105079334,0.00325602751225233,30
D,C,joint,all,delta/9ps/instantaneous_TDA_H2,1,0.0005340650677680969,-0.0012088664807379246,0.002263988244036833,30
D,C,joint,all,delta/9ps/motion_even,1,-0.014429996411005655,-0.036334970047076545,0.005863909622033432,30
D,C,joint,all,delta/9ps/motion_odd,1,-0.01674660245577494,-0.03579892183343569,-0.00012773031989735538,30
D,C,joint,all,future/0.75ps/block_mean,1,0.00039680933372842155,-0.0040220038287548535,0.0053328755239231765,30
D,C,joint,all,future/0.75ps/bond_order,1,0.0016500902672608694,-0.00962730738023917,0.014342455870161452,30
D,C,joint,all,future/0.75ps/instantaneous_TDA_H0,1,-0.0017878316342830659,-0.005956210202227036,0.0027140451967716207,30
