variant,readout,population,method,metric,seeds,value,ci95_low,ci95_high,sources
C,joint,all,encoder,delta/0.75ps/block_mean,1,0.6395391156172586,0.564119470052214,0.7199588960641995,30
C,joint,all,encoder,delta/0.75ps/bond_order,1,0.11033126047501961,0.08833088586572557,0.1340451393648982,30
C,joint,all,encoder,delta/0.75ps/instantaneous_TDA_H0,1,0.2851533144712448,0.24266572944819925,0.32958333933725953,30
C,joint,all,encoder,delta/0.75ps/instantaneous_TDA_H1,1,0.1462086630364259,0.13025383078803618,0.1619245129885773,30
C,joint,all,encoder,delta/0.75ps/instantaneous_TDA_H2,1,0.11715370255211989,0.10398634772437315,0.1310547952229778,30
C,joint,all,encoder,delta/0.75ps/motion_even,1,1.3940360844135284,1.171499530871709,1.6254283262292542,30
C,joint,all,encoder,delta/0.75ps/motion_odd,1,1.7843516687552134,1.5039988300204277,2.059626462906599,30
C,joint,all,encoder,delta/3ps/block_mean,1,0.668846840494209,0.6058922812275381,0.7359148853085933,30
C,joint,all,encoder,delta/3ps/bond_order,1,0.12493672681351503,0.1003336808209618,0.15082002146479984,30
C,joint,all,encoder,delta/3ps/instantaneous_TDA_H0,1,0.29852505822976433,0.256284052208066,0.34509348037342225,30
C,joint,all,encoder,delta/3ps/instantaneous_TDA_H1,1,0.1579364262521267,0.14025017887974778,0.17714000045632322,30
C,joint,all,encoder,delta/3ps/instantaneous_TDA_H2,1,0.13105327350397905,0.11718544782449801,0.14540216766918698,30
C,joint,all,encoder,delta/3ps/motion_even,1,1.3784280478954316,1.2155727434158325,1.5622991021970907,30
C,joint,all,encoder,delta/3ps/motion_odd,1,1.9222015102704366,1.672669478356838,2.1912689699232577,30
C,joint,all,encoder,delta/9ps/block_mean,1,0.7057964192599887,0.6246590304250519,0.7826129515657924,30
C,joint,all,encoder,delta/9ps/bond_order,1,0.16270906273275615,0.11247159858389448,0.22097976677274941,30
C,joint,all,encoder,delta/9ps/instantaneous_TDA_H0,1,0.33762116183837254,0.2988058498625954,0.3756929155811667,30
C,joint,all,encoder,delta/9ps/instantaneous_TDA_H1,1,0.17561394174893696,0.14782906893640757,0.21089176855360467,30
C,joint,all,encoder,delta/9ps/instantaneous_TDA_H2,1,0.16677941990395387,0.13707886612663667,0.2080740850853423,30
C,joint,all,encoder,delta/9ps/motion_even,1,1.3611914416154225,1.1933305708070596,1.5320959805945553,30
C,joint,all,encoder,delta/9ps/motion_odd,1,2.0308634877204894,1.697975491931041,2.356404288957516,30
C,joint,all,encoder,future/0.75ps/block_mean,1,0.41125023706505703,0.36736454701568516,0.45667182653418015,30
C,joint,all,encoder,future/0.75ps/bond_order,1,0.23633360986908278,0.2006814428543051,0.27774778949096796,30
C,joint,all,encoder,future/0.75ps/instantaneous_TDA_H0,1,0.17832281216979026,0.15472095193341373,0.20657222211360932,30
C,joint,all,encoder,future/0.75ps/instantaneous_TDA_H1,1,0.13191149967412155,0.11486132866082092,0.15180172340633966,30
C,joint,all,encoder,future/0.75ps/instantaneous_TDA_H2,1,0.11884128525853158,0.10101504356600344,0.14006310052548843,30
C,joint,all,encoder,future/0.75ps/motion_even,1,0.8628282904624939,0.7235443486273289,1.001941014577945,30
C,joint,all,encoder,future/0.75ps/motion_odd,1,0.9392639249563217,0.8229168893645207,1.0748931776732205,30
C,joint,all,encoder,future/3ps/block_mean,1,0.4475916731895673,0.40057016245813837,0.49455581924412406,30
C,joint,all,encoder,future/3ps/bond_order,1,0.2458276371161143,0.21067774773885806,0.28623312407483653,30
C,joint,all,encoder,future/3ps/instantaneous_TDA_H0,1,0.18746951147913932,0.16227027658993998,0.21460080898056427,30
C,joint,all,encoder,future/3ps/instantaneous_TDA_H1,1,0.13855253743628662,0.1183877123799175,0.15966664887964724,30
C,joint,all,encoder,future/3ps/instantaneous_TDA_H2,1,0.1268463561932246,0.10559426537094016,0.14998626747168597,30
C,joint,all,encoder,future/3ps/motion_even,1,0.8754845142364502,0.7699282365292311,0.983686527883013,30
C,joint,all,encoder,future/3ps/motion_odd,1,1.1113694826761882,0.9551419102152189,1.2664540748794872,30
C,joint,all,encoder,future/9ps/block_mean,1,0.44048535627209484,0.38982929135776223,0.4941012656600731,30
C,joint,all,encoder,future/9ps/bond_order,1,0.2918506905436516,0.2276454636454582,0.37293478480229775,30
C,joint,all,encoder,future/9ps/instantaneous_TDA_H0,1,0.19391131500403086,0.16776064042622843,0.222790038002034,30
C,joint,all,encoder,future/9ps/instantaneous_TDA_H1,1,0.15063482287029425,0.11845570738116899,0.1879872796156754,30
C,joint,all,encoder,future/9ps/instantaneous_TDA_H2,1,0.14986500541369122,0.12037280190425614,0.18767825348923603,30
C,joint,all,encoder,future/9ps/motion_even,1,0.8214514791965485,0.7147892095645269,0.9335796412080525,30
C,joint,all,encoder,future/9ps/motion_odd,1,1.0351988246043524,0.8919937624533971,1.1766359639167785,30
C,joint,all,encoder,path/0.75ps/mean_std_qbar6,1,0.01484434943413362,0.011332184493561121,0.018569492315000387,30
C,joint,all,encoder,path/3ps/mean_std_qbar6,1,0.014277352280138681,0.01089884654667306,0.017901516612522147,30
C,joint,all,encoder,path/9ps/mean_std_qbar6,1,0.01648588329941655,0.011997591450150745,0.021047504634674016,30
C,joint,all,encoder,present/block_mean,1,0.344198760845595,0.3085516908050826,0.38199311270482,30
C,joint,all,encoder,present/bond_order,1,0.23138971080382664,0.19445543257519604,0.2740415230145057,30
C,joint,all,encoder,present/instantaneous_TDA_H0,1,0.1714290236433347,0.1419331832230091,0.20564937225853402,30
C,joint,all,encoder,present/instantaneous_TDA_H1,1,0.1163020604600509,0.0978027312612782,0.1380011846870184,30
C,joint,all,encoder,present/instantaneous_TDA_H2,1,0.11264543769260248,0.09179353698777656,0.1371976488300909,30
C,joint,all,encoder,present/motion_even,1,0.513254776597023,0.4409373117486636,0.5932397510235509,30
C,joint,all,encoder,present/motion_odd,1,0.9201715558767318,0.7751703131198884,1.0679110382000605,30
C,joint,all,encoder,temporal/0.75ps/covariance_trace,1,9.076264182726542,7.40598506351312,11.038303921421369,30
C,joint,all,encoder,temporal/0.75ps/increment_p95,1,4.643567913373311,4.324462364315986,4.96717031298081,30
C,joint,all,encoder,temporal/0.75ps/increment_rms,1,3.318136994043986,3.05472805639108,3.5546688481171924,30
C,joint,all,encoder,temporal/0.75ps/normalized_rms_jump,1,0.8365793957929691,0.7557736081228168,0.914035697324108,30
C,joint,all,persistence,future/0.75ps/block_mean,1,0.6543012056603199,0.5740651211830684,0.7382016913960171,30
C,joint,all,persistence,future/0.75ps/bond_order,1,0.10716080286850532,0.08604090820221852,0.12960883970682816,30
C,joint,all,persistence,future/0.75ps/instantaneous_TDA_H0,1,0.285511609663566,0.2455895626855393,0.3292418495006859,30
C,joint,all,persistence,future/0.75ps/instantaneous_TDA_H1,1,0.14633013034860293,0.13116318952292205,0.16184888130674757,30
C,joint,all,persistence,future/0.75ps/instantaneous_TDA_H2,1,0.11649242155253887,0.10434886879287661,0.12961869141086935,30
C,joint,all,persistence,future/0.75ps/motion_even,1,1.4960613648096721,1.2738805450499058,1.7542662550508976,30
C,joint,all,persistence,future/0.75ps/motion_odd,1,1.774250904719035,1.4989485256870587,2.0472529695928094,30
C,joint,all,persistence,future/3ps/block_mean,1,0.6919941502209339,0.6281866516744613,0.7652520256711998,30
C,joint,all,persistence,future/3ps/bond_order,1,0.1212398153419296,0.09643731819620976,0.1469836659046511,30
C,joint,all,persistence,future/3ps/instantaneous_TDA_H0,1,0.2959462861220042,0.2564260383322835,0.33965859024475015,30
C,joint,all,persistence,future/3ps/instantaneous_TDA_H1,1,0.1581691525876522,0.14063468891506395,0.17720472333331902,30
C,joint,all,persistence,future/3ps/instantaneous_TDA_H2,1,0.13143915335337322,0.11760049803182483,0.14592009299745162,30
C,joint,all,persistence,future/3ps/motion_even,1,1.5226827383041381,1.3265108191470305,1.711664877136548,30
C,joint,all,persistence,future/3ps/motion_odd,1,1.9224877556165059,1.6715129844347636,2.215133370955785,30
C,joint,all,persistence,future/9ps/block_mean,1,0.7277039315344559,0.6414161148494008,0.8154739066161628,30
C,joint,all,persistence,future/9ps/bond_order,1,0.16251163333654403,0.11330170715382944,0.22127475703600788,30
C,joint,all,persistence,future/9ps/instantaneous_TDA_H0,1,0.3390496015548706,0.29804654909918704,0.38010800948987405,30
