campaign,name,n,sources,prevalence,log_loss,brier,average_precision,threshold,recall,false_positive_rate,precision,auroc,f1,balanced_accuracy,horizon_ps,ece_10bin,log_loss_ci95,brier_ci95,timing_true_events,timing_missed_windows,timing_detected_window_timing_mae_ps,timing_detected_window_timing_bias_ps,timing_timed_within_3ps_recall,timing_alarm_episodes,timing_false_alarm_episodes,timing_observable_event_centers,timing_detected_event_centers,timing_missed_event_centers,timing_event_recall,timing_false_alarms_per_sampled_center_ns,timing_mean_detected_lead_ps,spatial_sampled_center_fraction_mae,spatial_sampled_center_jaccard,spatial_nearby_pair_difference_rmse,spatial_nearby_pairs
initial,finetune-H12-R0-mlp,44385,30,0.031243024276521245,0.13781396906982327,0.030219074613243416,0.057164595945918946,0.047139719128608704,0.2745051595434538,0.07278939830005621,0.10843592009119096,0.6106467011791269,0.15546109377073278,0.6008578806216988,9.0,0.003819728767166647,"[0.11871121977783392, 0.16098133390358071]","[0.02486439155972113, 0.03664349299530519]",974,762,2.2075703999918286,-0.419885399689247,0.15092402464065707,86,83,378,3,375,0.007936507936507936,0.6233337088355676,5.5,0.05943111535095489,0.04100000178524304,0.1532394705913073,16736
initial,finetune-H12-R0-mlp,44385,30,0.09117904843080059,0.30439997144285524,0.08316529656805363,0.12179153332136602,0.1517098844051361,0.17703371705208878,0.11555221436611217,0.1332290119358672,0.6010818529395714,0.15203906237219525,0.5307407513429885,24.0,0.028824201937643432,"[0.27160826250393755, 0.34741822787212456]","[0.07070846965644155, 0.09900860124563829]",2883,2266,5.78256797154965,0.2810302390026884,0.05723204994797086,119,99,397,20,377,0.05037783375314862,0.7434944237918215,11.925,0.1519908199314658,0.06551085186063012,0.2380009171130144,16736
initial,finetune-H12-R0-mlp,44385,30,0.18840006848320312,0.4826260165096086,0.15393328035929763,0.20529183869112377,0.30119043588638306,0.08512393587664331,0.10099837479821216,0.16363374406576572,0.573953018113492,0.11198969487361429,0.49206278053921537,48.0,0.05799934713149921,"[0.44042439708251807, 0.5367215315068677]","[0.13614742987626427, 0.17719351209439546]",6014,5321,11.528419724571181,-0.7991778884632891,0.015630196208846026,94,81,402,13,389,0.03233830845771144,0.6083136194660358,30.576923076923077,0.24835819490326597,0.03985909960748497,0.3007722513259418,16736
initial,finetune-H12-R0-mlp,44385,30,0.36752480433082874,0.6623860800348355,0.23629690820209928,0.37460800266757943,0.5865217447280884,0.007083875036240625,0.028412113330866868,0.12654654108007618,0.5644173766007881,0.013416704210506334,0.48933588085268687,96.0,0.10091553448041557,"[0.6254678470618779, 0.6937845744967108]","[0.2192332307882568, 0.25133529603069543]",12127,12066,28.200272850232455,-28.200272850232455,8.246062505153789e-05,120,113,409,6,403,0.014669926650366748,0.8486350493785438,86.875,0.3530099551235583,0.001762995835686053,0.36322222423836914,16736
initial,finetune-H12-R25-mean,44385,30,0.0024611272127941872,0.016769253747806166,0.0024524424069995773,0.01089612363237216,0.003611483843997121,0.1283346035167086,0.03814503408076048,0.008232276901990986,0.8615185388466218,0.015472067444430119,0.5450947847179741,0.75,0.00013171374033515417,"[0.012027897511774651, 0.022282924367650007]","[0.0016422836501712487, 0.003403793282364136]",68,59,0.375,-0.375,0.1323529411764706,257,252,68,5,63,0.07352941176470588,1.8925312605610003,0.75,0.005537122312181785,0.00819964349376114,0.04014891105933444,16736
initial,finetune-H12-R25-mean,44385,30,0.00884508151496356,0.049475185143759,0.008745958192318876,0.028599409118415978,0.011308101005852222,0.16012884767046703,0.0418179949925987,0.03304258525877961,0.7514197006623301,0.05478109284906027,0.5591554263389342,3.0,0.00019407388436857223,"[0.041759679390236566, 0.058739906387631956]","[0.007102759156761403, 0.010689474737070406]",274,236,0.8802010359751964,-0.46488100140253197,0.1386861313868613,1023,1000,274,23,251,0.08394160583941605,7.510044684765874,1.923913043478261,0.018302034738446125,0.0232264766993173,0.0860078825285515,16736
initial,finetune-H12-R25-mean,44385,30,0.031243024276521245,0.13855456949942307,0.03024538177048781,0.03963664815915825,0.030336106196045876,0.03700934279010907,0.041100632067720376,0.028220760471184405,0.6048203917756239,0.03202299999102939,0.4979543553611943,9.0,0.005522221824538108,"[0.11765553149483043, 0.16363232775396522]","[0.02478546452245391, 0.03679170996833886]",974,939,2.1281019686437004,-1.293378333101905,0.02566735112936345,1187,1158,378,29,349,0.07671957671957672,8.696631744958882,6.025862068965517,0.05383819988712016,0.013022176379577099,0.1532435413580615,16736
initial,finetune-H12-R25-mean,44385,30,0.09117904843080059,0.3029600097070259,0.08251292662426152,0.10823337406925432,0.13467325270175934,0.04695299556719995,0.04276972897576772,0.09921239495660122,0.5772919718200084,0.06374038510641876,0.5020916332957162,24.0,0.009406552014299253,"[0.266982917734968, 0.34823479324459156]","[0.06940287959824794, 0.09892993166879371]",2883,2758,5.9400405795999385,1.502655937576813,0.013180714533472077,898,820,397,66,331,0.16624685138539042,6.158236641508017,12.045454545454545,0.14683617706540544,0.029365292597425856,0.23883388987403054,16736
initial,finetune-H12-R25-mean,44385,30,0.18840006848320312,0.4874403774785777,0.15457692899194977,0.19574629931750792,0.29437777400016785,0.04418816819216611,0.04451255269735542,0.18728424027013932,0.5376891231244929,0.0715052611563995,0.49983780774740527,48.0,0.04226313728180726,"[0.44724578187094965, 0.5385327254971923]","[0.13703717622867917, 0.17738393967682864]",6014,5803,11.399209185403551,-0.9238649837446112,0.005154639175257732,1087,954,402,79,323,0.19651741293532338,7.164582629266644,31.82278481012658,0.25452250277295657,0.021221415732693927,0.30230595165410884,16736
initial,finetune-H12-R25-mean,44385,30,0.36752480433082874,0.6644071152287467,0.23621007015822962,0.39232559983785964,0.5697200894355774,0.04379907226996728,0.04635313592352886,0.35445202979744783,0.5573269002168455,0.0779642290441523,0.4987229681732192,96.0,0.06753488379927591,"[0.6378347263564655, 0.6895408265921259]","[0.2233904334746053, 0.24835937587382645]",12127,11712,23.30602673783888,-5.4069453395531815,0.002308897501443061,1237,929,409,133,276,0.3251833740831296,6.9768315121474975,70.30827067669173,0.3582323261866446,0.019242617688916965,0.36755952790540714,16736
initial,finetune-H12-R25-attention,44385,30,0.0024611272127941872,0.01722062220850252,0.0024551669806093957,0.0024538517603156585,0.0035621195565909147,0.010904935143544918,0.09670592420052293,0.00027813358420311385,0.5310847546129736,0.0005424322734333077,0.45709950547151096,0.75,0.00032556465003299285,"[0.012427480056092151, 0.022847164075756425]","[0.0016446901323394806, 0.0034071870391010413]",68,67,0.375,-0.375,0.014705882352941176,101,101,68,0,68,0.0,0.7585145131613533,,0.0054889955673999985,0.00013227513227513226,0.040165759054386456,16736
initial,finetune-H12-R25-attention,44385,30,0.00884508151496356,0.05046168935129388,0.008767014709688848,0.02200662578533103,0.014918881468474865,0.2860576503944704,0.07612822957720697,0.03244471226746478,0.6107526595369406,0.05827936773459182,0.6049647104086318,3.0,0.0023346744914537645,"[0.043010315215917014, 0.059351603404373045]","[0.007129049163702823, 0.010704139431190496]",274,211,0.8186776380088694,-0.4048800022471093,0.22992700729927007,101,100,274,1,273,0.0036496350364963502,0.7510044684765874,1.5,0.02024227539433565,0.01837072005308883,0.08607625133490515,16736
initial,finetune-H12-R25-attention,44385,30,0.031243024276521245,0.13789309782328962,0.030229798362436625,0.0570800132676159,0.04914828762412071,0.2745051595434538,0.07324978820394394,0.10782786736422767,0.6107840627778323,0.15483520308694007,0.600627685669755,9.0,0.004738773070519056,"[0.1188991998134509, 0.16095469043197688]","[0.02488524674332423, 0.036644938888999896]",974,762,2.208759718918558,-0.43295523840709743,0.15092402464065707,83,80,378,3,375,0.007936507936507936,0.6008035747812699,5.5,0.060047870577695645,0.04096690346690346,0.15323927152994282,16736
initial,finetune-H12-R25-attention,44385,30,0.09117904843080059,0.30552147604179036,0.08348937018772412,0.12540928228051482,0.1599212884902954,0.21115490083445312,0.11557740906419438,0.15490048833049225,0.6042693745944641,0.17870518080472872,0.5477887458851295,24.0,0.03425943113129208,"[0.2733003868939143, 0.3476313129741415]","[0.07120113613614192, 0.09916105946362441]",2883,2196,5.826359251852294,0.5219558980111288,0.061741241762053416,132,106,397,26,371,0.0654911838790932,0.7960647365851826,10.903846153846153,0.15494858350127333,0.07183790761810896,0.23799976322934271,16736
initial,finetune-H12-R25-attention,44385,30,0.18840006848320312,0.48516363175469474,0.15514254800046132,0.20632651849443237,0.31630152463912964,0.08677585033377853,0.10229339629696002,0.1645224344670812,0.5747198238496349,0.11362253555512906,0.49224122701840906,48.0,0.06956363245911841,"[0.4441312831044925, 0.5371577975158054]","[0.13793081887287223, 0.17765054704329922]",6014,5302,11.508990737720763,-0.7164442127536454,0.015962753574991686,122,104,402,15,387,0.03731343283582089,0.7810446472156509,27.85,0.25236175211573697,0.042029824706673574,0.3007697100918497,16736
initial,finetune-H12-R25-attention,44385,30,0.36752480433082874,0.666091482174907,0.23820100024470017,0.37662872340665376,0.6041322946548462,0.006735487739376334,0.027388083851997817,0.12503742851685543,0.5667902141804099,0.012782415243824369,0.4896737019436893,96.0,0.1070346231642278,"[0.6298061874860462, 0.6969051687480313]","[0.22160275912847185, 0.25238434779094415]",12127,12069,28.450582582474606,-28.450582582474606,0.0,131,125,409,6,403,0.014669926650366748,0.9387555855957342,86.875,0.35555886202857223,0.0016932893573907608,0.3632167932589187,16736
initial,finetune-H48-R0-mlp,44385,30,0.0024611272127941872,0.01720733487890444,0.0024550588525087684,0.002396712282517028,0.003429082687944174,0.02824671420664708,0.0880093054038313,0.0007912246625756945,0.5252687599731671,0.0015393308056526407,0.4701187044014078,0.75,0.0002874032827118411,"[0.012415272736384398, 0.02283804243677567]","[0.0016445903429705895, 0.0034071024161958334]",68,66,0.375,-0.375,0.029411764705882353,245,245,68,0,68,0.0,1.8399609477676393,,0.0054424783960978565,0.00043782837127845885,0.040165788690229284,16736
initial,finetune-H48-R0-mlp,44385,30,0.00884508151496356,0.05042562934505986,0.008765597424450775,0.0172968820145065,0.014174935407936573,0.279828604495959,0.0733914433897458,0.03290604193642567,0.6107860254148868,0.05888731485045961,0.6032185805531067,3.0,0.002055485730584893,"[0.04293556397838093, 0.059341097937561454]","[0.007126734158688699, 0.010703344781278813]",274,212,0.8326907126782531,-0.42141222178774457,0.22627737226277372,86,86,274,0,274,0.0,0.6458638428898652,,0.019978748404092597,0.018262860360953002,0.08607651464852031,16736
initial,finetune-H48-R0-mlp,44385,30,0.031243024276521245,0.13777893549743728,0.03021609249029325,0.05693158542353471,0.04708057641983032,0.2727416804946542,0.07286261619959601,0.10771774005869095,0.6106575199758525,0.15444021546352737,0.599939532147529,9.0,0.003820061985868079,"[0.11867680500782482, 0.16092939180710958]","[0.02486216786512945, 0.036639762099591765]",974,763,2.2047821298497645,-0.410201614212741,0.14989733059548255,88,85,378,3,375,0.007936507936507936,0.6383537982050993,4.5,0.059448634120179596,0.04084829550770894,0.1532393499728147,16736
initial,finetune-H48-R0-mlp,44385,30,0.09117904843080059,0.30460020469872173,0.08320851237764021,0.12119880667080027,0.15248742699623108,0.15853214268483154,0.11458341901117002,0.12188830528428587,0.6012847063001192,0.13781601409515454,0.5219743618368309,24.0,0.029883203319567453,"[0.27196643328688497, 0.3474178465703954]","[0.07078648695149847, 0.09901176757112803]",2883,2308,5.728186990993323,0.3294387065720903,0.053763440860215055,112,92,397,20,377,0.05037783375314862,0.6909241109984604,13.6875,0.1525880946264136,0.06095243877768685,0.23800052499998203,16736
initial,finetune-H48-R0-mlp,44385,30,0.18840006848320312,0.48260035686866415,0.15393201848316498,0.208739275266264,0.3013535141944885,0.08957426933135189,0.10626351181120498,0.16365321962455498,0.5756705378578578,0.11577824849927945,0.4916553787600732,48.0,0.05918454990048388,"[0.4405398427410712, 0.5364962043415011]","[0.1362236536547319, 0.1771275041835756]",6014,5235,11.50601707060866,-0.7561271693180092,0.017126704356501498,94,82,402,12,390,0.029850746268656716,0.6158236641508017,27.9375,0.24866440636649056,0.04543456249805456,0.30077306498085604,16736
initial,finetune-H48-R0-mlp,44385,30,0.36752480433082874,0.6616613096320587,0.23592522861872806,0.37502173377002795,0.5824066400527954,0.00743226233310492,0.028619653537180788,0.13111755392923663,0.5648726443749547,0.014067143263935053,0.48940630439796207,96.0,0.09972959856085226,"[0.6249811216576202, 0.6932358635156389]","[0.21889219182827996, 0.25093680152983355]",12127,12063,28.22046147127363,-28.22046147127363,8.246062505153789e-05,108,100,409,7,402,0.017114914425427872,0.7510044684765874,87.75,0.3526046151126233,0.0018617365424430641,0.3632216693221411,16736
initial,finetune-H48-R25-mean,44385,30,0.0024611272127941872,0.017009494149790413,0.002453461552975551,0.006388935994991497,0.004997146315872669,0.05008528624807937,0.03802139801088543,0.0032394936627485704,0.7878473746914836,0.0060853872315619305,0.506031944118597,0.75,0.0009628398698927546,"[0.012472290778934575, 0.02231308448341962]","[0.0016446656859339381, 0.0034032121793658066]",68,63,0.375,-0.375,0.07352941176470588,225,222,68,3,65,0.04411764705882353,1.667229920018024,0.75,0.006532723237278433,0.003816793893129771,0.04014702205682009,16736
initial,finetune-H48-R25-mean,44385,30,0.00884508151496356,0.04956466399202745,0.008746377063587602,0.020761104332609935,0.012813858687877655,0.09502927247321999,0.03821619595307282,0.021708926061195268,0.7178705057900702,0.035343760237350745,0.5284065382600736,3.0,0.0005423641741705633,"[0.04192416335765918, 0.058663590940366626]","[0.007104495280993611, 0.010686762878417591]",274,252,0.9294159738011085,-0.5748097176412666,0.08029197080291971,597,580,274,17,257,0.06204379562043796,4.355825917164207,2.0294117647058822,0.019278243794054822,0.014498873873873871,0.08603084403152961,16736
initial,finetune-H48-R25-mean,44385,30,0.031243024276521245,0.13827852493966905,0.03022508778466546,0.037386278303846554,0.03815582022070885,0.0486630152216363,0.043143151219796984,0.03510004406779815,0.5816124860707362,0.040783466918257995,0.5027599320009196,9.0,0.0013376230292564502,"[0.11835090833660358, 0.1622188638686197]","[0.024821514414526905, 0.036707976594510486]",974,922,2.0948269289979624,-1.139395346357347,0.037987679671457907,1297,1254,378,43,335,0.11375661375661375,9.417596034696407,5.877906976744186,0.05729725935110429,0.01646315509444001,0.15334233969380132,16736
initial,finetune-H48-R25-mean,44385,30,0.09117904843080059,0.30457903847125684,0.08277649173393264,0.09388308006685442,0.11079714447259903,0.04142815009725733,0.0464513188056988,0.08212888389275223,0.5274909124608185,0.055074933726626536,0.4974884156457792,24.0,0.009247781308565687,"[0.26735972677153896, 0.3515777101540023]","[0.06943192223504373, 0.09950574530309617]",2883,2768,5.781844410331015,-1.1250140102938808,0.012140131807145335,1234,1156,397,67,330,0.16876574307304787,8.68161165558935,14.07089552238806,0.14009605306901227,0.02057744937055282,0.23838425275030092,16736
initial,finetune-H48-R25-mean,44385,30,0.18840006848320312,0.4883057847705767,0.15481585995228608,0.19653096306577128,0.29527556896209717,0.03661239886874539,0.0409528992890567,0.17186378213262396,0.5410885555864997,0.06036512480521172,0.49782974978984434,48.0,0.048093504725587335,"[0.4497282187087725, 0.5365606914052319]","[0.13784689325694602, 0.1766076444575061]",6014,5849,11.474017410576245,-0.34893213237257625,0.0038244097106750917,981,874,402,63,339,0.15671641791044777,6.563779054485374,33.67857142857143,0.2534406983199512,0.016953489399028816,0.3015661498136907,16736
initial,finetune-H48-R25-mean,44385,30,0.36752480433082874,0.6677758921885053,0.2377797177338053,0.39693078118487435,0.5860772132873535,0.0419971684881189,0.04405911103289017,0.3564558698225683,0.5632153115956374,0.07514128785156689,0.4989690287276144,96.0,0.08015846066952244,"[0.6422494900936926, 0.691563830397026]","[0.2255218346280937, 0.24925095466207978]",12127,11745,23.650312147824046,-4.455259856814624,0.0018965943761853714,1127,843,409,117,292,0.2860635696821516,6.330967669257632,72.55128205128206,0.3588211703557993,0.018330689796171397,0.3669473742193815,16736
initial,finetune-H48-R25-attention,44385,30,0.0024611272127941872,0.01720234259765066,0.002455060596919807,0.0025427920650294843,0.003426588838919997,0.02824671420664708,0.055386709165367594,0.0012566678388769696,0.533175332366364,0.0024062825911057052,0.48643000252063967,0.75,0.00022387513866030511,"[0.012387822890745113, 0.022856916618383377]","[0.0016444668492250015, 0.0034072346326130837]",68,66,0.375,-0.375,0.029411764705882353,401,401,68,0,68,0.0,3.0115279185911157,,0.005372835055652436,0.0007495590828924162,0.0401657879876591,16736
initial,finetune-H48-R25-attention,44385,30,0.00884508151496356,0.05039663395921559,0.008765404133757409,0.018666623589266365,0.01471155695617199,0.279828604495959,0.07505051742125349,0.03220204231918848,0.6105502264171199,0.057757484119414955,0.6023890435373528,3.0,0.0021247836136594907,"[0.04291850252947774, 0.05931131629409012]","[0.007126831466515021, 0.010703080738202269]",274,212,0.8289395022192817,-0.40503861106519856,0.22627737226277372,101,101,274,0,274,0.0,0.7585145131613533,,0.020060850716372695,0.018123445623445623,0.08607633159136097,16736
initial,finetune-H48-R25-attention,44385,30,0.031243024276521245,0.13776032979187394,0.030219129534292528,0.05694696637304568,0.04860894754528999,0.2727416804946542,0.07347925695095772,0.10691041259717252,0.6106651004736355,0.15360866501045203,0.5996312117718483,9.0,0.004240034768890224,"[0.11870642268960814, 0.16092018580462294]","[0.024871211735261595, 0.03663960923397097]",974,763,2.2051713835031053,-0.41458783898777346,0.14989733059548255,82,79,378,3,375,0.007936507936507936,0.5932935300965041,4.5,0.059714424247399644,0.04083083635640453,0.15323927125275574,16736
initial,finetune-H48-R25-attention,44385,30,0.09117904843080059,0.3053476308511129,0.08345476631227601,0.12693665929134107,0.15981775522232056,0.2245916596877168,0.11596533876704325,0.1626923735937142,0.6075523258115643,0.18869536084072944,0.5543131604603369,24.0,0.03455888054019279,"[0.2730848082691263, 0.34750633366513234]","[0.07116620730965403, 0.09914214079781165]",2883,2167,5.82124579303662,0.5852745809143368,0.06451612903225806,134,108,397,26,371,0.0654911838790932,0.8110848259547144,12.317307692307692,0.1549001866472736,0.0739360956326242,0.23799933642493543,16736
initial,finetune-H48-R25-attention,44385,30,0.18840006848320312,0.4847321526129967,0.15499444137028054,0.2097247054136621,0.3153446614742279,0.0910675937768685,0.10692136727029757,0.1650764508931774,0.5769185465890647,0.11738016545676155,0.49207311325328523,48.0,0.069316035766552,"[0.4433835251307621, 0.5372707628211432]","[0.13767608337268217, 0.17768471620957585]",6014,5229,11.47403652478894,-0.6940543892495892,0.017292983039574328,124,111,402,13,389,0.03233830845771144,0.833614960009012,25.846153846153847,0.25177687023393414,0.04550027156115717,0.3007686547728019,16736
initial,finetune-H48-R25-attention,44385,30,0.36752480433082874,0.6637227854738895,0.2371179288329905,0.3767444981292089,0.5961346626281738,0.006735487739376332,0.027441187265229643,0.12482566353455013,0.5669147059214154,0.012781306915533277,0.4896471502370734,96.0,0.10568482888734271,"[0.6259418160123071, 0.6952045946096707]","[0.21981331456346626, 0.25226743868807616]",12127,12069,28.324473446002028,-28.324473446002028,8.246062505153789e-05,137,131,409,6,403,0.014669926650366748,0.9838158537043296,86.875,0.35293676461673934,0.0016971419956494584,0.3632154988813803,16736
initial,scratch-H0-R0-mlp,44385,30,0.0024611272127941872,0.017200039269634412,0.0024550016714343604,0.002468778975991905,0.0033951341174542904,0.017341779063102164,0.032103031084146444,0.0013309857896552757,0.5182249098228018,0.002472227512351697,0.4926193739894779,0.75,0.0002587551291802431,"[0.01240330817377623, 0.022836712889420005]","[0.0016445020768203259, 0.003407085388741092]",68,67,0.375,-0.375,0.014705882352941176,845,845,68,0,68,0.0,6.345987758627164,,0.005394745962719104,0.0004032258064516129,0.040165796597505236,16736
initial,scratch-H0-R0-mlp,44385,30,0.00884508151496356,0.05037573003024989,0.008764498436563918,0.01608325338385235,0.01430188026279211,0.1502122611065544,0.05909114100908798,0.022182031633930652,0.6039465168369809,0.0386557243247688,0.5455605600487332,3.0,0.0018946636637987304,"[0.04285498767941795, 0.059318843331434015]","[0.007124982864231179, 0.010702598975248768]",274,241,0.8489393188963464,-0.47584478194808943,0.12043795620437957,683,667,274,16,258,0.058394160583941604,5.009199804738838,2.109375,0.01980975824781174,0.01295725441841348,0.0860786830018121,16736
initial,scratch-H0-R0-mlp,44385,30,0.031243024276521245,0.13780175743344203,0.030217669193583364,0.05206474297803792,0.047469012439250946,0.2058307693696065,0.06716569298339808,0.08994342338227876,0.60707805018101,0.12518417419900263,0.5693325381931043,9.0,0.0039479519571708225,"[0.11871726710163359, 0.16094916032685516]","[0.02486453819811028, 0.036641852939948816]",974,812,2.2176051116513262,-0.2493490235988542,0.11293634496919917,520,485,378,35,343,0.09259259259259259,3.642371672111449,4.607142857142857,0.05958144567966487,0.03694908089237986,0.15324229042247672,16736
initial,scratch-H0-R0-mlp,44385,30,0.09117904843080059,0.30464140849853644,0.08321538507527826,0.11868608427433591,0.1528622955083847,0.15002700592257714,0.10894423195936624,0.12138881043983807,0.5988741415934564,0.13419704147583394,0.5205413869816056,24.0,0.028994221443831646,"[0.2719449734716047, 0.3475508146590775]","[0.07077508573794383, 0.09903708502397635]",2883,2330,5.737955706314066,0.35330466756230294,0.05237599722511273,368,328,397,36,361,0.0906801007556675,2.463294656603207,11.25,0.15237441812333594,0.060104514180895546,0.23801744559906204,16736
initial,scratch-H0-R0-mlp,44385,30,0.18840006848320312,0.4830790701726252,0.15411186008740535,0.20127662213130754,0.3036425709724426,0.05168908568792731,0.07382337272394832,0.13981004868049185,0.5668478894413955,0.07547453005584973,0.48893285648198936,48.0,0.059726913784270017,"[0.4411533489041927, 0.53675775429894]","[0.1364147767859931, 0.17723438466201205]",6014,5643,12.367516909347414,-1.539358903938056,0.006983704689058862,825,711,402,48,354,0.11940298507462686,5.339641770868536,37.0625,0.2490561209330183,0.02436324325767603,0.30080249991817304,16736
initial,scratch-H0-R0-mlp,44385,30,0.36752480433082874,0.6623417403420404,0.23630038523721145,0.3738061329079736,0.5865159034729004,0.006967745937285862,0.02815592235990629,0.12572300569644917,0.5634644045987648,0.01320372296304164,0.4894059117886898,96.0,0.10081896060114137,"[0.6253711046219697, 0.6938446226294895]","[0.2192484339383132, 0.2514353400844302]",12127,12067,27.49755903148721,-27.424778897127798,0.00016492125010307578,157,149,409,6,403,0.014669926650366748,1.1189966580301152,86.875,0.35300846326992863,0.001801782265246406,0.36322319300596034,16736
initial,scratch-H0-R25-mean,44385,30,0.0024611272127941872,0.017224837857227254,0.002455273327215748,0.002899581265383262,0.0041190460324287415,0.008238399907714591,0.04404432841403828,0.0004612716222070486,0.5877606019124559,0.0008736284069465638,0.48209703574683815,0.75,0.000245647541842954,"[0.012239631617764679, 0.02310960271463081]","[0.0016440642541540348, 0.003408492735191492]",68,67,0.375,-0.375,0.014705882352941176,1242,1241,68,1,67,0.014705882352941176,9.31996545379445,0.75,0.005257813542767467,0.0002158894645941278,0.04017729730847916,16736
initial,scratch-H0-R25-mean,44385,30,0.00884508151496356,0.048956330871024994,0.00873724743301442,0.01595231877829816,0.021378446370363235,0.07599111293627314,0.04033909154043078,0.016533191576277084,0.6959924718108244,0.027157742711797286,0.5178260106979211,3.0,0.0016557097282907758,"[0.04140299511796286, 0.05758990667158225]","[0.007097597371172076, 0.01066633034922058]",274,256,0.6629766627338173,-0.4017890745147396,0.06569343065693431,780,764,274,16,258,0.058394160583941604,5.737674139161128,2.015625,0.02151094232534524,0.010257344015537751,0.08622573384821643,16736
initial,scratch-H0-R25-mean,44385,30,0.031243024276521245,0.13583233640493064,0.03007458194491696,0.04651270640641445,0.05715679004788399,0.059467654583288315,0.048974974454852736,0.037684461520759556,0.6438137393501066,0.04613397279939179,0.5052463400642179,9.0,0.003443206769204656,"[0.11658881210320986, 0.1585164865651574]","[0.02475261053547582, 0.03644839176923428]",974,912,2.2012845035353514,-0.07913495763464545,0.04209445585215606,1155,1109,378,46,332,0.12169312169312169,8.328639555405354,4.5,0.06302525795456451,0.020938375350140054,0.15374448488184694,16736
initial,scratch-H0-R25-mean,44385,30,0.09117904843080059,0.3024951324155909,0.08246599921251677,0.11705771280888944,0.15625272691249847,0.07672214209708991,0.05029412557153433,0.13273143463686327,0.5913072455537632,0.09723815795129608,0.5132140082627779,24.0,0.01607923726549178,"[0.267428936458494, 0.3464613205259383]","[0.0696370383423671, 0.09854452522489762]",2883,2677,5.631815423392404,0.5156706406604252,0.01734304543877905,1597,1437,397,133,264,0.3350125944584383,10.791934212008561,13.691729323308271,0.14952561143475282,0.03682852143482065,0.2398518932330897,16736
initial,scratch-H0-R25-mean,44385,30,0.18840006848320312,0.49159763111728555,0.15647370046579706,0.2067217469309988,0.34367096424102783,0.04310006135458158,0.040511576658945773,0.19805374574186504,0.5551837597786737,0.07079406040282962,0.5012942423478178,48.0,0.05736067671263365,"[0.45311869998882726, 0.5386256516663286]","[0.13966043307728687, 0.1775950637376098]",6014,5802,11.831749397188863,-0.6715695105956536,0.004489524442966412,1134,963,402,103,299,0.2562189054726368,7.232173031429537,31.57281553398058,0.2587223130907622,0.02171403395026658,0.30433727295389135,16736
initial,scratch-H0-R25-mean,44385,30,0.36752480433082874,0.6770382026145413,0.24236532260710072,0.4079988241640117,0.6405779719352722,0.04975742550560516,0.04375769654409727,0.39786761586762404,0.57238577224041,0.08845290780378583,0.502999864480754,96.0,0.09771153506659817,"[0.6481305639780744, 0.7021351270200584]","[0.22861114006583594, 0.25454083490743956]",12127,11676,23.451662684628282,-6.714970829106879,0.002226436876391523,1135,797,409,119,290,0.29095354523227385,5.985505613758402,73.02100840336135,0.3622506104841933,0.0221017111797327,0.368286461410961,16736
initial,scratch-H0-R25-attention,44385,30,0.0024611272127941872,0.017253088505572188,0.0024553612678518814,0.0025702953290982346,0.0038039085920900106,0.045588493269749245,0.04225343730288598,0.0026548678022428347,0.5345371415812163,0.005017536931309988,0.5016675279834316,0.75,0.0005136368442243378,"[0.01251490811790918, 0.022814747776679987]","[0.001645195848412492, 0.003407009692664954]",68,65,0.375,-0.375,0.04411764705882353,910,909,68,1,67,0.014705882352941176,6.82663061845218,0.75,0.005664480600138004,0.0009330436720142603,0.04016570514579585,16736
initial,scratch-H0-R25-attention,44385,30,0.00884508151496356,0.05039769253018461,0.008765102136322707,0.019761977859273708,0.014171771705150604,0.26052698644582595,0.06624780431370011,0.033904819899653785,0.6146548635554937,0.060001130068676654,0.5971395910660628,3.0,0.001914488151348259,"[0.04287851748505913, 0.05934023359269988]","[0.007125679173742097, 0.010703276718589574]",274,216,0.8075310736638095,-0.4372988459433665,0.2116788321167883,483,470,274,13,261,0.04744525547445255,3.529721001839961,1.5576923076923077,0.019843696969393688,0.018071193994839314,0.08607569734587588,16736
initial,scratch-H0-R25-attention,44385,30,0.031243024276521245,0.13773130888001822,0.03021349607374659,0.05589662509854076,0.046163298189640045,0.240894306687153,0.0678130259938249,0.10278891163073278,0.6111801563793935,0.1440935273104302,0.5865406403466641,9.0,0.0030620751002765237,"[0.11850185445795351, 0.16106778824369625]","[0.024849172034981257, 0.036648939113404055]",974,787,2.1938977489903793,-0.3530563399501253,0.1324435318275154,466,434,378,32,346,0.08465608465608465,3.2593593931883893,5.203125,0.05894972014069548,0.039955940355940356,0.1532382492525685,16736
initial,scratch-H0-R25-attention,44385,30,0.09117904843080059,0.3047232061015225,0.08325286500718028,0.12159583238783886,0.15353403985500336,0.1551729705457884,0.11188349623216247,0.12214842280589573,0.6007920886178549,0.13669434864144905,0.5216447371568131,24.0,0.02977924160480122,"[0.2720195873951951, 0.3475994344767813]","[0.0708163257712814, 0.09907624922356993]",2883,2318,5.775948763592098,0.501437169183727,0.053069719042663895,259,221,397,31,366,0.07808564231738035,1.6597198753332583,11.758064516129032,0.1523604267679056,0.06174660492346082,0.23800323253447989,16736
