domain,step,input_domain,target_domain,representation,family,selected_step,ridge_tuning_mse,selected_tuning_mse,probe,population,root,standardized_rmse
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,all,independent_melt_468207512,0.23984159392856616
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,all,independent_melt_553888770,0.278397399382634
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,all,independent_melt_708791158,0.28885619433883347
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,all,independent_melt_780540798,0.2524398256418476
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,all,independent_melt_827732877,0.27026502322456414
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,all,independent_melt_837421620,0.28324715827537067
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,all,independent_melt_845880246,0.288571028193682
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,all,independent_melt_850300441,0.24635436409460254
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,all,independent_melt_856510393,0.23103891865662005
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_129223029,0.23730766156038222
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_176364202,0.27681359340122125
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_197585375,0.3027333415500083
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_24993146,0.33955349618456215
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_340453041,0.28666166527179504
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_444631845,0.2684593642685165
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_468207512,0.23984159392856616
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_553888770,0.278397399382634
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_708791158,0.28885619433883347
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_780540798,0.2524398256418476
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_827732877,0.27026502322456414
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_837421620,0.28324715827537067
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_845880246,0.288571028193682
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_850300441,0.24635436409460254
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,ridge,liquid,independent_melt_856510393,0.23103891865662005
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_129223029,0.23755811432551993
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_176364202,0.27686512908837335
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_197585375,0.3019072303244743
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_24993146,0.33992603982547565
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_340453041,0.2871760156702466
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_444631845,0.26905433467194817
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_468207512,0.23987219973914978
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_553888770,0.2786709586253951
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_708791158,0.2889460653217353
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_780540798,0.25294766623034576
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_827732877,0.2699909547543765
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_837421620,0.28378476139632314
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_845880246,0.2892557767858163
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_850300441,0.24597961231619478
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,all,independent_melt_856510393,0.23114293798354146
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_129223029,0.23755811432551993
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_176364202,0.27686512908837335
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_197585375,0.3019072303244743
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_24993146,0.33992603982547565
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_340453041,0.2871760156702466
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_444631845,0.26905433467194817
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_468207512,0.23987219973914978
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_553888770,0.2786709586253951
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_708791158,0.2889460653217353
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_780540798,0.25294766623034576
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_827732877,0.2699909547543765
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_837421620,0.28378476139632314
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_845880246,0.2892557767858163
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_850300441,0.24597961231619478
paired_relaxed,0,observed,observed,exported,radial,200,0.07857109489592838,0.07844654111562428,residual,liquid,independent_melt_856510393,0.23114293798354146
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_129223029,0.5306449874974135
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_176364202,0.6201861440493354
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_197585375,0.6809925034030166
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_24993146,0.7169855095772871
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_340453041,0.6614610415341374
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_444631845,0.5470411245096608
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_468207512,0.5697918365923389
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_553888770,0.6022927678609152
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_708791158,0.5791116813929477
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_780540798,0.5636475814840453
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_827732877,0.5967130075625727
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_837421620,0.6322107888203988
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_845880246,0.6213043453875572
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_850300441,0.4833586311593568
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,all,independent_melt_856510393,0.5624033649323176
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_129223029,0.5306449874974135
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_176364202,0.6201861440493354
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_197585375,0.6809925034030166
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_24993146,0.7169855095772871
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_340453041,0.6614610415341374
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_444631845,0.5470411245096608
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_468207512,0.5697918365923389
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_553888770,0.6022927678609152
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_708791158,0.5791116813929477
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_780540798,0.5636475814840453
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_827732877,0.5967130075625727
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_837421620,0.6322107888203988
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_845880246,0.6213043453875572
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_850300441,0.4833586311593568
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,ridge,liquid,independent_melt_856510393,0.5624033649323176
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_129223029,0.5306449874974135
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_176364202,0.6201861440493354
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_197585375,0.6809925034030166
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_24993146,0.7169855095772871
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_340453041,0.6614610415341374
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_444631845,0.5470411245096608
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_468207512,0.5697918365923389
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_553888770,0.6022927678609152
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_708791158,0.5791116813929477
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_780540798,0.5636475814840453
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_827732877,0.5967130075625727
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_837421620,0.6322107888203988
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_845880246,0.6213043453875572
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_850300441,0.4833586311593568
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,all,independent_melt_856510393,0.5624033649323176
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_129223029,0.5306449874974135
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_176364202,0.6201861440493354
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_197585375,0.6809925034030166
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_24993146,0.7169855095772871
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_340453041,0.6614610415341374
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_444631845,0.5470411245096608
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_468207512,0.5697918365923389
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_553888770,0.6022927678609152
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_708791158,0.5791116813929477
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_780540798,0.5636475814840453
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_827732877,0.5967130075625727
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_837421620,0.6322107888203988
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_845880246,0.6213043453875572
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_850300441,0.4833586311593568
paired_relaxed,0,observed,observed,exported,rich,0,0.3901234607960361,0.3901234607960361,residual,liquid,independent_melt_856510393,0.5624033649323176
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_129223029,0.8800224154423508
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_176364202,0.9320010406173949
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_197585375,0.909433944021793
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_24993146,1.0465676062302374
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_340453041,1.094368565781087
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_444631845,0.9475030450486025
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_468207512,0.9327369973064505
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_553888770,1.057901799208822
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_708791158,0.8746834218334407
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_780540798,0.920129456011955
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_827732877,0.9624112964252696
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_837421620,1.061698681458893
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_845880246,0.9684333524773048
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_850300441,0.7561468780438603
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,all,independent_melt_856510393,0.8953985950843857
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_129223029,0.8800224154423508
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_176364202,0.9320010406173949
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_197585375,0.909433944021793
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_24993146,1.0465676062302374
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_340453041,1.094368565781087
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_444631845,0.9475030450486025
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_468207512,0.9327369973064505
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_553888770,1.057901799208822
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_708791158,0.8746834218334407
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_780540798,0.920129456011955
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_827732877,0.9624112964252696
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_837421620,1.061698681458893
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_845880246,0.9684333524773048
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_850300441,0.7561468780438603
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,ridge,liquid,independent_melt_856510393,0.8953985950843857
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_129223029,0.891511976651237
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_176364202,0.9439195240794518
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_197585375,0.9195699974148082
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_24993146,1.057283512985705
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_340453041,1.0877852049831038
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_444631845,0.9422957658633832
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_468207512,0.9396833721422988
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_553888770,1.0551473494940222
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_708791158,0.8693466533451356
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_780540798,0.9226382762670753
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_827732877,0.9688685220120982
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_837421620,1.0474625357522198
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_845880246,0.974633451380142
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_850300441,0.7529674099463516
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,all,independent_melt_856510393,0.9062502612396741
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_129223029,0.891511976651237
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_176364202,0.9439195240794518
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_197585375,0.9195699974148082
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_24993146,1.057283512985705
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_340453041,1.0877852049831038
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_444631845,0.9422957658633832
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_468207512,0.9396833721422988
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_553888770,1.0551473494940222
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_708791158,0.8693466533451356
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_780540798,0.9226382762670753
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_827732877,0.9688685220120982
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_837421620,1.0474625357522198
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_845880246,0.974633451380142
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_850300441,0.7529674099463516
paired_relaxed,0,observed,observed,pooled,angular,200,0.8965483258635771,0.8910892743914811,residual,liquid,independent_melt_856510393,0.9062502612396741
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_129223029,0.25865564214269826
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_176364202,0.2795090751656292
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_197585375,0.3021155216561769
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_24993146,0.3423623330375395
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_340453041,0.28351723676323665
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_444631845,0.2680080119268171
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_468207512,0.25067000293676445
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_553888770,0.2694229655242643
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_708791158,0.2829384822699747
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_780540798,0.24921700629158242
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_827732877,0.27164848998804175
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_837421620,0.29511461438858055
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_845880246,0.3094948679791021
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_850300441,0.25989420933531077
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,all,independent_melt_856510393,0.23883464842570928
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_129223029,0.25865564214269826
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_176364202,0.2795090751656292
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_197585375,0.3021155216561769
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_24993146,0.3423623330375395
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_340453041,0.28351723676323665
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_444631845,0.2680080119268171
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_468207512,0.25067000293676445
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_553888770,0.2694229655242643
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_708791158,0.2829384822699747
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_780540798,0.24921700629158242
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_827732877,0.27164848998804175
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_837421620,0.29511461438858055
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_845880246,0.3094948679791021
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_850300441,0.25989420933531077
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,ridge,liquid,independent_melt_856510393,0.23883464842570928
paired_relaxed,0,observed,observed,pooled,radial,200,0.07965800156942662,0.07736634311109966,residual,all,independent_melt_129223029,0.25133465242675596
