domain,step,input_domain,target_domain,representation,family,selected_step,ridge_tuning_mse,selected_tuning_mse,probe,target_group,standardized_rmse
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,ridge,radial_bin_07,0.5389837666167758
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,ridge,radial_bin_08,0.5780135871757456
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,ridge,radial_bin_09,0.40752807493896553
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,ridge,radial_bin_10,0.4010441387744301
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,ridge,radial_bin_11,0.538845821882885
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,ridge,nearest_distance,0.4237101564539796
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,ridge,weighted_radius,0.31204213974348444
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,ridge,weighted_radius_squared,0.3450964465531976
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,ridge,weighted_count,0.18562985845862154
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,ridge,weighted_density,0.18562985845866578
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_00,0.16022582092255117
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_01,0.10766031087032779
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_02,0.029417004077399705
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_03,0.0034505599198656318
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_04,0.006536315728035444
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_05,0.050125561916517104
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_06,0.3873919671354442
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_07,0.5372355003935281
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_08,0.5837347861986223
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_09,0.4013595647616236
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_10,0.4034325331014303
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,radial_bin_11,0.5367249283655761
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,nearest_distance,0.3135750582775358
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,weighted_radius,0.3049608021866883
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,weighted_radius_squared,0.3389041325792168
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,weighted_count,0.18634204798581422
pilot,0,melt,melt,pooled,radial,500,0.10750845373938185,0.103314411607861,residual,weighted_density,0.18634204805424165
pilot,0,melt,melt,pooled,rich,0,0.5113722422018817,0.5113722422018817,ridge,l0,0.23523873637058693
pilot,0,melt,melt,pooled,rich,0,0.5113722422018817,0.5113722422018817,ridge,l2,0.7930113196455026
pilot,0,melt,melt,pooled,rich,0,0.5113722422018817,0.5113722422018817,ridge,l4,0.7827490223935077
pilot,0,melt,melt,pooled,rich,0,0.5113722422018817,0.5113722422018817,ridge,l6,0.8064821635771794
pilot,0,melt,melt,pooled,rich,0,0.5113722422018817,0.5113722422018817,residual,l0,0.23523873637058693
pilot,0,melt,melt,pooled,rich,0,0.5113722422018817,0.5113722422018817,residual,l2,0.7930113196455026
pilot,0,melt,melt,pooled,rich,0,0.5113722422018817,0.5113722422018817,residual,l4,0.7827490223935077
pilot,0,melt,melt,pooled,rich,0,0.5113722422018817,0.5113722422018817,residual,l6,0.8064821635771794
pilot,1000,melt,melt,exported,angular,1200,0.9249972607953723,0.9222894279946656,ridge,q4,0.9542447806127221
pilot,1000,melt,melt,exported,angular,1200,0.9249972607953723,0.9222894279946656,ridge,w4,1.0091252587211095
pilot,1000,melt,melt,exported,angular,1200,0.9249972607953723,0.9222894279946656,ridge,q6,0.8950823702782401
pilot,1000,melt,melt,exported,angular,1200,0.9249972607953723,0.9222894279946656,ridge,w6,1.0046846350374348
pilot,1000,melt,melt,exported,angular,1200,0.9249972607953723,0.9222894279946656,residual,q4,0.9531350192571247
pilot,1000,melt,melt,exported,angular,1200,0.9249972607953723,0.9222894279946656,residual,w4,1.0091189560072518
pilot,1000,melt,melt,exported,angular,1200,0.9249972607953723,0.9222894279946656,residual,q6,0.8980822467736179
pilot,1000,melt,melt,exported,angular,1200,0.9249972607953723,0.9222894279946656,residual,w6,1.0093771384510308
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_00,0.16826806212820025
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_01,0.11275002282773242
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_02,0.02945870459178824
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_03,0.0016390119702537071
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_04,0.005317274135151999
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_05,0.04263939973282445
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_06,0.34083308058724626
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_07,0.5044248919860744
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_08,0.565535954109617
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_09,0.4288943369396418
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_10,0.40961572108846633
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,radial_bin_11,0.5588406404892975
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,nearest_distance,0.3223463199065995
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,weighted_radius,0.3457277714367238
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,weighted_radius_squared,0.37795429766575045
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,weighted_count,0.20914149560796075
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,ridge,weighted_density,0.2091414956077493
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_00,0.16755813597581368
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_01,0.11290629562631013
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_02,0.029672372526616357
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_03,0.0021869071080014664
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_04,0.0059703395546875666
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_05,0.042815826697934704
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_06,0.341219100743787
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_07,0.5035453668680028
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_08,0.5678511102173212
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_09,0.4312020228756543
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_10,0.407580419431477
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,radial_bin_11,0.5587123353467929
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,nearest_distance,0.31866593428844814
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,weighted_radius,0.3455800385262974
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,weighted_radius_squared,0.37749974145391985
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,weighted_count,0.20882967950341244
pilot,1000,melt,melt,exported,radial,4900,0.11238907047142117,0.11190159566627356,residual,weighted_density,0.20882967941332112
pilot,1000,melt,melt,exported,rich,2200,0.5137783928792503,0.513726757107381,ridge,l0,0.23127723839912834
pilot,1000,melt,melt,exported,rich,2200,0.5137783928792503,0.513726757107381,ridge,l2,0.786974488645826
pilot,1000,melt,melt,exported,rich,2200,0.5137783928792503,0.513726757107381,ridge,l4,0.791519301770503
pilot,1000,melt,melt,exported,rich,2200,0.5137783928792503,0.513726757107381,ridge,l6,0.8052761672203225
pilot,1000,melt,melt,exported,rich,2200,0.5137783928792503,0.513726757107381,residual,l0,0.23130135341791083
pilot,1000,melt,melt,exported,rich,2200,0.5137783928792503,0.513726757107381,residual,l2,0.7868275038673872
pilot,1000,melt,melt,exported,rich,2200,0.5137783928792503,0.513726757107381,residual,l4,0.7918159760146398
pilot,1000,melt,melt,exported,rich,2200,0.5137783928792503,0.513726757107381,residual,l6,0.8056264196551077
pilot,1000,melt,melt,pooled,angular,0,0.9196323895082924,0.9196323895082924,ridge,q4,0.9226984834861205
pilot,1000,melt,melt,pooled,angular,0,0.9196323895082924,0.9196323895082924,ridge,w4,1.0159653634968668
pilot,1000,melt,melt,pooled,angular,0,0.9196323895082924,0.9196323895082924,ridge,q6,0.887975995613778
pilot,1000,melt,melt,pooled,angular,0,0.9196323895082924,0.9196323895082924,ridge,w6,0.9922756641891557
pilot,1000,melt,melt,pooled,angular,0,0.9196323895082924,0.9196323895082924,residual,q4,0.9226984834861205
pilot,1000,melt,melt,pooled,angular,0,0.9196323895082924,0.9196323895082924,residual,w4,1.0159653634968668
pilot,1000,melt,melt,pooled,angular,0,0.9196323895082924,0.9196323895082924,residual,q6,0.887975995613778
pilot,1000,melt,melt,pooled,angular,0,0.9196323895082924,0.9196323895082924,residual,w6,0.9922756641891557
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_00,0.20935327321623784
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_01,0.14799008678510545
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_02,0.04000990882831774
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_03,0.0041378075228337054
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_04,0.008358259702799766
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_05,0.05085422988188371
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_06,0.35868596501250904
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_07,0.5188668253905001
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_08,0.5468196418224313
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_09,0.3989024635906001
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_10,0.36589942262104375
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,radial_bin_11,0.52091487537507
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,nearest_distance,0.4373692236323659
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,weighted_radius,0.3172052588005646
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,weighted_radius_squared,0.3458591121730479
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,weighted_count,0.17679789680422678
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,ridge,weighted_density,0.17679789680400532
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_00,0.20640545556732603
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_01,0.14309528331959526
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_02,0.03887661717837618
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_03,0.004077210093662073
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_04,0.0075740543674102335
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_05,0.04970801726139249
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_06,0.3565297618464341
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_07,0.5194653529739381
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_08,0.5541254457633087
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_09,0.3993805595547208
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_10,0.3667203564219402
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,radial_bin_11,0.5214232754269674
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,nearest_distance,0.33324787700636554
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,weighted_radius,0.3131455166173052
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,weighted_radius_squared,0.3429089792095706
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,weighted_count,0.17740280804119163
pilot,1000,melt,melt,pooled,radial,900,0.10665999903359662,0.10231956367832566,residual,weighted_density,0.17740280849440762
pilot,1000,melt,melt,pooled,rich,200,0.5078466291584489,0.5070566243246761,ridge,l0,0.21908280993649584
pilot,1000,melt,melt,pooled,rich,200,0.5078466291584489,0.5070566243246761,ridge,l2,0.7899767370035167
pilot,1000,melt,melt,pooled,rich,200,0.5078466291584489,0.5070566243246761,ridge,l4,0.783021234257819
pilot,1000,melt,melt,pooled,rich,200,0.5078466291584489,0.5070566243246761,ridge,l6,0.8029321891664822
pilot,1000,melt,melt,pooled,rich,200,0.5078466291584489,0.5070566243246761,residual,l0,0.21548592888515206
pilot,1000,melt,melt,pooled,rich,200,0.5078466291584489,0.5070566243246761,residual,l2,0.7890728937781986
pilot,1000,melt,melt,pooled,rich,200,0.5078466291584489,0.5070566243246761,residual,l4,0.7834070257076894
pilot,1000,melt,melt,pooled,rich,200,0.5078466291584489,0.5070566243246761,residual,l6,0.8027478020205446
pilot,3000,melt,melt,exported,angular,800,0.9333786341503647,0.9320776284444374,ridge,q4,0.9544158156684815
pilot,3000,melt,melt,exported,angular,800,0.9333786341503647,0.9320776284444374,ridge,w4,1.0108940962008786
pilot,3000,melt,melt,exported,angular,800,0.9333786341503647,0.9320776284444374,ridge,q6,0.8880300416877175
pilot,3000,melt,melt,exported,angular,800,0.9333786341503647,0.9320776284444374,ridge,w6,1.0021898470583992
pilot,3000,melt,melt,exported,angular,800,0.9333786341503647,0.9320776284444374,residual,q4,0.9561393957838551
pilot,3000,melt,melt,exported,angular,800,0.9333786341503647,0.9320776284444374,residual,w4,1.0101632793546536
pilot,3000,melt,melt,exported,angular,800,0.9333786341503647,0.9320776284444374,residual,q6,0.886039943346
pilot,3000,melt,melt,exported,angular,800,0.9333786341503647,0.9320776284444374,residual,w6,1.0034723221748572
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_00,0.15754963264410085
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_01,0.10081147664138886
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_02,0.02687705138854865
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_03,0.0032255215790346274
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_04,0.007555288940814136
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_05,0.04325044284407496
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_06,0.3467092543451212
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_07,0.5403233261314664
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_08,0.5766090747201533
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_09,0.4732442587963708
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_10,0.546167032196588
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,radial_bin_11,0.6047660376500463
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,nearest_distance,0.30013118215360474
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,weighted_radius,0.41308058684325705
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,weighted_radius_squared,0.4546639185422383
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,weighted_count,0.26382249862886287
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,ridge,weighted_density,0.2638224986287724
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_00,0.15810601684385264
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_01,0.10103862500375586
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_02,0.026806868822393897
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_03,0.0033978757721523584
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_04,0.007795772530170568
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_05,0.04323771995142566
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_06,0.3465845729992113
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_07,0.5401769569430642
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_08,0.5770317221763067
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_09,0.47271071597572517
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_10,0.5459109727074294
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,radial_bin_11,0.604867399744525
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,nearest_distance,0.3005290592926568
pilot,3000,melt,melt,exported,radial,700,0.13617440545305062,0.13562097155447514,residual,weighted_radius,0.41229153854807105
