step,noise_over_d0,population,intervention,coverage,roots,true_nmse,other_nmse,delta,gain,ci95_lower,ci95_upper
10000,0.01,all,alpha_2,1.0,6,0.9856298139784485,0.9857879337699463,0.00015811979149778685,0.00016039939837072942,0.00010846256863375523,0.00020814918539434544
10000,0.01,all,optimized_constant,1.0,6,0.9856298139784485,0.9857010210398585,7.120706140995026e-05,7.22400199350822e-05,3.313076799530146e-05,0.0001222243155508577
10000,0.01,all,strict_donor,0.8984375,6,0.9852687339319076,0.985294379308247,2.564537633934864e-05,2.6028136238255712e-05,-6.521003400927125e-05,0.00011696811083901884
10000,0.01,all,unrestricted_donor,1.0,6,0.9856298139784485,0.9857161475035051,8.633352505664031e-05,8.758457013741504e-05,-1.2529751004898831e-05,0.00019864746305098098
10000,0.01,liquid,alpha_0,1.0,6,0.9856298139784485,0.9856571514004221,2.7337421973546345e-05,2.7735224093633706e-05,-1.848794967116463e-05,8.811798547540656e-05
10000,0.01,liquid,alpha_0.5,1.0,6,0.9856298139784485,0.9856197117672613,-1.0102211187283197e-05,-1.0249603438969847e-05,-3.2869636130177634e-05,1.8320829258025655e-05
10000,0.01,liquid,alpha_1,1.0,6,0.9856298139784485,0.9856298139784485,0.0,0.0,0.0,0.0
10000,0.01,liquid,alpha_2,1.0,6,0.9856298139784485,0.9857879337699463,0.00015811979149778685,0.00016039939837072942,0.00010846256863375523,0.00020814918539434544
10000,0.01,liquid,optimized_constant,1.0,6,0.9856298139784485,0.9857010210398585,7.120706140995026e-05,7.22400199350822e-05,3.313076799530146e-05,0.0001222243155508577
10000,0.01,liquid,strict_donor,0.8984375,6,0.9852687339319076,0.985294379308247,2.564537633934864e-05,2.6028136238255712e-05,-6.521003400927125e-05,0.00011696811083901884
10000,0.01,liquid,unrestricted_donor,1.0,6,0.9856298139784485,0.9857161475035051,8.633352505664031e-05,8.758457013741504e-05,-1.2529751004898831e-05,0.00019864746305098098
10000,0.02,all,alpha_0,1.0,6,0.9476101023610681,0.9478420508094132,0.00023194844834506512,0.00024471213125329465,0.00017468576678146585,0.0003075006626588473
10000,0.02,all,alpha_0.5,1.0,6,0.9476101023610681,0.9476848592360815,7.47568750133117e-05,7.888368615871886e-05,3.817408315793545e-05,0.00011598279525378301
10000,0.02,all,alpha_1,1.0,6,0.9476101023610681,0.9476101023610681,0.0,0.0,0.0,0.0
10000,0.02,all,alpha_2,1.0,6,0.9476101023610681,0.947717890686666,0.00010778832559784253,0.0001137346109608439,6.262220042488e-06,0.0002274552664407486
10000,0.02,all,optimized_constant,1.0,6,0.9476101023610681,0.9478320897712061,0.0002219874101380507,0.00023420541732407316,0.0001656681472956029,0.0002906811119372459
10000,0.02,all,strict_donor,0.8984375,6,0.9473537140416877,0.9476700062801919,0.00031629223850428617,0.0003337577810927905,0.0002650022123370738,0.0004129300899957433
10000,0.02,all,unrestricted_donor,1.0,6,0.9476101023610681,0.9479729671147652,0.0003628647536970675,0.0003827796427586713,0.0003277753461673938,0.0004434528815344253
10000,0.02,liquid,alpha_0,1.0,6,0.9476101023610681,0.9478420508094132,0.00023194844834506512,0.00024471213125329465,0.00017468576678146585,0.0003075006626588473
10000,0.02,liquid,alpha_0.5,1.0,6,0.9476101023610681,0.9476848592360815,7.47568750133117e-05,7.888368615871886e-05,3.817408315793545e-05,0.00011598279525378301
10000,0.02,liquid,alpha_1,1.0,6,0.9476101023610681,0.9476101023610681,0.0,0.0,0.0,0.0
10000,0.02,liquid,alpha_2,1.0,6,0.9476101023610681,0.947717890686666,0.00010778832559784253,0.0001137346109608439,6.262220042488e-06,0.0002274552664407486
10000,0.02,liquid,optimized_constant,1.0,6,0.9476101023610681,0.9478320897712061,0.0002219874101380507,0.00023420541732407316,0.0001656681472956029,0.0002906811119372459
10000,0.02,liquid,strict_donor,0.8984375,6,0.9473537140416877,0.9476700062801919,0.00031629223850428617,0.0003337577810927905,0.0002650022123370738,0.0004129300899957433
10000,0.02,liquid,unrestricted_donor,1.0,6,0.9476101023610681,0.9479729671147652,0.0003628647536970675,0.0003827796427586713,0.0003277753461673938,0.0004434528815344253
10000,0.04,all,alpha_0,1.0,6,0.8391932211816311,0.8399115436089536,0.0007183224273224672,0.0008552358076137374,0.000701527105642205,0.0010055750916759846
10000,0.04,all,alpha_0.5,1.0,6,0.8391932211816311,0.8394263467441002,0.00023312556246916452,0.0002777200922670063,0.00020243278841813715,0.0003468281652740208
10000,0.04,all,alpha_1,1.0,6,0.8391932211816311,0.8391932211816311,0.0,0.0,0.0,0.0
10000,0.04,all,alpha_2,1.0,6,0.8391932211816311,0.8394426192777852,0.0002493980961541335,0.0002970996354326949,0.0001251946725942149,0.00048606816472911174
10000,0.04,all,optimized_constant,1.0,6,0.8391932211816311,0.8399462642458578,0.0007530430642267069,0.0008965371908676329,0.0007701463882445211,0.001030680885083725
10000,0.04,all,strict_donor,0.8984375,6,0.8399854646695002,0.8409061439870675,0.0009206793175673041,0.0010948657280609672,0.0009343295493986204,0.0012559069064886118
10000,0.04,all,unrestricted_donor,1.0,6,0.8391932211816311,0.8404027577101564,0.001209536528525253,0.001439234364033873,0.0012773612999756126,0.0016086605486490702
10000,0.04,liquid,alpha_0,1.0,6,0.8391932211816311,0.8399115436089536,0.0007183224273224672,0.0008552358076137374,0.000701527105642205,0.0010055750916759846
10000,0.04,liquid,alpha_0.5,1.0,6,0.8391932211816311,0.8394263467441002,0.00023312556246916452,0.0002777200922670063,0.00020243278841813715,0.0003468281652740208
10000,0.04,liquid,alpha_1,1.0,6,0.8391932211816311,0.8391932211816311,0.0,0.0,0.0,0.0
10000,0.04,liquid,alpha_2,1.0,6,0.8391932211816311,0.8394426192777852,0.0002493980961541335,0.0002970996354326949,0.0001251946725942149,0.00048606816472911174
10000,0.04,liquid,optimized_constant,1.0,6,0.8391932211816311,0.8399462642458578,0.0007530430642267069,0.0008965371908676329,0.0007701463882445211,0.001030680885083725
10000,0.04,liquid,strict_donor,0.8984375,6,0.8399854646695002,0.8409061439870675,0.0009206793175673041,0.0010948657280609672,0.0009343295493986204,0.0012559069064886118
10000,0.04,liquid,unrestricted_donor,1.0,6,0.8391932211816311,0.8404027577101564,0.001209536528525253,0.001439234364033873,0.0012773612999756126,0.0016086605486490702
10000,0.08,all,alpha_0,1.0,6,0.6897385526681319,0.690855553218474,0.0011170005503421028,0.0016168366095320407,0.0012907889007294042,0.0019178684330451799
10000,0.08,all,alpha_0.5,1.0,6,0.6897385526681319,0.690046434989199,0.0003078823210671544,0.000446176236055728,0.0002991312396902458,0.0005772833429077395
10000,0.08,all,alpha_1,1.0,6,0.6897385526681319,0.6897385526681319,0.0,0.0,0.0,0.0
10000,0.08,all,alpha_2,1.0,6,0.6897385526681319,0.6903278945246711,0.0005893418565392494,0.000853712940203646,0.0006113133970730446,0.0011853069459781878
10000,0.08,all,optimized_constant,1.0,6,0.6897385526681319,0.6907618811819702,0.0010233285138383508,0.0014814490227621161,0.0011332859517920733,0.0017628756855735108
10000,0.08,all,strict_donor,0.8984375,6,0.6893268421292978,0.6909535063934178,0.0016266642641199665,0.0023542311444523616,0.0021317091860564882,0.0026806185548582315
10000,0.08,all,unrestricted_donor,1.0,6,0.6897385526681319,0.6919145954404181,0.002176042772286261,0.003144958621520518,0.002829132008968252,0.0034282646450089563
10000,0.08,liquid,alpha_0,1.0,6,0.6897385526681319,0.690855553218474,0.0011170005503421028,0.0016168366095320407,0.0012907889007294042,0.0019178684330451799
10000,0.08,liquid,alpha_0.5,1.0,6,0.6897385526681319,0.690046434989199,0.0003078823210671544,0.000446176236055728,0.0002991312396902458,0.0005772833429077395
10000,0.08,liquid,alpha_1,1.0,6,0.6897385526681319,0.6897385526681319,0.0,0.0,0.0,0.0
10000,0.08,liquid,alpha_2,1.0,6,0.6897385526681319,0.6903278945246711,0.0005893418565392494,0.000853712940203646,0.0006113133970730446,0.0011853069459781878
10000,0.08,liquid,optimized_constant,1.0,6,0.6897385526681319,0.6907618811819702,0.0010233285138383508,0.0014814490227621161,0.0011332859517920733,0.0017628756855735108
10000,0.08,liquid,strict_donor,0.8984375,6,0.6893268421292978,0.6909535063934178,0.0016266642641199665,0.0023542311444523616,0.0021317091860564882,0.0026806185548582315
10000,0.08,liquid,unrestricted_donor,1.0,6,0.6897385526681319,0.6919145954404181,0.002176042772286261,0.003144958621520518,0.002829132008968252,0.0034282646450089563
10000,0.12,all,alpha_0,1.0,6,0.6283418932774415,0.6294358647040402,0.0010939714265987277,0.0017380188958776783,0.0014051141464141762,0.0021545652626591633
10000,0.12,all,alpha_0.5,1.0,6,0.6283418932774415,0.6285541591932997,0.00021226591585824886,0.0003377050533412087,0.00016040475431877647,0.0005435562013919124
10000,0.12,all,alpha_1,1.0,6,0.6283418932774415,0.6283418932774415,0.0,0.0,0.0,0.0
10000,0.12,all,alpha_2,1.0,6,0.6283418932774415,0.6295072814682499,0.0011653881908083956,0.0018512703905350088,0.0014610543850508836,0.0022205125022679057
10000,0.12,all,optimized_constant,1.0,6,0.6283418932774415,0.6293891026483228,0.001047209370881319,0.001663850496417726,0.001279609872147549,0.0021656529911877444
10000,0.12,all,strict_donor,0.8984375,6,0.6283622118745166,0.6303252825839386,0.0019630707094221433,0.0031143772329338794,0.00284167353785495,0.0033763564356308765
10000,0.12,all,unrestricted_donor,1.0,6,0.6283418932774415,0.6307887619671723,0.0024468686897307634,0.0038790619574451206,0.003312767504594305,0.004473537321213067
10000,0.12,liquid,alpha_0,1.0,6,0.6283418932774415,0.6294358647040402,0.0010939714265987277,0.0017380188958776783,0.0014051141464141762,0.0021545652626591633
10000,0.12,liquid,alpha_0.5,1.0,6,0.6283418932774415,0.6285541591932997,0.00021226591585824886,0.0003377050533412087,0.00016040475431877647,0.0005435562013919124
10000,0.12,liquid,alpha_1,1.0,6,0.6283418932774415,0.6283418932774415,0.0,0.0,0.0,0.0
10000,0.12,liquid,alpha_2,1.0,6,0.6283418932774415,0.6295072814682499,0.0011653881908083956,0.0018512703905350088,0.0014610543850508836,0.0022205125022679057
10000,0.12,liquid,optimized_constant,1.0,6,0.6283418932774415,0.6293891026483228,0.001047209370881319,0.001663850496417726,0.001279609872147549,0.0021656529911877444
10000,0.12,liquid,strict_donor,0.8984375,6,0.6283622118745166,0.6303252825839386,0.0019630707094221433,0.0031143772329338794,0.00284167353785495,0.0033763564356308765
10000,0.12,liquid,unrestricted_donor,1.0,6,0.6283418932774415,0.6307887619671723,0.0024468686897307634,0.0038790619574451206,0.003312767504594305,0.004473537321213067
