domain,step,input_domain,target_domain,representation,family,selected_step,ridge_tuning_mse,selected_tuning_mse,probe,population,temperature,standardized_rmse
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,residual,all,T500,0.5147256893715071
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,residual,all,T510,0.480675228811696
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,residual,all,T520,0.5756039724993938
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,residual,liquid,T400,0.5864602114805959
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,residual,liquid,T450,0.5164192182911923
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,residual,liquid,T500,0.5147256893715071
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,residual,liquid,T510,0.480675228811696
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,residual,liquid,T520,0.5756039724993938
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,ridge,all,T400,1.0037320187324452
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,ridge,all,T450,0.9043404797016088
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,ridge,all,T500,0.8899113824217794
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,ridge,all,T510,0.9343380704131019
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,ridge,all,T520,1.0113466496774741
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,ridge,liquid,T400,1.0037320187324452
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,ridge,liquid,T450,0.9043404797016088
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,ridge,liquid,T500,0.8899113824217794
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,ridge,liquid,T510,0.9343380704131019
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,ridge,liquid,T520,1.0113466496774741
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,residual,all,T400,1.0030700593978614
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,residual,all,T450,0.903350323159163
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,residual,all,T500,0.8896902987588138
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,residual,all,T510,0.9337447746544099
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,residual,all,T520,1.0119957927822252
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,residual,liquid,T400,1.0030700593978614
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,residual,liquid,T450,0.903350323159163
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,residual,liquid,T500,0.8896902987588138
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,residual,liquid,T510,0.9337447746544099
paired_relaxed,10000,observed,observed,exported,angular,300,0.8956016018760341,0.893226611162369,residual,liquid,T520,1.0119957927822252
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,ridge,all,T400,0.34729968575183934
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,ridge,all,T450,0.2987327001849652
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,ridge,all,T500,0.3318169264430238
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,ridge,all,T510,0.32316738198626027
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,ridge,all,T520,0.3518217953389165
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,ridge,liquid,T400,0.34729968575183934
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,ridge,liquid,T450,0.2987327001849652
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,ridge,liquid,T500,0.3318169264430238
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,ridge,liquid,T510,0.32316738198626027
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,ridge,liquid,T520,0.3518217953389165
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,residual,all,T400,0.34718740041956536
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,residual,all,T450,0.2983565860560856
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,residual,all,T500,0.3319489136204512
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,residual,all,T510,0.32345327032072135
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,residual,all,T520,0.3519579447494283
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,residual,liquid,T400,0.34718740041956536
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,residual,liquid,T450,0.2983565860560856
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,residual,liquid,T500,0.3319489136204512
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,residual,liquid,T510,0.32345327032072135
paired_relaxed,10000,observed,observed,exported,radial,1800,0.10969734995004503,0.10948867414759335,residual,liquid,T520,0.3519579447494283
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,ridge,all,T400,0.6415352433048943
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,ridge,all,T450,0.5827178550010182
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,ridge,all,T500,0.5965192439477391
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,ridge,all,T510,0.5727518436357665
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,ridge,all,T520,0.6624660926124988
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,ridge,liquid,T400,0.6415352433048943
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,ridge,liquid,T450,0.5827178550010182
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,ridge,liquid,T500,0.5965192439477391
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,ridge,liquid,T510,0.5727518436357665
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,ridge,liquid,T520,0.6624660926124988
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,residual,all,T400,0.6418868123442955
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,residual,all,T450,0.5828021890032531
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,residual,all,T500,0.5964960621357713
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,residual,all,T510,0.5727370169821099
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,residual,all,T520,0.6625298821153293
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,residual,liquid,T400,0.6418868123442955
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,residual,liquid,T450,0.5828021890032531
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,residual,liquid,T500,0.5964960621357713
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,residual,liquid,T510,0.5727370169821099
paired_relaxed,10000,observed,observed,exported,rich,1800,0.4121866336057549,0.41192640938642244,residual,liquid,T520,0.6625298821153293
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,ridge,all,T400,1.006992088786895
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,ridge,all,T450,0.9008629434002564
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,ridge,all,T500,0.8810874497546558
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,ridge,all,T510,0.9285848358742671
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,ridge,all,T520,1.008811191248141
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,ridge,liquid,T400,1.006992088786895
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,ridge,liquid,T450,0.9008629434002564
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,ridge,liquid,T500,0.8810874497546558
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,ridge,liquid,T510,0.9285848358742671
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,ridge,liquid,T520,1.008811191248141
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,residual,all,T400,1.0049007877064178
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,residual,all,T450,0.9003097564660676
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,residual,all,T500,0.8817982210155318
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,residual,all,T510,0.9283900824084714
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,residual,all,T520,1.0089016649380325
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,residual,liquid,T400,1.0049007877064178
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,residual,liquid,T450,0.9003097564660676
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,residual,liquid,T500,0.8817982210155318
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,residual,liquid,T510,0.9283900824084714
paired_relaxed,10000,observed,observed,pooled,angular,200,0.8857357438818243,0.8791246856217907,residual,liquid,T520,1.0089016649380325
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,ridge,all,T400,0.312991831909645
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,ridge,all,T450,0.26911100878873184
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,ridge,all,T500,0.29420739809285584
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,ridge,all,T510,0.26711821780498096
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,ridge,all,T520,0.31419513052494524
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,ridge,liquid,T400,0.312991831909645
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,ridge,liquid,T450,0.26911100878873184
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,ridge,liquid,T500,0.29420739809285584
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,ridge,liquid,T510,0.26711821780498096
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,ridge,liquid,T520,0.31419513052494524
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,residual,all,T400,0.30994175844293015
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,residual,all,T450,0.2652508524009077
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,residual,all,T500,0.29119685241988763
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,residual,all,T510,0.2625347086577637
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,residual,all,T520,0.31023129472446054
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,residual,liquid,T400,0.30994175844293015
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,residual,liquid,T450,0.2652508524009077
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,residual,liquid,T500,0.29119685241988763
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,residual,liquid,T510,0.2625347086577637
paired_relaxed,10000,observed,observed,pooled,radial,100,0.08973989871004837,0.08901869730604164,residual,liquid,T520,0.31023129472446054
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,ridge,all,T400,0.6359901403647135
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,ridge,all,T450,0.5722365321035563
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,ridge,all,T500,0.5858889898710583
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,ridge,all,T510,0.5602570245507174
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,ridge,all,T520,0.6475774507448947
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,ridge,liquid,T400,0.6359901403647135
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,ridge,liquid,T450,0.5722365321035563
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,ridge,liquid,T500,0.5858889898710583
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,ridge,liquid,T510,0.5602570245507174
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,ridge,liquid,T520,0.6475774507448947
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,residual,all,T400,0.634699910130901
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,residual,all,T450,0.5717353272381372
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,residual,all,T500,0.5840748051729285
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,residual,all,T510,0.5607313612007161
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,residual,all,T520,0.6459800899138494
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,residual,liquid,T400,0.634699910130901
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,residual,liquid,T450,0.5717353272381372
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,residual,liquid,T500,0.5840748051729285
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,residual,liquid,T510,0.5607313612007161
paired_relaxed,10000,observed,observed,pooled,rich,100,0.3970192848385992,0.39639395437202396,residual,liquid,T520,0.6459800899138494
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,ridge,all,T400,0.9720849911319607
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,ridge,all,T450,0.9055813142318098
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,ridge,all,T500,0.8660531385961784
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,ridge,all,T510,0.8234940760410256
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,ridge,all,T520,0.9801141574277884
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,ridge,liquid,T400,0.9720849911319607
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,ridge,liquid,T450,0.9055813142318098
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,ridge,liquid,T500,0.8660531385961784
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,ridge,liquid,T510,0.8234940760410256
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,ridge,liquid,T520,0.9801141574277884
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,residual,all,T400,0.9721867862240262
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,residual,all,T450,0.9078853172999596
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,residual,all,T500,0.8676559645089509
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,residual,all,T510,0.8231855076023443
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,residual,all,T520,0.9802849750323739
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,residual,liquid,T400,0.9721867862240262
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,residual,liquid,T450,0.9078853172999596
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,residual,liquid,T500,0.8676559645089509
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,residual,liquid,T510,0.8231855076023443
paired_relaxed,10000,observed,relaxed,exported,angular,300,0.7968991362208959,0.7933843535062853,residual,liquid,T520,0.9802849750323739
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,ridge,all,T400,0.761704321376086
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,ridge,all,T450,0.7316474035726847
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,ridge,all,T500,0.6851024697061128
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,ridge,all,T510,0.6757025131403461
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,ridge,all,T520,0.7879190342821039
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,ridge,liquid,T400,0.761704321376086
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,ridge,liquid,T450,0.7316474035726847
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,ridge,liquid,T500,0.6851024697061128
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,ridge,liquid,T510,0.6757025131403461
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,ridge,liquid,T520,0.7879190342821039
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,residual,all,T400,0.7625559865449651
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,residual,all,T450,0.731412148965823
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,residual,all,T500,0.6849282028749479
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,residual,all,T510,0.6753711770175623
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,residual,all,T520,0.7873336092930939
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,residual,liquid,T400,0.7625559865449651
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,residual,liquid,T450,0.731412148965823
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,residual,liquid,T500,0.6849282028749479
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,residual,liquid,T510,0.6753711770175623
paired_relaxed,10000,observed,relaxed,exported,radial,500,0.5248378793528458,0.5242262682725531,residual,liquid,T520,0.7873336092930939
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,ridge,all,T400,0.7631091666731543
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,ridge,all,T450,0.7206374259989755
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,ridge,all,T500,0.701092633800415
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,ridge,all,T510,0.6693765344488497
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,ridge,all,T520,0.8012749580173772
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,ridge,liquid,T400,0.7631091666731543
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,ridge,liquid,T450,0.7206374259989755
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,ridge,liquid,T500,0.701092633800415
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,ridge,liquid,T510,0.6693765344488497
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,ridge,liquid,T520,0.8012749580173772
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,residual,all,T400,0.7633175359576237
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,residual,all,T450,0.7206773087605316
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,residual,all,T500,0.7013367967111338
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,residual,all,T510,0.6692091720155056
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,residual,all,T520,0.8015048713451489
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,residual,liquid,T400,0.7633175359576237
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,residual,liquid,T450,0.7206773087605316
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,residual,liquid,T500,0.7013367967111338
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,residual,liquid,T510,0.6692091720155056
paired_relaxed,10000,observed,relaxed,exported,rich,300,0.5816721814206599,0.5816059079453592,residual,liquid,T520,0.8015048713451489
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,ridge,all,T400,0.9724712734284012
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,ridge,all,T450,0.895240531521508
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,ridge,all,T500,0.8584508955333031
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,ridge,all,T510,0.831509549494139
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,ridge,all,T520,0.9827329918541563
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,ridge,liquid,T400,0.9724712734284012
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,ridge,liquid,T450,0.895240531521508
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,ridge,liquid,T500,0.8584508955333031
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,ridge,liquid,T510,0.831509549494139
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,ridge,liquid,T520,0.9827329918541563
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,residual,all,T400,0.9771472065126035
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,residual,all,T450,0.9032064045495374
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,residual,all,T500,0.8610856627013423
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,residual,all,T510,0.8252886055982923
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,residual,all,T520,0.9885494672702863
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,residual,liquid,T400,0.9771472065126035
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,residual,liquid,T450,0.9032064045495374
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,residual,liquid,T500,0.8610856627013423
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,residual,liquid,T510,0.8252886055982923
paired_relaxed,10000,observed,relaxed,pooled,angular,300,0.7941157744814068,0.783169599349827,residual,liquid,T520,0.9885494672702863
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,ridge,all,T400,0.7392575711356332
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,ridge,all,T450,0.7233592237341436
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,ridge,all,T500,0.6778314925286305
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,ridge,all,T510,0.6511251507774425
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,ridge,all,T520,0.7902829790288405
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,ridge,liquid,T400,0.7392575711356332
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,ridge,liquid,T450,0.7233592237341436
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,ridge,liquid,T500,0.6778314925286305
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,ridge,liquid,T510,0.6511251507774425
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,ridge,liquid,T520,0.7902829790288405
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,residual,all,T400,0.7392575711356332
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,residual,all,T450,0.7233592237341436
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,residual,all,T500,0.6778314925286305
paired_relaxed,10000,observed,relaxed,pooled,radial,0,0.506141900695371,0.506141900695371,residual,all,T510,0.6511251507774425
