horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,459,7,0.03954338654875755,0.20151117410085906,0.7005259921658922,0.036408922509045455,0.007423439795482114,0.03786044464010565,0.33333333333333337,0.2238372093023256,0.01761610615419813,1,6,0.0,0.2238372093023256
3.0,459,15,0.0798385739326477,0.2333113495157897,0.7499813292226993,0.08338254328532467,0.012202725223186701,0.08742387555946876,0.6000000000000001,0.09693663449433487,0.006190954773869347,1,14,2.25,0.0
9.0,314,22,0.19600310921669006,0.3130356263420634,0.7726865038967211,0.1018593743692968,0.03950134100109205,0.1138418079096045,1.0,0.07444168734491316,0.0,1,21,8.25,0.0
