field,phase,metric,sources,mean,low,high
block2_mlp_input/ideal_bivector,HCP,coverage,4,,,
block2_mlp_input/ideal_bivector,HCP,mean_angle_deg,4,,,
block2_mlp_input/ideal_bivector,HCP,p1,4,,,
block2_mlp_input/ideal_bivector,HCP,p2,4,,,
block2_mlp_input/ideal_bivector,HCP,rms_relative_norm,10,0.9609785703917852,0.7924401738073544,1.1332296249724667
block2_mlp_input/axial_bivector,unclassified,coverage,10,0.9971724859605511,0.9967344624052711,0.9975881307353467
block2_mlp_input/axial_bivector,unclassified,mean_angle_deg,10,79.202156646507,77.86498454079927,80.66596824644593
block2_mlp_input/axial_bivector,unclassified,p1,10,0.1585263338210009,0.1370476445199009,0.17819395856438086
block2_mlp_input/axial_bivector,unclassified,p2,10,0.03162715389726353,0.023040301968458,0.039914385846891776
block2_mlp_input/axial_bivector,unclassified,rms_relative_norm,10,1.0232182691108513,1.0104452423393013,1.0359874183261355
block2_mlp_input/axial_bivector,FCC,coverage,10,0.996030530333004,0.9947697113953695,0.9973351605367133
block2_mlp_input/axial_bivector,FCC,mean_angle_deg,10,84.78874230593624,83.5322824355721,85.94018578994219
block2_mlp_input/axial_bivector,FCC,p1,10,0.07681887383966299,0.05950302026758862,0.09568197616258381
block2_mlp_input/axial_bivector,FCC,p2,10,0.00228743319713878,-0.006763003133919812,0.010969406033594092
block2_mlp_input/axial_bivector,FCC,rms_relative_norm,10,0.8871296132577641,0.8680087164483296,0.9074665253465941
block2_mlp_input/axial_bivector,HCP,coverage,4,,,
block2_mlp_input/axial_bivector,HCP,mean_angle_deg,4,,,
block2_mlp_input/axial_bivector,HCP,p1,4,,,
block2_mlp_input/axial_bivector,HCP,p2,4,,,
block2_mlp_input/axial_bivector,HCP,rms_relative_norm,10,0.91178496407013,0.8706968842501706,0.9522875846291028
block2_mlp_input/point_numerator,unclassified,coverage,10,0.9971450549822262,0.9962837302778839,0.9979535182330832
block2_mlp_input/point_numerator,unclassified,mean_angle_deg,10,72.56039219811915,70.41277717251792,74.69187055671038
block2_mlp_input/point_numerator,unclassified,p1,10,0.2534715800712453,0.2242388203859452,0.28357738967394625
block2_mlp_input/point_numerator,unclassified,p2,10,0.09242137505226043,0.06746232389569416,0.11814685277467876
block2_mlp_input/point_numerator,unclassified,rms_relative_norm,10,1.0769708682963586,1.0238500453619466,1.1309381600515263
block2_mlp_input/point_numerator,FCC,coverage,10,0.9951064762072532,0.9936556338564267,0.9965573185580796
block2_mlp_input/point_numerator,FCC,mean_angle_deg,10,85.40451436830483,84.78763720788275,86.00131657705354
block2_mlp_input/point_numerator,FCC,p1,10,0.06690612907845046,0.05746317337551898,0.07634908478138193
block2_mlp_input/point_numerator,FCC,p2,10,0.0033728125270562764,-0.0035135526342315107,0.010259177688344062
block2_mlp_input/point_numerator,FCC,rms_relative_norm,10,0.7651386210278168,0.7564853225570293,0.7737898848961521
block2_mlp_input/point_numerator,HCP,coverage,4,,,
block2_mlp_input/point_numerator,HCP,mean_angle_deg,4,,,
block2_mlp_input/point_numerator,HCP,p1,4,,,
block2_mlp_input/point_numerator,HCP,p2,4,,,
block2_mlp_input/point_numerator,HCP,rms_relative_norm,10,0.9449229176794341,0.8054748079345913,1.0864011570964751
block2_output/plane_normal,unclassified,coverage,10,0.9970071364727724,0.9960698051150103,0.9979438341767477
block2_output/plane_normal,unclassified,mean_angle_deg,10,74.0790454015244,72.10580267333765,76.05228812971116
block2_output/plane_normal,unclassified,p1,10,0.23006099834842725,0.20384410922268464,0.2562779092436003
block2_output/plane_normal,unclassified,p2,10,0.08873687615282508,0.0613582988830574,0.1161154534225928
block2_output/plane_normal,unclassified,rms_relative_norm,10,1.0908767397182428,1.0394470517230447,1.1425862588516231
block2_output/plane_normal,FCC,coverage,10,0.9926857679552388,0.991469961941206,0.9940290515008587
block2_output/plane_normal,FCC,mean_angle_deg,10,87.38258166653021,86.56774574679224,88.19741758626817
block2_output/plane_normal,FCC,p1,10,0.038259858214717654,0.02644417368400991,0.05009608685309154
block2_output/plane_normal,FCC,p2,10,0.00047695947931173906,-0.007145151548810427,0.00810194109303184
block2_output/plane_normal,FCC,rms_relative_norm,10,0.7171085390691945,0.7115874504415677,0.7226976165429881
block2_output/plane_normal,HCP,coverage,4,,,
block2_output/plane_normal,HCP,mean_angle_deg,4,,,
block2_output/plane_normal,HCP,p1,4,,,
block2_output/plane_normal,HCP,p2,4,,,
block2_output/plane_normal,HCP,rms_relative_norm,10,0.9639795404398723,0.7910438906669428,1.1394518001411162
block2_output/ideal_bivector,unclassified,coverage,10,0.9965933860699584,0.9958790580728895,0.9973446785610822
block2_output/ideal_bivector,unclassified,mean_angle_deg,10,72.84239910938688,70.73496171926892,74.9070383123604
block2_output/ideal_bivector,unclassified,p1,10,0.2468623495186569,0.2196670916816171,0.27519730682981836
block2_output/ideal_bivector,unclassified,p2,10,0.10074343771783922,0.0720535721964718,0.12953595328188844
block2_output/ideal_bivector,unclassified,rms_relative_norm,10,1.1055415978947778,1.0516155615722196,1.159527014410769
block2_output/ideal_bivector,FCC,coverage,10,0.991767431212104,0.9897918317063598,0.9936749242215331
block2_output/ideal_bivector,FCC,mean_angle_deg,10,86.69964928478943,85.72790364009293,87.67139492948593
block2_output/ideal_bivector,FCC,p1,10,0.048787147824318464,0.03431723713670931,0.06325705851192762
block2_output/ideal_bivector,FCC,p2,10,0.0034420267929481884,-0.0037345965278359414,0.010288478209236472
block2_output/ideal_bivector,FCC,rms_relative_norm,10,0.7038686932624324,0.6966254736483293,0.7111119128765354
block2_output/ideal_bivector,HCP,coverage,4,,,
block2_output/ideal_bivector,HCP,mean_angle_deg,4,,,
block2_output/ideal_bivector,HCP,p1,4,,,
block2_output/ideal_bivector,HCP,p2,4,,,
block2_output/ideal_bivector,HCP,rms_relative_norm,10,0.9602853429621533,0.7925359732160075,1.1314014687936829
block2_output/axial_bivector,unclassified,coverage,10,0.9984405734701157,0.9977928597116286,0.9990582701472022
block2_output/axial_bivector,unclassified,mean_angle_deg,10,80.0023303791955,78.8197511826952,81.23999233840696
block2_output/axial_bivector,unclassified,p1,10,0.14659805219599717,0.1281489731710177,0.1638259439663961
block2_output/axial_bivector,unclassified,p2,10,0.026875127607008338,0.018203335646273182,0.03513621127867966
block2_output/axial_bivector,unclassified,rms_relative_norm,10,1.019007859573422,1.006850229023587,1.0321653183319317
block2_output/axial_bivector,FCC,coverage,10,0.9956340707378978,0.9944742650007302,0.9968285217699735
block2_output/axial_bivector,FCC,mean_angle_deg,10,84.78796476719707,83.5155811549421,85.94464324141211
block2_output/axial_bivector,FCC,p1,10,0.07692740100763633,0.059588578627662106,0.09596320840893269
block2_output/axial_bivector,FCC,p2,10,0.003702482741426416,-0.004384266502321213,0.01142357859637572
block2_output/axial_bivector,FCC,rms_relative_norm,10,0.8905807071141464,0.8712352419531513,0.9108292481416124
block2_output/axial_bivector,HCP,coverage,4,,,
block2_output/axial_bivector,HCP,mean_angle_deg,4,,,
block2_output/axial_bivector,HCP,p1,4,,,
block2_output/axial_bivector,HCP,p2,4,,,
block2_output/axial_bivector,HCP,rms_relative_norm,10,0.9055012766650352,0.8597505823547881,0.9510205850808469
block2_output/point_numerator,unclassified,coverage,10,0.9971450549822262,0.9962837302778839,0.9979535182330832
block2_output/point_numerator,unclassified,mean_angle_deg,10,72.56206545928157,70.41432714593441,74.69322615230799
block2_output/point_numerator,unclassified,p1,10,0.2534481190399951,0.22421814371643434,0.28355571620714615
block2_output/point_numerator,unclassified,p2,10,0.09241131080461554,0.06744762527685026,0.11813585593075145
block2_output/point_numerator,unclassified,rms_relative_norm,10,1.0771111400184068,1.023962080747333,1.1311118215309424
block2_output/point_numerator,FCC,coverage,10,0.9951064762072532,0.9936556338564267,0.9965573185580796
block2_output/point_numerator,FCC,mean_angle_deg,10,85.40631410819022,84.78949784712549,86.00298162150901
block2_output/point_numerator,FCC,p1,10,0.0668788365630408,0.057432751180319465,0.07632492194576215
block2_output/point_numerator,FCC,p2,10,0.003371225401759146,-0.0035241713381321217,0.010266622141650413
block2_output/point_numerator,FCC,rms_relative_norm,10,0.7647671162526334,0.756130742270552,0.7734013949789261
block2_output/point_numerator,HCP,coverage,4,,,
block2_output/point_numerator,HCP,mean_angle_deg,4,,,
block2_output/point_numerator,HCP,p1,4,,,
block2_output/point_numerator,HCP,p2,4,,,
block2_output/point_numerator,HCP,rms_relative_norm,10,0.9447540311684346,0.8052770008634267,1.0861233972949451
centroid_7A,unclassified,coverage,10,0.9981636120307705,0.9977970062973245,0.9985213144869487
centroid_7A,unclassified,mean_angle_deg,10,68.2322819627177,67.19748018686873,69.1994650331522
centroid_7A,unclassified,p1,10,0.3164710608729703,0.3026199766185952,0.3311920674115143
centroid_7A,unclassified,p2,10,0.10548811259896604,0.09901932728223908,0.11210672004413869
centroid_7A,unclassified,rms_relative_norm,10,1.1185625818041176,1.0928075779637423,1.1454445165301712
centroid_7A,FCC,coverage,10,0.9914584922430618,0.9895653960916027,0.9933223955759543
centroid_7A,FCC,mean_angle_deg,10,78.62145336798206,76.1972364304062,81.09724258196219
centroid_7A,FCC,p1,10,0.1640195440949167,0.1281438831704862,0.19851843369775796
centroid_7A,FCC,p2,10,0.06902438787222753,0.05014843173800265,0.08742711803167896
centroid_7A,FCC,rms_relative_norm,10,0.780924489003827,0.7300289766075752,0.831820001400079
centroid_7A,HCP,coverage,4,,,
centroid_7A,HCP,mean_angle_deg,4,,,
centroid_7A,HCP,p1,4,,,
centroid_7A,HCP,p2,4,,,
centroid_7A,HCP,rms_relative_norm,10,1.1026889675398328,0.9954045883715722,1.2198058589740253
centroid_support,unclassified,coverage,10,0.9963899401020424,0.9954389834287583,0.9973039902712262
centroid_support,unclassified,mean_angle_deg,10,61.21632426052487,59.632316659220415,62.864738577123674
centroid_support,unclassified,p1,10,0.41248836255861543,0.38989362886805645,0.43485217739437215
centroid_support,unclassified,p2,10,0.1781060704186352,0.1553120534045182,0.19996040094218553
centroid_support,unclassified,rms_relative_norm,10,0.9869114745077935,0.9556421241750334,1.019198480019853
centroid_support,FCC,coverage,10,0.9974342665071603,0.9965300119153288,0.9983385210989922
centroid_support,FCC,mean_angle_deg,10,45.30210857150543,38.326739025120375,51.97752341703265
centroid_support,FCC,p1,10,0.6227058833083164,0.5311657553298893,0.7173571584465638
centroid_support,FCC,p2,10,0.38547791766168404,0.3015407614707677,0.4705414492493428
centroid_support,FCC,rms_relative_norm,10,1.1791520519325622,1.0833397884584548,1.2849796308058035
centroid_support,HCP,coverage,4,,,
centroid_support,HCP,mean_angle_deg,4,,,
centroid_support,HCP,p1,4,,,
centroid_support,HCP,p2,4,,,
centroid_support,HCP,rms_relative_norm,10,1.2021940745782673,1.0182742510489045,1.3861138981076304
shape_axis_7A,unclassified,coverage,10,0.464150762057706,0.43815376690714486,0.49135502030466804
shape_axis_7A,unclassified,mean_angle_deg,10,72.74781256673785,71.7174423430939,73.71780275404696
shape_axis_7A,unclassified,p1,10,0.23777682957909918,0.22387127423893008,0.2519288450963539
shape_axis_7A,unclassified,p2,10,0.343653983671769,0.3177698804682231,0.37241839199761406
shape_axis_7A,unclassified,rms_relative_norm,10,0.8181771021465355,0.8048402263153133,0.8324439024396856
shape_axis_7A,FCC,coverage,10,0.1666538742773261,0.1531203134830892,0.18070543146956436
shape_axis_7A,FCC,mean_angle_deg,10,71.96022129591196,69.18325602248568,74.66775711028033
shape_axis_7A,FCC,p1,10,0.2493083540026344,0.21057765645347865,0.2901190726800141
shape_axis_7A,FCC,p2,10,0.3071836992026954,0.2765713291597447,0.3381010468069228
shape_axis_7A,FCC,rms_relative_norm,10,0.6282693204175092,0.613422704286489,0.6433859568181621
shape_axis_7A,HCP,coverage,4,,,
shape_axis_7A,HCP,mean_angle_deg,4,,,
shape_axis_7A,HCP,p1,4,,,
shape_axis_7A,HCP,p2,4,,,
shape_axis_7A,HCP,rms_relative_norm,10,0.7868464357064229,0.6799760602044677,0.8937168112083782
