source,temperature_K,frame,field,distance_lo_A,distance_hi_A,pairs,distance_mean_A,p1,p2,shuffle_p1,shuffle_p2,excess_p1,excess_p2,overlap80,valid_centers,centers
1009,520.0,512,block2_mlp_input/axial_bivector,4,8,6441,6.283174719040716,0.026418313214527554,0.0030871135352120846,-0.0027708885530497497,-0.0009591402031864774,0.02918920176757731,0.0040462537383985685,0.368671401956218,320,320
1009,520.0,512,block2_mlp_input/axial_bivector,8,12,6522,9.931475839559628,-0.001060323791925681,-0.008643416908494087,-0.0025902923576730653,-0.0005583380733697873,0.0015299685657473932,-0.008085078835124293,0.11377261576203618,320,320
1009,520.0,512,block2_mlp_input/axial_bivector,12,18,2284,13.326429560715592,0.014528073152231214,0.012957229835322371,-0.0025994093117790605,-0.00038576369414680304,0.01712748246401028,0.013342993529469178,0.006419658493870403,320,320
1009,520.0,512,block2_mlp_input/axial_bivector,18,26,685,22.728922507895337,0.010397204374839614,0.013046617948887222,-0.002962839782641346,-0.0006002053712104124,0.01336004415748097,0.01364682332009764,0.0,320,320
1009,520.0,512,block2_mlp_input/axial_bivector,26,40,4178,34.16572963025833,-0.019571776857034442,0.001193544513278531,-0.0026048567542468074,-0.0002630554936507447,-0.016966920102787622,0.0014566000069292822,0.0,320,320
1009,520.0,512,block2_mlp_input/axial_bivector,40,80,29582,52.961744428511615,-0.006099421221584972,-0.0005133511479238097,-0.00249266696625315,-0.0008862609388153947,-0.003606754255331815,0.0003729097908915919,0.0,320,320
1009,520.0,512,block2_mlp_input/point_numerator,0,4,1266,3.0174990047443693,0.07625408725779921,-0.0021893476304728067,0.008274962117492386,-6.571285212558514e-05,0.06797912514030684,-0.002123634778347223,0.682721169036335,320,320
1009,520.0,512,block2_mlp_input/point_numerator,4,8,6441,6.283174719040716,-0.002521377592725297,0.0031976684930290094,0.006503125078753669,-0.00021057276082924356,-0.009024502671478963,0.0034082412538582497,0.368671401956218,320,320
1009,520.0,512,block2_mlp_input/point_numerator,8,12,6522,9.931475839559628,0.007348943290536824,-0.006128186409720089,0.005898666740790984,-0.0005037392948995568,0.0014502765497458447,-0.0056244471148205345,0.11377261576203618,320,320
1009,520.0,512,block2_mlp_input/point_numerator,12,18,2284,13.326429560715592,0.04564140954771951,0.005875058730465838,0.0056442089503392166,-0.0008480066215831114,0.039997200597380295,0.006723065352048948,0.006419658493870403,320,320
