source,temperature_K,field,norm_rms,valid_fraction,z_increment_spearman,cage_residual_angle_spearman,channel_axis_rank1_fraction,align_centroid_7A_p2,align_centroid_support_p2,align_shape_axis_7A_p2
913,400.0,centroid_support,0.061731519396567715,0.9984394506866417,0.06071199762812475,0.12109275176018272,,,,
913,400.0,shape_axis_7A,0.7886919270305673,0.6220349563046192,0.11118924531311718,0.12813761344609265,,,,
938,450.0,block1/ideal_bivector,9.923602109553993e-06,0.9975031210986267,0.15838307125322956,-0.004731134845115277,0.8591175567943476,0.05252826816649198,0.04686201805185748,-0.027046910724123907
938,450.0,block1/axial_bivector,2.1728461075609055e-06,0.9984394506866417,0.09005172327165265,0.02989173893363718,0.7625007598227539,0.1279315717865853,0.07400836456643756,-0.015188147232533027
938,450.0,block1/point_numerator,0.00023293390627060845,0.9971910112359551,0.15560023956057023,-0.004334428616688671,0.8021360475544428,0.05719261588064039,0.05109813941254374,-0.02948835168778524
938,450.0,block2_mlp_input/ideal_bivector,6.30261719648121e-06,0.9971910112359551,0.15843390463221724,-0.0054831310063330925,0.860919899287988,0.05585343946463071,0.047345022210701665,-0.028994732625715783
938,450.0,block2_mlp_input/axial_bivector,1.3495138584895205e-06,0.99812734082397,0.0845286656033853,0.03309925882179652,0.7623760474606311,0.123135279799013,0.07428097741413298,-0.014380426440877876
938,450.0,block2_mlp_input/point_numerator,0.00016970616688351497,0.9975031210986267,0.14161002164160363,-0.032757011509295886,0.666784859148416,0.020977233147337116,0.025240174192807854,-0.0009586421280677794
938,450.0,block2_output/plane_normal,1.5232876050093752e-08,0.9990636704119851,0.15953011579883944,-0.006747021368880304,0.8857133478496109,0.028780088422517745,0.03257509727331249,-0.009441051692443145
938,450.0,block2_output/ideal_bivector,9.851333060152055e-06,0.9971910112359551,0.15888319972003898,-0.005851828624786085,0.8626274653321043,0.05788653603334087,0.04805507738875564,-0.030176993192242763
938,450.0,block2_output/axial_bivector,2.2425409761895246e-06,0.9978152309612984,0.09196344013314844,0.03930334387298248,0.7562292870893603,0.138166090509618,0.074603602092337,-0.014690617598275247
938,450.0,block2_output/point_numerator,0.0002663441086032854,0.9975031210986267,0.14187359576402298,-0.03268881928674767,0.6669920052085677,0.021051141621453957,0.02520759455396025,-0.000983876863700992
938,450.0,centroid_7A,0.09936430504230219,0.9968789013732834,0.19559200091230475,-0.05876094119890521,,,,
938,450.0,centroid_support,0.07862755392940132,0.9978152309612984,0.13266509230127854,0.3321990137360692,,,,
938,450.0,shape_axis_7A,0.7440987147581992,0.5536828963795256,0.10938756911585507,0.05847683021113685,,,,
942,450.0,block1/ideal_bivector,1.113542003588552e-05,0.9965667915106118,0.17980029856448224,0.04728833757405489,0.8673542619478607,0.005183094360042537,0.05602995967897161,-0.028888770228765168
942,450.0,block1/axial_bivector,2.1556778975104374e-06,0.9975031210986267,0.1393484129002356,0.006160539089960823,0.7596177135791062,0.09500435445198527,0.025890297979249372,-0.010346214043030462
942,450.0,block1/point_numerator,0.0002610640384413067,0.9956304619225967,0.1777781764187672,0.04424078702637041,0.8157949973998292,0.007873716568165363,0.05545928361923161,-0.027232403830642654
942,450.0,block2_mlp_input/ideal_bivector,7.073231690315437e-06,0.9962546816479401,0.17768769557497027,0.04485458843463159,0.8725913741110731,0.007116521013908,0.055375693016460024,-0.02922473661413686
942,450.0,block2_mlp_input/axial_bivector,1.3405048065754951e-06,0.9971910112359551,0.1335236387718397,0.009144318553256255,0.759519171898648,0.0898444555112831,0.028378765281729786,-0.010029935256646177
942,450.0,block2_mlp_input/point_numerator,0.00020248445654148973,0.9978152309612984,0.0969614245079516,0.06068888978524672,0.6697303584876713,-0.002637808286053571,0.11822120530051186,-0.031001849207717216
942,450.0,block2_output/plane_normal,1.7175967934438072e-08,0.9971910112359551,0.18204751082006937,0.06660764581944982,0.8920401597525501,-0.0063735393472300105,0.056662100229410574,-0.025886907789222
942,450.0,block2_output/ideal_bivector,1.1061240518097505e-05,0.9962546816479401,0.17713545345561063,0.04296432628154241,0.874356587002242,0.008260793217328304,0.05521861211070996,-0.029341537125445013
942,450.0,block2_output/axial_bivector,2.2201983081717234e-06,0.9990636704119851,0.1361840446712934,0.012931937181374463,0.7529217671350475,0.10203726088279189,0.028322576108638784,-0.008972859143464164
942,450.0,block2_output/point_numerator,0.000317802822947655,0.9978152309612984,0.09725648581606305,0.06072875045115374,0.6698326094695192,-0.00258182962174018,0.11819161336953497,-0.03101185951666294
942,450.0,centroid_7A,0.08832893634083028,0.9968789013732834,0.2753756694702802,-0.015559059988719409,,,,
942,450.0,centroid_support,0.06190113633387078,0.99812734082397,0.0644749842016586,0.14387201819604215,,,,
942,450.0,shape_axis_7A,0.7128217562471814,0.5081148564294632,0.17940284530788436,0.17969966731067208,,,,
970,500.0,block1/ideal_bivector,1.2343936851963356e-05,0.9971910112359551,0.1795683119695617,0.10343289521499402,0.8701997948038526,0.041061173051912876,0.02950116069698841,-0.029779474289104237
970,500.0,block1/axial_bivector,2.167176721492283e-06,0.99812734082397,0.17061572186188687,0.13036837035224566,0.765371941716757,0.11115926793835605,0.09740813478032177,-0.0015607751499499716
970,500.0,block1/point_numerator,0.0002899070527306288,0.9971910112359551,0.1791376936413763,0.10253019509795257,0.8227487146914958,0.043691484412405786,0.028583662404460072,-0.03192573348936329
970,500.0,block2_mlp_input/ideal_bivector,7.841067090531547e-06,0.9971910112359551,0.1780170052995122,0.10011989665554323,0.87744432317839,0.043143945565585755,0.029258469239480864,-0.030375247121864495
970,500.0,block2_mlp_input/axial_bivector,1.351873300790659e-06,0.9975031210986267,0.16551114958604973,0.13666501796271419,0.7656849741721418,0.10784250963881922,0.10167736937190287,-0.002102082101582165
970,500.0,block2_mlp_input/point_numerator,0.00021652457978017052,0.9975031210986267,0.1253588882186414,0.11924041044244865,0.6860272744116825,0.036166611102706574,0.0835505299927397,-0.02547768978146298
970,500.0,block2_output/plane_normal,1.8938507168160687e-08,0.9971910112359551,0.1788804480107859,0.12145384055934938,0.8925457491923482,0.029752678883154936,0.03525641628871355,-0.01978747197927055
970,500.0,block2_output/ideal_bivector,1.2267947979175705e-05,0.9971910112359551,0.1778781249148559,0.09813414262853408,0.8794013713592717,0.0443536450448962,0.029102348909059824,-0.030968959500734236
970,500.0,block2_output/axial_bivector,2.2336811744485226e-06,0.9968789013732834,0.16897225050998538,0.1391934049533255,0.7589386102919952,0.11718945295814308,0.10236455713113328,0.00036644495194099235
970,500.0,block2_output/point_numerator,0.00033987378301955553,0.9975031210986267,0.1254819746564428,0.11923180011994895,0.6861689559206299,0.03619716340948576,0.08351573426889039,-0.025473285833393578
970,500.0,centroid_7A,0.08554116592408446,0.9962546816479401,0.23945703180732728,0.08650473788856185,,,,
970,500.0,centroid_support,0.06219243047566281,0.9978152309612984,0.08660012991700486,0.18496909835299527,,,,
970,500.0,shape_axis_7A,0.6810251503949994,0.4637952559300874,0.1823271255591517,0.2128767092976944,,,,
971,500.0,block1/ideal_bivector,1.0492896581364893e-05,0.9968789013732834,0.17620353515171236,0.010319995416566391,0.8619892640515711,0.018654935255549846,0.009517224300561924,-0.016691041570310376
971,500.0,block1/axial_bivector,2.2681828678142036e-06,0.9987515605493134,0.11811514544581496,0.06737617334607243,0.7623890418373742,0.09385041339299693,0.02659147911134919,0.01372451366925236
971,500.0,block1/point_numerator,0.0002455528788404006,0.9968789013732834,0.17547511698975748,0.009067835418665276,0.8055459986921282,0.02175401519016093,0.010338261009246365,-0.017453590886850386
971,500.0,block2_mlp_input/ideal_bivector,6.659393198100037e-06,0.9971910112359551,0.1759013012354786,0.007563014672490428,0.8646816187884987,0.020928187766767043,0.009004888723370168,-0.01776389074802408
971,500.0,block2_mlp_input/axial_bivector,1.4086608245763915e-06,0.9993757802746567,0.11352933738079465,0.06716430874566601,0.761125604256492,0.08911649707653496,0.026979584426469305,0.013549883047408492
971,500.0,block2_mlp_input/point_numerator,0.000187089830514709,0.9984394506866417,0.13104133811438848,0.01820563870647319,0.6644134326481749,0.022113075916012293,0.04597185377161327,-0.016022991502693408
971,500.0,block2_output/plane_normal,1.6259948949327417e-08,0.9968789013732834,0.17120733459056,0.019085311499641714,0.8866786754042361,0.004900912216843142,0.010258223080825309,-0.011070093965802556
971,500.0,block2_output/ideal_bivector,1.0405333387047706e-05,0.9968789013732834,0.17650607338926497,0.005881035672230809,0.8664779507772797,0.022191992076557334,0.009013880397283609,-0.018078108471163538
971,500.0,block2_output/axial_bivector,2.336607473878466e-06,0.9987515605493134,0.11555232158714075,0.07463064221865442,0.7550329178232175,0.10205895615246251,0.027525379647772096,0.014958362333840701
971,500.0,block2_output/point_numerator,0.00029364408403751303,0.9984394506866417,0.13136207227656954,0.01822231636258085,0.664590346374539,0.022164710973441307,0.04593843421705292,-0.016022620225020535
971,500.0,centroid_7A,0.09408416238681422,0.99812734082397,0.20956521712062665,0.025368051467408514,,,,
971,500.0,centroid_support,0.07159031112951261,0.9993757802746567,0.10933787517947999,0.4199326376066947,,,,
971,500.0,shape_axis_7A,0.7688537440992625,0.5911360799001248,0.12366931370889252,0.10521038906160247,,,,
1000,510.0,block1/ideal_bivector,1.2580638166307052e-05,0.99812734082397,0.198124978942869,0.2627832852324591,0.8634220427297744,0.022386254394815557,-4.6687534893518606e-05,0.062175438499866884
1000,510.0,block1/axial_bivector,2.4609866816497303e-06,0.9990636704119851,0.07329608699180537,0.19275109860217043,0.7593756736219703,0.06842279220056023,0.025234782616413667,0.03377795336584122
1000,510.0,block1/point_numerator,0.00029465519327656045,0.9978152309612984,0.1987735426048381,0.2649206242804935,0.8219723975848833,0.025632554503509052,0.00047641380582792475,0.06419816135921559
1000,510.0,block2_mlp_input/ideal_bivector,7.987158105974349e-06,0.9978152309612984,0.19808942828021756,0.2614729609390881,0.8692077904739444,0.026095560672635056,-0.000618584364254729,0.06205873821248588
1000,510.0,block2_mlp_input/axial_bivector,1.5271772424261793e-06,0.9987515605493134,0.06999730285618191,0.19822712714395935,0.758636611851115,0.06440614797892748,0.02570387939979889,0.037987978835350995
1000,510.0,block2_mlp_input/point_numerator,0.0002164787786817423,0.9993757802746567,0.1617088356160972,0.23831365729164922,0.6762133727426252,0.031228426217014403,0.012447159885990084,0.05601624730414019
1000,510.0,block2_output/plane_normal,1.9282468964636537e-08,0.9990636704119851,0.1904143625892932,0.2543906085524305,0.8909974513610828,0.002179567470597324,-0.0031397761121941432,0.0589527085081805
1000,510.0,block2_output/ideal_bivector,1.2492748110968573e-05,0.99812734082397,0.19864213988204488,0.26105705119140926,0.8708166980914109,0.028382248272561014,-0.0008767463357146199,0.06225671255200989
1000,510.0,block2_output/axial_bivector,2.5099656152202955e-06,0.9990636704119851,0.07434963934078508,0.18837869328126675,0.7525713604747711,0.07924267153485694,0.026509200695176288,0.02701643046745856
1000,510.0,block2_output/point_numerator,0.0003398255316838062,0.9993757802746567,0.16191585248201681,0.23834680598328903,0.6763877533373511,0.031317082764450686,0.012435363627679335,0.055999386109278085
1000,510.0,centroid_7A,0.10930833357073708,0.99812734082397,0.15560723089426082,0.15510214032880065,,,,
1000,510.0,centroid_support,0.06755363777717895,0.9987515605493134,0.09690529498586863,0.3003353984957211,,,,
1000,510.0,shape_axis_7A,0.8342691378689876,0.6960049937578028,0.06095362591277965,0.08470155181069744,,,,
1001,510.0,block1/ideal_bivector,1.0982839269516542e-05,0.9971910112359551,0.2058181544988432,0.05042986007585211,0.8644851242870684,0.03973630233521644,0.01914214662264745,-0.01018224365243702
1001,510.0,block1/axial_bivector,2.2741615778031245e-06,0.9987515605493134,0.1215608717344601,0.061513825054888414,0.7517584904110551,0.05828588647388767,0.0280560179506771,-0.002986018587928759
1001,510.0,block1/point_numerator,0.0002564744929374902,0.9975031210986267,0.20632218897189344,0.0485268972816445,0.8120802641583387,0.04163846065112951,0.01935825234678346,-0.009576224849141541
1001,510.0,block2_mlp_input/ideal_bivector,6.970871505119611e-06,0.9978152309612984,0.20581670320475612,0.04902105313765577,0.8666366695248519,0.042439137368013496,0.019003976611445757,-0.010401488701226792
1001,510.0,block2_mlp_input/axial_bivector,1.4097905719331457e-06,0.99812734082397,0.11753072070612504,0.062119684929823435,0.7506529804116885,0.05374015417386324,0.02916029884626397,-0.001626167453058202
1001,510.0,block2_mlp_input/point_numerator,0.00019203997477213662,0.9971910112359551,0.1528403839443734,0.04864747755688554,0.6722548138686736,0.04704871969338479,0.047782670728518,-0.0060402671347028845
1001,510.0,block2_output/plane_normal,1.7043535499318707e-08,0.9975031210986267,0.19430080144539075,0.059913018455935003,0.8924584249577617,0.025624362691237322,0.019943818329598337,-0.00966753840015681
1001,510.0,block2_output/ideal_bivector,1.0891548174914638e-05,0.9975031210986267,0.20664110929112392,0.04717578336406285,0.8685652317443636,0.04394201854232635,0.019023173962250596,-0.010354968349886796
1001,510.0,block2_output/axial_bivector,2.346870831785866e-06,0.9984394506866417,0.11691197137812219,0.06888304314430119,0.7457052780535047,0.06799416614918785,0.028163355609310547,-0.004411924763706455
1001,510.0,block2_output/point_numerator,0.00030146082144402183,0.9971910112359551,0.1532441579095857,0.048664164552996166,0.672469839396057,0.04712451475571145,0.047765840645884544,-0.006034228365314369
1001,510.0,centroid_7A,0.09813492364810841,0.99812734082397,0.24837420968009855,-0.009564235263256825,,,,
1001,510.0,centroid_support,0.058597867260751495,0.9978152309612984,0.11266354396128356,0.2446464828267111,,,,
1001,510.0,shape_axis_7A,0.766821349134906,0.5880149812734082,0.15411355142528174,0.10500817257664717,,,,
881,520.0,block1/ideal_bivector,1.0746706049303189e-05,0.99812734082397,0.16742516881593442,-0.006947717042279161,0.864372177313674,0.02731208017720847,0.007861646785219943,-0.013967886200066408
881,520.0,block1/axial_bivector,2.377051121195354e-06,0.9990636704119851,0.07713530623879943,0.07774911210247983,0.7545637490123512,0.05316646844958738,-0.0006864722246227597,-0.01002911612014183
881,520.0,block1/point_numerator,0.00025044848665451374,0.9975031210986267,0.1662731104758897,-0.0065965130160484204,0.8070076585533945,0.02951766157051895,0.00856348927932278,-0.014245997415388345
881,520.0,block2_mlp_input/ideal_bivector,6.821770478402869e-06,0.9984394506866417,0.16700578181208806,-0.008607362695825786,0.863950397988524,0.029390052034629594,0.00839073298128,-0.013977356776378373
881,520.0,block2_mlp_input/axial_bivector,1.4716254151271873e-06,0.9984394506866417,0.07120701671943522,0.07807407352929625,0.752938415261433,0.049013314500723895,-0.00017519723403592823,-0.007747544485804409
881,520.0,block2_mlp_input/point_numerator,0.0001912582680873472,0.9987515605493134,0.13703307881182408,0.011871981813927766,0.6764406392074441,0.03023238201384611,0.02803022741312497,-0.005174061145779821
881,520.0,block2_output/plane_normal,1.6767229686962108e-08,0.9984394506866417,0.16359009983790035,0.0009660233470901708,0.8901922172343094,0.016869318329450367,0.003452475126355761,-0.01391541694800679
881,520.0,block2_output/ideal_bivector,1.065826224037246e-05,0.9984394506866417,0.1675468394821132,-0.009050973450717975,0.8655240704182332,0.030658319858052716,0.008559643963362092,-0.014056876420193843
881,520.0,block2_output/axial_bivector,2.448527453301101e-06,0.9993757802746567,0.07387738502220556,0.08256984255073564,0.7472369937576523,0.06477571148716416,-0.0008879302884379026,-0.012038184467740838
881,520.0,block2_output/point_numerator,0.000300203641712363,0.9987515605493134,0.13733469639498985,0.011862190421316565,0.6766824192837962,0.030286220196861294,0.02800306483445019,-0.005170917491628684
881,520.0,centroid_7A,0.10394128097656986,0.9996878901373284,0.25624403295840165,0.12767687022237217,,,,
881,520.0,centroid_support,0.06583558804153511,0.9993757802746567,0.15060512994190722,0.47357154255381184,,,,
881,520.0,shape_axis_7A,0.7879000679164564,0.6207865168539326,0.14134425606450426,0.08987846359561133,,,,
1009,520.0,block1/ideal_bivector,9.889422926441662e-06,0.9971910112359551,0.19488077122859093,0.03482508430754951,0.8669703778723851,0.014496653047049892,0.030605774018499274,-0.009788969236144427
1009,520.0,block1/axial_bivector,2.1985048975866377e-06,0.9987515605493134,0.11310840093832038,0.03158242521853503,0.7546098037029472,0.07463038319491001,0.040224037082724734,-0.015515856092372441
1009,520.0,block1/point_numerator,0.0002309878883627475,0.9975031210986267,0.19410725784738841,0.030626526412105715,0.8062922266672311,0.016578003121623754,0.03156044563209084,-0.01017476848310944
1009,520.0,block2_mlp_input/ideal_bivector,6.2728806568445256e-06,0.9975031210986267,0.1942927726360129,0.03189445355821196,0.8700650399886418,0.01644593215669557,0.030710395724034684,-0.010662866368216914
1009,520.0,block2_mlp_input/axial_bivector,1.3661446017098922e-06,0.9984394506866417,0.1062429061272369,0.03173397791633502,0.753937050105214,0.07104710422925554,0.04027145858938485,-0.014944485115505708
1009,520.0,block2_mlp_input/point_numerator,0.00018000405047665952,0.9990636704119851,0.14189082855379184,0.04688724519923978,0.6669385281022161,0.012899523656446543,0.07924893783377936,-0.00906789923990403
1009,520.0,block2_output/plane_normal,1.547833587110645e-08,0.9971910112359551,0.19037166934781924,0.050188165314298185,0.8927198869077703,0.007173117363563625,0.028301858502341154,-0.007347635053157359
1009,520.0,block2_output/ideal_bivector,9.794153150837098e-06,0.9975031210986267,0.19476285532352097,0.030271880831025014,0.871476867733197,0.017493978681959035,0.030907809922688077,-0.010879702683917566
1009,520.0,block2_output/axial_bivector,2.2750751985614952e-06,0.9996878901373284,0.11194702728974874,0.04351670229070803,0.7480156222551178,0.08549039190438548,0.04293568031154961,-0.01637868063481305
1009,520.0,block2_output/point_numerator,0.00028249225250499187,0.9990636704119851,0.14217363827379279,0.04691237984944424,0.6671327020460985,0.012936993939199299,0.07922486663189711,-0.009064170308001612
1009,520.0,centroid_7A,0.08480981794205397,0.9978152309612984,0.25575149311538015,-0.038162770803925744,,,,
1009,520.0,centroid_support,0.06937531713641693,0.99812734082397,0.12226686423504533,0.27218185500730996,,,,
1009,520.0,shape_axis_7A,0.7180567476381582,0.5156054931335831,0.15960252474530237,0.09242022833113847,,,,
