field,distance_lo_A,distance_hi_A,metric,sources,mean,low,high
block1/ideal_bivector,26,40,p1,10,0.0011961719645078618,-0.0015974915438197995,0.004109229531098825
block1/ideal_bivector,26,40,p2,10,0.00032577883050233686,-0.0006091608004549327,0.0012327573414690019
block1/ideal_bivector,26,40,shuffle_p1,10,0.0016035001260281882,0.0010914702314410497,0.0020896873133889673
block1/ideal_bivector,26,40,shuffle_p2,10,0.0010690843478654171,0.0007876562043017154,0.0013298916763927753
block1/ideal_bivector,26,40,excess_p1,10,-0.00040732816152032786,-0.002865907240708875,0.0020693295172140957
block1/ideal_bivector,26,40,excess_p2,10,-0.0007433055173630805,-0.001839437494411894,0.00031607304671907424
block1/ideal_bivector,26,40,overlap80,10,0.0,0.0,0.0
block1/ideal_bivector,40,80,p1,10,-0.0003649839699321433,-0.001150668188950613,0.0004443932772129048
block1/ideal_bivector,40,80,p2,10,-4.147709843313078e-05,-0.00048208434757346125,0.0003991301507071998
block1/ideal_bivector,40,80,shuffle_p1,10,0.001197983590654947,0.0007661498361086759,0.0016258766833576546
block1/ideal_bivector,40,80,shuffle_p2,10,0.0010284062141157932,0.0007072440393393215,0.0013309592199504789
block1/ideal_bivector,40,80,excess_p1,10,-0.0015629675605870912,-0.0022067907352852313,-0.0009091764054818026
block1/ideal_bivector,40,80,excess_p2,10,-0.0010698833125489242,-0.001320754568681402,-0.0008234060622838105
block1/ideal_bivector,40,80,overlap80,10,0.0,0.0,0.0
block1/axial_bivector,0,4,p1,10,-0.0336170342037547,-0.03727131204145377,-0.029959465943963877
block1/axial_bivector,0,4,p2,10,0.004304461493592912,0.0021902432359783746,0.006381865014106499
block1/axial_bivector,0,4,shuffle_p1,10,0.002470643304753685,0.0013309089347579163,0.003645286118778699
block1/axial_bivector,0,4,shuffle_p2,10,0.0003470005858739844,1.830741320654783e-05,0.0006613029600359543
block1/axial_bivector,0,4,excess_p1,10,-0.03608767750850838,-0.03958394978319699,-0.03245747145454772
block1/axial_bivector,0,4,excess_p2,10,0.0039574609077189255,0.0020159118150413617,0.005938880070484693
block1/axial_bivector,0,4,overlap80,10,0.6785435974142504,0.677844697401193,0.6792283851865909
block1/axial_bivector,4,8,p1,10,0.023390507944269934,0.020343173158519225,0.026441889528673622
block1/axial_bivector,4,8,p2,10,0.0017637409960286471,0.0008597258894584549,0.0027613551913270172
block1/axial_bivector,4,8,shuffle_p1,10,0.0021949040288246754,0.0011358509393391589,0.003180552659960182
block1/axial_bivector,4,8,shuffle_p2,10,0.0002759053968022637,-2.359722289169908e-05,0.0005718315206986508
block1/axial_bivector,4,8,excess_p1,10,0.021195603915445258,0.0182897324138644,0.024225573087850033
block1/axial_bivector,4,8,excess_p2,10,0.001487835599226383,0.0006453278752792018,0.002326501619853272
block1/axial_bivector,4,8,overlap80,10,0.372211847772056,0.37152944472739513,0.3729158338811695
block1/axial_bivector,8,12,p1,10,0.0008781344802899695,-0.0005029930424975234,0.002308945982493615
block1/axial_bivector,8,12,p2,10,0.0011814724649622066,0.00045675592523840796,0.0019075416768519083
block1/axial_bivector,8,12,shuffle_p1,10,0.001913637331016451,0.0009065951416837041,0.0028490829302207556
block1/axial_bivector,8,12,shuffle_p2,10,0.00023207877766887185,-3.727029250302612e-05,0.0004891842761244094
block1/axial_bivector,8,12,excess_p1,10,-0.0010355028507264812,-0.002246247473538365,0.0001759321782362704
block1/axial_bivector,8,12,excess_p2,10,0.0009493936872933338,0.00018356908236551688,0.001728074984299783
block1/axial_bivector,8,12,overlap80,10,0.11789830062062565,0.11716594501514703,0.11865062666871581
block1/axial_bivector,12,18,p1,10,0.002834785582849428,0.0008497387565380557,0.0048198324091608
block1/axial_bivector,12,18,p2,10,-0.0005227339123189099,-0.0017439491734988044,0.0006587656782150173
block1/axial_bivector,12,18,shuffle_p1,10,0.0018357626789083157,0.0008355326478066381,0.002748590328276895
block1/axial_bivector,12,18,shuffle_p2,10,0.00022039998185159143,-6.33165679560673e-07,0.0004382589938041512
block1/axial_bivector,12,18,excess_p1,10,0.000999022903941112,-0.0013167527720465498,0.003348277889426963
block1/axial_bivector,12,18,excess_p2,10,-0.0007431338941705022,-0.001882317532409797,0.0003390403586605125
block1/axial_bivector,12,18,overlap80,10,0.007201953748721944,0.007095779762947665,0.007310502412867883
block1/axial_bivector,18,26,p1,10,-0.00025166637294220695,-0.0033107993367266606,0.0025486369792259247
block1/axial_bivector,18,26,p2,10,-0.001513008957003558,-0.004020066487402143,0.0010960960476980094
block1/axial_bivector,18,26,shuffle_p1,10,0.0020283489669473504,0.0012005352116100554,0.002803465145793528
block1/axial_bivector,18,26,shuffle_p2,10,0.000370871044330869,8.822048679936076e-05,0.0006537132029259143
block1/axial_bivector,18,26,excess_p1,10,-0.002280015339889558,-0.005756176142226962,0.001196145462447846
block1/axial_bivector,18,26,excess_p2,10,-0.0018838800013344277,-0.004318805476283378,0.000551465550699674
block1/axial_bivector,18,26,overlap80,10,0.0,0.0,0.0
block1/axial_bivector,26,40,p1,10,0.0008362727905244554,-0.0010639852964712594,0.0027365308775201703
block1/axial_bivector,26,40,p2,10,-0.00037993514380752933,-0.0016615093147919271,0.0009326076061588887
block1/axial_bivector,26,40,shuffle_p1,10,0.0019177097835680265,0.0011283840261368595,0.002659957622734879
block1/axial_bivector,26,40,shuffle_p2,10,0.00012260504407988565,-0.00011208807550756818,0.0003640457567262201
block1/axial_bivector,26,40,excess_p1,10,-0.0010814369930435721,-0.003145604245554455,0.000982730259467311
block1/axial_bivector,26,40,excess_p2,10,-0.0005025401878874155,-0.0016233196196311858,0.0006347126211855416
block1/axial_bivector,26,40,overlap80,10,0.0,0.0,0.0
block1/axial_bivector,40,80,p1,10,-0.0009009353108949267,-0.0024093356749209436,0.0006074650531310905
block1/axial_bivector,40,80,p2,10,-0.0004467711003626527,-0.000667000116181104,-0.0002194539827777793
block1/axial_bivector,40,80,shuffle_p1,10,0.0016652976860738154,0.0008195667661942735,0.0024450026298117504
block1/axial_bivector,40,80,shuffle_p2,10,0.00020030129629995073,2.106923899894669e-06,0.00039849566870000673
block1/axial_bivector,40,80,excess_p1,10,-0.0025662329969687423,-0.0034761897731584598,-0.0016562762207790241
block1/axial_bivector,40,80,excess_p2,10,-0.0006470723966626042,-0.000957293665463735,-0.00035921186338434624
block1/axial_bivector,40,80,overlap80,10,0.0,0.0,0.0
block1/point_numerator,0,4,p1,10,0.1501664321263333,0.14902762322743368,0.15125121573651404
block1/point_numerator,0,4,p2,10,0.03221779550704617,0.030219025816825305,0.03428393887795554
block1/point_numerator,0,4,shuffle_p1,10,0.0023747667845789486,0.00191753603933315,0.0028125480911635487
block1/point_numerator,0,4,shuffle_p2,10,0.0015986041997649585,0.0011836368293503638,0.001974150661256147
block1/point_numerator,0,4,excess_p1,10,0.14779166534175434,0.1466472273315985,0.1488501870601427
block1/point_numerator,0,4,excess_p2,10,0.03061919130728122,0.028675211192738626,0.03257355564854585
block1/point_numerator,0,4,overlap80,10,0.678550314112276,0.677849152889585,0.6792283814094447
block1/point_numerator,4,8,p1,10,-0.012606258824815133,-0.014376741148729293,-0.010834079050505324
block1/point_numerator,4,8,p2,10,0.0021366293902167774,0.0013481041753031268,0.0029251546051304277
block1/point_numerator,4,8,shuffle_p1,10,0.002106446139448025,0.001650142201357007,0.002548713146016883
block1/point_numerator,4,8,shuffle_p2,10,0.001374322430013952,0.0010298736432764835,0.0016650070569004393
block1/point_numerator,4,8,excess_p1,10,-0.014712704964263159,-0.016631032614534323,-0.012794377313991998
block1/point_numerator,4,8,excess_p2,10,0.0007623069602028253,1.9021226594318192e-05,0.0015055926938113324
block1/point_numerator,4,8,overlap80,10,0.37221997463953965,0.37153394319966937,0.37292854010237153
block1/point_numerator,8,12,p1,10,-0.002470563883498264,-0.005172825585678415,0.0004426902658201994
block1/point_numerator,8,12,p2,10,0.00043722720318058444,-9.032699130758146e-05,0.0009494191419147313
block1/point_numerator,8,12,shuffle_p1,10,0.0019165333125783775,0.0013548849536879708,0.0024600195846126226
block1/point_numerator,8,12,shuffle_p2,10,0.0012509848362751079,0.0009096115164577903,0.001546728114838453
block1/point_numerator,8,12,excess_p1,10,-0.004387097196076645,-0.006856673036793564,-0.0018117348004810935
block1/point_numerator,8,12,excess_p2,10,-0.0008137576330945236,-0.001083634896823503,-0.0005641510087221362
block1/point_numerator,8,12,overlap80,10,0.1179003798355512,0.11716591104066702,0.11865775816294852
block1/point_numerator,12,18,p1,10,0.0008194051313489161,-0.0006808189524760904,0.0023439105792939065
block1/point_numerator,12,18,p2,10,0.0005323596086545545,-0.0007164938439453107,0.0018023443793889825
block1/point_numerator,12,18,shuffle_p1,10,0.0018556183573707002,0.001325280465979252,0.0023799423777517374
block1/point_numerator,12,18,shuffle_p2,10,0.0012374104584421202,0.0009026959334033259,0.0015560197652992156
block1/point_numerator,12,18,excess_p1,10,-0.001036213226021788,-0.002778373823064997,0.001018630113314651
block1/point_numerator,12,18,excess_p2,10,-0.0007050508497875661,-0.002132007610031253,0.0007222157338681463
block1/point_numerator,12,18,overlap80,10,0.0071966408570565575,0.007093573083662713,0.007303454444550958
block1/point_numerator,18,26,p1,10,0.0017328682400251279,-0.0006812212200235174,0.004163520564338435
block1/point_numerator,18,26,p2,10,-0.00021827936316553626,-0.002171444849745146,0.0017348861234140738
block1/point_numerator,18,26,shuffle_p1,10,0.002067501476980256,0.0014965210302215486,0.0026223322931084175
block1/point_numerator,18,26,shuffle_p2,10,0.0012696498818606057,0.0008316439163163644,0.0016713715432322962
block1/point_numerator,18,26,excess_p1,10,-0.00033463323695513014,-0.0028108091406830946,0.002183320159378113
block1/point_numerator,18,26,excess_p2,10,-0.0014879292450261411,-0.0033534613981515715,0.000377073537381796
block1/point_numerator,18,26,overlap80,10,0.0,0.0,0.0
block1/point_numerator,26,40,p1,10,0.0013269484700567814,-0.001523899937475134,0.004317929863585469
block1/point_numerator,26,40,p2,10,0.000261714319172945,-0.0006704695904811494,0.0011928140563095117
block1/point_numerator,26,40,shuffle_p1,10,0.0020220565633086965,0.0014293093360313435,0.002583803459171908
block1/point_numerator,26,40,shuffle_p2,10,0.0011808066649401398,0.0008978843504685611,0.001443120919480818
block1/point_numerator,26,40,excess_p1,10,-0.0006951080932519182,-0.0032302670679009876,0.0018400508813971519
block1/point_numerator,26,40,excess_p2,10,-0.0009190923457671948,-0.0019305267658673957,9.23420743330065e-05
block1/point_numerator,26,40,overlap80,10,0.0,0.0,0.0
block1/point_numerator,40,80,p1,10,-0.0003954091489858496,-0.0012663282676319612,0.0005151153180681564
block1/point_numerator,40,80,p2,10,-1.899568617136156e-05,-0.00045082876918381073,0.00042523613009463944
block1/point_numerator,40,80,shuffle_p1,10,0.001578889476277354,0.0010724727376452534,0.002074202345172304
block1/point_numerator,40,80,shuffle_p2,10,0.0011378507288991684,0.0008257664573244937,0.0014203547658901252
block1/point_numerator,40,80,excess_p1,10,-0.0019742986252632064,-0.0026559280751820846,-0.0012754525806568905
block1/point_numerator,40,80,excess_p2,10,-0.0011568464150705296,-0.0014220728730971782,-0.0009003571862252109
block1/point_numerator,40,80,overlap80,10,0.0,0.0,0.0
block2_mlp_input/ideal_bivector,0,4,p1,10,0.13719240617968154,0.1358591713976119,0.13850785660209364
block2_mlp_input/ideal_bivector,0,4,p2,10,0.029039742732870195,0.027089872027461985,0.031058321270948163
block2_mlp_input/ideal_bivector,0,4,shuffle_p1,10,0.001893174205043197,0.0014762326579474444,0.002310115752138949
block2_mlp_input/ideal_bivector,0,4,shuffle_p2,10,0.0014802284804224897,0.0010677527812056626,0.0018491550632688477
block2_mlp_input/ideal_bivector,0,4,excess_p1,10,0.13529923197463833,0.1340392495092626,0.13654097362028586
block2_mlp_input/ideal_bivector,0,4,excess_p2,10,0.0275595142524477,0.0255583735465226,0.029665025269655365
block2_mlp_input/ideal_bivector,0,4,overlap80,10,0.6785455876127384,0.6778462650956434,0.6792253537235501
block2_mlp_input/ideal_bivector,4,8,p1,10,-0.012889815213925465,-0.01448479436264769,-0.011294836065203245
block2_mlp_input/ideal_bivector,4,8,p2,10,0.001956550261485219,0.001246200682912434,0.002666899840058004
block2_mlp_input/ideal_bivector,4,8,shuffle_p1,10,0.0016741957374181858,0.0012761521988702866,0.002067809331603666
block2_mlp_input/ideal_bivector,4,8,shuffle_p2,10,0.0012492317362937475,0.0009388532890842776,0.0015371815303696474
block2_mlp_input/ideal_bivector,4,8,excess_p1,10,-0.014564010951343654,-0.016272429925067965,-0.012855591977619343
block2_mlp_input/ideal_bivector,4,8,excess_p2,10,0.0007073185251914714,-6.924360600771501e-06,0.0014315141411281177
block2_mlp_input/ideal_bivector,4,8,overlap80,10,0.3722214651775119,0.37153530584766814,0.37293565188349387
block2_mlp_input/ideal_bivector,8,12,p1,10,-0.002649941652165736,-0.005230338556521182,0.00017895760319431106
block2_mlp_input/ideal_bivector,8,12,p2,10,0.0004182574008793277,-0.00013921545156914174,0.0009472815619032951
block2_mlp_input/ideal_bivector,8,12,shuffle_p1,10,0.0015166452006024108,0.0010314508915269427,0.001976056920595007
block2_mlp_input/ideal_bivector,8,12,shuffle_p2,10,0.0011173732772137152,0.0007705669001026357,0.0014184994939858311
block2_mlp_input/ideal_bivector,8,12,excess_p1,10,-0.004166586852768148,-0.006589138295699659,-0.0016639248126901374
block2_mlp_input/ideal_bivector,8,12,excess_p2,10,-0.0006991158763343874,-0.0009917577618163062,-0.00042371565267875004
block2_mlp_input/ideal_bivector,8,12,overlap80,10,0.11790416197067892,0.11717221271476666,0.11866309589249294
block2_mlp_input/ideal_bivector,12,18,p1,10,0.0007860704774999283,-0.0006762848977934825,0.0023507209050480744
block2_mlp_input/ideal_bivector,12,18,p2,10,0.0005268101789825796,-0.0006665840633845489,0.0017312778881037611
block2_mlp_input/ideal_bivector,12,18,shuffle_p1,10,0.0014638007964390561,0.000995492968081841,0.0019110539642374653
block2_mlp_input/ideal_bivector,12,18,shuffle_p2,10,0.0011052351900746,0.0007632569930251477,0.0014321511984812618
block2_mlp_input/ideal_bivector,12,18,excess_p1,10,-0.0006777303189391291,-0.0025534427768543894,0.0012524182474291977
block2_mlp_input/ideal_bivector,12,18,excess_p2,10,-0.0005784250110920206,-0.0019443622952201056,0.0009043926839367916
block2_mlp_input/ideal_bivector,12,18,overlap80,10,0.007198256492121915,0.007094174187807256,0.0073042508852045164
block2_mlp_input/ideal_bivector,18,26,p1,10,0.001816270265686533,-0.0006179780039798088,0.004273706646785884
block2_mlp_input/ideal_bivector,18,26,p2,10,-0.0007975587495502662,-0.0028483876660549846,0.001185830195744874
block2_mlp_input/ideal_bivector,18,26,shuffle_p1,10,0.0016590516136330193,0.001141867360383749,0.0021742969457542267
block2_mlp_input/ideal_bivector,18,26,shuffle_p2,10,0.0011397943132651586,0.0007378877935644041,0.0015100985894351377
block2_mlp_input/ideal_bivector,18,26,excess_p1,10,0.00015721865205351035,-0.0023046351397065213,0.0026190724438135424
block2_mlp_input/ideal_bivector,18,26,excess_p2,10,-0.0019373530628154258,-0.0039768787886629645,5.9326530501403305e-05
block2_mlp_input/ideal_bivector,18,26,overlap80,10,0.0,0.0,0.0
block2_mlp_input/ideal_bivector,26,40,p1,10,0.0011746663656989626,-0.0016415765182722967,0.0041074647149012015
block2_mlp_input/ideal_bivector,26,40,p2,10,0.00029535250156157713,-0.0006509311926803022,0.0012141581930139225
block2_mlp_input/ideal_bivector,26,40,shuffle_p1,10,0.0016171147674357415,0.0010826218902002147,0.002120012374085685
block2_mlp_input/ideal_bivector,26,40,shuffle_p2,10,0.00106466873541051,0.0007985758891036838,0.0013114844579582127
block2_mlp_input/ideal_bivector,26,40,excess_p1,10,-0.0004424484017367785,-0.002946639224878453,0.0020618365973628064
block2_mlp_input/ideal_bivector,26,40,excess_p2,10,-0.0007693162338489328,-0.0018282027018087419,0.00028299843616261326
block2_mlp_input/ideal_bivector,26,40,overlap80,10,0.0,0.0,0.0
block2_mlp_input/ideal_bivector,40,80,p1,10,-0.0003734354344729897,-0.0011520583598846306,0.00042767852407709245
block2_mlp_input/ideal_bivector,40,80,p2,10,-3.0312130488249516e-05,-0.00046007375870948583,0.00039944949773298684
block2_mlp_input/ideal_bivector,40,80,shuffle_p1,10,0.0012178639434309655,0.0007635495851296546,0.0016542225228719089
block2_mlp_input/ideal_bivector,40,80,shuffle_p2,10,0.0010236314081885371,0.0007307854545531836,0.001309519276563738
block2_mlp_input/ideal_bivector,40,80,excess_p1,10,-0.0015912993779039555,-0.0022494463446812414,-0.0009331524111266693
block2_mlp_input/ideal_bivector,40,80,excess_p2,10,-0.0010539435386767867,-0.0012960765314102497,-0.000812932919434495
block2_mlp_input/ideal_bivector,40,80,overlap80,10,0.0,0.0,0.0
block2_mlp_input/axial_bivector,0,4,p1,10,-0.0329414099374304,-0.03660651114471051,-0.029276005098682424
block2_mlp_input/axial_bivector,0,4,p2,10,0.004127817013845248,0.0019971451812689747,0.0062755137189468265
block2_mlp_input/axial_bivector,0,4,shuffle_p1,10,0.002498999082507125,0.0013179153736932393,0.003664622300674212
block2_mlp_input/axial_bivector,0,4,shuffle_p2,10,0.00029334350660897336,-1.4258358004699324e-05,0.0005954954547640516
block2_mlp_input/axial_bivector,0,4,excess_p1,10,-0.03544040901993754,-0.038971109810976595,-0.031887145751979366
block2_mlp_input/axial_bivector,0,4,excess_p2,10,0.0038344735072362744,0.0018386762802062736,0.005875431065453794
block2_mlp_input/axial_bivector,0,4,overlap80,10,0.6785444651208815,0.6778487602487041,0.679224688567954
block2_mlp_input/axial_bivector,4,8,p1,10,0.023004523240577928,0.019911026808287345,0.026104556305859544
block2_mlp_input/axial_bivector,4,8,p2,10,0.0016839443101448893,0.000864379710231992,0.0026167622313148747
block2_mlp_input/axial_bivector,4,8,shuffle_p1,10,0.002229590890053453,0.0011381324812433271,0.0032260139374170145
block2_mlp_input/axial_bivector,4,8,shuffle_p2,10,0.0002308321245847452,-4.546647892108832e-05,0.0004994930615927796
block2_mlp_input/axial_bivector,4,8,excess_p1,10,0.020774932350524477,0.017805366887735912,0.023807501466199192
block2_mlp_input/axial_bivector,4,8,excess_p2,10,0.0014531121855601444,0.0006319948952139662,0.0022304506856408463
block2_mlp_input/axial_bivector,4,8,overlap80,10,0.3722112256665739,0.371524147075698,0.37291967196195086
block2_mlp_input/axial_bivector,8,12,p1,10,0.0012128156824810416,-0.0002739694500810477,0.0026616459231408396
block2_mlp_input/axial_bivector,8,12,p2,10,0.001131186209431966,0.0003276087821728429,0.0019347636366910889
block2_mlp_input/axial_bivector,8,12,shuffle_p1,10,0.0019532820741634182,0.0009177303907345712,0.002897310340605345
block2_mlp_input/axial_bivector,8,12,shuffle_p2,10,0.00019220938500772767,-5.632195150030153e-05,0.0004297757981494218
block2_mlp_input/axial_bivector,8,12,excess_p1,10,-0.0007404663916823751,-0.0020032472522957764,0.0005223144689310263
block2_mlp_input/axial_bivector,8,12,excess_p2,10,0.0009389768244242388,0.0001569347866211635,0.0017210188622273144
block2_mlp_input/axial_bivector,8,12,overlap80,10,0.11789610862730138,0.11715875215910734,0.11865171541026864
block2_mlp_input/axial_bivector,12,18,p1,10,0.0028492443676633194,0.0008733404192011029,0.004803948866907992
block2_mlp_input/axial_bivector,12,18,p2,10,-0.0006512361854495433,-0.001982075599711503,0.0006650688543463345
block2_mlp_input/axial_bivector,12,18,shuffle_p1,10,0.0018801909123821868,0.0008567384752858514,0.002796951616206065
block2_mlp_input/axial_bivector,12,18,shuffle_p2,10,0.0001802377993906382,-3.470904293717535e-05,0.0003951491570872625
block2_mlp_input/axial_bivector,12,18,excess_p1,10,0.0009690534552811343,-0.0012878256607332119,0.0032579420813883134
block2_mlp_input/axial_bivector,12,18,excess_p2,10,-0.0008314739848401809,-0.0020929831368208356,0.0004169700450325136
block2_mlp_input/axial_bivector,12,18,overlap80,10,0.007200401666904323,0.007094101083480585,0.007308736403569686
block2_mlp_input/axial_bivector,18,26,p1,10,-6.639386392415228e-05,-0.0029946015276889337,0.002710580012619879
block2_mlp_input/axial_bivector,18,26,p2,10,-0.001496378672619647,-0.0037203926685906987,0.000728837510292561
block2_mlp_input/axial_bivector,18,26,shuffle_p1,10,0.002066815729590335,0.0012278520619571813,0.0028450665057650885
block2_mlp_input/axial_bivector,18,26,shuffle_p2,10,0.0003539185922120402,7.73642674189953e-05,0.0006284623838793405
block2_mlp_input/axial_bivector,18,26,excess_p1,10,-0.0021332095935144854,-0.005595719748988852,0.0012038688302024585
block2_mlp_input/axial_bivector,18,26,excess_p2,10,-0.0018502972648316868,-0.004062741033060433,0.0003633748395063598
block2_mlp_input/axial_bivector,18,26,overlap80,10,0.0,0.0,0.0
block2_mlp_input/axial_bivector,26,40,p1,10,0.0008356265873216303,-0.0010639767509267653,0.0027352299255700256
block2_mlp_input/axial_bivector,26,40,p2,10,-0.0002741815500300913,-0.0016373486427286074,0.0010889855426684245
block2_mlp_input/axial_bivector,26,40,shuffle_p1,10,0.001957566987762993,0.0011513376823849058,0.002715627029150685
block2_mlp_input/axial_bivector,26,40,shuffle_p2,10,0.00010047532202404942,-0.00015885928584541328,0.0003705309885290072
block2_mlp_input/axial_bivector,26,40,excess_p1,10,-0.0011219404004413611,-0.0031823188386798248,0.0009446791386378964
block2_mlp_input/axial_bivector,26,40,excess_p2,10,-0.00037465687205414023,-0.0014695742888014961,0.0007400497522521288
block2_mlp_input/axial_bivector,26,40,overlap80,10,0.0,0.0,0.0
block2_mlp_input/axial_bivector,40,80,p1,10,-0.0008668506257540618,-0.002354339118934733,0.0006206378674266097
block2_mlp_input/axial_bivector,40,80,p2,10,-0.0004556453020842934,-0.0006208282927546637,-0.000283071401123274
block2_mlp_input/axial_bivector,40,80,shuffle_p1,10,0.0017059124716434847,0.000873581997197417,0.0024967903200067993
block2_mlp_input/axial_bivector,40,80,shuffle_p2,10,0.00016808171643013813,-4.850265705298863e-05,0.00039082354028836374
block2_mlp_input/axial_bivector,40,80,excess_p1,10,-0.002572763097397545,-0.0034690363917709737,-0.0016764898030241168
block2_mlp_input/axial_bivector,40,80,excess_p2,10,-0.0006237270185144309,-0.0009250357630779954,-0.0003286812326778688
block2_mlp_input/axial_bivector,40,80,overlap80,10,0.0,0.0,0.0
block2_mlp_input/point_numerator,0,4,p1,10,0.06412140514753659,0.06061376109468368,0.06762904920038948
block2_mlp_input/point_numerator,0,4,p2,10,0.012566614504056273,0.010299490871661187,0.014621739593991628
block2_mlp_input/point_numerator,0,4,shuffle_p1,10,0.0004903022878556116,-0.0002080289577470014,0.0012293347213614431
block2_mlp_input/point_numerator,0,4,shuffle_p2,10,0.0009605252844064767,0.0005393222980625907,0.0013800829944762521
block2_mlp_input/point_numerator,0,4,excess_p1,10,0.06363110285968096,0.06033176715249781,0.06677332396560938
block2_mlp_input/point_numerator,0,4,excess_p2,10,0.011606089219649795,0.009049219449568897,0.01398087435503533
block2_mlp_input/point_numerator,0,4,overlap80,10,0.678555405074198,0.677856200664632,0.6792292500575486
block2_mlp_input/point_numerator,4,8,p1,10,-0.004796054355008811,-0.006328126158199642,-0.003342854749943833
block2_mlp_input/point_numerator,4,8,p2,10,0.001040986450350281,0.0007609770228246264,0.0013301055800695118
block2_mlp_input/point_numerator,4,8,shuffle_p1,10,0.00033711773368116964,-0.0003201314853191399,0.0010353825250667508
block2_mlp_input/point_numerator,4,8,shuffle_p2,10,0.0008755824740570905,0.0004846398472040469,0.0012757222205671455
block2_mlp_input/point_numerator,4,8,excess_p1,10,-0.00513317208868998,-0.006373459687697612,-0.0039263235692517445
block2_mlp_input/point_numerator,4,8,excess_p2,10,0.00016540397629319017,-0.00033569884259794893,0.0006817234236121247
block2_mlp_input/point_numerator,4,8,overlap80,10,0.3722219870427911,0.3715315175879055,0.37293260903806436
block2_mlp_input/point_numerator,8,12,p1,10,-0.00446897978549305,-0.006556356314033148,-0.0023619521136250187
block2_mlp_input/point_numerator,8,12,p2,10,-5.2183322113046094e-05,-0.0006541066953216993,0.0005158490539061804
block2_mlp_input/point_numerator,8,12,shuffle_p1,10,0.00016329760117580688,-0.0005006150659298169,0.0008272102682814307
