source,temperature_K,field,phase,observations,rms_relative_norm,pairs,valid_pairs,coverage,mean_angle_deg,median_angle_deg,p95_angle_deg,mean_axis_angle_deg,jump60_fraction,flip90_fraction,p1,p2
938,450.0,block1/axial_bivector,HCP,13,0.9984685366719679,5.0,5.0,1.0,41.85053423101787,35.78928507511524,66.29695505503285,41.85053423101787,0.2,0.0,0.7176228659221754,0.3414223705041021
938,450.0,block1/point_numerator,unclassified,1425,1.0786904005633164,1366.0,1364.0,0.9985358711566618,67.6884398403812,61.67798566518803,141.94074190170784,51.643068837111954,0.5146627565982405,0.2719941348973607,0.32390689345093343,0.12058906199454193
938,450.0,block1/point_numerator,FCC,1766,0.7120244670568106,1716.0,1700.0,0.9906759906759907,81.73478478166524,79.74365813150476,149.18624788941852,56.92275446807294,0.6776470588235294,0.41294117647058826,0.12239323412895557,0.009873457372608958
938,450.0,block1/point_numerator,HCP,13,0.9171231257610974,5.0,5.0,1.0,57.617353529781575,48.24545248779561,91.48493070766288,53.494478209425075,0.2,0.2,0.5071781598095975,0.07017203587217999
938,450.0,block2_mlp_input/ideal_bivector,unclassified,1425,1.0757006107663882,1366.0,1362.0,0.9970717423133236,68.04196977381787,62.251184903643825,142.15377073087976,51.693100090073294,0.5183553597650514,0.27386196769456683,0.3189068194920076,0.11868136035138394
938,450.0,block2_mlp_input/ideal_bivector,FCC,1766,0.7085920285743232,1716.0,1702.0,0.9918414918414918,82.3638471134645,81.0199268096541,150.1644194401953,56.996568463815734,0.681551116333725,0.42596944770857814,0.11278929776670875,0.007841697852852802
938,450.0,block2_mlp_input/ideal_bivector,HCP,13,0.9060813284491895,5.0,5.0,1.0,61.14232063921976,49.63042457416323,96.78848961712127,55.05422808651648,0.4,0.2,0.45577650902948647,0.019614080438197214
938,450.0,block2_mlp_input/axial_bivector,unclassified,1425,1.0044575117560082,1366.0,1360.0,0.9956076134699854,76.6508519405035,72.34532246541761,146.76066305441432,55.2110840805835,0.6205882352941177,0.3573529411764706,0.1970357111671667,0.043399085321871825
938,450.0,block2_mlp_input/axial_bivector,FCC,1766,0.8979464410032442,1716.0,1710.0,0.9965034965034965,81.5852498414272,78.95221755878762,147.75050147654855,56.281451256267644,0.672514619883041,0.4105263157894737,0.12227745753351654,0.021813924713003252
938,450.0,block2_mlp_input/axial_bivector,HCP,13,0.9990746706002235,5.0,5.0,1.0,42.13434939434001,36.80604597156766,67.07001325998915,42.13434939434001,0.2,0.0,0.7136203688142991,0.33754490833092843
938,450.0,block2_mlp_input/point_numerator,unclassified,1425,1.0053962417462512,1366.0,1362.0,0.9970717423133236,71.08660124238885,65.32210161062642,143.09320216162115,53.22642176054351,0.5425844346549192,0.29809104258443464,0.27792550703654473,0.08764063468727888
938,450.0,block2_mlp_input/point_numerator,FCC,1766,0.7131279470920072,1716.0,1705.0,0.9935897435897436,86.28869453302907,87.35329367494762,148.50848014999528,58.44216474190015,0.7290322580645161,0.47683284457478003,0.05276489627467852,-0.025084984779277744
938,450.0,block2_mlp_input/point_numerator,HCP,13,0.8030356345882911,5.0,5.0,1.0,101.46169273881603,98.95675502943774,125.21728018670602,69.81960344878351,1.0,0.8,-0.18943902410286798,-0.2784001929482874
938,450.0,block2_output/plane_normal,unclassified,1425,1.0492831026673468,1366.0,1366.0,1.0,69.58619266277242,64.99990642144772,142.41019481580938,52.58278094104792,0.5453879941434846,0.28330893118594436,0.2975916380057093,0.09858216252349368
938,450.0,block2_output/plane_normal,FCC,1766,0.7119416024764043,1716.0,1710.0,0.9965034965034965,84.4810747733482,83.6347982315311,149.4428449905686,57.21842127536942,0.7076023391812866,0.44853801169590646,0.07895944914405482,0.0016296856018677647
938,450.0,block2_output/plane_normal,HCP,13,0.9056219557379804,5.0,5.0,1.0,65.97027628223559,51.358568154490825,112.0718754294913,54.3086840374685,0.4,0.2,0.3639065206133606,0.065032803803596
938,450.0,block2_output/ideal_bivector,unclassified,1425,1.076980311400529,1366.0,1362.0,0.9970717423133236,67.97812381141202,61.90235785692909,142.60796955763087,51.65982351379219,0.5139500734214391,0.2745961820851689,0.3197872447668129,0.11936925356184383
938,450.0,block2_output/ideal_bivector,FCC,1766,0.7074941330944554,1716.0,1702.0,0.9918414918414918,82.27448448693356,80.87976930255725,149.87723493570385,56.982574430847755,0.6803760282021152,0.42479435957696826,0.11420683485823206,0.008123453716294403
938,450.0,block2_output/ideal_bivector,HCP,13,0.9036509920671975,5.0,5.0,1.0,61.26983068439282,49.64516234177737,96.4011136781537,55.31609590987557,0.4,0.2,0.45497971086805605,0.013072779033093285
938,450.0,block2_output/axial_bivector,unclassified,1425,1.000977362151764,1366.0,1360.0,0.9956076134699854,77.21750438856327,73.50204105409051,147.12656323910915,55.420485428189245,0.6308823529411764,0.36323529411764705,0.18749523890733202,0.03913016396878809
938,450.0,block2_output/axial_bivector,FCC,1766,0.9011564391576421,1716.0,1710.0,0.9965034965034965,81.86241032631209,79.34956779013413,148.64094844107015,56.144102264095245,0.6748538011695906,0.41871345029239765,0.11864980599864776,0.022410174734680738
938,450.0,block2_output/axial_bivector,HCP,13,1.0013865081686018,5.0,5.0,1.0,39.10740031836582,37.435220262852866,62.09313137185627,39.10740031836582,0.2,0.0,0.7490065054225459,0.397777264447665
938,450.0,block2_output/point_numerator,unclassified,1425,1.0055094122708634,1366.0,1362.0,0.9970717423133236,71.08758522541471,65.33171759130326,142.98937371341796,53.226982156198886,0.5425844346549192,0.29809104258443464,0.27791083372261705,0.08762793620744848
938,450.0,block2_output/point_numerator,FCC,1766,0.7128211381519513,1716.0,1705.0,0.9935897435897436,86.28861680665771,87.40258774092754,148.4952830931322,58.44202518424039,0.7290322580645161,0.47683284457478003,0.05276901801508657,-0.025084049858449406
938,450.0,block2_output/point_numerator,HCP,13,0.8029819558943735,5.0,5.0,1.0,101.5023559494213,98.8913744745887,125.29659558493084,69.78009204257303,1.0,0.8,-0.19006339282303472,-0.27766531422451307
938,450.0,centroid_7A,unclassified,1425,1.2269311176149926,1366.0,1360.0,0.9956076134699854,58.76233893856646,50.695128579379535,130.2274673831822,48.307809052671345,0.4022058823529412,0.19779411764705881,0.4502315672557509,0.1930797879688355
938,450.0,centroid_7A,FCC,1766,0.8551619748419076,1716.0,1702.0,0.9918414918414918,76.28539245455275,73.50804492847186,149.15281165979363,53.44898822566298,0.6039952996474736,0.3772032902467685,0.19699570170670402,0.08309626209709285
938,450.0,centroid_7A,HCP,13,1.3163455033698226,5.0,5.0,1.0,27.672201667085353,24.39174404113696,45.91988863887221,27.672201667085353,0.0,0.0,0.8672039351765226,0.64924990680299
938,450.0,centroid_support,unclassified,1425,1.2090860242785864,1366.0,1360.0,0.9956076134699854,48.81861802853211,37.89505030221159,122.97959761679502,40.57184288873869,0.2875,0.15,0.5754964861292132,0.35773531140828446
938,450.0,centroid_support,FCC,1766,1.291069831691043,1716.0,1708.0,0.9953379953379954,32.80339515981244,26.655917289235116,87.77828102593762,30.800801614119447,0.10772833723653395,0.04625292740046839,0.7819124817241183,0.5659373692281588
938,450.0,centroid_support,HCP,13,1.361399143590772,5.0,5.0,1.0,24.675305142695326,20.244115303990856,35.57762681177185,24.675305142695326,0.0,0.0,0.9002464187165067,0.7212818382558837
938,450.0,shape_axis_7A,unclassified,1425,0.8216372203879106,1366.0,633.0,0.4633967789165447,65.14721299992686,45.17167426294916,158.2761175357092,38.883808399968174,0.40442338072669826,0.2890995260663507,0.34122944781611125,0.39238685693136555
938,450.0,shape_axis_7A,FCC,1766,0.6734741160567035,1716.0,379.0,0.22086247086247085,76.46948252808001,55.81926637279423,163.02342996706957,36.15273388687237,0.49076517150395776,0.40897097625329815,0.1776112528575902,0.44549880468329256
938,450.0,shape_axis_7A,HCP,13,0.9198662244557042,5.0,4.0,0.8,90.57324137009337,95.86777818275125,151.0036855185177,31.574772596019116,0.5,0.5,-0.016320163225402584,0.5701923220545829
942,450.0,block1/ideal_bivector,unclassified,1621,1.2276806971143295,1574.0,1564.0,0.9936467598475223,66.59310519206015,60.95942538965624,141.67835682534832,49.139749021053305,0.5089514066496164,0.2877237851662404,0.32841129336847064,0.17461331182772652
942,450.0,block1/ideal_bivector,FCC,1543,0.6875911156555328,1503.0,1491.0,0.9920159680638723,88.76025572554157,88.95654406380412,153.0890083229527,57.096591610361024,0.7377598926894702,0.48826291079812206,0.01640185611169205,0.005977442932781898
942,450.0,block1/ideal_bivector,HCP,40,0.8375909199629576,33.0,33.0,1.0,63.09586357754112,56.50898597917085,131.2790067930985,49.899081284216926,0.45454545454545453,0.24242424242424243,0.3881426993755696,0.14053201220498718
942,450.0,block1/axial_bivector,unclassified,1621,1.0253877065791803,1574.0,1570.0,0.9974587039390089,73.63308037601591,69.81015213616942,142.55571475135258,55.14047888027814,0.5840764331210191,0.3203821656050955,0.24148652833795803,0.044249046711377214
942,450.0,block1/axial_bivector,FCC,1543,0.8363707220945316,1503.0,1491.0,0.9920159680638723,88.1519437079746,87.33130037570291,152.02630098446966,57.20284353171319,0.7357478202548625,0.48222669349429914,0.026392773426930183,0.0012939222326999987
942,450.0,block1/axial_bivector,HCP,40,1.011811735689547,33.0,33.0,1.0,68.8458043497035,57.344572805545006,132.11558441289702,49.78333043604101,0.48484848484848486,0.3333333333333333,0.29485351339146487,0.15570524280766923
942,450.0,block1/point_numerator,unclassified,1621,1.233603365151395,1574.0,1562.0,0.9923761118170267,66.45276048807021,60.46194762536645,141.42043964874384,48.88672935247973,0.5064020486555698,0.2855313700384123,0.32956625767992626,0.1796706387808347
942,450.0,block1/point_numerator,FCC,1543,0.6857849471814997,1503.0,1487.0,0.9893546240851631,88.73457406146727,89.34973467055795,153.4848321612071,57.11497300122692,0.7363819771351715,0.4909213180901143,0.017040639208855634,0.006206721601253469
942,450.0,block1/point_numerator,HCP,40,0.8461469387831909,33.0,33.0,1.0,62.23888828004553,53.550415914390285,126.58633525896963,50.23341565847794,0.45454545454545453,0.24242424242424243,0.3996689641935281,0.13574275234756134
942,450.0,block2_mlp_input/ideal_bivector,unclassified,1621,1.2293720278927363,1574.0,1562.0,0.9923761118170267,66.49329319560715,60.710534458124485,142.73114689674182,48.93554212575574,0.5051216389244558,0.2874519846350832,0.3299047886017916,0.17871958229062582
942,450.0,block2_mlp_input/ideal_bivector,FCC,1543,0.6874641316668418,1503.0,1491.0,0.9920159680638723,88.80217590795588,88.87881482500227,152.3306211242986,57.06235662343866,0.7377598926894702,0.4909456740442656,0.015843445377076364,0.006263155892530862
942,450.0,block2_mlp_input/ideal_bivector,HCP,40,0.8350462604976018,33.0,33.0,1.0,63.78065017306652,55.74730757454899,133.73717267431076,49.86739275087723,0.45454545454545453,0.24242424242424243,0.3795762669606428,0.1434214122619273
942,450.0,block2_mlp_input/axial_bivector,unclassified,1621,1.0258405058016822,1574.0,1568.0,0.9961880559085133,73.28149165619925,69.26302963105105,142.05229816326198,55.01295309223654,0.5854591836734694,0.3207908163265306,0.24676828755218372,0.04704388956567167
942,450.0,block2_mlp_input/axial_bivector,FCC,1543,0.8403262967553129,1503.0,1491.0,0.9920159680638723,88.1818697442459,87.22270731379622,152.64196108516842,57.13566877719622,0.7350771294433266,0.4802146210596915,0.02609220917330884,0.0027060630089965417
942,450.0,block2_mlp_input/axial_bivector,HCP,40,1.0118146566405672,33.0,33.0,1.0,69.13727144787407,56.627052950606526,133.3727629734229,49.97289335813736,0.48484848484848486,0.36363636363636365,0.29104226638769265,0.15119710971832934
