source,temperature_K,frame,field,phase,distance_lo_A,distance_hi_A,pairs,distance_mean_A,p1,p2,shuffle_p1,shuffle_p2,excess_p1,excess_p2,overlap80,valid_centers,centers
911,400.0,256,block1/point_numerator,unclassified,8,12,6657,9.889041364955949,-0.00047912721353363547,-0.007447390292396278,-0.002137862776838248,-0.0005439227199663943,0.0016587355633046114,-0.006903467572429883,0.12023058434730359,319,320
911,400.0,256,block1/point_numerator,unclassified,12,18,2524,13.483067736356396,0.014934664872710739,0.02059296695818492,-0.0021378627768382486,-0.0005439227199663943,0.01707252764954898,0.021136889678151312,0.007265253565768622,319,320
911,400.0,256,block1/point_numerator,unclassified,18,26,716,22.321796311571493,0.003748891747077927,0.008165746078876174,-0.002137862776838248,-0.0005439227199663943,0.005886754523916186,0.008709668798842569,0.0,319,320
911,400.0,256,block1/point_numerator,unclassified,26,40,3695,34.20050718304338,0.0020371879636636183,0.003800087895973214,-0.002137862776838248,-0.0005439227199663942,0.0041750507405018695,0.004344010615939606,0.0,319,320
911,400.0,256,block1/point_numerator,unclassified,40,80,29374,55.36081881321736,-0.0023478112966608595,-0.0013338466616069225,-0.002137862776838248,-0.0005439227199663943,-0.0002099485198226104,-0.0007899239416405282,0.0,319,320
911,400.0,256,block2_mlp_input/point_numerator,unclassified,0,4,1294,3.0766073957105298,0.03093116859679792,0.02716391591368514,-0.0013295534546932935,-0.0005935472598188607,0.03226072205149121,0.027757463173504006,0.6741402627511592,320,320
911,400.0,256,block2_mlp_input/point_numerator,unclassified,4,8,6159,6.267724827475213,-0.013099226983916737,-0.0034206441226273024,-0.0013295534546932935,-0.0005935472598188607,-0.011769673529223437,-0.0028270968628084426,0.37398116577366447,320,320
911,400.0,256,block2_mlp_input/point_numerator,unclassified,8,12,6707,9.890381977896197,-0.0039365079762281804,-0.006909859848698534,-0.0013295534546932937,-0.0005935472598188607,-0.002606954521534883,-0.006316312588879677,0.12013195169226182,320,320
911,400.0,256,block2_mlp_input/point_numerator,unclassified,12,18,2549,13.479079783739508,0.012987378283664202,0.0038638797386724433,-0.0013295534546932935,-0.0005935472598188607,0.014316931738357503,0.004457426998491303,0.007306786975284425,320,320
911,400.0,256,block2_mlp_input/point_numerator,unclassified,18,26,721,22.32012280467418,0.02639034545393392,-0.010485836873632491,-0.0013295534546932935,-0.0005935472598188607,0.027719898908627225,-0.009892289613813629,0.0,320,320
911,400.0,256,block2_mlp_input/point_numerator,unclassified,26,40,3706,34.19870645575737,0.009021994801284515,0.008295157000717455,-0.0013295534546932937,-0.0005935472598188607,0.01035154825597781,0.008888704260536315,0.0,320,320
911,400.0,256,block2_mlp_input/point_numerator,unclassified,40,80,29547,55.338337668962566,-0.002900153907169291,-0.001190795699411676,-0.0013295534546932937,-0.0005935472598188607,-0.0015706004524759908,-0.0005972484395928168,0.0,320,320
911,400.0,384,block1/point_numerator,unclassified,0,4,1262,3.0639022628730985,0.15084659507579132,0.04080485713507075,0.003193483886670417,-3.4896401079786976e-05,0.1476531111891209,0.04083975353615055,0.6737519809825674,319,320
911,400.0,384,block1/point_numerator,unclassified,4,8,6064,6.264891756057633,-0.031346215342171295,0.008762104912634145,0.0031934838866704176,-3.4896401079786976e-05,-0.03453969922884171,0.008797001313713932,0.37330969656992086,319,320
911,400.0,384,block1/point_numerator,unclassified,8,12,6658,9.902206858765368,-0.007842503894574426,-0.0062498842392250415,0.0031934838866704168,-3.4896401079786976e-05,-0.011035987781244832,-0.006214987838145254,0.118855136677681,319,320
911,400.0,384,block1/point_numerator,unclassified,12,18,2455,13.481568333552634,-0.004111692283333722,0.003561534286270838,0.0031934838866704176,-3.4896401079786976e-05,-0.007305176170004131,0.00359643068735063,0.0072199592668024445,319,320
911,400.0,384,block1/point_numerator,unclassified,18,26,676,22.071321711248018,0.05862901183448421,0.0016029712292476856,0.003193483886670417,-3.4896401079786976e-05,0.055435527947813805,0.001637867630327468,0.0,319,320
911,400.0,384,block1/point_numerator,unclassified,26,40,2221,34.714087685732,-0.019513258608527463,-0.020866506730652656,0.003193483886670417,-3.4896401079786976e-05,-0.02270674249519787,-0.020831610329572866,0.0,319,320
911,400.0,384,block1/point_numerator,unclassified,40,80,30038,56.29455892810389,0.007421274614844398,-0.0011844733825950977,0.0031934838866704163,-3.4896401079786976e-05,0.00422779072817399,-0.0011495769815153107,0.0,319,320
911,400.0,384,block1/point_numerator,HCP,4,8,1,6.970448924074044,0.9447438980222993,0.838811549275553,0.9447438980222995,0.838811549275553,-2.220446049250313e-16,0.0,0.3,319,320
911,400.0,384,block2_mlp_input/point_numerator,unclassified,0,4,1277,3.064535817913828,0.053797583801595814,0.0012492773330809186,-0.0012731961467466735,-0.0007572045709677289,0.05507077994834249,0.0020064819040486468,0.6736981205951449,320,320
911,400.0,384,block2_mlp_input/point_numerator,unclassified,4,8,6130,6.263699221127933,-0.020840921154254833,0.009236181337706002,-0.0012731961467466733,-0.0007572045709677289,-0.01956772500750815,0.00999338590867373,0.3733931484502446,320,320
911,400.0,384,block2_mlp_input/point_numerator,unclassified,8,12,6704,9.899896386688141,0.005566748687385736,-0.00830681735234065,-0.0012731961467466733,-0.0007572045709677289,0.006839944834132418,-0.007549612781372923,0.11893459128878282,320,320
911,400.0,384,block2_mlp_input/point_numerator,unclassified,12,18,2456,13.483163497788626,-0.012470221739064246,0.00021345956398673515,-0.0012731961467466735,-0.0007572045709677289,-0.01119702559231757,0.0009706641349544658,0.007217019543973942,320,320
911,400.0,384,block2_mlp_input/point_numerator,unclassified,18,26,677,22.069898209734344,0.009138974313592542,-0.029108469536148613,-0.0012731961467466733,-0.0007572045709677289,0.010412170460339223,-0.02835126496518088,0.0,320,320
911,400.0,384,block2_mlp_input/point_numerator,unclassified,26,40,2227,34.71725284119772,-0.020837390706983802,-0.015469385884213786,-0.0012731961467466735,-0.0007572045709677289,-0.019564194560237117,-0.014712181313246055,0.0,320,320
911,400.0,384,block2_mlp_input/point_numerator,unclassified,40,80,30216,56.28873359331572,0.0010149285562280252,0.0006500050963322327,-0.0012731961467466735,-0.0007572045709677289,0.002288124702974706,0.0014072096672999611,0.0,320,320
911,400.0,384,block2_mlp_input/point_numerator,HCP,4,8,1,6.970448924074044,0.988542790949847,0.9658252743083695,0.9885427909498468,0.9658252743083686,2.220446049250313e-16,8.881784197001252e-16,0.3,320,320
911,400.0,512,block1/point_numerator,unclassified,0,4,1227,3.0529796946886987,0.085184202167918,0.06107480533058293,0.0006726532149587957,0.0011268718191888016,0.0845115489529592,0.05994793351139412,0.6765383048084759,317,319
911,400.0,512,block1/point_numerator,unclassified,4,8,5922,6.249085751199116,-0.037332607042764504,0.01070549874448517,0.0006726532149587957,0.0011268718191888016,-0.0380052602577233,0.009578626925296369,0.37733873691320496,317,319
911,400.0,512,block1/point_numerator,unclassified,8,12,6526,9.900666031185057,0.007904047046601236,-0.0010818245582952808,0.0006726532149587957,0.0011268718191888016,0.00723139383164244,-0.0022086963774840805,0.12140668096843396,317,319
911,400.0,512,block1/point_numerator,unclassified,12,18,2210,13.339283411767433,0.004595884008034791,-0.005620133254085002,0.0006726532149587956,0.0011268718191888016,0.003923230793075995,-0.006747005073273799,0.008133484162895928,317,319
911,400.0,512,block1/point_numerator,unclassified,18,26,515,22.973771574771327,0.01987404030716023,-0.0012218034934807706,0.0006726532149587958,0.0011268718191888016,0.019201387092201427,-0.002348675312669571,0.0,317,319
911,400.0,512,block1/point_numerator,unclassified,26,40,2345,33.735123917045726,-0.0057152078531576625,0.007213405318099028,0.0006726532149587957,0.0011268718191888016,-0.006387861068116456,0.006086533498910231,0.0,317,319
911,400.0,512,block1/point_numerator,unclassified,40,80,27368,54.88987838683244,0.0042199190634533,-0.003220040442223944,0.0006726532149587958,0.0011268718191888016,0.0035472658484945047,-0.004346912261412746,0.0,317,319
911,400.0,512,block1/point_numerator,FCC,0,4,3,2.952171292673608,0.5407729395825568,-0.009578495347290347,0.0643572580834785,0.019639603731101407,0.47641568149907826,-0.029218099078391752,0.6875,317,319
911,400.0,512,block1/point_numerator,FCC,12,18,1,16.60190624644125,0.46452047972510835,-0.1763310858739328,0.0643572580834785,0.019639603731101407,0.4001632216416299,-0.19597068960503422,0.0,317,319
911,400.0,512,block1/point_numerator,FCC,18,26,5,21.187224915749674,-0.16197626166727863,0.04058784331141589,0.0643572580834785,0.019639603731101407,-0.22633351975075713,0.020948239580314488,0.0,317,319
911,400.0,512,block1/point_numerator,FCC,26,40,12,32.86458930730483,-0.059421000019702575,-0.024238047169649845,0.06435725808347849,0.019639603731101407,-0.1237782581031811,-0.04387765090075127,0.0,317,319
911,400.0,512,block1/point_numerator,FCC,40,80,24,56.55580180523816,0.09717377599402417,0.049031920387253465,0.0643572580834785,0.019639603731101407,0.032816517910545705,0.02939231665615205,0.0,317,319
911,400.0,512,block1/point_numerator,HCP,40,80,1,64.73756389339013,-0.25951010761911625,-0.39898175606527203,-0.2595101076191162,-0.39898175606527186,-5.551115123125783e-17,-1.6653345369377348e-16,0.0,317,319
911,400.0,512,block2_mlp_input/point_numerator,unclassified,0,4,1250,3.0536188317077833,0.015703704475916177,0.0013499491077424415,-0.0016076242493716017,0.001017240029084765,0.017311328725287765,0.00033270907865767753,0.6765,319,319
911,400.0,512,block2_mlp_input/point_numerator,unclassified,4,8,6027,6.24827258469079,-0.01951540029086496,0.00042968276638267924,-0.0016076242493716017,0.001017240029084765,-0.017907776041493382,-0.0005875572627020852,0.37743695038991204,319,319
911,400.0,512,block2_mlp_input/point_numerator,unclassified,8,12,6627,9.897731416323502,-0.0028794832544044003,0.003995553129285125,-0.0016076242493716013,0.001017240029084765,-0.001271859005032821,0.0029783131002003587,0.12154632563754339,319,319
911,400.0,512,block2_mlp_input/point_numerator,unclassified,12,18,2232,13.33557930838613,0.009886134502032932,0.009601585568686344,-0.0016076242493716015,0.001017240029084765,0.01149375875140451,0.00858434553960158,0.008148521505376344,319,319
911,400.0,512,block2_mlp_input/point_numerator,unclassified,18,26,517,22.98029672940496,-0.00013850575554179485,-0.014242598922431304,-0.0016076242493716015,0.001017240029084765,0.0014691184938297919,-0.015259838951516063,0.0,319,319
911,400.0,512,block2_mlp_input/point_numerator,unclassified,26,40,2361,33.72589246453463,-0.0017434443551972642,0.015877087395966365,-0.0016076242493716015,0.001017240029084765,-0.00013582010582568406,0.014859847366881604,0.0,319,319
911,400.0,512,block2_mlp_input/point_numerator,unclassified,40,80,27709,54.91857814989358,0.0011996532904901926,-0.0011467162450506723,-0.0016076242493716013,0.001017240029084765,0.002807277539861773,-0.0021639562741354364,0.0,319,319
911,400.0,512,block2_mlp_input/point_numerator,FCC,0,4,3,2.952171292673608,-0.35339100096422144,-0.019245845421822432,-0.04098769859333263,0.04702073909519067,-0.3124033023708888,-0.0662665845170131,0.6875,319,319
911,400.0,512,block2_mlp_input/point_numerator,FCC,12,18,1,16.60190624644125,0.7361975263063997,0.31298019660949306,-0.04098769859333263,0.04702073909519067,0.7771852248997323,0.2659594575143024,0.0,319,319
911,400.0,512,block2_mlp_input/point_numerator,FCC,18,26,5,21.187224915749674,-0.2664010922150429,0.02254023007110053,-0.04098769859333263,0.04702073909519067,-0.22541339362171026,-0.024480509024090148,0.0,319,319
911,400.0,512,block2_mlp_input/point_numerator,FCC,26,40,12,32.86458930730483,0.058392467421615406,0.024234516466759642,-0.04098769859333263,0.04702073909519067,0.09938016601494803,-0.022786222628431024,0.0,319,319
911,400.0,512,block2_mlp_input/point_numerator,FCC,40,80,24,56.55580180523816,-0.03704896283741143,0.060715635457622485,-0.04098769859333263,0.04702073909519067,0.0039387357559211855,0.013694896362431838,0.0,319,319
911,400.0,512,block2_mlp_input/point_numerator,HCP,40,80,1,64.73756389339013,-0.3311615870189668,-0.3354980049246189,-0.3311615870189668,-0.3354980049246189,0.0,0.0,0.0,319,319
911,400.0,640,block1/point_numerator,unclassified,0,4,9,2.8861403238870604,0.6263964223349551,0.17775067707571124,-0.03551668805818811,0.02543200411137403,0.6619131103931432,0.1523186729643372,0.6972222222222223,317,320
911,400.0,640,block1/point_numerator,unclassified,4,8,8,6.417123171292031,-0.1505997590535305,0.11101734570719113,-0.03551668805818811,0.02543200411137403,-0.11508307099534242,0.0855853415958171,0.359375,317,320
911,400.0,640,block1/point_numerator,unclassified,8,12,10,10.245383344115222,-0.42950752205776216,0.061129904206072914,-0.035516688058188105,0.02543200411137403,-0.3939908339995741,0.035697900094698885,0.1,317,320
911,400.0,640,block1/point_numerator,unclassified,12,18,6,13.261882431078218,-0.49514338978303246,0.054107990584782543,-0.03551668805818811,0.02543200411137403,-0.4596267017248444,0.02867598647340851,0.014583333333333335,317,320
911,400.0,640,block1/point_numerator,unclassified,18,26,6,22.281806900196425,0.09921872005895754,-0.1821986994028805,-0.03551668805818811,0.02543200411137403,0.13473540811714563,-0.20763070351425453,0.0,317,320
911,400.0,640,block1/point_numerator,unclassified,26,40,13,34.521572603412054,-0.009283497721598285,-0.09756543025963718,-0.0355166880581881,0.02543200411137403,0.026233190336589798,-0.12299743437101124,0.0,317,320
911,400.0,640,block1/point_numerator,unclassified,40,80,78,57.633508856174544,-0.054813519583011325,-0.0036409579940004677,-0.035516688058188105,0.02543200411137403,-0.019296831524823192,-0.029072962105374477,0.0,317,320
911,400.0,640,block1/point_numerator,FCC,0,4,1079,3.0057646909005533,0.19364383492722403,0.01861634953102305,0.003747925940925414,0.004712636702077555,0.18989590898629857,0.013903712828945498,0.6865152919369787,317,320
911,400.0,640,block1/point_numerator,FCC,4,8,5347,6.272203115529077,0.019632004816164113,0.020241001222177084,0.003747925940925414,0.004712636702077555,0.015884078875238683,0.015528364520099532,0.3688142883860108,317,320
911,400.0,640,block1/point_numerator,FCC,8,12,4893,9.902755225882824,-0.022694926185184462,0.017228370700969237,0.0037479259409254136,0.004712636702077554,-0.026442852126109893,0.012515733998891684,0.11403024729204987,317,320
911,400.0,640,block1/point_numerator,FCC,12,18,1631,13.352845718000268,-0.03998808730653656,-0.008291691401827483,0.003747925940925414,0.004712636702077555,-0.043736013247461986,-0.013004328103905033,0.006338136112814226,317,320
911,400.0,640,block1/point_numerator,FCC,18,26,582,22.20408165268765,-0.07677231810484926,-0.027057423465915355,0.003747925940925414,0.004712636702077555,-0.0805202440457747,-0.031770060167992914,0.0,317,320
911,400.0,640,block1/point_numerator,FCC,26,40,2474,33.44500532210496,0.016820957087898557,0.02116494994626861,0.003747925940925414,0.004712636702077555,0.01307303114697313,0.016452313244191063,0.0,317,320
911,400.0,640,block1/point_numerator,FCC,40,80,22726,56.181489381612415,0.0010038213085536815,-0.0024500471194353586,0.0037479259409254136,0.004712636702077555,-0.0027441046323717455,-0.007162683821512914,0.0,317,320
911,400.0,640,block1/point_numerator,HCP,0,4,31,2.9079708790750196,0.06924698806634368,0.029560291643209217,-0.03902666923993327,0.02903314467887863,0.10827365730627693,0.0005271469643305956,0.7008064516129031,317,320
911,400.0,640,block1/point_numerator,HCP,4,8,59,6.130537554658948,-0.09084921129768044,0.018499553963244434,-0.039026669239933275,0.029033144678878638,-0.051822542057747174,-0.010533590715634186,0.39088983050847464,317,320
911,400.0,640,block1/point_numerator,HCP,8,12,15,9.426245350155815,0.15453072942035073,-0.006485579164251872,-0.03902666923993326,0.02903314467887863,0.193557398660284,-0.035518723843130484,0.13583333333333333,317,320
911,400.0,640,block1/point_numerator,HCP,18,26,1,23.384430803504845,0.055824849812588395,-0.49532537921510295,-0.03902666923993327,0.02903314467887863,0.09485151905252166,-0.5243585238939816,0.0,317,320
911,400.0,640,block1/point_numerator,HCP,26,40,17,36.28010641976315,-0.016912018119806825,0.11704868639179596,-0.03902666923993327,0.02903314467887863,0.02211465112012643,0.08801554171291731,0.0,317,320
911,400.0,640,block1/point_numerator,HCP,40,80,87,58.251485007833274,-0.08124638145931756,0.0309413684576087,-0.039026669239933275,0.02903314467887864,-0.04221971221938431,0.0019082237787300727,0.0,317,320
911,400.0,640,block2_mlp_input/point_numerator,unclassified,0,4,9,2.8861403238870604,0.5236423917960311,0.028365310157417747,-0.03715995877264461,-0.0023766896834486184,0.5608023505686757,0.030741999840866365,0.6972222222222223,320,320
911,400.0,640,block2_mlp_input/point_numerator,unclassified,4,8,8,6.417123171292031,-0.20141286819660256,0.15901003032300814,-0.03715995877264461,-0.0023766896834486184,-0.16425290942395798,0.16138672000645676,0.359375,320,320
911,400.0,640,block2_mlp_input/point_numerator,unclassified,8,12,10,10.245383344115222,-0.47800922230195375,0.017110860529281124,-0.03715995877264461,-0.0023766896834486184,-0.4408492635293092,0.019487550212729743,0.1,320,320
911,400.0,640,block2_mlp_input/point_numerator,unclassified,12,18,6,13.261882431078218,-0.4672742960393577,0.023359673930565872,-0.03715995877264461,-0.0023766896834486184,-0.4301143372667131,0.025736363614014473,0.014583333333333335,320,320
911,400.0,640,block2_mlp_input/point_numerator,unclassified,18,26,6,22.281806900196425,0.07761592480886877,-0.20113674598183873,-0.03715995877264461,-0.0023766896834486184,0.11477588358151336,-0.1987600562983901,0.0,320,320
911,400.0,640,block2_mlp_input/point_numerator,unclassified,26,40,13,34.521572603412054,0.019631579572535123,0.046300396050212224,-0.03715995877264461,-0.0023766896834486184,0.056791538345179735,0.04867708573366084,0.0,320,320
911,400.0,640,block2_mlp_input/point_numerator,unclassified,40,80,78,57.633508856174544,-0.026454210605668223,-0.056645232183085634,-0.03715995877264462,-0.0023766896834486184,0.010705748166976387,-0.054268542499637015,0.0,320,320
911,400.0,640,block2_mlp_input/point_numerator,FCC,0,4,1102,3.0070365513497084,0.08700807195353077,0.009796629630049316,0.005106800320016648,0.003959628768799184,0.08190127163351413,0.0058370008612501295,0.6863997277676951,320,320
911,400.0,640,block2_mlp_input/point_numerator,FCC,4,8,5459,6.2723378154392995,0.02653531709994942,0.012068460062265623,0.005106800320016648,0.003959628768799185,0.021428516779932766,0.008108831293466437,0.3687580142883312,320,320
911,400.0,640,block2_mlp_input/point_numerator,FCC,8,12,4971,9.903842896305234,-0.022696680717904757,0.010043182155080314,0.005106800320016648,0.003959628768799184,-0.0278034810379214,0.006083553386281129,0.11396851740092537,320,320
911,400.0,640,block2_mlp_input/point_numerator,FCC,12,18,1648,13.352211952543577,-0.017219867802109195,-0.0221899303913721,0.005106800320016648,0.003959628768799184,-0.02232666812212584,-0.02614955916017129,0.0063865291262135936,320,320
911,400.0,640,block2_mlp_input/point_numerator,FCC,18,26,588,22.201217856264652,-0.03066775411233689,-0.0005924458219006027,0.005106800320016648,0.003959628768799184,-0.03577455443235354,-0.004552074590699792,0.0,320,320
911,400.0,640,block2_mlp_input/point_numerator,FCC,26,40,2558,33.53093824116675,0.02836675524276771,0.011697089199194323,0.005106800320016648,0.003959628768799184,0.02325995492275106,0.0077374604303951326,0.0,320,320
911,400.0,640,block2_mlp_input/point_numerator,FCC,40,80,23244,56.185804154600554,0.0022272939157961676,0.0018025435695607924,0.005106800320016648,0.003959628768799184,-0.002879506404220479,-0.002157085199238392,0.0,320,320
911,400.0,640,block2_mlp_input/point_numerator,HCP,0,4,31,2.9079708790750196,0.16565411455098658,-0.039224456190726856,0.02696598383643492,-0.03189680865866229,0.13868813071455163,-0.007327647532064557,0.7008064516129031,320,320
911,400.0,640,block2_mlp_input/point_numerator,HCP,4,8,59,6.130537554658948,0.11569877169503899,-0.09891923987461165,0.026965983836434924,-0.0318968086586623,0.08873278785860407,-0.06702243121594934,0.39088983050847464,320,320
911,400.0,640,block2_mlp_input/point_numerator,HCP,8,12,15,9.426245350155815,0.1666912553563973,0.037031544406293214,0.026965983836434934,-0.03189680865866229,0.1397252715199624,0.06892835306495551,0.13583333333333333,320,320
911,400.0,640,block2_mlp_input/point_numerator,HCP,18,26,1,23.384430803504845,-0.3168984702801032,-0.34936303930119583,0.026965983836434927,-0.03189680865866229,-0.34386445411653815,-0.31746623064253354,0.0,320,320
911,400.0,640,block2_mlp_input/point_numerator,HCP,26,40,17,36.28010641976315,0.10264151439030895,-0.03061772761691225,0.026965983836434927,-0.03189680865866229,0.075675530553874,0.0012790810417500533,0.0,320,320
911,400.0,640,block2_mlp_input/point_numerator,HCP,40,80,87,58.251485007833274,-0.117552006668249,0.007681088722871954,0.02696598383643494,-0.0318968086586623,-0.14451799050468392,0.03957789738153424,0.0,320,320
911,400.0,800,block1/point_numerator,unclassified,0,4,9,2.9249560719700005,0.6103537455145057,0.19286947711131533,0.11805883362150937,-0.004178278980621508,0.4922949118929964,0.19704775609193684,0.6986111111111111,317,320
911,400.0,800,block1/point_numerator,unclassified,4,8,3,5.2868220701778466,0.6384428076567058,0.16685199073587428,0.11805883362150937,-0.004178278980621508,0.5203839740351963,0.1710302697164958,0.4666666666666666,317,320
911,400.0,800,block1/point_numerator,unclassified,8,12,6,11.06472242112705,-0.1942733481447553,-0.0078067491977338406,0.11805883362150937,-0.004178278980621508,-0.3123321817662647,-0.003628470217112332,0.060416666666666674,317,320
