source,temperature_K,field,lag_ps,pairs,valid_pairs,coverage,mean_angle_deg,median_angle_deg,p95_angle_deg,mean_axis_angle_deg,jump60_fraction,flip90_fraction,p1,p2
911,400.0,block1/axial_bivector,3.0,3188,3178,0.9968632371392723,78.90916596628993,76.3238745126944,147.79476921655225,55.3313993487136,0.6359345500314664,0.38074260541220895,0.16242933086496986,0.041233668200625614
911,400.0,block1/axial_bivector,6.0,3172,3162,0.9968474148802018,79.82292647812909,77.53024741319331,148.26381689176236,56.22558246134219,0.6457938013915243,0.3978494623655914,0.1507656495616483,0.022803401733803148
911,400.0,block1/axial_bivector,12.0,3140,3130,0.9968152866242038,80.98172788801172,78.54935135639879,149.08127804763632,56.61378874986917,0.6712460063897764,0.3987220447284345,0.13429986806939687,0.015494585720271755
911,400.0,block1/axial_bivector,24.0,3076,3066,0.9967490247074122,82.24383753449234,79.93585496948569,148.8435049447656,56.20876710372578,0.6715590345727332,0.4249836921069798,0.11369989166403645,0.021233141333028435
911,400.0,block1/axial_bivector,48.0,2948,2940,0.9972862957937585,84.55276349571739,83.59665092153374,152.16220084893766,56.44711880954466,0.6955782312925171,0.4414965986394558,0.0795885377218324,0.018518093627776296
911,400.0,block1/axial_bivector,96.0,2692,2685,0.9973997028231798,86.79005229147464,86.57579199293446,150.58587668867648,57.2509706216769,0.7251396648044692,0.4685288640595903,0.0455114088838873,0.0023972864059980566
911,400.0,block1/point_numerator,0.75,3200,3186,0.995625,77.79339295113144,75.54062403756572,146.20958171574233,55.720385734283816,0.6286880100439423,0.3706842435655995,0.17883615247622284,0.03492590765721321
911,400.0,block1/point_numerator,1.5,3196,3182,0.9956195244055068,77.85963904014294,74.25467880708322,148.25806430997162,54.68785077675523,0.6219358893777498,0.37554996857322437,0.1775547511333517,0.053607825586120164
911,400.0,block1/point_numerator,3.0,3188,3174,0.9956085319949812,78.6084727248979,75.87293009570206,147.34199949898496,55.57102851935644,0.6414618777567738,0.37870195337114054,0.16700021020827654,0.03841620575436821
911,400.0,block1/point_numerator,6.0,3172,3158,0.9955863808322825,79.51089901066443,76.73511993081148,146.94928558735842,55.75873466782949,0.6500949968334389,0.3910702976567448,0.1534191628477583,0.03267421710048412
911,400.0,block1/point_numerator,12.0,3140,3126,0.9955414012738854,81.71456823246446,79.4835653725628,149.72641149774813,56.06179981313422,0.672424824056302,0.41202815099168266,0.12134928348637765,0.024967140329072463
911,400.0,block1/point_numerator,24.0,3076,3063,0.9957737321196359,83.10118821530035,81.44294140674438,149.43466312464923,57.214100579882725,0.693111328762651,0.4247469800848841,0.10218759826070206,0.001184270829747199
911,400.0,block1/point_numerator,48.0,2948,2935,0.9955902306648575,84.45430049388858,83.13459371232813,149.43808998830843,56.95080377706414,0.6923339011925043,0.4415672913117547,0.0815151701014194,0.006410586543961419
911,400.0,block1/point_numerator,96.0,2692,2680,0.9955423476968797,87.57196042426627,87.57393968882607,152.36271304801247,56.95367810882527,0.7332089552238806,0.4772388059701492,0.03480812989598878,0.007962838278665363
911,400.0,block2_mlp_input/ideal_bivector,0.75,3200,3188,0.99625,77.80708294373092,75.57107357437934,145.9610632102049,55.59716169195705,0.6311166875784191,0.3720200752823087,0.17895665586922418,0.03727846091169712
911,400.0,block2_mlp_input/ideal_bivector,1.5,3196,3184,0.9962453066332916,77.82507683058682,74.51867316830064,147.5912647833256,54.68351987082242,0.625,0.3746859296482412,0.1777460487342927,0.0544140610185005
911,400.0,block2_mlp_input/ideal_bivector,3.0,3188,3176,0.9962358845671268,78.56032147959431,75.5556162962894,147.99350492407206,55.453209741626736,0.6401133501259446,0.37877833753148615,0.16761581126269773,0.041272677499296966
911,400.0,block2_mlp_input/ideal_bivector,6.0,3172,3160,0.9962168978562421,79.48966441665935,76.59779150980191,146.60434755986137,55.70853156311891,0.6503164556962026,0.3895569620253165,0.15384169172312898,0.03344748559278739
911,400.0,block2_mlp_input/ideal_bivector,12.0,3140,3128,0.9961783439490446,81.66665438740472,79.54856358558283,150.3638349586616,55.96256350182854,0.6710358056265985,0.4108056265984655,0.12208705247359909,0.027078852856005402
911,400.0,block2_mlp_input/ideal_bivector,24.0,3076,3065,0.9964239271781534,82.9434158420935,81.28110937882988,149.22896513407113,57.13078546823167,0.6942903752039151,0.4221859706362153,0.10441560816008283,0.00282511649888341
911,400.0,block2_mlp_input/ideal_bivector,48.0,2948,2937,0.996268656716418,84.41175658741446,83.4751231905661,149.6916421246318,57.045429712493146,0.6905005107252298,0.4419475655430712,0.08214185127674524,0.004432552138165208
911,400.0,block2_mlp_input/ideal_bivector,96.0,2692,2682,0.9962852897473997,87.62698007970216,87.40616251708948,151.9502293779672,56.88474522560721,0.7345264727815063,0.4798657718120805,0.03409523746550109,0.009579074258031258
911,400.0,block2_mlp_input/axial_bivector,0.75,3200,3192,0.9975,77.83336900345775,74.91823927153837,147.32366955227587,55.80077323602871,0.6337719298245614,0.37030075187969924,0.178318483977327,0.0314273926803242
911,400.0,block2_mlp_input/axial_bivector,1.5,3196,3188,0.9974968710888611,78.74756511576334,75.79453845064464,145.5627477231863,55.92228313005745,0.6417816813048933,0.37672521957340027,0.16511037577974452,0.027594027989577084
911,400.0,block2_mlp_input/axial_bivector,3.0,3188,3180,0.9974905897114178,78.77992461422046,75.96341092806367,148.17871505917452,55.31955849079539,0.6355345911949686,0.3805031446540881,0.16410855206788466,0.04118209556342811
911,400.0,block2_mlp_input/axial_bivector,6.0,3172,3164,0.9974779319041615,79.76571163669024,77.33161212534267,148.25171299306325,56.27969603004559,0.6460176991150443,0.3947534766118837,0.15153827699816547,0.021507921067224746
911,400.0,block2_mlp_input/axial_bivector,12.0,3140,3132,0.9974522292993631,80.8224867972898,78.4308394322534,148.96323005578193,56.65477020266391,0.6673052362707536,0.39655172413793105,0.13674144192566737,0.014378740999659039
911,400.0,block2_mlp_input/axial_bivector,24.0,3076,3068,0.9973992197659298,82.08573862918874,80.03272324070258,147.92772363648885,56.208652809617995,0.6714471968709257,0.42014341590612775,0.11595780193765595,0.02202955104514326
911,400.0,block2_mlp_input/axial_bivector,48.0,2948,2942,0.9979647218453188,84.54055680066233,83.79768040170316,152.2446809217748,56.465271557413104,0.6978246091094493,0.44459551325628827,0.07945210625692563,0.018193361086717978
911,400.0,block2_mlp_input/axial_bivector,96.0,2692,2687,0.9981426448736999,86.86480421515277,86.61518866159317,150.90790800693966,57.25562015400198,0.7275772236695199,0.4652028284331969,0.04435013153823966,0.002174390631879694
911,400.0,block2_mlp_input/point_numerator,0.75,3200,3184,0.995,73.58657444810873,69.69893680338305,145.5477937768279,53.89646188869016,0.5766331658291457,0.3341708542713568,0.23993101545530726,0.07269989072079196
911,400.0,block2_mlp_input/point_numerator,1.5,3196,3180,0.9949937421777222,74.00813054733534,70.16084606057575,144.73264999309808,54.23887895094342,0.5902515723270441,0.33176100628930816,0.23288401909286188,0.0673991964695104
911,400.0,block2_mlp_input/point_numerator,3.0,3188,3172,0.9949811794228356,74.92457028472266,70.80793460248222,145.50239878718742,54.358950312897626,0.5967843631778058,0.33827238335435056,0.22007513951168825,0.06313688057251733
911,400.0,block2_mlp_input/point_numerator,6.0,3172,3156,0.9949558638083228,77.04883359008475,72.8043677508828,146.5887287742667,54.679765558271086,0.6185044359949303,0.36533586818757924,0.18977152412203976,0.05445449449809003
911,400.0,block2_mlp_input/point_numerator,12.0,3140,3124,0.9949044585987261,78.44886566745019,75.91566406590309,148.92191066986743,55.445553237794385,0.6312419974391805,0.3793213828425096,0.16965912840999214,0.03877070812281715
911,400.0,block2_mlp_input/point_numerator,24.0,3076,3062,0.9954486345903771,80.45975624016626,78.2152728329269,146.43801466961634,56.42202011572121,0.6554539516655781,0.4023514043109079,0.13912322450538828,0.016861508741670708
911,400.0,block2_mlp_input/point_numerator,48.0,2948,2934,0.9952510176390773,82.15212780732445,80.18240532493024,148.41341452504363,56.66091708654281,0.6724608043626449,0.41922290388548056,0.11513910942870392,0.01271309179392442
911,400.0,block2_mlp_input/point_numerator,96.0,2692,2681,0.9959138187221397,86.57937826325076,84.98570353911236,154.52514441941392,56.53391372881628,0.7150317045878404,0.4558000745990302,0.05167980702083289,0.015814638503577227
911,400.0,block2_output/plane_normal,0.75,3200,3174,0.991875,79.19126130063064,77.21210123451944,147.26916581545325,56.20432340404577,0.643037177063642,0.3837429111531191,0.15891526687331578,0.025171862255718852
911,400.0,block2_output/plane_normal,1.5,3196,3170,0.9918648310387985,79.31027184513293,75.69025820797742,149.78180876709496,55.03089807154873,0.6340694006309149,0.3886435331230284,0.15688864981357922,0.046899804661107936
911,400.0,block2_output/plane_normal,3.0,3188,3162,0.9918444165621079,79.47263221798072,77.67340925351047,147.1031408827105,56.00506120833516,0.653067678684377,0.383617963314358,0.15450408503982035,0.029925359562178264
911,400.0,block2_output/plane_normal,6.0,3172,3147,0.9921185372005045,80.10008326026693,76.75850186102245,147.2024240667821,56.11756760797428,0.6606291706387035,0.3940260565618049,0.14589777267779325,0.02442679192922464
911,400.0,block2_output/plane_normal,12.0,3140,3115,0.9920382165605095,82.45664419957899,80.70633104517526,150.2128249663392,56.3057073671008,0.6776886035313001,0.42247191011235957,0.11090178553107637,0.02060726515034039
911,400.0,block2_output/plane_normal,24.0,3076,3053,0.9925227568270482,83.64537697175724,82.18986821113099,150.43714046827978,57.16407998237916,0.705535538814281,0.43367179823124796,0.09413470482132565,0.0020053314543682713
911,400.0,block2_output/plane_normal,48.0,2948,2928,0.9932157394843962,84.98969654959026,83.66680185033047,150.84063801465004,56.9471394491339,0.6936475409836066,0.4484289617486339,0.07411952381058047,0.006172846600172292
911,400.0,block2_output/plane_normal,96.0,2692,2675,0.9936849925705795,87.50189457671921,87.41122734971684,151.65314103492366,57.093558897035635,0.7203738317757009,0.48,0.03648455957412563,0.004404389901433742
911,400.0,block2_output/ideal_bivector,0.75,3200,3188,0.99625,77.60349897179546,75.40529384716088,146.40775313087175,55.50836517831737,0.6282936010037641,0.3707653701380176,0.181870228416474,0.03902207220396793
911,400.0,block2_output/ideal_bivector,1.5,3196,3184,0.9962453066332916,77.69092045339464,74.25912367520806,147.77491500093416,54.663338745736766,0.6228015075376885,0.3756281407035176,0.1795281054770808,0.054898076126575
911,400.0,block2_output/ideal_bivector,3.0,3188,3176,0.9962358845671268,78.49157585517402,75.44911099993409,147.65957221464137,55.40359358226428,0.6397984886649875,0.3778337531486146,0.16851624122008949,0.042347126872801254
911,400.0,block2_output/ideal_bivector,6.0,3172,3160,0.9962168978562421,79.39651340186421,76.38895263814055,146.4858032150603,55.64045486477207,0.6490506329113924,0.389873417721519,0.15505729533697693,0.03498554745981861
911,400.0,block2_output/ideal_bivector,12.0,3140,3128,0.9961783439490446,81.56324777237921,79.20838248902635,150.6952274437687,55.909345920362405,0.6678388746803069,0.41048593350383633,0.12359471908268599,0.028183874822807663
911,400.0,block2_output/ideal_bivector,24.0,3076,3065,0.9964239271781534,82.86458624946859,81.26504227640565,149.384548345689,57.12440015030586,0.6939641109298532,0.42185970636215336,0.10549223508275929,0.0032606928429617975
911,400.0,block2_output/ideal_bivector,48.0,2948,2937,0.996268656716418,84.3672986380345,83.1429915011565,149.54531984982756,57.05317165687287,0.6918624446714334,0.44126659856996936,0.08266212765639741,0.00435501271507754
911,400.0,block2_output/ideal_bivector,96.0,2692,2683,0.9966567607726597,87.59571789776318,87.39768852539696,151.8005422211163,56.853799096263806,0.7331345508758852,0.4781960491986582,0.03455895475344268,0.010093772081167612
911,400.0,block2_output/axial_bivector,0.75,3200,3188,0.99625,78.49067161076336,75.66918592437918,146.70072008825662,55.892938514577956,0.6439774153074027,0.3786072772898369,0.16851982737139226,0.028446035748776344
911,400.0,block2_output/axial_bivector,1.5,3196,3184,0.9962453066332916,79.30377567056867,76.84825927090384,147.06676799684058,55.98814463014935,0.6451005025125628,0.38379396984924624,0.15686755954724813,0.025531160844619274
911,400.0,block2_output/axial_bivector,3.0,3188,3176,0.9962358845671268,79.42617420012928,76.43594272917967,148.14132358553178,55.44451970582101,0.6454659949622166,0.38759445843828716,0.15558385292185617,0.03882616027836129
911,400.0,block2_output/axial_bivector,6.0,3172,3160,0.9962168978562421,80.27151506382069,77.76258406402462,148.35336460696308,56.27189831103917,0.6518987341772152,0.4012658227848101,0.14470681141275094,0.021999354932290032
911,400.0,block2_output/axial_bivector,12.0,3140,3128,0.9961783439490446,81.56937402553729,79.31501662274331,149.73940355468514,56.71164321823698,0.6742327365728901,0.4018542199488491,0.12610895490919222,0.013327319481841654
911,400.0,block2_output/axial_bivector,24.0,3076,3064,0.9960988296488946,82.6349665915573,80.24524097240324,149.53968535470673,56.34673587391032,0.6762402088772846,0.4278720626631854,0.10839520826070226,0.01800284854041037
911,400.0,block2_output/axial_bivector,48.0,2948,2939,0.9969470827679783,84.88828370643898,83.47055639072805,152.57749969330536,56.494670586331225,0.7033004423273223,0.4416468186457979,0.07493881912107345,0.016607309947859222
911,400.0,block2_output/axial_bivector,96.0,2692,2684,0.9970282317979198,86.8483587408491,86.40169410143935,151.16168143407364,57.24420274202771,0.7228017883755589,0.470193740685544,0.04471428638482995,0.001711999452524241
911,400.0,block2_output/point_numerator,0.75,3200,3184,0.995,73.58804722640495,69.69805645814249,145.52628127222266,53.89630832032941,0.5766331658291457,0.3341708542713568,0.2399101537294449,0.07270157143039932
911,400.0,block2_output/point_numerator,1.5,3196,3180,0.9949937421777222,74.00999173165704,70.153993209877,144.73287917418827,54.23935535866608,0.5902515723270441,0.3314465408805031,0.2328568651395991,0.0673897400014583
911,400.0,block2_output/point_numerator,3.0,3188,3172,0.9949811794228356,74.92628421984043,70.83312890213875,145.5007237924763,54.359600827590015,0.5967843631778058,0.3379571248423707,0.22005027607529495,0.06312515737397782
911,400.0,block2_output/point_numerator,6.0,3172,3156,0.9949558638083228,77.05110314007536,72.79235151997356,146.55096486195484,54.67937274903022,0.6185044359949303,0.3656527249683143,0.1897436914784116,0.0544525888934585
911,400.0,block2_output/point_numerator,12.0,3140,3124,0.9949044585987261,78.4507019916013,75.95487749830932,148.89569260835827,55.445006543891395,0.6312419974391805,0.3793213828425096,0.1696360009437745,0.03877449924390811
911,400.0,block2_output/point_numerator,24.0,3076,3062,0.9954486345903771,80.46123312218994,78.2386807083212,146.33398529563257,56.42200664154925,0.6561071195297191,0.40267798824297846,0.13910021043103707,0.016863016140084213
911,400.0,block2_output/point_numerator,48.0,2948,2934,0.9952510176390773,82.15396228256913,80.17116942765085,148.4106955702091,56.661432599772645,0.6717791411042945,0.41922290388548056,0.1151136230350569,0.01270494477709548
911,400.0,block2_output/point_numerator,96.0,2692,2681,0.9959138187221397,86.58109747693653,84.9424932679357,154.4929652417797,56.5333438401516,0.7154046997389034,0.4554270794479672,0.0516550505274141,0.015818695102026895
911,400.0,centroid_7A,0.75,3200,3190,0.996875,67.77084448265445,61.53882695520868,141.60179917916807,51.04106929028414,0.5137931034482759,0.27711598746081506,0.32164280846844795,0.13148554676267069
911,400.0,centroid_7A,1.5,3196,3186,0.9968710888610763,69.62868504050311,63.94049464257519,142.33155661823724,52.359405091113594,0.53954802259887,0.29723791588198367,0.29559408420129,0.10352164852518608
911,400.0,centroid_7A,3.0,3188,3178,0.9968632371392723,69.6545648728503,64.74457935633208,141.6259853959026,52.778781490190276,0.5431088735053493,0.2882315921963499,0.2973275241479956,0.09568592077036056
911,400.0,centroid_7A,6.0,3172,3163,0.9971626733921816,72.11753593364995,68.359825713487,143.76643394185302,53.885330422176224,0.571609231742017,0.31583939298134683,0.2606485715222853,0.07339017684189501
911,400.0,centroid_7A,12.0,3140,3130,0.9968152866242038,75.77373388049409,71.8611329100942,147.01047211680196,54.59751698470273,0.6019169329073483,0.3463258785942492,0.20885276210949633,0.05663645365744897
911,400.0,centroid_7A,24.0,3076,3066,0.9967490247074122,79.1840265170071,76.11805171280352,148.8368705401521,55.32748063036466,0.6363339856490542,0.3887801696020874,0.1580222812617224,0.0403232642358286
911,400.0,centroid_7A,48.0,2948,2938,0.9966078697421981,82.9611092551135,80.84877516739294,148.4686611143044,57.35897841881286,0.6929884275017019,0.41558883594281826,0.1051063980982429,0.00027262937749807206
911,400.0,centroid_7A,96.0,2692,2683,0.9966567607726597,86.93514890460058,86.07959881228548,151.72360362363057,57.449179976646484,0.7260529258292956,0.4662691017517704,0.045033365708989366,-0.0022720238965271674
911,400.0,centroid_support,0.75,3200,3192,0.9975,55.126611074124206,47.23257116410815,125.85498573990897,46.159444149573524,0.3793859649122807,0.17324561403508773,0.4968762294202118,0.23574135823061587
911,400.0,centroid_support,1.5,3196,3188,0.9974968710888611,55.81438120813479,48.23018564438078,127.28562875610784,46.33274055789999,0.3829987452948557,0.17597239648682558,0.4863311465785869,0.2314600226209147
911,400.0,centroid_support,3.0,3188,3180,0.9974905897114178,57.72446804484944,49.678144399298944,130.72837263845602,47.09192043136933,0.3959119496855346,0.19905660377358492,0.4592210561619521,0.2181331481594296
911,400.0,centroid_support,6.0,3172,3164,0.9974779319041615,59.48325485087732,52.99858583386339,132.53948987539124,48.35493716130555,0.4304677623261694,0.19943109987357774,0.4378632412323435,0.18903226316572141
911,400.0,centroid_support,12.0,3140,3132,0.9974522292993631,61.58684400525969,54.16418189206338,135.97897175169425,48.9267224752964,0.45274584929757344,0.21998722860791825,0.4084346351756873,0.17648417071674366
911,400.0,centroid_support,24.0,3076,3068,0.9973992197659298,66.43527141238638,59.99767380208816,139.32962711659334,50.757489077930884,0.5,0.2692307692307692,0.3382494823271957,0.13679669952933807
911,400.0,centroid_support,48.0,2948,2940,0.9972862957937585,75.31756886424402,71.12213567204941,146.72674965170543,53.81858707621318,0.5935374149659864,0.3517006802721088,0.21399697693135736,0.07371926652176498
911,400.0,centroid_support,96.0,2692,2685,0.9973997028231798,81.74645456779389,80.04595398338864,150.25360731373794,56.370727119395966,0.674487895716946,0.4044692737430168,0.12146159321228736,0.020917986501715117
911,400.0,shape_axis_7A,0.75,3200,1097,0.3428125,71.17876269509445,46.69737129064868,164.7346060227403,35.35303597274949,0.4375569735642662,0.34913400182315407,0.256201610429232,0.46568626562228577
911,400.0,shape_axis_7A,1.5,3196,1119,0.350125156445557,69.7897397430401,48.77055811487266,162.3772069472514,37.935409294099415,0.43789097408400357,0.33065236818588023,0.2773039593950714,0.4119288051484785
911,400.0,shape_axis_7A,3.0,3188,1110,0.3481806775407779,70.61223602333716,52.41904841602196,163.59751831726211,39.29862607153865,0.4594594594594595,0.33603603603603605,0.2673410928173449,0.37947718547249404
911,400.0,shape_axis_7A,6.0,3172,1079,0.3401639344262295,72.10402785713248,56.68092386655286,159.46217401138506,40.668570824256854,0.4810009267840593,0.3438368860055607,0.2476437137868081,0.35093568348514353
911,400.0,shape_axis_7A,12.0,3140,1081,0.34426751592356686,73.80778104718287,59.393084947031035,158.80175055319262,42.03626719983772,0.49861239592969475,0.3617021276595745,0.22287427053171624,0.3264341690816624
911,400.0,shape_axis_7A,24.0,3076,1041,0.3384265279583875,80.27151379613775,72.93016323799078,159.5111511112538,46.60022016947735,0.5811719500480308,0.4207492795389049,0.13641315915818053,0.22320869593524464
911,400.0,shape_axis_7A,48.0,2948,992,0.33649932157394846,80.15677936527882,75.40140243902812,156.93661378922835,51.514593546003,0.6149193548387096,0.3961693548387097,0.14259197374130733,0.12328535327166566
911,400.0,shape_axis_7A,96.0,2692,934,0.34695393759286774,82.03966963589495,80.28050591637493,155.31901757936816,54.68873139684249,0.6616702355460385,0.4164882226980728,0.11600334427753149,0.0559899910538264
913,400.0,block1/ideal_bivector,0.75,3200,3180,0.99375,76.28178476487062,72.27677217134806,148.60644339715358,55.049723696132624,0.6157232704402515,0.35188679245283017,0.2026409498474459,0.04623637862440928
913,400.0,block1/ideal_bivector,1.5,3196,3176,0.9937421777221527,76.94864149768377,72.96020324955414,146.32649725503836,55.44907623445951,0.6240554156171285,0.3570528967254408,0.19252537370267017,0.0384811292100105
913,400.0,block1/ideal_bivector,3.0,3188,3168,0.9937264742785445,77.4892127952428,75.11476176563272,147.16731416560543,55.67509166238559,0.6306818181818182,0.36079545454545453,0.1846358840947159,0.03575082541591391
913,400.0,block1/ideal_bivector,6.0,3172,3152,0.9936948297604036,78.74460426947556,75.21296606425497,147.88199090722247,54.66948085809292,0.6310279187817259,0.3842005076142132,0.16348747616886888,0.053957124111887675
913,400.0,block1/ideal_bivector,12.0,3140,3121,0.9939490445859872,80.89978232287869,78.39935778562315,148.9486505610199,56.10946870381786,0.6725408522909324,0.399871835950016,0.13360487028696316,0.024238313253177393
913,400.0,block1/ideal_bivector,24.0,3076,3057,0.9938231469440832,83.14334333665364,81.68124692003121,149.01951924653062,56.74671380606018,0.689892051030422,0.4311416421328099,0.1006050206309324,0.011028561840058052
913,400.0,block1/ideal_bivector,48.0,2948,2931,0.9942333785617368,84.37222698678887,81.87750727401476,151.77363053804663,56.54297124489029,0.6946434663937223,0.43841692255203,0.0837228625147614,0.01437207226294878
913,400.0,block1/ideal_bivector,96.0,2692,2675,0.9936849925705795,86.12837746686661,85.17010233598154,152.85106023413408,56.42348328481768,0.7050467289719626,0.45869158878504673,0.05710903643269322,0.019669727518330474
913,400.0,block1/axial_bivector,0.75,3200,3196,0.99875,79.24033018380244,77.04592609699728,145.33499433043988,56.7487848667641,0.6439299123904881,0.3882978723404255,0.15843758485093912,0.011691635955054496
913,400.0,block1/axial_bivector,1.5,3196,3192,0.9987484355444305,79.96100956552931,77.7182547257645,146.9572177135846,56.47689581187559,0.6578947368421053,0.39129072681704263,0.14731986831990887,0.017544478962873006
913,400.0,block1/axial_bivector,3.0,3188,3184,0.998745294855709,81.64344176027048,80.0790276538348,148.03764648232203,56.96911505939135,0.6689698492462312,0.4082914572864322,0.12375111469042357,0.008306087927761855
913,400.0,block1/axial_bivector,6.0,3172,3168,0.9987389659520807,81.7603163306054,78.93280080565768,149.55359306203664,56.72035024897075,0.6808712121212122,0.4024621212121212,0.12318499571129715,0.012112201847113263
913,400.0,block1/axial_bivector,12.0,3140,3136,0.9987261146496815,83.53026450284574,81.43409972871777,151.27287286162107,56.79257662990318,0.6951530612244898,0.4272959183673469,0.09623742748995805,0.010456647665067405
913,400.0,block1/axial_bivector,24.0,3076,3073,0.9990247074122237,85.72555237437984,84.44652629576126,151.5260349676999,56.93146551316815,0.7123332248616987,0.44744549300357955,0.06293206995832572,0.008149490235067666
913,400.0,block1/axial_bivector,48.0,2948,2945,0.9989823609226595,86.0082764088343,85.05884975096379,151.09959789734202,56.43657427205408,0.7127334465195246,0.46112054329371815,0.05778394762803962,0.017196788743546226
913,400.0,block1/axial_bivector,96.0,2692,2689,0.9988855869242199,90.18095865298926,90.78426427419303,154.7889961627664,57.08070316414359,0.7385645221271848,0.5065079955373745,-0.0006537764134689749,0.0039915304128649125
913,400.0,block1/point_numerator,0.75,3200,3184,0.995,76.09087789616919,72.2086707561364,147.92325106565607,54.993658246577795,0.617462311557789,0.34861809045226133,0.20535787416419346,0.04797863418915417
913,400.0,block1/point_numerator,1.5,3196,3180,0.9949937421777222,76.77897480536787,73.10552383376645,146.23483253037034,55.34589462403723,0.6223270440251573,0.35094339622641507,0.19532025154635949,0.04056135627890554
913,400.0,block1/point_numerator,3.0,3188,3172,0.9949811794228356,77.3185964296922,74.36114358356559,146.64832517165445,55.569291881621915,0.626733921815889,0.3578184110970996,0.1874362959771598,0.03737368533484395
913,400.0,block1/point_numerator,6.0,3172,3156,0.9949558638083228,78.68146388453597,75.03436422798345,148.18875471385795,54.65656405052102,0.6299112801013942,0.3849809885931559,0.16443986624539028,0.05442808637237096
913,400.0,block1/point_numerator,12.0,3140,3125,0.9952229299363057,80.7860837069783,78.18102249334638,149.0996797915153,56.05425269698178,0.66848,0.39488,0.13533614533371752,0.025256449772086565
913,400.0,block1/point_numerator,24.0,3076,3061,0.9951235370611183,82.98604935534838,81.43366042871511,148.687534610567,56.66406123345956,0.6840901666122182,0.42731133616465206,0.10283031844578763,0.012577268843791222
913,400.0,block1/point_numerator,48.0,2948,2934,0.9952510176390773,84.33352584637521,81.73504450823896,151.7280552340021,56.49025505450152,0.6915473755964554,0.4379686434901159,0.08449303927957544,0.015265938169641422
913,400.0,block1/point_numerator,96.0,2692,2678,0.9947994056463596,86.09262294697531,85.22683244026497,152.83617586298877,56.408501986767796,0.7042569081404033,0.45967139656460043,0.057658673973752496,0.019430072709556406
913,400.0,block2_mlp_input/ideal_bivector,0.75,3200,3176,0.9925,76.11060717133428,72.24272415879577,148.5752684533756,55.06997526128655,0.6164987405541562,0.3513853904282116,0.20500650210147892,0.04639757665656672
913,400.0,block2_mlp_input/ideal_bivector,1.5,3196,3172,0.9924906132665833,76.75644678517675,72.87944489766937,146.03243324649767,55.377844604530274,0.6210592686002522,0.35340479192938207,0.1953488401895135,0.03971620715060541
913,400.0,block2_mlp_input/ideal_bivector,3.0,3188,3164,0.9924717691342535,77.3617949475575,74.89847562094893,147.61115025910445,55.64203620836948,0.6276864728192162,0.3580910240202276,0.18653723128583213,0.03637335994433221
913,400.0,block2_mlp_input/ideal_bivector,6.0,3172,3148,0.9924337957124842,78.60239921457435,74.70271951153953,147.41279523303112,54.6777755781581,0.6286531130876747,0.38278271918678525,0.16564889995590856,0.05406561636039937
913,400.0,block2_mlp_input/ideal_bivector,12.0,3140,3117,0.9926751592356687,80.75220926341454,78.18467819074964,149.1768671079612,56.09750629072035,0.6737247353224254,0.3965351299326275,0.13571382024188458,0.02423890889077375
