field,metric,sources,mean,low,high
centroid_support,p95_angle_deg,10,128.0802031885824,123.89317065110099,132.31414234772043
centroid_support,mean_axis_angle_deg,10,45.34741987949247,43.50777201751403,47.27574192340016
centroid_support,jump60_fraction,10,0.3773272039434719,0.3390907731005637,0.4169797047824241
centroid_support,flip90_fraction,10,0.18416551188873145,0.1627928208776599,0.20638796120174555
centroid_support,p1,10,0.4872235244726532,0.4433906346442205,0.5289600334164325
centroid_support,p2,10,0.25302914221792827,0.21137640034713737,0.2926958425930807
centroid_support,cage_mean_angle_deg,10,55.54937776952031,52.42280245231651,58.85716133104663
centroid_support,cage_p1,10,0.4871936860535261,0.4435083633156981,0.5288346223027034
shape_axis_7A,coverage,10,0.35787500000000005,0.3239375,0.39249999999999996
shape_axis_7A,mean_angle_deg,10,72.45472402223336,71.60195792135113,73.3248063388984
shape_axis_7A,median_angle_deg,10,56.8849759063075,55.045526331937786,58.60941395419618
shape_axis_7A,p95_angle_deg,10,160.94774237806598,159.12358118098797,162.78518240431347
shape_axis_7A,mean_axis_angle_deg,10,41.1711158673076,39.84877242253556,42.49345931207965
shape_axis_7A,jump60_fraction,10,0.4889108056389288,0.47777222049029133,0.4998410363659661
shape_axis_7A,flip90_fraction,10,0.35389636386409595,0.3465401889754613,0.36125253875273067
shape_axis_7A,p1,10,0.24173510867229062,0.22985476260966306,0.2536154547349182
shape_axis_7A,p2,10,0.3413410855858183,0.31421596193875495,0.3684662092328817
shape_axis_7A,cage_mean_angle_deg,10,72.45651278756344,71.60132921147775,73.33536525011189
shape_axis_7A,cage_p1,10,0.2416023232598427,0.22969405649426217,0.2535105900254233
