field,metric,sources,mean,low,high
block1/ideal_bivector,coverage,10,0.99475,0.9941875,0.9953749999999999
block1/ideal_bivector,mean_angle_deg,10,78.35241183245363,77.29886657275237,79.39146920182564
block1/ideal_bivector,median_angle_deg,10,75.46164641290304,74.0010799148368,76.86622382755107
block1/ideal_bivector,p95_angle_deg,10,148.57817421986624,147.800193011382,149.28876128787948
block1/ideal_bivector,mean_axis_angle_deg,10,54.59119351542569,54.01675991645344,55.165627114397935
block1/ideal_bivector,jump60_fraction,10,0.6317800595509202,0.6203352205330409,0.6424282658520515
block1/ideal_bivector,flip90_fraction,10,0.38288404219476196,0.37262004447308383,0.39314803991644
block1/ideal_bivector,p1,10,0.16873896314697373,0.15362238633803788,0.18401961726221794
block1/ideal_bivector,p2,10,0.05791395448423518,0.04535654883669387,0.07068983016822891
block1/ideal_bivector,cage_mean_angle_deg,10,78.3493684036708,77.29190449592718,79.39309835367732
block1/ideal_bivector,cage_p1,10,0.16877880105870804,0.15370088461649054,0.18400661717276062
block1/axial_bivector,coverage,10,0.99725,0.9968125000000001,0.9976875
block1/axial_bivector,mean_angle_deg,10,81.49581964326333,80.5482975780277,82.42962057760879
block1/axial_bivector,median_angle_deg,10,79.47136098981949,78.07715695595907,80.82617606987647
block1/axial_bivector,p95_angle_deg,10,148.9767227078949,148.21456409689773,149.73888131889217
block1/axial_bivector,mean_axis_angle_deg,10,56.232771013655324,56.011555690789976,56.46111397381092
block1/axial_bivector,jump60_fraction,10,0.6672399367833777,0.6587640495077736,0.6755826838590491
block1/axial_bivector,flip90_fraction,10,0.41156579311073715,0.40147157135114975,0.42127225162937176
block1/axial_bivector,p1,10,0.12466091187474015,0.11103575824716524,0.13855924743083378
block1/axial_bivector,p2,10,0.02242683806425968,0.017360264824930336,0.0273495551517249
block1/axial_bivector,cage_mean_angle_deg,10,81.48039344133664,80.53735285174514,82.41864998698448
block1/axial_bivector,cage_p1,10,0.12489926974035628,0.11124941136559505,0.13871864892825717
block1/point_numerator,coverage,10,0.9944999999999998,0.9940624999999998,0.9949374999999998
block1/point_numerator,mean_angle_deg,10,78.10834773354716,77.05614385775426,79.15519455323798
block1/point_numerator,median_angle_deg,10,75.2198831984249,73.87230162842533,76.53087852121729
block1/point_numerator,p95_angle_deg,10,148.59248100807005,147.8699712019025,149.29830909746838
block1/point_numerator,mean_axis_angle_deg,10,54.52030448661723,53.928625524174365,55.111983449060084
block1/point_numerator,jump60_fraction,10,0.6293930221225651,0.6181708510687889,0.6397763949860261
block1/point_numerator,flip90_fraction,10,0.3794009771250485,0.3684968165389597,0.3894372235910986
block1/point_numerator,p1,10,0.17219388408433245,0.15644750227597332,0.18815107749086685
block1/point_numerator,p2,10,0.05945889962436958,0.04648609943322497,0.07243169981551417
block1/point_numerator,cage_mean_angle_deg,10,78.1067151138499,77.055499464597,79.15756789443223
block1/point_numerator,cage_p1,10,0.1722164158753647,0.15650527606879527,0.18812302316663376
block2_mlp_input/ideal_bivector,coverage,10,0.9947499999999998,0.9941874999999998,0.9953124999999998
block2_mlp_input/ideal_bivector,mean_angle_deg,10,78.287272478222,77.22910391074886,79.33204736225625
block2_mlp_input/ideal_bivector,median_angle_deg,10,75.49354709253063,74.0762244599143,76.89140896054384
block2_mlp_input/ideal_bivector,p95_angle_deg,10,148.66815911339452,147.92351629935825,149.3994732781184
block2_mlp_input/ideal_bivector,mean_axis_angle_deg,10,54.5638112024143,53.986125662654864,55.12866630603537
block2_mlp_input/ideal_bivector,jump60_fraction,10,0.6309465656009547,0.6201384109627481,0.6411032976241535
block2_mlp_input/ideal_bivector,flip90_fraction,10,0.3823961023762872,0.3717613310152782,0.39303087373729617
block2_mlp_input/ideal_bivector,p1,10,0.1696466685874879,0.15461237021566146,0.1849358281722924
block2_mlp_input/ideal_bivector,p2,10,0.058458155463706106,0.04598163189620719,0.07138067272497947
block2_mlp_input/ideal_bivector,cage_mean_angle_deg,10,78.28440270822207,77.22247940165002,79.3336644791141
block2_mlp_input/ideal_bivector,cage_p1,10,0.16968340107954397,0.15468828162013698,0.184920180574703
block2_mlp_input/axial_bivector,coverage,10,0.9967499999999999,0.9961874999999999,0.9973749999999999
block2_mlp_input/axial_bivector,mean_angle_deg,10,81.42417251617259,80.45141883254693,82.38938776605971
block2_mlp_input/axial_bivector,median_angle_deg,10,79.42724941819186,78.05580527824355,80.77480767573296
block2_mlp_input/axial_bivector,p95_angle_deg,10,148.81093690347998,148.0839293258458,149.50860179332
block2_mlp_input/axial_bivector,mean_axis_angle_deg,10,56.20968610112594,55.98982241253839,56.43168630049515
block2_mlp_input/axial_bivector,jump60_fraction,10,0.6666101127558653,0.657311110029985,0.6758107277357567
block2_mlp_input/axial_bivector,flip90_fraction,10,0.41052784612537174,0.39996710182374384,0.42108761871447287
block2_mlp_input/axial_bivector,p1,10,0.12577756916380495,0.11174131293058445,0.14003689418356488
block2_mlp_input/axial_bivector,p2,10,0.022894612753672338,0.017885324641501357,0.027537315782509786
block2_mlp_input/axial_bivector,cage_mean_angle_deg,10,81.40880262580326,80.43551402612434,82.37440901563467
block2_mlp_input/axial_bivector,cage_p1,10,0.12601530374265937,0.11200878294012262,0.1402478401735125
block2_mlp_input/point_numerator,coverage,10,0.99615625,0.99546875,0.9967812500000001
block2_mlp_input/point_numerator,mean_angle_deg,10,77.81840114781177,76.7476103768774,78.85155224887384
block2_mlp_input/point_numerator,median_angle_deg,10,74.44443361401186,73.09587401450047,75.68889565366386
block2_mlp_input/point_numerator,p95_angle_deg,10,147.4736195965003,146.80239915029935,148.11500030688705
block2_mlp_input/point_numerator,mean_axis_angle_deg,10,54.780957983934435,54.27077550916059,55.28806995935306
block2_mlp_input/point_numerator,jump60_fraction,10,0.6255166089074687,0.612805731007579,0.6379791119268752
block2_mlp_input/point_numerator,flip90_fraction,10,0.37684349170076104,0.36872948688958895,0.38495374480207034
block2_mlp_input/point_numerator,p1,10,0.1774047917720733,0.1630584671613084,0.1924172589551625
block2_mlp_input/point_numerator,p2,10,0.053417583581399905,0.04228353394554008,0.06455439300461832
block2_mlp_input/point_numerator,cage_mean_angle_deg,10,77.8082576181542,76.73783773139164,78.84036676515363
block2_mlp_input/point_numerator,cage_p1,10,0.17756844729420085,0.1632234228946344,0.1925677222938041
block2_output/plane_normal,coverage,10,0.9952812499999999,0.99434375,0.9962187499999999
block2_output/plane_normal,mean_angle_deg,10,79.29467913922332,78.22227943034879,80.318033721967
block2_output/plane_normal,median_angle_deg,10,76.52687726481011,75.2432659626101,77.79725089184555
block2_output/plane_normal,p95_angle_deg,10,148.72121818230085,147.97238533488894,149.46236647212993
block2_output/plane_normal,mean_axis_angle_deg,10,54.92627407345243,54.3637097595305,55.46941398476357
block2_output/plane_normal,jump60_fraction,10,0.6420673649144419,0.6308769775061192,0.652621336171084
block2_output/plane_normal,flip90_fraction,10,0.39063594467023194,0.38032978440952275,0.4008878179932844
block2_output/plane_normal,p1,10,0.15531667849174147,0.14140974099524403,0.17030715055685217
block2_output/plane_normal,p2,10,0.05030571753534964,0.038269148337205995,0.062414477257349076
block2_output/plane_normal,cage_mean_angle_deg,10,79.29190873797069,78.22188012852594,80.31896147877524
block2_output/plane_normal,cage_p1,10,0.15536842967337622,0.14145784948645834,0.17035784017939534
block2_output/ideal_bivector,coverage,10,0.9949374999999998,0.9944999999999998,0.9953749999999999
block2_output/ideal_bivector,mean_angle_deg,10,78.22222139434231,77.14716303244646,79.25947786397982
block2_output/ideal_bivector,median_angle_deg,10,75.37006744236177,73.90437874581558,76.7809408399282
block2_output/ideal_bivector,p95_angle_deg,10,148.66751039403758,147.99373005213545,149.29978076633063
block2_output/ideal_bivector,mean_axis_angle_deg,10,54.54121321585628,53.96040577630016,55.10454736361726
block2_output/ideal_bivector,jump60_fraction,10,0.6298929162403596,0.6191067711408971,0.639882978621956
block2_output/ideal_bivector,flip90_fraction,10,0.3816774941073192,0.3709152840512166,0.39243970416342194
block2_output/ideal_bivector,p1,10,0.1705480786083122,0.15565227742170318,0.18587088388257533
block2_output/ideal_bivector,p2,10,0.05888868342174384,0.04636018204798288,0.07200977300659807
block2_output/ideal_bivector,cage_mean_angle_deg,10,78.21946552667836,77.1405605179132,79.2611993010066
block2_output/ideal_bivector,cage_p1,10,0.1705843396435916,0.15572265653429057,0.1858546126265381
block2_output/axial_bivector,coverage,10,0.99725,0.9964999999999999,0.9979374999999999
block2_output/axial_bivector,mean_angle_deg,10,81.91885106509922,80.9798933029307,82.81247744492437
block2_output/axial_bivector,median_angle_deg,10,79.95926790269775,78.559545596723,81.28172083666033
block2_output/axial_bivector,p95_angle_deg,10,149.2209532857202,148.68526119170448,149.74307071994176
block2_output/axial_bivector,mean_axis_angle_deg,10,56.32054450453869,56.077705006043765,56.55717324500903
block2_output/axial_bivector,jump60_fraction,10,0.6724705924948701,0.6647141069687293,0.6800950216811465
block2_output/axial_bivector,flip90_fraction,10,0.41504043542111874,0.40437650908594913,0.42569806415496164
block2_output/axial_bivector,p1,10,0.11844452953394317,0.10524197454468112,0.13239018848760042
block2_output/axial_bivector,p2,10,0.020373603736900232,0.015356477858593938,0.025469424372448524
block2_output/axial_bivector,cage_mean_angle_deg,10,81.9025498068105,80.9638112456505,82.7917472025063
block2_output/axial_bivector,cage_p1,10,0.11869468287018528,0.10553257204242247,0.13267474666442197
block2_output/point_numerator,coverage,10,0.99615625,0.99546875,0.9967812500000001
block2_output/point_numerator,mean_angle_deg,10,77.81995334411627,76.74907979860937,78.85323313146415
block2_output/point_numerator,median_angle_deg,10,74.44783244899318,73.09517003014102,75.69418133730186
block2_output/point_numerator,p95_angle_deg,10,147.48752246755575,146.82983192948168,148.11588257955708
block2_output/point_numerator,mean_axis_angle_deg,10,54.78124615289876,54.271212683424736,55.288290214712866
block2_output/point_numerator,jump60_fraction,10,0.6256733099044185,0.6131191330014787,0.6379806822786339
block2_output/point_numerator,flip90_fraction,10,0.37690644343533636,0.36875955942057936,0.38504800538847184
block2_output/point_numerator,p1,10,0.17738279523447043,0.16303443741104706,0.19239668288675155
block2_output/point_numerator,p2,10,0.05340902014950503,0.042275863527921495,0.06454497600050113
block2_output/point_numerator,cage_mean_angle_deg,10,77.80981150185741,76.73931379882603,78.84205176583316
block2_output/point_numerator,cage_p1,10,0.1775464322582158,0.1631993559013985,0.19254711160610638
centroid_7A,coverage,10,0.9958750000000001,0.995125,0.9966250000000001
centroid_7A,mean_angle_deg,10,71.79741968847905,70.72891520771793,72.86592416924017
centroid_7A,median_angle_deg,10,66.600430722656,65.23316367750127,67.96769776781073
centroid_7A,p95_angle_deg,10,144.0155292012446,142.81316144075777,145.2124559069923
centroid_7A,mean_axis_angle_deg,10,52.82339904593577,52.47147906589741,53.18512778800131
centroid_7A,jump60_fraction,10,0.5607315100844051,0.5477001702481094,0.5737628499207008
centroid_7A,flip90_fraction,10,0.3151124955587896,0.3053319144822468,0.3248856362383686
centroid_7A,p1,10,0.26422791180588606,0.24907975263914653,0.27937607097262573
centroid_7A,p2,10,0.09501534357525221,0.08738742160497584,0.1025389434922742
centroid_7A,cage_mean_angle_deg,10,71.79767422247872,70.73034006056255,72.86500838439486
centroid_7A,cage_p1,10,0.2641818045474441,0.24900255821573952,0.2793610508791488
centroid_support,coverage,10,0.996875,0.9962500000000001,0.9974999999999999
centroid_support,mean_angle_deg,10,55.547330548958755,52.41272136341455,58.869341798388575
centroid_support,median_angle_deg,10,47.42195021670533,43.894766514890165,51.167834365838914
