source,temperature_K,field,pairs,valid_pairs,coverage,mean_angle_deg,median_angle_deg,p95_angle_deg,mean_axis_angle_deg,jump60_fraction,flip90_fraction,p1,p2,cage_mean_angle_deg,cage_p1,cage_fit_rms_A
971,500.0,centroid_7A,3200,3188,0.99625,75.06951164239231,71.04467838011428,144.67686698088363,54.67739543533954,0.6053952321204517,0.3372020075282309,0.21855445489108313,0.05546706409976218,75.05556267230764,0.21867056582048996,0.6416328549385071
971,500.0,centroid_support,3200,3196,0.99875,49.1769603512182,39.56553418392382,119.83176571284054,42.16430079184514,0.29943679599499373,0.13266583229036297,0.5751252752551429,0.32208409291164264,49.21197858744418,0.5746741328961592,0.6416328549385071
971,500.0,shape_axis_7A,3200,1204,0.37625,74.24296200444546,62.577937763648706,161.71356990887958,43.9591690730783,0.5191029900332226,0.36046511627906974,0.22067292080388934,0.28374731082994137,74.25146166669538,0.22094812682804257,0.6416328549385071
1000,510.0,block1/ideal_bivector,3200,3188,0.99625,74.3023413204354,69.49940934817792,148.17085371728595,53.5030393287924,0.5903387703889585,0.3368883312421581,0.22933923797185374,0.08223428422073674,74.29025161415419,0.2293994918486469,0.7433537244796753
1000,510.0,block1/axial_bivector,3200,3194,0.998125,78.68305780857523,75.15943275424658,147.95004022909185,55.30529833459584,0.6333750782717595,0.3797745773324984,0.16682003374897836,0.04134316286824567,78.68809342266543,0.16668133992715928,0.7433537244796753
1000,510.0,block1/point_numerator,3200,3186,0.995625,74.04515691875866,69.52271903015763,148.5412989608064,53.366013308751356,0.5869428750784683,0.33364720652856245,0.2329539112739801,0.08495641895763846,74.03302976570833,0.23300736666649896,0.7433537244796753
1000,510.0,block2_mlp_input/ideal_bivector,3200,3186,0.995625,74.20373244001195,69.71726566306904,147.87808419914765,53.46457195799815,0.5900816070307596,0.33584431889516636,0.2306901417224377,0.08302461122971928,74.19183019373352,0.23075085848848495,0.7433537244796753
1000,510.0,block2_mlp_input/axial_bivector,3200,3192,0.9975,78.44038175391691,75.1630563132447,147.97735097453125,55.239245782016255,0.6290726817042607,0.3793859649122807,0.1699769496784127,0.04297401836945853,78.44488617405541,0.16982824184396783,0.7433537244796753
1000,510.0,block2_mlp_input/point_numerator,3200,3196,0.99875,73.92074213139824,69.2139342960245,145.18517924852256,53.49686347724081,0.5785356695869838,0.3376095118898623,0.23414113497462605,0.080729836734227,73.91451991504765,0.23417048744668076,0.7433537244796753
1000,510.0,block2_output/plane_normal,3200,3194,0.998125,75.48705595995239,71.3705239774028,147.45657761990262,53.890100283999196,0.6039448966812774,0.34502191609267374,0.2120929062403711,0.0722089611649976,75.48191161205824,0.21214706713584391,0.7433537244796753
1000,510.0,block2_output/ideal_bivector,3200,3188,0.99625,74.13192832080318,69.45412684725434,147.85194823328393,53.42543109050675,0.5900250941028858,0.3331242158092848,0.2316668960556721,0.0837545395592416,74.11930008795389,0.23173440561647357,0.7433537244796753
1000,510.0,block2_output/axial_bivector,3200,3194,0.998125,79.29440608770626,75.78764266781695,148.71817973031358,55.42822038169843,0.6430807764558547,0.3822792736380714,0.15849215073906803,0.038325781530338165,79.30195333867609,0.15834321716274832,0.7433537244796753
1000,510.0,block2_output/point_numerator,3200,3196,0.99875,73.92187953268379,69.19360108599597,145.2026848654282,53.496957859853424,0.5791614518147684,0.33729662077596995,0.23412335869822892,0.08072278236258403,73.91564333041234,0.23415306618500073,0.7433537244796753
1000,510.0,centroid_7A,3200,3188,0.99625,70.25364452772774,65.95720436468102,141.3761910326801,52.808521884555894,0.5514429109159348,0.2986198243412798,0.28546521209373893,0.09539166922220735,70.23986873644311,0.2855324649205279,0.7433537244796753
1000,510.0,centroid_support,3200,3192,0.9975,61.116559266042756,53.7551060050357,134.04414702096673,48.63622180469998,0.44548872180451127,0.22337092731829575,0.41209446451993126,0.18188544754481709,61.14361691745155,0.4118784930221406,0.7433537244796753
1000,510.0,shape_axis_7A,3200,1614,0.504375,76.5238419005737,60.51606509078525,167.74359946890578,38.42577176611023,0.5037174721189591,0.38599752168525403,0.1869597938223597,0.39422122550182476,76.57473896566133,0.1862545504810094,0.7433537244796753
1001,510.0,block1/ideal_bivector,3200,3182,0.994375,80.81495240030686,78.55650475247614,150.36582760631518,55.315458107105954,0.6514770584538027,0.399120050282841,0.1353047130968614,0.04224494896592954,80.83178787982654,0.13508569762549866,0.6685945391654968
1001,510.0,block1/axial_bivector,3200,3192,0.9975,85.72338390722817,84.55246043312357,152.4353434189637,56.17845823133866,0.7014411027568922,0.4533208020050125,0.06285334124878737,0.023823075115917393,85.73318792792638,0.06270104055624884,0.6685945391654968
