source,temperature_K,field,channel,pairs,valid_pairs,coverage,mean_angle_deg,median_angle_deg,p95_angle_deg,mean_axis_angle_deg,jump60_fraction,flip90_fraction,p1,p2
911,400.0,block1/ideal_bivector,7,3200,3188,0.99625,77.99776155971078,75.54389250563119,145.96675420856118,55.69820410015195,0.6323713927227101,0.3751568381430364,0.17614304887999294,0.03563417731767065
911,400.0,block1/axial_bivector,0,3200,3174,0.991875,73.12329350589884,68.79958010223262,142.49218910623156,54.672595054083246,0.5844360428481411,0.3134845620667927,0.24892619659709303,0.05410401562148681
911,400.0,block1/axial_bivector,1,3200,3188,0.99625,80.89565874613898,79.0838187774612,148.8776266305312,55.799926018606754,0.6606022584692597,0.4077791718946048,0.13287951983342985,0.0308256758867853
911,400.0,block1/axial_bivector,2,3200,3190,0.996875,73.64196187454849,69.72155773988035,143.54040796536972,54.7459047905087,0.5981191222570533,0.31442006269592476,0.2412954829319493,0.05333832297131289
911,400.0,block1/axial_bivector,3,3200,3194,0.998125,80.72180405614009,78.93523804433605,149.06671647355043,55.905107219954274,0.6587351283656857,0.4057608015028178,0.135553146353354,0.029373958874739238
911,400.0,block1/axial_bivector,4,3200,3186,0.995625,75.34275374682197,71.02523062812023,145.57541335252623,55.084786421919375,0.6095417451349655,0.3386691776522285,0.2163704174925281,0.0467120277807453
911,400.0,block1/axial_bivector,5,3200,3170,0.990625,75.38572805554102,72.92067353266357,142.99078723955012,56.07902776390969,0.6195583596214511,0.3403785488958991,0.2148484348307286,0.027837524226341448
911,400.0,block1/axial_bivector,6,3200,3190,0.996875,77.95345703532723,75.03673350273337,147.37336370414394,55.800467062101006,0.635423197492163,0.3749216300940439,0.17640039846521094,0.031228384230866362
911,400.0,block1/axial_bivector,7,3200,3180,0.99375,74.05127455286087,69.74235806355208,143.38908332030618,54.95735126358604,0.5965408805031447,0.32264150943396225,0.2352140586894411,0.04915441691775405
911,400.0,block1/point_numerator,0,3200,3194,0.998125,76.20750183113829,73.2281029948086,144.3676055794344,55.53202474289572,0.6227301189730745,0.3506574827802129,0.2017113019372233,0.036447288814580744
911,400.0,block1/point_numerator,1,3200,3176,0.9925,78.7016082883996,76.08327620329187,148.2050307801807,55.743000436547845,0.6420025188916877,0.3797229219143577,0.16598253321545223,0.034653799293182255
911,400.0,block1/point_numerator,2,3200,3188,0.99625,79.63656940434393,77.26513246959755,147.6162426968968,55.77893158780953,0.6442910915934755,0.3933500627352572,0.15099377191426633,0.032567317144738615
911,400.0,block1/point_numerator,3,3200,3186,0.995625,77.79339295113144,75.54062403756572,146.20958171574233,55.720385734283816,0.6286880100439423,0.3706842435655995,0.17883615247622284,0.03492590765721321
911,400.0,block1/point_numerator,4,3200,3182,0.994375,77.72961707620561,75.33898053753228,146.6229580839858,55.73016731069963,0.6285355122564424,0.3702074167190446,0.1798871152643347,0.034952668368227045
911,400.0,block1/point_numerator,5,3200,3192,0.9975,70.82083442773298,66.09489028142178,139.40610052494281,54.545318745939866,0.5626566416040101,0.287593984962406,0.2836228314512354,0.055801814662856976
911,400.0,block1/point_numerator,6,3200,3184,0.995,78.99251249721112,76.52264059751724,148.5650293591557,55.62251181092868,0.6422738693467337,0.38222361809045224,0.16194778486926711,0.03563562065801599
911,400.0,block1/point_numerator,7,3200,3184,0.995,72.78501710165492,68.45362947945927,141.4792347044118,54.48357757752922,0.5847989949748744,0.3062185929648241,0.25433757585528755,0.05749875219461521
911,400.0,block2_mlp_input/plane_normal,0,3200,0,0.0,,,,,,,,
911,400.0,block2_mlp_input/plane_normal,1,3200,0,0.0,,,,,,,,
911,400.0,block2_mlp_input/plane_normal,2,3200,0,0.0,,,,,,,,
911,400.0,block2_mlp_input/plane_normal,3,3200,0,0.0,,,,,,,,
911,400.0,block2_mlp_input/plane_normal,4,3200,0,0.0,,,,,,,,
911,400.0,block2_mlp_input/plane_normal,5,3200,0,0.0,,,,,,,,
911,400.0,block2_mlp_input/plane_normal,6,3200,0,0.0,,,,,,,,
911,400.0,block2_mlp_input/plane_normal,7,3200,0,0.0,,,,,,,,
911,400.0,block2_mlp_input/ideal_bivector,0,3200,3174,0.991875,79.65920529443244,77.98436545160358,146.87837430905606,56.551544273887025,0.6553245116572148,0.3868935097668557,0.1520536630927328,0.016586997984769623
911,400.0,block2_mlp_input/ideal_bivector,1,3200,3180,0.99375,78.47940225634146,75.68323031890372,147.7913082125546,55.80060892188828,0.6405660377358491,0.3776729559748428,0.16921734523251014,0.03366191690704158
911,400.0,block2_mlp_input/ideal_bivector,2,3200,3174,0.991875,79.09121584349835,76.93072407972136,146.2071397038723,56.259979987142884,0.6461877756773787,0.3868935097668557,0.1604014178318521,0.023750865255036988
911,400.0,block2_mlp_input/ideal_bivector,3,3200,3186,0.995625,80.08837113968731,77.47836429868622,148.69587315516708,55.46728922650106,0.647834274952919,0.3973634651600753,0.14501493849204752,0.039393154586892826
911,400.0,block2_mlp_input/ideal_bivector,4,3200,3182,0.994375,76.54884363717063,73.25501335101177,146.05666652943404,55.00842758348767,0.6106222501571339,0.3642363293526084,0.19692819888514732,0.0504623564386063
911,400.0,block2_mlp_input/ideal_bivector,5,3200,3182,0.994375,78.701498482023,76.36781527381103,147.41399823487444,55.88759559832929,0.6404776869893148,0.3818353236957888,0.16639472152543297,0.03127615724029098
911,400.0,block2_mlp_input/ideal_bivector,6,3200,3169,0.9903125,71.5381924781121,66.68738253426389,143.1094410074084,53.531979636090256,0.5629536131271694,0.30829914799621333,0.2697499387385934,0.08014931479235832
911,400.0,block2_mlp_input/ideal_bivector,7,3200,3188,0.99625,77.80708294373092,75.57107357437934,145.9610632102049,55.59716169195705,0.6311166875784191,0.3720200752823087,0.17895665586922418,0.03727846091169712
911,400.0,block2_mlp_input/axial_bivector,0,3200,3178,0.993125,73.48979179522885,68.93543450711017,142.5791162671672,54.87838744222831,0.5906230333543109,0.31277533039647576,0.24443013140636158,0.05022756519062733
911,400.0,block2_mlp_input/axial_bivector,1,3200,3194,0.998125,81.09342560468893,78.93292602007666,149.5985766919719,55.89630120833289,0.6618659987476518,0.40482154038822793,0.13015649797508186,0.029138142204703184
911,400.0,block2_mlp_input/axial_bivector,2,3200,3192,0.9975,74.20361790251467,70.15702260389027,144.11594547483006,54.98253143223984,0.6024436090225563,0.32048872180451127,0.23363999387565046,0.04918428195726108
911,400.0,block2_mlp_input/axial_bivector,3,3200,3196,0.99875,81.013909263156,79.00115955217768,149.6073723242951,55.91318960763793,0.6658322903629537,0.4073842302878598,0.13133651509833796,0.02903171299312207
911,400.0,block2_mlp_input/axial_bivector,4,3200,3168,0.99,74.58190892913677,70.87886763504392,145.62212463673382,54.98849180366701,0.6057449494949495,0.3314393939393939,0.22785769262958347,0.04996746983043456
911,400.0,block2_mlp_input/axial_bivector,5,3200,3175,0.9921875,75.58942673863503,73.37113806311184,143.585680450571,56.064840823971544,0.6188976377952756,0.34488188976377954,0.21155639741343973,0.028190502684021772
911,400.0,block2_mlp_input/axial_bivector,6,3200,3192,0.9975,77.83336900345775,74.91823927153837,147.32366955227587,55.80077323602871,0.6337719298245614,0.37030075187969924,0.178318483977327,0.0314273926803242
911,400.0,block2_mlp_input/axial_bivector,7,3200,3180,0.99375,73.93080764306512,69.60320949527559,144.08979672497108,54.79239049259377,0.589937106918239,0.3223270440251572,0.2369470814389543,0.05290978179333334
911,400.0,block2_mlp_input/point_numerator,0,3200,3184,0.995,66.91655678572819,60.1613406372721,138.16321260796178,51.51152495397241,0.5025125628140703,0.2710427135678392,0.3339110360276376,0.12079644985116689
911,400.0,block2_mlp_input/point_numerator,1,3200,3174,0.991875,74.48111768562195,70.38985106864376,144.72659914780968,54.757791083414475,0.5964083175803403,0.33490863264020165,0.22820936344393233,0.052471975319345054
911,400.0,block2_mlp_input/point_numerator,2,3200,3182,0.994375,73.45464404996501,69.28124775812807,143.63353185989158,53.75557793410433,0.5769956002514142,0.3390949088623507,0.24001150348926717,0.07506644373705075
911,400.0,block2_mlp_input/point_numerator,3,3200,3184,0.995,73.58657444810873,69.69893680338305,145.5477937768279,53.89646188869016,0.5766331658291457,0.3341708542713568,0.23993101545530726,0.07269989072079196
911,400.0,block2_mlp_input/point_numerator,4,3200,3182,0.994375,72.84987524712189,68.52636587348776,144.55565605812993,53.997071075689625,0.5785669390320554,0.3155248271527341,0.2517658500621219,0.07006186935867167
911,400.0,block2_mlp_input/point_numerator,5,3200,3184,0.995,64.84446829471489,59.03333668895527,137.5782642282908,50.67316940208064,0.48932160804020103,0.2490577889447236,0.36278081456286965,0.14077161185215392
911,400.0,block2_mlp_input/point_numerator,6,3200,3176,0.9925,71.89511137374151,67.20110491785668,142.6388040019479,54.21014331989499,0.5743073047858942,0.30919395465994964,0.2659731978297451,0.06274572064473592
911,400.0,block2_mlp_input/point_numerator,7,3200,3196,0.99875,63.69852679599281,57.72020606202459,133.67430783065234,50.957105619700265,0.47966207759699625,0.22590738423028786,0.3832652484742077,0.13118982340272153
911,400.0,block2_output/plane_normal,0,3200,3178,0.993125,79.02984337754573,75.65442409563467,147.17700243102271,55.78945095634582,0.645689112649465,0.37948395217117686,0.16048145339435504,0.030195098022702704
911,400.0,block2_output/plane_normal,1,3200,3188,0.99625,75.43979496346674,72.17772996070956,144.88182375630342,55.10912974039613,0.6107277289836889,0.34441656210790467,0.21310889269395653,0.046524872219767775
911,400.0,block2_output/plane_normal,2,3200,3198,0.999375,76.73618062096415,74.43367666946864,144.7790073132146,55.77805509888961,0.6291432145090682,0.3533458411507192,0.19359275708636234,0.03254284426421938
911,400.0,block2_output/plane_normal,3,3200,3174,0.991875,79.39562032212288,77.45518947470232,147.51292142927804,56.23904289850896,0.6483931947069943,0.38500315059861373,0.15579696601239856,0.023698509881072177
911,400.0,block2_output/plane_normal,4,3200,3186,0.995625,77.4558239626192,75.0958285007257,145.99865345464113,55.575051469361526,0.6296296296296297,0.37037037037037035,0.18322138742417016,0.03728458610250852
911,400.0,block2_output/plane_normal,5,3200,3188,0.99625,76.16320153872962,73.44669419678723,144.43987510039082,55.3957885003315,0.6217063989962359,0.3516311166875784,0.2017647286078989,0.04095852816101142
911,400.0,block2_output/plane_normal,6,3200,3174,0.991875,79.19126130063064,77.21210123451944,147.26916581545325,56.20432340404577,0.643037177063642,0.3837429111531191,0.15891526687331578,0.025171862255718852
911,400.0,block2_output/plane_normal,7,3200,3180,0.99375,78.19501165079694,76.08413013244194,145.8855396715083,55.89848178291853,0.6358490566037736,0.3742138364779874,0.17236332962783915,0.03047589416146043
911,400.0,block2_output/ideal_bivector,0,3200,3172,0.99125,79.53466981789708,77.48881370120247,146.93605452109549,56.487880386548284,0.6525851197982345,0.3865069356872636,0.1538874891186344,0.018285473957147306
911,400.0,block2_output/ideal_bivector,1,3200,3178,0.993125,78.41574788259403,76.06187499549696,148.0890463174823,55.77801904590852,0.6412838263058528,0.37853996224040276,0.17001231036396094,0.034124458781529754
911,400.0,block2_output/ideal_bivector,2,3200,3172,0.99125,79.05493738184461,76.88070863001991,146.62831638604266,56.23772227544751,0.6456494325346784,0.387452711223203,0.16096656394245354,0.02425631945867161
911,400.0,block2_output/ideal_bivector,3,3200,3186,0.995625,80.15686201247661,77.67381778422728,148.53067270177996,55.4787119717123,0.6481481481481481,0.3979912115505336,0.14395261555087252,0.039356742035392016
911,400.0,block2_output/ideal_bivector,4,3200,3184,0.995,76.54470719685418,73.43184544589352,145.76947060785722,55.00242304155451,0.6086683417085427,0.3655778894472362,0.19693869117394566,0.05055273654705383
911,400.0,block2_output/ideal_bivector,5,3200,3180,0.99375,78.57596846030837,76.21719688553036,147.42222536936453,55.801542161637975,0.6367924528301887,0.3805031446540881,0.16819023161203195,0.032898504535037315
911,400.0,block2_output/ideal_bivector,6,3200,3181,0.9940625,72.06993720184713,67.7081858893936,142.36344624749145,53.63854386874327,0.561458660798491,0.3190820496699151,0.2615470825684946,0.07722931748296089
911,400.0,block2_output/ideal_bivector,7,3200,3188,0.99625,77.60349897179546,75.40529384716088,146.40775313087175,55.50836517831737,0.6282936010037641,0.3707653701380176,0.181870228416474,0.03902207220396793
911,400.0,block2_output/axial_bivector,0,3200,3188,0.99625,73.48627650614027,69.63879225979863,143.0541382735548,54.92593533871049,0.599435382685069,0.312107904642409,0.24389586742846606,0.05003888125560521
911,400.0,block2_output/axial_bivector,1,3200,3192,0.9975,81.17598516695632,78.93136274660924,149.84816916105922,55.96751603259146,0.6610275689223057,0.40883458646616544,0.1290448302257198,0.027950583297827125
911,400.0,block2_output/axial_bivector,2,3200,3192,0.9975,73.28872750219814,69.46399305445127,143.5864185682937,54.61688863618622,0.5914786967418546,0.30952380952380953,0.24634676278698645,0.05637071745341914
911,400.0,block2_output/axial_bivector,3,3200,3198,0.999375,80.82806662723722,78.97104959139885,149.65309475610806,55.929265221734106,0.6597873671044403,0.40619136960600377,0.13403450984235882,0.028751304585836433
911,400.0,block2_output/axial_bivector,4,3200,3176,0.9925,74.3852785889356,70.31098726799237,145.536383396502,54.81065815688414,0.6007556675062973,0.3290302267002519,0.23059481074588994,0.05385907004919635
911,400.0,block2_output/axial_bivector,5,3200,3176,0.9925,76.14684732462213,73.62243447722572,145.48611556455162,55.913318841108406,0.6265743073047859,0.35232997481108314,0.20320965068891203,0.030588052935083234
911,400.0,block2_output/axial_bivector,6,3200,3188,0.99625,78.49067161076336,75.66918592437918,146.70072008825662,55.892938514577956,0.6439774153074027,0.3786072772898369,0.16851982737139226,0.028446035748776344
911,400.0,block2_output/axial_bivector,7,3200,3182,0.994375,73.87065189354479,69.75573457433612,143.33517322340094,54.76076462953546,0.595223130106851,0.32306725329981145,0.2373992293502624,0.054416839098181735
911,400.0,block2_output/point_numerator,0,3200,3186,0.995625,66.94715776476421,60.162541298841916,138.2051169221071,51.52690972235937,0.5021971123666039,0.2711864406779661,0.33346096232077604,0.12048173593606785
911,400.0,block2_output/point_numerator,1,3200,3174,0.991875,74.4961336161139,70.410108562356,144.7709739994208,54.760063870205194,0.5973534971644613,0.33553875236294894,0.22800187650671594,0.052388948816833696
911,400.0,block2_output/point_numerator,2,3200,3182,0.994375,73.42171914743903,69.27782264549249,143.7915410222414,53.74440128957162,0.5773098680075425,0.3381521055939661,0.2404833786106704,0.0752676120131137
911,400.0,block2_output/point_numerator,3,3200,3184,0.995,73.58804722640495,69.69805645814249,145.52628127222266,53.89630832032941,0.5766331658291457,0.3341708542713568,0.2399101537294449,0.07270157143039932
911,400.0,block2_output/point_numerator,4,3200,3180,0.99375,72.85981736728831,68.54678168624224,144.65770854791293,54.00667832972388,0.579559748427673,0.3150943396226415,0.25162707150703295,0.06990440860807412
911,400.0,block2_output/point_numerator,5,3200,3186,0.995625,64.86784103042245,59.03785906623365,137.65346945870732,50.68923076218624,0.4905838041431262,0.2507846829880728,0.36244530483360493,0.14043773573762033
911,400.0,block2_output/point_numerator,6,3200,3176,0.9925,71.884320069295,67.15400244886831,142.48420549998968,54.206164778362194,0.5743073047858942,0.30919395465994964,0.26613775867567235,0.06283673472807941
911,400.0,block2_output/point_numerator,7,3200,3196,0.99875,63.706870367498865,57.76201429561449,133.63129567063882,50.96202429559749,0.4799749687108886,0.22590738423028786,0.3831701166034166,0.1310969252023987
913,400.0,block1/plane_normal,0,3200,0,0.0,,,,,,,,
913,400.0,block1/plane_normal,1,3200,0,0.0,,,,,,,,
913,400.0,block1/plane_normal,2,3200,0,0.0,,,,,,,,
913,400.0,block1/plane_normal,3,3200,0,0.0,,,,,,,,
913,400.0,block1/plane_normal,4,3200,0,0.0,,,,,,,,
913,400.0,block1/plane_normal,5,3200,0,0.0,,,,,,,,
913,400.0,block1/plane_normal,6,3200,0,0.0,,,,,,,,
913,400.0,block1/plane_normal,7,3200,0,0.0,,,,,,,,
913,400.0,block1/ideal_bivector,0,3200,3176,0.9925,76.32667914684889,72.19451890806648,147.9307232876414,55.109514842571244,0.6168136020151134,0.3482367758186398,0.20197513437021558,0.044450599145573574
913,400.0,block1/ideal_bivector,1,3200,3182,0.994375,76.7658433577243,72.68090465611319,147.81938657435413,55.23019719239059,0.6209930861093652,0.3519798868636078,0.19556078937169694,0.04194749886051962
913,400.0,block1/ideal_bivector,2,3200,3178,0.993125,76.42819766183712,72.2589648028156,148.25747438012095,55.135137325512126,0.617369414726243,0.34927627438640657,0.20051322109977734,0.04385218270236815
913,400.0,block1/ideal_bivector,3,3200,3190,0.996875,80.22581060306571,77.73897750597783,146.66021084248663,56.392100884032054,0.6614420062695925,0.39090909090909093,0.14338944068572843,0.01886630499606503
913,400.0,block1/ideal_bivector,4,3200,3178,0.993125,76.36765660948015,72.25009443069635,148.15702819332265,55.10887685694938,0.6161107614852108,0.34927627438640657,0.20140513989461448,0.044616447482883494
913,400.0,block1/ideal_bivector,5,3200,3178,0.993125,76.53774532306214,72.52213176382956,148.28023571413664,55.19131112968334,0.6167400881057269,0.35116425424795467,0.198926402477527,0.04303415161211042
913,400.0,block1/ideal_bivector,6,3200,3184,0.995,77.37990851490058,74.4245501010353,145.86600620325817,56.04518447787173,0.6359924623115578,0.36243718592964824,0.18548173545328428,0.02663303277720474
913,400.0,block1/ideal_bivector,7,3200,3180,0.99375,76.28178476487062,72.27677217134806,148.60644339715358,55.049723696132624,0.6157232704402515,0.35188679245283017,0.2026409498474459,0.04623637862440928
913,400.0,block1/axial_bivector,0,3200,3186,0.995625,74.80535327226421,70.63507328982399,145.8914471491751,54.5707912555616,0.6013810420590081,0.3483992467043315,0.22177407453674788,0.05738229287489589
913,400.0,block1/axial_bivector,1,3200,3184,0.995,80.28596537651165,77.482123638227,146.46227905240656,56.47598060511401,0.6582914572864321,0.3888190954773869,0.14327401705119025,0.017240040215543616
913,400.0,block1/axial_bivector,2,3200,3184,0.995,74.84965875554593,70.81623136565277,145.63600861939958,54.63599015849241,0.6023869346733668,0.34516331658291455,0.22144811375278153,0.05627375064116064
913,400.0,block1/axial_bivector,3,3200,3190,0.996875,80.33986328853314,77.50972435476137,146.2315152765018,56.58205128814689,0.6605015673981192,0.3924764890282132,0.14253859715568257,0.015120087838708919
913,400.0,block1/axial_bivector,4,3200,3182,0.994375,74.72184735376709,70.9004630316304,145.21561506318184,54.74481840363193,0.5974230043997486,0.34255185417976114,0.22332462984608747,0.05633703120907355
913,400.0,block1/axial_bivector,5,3200,3196,0.99875,77.35872099770852,74.19084230549305,144.6234920430131,56.013856189515685,0.6314142678347935,0.37202753441802255,0.1862872716957755,0.026374230760369342
913,400.0,block1/axial_bivector,6,3200,3196,0.99875,79.24033018380244,77.04592609699728,145.33499433043988,56.7487848667641,0.6439299123904881,0.3882978723404255,0.15843758485093912,0.011691635955054496
913,400.0,block1/axial_bivector,7,3200,3186,0.995625,75.24125401018063,71.48105924837176,145.67592697530088,55.03320503362175,0.6079723791588199,0.3512241054613936,0.2160069528506628,0.0492550598141553
913,400.0,block1/point_numerator,0,3200,3186,0.995625,74.96048921895473,71.05469963315798,146.1884011620506,54.511565250515226,0.6051475204017577,0.337413684871312,0.22065667408683026,0.05904676381219489
913,400.0,block1/point_numerator,1,3200,3186,0.995625,77.07692292523274,73.36585199616422,147.05484002145587,55.43205334211707,0.6242937853107344,0.352165725047081,0.19096375280717043,0.0380611847163405
913,400.0,block1/point_numerator,2,3200,3190,0.996875,78.17140935870029,74.43687212132016,146.53550850349103,55.66681982132509,0.6360501567398119,0.3664576802507837,0.17455314596998112,0.03207656495963833
913,400.0,block1/point_numerator,3,3200,3184,0.995,76.09087789616919,72.2086707561364,147.92325106565607,54.993658246577795,0.617462311557789,0.34861809045226133,0.20535787416419346,0.04797863418915417
913,400.0,block1/point_numerator,4,3200,3182,0.994375,76.09519753063115,71.98615223162068,148.41682239995137,54.98285617941473,0.6159648020113137,0.34820867379006915,0.20540481156255738,0.048082294909321505
913,400.0,block1/point_numerator,5,3200,3178,0.993125,74.41484503088004,71.3370920367631,144.39821081705824,54.5341926290732,0.605412208936438,0.32976714915040906,0.22715538461022589,0.06061073574768636
913,400.0,block1/point_numerator,6,3200,3192,0.9975,77.51751314643255,74.03439997809292,146.5726949139907,55.55961355345689,0.6259398496240601,0.3555764411027569,0.1843401814650997,0.03551323751953988
913,400.0,block1/point_numerator,7,3200,3188,0.99625,74.57468475332169,70.19766043528202,145.99720497067585,54.35440363142831,0.596612296110414,0.3434755332496863,0.22522657245187835,0.061793161137802755
913,400.0,block2_mlp_input/plane_normal,0,3200,0,0.0,,,,,,,,
913,400.0,block2_mlp_input/plane_normal,1,3200,0,0.0,,,,,,,,
913,400.0,block2_mlp_input/plane_normal,2,3200,0,0.0,,,,,,,,
913,400.0,block2_mlp_input/plane_normal,3,3200,0,0.0,,,,,,,,
913,400.0,block2_mlp_input/plane_normal,4,3200,0,0.0,,,,,,,,
913,400.0,block2_mlp_input/plane_normal,5,3200,0,0.0,,,,,,,,
913,400.0,block2_mlp_input/plane_normal,6,3200,0,0.0,,,,,,,,
913,400.0,block2_mlp_input/plane_normal,7,3200,0,0.0,,,,,,,,
913,400.0,block2_mlp_input/ideal_bivector,0,3200,3176,0.9925,77.55481494353768,73.55832887357555,147.18777866293513,55.540030831198976,0.6347607052896725,0.35799748110831237,0.18422731841676587,0.036629628770294284
913,400.0,block2_mlp_input/ideal_bivector,1,3200,3184,0.995,76.74345288726283,72.265605250873,146.04179231102748,55.30278888006856,0.6184045226130653,0.3492462311557789,0.19576804218696253,0.0410543993004633
913,400.0,block2_mlp_input/ideal_bivector,2,3200,3174,0.991875,77.01136186852867,73.28726447496103,147.26680525204068,55.2784718970064,0.629174543163201,0.3563327032136106,0.19209885445270963,0.04122518117553139
913,400.0,block2_mlp_input/ideal_bivector,3,3200,3176,0.9925,75.27103103278476,71.63212599275786,142.9653080956355,54.92386392127164,0.6057934508816121,0.3545340050377834,0.2134000049097183,0.05061722245492359
913,400.0,block2_mlp_input/ideal_bivector,4,3200,3176,0.9925,75.20223045701916,71.15558783945428,145.90092399568087,54.89302660889486,0.6098866498740554,0.3384760705289673,0.2174828918714063,0.050544005006552616
913,400.0,block2_mlp_input/ideal_bivector,5,3200,3176,0.9925,77.02266161380889,72.93911308427772,147.43496609537084,55.352000881548754,0.6253148614609572,0.35295969773299746,0.19172090169599984,0.039422301693159204
913,400.0,block2_mlp_input/ideal_bivector,6,3200,3188,0.99625,70.47262098523832,66.00953616242526,141.40796830385415,53.74909215051725,0.5567754077791719,0.28983688833124216,0.28653654904851145,0.07249775722800728
913,400.0,block2_mlp_input/ideal_bivector,7,3200,3176,0.9925,76.11060717133428,72.24272415879577,148.5752684533756,55.06997526128655,0.6164987405541562,0.3513853904282116,0.20500650210147892,0.04639757665656672
913,400.0,block2_mlp_input/axial_bivector,0,3200,3190,0.996875,74.81164497955331,71.46291040067211,145.05255013489966,54.6946900870591,0.6025078369905956,0.34357366771159875,0.22179158109550948,0.05637556584361706
913,400.0,block2_mlp_input/axial_bivector,1,3200,3184,0.995,80.299900577228,77.95797722724788,145.9808697918264,56.51758854233217,0.6595477386934674,0.3900753768844221,0.14287422786007214,0.01680292541109652
913,400.0,block2_mlp_input/axial_bivector,2,3200,3186,0.995625,74.79720603067913,70.7216805873376,144.83723401637573,54.63219281363978,0.6020087884494664,0.3430634023854363,0.2226454093059885,0.05827734015546424
913,400.0,block2_mlp_input/axial_bivector,3,3200,3186,0.995625,80.23094034456236,77.43067714481175,146.25019560836725,56.483562350590226,0.6581920903954802,0.3898305084745763,0.14418986838017817,0.017268938338806186
913,400.0,block2_mlp_input/axial_bivector,4,3200,3184,0.995,74.26293190916726,70.43642877291995,145.61098717224993,54.488857522765926,0.5923366834170855,0.3432788944723618,0.229309856798132,0.061700033468303335
913,400.0,block2_mlp_input/axial_bivector,5,3200,3192,0.9975,77.45405535241686,74.34264746394263,144.4526873126962,56.08490083836118,0.6284461152882206,0.37218045112781956,0.18497078054911895,0.024997512278498817
913,400.0,block2_mlp_input/axial_bivector,6,3200,3194,0.998125,79.22456585345655,77.22381333124122,146.1173067846806,56.80594972370809,0.6443331246086412,0.3876017532874139,0.15869849222840995,0.010500216699959233
913,400.0,block2_mlp_input/axial_bivector,7,3200,3184,0.995,75.13047127486752,71.36934979898723,145.92195668814392,54.88937196905645,0.6027010050251256,0.3495603015075377,0.2173741671413377,0.05108818910451927
913,400.0,block2_mlp_input/point_numerator,0,3200,3192,0.9975,66.56657258505169,60.12550321649944,138.4507779904007,51.99065214865467,0.5009398496240601,0.26378446115288223,0.3430626152698072,0.11143093337424857
913,400.0,block2_mlp_input/point_numerator,1,3200,3190,0.996875,70.88682889712805,66.34727524762775,143.3287286730624,53.1310899536839,0.5539184952978057,0.3094043887147335,0.2773599698879017,0.09053906407556404
913,400.0,block2_mlp_input/point_numerator,2,3200,3184,0.995,70.16566458202523,65.9316451789787,143.26903846422826,53.00828250864368,0.554962311557789,0.29805276381909546,0.2874366948735782,0.09084447264799055
913,400.0,block2_mlp_input/point_numerator,3,3200,3184,0.995,72.81764649034776,67.76503692611962,142.9018817745585,53.944523952365884,0.5741206030150754,0.32003768844221103,0.25051414230515107,0.07044858672246712
913,400.0,block2_mlp_input/point_numerator,4,3200,3180,0.99375,67.06231667604156,61.61905219659801,137.7923004939361,51.79131931824029,0.5135220125786164,0.2691823899371069,0.3325119215600599,0.11541850332530629
913,400.0,block2_mlp_input/point_numerator,5,3200,3189,0.9965625,63.81087720439543,57.07223631922008,137.00971023748775,50.06925674487674,0.47256193164001253,0.24020068987143306,0.3783787276521536,0.15381682731757046
913,400.0,block2_mlp_input/point_numerator,6,3200,3180,0.99375,68.71318659991124,62.85055368985002,140.44768144239694,52.107110216128696,0.5308176100628931,0.2783018867924528,0.3094138314412449,0.10876086434383617
