horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,8,0,,,,0.2521050889045,0.5020971223711967,0.0,,,,,,,
1.5,8,0,,,,0.5722621455788612,0.7564799785614014,0.0,,,,,,,
3.0,4,0,,,,0.7359606325626373,0.8578812330961227,0.0,,,,,,,
