population,method,metric,value,sources,ci95_low,ci95_high
all,encoder,delta/0.75ps/bond_order,1969.4757385253906,2,774.9983520507812,3163.953125
all,encoder,delta/0.75ps/instantaneous_TDA_H0,3648.5082397460938,2,1287.5555419921875,6009.4609375
all,encoder,delta/0.75ps/instantaneous_TDA_H1,3039.4861450195312,2,950.6436767578125,5128.32861328125
all,encoder,delta/0.75ps/instantaneous_TDA_H2,2831.5704345703125,2,865.813720703125,4797.3271484375
all,encoder,delta/0.75ps/motion_even,2710.0715942382812,2,1296.4991455078125,4123.64404296875
all,encoder,delta/0.75ps/motion_odd,3408.577880859375,2,1895.45361328125,4921.7021484375
all,encoder,delta/1.5ps/bond_order,1968.5037536621094,2,775.2975463867188,3161.7099609375
all,encoder,delta/1.5ps/instantaneous_TDA_H0,3646.9696044921875,2,1285.940185546875,6007.9990234375
all,encoder,delta/1.5ps/instantaneous_TDA_H1,3037.2320861816406,2,949.6536254882812,5124.810546875
all,encoder,delta/1.5ps/instantaneous_TDA_H2,2830.63671875,2,865.1845703125,4796.0888671875
all,encoder,delta/1.5ps/motion_even,2716.9888916015625,2,1297.771240234375,4136.20654296875
all,encoder,delta/1.5ps/motion_odd,3416.9765625,2,1909.76025390625,4924.19287109375
all,encoder,delta/3ps/bond_order,1967.7977905273438,2,773.5130615234375,3162.08251953125
all,encoder,delta/3ps/instantaneous_TDA_H0,3643.82275390625,2,1284.23046875,6003.4150390625
all,encoder,delta/3ps/instantaneous_TDA_H1,3035.879150390625,2,949.46240234375,5122.2958984375
all,encoder,delta/3ps/instantaneous_TDA_H2,2828.5113525390625,2,863.920166015625,4793.1025390625
all,encoder,delta/3ps/motion_even,2725.8323974609375,2,1296.887451171875,4154.77734375
all,encoder,delta/3ps/motion_odd,3374.962646484375,2,1869.71142578125,4880.2138671875
all,encoder,future/0.75ps/bond_order,4057.290283203125,2,1422.28173828125,6692.298828125
all,encoder,future/0.75ps/instantaneous_TDA_H0,3626.013916015625,2,1086.87353515625,6165.154296875
all,encoder,future/0.75ps/instantaneous_TDA_H1,2470.3169555664062,2,638.6134033203125,4302.0205078125
all,encoder,future/0.75ps/instantaneous_TDA_H2,2141.7238159179688,2,615.9710693359375,3667.4765625
all,encoder,future/0.75ps/motion_even,3842.019989013672,2,755.5028686523438,6928.537109375
all,encoder,future/0.75ps/motion_odd,1349.3302307128906,2,455.82257080078125,2242.837890625
all,encoder,future/1.5ps/bond_order,4055.4735717773438,2,1420.7064208984375,6690.24072265625
all,encoder,future/1.5ps/instantaneous_TDA_H0,3623.646484375,2,1085.90625,6161.38671875
all,encoder,future/1.5ps/instantaneous_TDA_H1,2470.1978759765625,2,638.631103515625,4301.7646484375
all,encoder,future/1.5ps/instantaneous_TDA_H2,2142.3108825683594,2,615.9757690429688,3668.64599609375
all,encoder,future/1.5ps/motion_even,3834.7332153320312,2,755.0235595703125,6914.44287109375
all,encoder,future/1.5ps/motion_odd,1358.1625061035156,2,468.71832275390625,2247.606689453125
all,encoder,future/3ps/bond_order,4049.437255859375,2,1415.63916015625,6683.2353515625
all,encoder,future/3ps/instantaneous_TDA_H0,3622.6552124023438,2,1085.3680419921875,6159.9423828125
all,encoder,future/3ps/instantaneous_TDA_H1,2468.9104614257812,2,638.3297119140625,4299.4912109375
all,encoder,future/3ps/instantaneous_TDA_H2,2140.832061767578,2,615.4114379882812,3666.252685546875
all,encoder,future/3ps/motion_even,3856.595489501953,2,765.3984985351562,6947.79248046875
all,encoder,future/3ps/motion_odd,1343.0501861572266,2,442.9407043457031,2243.15966796875
all,encoder,path/0.75ps/mean_std_qbar6,1502.5384826660156,2,388.39996337890625,2616.677001953125
all,encoder,path/1.5ps/mean_std_qbar6,1503.0092163085938,2,387.9036865234375,2618.11474609375
all,encoder,path/3ps/mean_std_qbar6,1504.1841430664062,2,387.6466064453125,2620.7216796875
all,encoder,present/bond_order,610.6318206787109,2,302.0781555175781,919.1854858398438
