horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,8,0,,,,8.082638697559259e-27,3.187049678600935e-14,0.0,,,,,,,
1.5,8,0,,,,0.9084047675132751,0.941272996366024,0.0,,,,,,,
3.0,4,0,,,,0.8235252350568771,0.8859366923570633,0.0,,,,,,,
