task,family,target,baseline,method,sources,n,improvement_percent,low,high,baseline_loss,candidate_loss
structure,linear,q6_coherence,radial_control,plus_gatr,10,22381,0.3544525339408189,0.006749706173758696,0.723930396636574,0.14302670726312708,0.1425197454750208
structure,linear,q6_coherence,radial_control,plus_angular_delta,10,22381,0.8718788628152563,0.5732030741318148,1.2047675703738658,0.14302670726312708,0.14177968763431922
structure,linear,q6_coherence,radial_control,plus_soap,10,22381,29.332753622137265,26.474033681007626,32.13186720700738,0.14302670726312708,0.10107303560777851
structure,linear,bond_order,radial_control,plus_gatr,10,22381,0.07237367222386881,0.004186109257198201,0.14293437294253583,0.5153948496532033,0.5150218394740566
structure,linear,bond_order,radial_control,plus_angular_delta,10,22381,0.12521246644616735,0.0575080617683299,0.19645312323824937,0.5153948496532033,0.514749511050016
structure,linear,bond_order,radial_control,plus_soap,10,22381,41.91136277262291,39.64718394450072,44.26438262913482,0.5153948496532033,0.2993858445036348
structure,linear,angular_arrangement,radial_control,plus_gatr,10,22381,0.029426205421656526,-0.029372904888669282,0.08702941791886021,0.4211937118236636,0.4210697704967993
structure,linear,angular_arrangement,radial_control,plus_angular_delta,10,22381,0.18592772309007355,0.1193101485214787,0.25299767317384925,0.4211937118236636,0.4204105959454713
structure,linear,angular_arrangement,radial_control,plus_soap,10,22381,44.25142324177692,42.96538304678996,45.397860557362804,0.4211937118236636,0.23480949973682402
structure,nonlinear,q4,radial_control,plus_gatr,10,22381,0.5240794668095683,0.0888193453344502,1.0096312547264463,0.84159138712062,0.837180779466283
structure,nonlinear,q4,radial_control,plus_angular_delta,10,22381,0.42989865813971573,0.1053686095647713,0.7696035653048439,0.84159138712062,0.837973397040369
structure,nonlinear,q4,radial_control,plus_soap,10,22381,75.63535997841358,74.04402613024192,77.06976886568779,0.84159138712062,0.2050507119246149
structure,nonlinear,q6,radial_control,plus_gatr,10,22381,-0.9814347152346636,-1.8478897946982986,-0.07780383816002878,0.21103837134310485,0.21310957518193194
structure,nonlinear,q6,radial_control,plus_angular_delta,10,22381,0.06781364973991177,-0.6248218521398341,0.8378462367451434,0.21103837134310485,0.21089525852114543
structure,nonlinear,q6,radial_control,plus_soap,10,22381,91.65314448611271,91.21854833074532,92.0829367009879,0.21103837134310485,0.017615067934869874
structure,nonlinear,w4,radial_control,plus_gatr,10,22381,0.07744568014637077,-0.3337556356120652,0.5088732140112188,0.8251436384368919,0.8245046003339199
structure,nonlinear,w4,radial_control,plus_angular_delta,10,22381,0.11556552077103266,-0.23564152475792355,0.4864813572554971,0.8251436384368919,0.8241900568940232
structure,nonlinear,w4,radial_control,plus_soap,10,22381,34.56957182797845,29.804583559611796,38.83385914709966,0.8251436384368919,0.5398950156634558
structure,nonlinear,w6,radial_control,plus_gatr,10,22381,0.03956307991046515,-0.0642734203427392,0.1303057518384887,0.9494968065321044,0.9491211563517888
structure,nonlinear,w6,radial_control,plus_angular_delta,10,22381,-0.17399944119655952,-0.28417344606861406,-0.07652431748328414,0.9494968065321044,0.9511489256696495
structure,nonlinear,w6,radial_control,plus_soap,10,22381,10.334254591402114,9.02121552701537,11.513075106470383,0.9494968065321044,0.851373389207844
structure,nonlinear,qbar6,radial_control,plus_gatr,10,22381,1.3438066200422316,-0.40389646955493846,2.8550287009381004,0.08629568336384279,0.08513603625798878
structure,nonlinear,qbar6,radial_control,plus_angular_delta,10,22381,1.4615651156179688,-1.2961314263577384,3.732708291154141,0.08629568336384279,0.08503441575951272
structure,nonlinear,qbar6,radial_control,plus_soap,10,22381,46.85335116695062,42.111128913284226,50.93202972663583,0.08629568336384279,0.045863263795461746
structure,nonlinear,q6_coherence,radial_control,plus_gatr,10,22381,0.37081444916088335,-0.7718703567892282,1.5678545128591903,0.13398985640746344,0.13349300265949465
structure,nonlinear,q6_coherence,radial_control,plus_angular_delta,10,22381,-0.08815173031846424,-1.444617566009554,1.2883742096314488,0.13398985640746344,0.13410797078433784
structure,nonlinear,q6_coherence,radial_control,plus_soap,10,22381,28.392633846509487,24.776884908505348,32.016856146260906,0.13398985640746344,0.09594660708622851
structure,nonlinear,bond_order,radial_control,plus_gatr,10,22381,0.16441349641573844,0.015947869937449344,0.32985797141202894,0.5079259572006712,0.5070908583752345
structure,nonlinear,bond_order,radial_control,plus_angular_delta,10,22381,0.13800300599483561,-0.07635059938788658,0.37328962676752564,0.5079259572006712,0.5072250041115063
structure,nonlinear,bond_order,radial_control,plus_soap,10,22381,42.38845148188872,39.78317554905944,44.972759768047595,0.5079259572006712,0.2926240092687458
structure,nonlinear,angular_arrangement,radial_control,plus_gatr,10,22381,0.11778114826515029,-0.13686502580936288,0.38324941904619436,0.4159769609593661,0.41548701851822967
structure,nonlinear,angular_arrangement,radial_control,plus_angular_delta,10,22381,0.16202683080852598,0.021571399958209003,0.30700190069472555,0.4159769609593661,0.41530296667263
structure,nonlinear,angular_arrangement,radial_control,plus_soap,10,22381,43.871835729980035,42.33731802569951,45.306565785761244,0.4159769609593661,0.23348023197270984
