task,family,caliper_A,target,baseline,method,sources,n,improvement_percent,low,high,baseline_loss,candidate_loss
structure,linear,0.1,w4,radial_control,plus_angular_delta,10,125006,0.09351867917659629,0.028833502813851997,0.16412703338689605,1.3931138045266513,1.3918109828972312
structure,linear,0.1,w4,radial_control,plus_soap,10,125006,54.75599014744308,48.77255429032045,58.6463615364744,1.3931138045266513,0.6303005469773686
structure,linear,0.1,w6,radial_control,plus_gatr,10,125006,0.06326291731519884,-0.0009045308829502829,0.15105875174590278,0.7010718009787265,0.7006282825049531
structure,linear,0.1,w6,radial_control,plus_angular_delta,10,125006,0.07465428477168023,0.03488861170005686,0.1399301380456297,0.7010718009787265,0.7005484208399698
structure,linear,0.1,w6,radial_control,plus_soap,10,125006,5.7249230167079945,3.36338130351046,6.989425800820764,0.7010718009787265,0.6609359800808461
structure,linear,0.1,qbar6,radial_control,plus_gatr,10,125006,-0.33903530309189467,-1.0699828677759315,0.2337580231909664,0.09928128324347929,0.09961788184303735
structure,linear,0.1,qbar6,radial_control,plus_angular_delta,10,125006,1.117453600725593,0.6373760764908365,1.5184183099052895,0.09928128324347929,0.09817186096902845
structure,linear,0.1,qbar6,radial_control,plus_soap,10,125006,54.065312177289826,50.11817794273063,57.387701808755324,0.09928128324347929,0.045604547524272884
structure,linear,0.1,q6_coherence,radial_control,plus_gatr,10,125006,0.007788241254580441,-0.6427930568624562,0.7034172068669647,0.11624257383997924,0.11623352058788805
structure,linear,0.1,q6_coherence,radial_control,plus_angular_delta,10,125006,0.30029888394801363,-0.11842814934617252,0.7555986334871201,0.11624257383997924,0.11589349868806534
structure,linear,0.1,q6_coherence,radial_control,plus_soap,10,125006,26.544895526083558,23.575724645285234,29.615283720759457,0.11624257383997924,0.08538610405732622
structure,linear,0.1,bond_order,radial_control,plus_gatr,10,125006,0.012173239542345726,-0.0542778521291698,0.06636919061502322,0.6116908436945214,0.6116163811028599
structure,linear,0.1,bond_order,radial_control,plus_angular_delta,10,125006,-0.047537931146557355,-0.14266727648593047,0.0254385934932988,0.6116908436945214,0.6119816288666268
structure,linear,0.1,bond_order,radial_control,plus_soap,10,125006,56.414769562293834,51.754758436317076,59.86370984516537,0.6116908436945214,0.26660686379060616
structure,linear,0.1,angular_arrangement,radial_control,plus_gatr,10,125006,-0.0077684637263431,-0.06275051040716129,0.04181722395539237,0.594030726470262,0.5940768735317712
structure,linear,0.1,angular_arrangement,radial_control,plus_angular_delta,10,125006,0.1969588115932175,0.12830764613668277,0.2791837482463366,0.594030726470262,0.5928607306109076
structure,linear,0.1,angular_arrangement,radial_control,plus_soap,10,125006,51.890200551948,49.058502987056066,54.08376100596677,0.594030726470262,0.2857869911646494
structure,nonlinear,0.05,q4,radial_control,plus_gatr,9,609,-0.23368671913426287,-6.656662978125549,3.820568051097717,0.3720351487981718,0.3729045455314245
structure,nonlinear,0.05,q4,radial_control,plus_angular_delta,9,609,-2.0408384793390244,-7.980263319849157,0.17474802519630295,0.3720351487981718,0.3796277852715111
structure,nonlinear,0.05,q4,radial_control,plus_soap,9,609,93.13567850007598,83.99372636529515,95.11053794700958,0.3720351487981718,0.025537688706227225
structure,nonlinear,0.05,q6,radial_control,plus_gatr,9,609,0.1860816138158805,-7.35387018872371,13.79514592222193,0.06447691954495124,0.06435693985252323
structure,nonlinear,0.05,q6,radial_control,plus_angular_delta,9,609,-5.229306856328675,-17.325297707037834,20.58354061119062,0.06447691954495124,0.0678486155194649
structure,nonlinear,0.05,q6,radial_control,plus_soap,9,609,95.41320311476844,91.80041891928882,96.74350324053195,0.06447691954495124,0.002957425337381081
structure,nonlinear,0.05,w4,radial_control,plus_gatr,9,609,0.2817074689228094,-0.579162602521266,0.6426557886750395,0.5115017616636092,0.510060822997331
structure,nonlinear,0.05,w4,radial_control,plus_angular_delta,9,609,1.7281722937098953,0.5970422901976358,3.8630377526901016,0.5115017616636092,0.5026621299367007
structure,nonlinear,0.05,w4,radial_control,plus_soap,9,609,74.9724795605331,55.004975409041776,78.56880613546308,0.5115017616636092,0.12801620794859309
structure,nonlinear,0.05,w6,radial_control,plus_gatr,9,609,6.517783805505973,-0.7187315493579982,13.035487997300288,0.0251375244239328,0.0234991149279246
structure,nonlinear,0.05,w6,radial_control,plus_angular_delta,9,609,3.093756456701968,-2.258409279439322,8.079782660382461,0.0251375244239328,0.024359830639012345
structure,nonlinear,0.05,w6,radial_control,plus_soap,9,609,-108.1771797246096,-177.09927963748225,-74.38752107775777,0.0251375244239328,0.05233058939832822
structure,nonlinear,0.05,qbar6,radial_control,plus_gatr,9,609,-7.57123171416727,-17.604495042904688,7.923010340522884,0.03287142783640328,0.03536019980565266
structure,nonlinear,0.05,qbar6,radial_control,plus_angular_delta,9,609,0.6017004710998086,-8.944251329454268,19.09703643963727,0.03287142783640328,0.03267364030025441
structure,nonlinear,0.05,qbar6,radial_control,plus_soap,9,609,66.16137863029208,49.30586513057005,74.68871507785472,0.03287142783640328,0.011123238004377277
structure,nonlinear,0.05,q6_coherence,radial_control,plus_gatr,9,609,-19.14160583701847,-41.456959375931035,2.4492141514892873,0.017684423572359064,0.021069506227128817
structure,nonlinear,0.05,q6_coherence,radial_control,plus_angular_delta,9,609,-19.37617401518463,-37.250186332438375,-0.9681127299061787,0.017684423572359064,0.02111098825732169
structure,nonlinear,0.05,q6_coherence,radial_control,plus_soap,9,609,33.271988408738196,10.923047821720678,49.471539765543014,0.017684423572359064,0.011800464211211592
structure,nonlinear,0.05,bond_order,radial_control,plus_gatr,9,609,-0.34618526492171675,-2.5782845789037667,1.8142145902619977,0.17061786763990452,0.1712085215569975
structure,nonlinear,0.05,bond_order,radial_control,plus_angular_delta,9,609,-0.4469817208218263,-2.209843287554447,3.971968940311499,0.17061786763990452,0.17138049832071087
structure,nonlinear,0.05,bond_order,radial_control,plus_soap,9,609,77.36016584780474,59.07017014371569,81.62025237621123,0.17061786763990452,0.03862760226768641
structure,nonlinear,0.05,angular_arrangement,radial_control,plus_gatr,9,609,1.041226426610986,0.017614081097239165,2.637210867109996,0.2931955373084335,0.29014270789233404
structure,nonlinear,0.05,angular_arrangement,radial_control,plus_angular_delta,9,609,-0.12764546138805954,-1.2355254330855825,0.9029211028075412,0.2931955373084335,0.29356978810480006
structure,nonlinear,0.05,angular_arrangement,radial_control,plus_soap,9,609,66.72413372480021,48.99959764038032,73.74807375490745,0.2931955373084335,0.09756335491960783
structure,nonlinear,0.1,q4,radial_control,plus_gatr,10,125006,-0.10777133943893347,-0.5751669566073225,0.28729686390210896,1.1418787037375284,1.1431093217113142
structure,nonlinear,0.1,q4,radial_control,plus_angular_delta,10,125006,-0.06448575483795072,-0.37658167017942556,0.281466056886126,1.1418787037375284,1.1426150528389674
structure,nonlinear,0.1,q4,radial_control,plus_soap,10,125006,85.88085222878424,83.78714810110954,87.50850726140065,1.1418787037375284,0.16122354154874477
structure,nonlinear,0.1,q6,radial_control,plus_gatr,10,125006,-1.186411781699226,-1.9139857749097988,-0.5321952349463421,0.2083806564323422,0.21085290909103768
structure,nonlinear,0.1,q6,radial_control,plus_angular_delta,10,125006,-0.742263652931463,-1.5299554556765793,-0.064009871698123,0.2083806564323422,0.20992739030477944
structure,nonlinear,0.1,q6,radial_control,plus_soap,10,125006,92.81501924065438,92.08809557463107,93.45977881433001,0.2083806564323422,0.014972110070861891
structure,nonlinear,0.1,w4,radial_control,plus_gatr,10,125006,-0.32314155484853835,-0.9761304009922972,0.3627896139686726,1.3815840181203005,1.3860484901979935
structure,nonlinear,0.1,w4,radial_control,plus_angular_delta,10,125006,-0.15628300169856502,-0.7902878350310782,0.5414060502613675,1.3815840181203005,1.3837431990948066
structure,nonlinear,0.1,w4,radial_control,plus_soap,10,125006,59.19494204097477,51.7884969348743,64.13892538961997,1.3815840181203005,0.5637561593466182
structure,nonlinear,0.1,w6,radial_control,plus_gatr,10,125006,0.16964928504736854,-0.01340775824412166,0.3632868998588612,0.7001178908920548,0.6989301458956677
structure,nonlinear,0.1,w6,radial_control,plus_angular_delta,10,125006,0.09529128177787616,-0.0300025654383973,0.22076469146876665,0.7001178908920548,0.6994507395798675
structure,nonlinear,0.1,w6,radial_control,plus_soap,10,125006,5.928132596924396,3.4776860779009433,7.320911494709959,0.7001178908920548,0.6586139739851833
structure,nonlinear,0.1,qbar6,radial_control,plus_gatr,10,125006,-1.0765165830742607,-1.8598832622438222,-0.405654635175412,0.0852294555021003,0.08614696472424431
structure,nonlinear,0.1,qbar6,radial_control,plus_angular_delta,10,125006,-1.9444263259760453,-3.511315615025068,-0.7378321612353078,0.0852294555021003,0.08688667947236918
structure,nonlinear,0.1,qbar6,radial_control,plus_soap,10,125006,55.42299882972388,50.25344596695318,59.81510206946557,0.0852294555021003,0.037992735376591216
structure,nonlinear,0.1,q6_coherence,radial_control,plus_gatr,10,125006,-1.748303916524252,-2.327331765995115,-1.1333754639455311,0.10302834063126425,0.10482958914565058
structure,nonlinear,0.1,q6_coherence,radial_control,plus_angular_delta,10,125006,-3.4940998363232723,-4.625193364005931,-2.524083757669726,0.10302834063126425,0.10662825371262782
structure,nonlinear,0.1,q6_coherence,radial_control,plus_soap,10,125006,27.976664557551313,23.498787897378392,32.61554704668376,0.10302834063126425,0.07420444737364411
structure,nonlinear,0.1,bond_order,radial_control,plus_gatr,10,125006,-0.26789415986547827,-0.6038031121405885,0.03384773866210722,0.6033698442192651,0.604986236794318
structure,nonlinear,0.1,bond_order,radial_control,plus_angular_delta,10,125006,-0.2494945616513089,-0.5561079353329168,0.08055608635126887,0.6033698442192651,0.6048752191672362
structure,nonlinear,0.1,bond_order,radial_control,plus_soap,10,125006,58.268741740634326,52.88255166691855,62.29809170590415,0.6033698442192651,0.2517938279502739
structure,nonlinear,0.1,angular_arrangement,radial_control,plus_gatr,10,125006,-0.1478811416798731,-0.6226952313799439,0.2814547751467056,0.5883633893481239,0.5892334678455183
structure,nonlinear,0.1,angular_arrangement,radial_control,plus_angular_delta,10,125006,0.04589602725552089,-0.2996107772595735,0.3631286079894047,0.5883633893481239,0.5880933539265872
structure,nonlinear,0.1,angular_arrangement,radial_control,plus_soap,10,125006,53.99304365609056,50.62869321475232,56.77860646197832,0.5883633893481239,0.2706880876809373
