task,family,caliper_A,target,baseline,method,sources,n,improvement_percent,low,high,baseline_loss,candidate_loss
structure,nonlinear,0.05,bond_order,plus_radial_duplicate,plus_gatr,2,3,-0.8964374685556997,,,0.016714029892747118,0.016863860719211303
structure,nonlinear,0.05,bond_order,plus_radial_duplicate,plus_angular_delta,2,3,-0.4744430709321845,,,0.016714029892747118,0.016793328449446792
structure,nonlinear,0.05,angular_arrangement,radial,radial_control,2,3,-3.106180148497728,,,0.13472544412758894,0.1389102591280555
structure,nonlinear,0.05,angular_arrangement,radial_control,plus_radial_duplicate,2,3,-3.6156442985135984,,,0.1389102591280555,0.14393275999226948
structure,nonlinear,0.05,angular_arrangement,radial_control,plus_gatr,2,3,-3.3227139409410134,,,0.1389102591280555,0.14352584967350068
structure,nonlinear,0.05,angular_arrangement,radial_control,plus_angular_delta,2,3,13.880480814416018,,,0.1389102591280555,0.11962884726053018
structure,nonlinear,0.05,angular_arrangement,radial_control,plus_mace,2,3,-8.430951877652394,,,0.1389102591280555,0.1506217162282641
structure,nonlinear,0.05,angular_arrangement,radial_control,plus_soap,2,3,19.48609734058213,,,0.1389102591280555,0.11184207081830772
structure,nonlinear,0.05,angular_arrangement,radial_control,plus_tda,2,3,10.761103182715726,,,0.1389102591280555,0.12396198281190765
structure,nonlinear,0.05,angular_arrangement,plus_radial_duplicate,plus_gatr,2,3,0.28270861949055703,,,0.14393275999226948,0.14352584967350068
structure,nonlinear,0.05,angular_arrangement,plus_radial_duplicate,plus_angular_delta,2,3,16.885601813683447,,,0.14393275999226948,0.11962884726053018
structure,nonlinear,0.1,q4,radial,radial_control,10,1267,0.673257163388119,-1.4764438444974042,2.919127652570888,0.8878796987595422,0.8819019850853748
structure,nonlinear,0.1,q4,radial_control,plus_radial_duplicate,10,1267,-0.21734163691438102,-3.2587145818647034,2.7649748415006545,0.8819019850853748,0.8838187252957397
structure,nonlinear,0.1,q4,radial_control,plus_gatr,10,1267,-0.29866601589021435,-3.3051979187658076,2.629923351719663,0.8819019850853748,0.8845359266082861
structure,nonlinear,0.1,q4,radial_control,plus_angular_delta,10,1267,0.05431737196553987,-1.312617799482263,1.8913211629514315,0.8819019850853748,0.8814229591037644
structure,nonlinear,0.1,q4,radial_control,plus_mace,10,1267,9.462447709352395,4.108582469968969,14.013583383718464,0.8819019850853748,0.7984524708989305
structure,nonlinear,0.1,q4,radial_control,plus_soap,10,1267,79.59138808514341,73.68297627378568,85.55505261818077,0.8819019850853748,0.17998395360549063
structure,nonlinear,0.1,q4,radial_control,plus_tda,10,1267,2.9954540617794567,0.4046310677524865,4.996550349094598,0.8819019850853748,0.8554850162522213
structure,nonlinear,0.1,q4,plus_radial_duplicate,plus_gatr,10,1267,-0.08114801056138266,-0.13907794762486603,-0.015558386464098461,0.8838187252957397,0.8845359266082861
structure,nonlinear,0.1,q4,plus_radial_duplicate,plus_angular_delta,10,1267,0.27106986120638554,-3.095813217434995,4.421010078733856,0.8838187252957397,0.8814229591037644
structure,nonlinear,0.1,q6,radial,radial_control,10,1267,3.6538962766444083,2.2427873056050425,5.173850173612005,0.2490294329472717,0.23993015576906265
structure,nonlinear,0.1,q6,radial_control,plus_radial_duplicate,10,1267,-5.787033812786513,-8.961305457814085,-1.407538663303587,0.23993015576906265,0.25381499501048965
structure,nonlinear,0.1,q6,radial_control,plus_gatr,10,1267,-5.812708281195933,-9.03874069432919,-1.400487907823389,0.23993015576906265,0.25387659580253724
structure,nonlinear,0.1,q6,radial_control,plus_angular_delta,10,1267,-6.965032838587004,-12.663594012441548,1.439898454602151,0.23993015576906265,0.2566413699080508
structure,nonlinear,0.1,q6,radial_control,plus_mace,10,1267,15.184996698568254,11.132032219585508,19.866918111717634,0.23993015576906265,0.20349676953666082
structure,nonlinear,0.1,q6,radial_control,plus_soap,10,1267,91.96959827131853,91.196138230257,93.00307123326135,0.23993015576906265,0.019267355376506944
structure,nonlinear,0.1,q6,radial_control,plus_tda,10,1267,8.839360213660829,1.9706222275321927,17.558363278040613,0.23993015576906265,0.21872186503943766
structure,nonlinear,0.1,q6,plus_radial_duplicate,plus_gatr,10,1267,-0.02426995774817975,-0.09446766562237752,0.070765493312408,0.25381499501048965,0.25387659580253724
structure,nonlinear,0.1,q6,plus_radial_duplicate,plus_angular_delta,10,1267,-1.1135570999043498,-3.486411327541508,2.8445323483061724,0.25381499501048965,0.2566413699080508
structure,nonlinear,0.1,w4,radial,radial_control,10,1267,0.596736132621678,-2.0752221269815907,3.711117350420068,0.8783517552431632,0.8731103129481106
structure,nonlinear,0.1,w4,radial_control,plus_radial_duplicate,10,1267,-0.6691998303702595,-1.7030932707857454,0.2759243488619667,0.8731103129481106,0.8789531656813045
structure,nonlinear,0.1,w4,radial_control,plus_gatr,10,1267,-0.7196397509461772,-1.7639415320579088,0.19272325241640464,0.8731103129481106,0.8793935618296957
structure,nonlinear,0.1,w4,radial_control,plus_angular_delta,10,1267,-1.1129483756951108,-2.6547153992303896,0.104515461903254,0.8731103129481106,0.8828275799940931
structure,nonlinear,0.1,w4,radial_control,plus_mace,10,1267,2.6905874250903516,0.6535699705891962,4.166704089240603,0.8731103129481106,0.8496185166607617
structure,nonlinear,0.1,w4,radial_control,plus_soap,10,1267,36.872427654047755,18.16432583764568,48.20880571630796,0.8731103129481106,0.5511733444662885
structure,nonlinear,0.1,w4,radial_control,plus_tda,10,1267,3.02918608596211,-0.9964241912109317,5.873459480937315,0.8731103129481106,0.8466621768331862
structure,nonlinear,0.1,w4,plus_radial_duplicate,plus_gatr,10,1267,-0.05010462054024778,-0.11032746763781631,-0.005132022000298765,0.8789531656813045,0.8793935618296957
structure,nonlinear,0.1,w4,plus_radial_duplicate,plus_angular_delta,10,1267,-0.44079872103144346,-1.0030383256153463,0.17680433361979553,0.8789531656813045,0.8828275799940931
structure,nonlinear,0.1,w6,radial,radial_control,10,1267,-0.2650346596065667,-1.1542624387196554,0.709069554048336,1.084562888057888,1.0874373556164714
structure,nonlinear,0.1,w6,radial_control,plus_radial_duplicate,10,1267,-0.13599553769862993,-0.4222180220561089,0.1814959662399307,1.0874373556164714,1.0889162218953778
structure,nonlinear,0.1,w6,radial_control,plus_gatr,10,1267,-0.16462992885051264,-0.43690825074305106,0.1735228959562232,1.0874373556164714,1.0892276029613166
structure,nonlinear,0.1,w6,radial_control,plus_angular_delta,10,1267,-0.8205511755674078,-1.3292873738091737,-0.20311967196258163,1.0874373556164714,1.0963603356215414
structure,nonlinear,0.1,w6,radial_control,plus_mace,10,1267,0.4659464440469496,-0.9764853865202205,1.8009424229566418,1.0874373556164714,1.0823704799267382
structure,nonlinear,0.1,w6,radial_control,plus_soap,10,1267,10.036327040801929,-5.089524122202493,18.54211513243631,1.0874373556164714,0.9782985862429541
structure,nonlinear,0.1,w6,radial_control,plus_tda,10,1267,1.1366208866813943,-0.13843786507090616,2.2479958704185647,1.0874373556164714,1.0750773155029587
structure,nonlinear,0.1,w6,plus_radial_duplicate,plus_gatr,10,1267,-0.02859550254441512,-0.059723924650501026,0.052136711441742034,1.0889162218953778,1.0892276029613166
structure,nonlinear,0.1,w6,plus_radial_duplicate,plus_angular_delta,10,1267,-0.6836259370997633,-1.1738355572286308,-0.13320237926102152,1.0889162218953778,1.0963603356215414
structure,nonlinear,0.1,qbar6,radial,radial_control,10,1267,7.873795985574528,2.708662950510332,13.602822361397893,0.10175920561219873,0.0937468933657529
structure,nonlinear,0.1,qbar6,radial_control,plus_radial_duplicate,10,1267,-3.4283805488967367,-10.761934327934618,2.2186246930676288,0.0937468933657529,0.09696089362309933
structure,nonlinear,0.1,qbar6,radial_control,plus_gatr,10,1267,-3.446377887086327,-10.793018947433684,2.241615697565136,0.0937468933657529,0.0969777655685406
structure,nonlinear,0.1,qbar6,radial_control,plus_angular_delta,10,1267,-2.6660685275088136,-11.557876820367596,3.8586439532843353,0.0937468933657529,0.09624624978529447
structure,nonlinear,0.1,qbar6,radial_control,plus_mace,10,1267,43.6717850558161,31.388260665849664,52.80140018012378,0.0937468933657529,0.05280595159855617
structure,nonlinear,0.1,qbar6,radial_control,plus_soap,10,1267,53.304642619318884,38.55668897621831,65.02714502273257,0.0937468933657529,0.04377544689042435
structure,nonlinear,0.1,qbar6,radial_control,plus_tda,10,1267,48.03177802704614,37.06883327493971,55.60229845139884,0.0937468933657529,0.048718593637062824
structure,nonlinear,0.1,qbar6,plus_radial_duplicate,plus_gatr,10,1267,-0.0174007734570214,-0.18732297334740355,0.19347076186878587,0.09696089362309933,0.0969777655685406
structure,nonlinear,0.1,qbar6,plus_radial_duplicate,plus_angular_delta,10,1267,0.7370433698587586,-3.1204060720456006,4.366754721380339,0.09696089362309933,0.09624624978529447
structure,nonlinear,0.1,q6_coherence,radial,radial_control,10,1267,4.588941234056721,-1.040820664273845,8.718980386801956,0.1295337269237501,0.12358950031693569
structure,nonlinear,0.1,q6_coherence,radial_control,plus_radial_duplicate,10,1267,-2.288395759216577,-6.341028742368882,1.7846483725782014,0.12358950031693569,0.1264177172010254
structure,nonlinear,0.1,q6_coherence,radial_control,plus_gatr,10,1267,-2.7285931783562534,-6.716257975642015,1.3314939239167045,0.12358950031693569,0.12696175499174817
structure,nonlinear,0.1,q6_coherence,radial_control,plus_angular_delta,10,1267,-2.6956587144797206,-4.720831520323077,-0.6270360170587506,0.12358950031693569,0.12692105145241112
structure,nonlinear,0.1,q6_coherence,radial_control,plus_mace,10,1267,21.561804616867917,10.353845460622047,34.092790595781764,0.12358950031693569,0.09694137373163465
structure,nonlinear,0.1,q6_coherence,radial_control,plus_soap,10,1267,31.09755823995136,18.92455937316777,43.487682154896426,0.12358950031693569,0.08515618347741175
structure,nonlinear,0.1,q6_coherence,radial_control,plus_tda,10,1267,30.694063807626527,22.91248696214495,38.978009180333586,0.12358950031693569,0.08565486023012867
structure,nonlinear,0.1,q6_coherence,plus_radial_duplicate,plus_gatr,10,1267,-0.4303493234715239,-0.8504115806114987,-0.014866602897489756,0.1264177172010254,0.12696175499174817
structure,nonlinear,0.1,q6_coherence,plus_radial_duplicate,plus_angular_delta,10,1267,-0.3981516693465803,-3.1846209430840933,2.1075702319373724,0.1264177172010254,0.12692105145241112
structure,nonlinear,0.1,bond_order,radial,radial_control,10,1267,0.9426419786192075,0.34466495840898315,1.7363737557721803,0.555186117923969,0.5499527005169513
structure,nonlinear,0.1,bond_order,radial_control,plus_radial_duplicate,10,1267,-0.8838795159993973,-1.8274086477730433,-0.16342621907525778,0.5499527005169513,0.5548136197845062
structure,nonlinear,0.1,bond_order,radial_control,plus_gatr,10,1267,-0.947263423170619,-1.8518503281517606,-0.26260089600744774,0.5499527005169513,0.5551622012936874
structure,nonlinear,0.1,bond_order,radial_control,plus_angular_delta,10,1267,-1.2335407125372289,-1.8667351960488554,-0.2827411553797399,0.5499527005169513,0.5567365909775259
structure,nonlinear,0.1,bond_order,radial_control,plus_mace,10,1267,6.546946084192273,5.757633849482479,7.268213319095562,0.5499527005169513,0.5139475937255471
structure,nonlinear,0.1,bond_order,radial_control,plus_soap,10,1267,43.702586655394946,36.87408322805996,52.025355769375246,0.5499527005169513,0.30960914500984604
structure,nonlinear,0.1,bond_order,radial_control,plus_tda,10,1267,5.133664993597953,3.502711207370157,6.880533025872447,0.5499527005169513,0.521719971249166
structure,nonlinear,0.1,bond_order,plus_radial_duplicate,plus_gatr,10,1267,-0.06282857823798338,-0.10448133204850052,-0.009400358229760819,0.5548136197845062,0.5551622012936874
structure,nonlinear,0.1,bond_order,plus_radial_duplicate,plus_angular_delta,10,1267,-0.34659769054816714,-1.3276142690659576,1.081592829871647,0.5548136197845062,0.5567365909775259
structure,nonlinear,0.1,angular_arrangement,radial,radial_control,10,1267,-0.10344410416032179,-0.9692957784071643,0.6206617915892276,0.5579281326913095,0.5585052764500305
structure,nonlinear,0.1,angular_arrangement,radial_control,plus_radial_duplicate,10,1267,-0.26896086764951477,-0.9207891735280249,0.48934212407507616,0.5585052764500305,0.5600074370874387
structure,nonlinear,0.1,angular_arrangement,radial_control,plus_gatr,10,1267,-0.19073396175639523,-0.8536894755217128,0.5731466763263082,0.5585052764500305,0.5595705356904221
structure,nonlinear,0.1,angular_arrangement,radial_control,plus_angular_delta,10,1267,0.053764626345176314,-0.4213979992270467,0.6666489471966575,0.5585052764500305,0.558204998175029
structure,nonlinear,0.1,angular_arrangement,radial_control,plus_mace,10,1267,11.785693112492446,8.634609933216165,14.263156968978974,0.5585052764500305,0.4926815585505523
structure,nonlinear,0.1,angular_arrangement,radial_control,plus_soap,10,1267,43.24463259332034,39.376117168045745,47.302456185330044,0.5585052764500305,0.3169817216349067
structure,nonlinear,0.1,angular_arrangement,radial_control,plus_tda,10,1267,6.322893602081092,4.5988039647329675,7.707171802834301,0.5585052764500305,0.5231915820580861
structure,nonlinear,0.1,angular_arrangement,plus_radial_duplicate,plus_gatr,10,1267,0.0780170705033667,0.023949349397989206,0.12467700756845224,0.5600074370874387,0.5595705356904221
structure,nonlinear,0.1,angular_arrangement,plus_radial_duplicate,plus_angular_delta,10,1267,0.32185981703816147,-0.08873141082348379,0.7513927603122084,0.5600074370874387,0.558204998175029
future,linear,0.1,crystallize_24ps,radial,radial_control,10,244,0.03804223402418261,-0.14804559742418455,0.2493819407510922,0.10780450129214073,0.10776349005147057
future,linear,0.1,crystallize_24ps,radial_control,plus_radial_duplicate,10,244,0.3097299971298817,-0.18467062602636197,1.061225741875782,0.10776349005147057,0.10742971419682709
future,linear,0.1,crystallize_24ps,radial_control,plus_gatr,10,244,0.30564910314343496,-0.18924051131243846,1.055272528637352,0.10776349005147057,0.10743411191061218
future,linear,0.1,crystallize_24ps,radial_control,plus_angular_delta,10,244,-0.13666766484659032,-0.31572342102550444,0.015147817556004917,0.10776349005147057,0.1079107678968811
future,linear,0.1,crystallize_24ps,radial_control,plus_mace,10,244,3.0116500035965554,1.5016051315362433,4.124140630445739,0.10776349005147057,0.10451803089945969
future,linear,0.1,crystallize_24ps,radial_control,plus_soap,10,244,-0.20443379818251284,-0.7791437211027485,0.8410433281593965,0.10776349005147057,0.10798379504723683
future,linear,0.1,crystallize_24ps,radial_control,plus_tda,10,244,0.895698766612063,0.04034382908588236,1.5885818618789733,0.10776349005147057,0.10679825380022143
future,linear,0.1,crystallize_24ps,radial_control,current_order,10,244,0.7620179633147095,-0.47969147728408323,1.8819354173477132,0.10776349005147057,0.1069423128993835
future,linear,0.1,crystallize_24ps,plus_radial_duplicate,plus_gatr,10,244,-0.00409357301001112,-0.006391171792663464,-0.0021953961423015755,0.10742971419682709,0.10743411191061218
future,linear,0.1,crystallize_24ps,plus_radial_duplicate,plus_angular_delta,10,244,-0.4477845851592388,-1.214227669458423,-0.04440260624958281,0.10742971419682709,0.1079107678968811
future,linear,0.1,crystallize_24ps,current_order,current_order_radial_duplicate,10,244,-0.16101847242517842,-0.3841000210499601,0.1047584777330357,0.1069423128993835,0.10711450977799024
future,linear,0.1,crystallize_24ps,current_order,current_order_plus_gatr,10,244,-0.1266881545611609,-0.3262905960092821,0.08644874700425823,0.1069423128993835,0.10707779614204074
future,linear,0.1,crystallize_24ps,current_order_radial_duplicate,current_order_plus_gatr,10,244,0.03427512857556714,-0.08199506259443433,0.10602486454535098,0.10711450977799024,0.10707779614204074
future,linear,0.1,crystallize_48ps,radial,radial_control,10,244,0.3394676933487828,-0.3047465863030979,0.9893473206743608,0.1942979830624948,0.19363840418116934
future,linear,0.1,crystallize_48ps,radial_control,plus_radial_duplicate,10,244,-0.34993496307271776,-0.6826592548920152,0.017868793440012354,0.19363840418116934,0.19431601265933532
future,linear,0.1,crystallize_48ps,radial_control,plus_gatr,10,244,-0.3504466294579345,-0.6818686333703639,0.01545572866109568,0.19363840418116934,0.1943170034419584
future,linear,0.1,crystallize_48ps,radial_control,plus_angular_delta,10,244,-0.33380089381631617,-0.7930580225057993,0.18139817195338653,0.19363840418116934,0.19428477090509774
future,linear,0.1,crystallize_48ps,radial_control,plus_mace,10,244,-0.5849733448010763,-1.118189352480936,0.12903909528640956,0.19363840418116934,0.19477113723092737
future,linear,0.1,crystallize_48ps,radial_control,plus_soap,10,244,0.8801887505979655,-2.4703897053670154,3.1960256155369904,0.19363840418116934,0.19193402073072927
future,linear,0.1,crystallize_48ps,radial_control,plus_tda,10,244,-0.5771840571334286,-0.9572044061023188,-0.23258584910132885,0.19363840418116934,0.19475605417859063
future,linear,0.1,crystallize_48ps,radial_control,current_order,10,244,0.04974488852534931,-0.18202384009735617,0.3013590244684283,0.19363840418116934,0.19354207897286715
future,linear,0.1,crystallize_48ps,plus_radial_duplicate,plus_gatr,10,244,-0.0005098821293847422,-0.0024134960415311824,0.001138014394197473,0.19431601265933532,0.1943170034419584
future,linear,0.1,crystallize_48ps,plus_radial_duplicate,plus_angular_delta,10,244,0.01607780738706044,-0.16803788541748244,0.17985506024128517,0.19431601265933532,0.19428477090509774
future,linear,0.1,crystallize_48ps,current_order,current_order_radial_duplicate,10,244,0.11227481528557348,-0.1524536531694931,0.30423209650873306,0.19354207897286715,0.1933247799612005
future,linear,0.1,crystallize_48ps,current_order,current_order_plus_gatr,10,244,0.18031046053230693,-0.15850700570558818,0.447476220816434,0.19354207897286715,0.19319310235894738
future,linear,0.1,crystallize_48ps,current_order_radial_duplicate,current_order_plus_gatr,10,244,0.0681121180014066,-0.11560988707219888,0.22981548445099031,0.1933247799612005,0.19319310235894738
future,linear,0.1,crystallize_96ps,radial,radial_control,10,244,0.31157982691969455,0.0015333787080618107,0.5309723936090083,0.35077345971163704,0.3496805203729873
future,linear,0.1,crystallize_96ps,radial_control,plus_radial_duplicate,10,244,-1.810545577660494,-3.0226148921236318,-0.06926376640667975,0.3496805203729873,0.35601164557054066
future,linear,0.1,crystallize_96ps,radial_control,plus_gatr,10,244,-1.8118926885574593,-3.023350300046035,-0.0713243917915829,0.3496805203729873,0.3560163561549351
future,linear,0.1,crystallize_96ps,radial_control,plus_angular_delta,10,244,-0.8465363877317111,-1.8891782867456186,0.10130133108288142,0.3496805203729873,0.35264069321875424
future,linear,0.1,crystallize_96ps,radial_control,plus_mace,10,244,-2.205606439528718,-3.734832796926991,-0.032537579836988684,0.3496805203729873,0.35739309644811146
future,linear,0.1,crystallize_96ps,radial_control,plus_soap,10,244,-1.921148627074798,-3.2163798969702784,-0.5218074446920795,0.3496805203729873,0.356398402889281
future,linear,0.1,crystallize_96ps,radial_control,plus_tda,10,244,-2.1506056985985733,-3.542337757789382,-0.39582932565238593,0.3496805203729873,0.35720076957101793
future,linear,0.1,crystallize_96ps,radial_control,current_order,10,244,-0.7962829037057917,-2.1931897275118573,0.5595484682170415,0.3496805203729873,0.35246496657430687
future,linear,0.1,crystallize_96ps,plus_radial_duplicate,plus_gatr,10,244,-0.0013231545802128153,-0.005402637363216556,0.0031106591245833037,0.35601164557054066,0.3560163561549351
future,linear,0.1,crystallize_96ps,plus_radial_duplicate,plus_angular_delta,10,244,0.9468657538952541,-0.08848483972709875,1.881827431464267,0.35601164557054066,0.35264069321875424
future,linear,0.1,crystallize_96ps,current_order,current_order_radial_duplicate,10,244,-0.5753819834729113,-1.340456183436034,0.22720225104925218,0.35246496657430687,0.35449298649002925
future,linear,0.1,crystallize_96ps,current_order,current_order_plus_gatr,10,244,-0.6399270031802518,-1.4721214045246844,0.2005378369857369,0.35246496657430687,0.3547204850721661
future,linear,0.1,crystallize_96ps,current_order_radial_duplicate,current_order_plus_gatr,10,244,-0.06417576392396818,-0.14983423394193174,0.019837771588582243,0.35449298649002925,0.3547204850721661
future,nonlinear,0.1,crystallize_24ps,radial,radial_control,10,244,0.6474008074629944,0.09598704319285778,1.227369269630041,0.10905433408818306,0.10834831544872277
future,nonlinear,0.1,crystallize_24ps,radial_control,plus_radial_duplicate,10,244,0.4116673154852091,-0.7791948118940817,2.5462478956605623,0.10834831544872277,0.10790228084714157
future,nonlinear,0.1,crystallize_24ps,radial_control,plus_gatr,10,244,0.35438031879732046,-0.8360151560924761,2.4745234028330416,0.10834831544872277,0.10796435034302405
future,nonlinear,0.1,crystallize_24ps,radial_control,plus_angular_delta,10,244,0.44224541641801896,-0.4271000970542893,2.0111110003305877,0.10834831544872277,0.10786914998988466
future,nonlinear,0.1,crystallize_24ps,radial_control,plus_mace,10,244,3.922136080019889,2.477866361340597,5.086372289368324,0.10834831544872277,0.10409874707641464
future,nonlinear,0.1,crystallize_24ps,radial_control,plus_soap,10,244,0.6286278399803447,-0.6108394165057146,2.9067005222754454,0.10834831544872277,0.10766720777366237
future,nonlinear,0.1,crystallize_24ps,radial_control,plus_tda,10,244,0.7412885474008868,-1.5026908018356488,2.6084952193618918,0.10834831544872277,0.1075451417949996
future,nonlinear,0.1,crystallize_24ps,radial_control,current_order,10,244,1.393432504023051,0.3737902426790063,2.8063805730630387,0.10834831544872277,0.10683855480369883
future,nonlinear,0.1,crystallize_24ps,plus_radial_duplicate,plus_gatr,10,244,-0.05752380338504004,-0.08640523520866417,-0.02355737656694057,0.10790228084714157,0.10796435034302405
future,nonlinear,0.1,crystallize_24ps,plus_radial_duplicate,plus_angular_delta,10,244,0.030704501329170686,-0.8912888915970862,0.7065855890771466,0.10790228084714157,0.10786914998988466
future,nonlinear,0.1,crystallize_24ps,current_order,current_order_radial_duplicate,10,244,-1.520537030365654,-2.3638906381934444,-0.7216251371056082,0.10683855480369883,0.10846307459219658
future,nonlinear,0.1,crystallize_24ps,current_order,current_order_plus_gatr,10,244,-1.0973988852595928,-1.8591302017240352,-0.47152143421644865,0.10683855480369883,0.10801099991314209
future,nonlinear,0.1,crystallize_24ps,current_order_radial_duplicate,current_order_plus_gatr,10,244,0.416800538574269,-0.47886803913874676,1.2390083894954107,0.10846307459219658,0.10801099991314209
future,nonlinear,0.1,crystallize_48ps,radial,radial_control,10,244,0.8003806426003512,-0.3162345333121097,1.6810672349136913,0.19506538359041453,0.19350411801974274
future,nonlinear,0.1,crystallize_48ps,radial_control,plus_radial_duplicate,10,244,-0.7828852060259406,-1.3813573155158443,0.03901645864967662,0.19350411801974274,0.19501903313277028
future,nonlinear,0.1,crystallize_48ps,radial_control,plus_gatr,10,244,-0.761253545730578,-1.3338197238183984,0.027002974733647545,0.19350411801974274,0.19497717497930273
future,nonlinear,0.1,crystallize_48ps,radial_control,plus_angular_delta,10,244,-0.4373339764123241,-0.8647043840234847,0.022057584025114707,0.19350411801974274,0.19435037727360008
future,nonlinear,0.1,crystallize_48ps,radial_control,plus_mace,10,244,-0.45840218660373466,-1.0367768792616472,0.18221285726637212,0.19350411801974274,0.1943911451279135
future,nonlinear,0.1,crystallize_48ps,radial_control,plus_soap,10,244,0.6982202813230587,-0.5417273808677958,1.635194045603816,0.19350411801974274,0.1921530330225336
future,nonlinear,0.1,crystallize_48ps,radial_control,plus_tda,10,244,0.5700703468608626,-1.4823456669273565,2.4033017827567837,0.19350411801974274,0.19240100842295754
future,nonlinear,0.1,crystallize_48ps,radial_control,current_order,10,244,0.7660890984983237,-0.39701832216121336,2.018345913516708,0.19350411801974274,0.19202170406644817
future,nonlinear,0.1,crystallize_48ps,plus_radial_duplicate,plus_gatr,10,244,0.021463624752493526,-0.015589439125163196,0.05161436766732613,0.19501903313277028,0.19497717497930273
future,nonlinear,0.1,crystallize_48ps,plus_radial_duplicate,plus_angular_delta,10,244,0.3428669747916224,-0.12122883589611444,0.6909244208499588,0.19501903313277028,0.19435037727360008
future,nonlinear,0.1,crystallize_48ps,current_order,current_order_radial_duplicate,10,244,-0.7711906013565306,-2.0142941620526766,0.3464318544639025,0.19202170406644817,0.19350255740077327
future,nonlinear,0.1,crystallize_48ps,current_order,current_order_plus_gatr,10,244,-1.1819903495507766,-3.0084012413390315,0.46894439143468913,0.19202170406644817,0.19429138207755656
future,nonlinear,0.1,crystallize_48ps,current_order_radial_duplicate,current_order_plus_gatr,10,244,-0.4076559438692673,-1.3304910496708233,0.7529626601326833,0.19350255740077327,0.19429138207755656
future,nonlinear,0.1,crystallize_96ps,radial,radial_control,10,244,0.8770473991069339,0.2338137965625542,1.488142175761653,0.35446146377158755,0.35135266872274246
future,nonlinear,0.1,crystallize_96ps,radial_control,plus_radial_duplicate,10,244,0.7781662912991316,0.035278510941183505,1.6410109107249493,0.35135266872274246,0.34861856069116215
future,nonlinear,0.1,crystallize_96ps,radial_control,plus_gatr,10,244,0.7945981624354337,0.06836440035610236,1.6115963487526086,0.35135266872274246,0.3485608268734037
future,nonlinear,0.1,crystallize_96ps,radial_control,plus_angular_delta,10,244,0.8765135736956364,0.2467719638923782,1.4093633659649996,0.35135266872274246,0.34827301488984574
future,nonlinear,0.1,crystallize_96ps,radial_control,plus_mace,10,244,0.15867553825603675,-0.6630199931168201,1.2675744196644967,0.35135266872274246,0.3507951579844697
future,nonlinear,0.1,crystallize_96ps,radial_control,plus_soap,10,244,-4.061036765936188,-8.43696927931672,0.3272105996656838,0.35135266872274246,0.365621229777671
future,nonlinear,0.1,crystallize_96ps,radial_control,plus_tda,10,244,-0.5193099966156911,-1.374088491946968,0.41308639016776794,0.35135266872274246,0.35317727825479567
future,nonlinear,0.1,crystallize_96ps,radial_control,current_order,10,244,0.40254935989838536,-0.8733353741924965,2.2399310742917122,0.35135266872274246,0.34993830080381316
future,nonlinear,0.1,crystallize_96ps,plus_radial_duplicate,plus_gatr,10,244,0.016560741242233057,-0.04858520484479267,0.056724080152798756,0.34861856069116215,0.3485608268734037
future,nonlinear,0.1,crystallize_96ps,plus_radial_duplicate,plus_angular_delta,10,244,0.09911858985113264,-0.91364930881217,0.7262240648360119,0.34861856069116215,0.34827301488984574
future,nonlinear,0.1,crystallize_96ps,current_order,current_order_radial_duplicate,10,244,0.8486328230752349,-0.5812489983431091,1.841676325851982,0.34993830080381316,0.34696860952268027
future,nonlinear,0.1,crystallize_96ps,current_order,current_order_plus_gatr,10,244,-0.14648391236646852,-1.531224015319288,0.7836601722321257,0.34993830080381316,0.3504509041176993
future,nonlinear,0.1,crystallize_96ps,current_order_radial_duplicate,current_order_plus_gatr,10,244,-1.003633902158918,-1.983563069265637,0.03981342260775955,0.34696860952268027,0.3504509041176993
