task,family,method,source,temperature_K,target,n,loss,constant_loss,r2_vs_training_mean,positive,prevalence,auroc,average_precision
structure,linear,radial,881,520.0,bond_order,3204,0.5701086500967669,1.1054918654859478,0.4842941247277647,,,,
structure,linear,radial,881,520.0,angular_arrangement,3204,0.42580427844541446,0.9471245493468059,0.5504241984445712,,,,
structure,linear,radial,1009,520.0,q4,3204,0.791206719833901,0.9613344766008304,0.17697041030764005,,,,
structure,linear,radial,1009,520.0,q6,3204,0.16682862454434516,0.8452513942548165,0.8026283947257807,,,,
structure,linear,radial,1009,520.0,w4,3204,1.1208840967246259,1.348238873478116,0.16863093122880535,,,,
structure,linear,radial,1009,520.0,w6,3204,0.54089241258053,0.5904270287266868,0.08389625429747527,,,,
structure,linear,radial,1009,520.0,qbar6,3204,0.07653024613665754,0.9598637754595245,0.9202696798303285,,,,
structure,linear,radial,1009,520.0,q6_coherence,3204,0.09710245966277642,0.9522519977741307,0.8980286101895807,,,,
structure,linear,radial,1009,520.0,bond_order,3204,0.46557409324713933,0.9428945910490175,0.5062289065322086,,,,
structure,linear,radial,1009,520.0,angular_arrangement,3204,0.38140545104276685,0.8876590829829124,0.5703243977844713,,,,
structure,linear,radial_control,911,400.0,q4,3204,0.7802630141736103,0.9820558994348063,0.20548003975876727,,,,
structure,linear,radial_control,911,400.0,q6,3204,0.32584938284394815,1.0523700894353636,0.6903661685987497,,,,
structure,linear,radial_control,911,400.0,w4,3204,0.5423203590877702,0.8272883220768318,0.3444602750751703,,,,
structure,linear,radial_control,911,400.0,w6,3204,1.2340781744506526,1.318123824294339,0.0637615740605253,,,,
structure,linear,radial_control,911,400.0,qbar6,3204,0.1951196142454104,1.130057230471389,0.8273365197937641,,,,
structure,linear,radial_control,911,400.0,q6_coherence,3204,0.27123618461250576,1.1593535205619419,0.7660453176689049,,,,
structure,linear,radial_control,911,400.0,bond_order,3204,0.5581444549023161,1.0782081477124452,0.4823407186390771,,,,
structure,linear,radial_control,911,400.0,angular_arrangement,3204,0.37804530535665776,0.9900156246321791,0.6181420818513716,,,,
structure,linear,radial_control,913,400.0,q4,3204,1.0666633546508046,1.1760511349046043,0.09301277555645804,,,,
structure,linear,radial_control,913,400.0,q6,3204,0.367299522701603,1.6974295734084182,0.7836142786389246,,,,
structure,linear,radial_control,913,400.0,w4,3204,0.5978909142640443,0.7315208380997806,0.18267411791420363,,,,
structure,linear,radial_control,913,400.0,w6,3204,1.5754878726995891,1.5689214076725528,-0.004185337133475242,,,,
structure,linear,radial_control,913,400.0,qbar6,3204,0.16763559875584647,1.3517218428286248,0.8759836576990938,,,,
structure,linear,radial_control,913,400.0,q6_coherence,3204,0.21793662443351738,1.341913434198334,0.8375926353522842,,,,
structure,linear,radial_control,913,400.0,bond_order,3204,0.6654856479175675,1.3112597051853858,0.4924837198261338,,,,
structure,linear,radial_control,913,400.0,angular_arrangement,3204,0.5289015151265964,1.2227013551235824,0.5674319710939237,,,,
structure,linear,radial_control,938,450.0,q4,3204,0.5127034741920431,0.7568703417231496,0.3226006543937464,,,,
structure,linear,radial_control,938,450.0,q6,3204,0.1569163889418892,1.0341458990565506,0.8482647476675741,,,,
structure,linear,radial_control,938,450.0,w4,3204,0.4968914545485228,0.8877326555042099,0.44026903655323923,,,,
structure,linear,radial_control,938,450.0,w6,3204,0.5065233635188183,0.553379360633151,0.08467246964310737,,,,
structure,linear,radial_control,938,450.0,qbar6,3204,0.09679631253623305,1.062759235667555,0.9089198105388074,,,,
structure,linear,radial_control,938,450.0,q6_coherence,3204,0.12308803881322589,1.0317503959865169,0.8806997900926083,,,,
structure,linear,radial_control,938,450.0,bond_order,3204,0.3154865054251221,0.8877729814285222,0.6446315533082903,,,,
structure,linear,radial_control,938,450.0,angular_arrangement,3204,0.34034799002919663,0.9204509006800198,0.6302377565411137,,,,
structure,linear,radial_control,942,450.0,q4,3204,0.5999954206284741,0.8693157246206851,0.3098072384572653,,,,
structure,linear,radial_control,942,450.0,q6,3204,0.14823776771519928,0.9459332926648407,0.8432894064891294,,,,
structure,linear,radial_control,942,450.0,w4,3204,0.5624435552480221,0.9866437199087402,0.42994259842849303,,,,
structure,linear,radial_control,942,450.0,w6,3204,0.640514720407712,0.703698841184242,0.0897885815332573,,,,
structure,linear,radial_control,942,450.0,qbar6,3204,0.07208893143437606,1.0849502522777519,0.9335555420324277,,,,
structure,linear,radial_control,942,450.0,q6_coherence,3204,0.11102626514021752,1.038443473851876,0.8930839588905208,,,,
structure,linear,radial_control,942,450.0,bond_order,3204,0.3557177767623335,0.9381642174180227,0.6208363417000432,,,,
structure,linear,radial_control,942,450.0,angular_arrangement,3204,0.3287299484134076,1.0412728733662904,0.6842999017628594,,,,
structure,linear,radial_control,970,500.0,q4,3204,0.4759762128687373,0.7025795348422363,0.32253049047946236,,,,
structure,linear,radial_control,970,500.0,q6,3204,0.10741406996067483,0.9755876862048958,0.8898980876044847,,,,
structure,linear,radial_control,970,500.0,w4,3204,0.4200131961093476,0.820544480253567,0.48812866795526555,,,,
structure,linear,radial_control,970,500.0,w6,3204,0.4490258713842876,0.5113808606390153,0.12193453852928648,,,,
structure,linear,radial_control,970,500.0,qbar6,3204,0.0657192513894004,1.2329049515565487,0.9466956059293707,,,,
structure,linear,radial_control,970,500.0,q6_coherence,3204,0.08963834855993315,1.1822379003759167,0.9241790941303516,,,,
structure,linear,radial_control,970,500.0,bond_order,3204,0.2679644917120635,0.9042059023120298,0.7036466019223214,,,,
structure,linear,radial_control,970,500.0,angular_arrangement,3204,0.2768140653244623,1.0508891967333844,0.7365906261241247,,,,
structure,linear,radial_control,971,500.0,q4,3204,0.6703679553104375,0.9137848572136844,0.2663831644633229,,,,
structure,linear,radial_control,971,500.0,q6,3204,0.18442207490697196,0.8984595439679773,0.7947352486318013,,,,
structure,linear,radial_control,971,500.0,w4,3204,0.6235087770709145,0.9795531492264641,0.36347631819336357,,,,
structure,linear,radial_control,971,500.0,w6,3204,0.7951127574763796,0.8437117098714971,0.057601372395933104,,,,
structure,linear,radial_control,971,500.0,qbar6,3204,0.0908119471562362,0.8383279723250536,0.8916749170323226,,,,
structure,linear,radial_control,971,500.0,q6_coherence,3204,0.12038621817468832,0.8566104048560857,0.8594621107889604,,,,
structure,linear,radial_control,971,500.0,bond_order,3204,0.41410162168260467,0.8884079395767936,0.5338834748821941,,,,
structure,linear,radial_control,971,500.0,angular_arrangement,3204,0.37347157450681573,0.8696989639025777,0.5705737387211014,,,,
structure,linear,radial_control,1000,510.0,q4,3204,1.17276640419384,1.2177143003958968,0.036911692822728326,,,,
structure,linear,radial_control,1000,510.0,q6,3204,0.28372955600107835,1.3829358452560725,0.7948353446948645,,,,
structure,linear,radial_control,1000,510.0,w4,3204,0.848864894461403,0.9725631506031919,0.12718789115654872,,,,
structure,linear,radial_control,1000,510.0,w6,3204,1.6549506788716295,1.6594312503608568,0.00270006454817151,,,,
structure,linear,radial_control,1000,510.0,qbar6,3204,0.15831156159550863,1.0756681952764977,0.8528249117239959,,,,
structure,linear,radial_control,1000,510.0,q6_coherence,3204,0.2819803628355117,1.054869913330542,0.7326870742334334,,,,
structure,linear,radial_control,1000,510.0,bond_order,3204,0.7334339096598287,1.227197109203843,0.4023503607047676,,,,
structure,linear,radial_control,1000,510.0,angular_arrangement,3204,0.8378014125575708,1.5646813325308662,0.46455460601525156,,,,
structure,linear,radial_control,1001,510.0,q4,3204,1.075469704206191,1.2618420686753222,0.1476986455720124,,,,
structure,linear,radial_control,1001,510.0,q6,3204,0.20960426285865855,0.7127159913775732,0.70590773127803,,,,
structure,linear,radial_control,1001,510.0,w4,3204,1.2167541479675097,1.432960621627321,0.15088095959976866,,,,
structure,linear,radial_control,1001,510.0,w6,3204,0.7742712693644885,0.8220693760188509,0.058143640973272626,,,,
structure,linear,radial_control,1001,510.0,qbar6,3204,0.0979285080171199,0.727389709925581,0.8653699568734085,,,,
structure,linear,radial_control,1001,510.0,q6_coherence,3204,0.14566461681704876,0.7745531192212736,0.8119372148891503,,,,
structure,linear,radial_control,1001,510.0,bond_order,3204,0.5866154182051694,0.9552551478076537,0.3859070850845727,,,,
structure,linear,radial_control,1001,510.0,angular_arrangement,3204,0.42413469579685426,0.8739563608023455,0.5146957962437935,,,,
structure,linear,radial_control,881,520.0,q4,3204,0.8248440265955407,1.0830697491237549,0.2384202150758331,,,,
structure,linear,radial_control,881,520.0,q6,3204,0.24919288905186548,0.9290449691819821,0.7317752129143134,,,,
structure,linear,radial_control,881,520.0,w4,3204,0.7146955456067113,1.0604806328534087,0.32606449993933606,,,,
structure,linear,radial_control,881,520.0,w6,3204,1.3654182972558273,1.465280907843273,0.06815253652245568,,,,
structure,linear,radial_control,881,520.0,qbar6,3204,0.10243468013227681,1.0240428620767752,0.8999703196753526,,,,
structure,linear,radial_control,881,520.0,q6_coherence,3204,0.16941215860224448,1.0710320718364934,0.8418234494960041,,,,
structure,linear,radial_control,881,520.0,bond_order,3204,0.5709995995407444,1.1054918654859478,0.4834881943796605,,,,
structure,linear,radial_control,881,520.0,angular_arrangement,3204,0.42549808800752037,0.9471245493468059,0.5507474826822201,,,,
structure,linear,radial_control,1009,520.0,q4,3204,0.7986720881665585,0.9613344766008304,0.16920477980715676,,,,
structure,linear,radial_control,1009,520.0,q6,3204,0.16688472830522894,0.8452513942548165,0.8025620194896497,,,,
structure,linear,radial_control,1009,520.0,w4,3204,1.1222682598430067,1.348238873478116,0.16760428591719967,,,,
structure,linear,radial_control,1009,520.0,w6,3204,0.5352742547955565,0.5904270287266868,0.09341166858514705,,,,
structure,linear,radial_control,1009,520.0,qbar6,3204,0.07677574741406805,0.9598637754595245,0.9200139130395744,,,,
structure,linear,radial_control,1009,520.0,q6_coherence,3204,0.0976408299685993,0.9522519977741307,0.8974632448166738,,,,
structure,linear,radial_control,1009,520.0,bond_order,3204,0.46625265141550304,0.9428945910490175,0.5055092522094399,,,,
structure,linear,radial_control,1009,520.0,angular_arrangement,3204,0.37997946786694586,0.8876590829829124,0.5719308514367327,,,,
structure,linear,plus_radial_duplicate,911,400.0,q4,3204,0.7884335148006413,0.9820558994348063,0.19716024795085363,,,,
structure,linear,plus_radial_duplicate,911,400.0,q6,3204,0.3265673688295997,1.0523700894353636,0.6896839124296896,,,,
structure,linear,plus_radial_duplicate,911,400.0,w4,3204,0.5408642200977929,0.8272883220768318,0.34622040990497405,,,,
structure,linear,plus_radial_duplicate,911,400.0,w6,3204,1.2387081624955938,1.318123824294339,0.06024901480045741,,,,
structure,linear,plus_radial_duplicate,911,400.0,qbar6,3204,0.1952729714395962,1.130057230471389,0.8272008123357252,,,,
structure,linear,plus_radial_duplicate,911,400.0,q6_coherence,3204,0.27142944985734185,1.1593535205619419,0.765878616795178,,,,
structure,linear,plus_radial_duplicate,911,400.0,bond_order,3204,0.5602126145867609,1.0782081477124452,0.48042257353060935,,,,
structure,linear,plus_radial_duplicate,911,400.0,angular_arrangement,3204,0.37757557247794593,0.9900156246321791,0.6186165520183313,,,,
structure,linear,plus_radial_duplicate,913,400.0,q4,3204,1.067691449931169,1.1760511349046043,0.0921385828875757,,,,
structure,linear,plus_radial_duplicate,913,400.0,q6,3204,0.36845500067681625,1.6974295734084182,0.7829335564497306,,,,
structure,linear,plus_radial_duplicate,913,400.0,w4,3204,0.584424124926964,0.7315208380997806,0.20108342170391102,,,,
structure,linear,plus_radial_duplicate,913,400.0,w6,3204,1.567983109755285,1.5689214076725528,0.0005980528487146142,,,,
structure,linear,plus_radial_duplicate,913,400.0,qbar6,3204,0.16865723390852766,1.3517218428286248,0.8752278548997965,,,,
structure,linear,plus_radial_duplicate,913,400.0,q6_coherence,3204,0.2185248648037016,1.341913434198334,0.8371542759505575,,,,
structure,linear,plus_radial_duplicate,913,400.0,bond_order,3204,0.6626226306670773,1.3112597051853858,0.4946671295955093,,,,
structure,linear,plus_radial_duplicate,913,400.0,angular_arrangement,3204,0.5308481201993829,1.2227013551235824,0.5658399183292568,,,,
structure,linear,plus_radial_duplicate,938,450.0,q4,3204,0.5161776960874026,0.7568703417231496,0.31801040728821195,,,,
structure,linear,plus_radial_duplicate,938,450.0,q6,3204,0.15758829568547258,1.0341458990565506,0.8476150262460644,,,,
structure,linear,plus_radial_duplicate,938,450.0,w4,3204,0.49960074067163457,0.8877326555042099,0.43721711984575595,,,,
structure,linear,plus_radial_duplicate,938,450.0,w6,3204,0.5067038478104109,0.553379360633151,0.08434632034222622,,,,
structure,linear,plus_radial_duplicate,938,450.0,qbar6,3204,0.09641744147095044,1.062759235667555,0.9092763080902445,,,,
structure,linear,plus_radial_duplicate,938,450.0,q6_coherence,3204,0.12408835267441629,1.0317503959865169,0.8797302592205277,,,,
structure,linear,plus_radial_duplicate,938,450.0,bond_order,3204,0.31676272906671454,0.8877729814285222,0.6431939970092251,,,,
structure,linear,plus_radial_duplicate,938,450.0,angular_arrangement,3204,0.34112787060355093,0.9204509006800198,0.6293904755250616,,,,
structure,linear,plus_radial_duplicate,942,450.0,q4,3204,0.6047170238221586,0.8693157246206851,0.3043758364246554,,,,
structure,linear,plus_radial_duplicate,942,450.0,q6,3204,0.14836316413613795,0.9459332926648407,0.8431568427852074,,,,
structure,linear,plus_radial_duplicate,942,450.0,w4,3204,0.5642343125481006,0.9866437199087402,0.4281275994942839,,,,
structure,linear,plus_radial_duplicate,942,450.0,w6,3204,0.6407240394742876,0.703698841184242,0.089491126067474,,,,
structure,linear,plus_radial_duplicate,942,450.0,qbar6,3204,0.07237055021037579,1.0849502522777519,0.9332959736555289,,,,
structure,linear,plus_radial_duplicate,942,450.0,q6_coherence,3204,0.10781397519319588,1.038443473851876,0.8961773289466746,,,,
structure,linear,plus_radial_duplicate,942,450.0,bond_order,3204,0.3563705108973761,0.9381642174180227,0.620140584898703,,,,
structure,linear,plus_radial_duplicate,942,450.0,angular_arrangement,3204,0.3293969217019376,1.0412728733662904,0.6836593652564451,,,,
structure,linear,plus_radial_duplicate,970,500.0,q4,3204,0.4527504183551898,0.7025795348422363,0.35558837697022505,,,,
structure,linear,plus_radial_duplicate,970,500.0,q6,3204,0.10745395482676331,0.9755876862048958,0.8898572046919055,,,,
structure,linear,plus_radial_duplicate,970,500.0,w4,3204,0.42442557744757786,0.820544480253567,0.482751285687254,,,,
structure,linear,plus_radial_duplicate,970,500.0,w6,3204,0.44851560958205905,0.5113808606390153,0.1229323502221038,,,,
structure,linear,plus_radial_duplicate,970,500.0,qbar6,3204,0.06545038813698471,1.2329049515565487,0.9469136789057799,,,,
structure,linear,plus_radial_duplicate,970,500.0,q6_coherence,3204,0.08947406009638957,1.1822379003759167,0.9243180580930966,,,,
structure,linear,plus_radial_duplicate,970,500.0,bond_order,3204,0.2646783347408274,0.9042059023120298,0.7072809035375105,,,,
structure,linear,plus_radial_duplicate,970,500.0,angular_arrangement,3204,0.27727833251517464,1.0508891967333844,0.7361488410223695,,,,
structure,linear,plus_radial_duplicate,971,500.0,q4,3204,0.6789835006590531,0.9137848572136844,0.2569547467339176,,,,
structure,linear,plus_radial_duplicate,971,500.0,q6,3204,0.18454155937163616,0.8984595439679773,0.7946022604906364,,,,
structure,linear,plus_radial_duplicate,971,500.0,w4,3204,0.6149237177051865,0.9795531492264641,0.37224057909386443,,,,
structure,linear,plus_radial_duplicate,971,500.0,w6,3204,0.7959876450313698,0.8437117098714971,0.056564421569301304,,,,
structure,linear,plus_radial_duplicate,971,500.0,qbar6,3204,0.09129075069482456,0.8383279723250536,0.8911037759581909,,,,
structure,linear,plus_radial_duplicate,971,500.0,q6_coherence,3204,0.12090709060096093,0.8566104048560857,0.858854048566835,,,,
structure,linear,plus_radial_duplicate,971,500.0,bond_order,3204,0.41443904401050524,0.8884079395767936,0.5335036692626481,,,,
structure,linear,plus_radial_duplicate,971,500.0,angular_arrangement,3204,0.3741243973036845,0.8696989639025777,0.569823107958085,,,,
structure,linear,plus_radial_duplicate,1000,510.0,q4,3204,1.1946104252505434,1.2177143003958968,0.018973149233643682,,,,
structure,linear,plus_radial_duplicate,1000,510.0,q6,3204,0.2831226504075428,1.3829358452560725,0.7952741977303234,,,,
structure,linear,plus_radial_duplicate,1000,510.0,w4,3204,0.8585766577116498,0.9725631506031919,0.11720215064784911,,,,
structure,linear,plus_radial_duplicate,1000,510.0,w6,3204,1.6619850489912884,1.6594312503608568,-0.001538960188845584,,,,
structure,linear,plus_radial_duplicate,1000,510.0,qbar6,3204,0.1615620355158798,1.0756681952764977,0.8498030933466889,,,,
structure,linear,plus_radial_duplicate,1000,510.0,q6_coherence,3204,0.287272969075357,1.054869913330542,0.7276697671958907,,,,
structure,linear,plus_radial_duplicate,1000,510.0,bond_order,3204,0.7411882978253769,1.227197109203843,0.39603158101779545,,,,
structure,linear,plus_radial_duplicate,1000,510.0,angular_arrangement,3204,0.817673554312461,1.5646813325308662,0.4774184766492503,,,,
structure,linear,plus_radial_duplicate,1001,510.0,q4,3204,1.0730782443818527,1.2618420686753222,0.1495938588349912,,,,
structure,linear,plus_radial_duplicate,1001,510.0,q6,3204,0.2097177450230904,0.7127159913775732,0.7057485063331645,,,,
structure,linear,plus_radial_duplicate,1001,510.0,w4,3204,1.2149758403705344,1.432960621627321,0.15212196201821326,,,,
structure,linear,plus_radial_duplicate,1001,510.0,w6,3204,0.7735918270865706,0.8220693760188509,0.0589701433315144,,,,
structure,linear,plus_radial_duplicate,1001,510.0,qbar6,3204,0.09618022712647792,0.727389709925581,0.867773456492369,,,,
structure,linear,plus_radial_duplicate,1001,510.0,q6_coherence,3204,0.14546148695847266,0.7745531192212736,0.8121994691536225,,,,
structure,linear,plus_radial_duplicate,1001,510.0,bond_order,3204,0.5855008951578331,0.9552551478076537,0.38707381320940326,,,,
structure,linear,plus_radial_duplicate,1001,510.0,angular_arrangement,3204,0.4239340932896735,0.8739563608023455,0.514925330023943,,,,
structure,linear,plus_radial_duplicate,881,520.0,q4,3204,0.8224677846160693,1.0830697491237549,0.2406142030266496,,,,
structure,linear,plus_radial_duplicate,881,520.0,q6,3204,0.25023682348196413,0.9290449691819821,0.7306515488671168,,,,
structure,linear,plus_radial_duplicate,881,520.0,w4,3204,0.7129521074961632,1.0604806328534087,0.32770850743606617,,,,
structure,linear,plus_radial_duplicate,881,520.0,w6,3204,1.3669285515451786,1.465280907843273,0.06712184385372078,,,,
structure,linear,plus_radial_duplicate,881,520.0,qbar6,3204,0.10276654228322195,1.0240428620767752,0.899646249108353,,,,
structure,linear,plus_radial_duplicate,881,520.0,q6_coherence,3204,0.16961561699890526,1.0710320718364934,0.8416334846928849,,,,
structure,linear,plus_radial_duplicate,881,520.0,bond_order,3204,0.5708279044035837,1.1054918654859478,0.48364350546110857,,,,
structure,linear,plus_radial_duplicate,881,520.0,angular_arrangement,3204,0.42556849999754826,0.9471245493468059,0.550673139777608,,,,
structure,linear,plus_radial_duplicate,1009,520.0,q4,3204,0.7974017006180791,0.9613344766008304,0.17052626320279174,,,,
structure,linear,plus_radial_duplicate,1009,520.0,q6,3204,0.1670652529954577,0.8452513942548165,0.8023484443433017,,,,
structure,linear,plus_radial_duplicate,1009,520.0,w4,3204,1.122464249874193,1.348238873478116,0.1674589184789499,,,,
structure,linear,plus_radial_duplicate,1009,520.0,w6,3204,0.5355830113185012,0.5904270287266868,0.09288873093506933,,,,
structure,linear,plus_radial_duplicate,1009,520.0,qbar6,3204,0.07683282771447275,0.9598637754595245,0.9199544459549066,,,,
structure,linear,plus_radial_duplicate,1009,520.0,q6_coherence,3204,0.09785205550675494,0.9522519977741307,0.8972414279670906,,,,
structure,linear,plus_radial_duplicate,1009,520.0,bond_order,3204,0.46619984967124317,0.9428945910490175,0.5055652518352317,,,,
structure,linear,plus_radial_duplicate,1009,520.0,angular_arrangement,3204,0.37900700334174847,0.8876590829829124,0.5730263897394892,,,,
structure,linear,plus_gatr,911,400.0,q4,3204,0.7885576331705451,0.9820558994348063,0.19703386169323311,,,,
structure,linear,plus_gatr,911,400.0,q6,3204,0.32665783284410715,1.0523700894353636,0.6895979502616123,,,,
structure,linear,plus_gatr,911,400.0,w4,3204,0.5408655708537493,0.8272883220768318,0.34621877715382743,,,,
