task,family,method,source,temperature_K,caliper_A,target,n,loss,true_contrast_rms
structure,linear,plus_gatr,1001,510.0,0.1,bond_order,11038,0.44546899471044554,0.6569598537411243
structure,linear,plus_gatr,1001,510.0,0.1,angular_arrangement,11038,0.47853560481382756,0.8038537170449556
structure,linear,plus_gatr,881,520.0,0.1,q4,7220,2.1649351334053124,1.456085097712625
structure,linear,plus_gatr,881,520.0,0.1,q6,7220,0.31097167950121885,0.5538194099410891
structure,linear,plus_gatr,881,520.0,0.1,w4,7220,2.4367815446855094,1.543980384081562
structure,linear,plus_gatr,881,520.0,0.1,w6,7220,1.4354115714375943,1.199140873534706
structure,linear,plus_gatr,881,520.0,0.1,qbar6,7220,0.11942156306005323,0.29781480209504785
structure,linear,plus_gatr,881,520.0,0.1,q6_coherence,7220,0.16944390107636853,0.3589105380939715
structure,linear,plus_gatr,881,520.0,0.1,bond_order,7220,1.1061608988610092,1.0381252687995095
structure,linear,plus_gatr,881,520.0,0.1,angular_arrangement,7220,0.8950132175749763,1.0028674037362708
structure,linear,plus_gatr,1009,520.0,0.1,q4,13594,1.371579797197291,1.1698018970890318
structure,linear,plus_gatr,1009,520.0,0.1,q6,13594,0.19533292330370194,0.4344309270350266
structure,linear,plus_gatr,1009,520.0,0.1,w4,13594,2.0166846293167353,1.4351748440500554
structure,linear,plus_gatr,1009,520.0,0.1,w6,13594,0.299490126792403,0.5394766852500842
structure,linear,plus_gatr,1009,520.0,0.1,qbar6,13594,0.09718592868904385,0.26619902782914234
structure,linear,plus_gatr,1009,520.0,0.1,q6_coherence,13594,0.08665125957105467,0.2222729122037974
structure,linear,plus_gatr,1009,520.0,0.1,bond_order,13594,0.6778207774783717,0.819369249853901
structure,linear,plus_gatr,1009,520.0,0.1,angular_arrangement,13594,0.6786436234159812,0.9070728693780314
structure,linear,plus_angular_delta,911,400.0,0.05,q4,91,0.625120016936804,0.7864290239137353
structure,linear,plus_angular_delta,911,400.0,0.05,q6,91,0.08505511736707903,0.28107120380936584
structure,linear,plus_angular_delta,911,400.0,0.05,w4,91,0.9898309852757884,1.0039194051485754
structure,linear,plus_angular_delta,911,400.0,0.05,w6,91,0.011880385609316308,0.09833909551856254
structure,linear,plus_angular_delta,911,400.0,0.05,qbar6,91,0.051326237036606125,0.1637500602188683
structure,linear,plus_angular_delta,911,400.0,0.05,q6_coherence,91,0.03515741136682857,0.08737102635964063
structure,linear,plus_angular_delta,911,400.0,0.05,bond_order,91,0.29972835893207034,0.5399759500006852
structure,linear,plus_angular_delta,911,400.0,0.05,angular_arrangement,91,0.3458385484143021,0.613096792440957
structure,linear,plus_angular_delta,913,400.0,0.05,q4,158,0.07818294705026348,0.16580978263499452
structure,linear,plus_angular_delta,913,400.0,0.05,q6,158,0.01714163992549199,0.11235314043889053
structure,linear,plus_angular_delta,913,400.0,0.05,w4,158,0.057989720010644376,0.21209998368458238
structure,linear,plus_angular_delta,913,400.0,0.05,w6,158,0.018291834843185417,0.07868418925212133
structure,linear,plus_angular_delta,913,400.0,0.05,qbar6,158,0.02512892595849079,0.040421867971188956
structure,linear,plus_angular_delta,913,400.0,0.05,q6_coherence,158,0.02467717336187165,0.024684560340675978
structure,linear,plus_angular_delta,913,400.0,0.05,bond_order,158,0.03690204019165796,0.12485790045134083
structure,linear,plus_angular_delta,913,400.0,0.05,angular_arrangement,158,0.10594763788082508,0.37381207866282845
structure,linear,plus_angular_delta,938,450.0,0.05,q4,13,1.5374797007248941,1.2555246469716765
structure,linear,plus_angular_delta,938,450.0,0.05,q6,13,0.2234497626414757,0.5500440943831092
structure,linear,plus_angular_delta,938,450.0,0.05,w4,13,2.326999161104882,1.547580763054549
structure,linear,plus_angular_delta,938,450.0,0.05,w6,13,0.057275263381519434,0.2132062701016716
structure,linear,plus_angular_delta,938,450.0,0.05,qbar6,13,0.09078254754367418,0.35945473949190987
structure,linear,plus_angular_delta,938,450.0,0.05,q6_coherence,13,0.043386758048893685,0.2256067345542457
structure,linear,plus_angular_delta,938,450.0,0.05,bond_order,13,0.7132288655742232,0.8659734296468224
structure,linear,plus_angular_delta,938,450.0,0.05,angular_arrangement,13,1.0005365860117337,1.0600659779537185
structure,linear,plus_angular_delta,942,450.0,0.05,q4,206,0.05204912426905213,0.18808513950432873
structure,linear,plus_angular_delta,942,450.0,0.05,q6,206,0.02613234418577743,0.11409508279772727
structure,linear,plus_angular_delta,942,450.0,0.05,w4,206,0.08629276177707071,0.2723829738548929
structure,linear,plus_angular_delta,942,450.0,0.05,w6,206,0.01368021288982736,0.09270735987560787
structure,linear,plus_angular_delta,942,450.0,0.05,qbar6,206,0.026970771218299886,0.04026644987015386
structure,linear,plus_angular_delta,942,450.0,0.05,q6_coherence,206,0.02877306868504204,0.0203954079111501
structure,linear,plus_angular_delta,942,450.0,0.05,bond_order,206,0.03898304717084493,0.1490068266283638
structure,linear,plus_angular_delta,942,450.0,0.05,angular_arrangement,206,0.13439238316894106,0.3904597233780116
structure,linear,plus_angular_delta,970,500.0,0.05,q4,82,0.16081988789323887,0.4122969130415288
structure,linear,plus_angular_delta,970,500.0,0.05,q6,82,0.030056212774716557,0.15570356584334472
structure,linear,plus_angular_delta,970,500.0,0.05,w4,82,0.13473457311432094,0.3966564763436262
structure,linear,plus_angular_delta,970,500.0,0.05,w6,82,0.013849129022247615,0.10562520457987064
structure,linear,plus_angular_delta,970,500.0,0.05,qbar6,82,0.02026421788177674,0.07958244387716755
structure,linear,plus_angular_delta,970,500.0,0.05,q6_coherence,82,0.018162619999723073,0.04325246021223588
structure,linear,plus_angular_delta,970,500.0,0.05,bond_order,82,0.06298110678100396,0.24863947449927762
structure,linear,plus_angular_delta,970,500.0,0.05,angular_arrangement,82,0.18484425331378895,0.4564394598621464
structure,linear,plus_angular_delta,971,500.0,0.05,q4,16,0.475256291636302,0.6995239887906375
structure,linear,plus_angular_delta,971,500.0,0.05,q6,16,0.07193095750622124,0.19126547100619057
structure,linear,plus_angular_delta,971,500.0,0.05,w4,16,0.502206941875248,0.7208948353117678
structure,linear,plus_angular_delta,971,500.0,0.05,w6,16,0.024420280864005085,0.1406353350802877
structure,linear,plus_angular_delta,971,500.0,0.05,qbar6,16,0.0557744404051381,0.13026485036415222
structure,linear,plus_angular_delta,971,500.0,0.05,q6_coherence,16,0.04487116986373788,0.08282895095921848
structure,linear,plus_angular_delta,971,500.0,0.05,bond_order,16,0.19574334702510873,0.4260699314084698
structure,linear,plus_angular_delta,971,500.0,0.05,angular_arrangement,16,0.20237702012454195,0.4772211851500516
structure,linear,plus_angular_delta,1000,510.0,0.05,q4,2,0.035952722649394114,0.18959328285465324
structure,linear,plus_angular_delta,1000,510.0,0.05,q6,2,0.02503547780003447,0.18444600397720076
structure,linear,plus_angular_delta,1000,510.0,0.05,w4,2,0.05234909348296519,0.18940047086597553
structure,linear,plus_angular_delta,1000,510.0,0.05,w6,2,0.049003885025533975,0.1854566227772121
structure,linear,plus_angular_delta,1000,510.0,0.05,qbar6,2,0.01693364056452873,0.05976879124222398
structure,linear,plus_angular_delta,1000,510.0,0.05,q6_coherence,2,0.006101600065254344,0.02829881516315293
structure,linear,plus_angular_delta,1000,510.0,0.05,bond_order,2,0.03089606993128514,0.15524484421344417
structure,linear,plus_angular_delta,1000,510.0,0.05,angular_arrangement,2,0.18789018667768947,0.4681339093935752
structure,linear,plus_angular_delta,1001,510.0,0.05,q4,27,0.3152320500510014,0.5806120321533584
structure,linear,plus_angular_delta,1001,510.0,0.05,q6,27,0.033946513227206626,0.15791416154800664
structure,linear,plus_angular_delta,1001,510.0,0.05,w4,27,0.42223059841357186,0.632134740607913
structure,linear,plus_angular_delta,1001,510.0,0.05,w6,27,0.0197790841751091,0.1417871957623332
structure,linear,plus_angular_delta,1001,510.0,0.05,qbar6,27,0.04467177989636772,0.09907650604183864
structure,linear,plus_angular_delta,1001,510.0,0.05,q6_coherence,27,0.03888564066481588,0.06835355034916336
structure,linear,plus_angular_delta,1001,510.0,0.05,bond_order,27,0.1457909444046788,0.3642877789511647
structure,linear,plus_angular_delta,1001,510.0,0.05,angular_arrangement,27,0.27699247537897564,0.5148658056162762
structure,linear,plus_angular_delta,1009,520.0,0.05,q4,14,0.06986636847407636,0.2113813404481155
structure,linear,plus_angular_delta,1009,520.0,0.05,q6,14,0.033321964580265144,0.1575887899811701
structure,linear,plus_angular_delta,1009,520.0,0.05,w4,14,0.054287259731826666,0.21643950211051974
structure,linear,plus_angular_delta,1009,520.0,0.05,w6,14,0.011278667603392648,0.09891221474462229
structure,linear,plus_angular_delta,1009,520.0,0.05,qbar6,14,0.022265668679558478,0.08945530424463699
structure,linear,plus_angular_delta,1009,520.0,0.05,q6_coherence,14,0.012589519041961417,0.05055296745715174
structure,linear,plus_angular_delta,1009,520.0,0.05,bond_order,14,0.033934908018513454,0.15094360762280937
structure,linear,plus_angular_delta,1009,520.0,0.05,angular_arrangement,14,0.18757220661403348,0.45369065818224485
structure,linear,plus_angular_delta,911,400.0,0.1,q4,13431,1.0732513128408845,1.0266270699159583
structure,linear,plus_angular_delta,911,400.0,0.1,q6,13431,0.2100420099264993,0.4510847212905268
structure,linear,plus_angular_delta,911,400.0,0.1,w4,13431,1.4177004789779912,1.1788873541785532
structure,linear,plus_angular_delta,911,400.0,0.1,w6,13431,0.8822872001970675,0.9414256790661032
structure,linear,plus_angular_delta,911,400.0,0.1,qbar6,13431,0.08838959791332796,0.2363553336651145
structure,linear,plus_angular_delta,911,400.0,0.1,q6_coherence,13431,0.11441131442429403,0.2796867605913576
structure,linear,plus_angular_delta,911,400.0,0.1,bond_order,13431,0.6310136523800107,0.7818340400744901
structure,linear,plus_angular_delta,911,400.0,0.1,angular_arrangement,13431,0.5498921059839783,0.8252979712638587
structure,linear,plus_angular_delta,913,400.0,0.1,q4,11219,0.7638704609639727,0.8448989307302719
structure,linear,plus_angular_delta,913,400.0,0.1,q6,11219,0.22437259643491986,0.46883306725310797
structure,linear,plus_angular_delta,913,400.0,0.1,w4,11219,0.5358753561111328,0.7145189952348846
structure,linear,plus_angular_delta,913,400.0,0.1,w6,11219,1.0689424327714092,1.0293600635205897
structure,linear,plus_angular_delta,913,400.0,0.1,qbar6,11219,0.06937915473424523,0.20303463450821171
structure,linear,plus_angular_delta,913,400.0,0.1,q6_coherence,11219,0.12139825157421062,0.30413820210350695
structure,linear,plus_angular_delta,913,400.0,0.1,bond_order,11219,0.46397304209831514,0.6630109717305254
structure,linear,plus_angular_delta,913,400.0,0.1,angular_arrangement,11219,0.43481248511213805,0.7542531642816
structure,linear,plus_angular_delta,938,450.0,0.1,q4,10713,1.8934628058955072,1.3471635105358934
structure,linear,plus_angular_delta,938,450.0,0.1,q6,10713,0.31819192900852056,0.5533101707913456
structure,linear,plus_angular_delta,938,450.0,0.1,w4,10713,2.6803488286843375,1.6320479698268333
structure,linear,plus_angular_delta,938,450.0,0.1,w6,10713,0.5105945538475997,0.7083241471819619
structure,linear,plus_angular_delta,938,450.0,0.1,qbar6,10713,0.17521586813420562,0.344674321476995
structure,linear,plus_angular_delta,938,450.0,0.1,q6_coherence,10713,0.15712418248661783,0.30677619376100695
structure,linear,plus_angular_delta,938,450.0,0.1,bond_order,10713,0.9558230280094648,0.9573589855658117
structure,linear,plus_angular_delta,938,450.0,0.1,angular_arrangement,10713,0.8091264424992832,0.9872689185839557
structure,linear,plus_angular_delta,942,450.0,0.1,q4,18952,0.40671262545114234,0.6211528106411476
structure,linear,plus_angular_delta,942,450.0,0.1,q6,18952,0.0996763880809784,0.2989398844217068
structure,linear,plus_angular_delta,942,450.0,0.1,w4,18952,0.47814987557847966,0.6820119560558205
structure,linear,plus_angular_delta,942,450.0,0.1,w6,18952,0.25288099543246434,0.4933391599659156
structure,linear,plus_angular_delta,942,450.0,0.1,qbar6,18952,0.060881741984152936,0.15644052039069942
structure,linear,plus_angular_delta,942,450.0,0.1,q6_coherence,18952,0.06969870430756235,0.16765122627601994
structure,linear,plus_angular_delta,942,450.0,0.1,bond_order,18952,0.22800005513913005,0.45392735720531113
structure,linear,plus_angular_delta,942,450.0,0.1,angular_arrangement,18952,0.3146657236974836,0.6903348653220536
structure,linear,plus_angular_delta,970,500.0,0.1,q4,20747,0.2915590848750086,0.4714557417719975
structure,linear,plus_angular_delta,970,500.0,0.1,q6,20747,0.07778646280672329,0.2592551341450374
structure,linear,plus_angular_delta,970,500.0,0.1,w4,20747,0.3041713320354755,0.5211441605080807
structure,linear,plus_angular_delta,970,500.0,0.1,w6,20747,0.20444438386235536,0.44411739938881173
structure,linear,plus_angular_delta,970,500.0,0.1,qbar6,20747,0.04892207458418308,0.11966572327426174
structure,linear,plus_angular_delta,970,500.0,0.1,q6_coherence,20747,0.04986095054786121,0.13732672809140983
structure,linear,plus_angular_delta,970,500.0,0.1,bond_order,20747,0.16279071478526785,0.36320190828173043
structure,linear,plus_angular_delta,970,500.0,0.1,angular_arrangement,20747,0.32487301961541565,0.6968514217406444
structure,linear,plus_angular_delta,971,500.0,0.1,q4,10619,0.8553716714647323,0.9008294576495057
structure,linear,plus_angular_delta,971,500.0,0.1,q6,10619,0.1803744359962952,0.4132977630305768
structure,linear,plus_angular_delta,971,500.0,0.1,w4,10619,0.8662578451559118,0.9274178498987655
structure,linear,plus_angular_delta,971,500.0,0.1,w6,10619,0.5330829952842984,0.72640308493721
structure,linear,plus_angular_delta,971,500.0,0.1,qbar6,10619,0.09901780613084515,0.2603825747723752
structure,linear,plus_angular_delta,971,500.0,0.1,q6_coherence,10619,0.1065180594353296,0.2694443008106143
structure,linear,plus_angular_delta,971,500.0,0.1,bond_order,10619,0.4401038022445687,0.646847918666196
structure,linear,plus_angular_delta,971,500.0,0.1,angular_arrangement,10619,0.526663637621069,0.8297429856149184
structure,linear,plus_angular_delta,1000,510.0,0.1,q4,7473,1.865184256395572,1.3694532009823093
structure,linear,plus_angular_delta,1000,510.0,0.1,q6,7473,0.34735659645798767,0.5814350908456233
structure,linear,plus_angular_delta,1000,510.0,0.1,w4,7473,2.221793907974923,1.485107729828026
structure,linear,plus_angular_delta,1000,510.0,0.1,w6,7473,1.3324082346891415,1.1487602659941378
structure,linear,plus_angular_delta,1000,510.0,0.1,qbar6,7473,0.12890271449070356,0.2878109178255946
structure,linear,plus_angular_delta,1000,510.0,0.1,q6_coherence,7473,0.1652871729365506,0.3405745462688651
structure,linear,plus_angular_delta,1000,510.0,0.1,bond_order,7473,1.0101554804908133,0.9947772027322734
structure,linear,plus_angular_delta,1000,510.0,0.1,angular_arrangement,7473,0.9211513927366195,1.0270293560948809
structure,linear,plus_angular_delta,1001,510.0,0.1,q4,11038,0.8253130165752559,0.8978323454131423
structure,linear,plus_angular_delta,1001,510.0,0.1,q6,11038,0.17607174964109001,0.4285204217098126
structure,linear,plus_angular_delta,1001,510.0,0.1,w4,11038,0.9610043413867059,0.969194001961416
structure,linear,plus_angular_delta,1001,510.0,0.1,w6,11038,0.48659008657809305,0.6915470759393563
structure,linear,plus_angular_delta,1001,510.0,0.1,qbar6,11038,0.09863412934092859,0.29217495095791196
structure,linear,plus_angular_delta,1001,510.0,0.1,q6_coherence,11038,0.12040681649787655,0.311294475741892
structure,linear,plus_angular_delta,1001,510.0,0.1,bond_order,11038,0.4446700233366583,0.6569598537411243
structure,linear,plus_angular_delta,1001,510.0,0.1,angular_arrangement,11038,0.47646576638148264,0.8038537170449556
structure,linear,plus_angular_delta,881,520.0,0.1,q4,7220,2.1616414922016634,1.456085097712625
structure,linear,plus_angular_delta,881,520.0,0.1,q6,7220,0.3100125979560895,0.5538194099410891
structure,linear,plus_angular_delta,881,520.0,0.1,w4,7220,2.4345939507314407,1.543980384081562
structure,linear,plus_angular_delta,881,520.0,0.1,w6,7220,1.434950542419099,1.199140873534706
structure,linear,plus_angular_delta,881,520.0,0.1,qbar6,7220,0.11836537719821832,0.29781480209504785
structure,linear,plus_angular_delta,881,520.0,0.1,q6_coherence,7220,0.1684911412119778,0.3589105380939715
structure,linear,plus_angular_delta,881,520.0,0.1,bond_order,7220,1.104675850286415,1.0381252687995095
structure,linear,plus_angular_delta,881,520.0,0.1,angular_arrangement,7220,0.8935127124087706,1.0028674037362708
structure,linear,plus_angular_delta,1009,520.0,0.1,q4,13594,1.3785017182288668,1.1698018970890318
structure,linear,plus_angular_delta,1009,520.0,0.1,q6,13594,0.19589688685294382,0.4344309270350266
structure,linear,plus_angular_delta,1009,520.0,0.1,w4,13594,2.0182139123359164,1.4351748440500554
structure,linear,plus_angular_delta,1009,520.0,0.1,w6,13594,0.29930278331817045,0.5394766852500842
structure,linear,plus_angular_delta,1009,520.0,0.1,qbar6,13594,0.09401014517947419,0.26619902782914234
structure,linear,plus_angular_delta,1009,520.0,0.1,q6_coherence,13594,0.08573839345837271,0.2222729122037974
structure,linear,plus_angular_delta,1009,520.0,0.1,bond_order,13594,0.6786106398956241,0.819369249853901
structure,linear,plus_angular_delta,1009,520.0,0.1,angular_arrangement,13594,0.6774440200528352,0.9070728693780314
structure,linear,plus_soap,911,400.0,0.05,q4,91,0.02730249720160716,0.7864290239137353
structure,linear,plus_soap,911,400.0,0.05,q6,91,0.003491790544409378,0.28107120380936584
structure,linear,plus_soap,911,400.0,0.05,w4,91,0.2564962557318599,1.0039194051485754
structure,linear,plus_soap,911,400.0,0.05,w6,91,0.030820718069390775,0.09833909551856254
structure,linear,plus_soap,911,400.0,0.05,qbar6,91,0.019031411371896224,0.1637500602188683
structure,linear,plus_soap,911,400.0,0.05,q6_coherence,91,0.02432554275027603,0.08737102635964063
structure,linear,plus_soap,911,400.0,0.05,bond_order,91,0.06024470261157324,0.5399759500006852
structure,linear,plus_soap,911,400.0,0.05,angular_arrangement,91,0.1070325865485979,0.613096792440957
structure,linear,plus_soap,913,400.0,0.05,q4,158,0.009152647999803629,0.16580978263499452
structure,linear,plus_soap,913,400.0,0.05,q6,158,0.0017341447428352757,0.11235314043889053
structure,linear,plus_soap,913,400.0,0.05,w4,158,0.05097881296590395,0.21209998368458238
structure,linear,plus_soap,913,400.0,0.05,w6,158,0.03728344560990277,0.07868418925212133
structure,linear,plus_soap,913,400.0,0.05,qbar6,158,0.008621366491874399,0.040421867971188956
structure,linear,plus_soap,913,400.0,0.05,q6_coherence,158,0.013388032596864882,0.024684560340675978
structure,linear,plus_soap,913,400.0,0.05,bond_order,158,0.020193075067864153,0.12485790045134083
structure,linear,plus_soap,913,400.0,0.05,angular_arrangement,158,0.06382112330630943,0.37381207866282845
structure,linear,plus_soap,938,450.0,0.05,q4,13,0.05595793764842706,1.2555246469716765
structure,linear,plus_soap,938,450.0,0.05,q6,13,0.009033705691797215,0.5500440943831092
structure,linear,plus_soap,938,450.0,0.05,w4,13,0.6373852136262391,1.547580763054549
structure,linear,plus_soap,938,450.0,0.05,w6,13,0.1072924243826771,0.2132062701016716
structure,linear,plus_soap,938,450.0,0.05,qbar6,13,0.05224195797279653,0.35945473949190987
structure,linear,plus_soap,938,450.0,0.05,q6_coherence,13,0.07361832416742328,0.2256067345542457
structure,linear,plus_soap,938,450.0,0.05,bond_order,13,0.15592159391489338,0.8659734296468224
structure,linear,plus_soap,938,450.0,0.05,angular_arrangement,13,0.292970346732009,1.0600659779537185
structure,linear,plus_soap,942,450.0,0.05,q4,206,0.009470331786623341,0.18808513950432873
structure,linear,plus_soap,942,450.0,0.05,q6,206,0.002327687803367711,0.11409508279772727
structure,linear,plus_soap,942,450.0,0.05,w4,206,0.081769479562225,0.2723829738548929
structure,linear,plus_soap,942,450.0,0.05,w6,206,0.033170502347458074,0.09270735987560787
structure,linear,plus_soap,942,450.0,0.05,qbar6,206,0.012261791264493978,0.04026644987015386
structure,linear,plus_soap,942,450.0,0.05,q6_coherence,206,0.015546471295565028,0.0203954079111501
structure,linear,plus_soap,942,450.0,0.05,bond_order,206,0.025757710676622185,0.1490068266283638
structure,linear,plus_soap,942,450.0,0.05,angular_arrangement,206,0.07870866673508724,0.3904597233780116
structure,linear,plus_soap,970,500.0,0.05,q4,82,0.047211997082951526,0.4122969130415288
structure,linear,plus_soap,970,500.0,0.05,q6,82,0.003146241794977487,0.15570356584334472
structure,linear,plus_soap,970,500.0,0.05,w4,82,0.0794953623965404,0.3966564763436262
structure,linear,plus_soap,970,500.0,0.05,w6,82,0.033640837078425516,0.10562520457987064
structure,linear,plus_soap,970,500.0,0.05,qbar6,82,0.012412509396726085,0.07958244387716755
structure,linear,plus_soap,970,500.0,0.05,q6_coherence,82,0.017730275163058456,0.04325246021223588
structure,linear,plus_soap,970,500.0,0.05,bond_order,82,0.03227287048544658,0.24863947449927762
structure,linear,plus_soap,970,500.0,0.05,angular_arrangement,82,0.09513479214194025,0.4564394598621464
structure,linear,plus_soap,971,500.0,0.05,q4,16,0.02611035790324505,0.6995239887906375
structure,linear,plus_soap,971,500.0,0.05,q6,16,0.0019173198132606633,0.19126547100619057
structure,linear,plus_soap,971,500.0,0.05,w4,16,0.15656074717595114,0.7208948353117678
structure,linear,plus_soap,971,500.0,0.05,w6,16,0.05859495440780098,0.1406353350802877
structure,linear,plus_soap,971,500.0,0.05,qbar6,16,0.016688323882848088,0.13026485036415222
structure,linear,plus_soap,971,500.0,0.05,q6_coherence,16,0.018504490253539355,0.08282895095921848
structure,linear,plus_soap,971,500.0,0.05,bond_order,16,0.04639603223944089,0.4260699314084698
structure,linear,plus_soap,971,500.0,0.05,angular_arrangement,16,0.09051113192462704,0.4772211851500516
structure,linear,plus_soap,1000,510.0,0.05,q4,2,0.013937017956624463,0.18959328285465324
structure,linear,plus_soap,1000,510.0,0.05,q6,2,0.0018779935708217602,0.18444600397720076
structure,linear,plus_soap,1000,510.0,0.05,w4,2,0.034538764566670786,0.18940047086597553
structure,linear,plus_soap,1000,510.0,0.05,w6,2,0.027083196296141983,0.1854566227772121
structure,linear,plus_soap,1000,510.0,0.05,qbar6,2,0.013647025953115257,0.05976879124222398
structure,linear,plus_soap,1000,510.0,0.05,q6_coherence,2,0.0067448922815160186,0.02829881516315293
structure,linear,plus_soap,1000,510.0,0.05,bond_order,2,0.016304815104148378,0.15524484421344417
structure,linear,plus_soap,1000,510.0,0.05,angular_arrangement,2,0.04488268295781282,0.4681339093935752
structure,linear,plus_soap,1001,510.0,0.05,q4,27,0.007618407463911656,0.5806120321533584
structure,linear,plus_soap,1001,510.0,0.05,q6,27,0.0034436949629293367,0.15791416154800664
structure,linear,plus_soap,1001,510.0,0.05,w4,27,0.11517090217334686,0.632134740607913
structure,linear,plus_soap,1001,510.0,0.05,w6,27,0.07374981016264046,0.1417871957623332
structure,linear,plus_soap,1001,510.0,0.05,qbar6,27,0.015258779025645385,0.09907650604183864
structure,linear,plus_soap,1001,510.0,0.05,q6_coherence,27,0.01910004089369932,0.06835355034916336
structure,linear,plus_soap,1001,510.0,0.05,bond_order,27,0.0390569391136955,0.3642877789511647
structure,linear,plus_soap,1001,510.0,0.05,angular_arrangement,27,0.12428568595313615,0.5148658056162762
structure,linear,plus_soap,1009,520.0,0.05,q4,14,0.01212631934396677,0.2113813404481155
structure,linear,plus_soap,1009,520.0,0.05,q6,14,0.0052676555842322325,0.1575887899811701
structure,linear,plus_soap,1009,520.0,0.05,w4,14,0.05972711406852211,0.21643950211051974
structure,linear,plus_soap,1009,520.0,0.05,w6,14,0.03655829640873331,0.09891221474462229
structure,linear,plus_soap,1009,520.0,0.05,qbar6,14,0.008692522242408329,0.08945530424463699
structure,linear,plus_soap,1009,520.0,0.05,q6_coherence,14,0.006483454962941748,0.05055296745715174
structure,linear,plus_soap,1009,520.0,0.05,bond_order,14,0.021475893768467418,0.15094360762280937
structure,linear,plus_soap,1009,520.0,0.05,angular_arrangement,14,0.12104538017095011,0.45369065818224485
structure,linear,plus_soap,911,400.0,0.1,q4,13431,0.18685966846404103,1.0266270699159583
structure,linear,plus_soap,911,400.0,0.1,q6,13431,0.01793698188872514,0.4510847212905268
structure,linear,plus_soap,911,400.0,0.1,w4,13431,0.611204345222782,1.1788873541785532
structure,linear,plus_soap,911,400.0,0.1,w6,13431,0.8109203233062785,0.9414256790661032
structure,linear,plus_soap,911,400.0,0.1,qbar6,13431,0.0450619440035217,0.2363553336651145
structure,linear,plus_soap,911,400.0,0.1,q6_coherence,13431,0.08992372514151314,0.2796867605913576
structure,linear,plus_soap,911,400.0,0.1,bond_order,13431,0.29365116467114355,0.7818340400744901
structure,linear,plus_soap,911,400.0,0.1,angular_arrangement,13431,0.2619417630433681,0.8252979712638587
structure,linear,plus_soap,913,400.0,0.1,q4,11219,0.17776322456132276,0.8448989307302719
structure,linear,plus_soap,913,400.0,0.1,q6,11219,0.019626059231799334,0.46883306725310797
structure,linear,plus_soap,913,400.0,0.1,w4,11219,0.4463346789230161,0.7145189952348846
structure,linear,plus_soap,913,400.0,0.1,w6,11219,0.9870476474733114,1.0293600635205897
structure,linear,plus_soap,913,400.0,0.1,qbar6,11219,0.039737031841609115,0.20303463450821171
structure,linear,plus_soap,913,400.0,0.1,q6_coherence,11219,0.09209499324493203,0.30413820210350695
structure,linear,plus_soap,913,400.0,0.1,bond_order,11219,0.2937672725459985,0.6630109717305254
structure,linear,plus_soap,913,400.0,0.1,angular_arrangement,11219,0.25752466487051584,0.7542531642816
structure,linear,plus_soap,938,450.0,0.1,q4,10713,0.15844573324904365,1.3471635105358934
structure,linear,plus_soap,938,450.0,0.1,q6,10713,0.015056212871279638,0.5533101707913456
structure,linear,plus_soap,938,450.0,0.1,w4,10713,0.9223391843155522,1.6320479698268333
structure,linear,plus_soap,938,450.0,0.1,w6,10713,0.47471754651876025,0.7083241471819619
structure,linear,plus_soap,938,450.0,0.1,qbar6,10713,0.06142211060986646,0.344674321476995
structure,linear,plus_soap,938,450.0,0.1,q6_coherence,10713,0.09545054106424611,0.30677619376100695
structure,linear,plus_soap,938,450.0,0.1,bond_order,10713,0.28790522143812475,0.9573589855658117
structure,linear,plus_soap,938,450.0,0.1,angular_arrangement,10713,0.31990215449645887,0.9872689185839557
structure,linear,plus_soap,942,450.0,0.1,q4,18952,0.06305754986956381,0.6211528106411476
structure,linear,plus_soap,942,450.0,0.1,q6,18952,0.008559858551197133,0.2989398844217068
structure,linear,plus_soap,942,450.0,0.1,w4,18952,0.26882014395199194,0.6820119560558205
structure,linear,plus_soap,942,450.0,0.1,w6,18952,0.25779020335093666,0.4933391599659156
structure,linear,plus_soap,942,450.0,0.1,qbar6,18952,0.02774029262904073,0.15644052039069942
structure,linear,plus_soap,942,450.0,0.1,q6_coherence,18952,0.04607762399142761,0.16765122627601994
structure,linear,plus_soap,942,450.0,0.1,bond_order,18952,0.11200761205735964,0.45392735720531113
structure,linear,plus_soap,942,450.0,0.1,angular_arrangement,18952,0.15939292011581815,0.6903348653220536
structure,linear,plus_soap,970,500.0,0.1,q4,20747,0.05731422141165178,0.4714557417719975
structure,linear,plus_soap,970,500.0,0.1,q6,20747,0.007079170751313746,0.2592551341450374
structure,linear,plus_soap,970,500.0,0.1,w4,20747,0.2079596046233578,0.5211441605080807
structure,linear,plus_soap,970,500.0,0.1,w6,20747,0.20283014044622,0.44411739938881173
structure,linear,plus_soap,970,500.0,0.1,qbar6,20747,0.02379205434941735,0.11966572327426174
structure,linear,plus_soap,970,500.0,0.1,q6_coherence,20747,0.036144148715182865,0.13732672809140983
structure,linear,plus_soap,970,500.0,0.1,bond_order,20747,0.0891865567161906,0.36320190828173043
structure,linear,plus_soap,970,500.0,0.1,angular_arrangement,20747,0.1747333279319994,0.6968514217406444
structure,linear,plus_soap,971,500.0,0.1,q4,10619,0.14018481662265325,0.9008294576495057
structure,linear,plus_soap,971,500.0,0.1,q6,10619,0.013864330192130268,0.4132977630305768
structure,linear,plus_soap,971,500.0,0.1,w4,10619,0.47136347978088045,0.9274178498987655
