task,family,method,source,temperature_K,caliper_A,target,n,loss,true_contrast_rms,discordant,concordance
structure,linear,plus_mace,1000,510.0,0.1,w6,33,3.705282173989332,1.8846070503100016,,
structure,linear,plus_mace,1000,510.0,0.1,qbar6,33,0.07349101166000609,0.3222112522060935,,
structure,linear,plus_mace,1000,510.0,0.1,q6_coherence,33,0.18936869550773397,0.46006374940638883,,
structure,linear,plus_mace,1000,510.0,0.1,bond_order,33,1.0931907305839432,1.098527568165241,,
structure,linear,plus_mace,1000,510.0,0.1,angular_arrangement,33,0.8922150790477004,1.1509391979611254,,
structure,linear,plus_mace,1001,510.0,0.1,q4,97,1.1453061947705667,1.160572976042111,,
structure,linear,plus_mace,1001,510.0,0.1,q6,97,0.16500693235270167,0.4805482371753739,,
structure,linear,plus_mace,1001,510.0,0.1,w4,97,1.8117885621520597,1.386141296438495,,
structure,linear,plus_mace,1001,510.0,0.1,w6,97,0.7839796795612148,0.878608502553682,,
structure,linear,plus_mace,1001,510.0,0.1,qbar6,97,0.04843820309087898,0.40308803275389254,,
structure,linear,plus_mace,1001,510.0,0.1,q6_coherence,97,0.062493565424064,0.35582213333112767,,
structure,linear,plus_mace,1001,510.0,0.1,bond_order,97,0.6695021895585809,0.8718071449715944,,
structure,linear,plus_mace,1001,510.0,0.1,angular_arrangement,97,0.539403593529143,0.8868320474094303,,
structure,linear,plus_mace,881,520.0,0.1,q4,99,0.9101949626094388,0.9877981222786641,,
structure,linear,plus_mace,881,520.0,0.1,q6,99,0.24158824109600244,0.5336228564487344,,
structure,linear,plus_mace,881,520.0,0.1,w4,99,0.7810406625653301,0.8456158960370362,,
structure,linear,plus_mace,881,520.0,0.1,w6,99,1.1032258185097492,1.0359049643447915,,
structure,linear,plus_mace,881,520.0,0.1,qbar6,99,0.07254210322838413,0.29643283225559547,,
structure,linear,plus_mace,881,520.0,0.1,q6_coherence,99,0.1731181957087325,0.40176555728327495,,
structure,linear,plus_mace,881,520.0,0.1,bond_order,99,0.5469516639529396,0.7413896646551302,,
structure,linear,plus_mace,881,520.0,0.1,angular_arrangement,99,0.5126040343773234,0.8551680861071987,,
structure,linear,plus_mace,1009,520.0,0.1,q4,160,1.5438254142252859,1.281270713981003,,
structure,linear,plus_mace,1009,520.0,0.1,q6,160,0.1974403866073144,0.5130031277573246,,
structure,linear,plus_mace,1009,520.0,0.1,w4,160,2.3167025919096047,1.5483593306656047,,
structure,linear,plus_mace,1009,520.0,0.1,w6,160,0.3580118478376007,0.5891823752673391,,
structure,linear,plus_mace,1009,520.0,0.1,qbar6,160,0.061949722827134034,0.3173129552609609,,
structure,linear,plus_mace,1009,520.0,0.1,q6_coherence,160,0.044949789003520826,0.24823631573473656,,
structure,linear,plus_mace,1009,520.0,0.1,bond_order,160,0.75381329206841,0.8955155051519292,,
structure,linear,plus_mace,1009,520.0,0.1,angular_arrangement,160,0.7389922991473442,1.0071228361065612,,
structure,linear,plus_soap,911,400.0,0.05,q4,2,0.014276675051933226,0.156088250809767,,
structure,linear,plus_soap,911,400.0,0.05,q6,2,0.007711937658451903,0.1392019094762592,,
structure,linear,plus_soap,911,400.0,0.05,w4,2,0.17554481538839656,0.32627599448075145,,
structure,linear,plus_soap,911,400.0,0.05,w6,2,0.004506452945966895,0.10278381802583629,,
structure,linear,plus_soap,911,400.0,0.05,qbar6,2,0.04264628030013132,0.010945204147925254,,
structure,linear,plus_soap,911,400.0,0.05,q6_coherence,2,0.03889899049041308,0.010117604830586538,,
structure,linear,plus_soap,911,400.0,0.05,bond_order,2,0.04726419197254883,0.16380039422338022,,
structure,linear,plus_soap,911,400.0,0.05,angular_arrangement,2,0.12548712019749336,0.5322235002296847,,
structure,linear,plus_soap,942,450.0,0.05,q4,1,0.00028359243296650075,0.07125223941609359,,
structure,linear,plus_soap,942,450.0,0.05,q6,1,0.00011758658590657451,0.06103165057492276,,
structure,linear,plus_soap,942,450.0,0.05,w4,1,0.025417297922468395,0.03636067633642757,,
structure,linear,plus_soap,942,450.0,0.05,w6,1,0.022541136057736135,0.04322356139918561,,
structure,linear,plus_soap,942,450.0,0.05,qbar6,1,2.2440839930150814e-05,0.008611071169454941,,
structure,linear,plus_soap,942,450.0,0.05,q6_coherence,1,0.0031790271020818535,0.007597365575279685,,
structure,linear,plus_soap,942,450.0,0.05,bond_order,1,0.008593513490181602,0.04495180668921859,,
structure,linear,plus_soap,942,450.0,0.05,angular_arrangement,1,0.03616823305316266,0.32707166763148465,,
structure,linear,plus_soap,911,400.0,0.1,q4,172,0.072390376381466,0.5129617611641258,,
structure,linear,plus_soap,911,400.0,0.1,q6,172,0.011470223496822666,0.3632021794368057,,
structure,linear,plus_soap,911,400.0,0.1,w4,172,0.24080572633592004,0.49744097044318036,,
structure,linear,plus_soap,911,400.0,0.1,w6,172,0.5388411011372346,0.6638800808971207,,
structure,linear,plus_soap,911,400.0,0.1,qbar6,172,0.04598229432894711,0.22915969927435692,,
structure,linear,plus_soap,911,400.0,0.1,q6_coherence,172,0.0683854530408146,0.29521688689862785,,
structure,linear,plus_soap,911,400.0,0.1,bond_order,172,0.16297919578686748,0.45146004816471097,,
structure,linear,plus_soap,911,400.0,0.1,angular_arrangement,172,0.1754364981991696,0.6602420100754829,,
structure,linear,plus_soap,913,400.0,0.1,q4,126,0.3061265080328179,0.9901612518647169,,
structure,linear,plus_soap,913,400.0,0.1,q6,126,0.0358062038458159,0.5607878068733738,,
structure,linear,plus_soap,913,400.0,0.1,w4,126,0.5845378294713997,0.8555991044523487,,
structure,linear,plus_soap,913,400.0,0.1,w6,126,2.755228882891145,1.6771434451029166,,
structure,linear,plus_soap,913,400.0,0.1,qbar6,126,0.06173130275647535,0.22420826642845748,,
structure,linear,plus_soap,913,400.0,0.1,q6_coherence,126,0.1482943562989898,0.3479095132100854,,
structure,linear,plus_soap,913,400.0,0.1,bond_order,126,0.6486208472161074,0.9138811564002205,,
structure,linear,plus_soap,913,400.0,0.1,angular_arrangement,126,0.3551526840425035,0.8405749525289181,,
structure,linear,plus_soap,938,450.0,0.1,q4,91,0.08553001504234282,0.8364226129056815,,
structure,linear,plus_soap,938,450.0,0.1,q6,91,0.02104696796949955,0.4054583993753211,,
structure,linear,plus_soap,938,450.0,0.1,w4,91,0.33568663152984385,0.6500793215477096,,
structure,linear,plus_soap,938,450.0,0.1,w6,91,0.6096266908044845,0.7672954258749177,,
structure,linear,plus_soap,938,450.0,0.1,qbar6,91,0.05948779723184845,0.30420198887482397,,
structure,linear,plus_soap,938,450.0,0.1,q6_coherence,91,0.07988106368034324,0.31039136618588287,,
structure,linear,plus_soap,938,450.0,0.1,bond_order,91,0.1985431943763937,0.5865472908064907,,
structure,linear,plus_soap,938,450.0,0.1,angular_arrangement,91,0.24470477248652628,0.8034480382537533,,
structure,linear,plus_soap,942,450.0,0.1,q4,191,0.11861533918126552,0.6848081239315917,,
structure,linear,plus_soap,942,450.0,0.1,q6,191,0.007595453101317511,0.3045996571495689,,
structure,linear,plus_soap,942,450.0,0.1,w4,191,0.3688855651611142,0.6029434399457076,,
structure,linear,plus_soap,942,450.0,0.1,w6,191,0.3977438356990143,0.5997974191256887,,
structure,linear,plus_soap,942,450.0,0.1,qbar6,191,0.03136506736895707,0.17430126477279742,,
structure,linear,plus_soap,942,450.0,0.1,q6_coherence,191,0.05227896623856362,0.2258745204172401,,
structure,linear,plus_soap,942,450.0,0.1,bond_order,191,0.1627473711250387,0.4772213119327441,,
structure,linear,plus_soap,942,450.0,0.1,angular_arrangement,191,0.20642929916167435,0.7073908013359534,,
structure,linear,plus_soap,970,500.0,0.1,q4,156,0.12668835694933808,0.5427958532186881,,
structure,linear,plus_soap,970,500.0,0.1,q6,156,0.008099494172929347,0.31415844042898583,,
structure,linear,plus_soap,970,500.0,0.1,w4,156,0.32695556151915856,0.5471450551937437,,
structure,linear,plus_soap,970,500.0,0.1,w6,156,0.16179786856828415,0.4735897075452456,,
structure,linear,plus_soap,970,500.0,0.1,qbar6,156,0.032493463311428515,0.13339467402976257,,
structure,linear,plus_soap,970,500.0,0.1,q6_coherence,156,0.035238835114128064,0.14387694799707285,,
structure,linear,plus_soap,970,500.0,0.1,bond_order,156,0.11521226327254445,0.39905565645750707,,
structure,linear,plus_soap,970,500.0,0.1,angular_arrangement,156,0.2079102404181522,0.7414295025787065,,
structure,linear,plus_soap,971,500.0,0.1,q4,142,0.09317098842994775,0.6561699949959883,,
structure,linear,plus_soap,971,500.0,0.1,q6,142,0.014785946987030837,0.428707105312773,,
structure,linear,plus_soap,971,500.0,0.1,w4,142,0.3788981473383736,0.7058237690180038,,
structure,linear,plus_soap,971,500.0,0.1,w6,142,0.41543235078298196,0.6486561218081057,,
structure,linear,plus_soap,971,500.0,0.1,qbar6,142,0.05915748271931322,0.3345009800219259,,
structure,linear,plus_soap,971,500.0,0.1,q6_coherence,142,0.08821647696338776,0.3353274547235976,,
structure,linear,plus_soap,971,500.0,0.1,bond_order,142,0.17494356553683918,0.541237195272036,,
structure,linear,plus_soap,971,500.0,0.1,angular_arrangement,142,0.2974192279281083,0.8220813036374066,,
structure,linear,plus_soap,1000,510.0,0.1,q4,33,0.6107212469192284,1.2447935951461606,,
structure,linear,plus_soap,1000,510.0,0.1,q6,33,0.051080103070257156,0.8570341052940958,,
structure,linear,plus_soap,1000,510.0,0.1,w4,33,0.8597961067007277,1.0437125453475344,,
structure,linear,plus_soap,1000,510.0,0.1,w6,33,2.665025633597227,1.8846070503100016,,
structure,linear,plus_soap,1000,510.0,0.1,qbar6,33,0.11191262287643197,0.3222112522060935,,
structure,linear,plus_soap,1000,510.0,0.1,q6_coherence,33,0.22197154436464958,0.46006374940638883,,
structure,linear,plus_soap,1000,510.0,0.1,bond_order,33,0.7534178762547535,1.098527568165241,,
structure,linear,plus_soap,1000,510.0,0.1,angular_arrangement,33,0.6701960614045055,1.1509391979611254,,
structure,linear,plus_soap,1001,510.0,0.1,q4,97,0.17471761727640367,1.160572976042111,,
structure,linear,plus_soap,1001,510.0,0.1,q6,97,0.013108963425621156,0.4805482371753739,,
structure,linear,plus_soap,1001,510.0,0.1,w4,97,1.096784026618261,1.386141296438495,,
structure,linear,plus_soap,1001,510.0,0.1,w6,97,0.8097743034430089,0.878608502553682,,
structure,linear,plus_soap,1001,510.0,0.1,qbar6,97,0.044180867272288316,0.40308803275389254,,
structure,linear,plus_soap,1001,510.0,0.1,q6_coherence,97,0.07645196543128996,0.35582213333112767,,
structure,linear,plus_soap,1001,510.0,0.1,bond_order,97,0.36916962391114555,0.8718071449715944,,
structure,linear,plus_soap,1001,510.0,0.1,angular_arrangement,97,0.3499426275763134,0.8868320474094303,,
structure,linear,plus_soap,881,520.0,0.1,q4,99,0.2201166857532859,0.9877981222786641,,
structure,linear,plus_soap,881,520.0,0.1,q6,99,0.02582535123833593,0.5336228564487344,,
structure,linear,plus_soap,881,520.0,0.1,w4,99,0.6010687662837458,0.8456158960370362,,
structure,linear,plus_soap,881,520.0,0.1,w6,99,1.0937584778184786,1.0359049643447915,,
structure,linear,plus_soap,881,520.0,0.1,qbar6,99,0.05371257490665475,0.29643283225559547,,
structure,linear,plus_soap,881,520.0,0.1,q6_coherence,99,0.139707422343202,0.40176555728327495,,
structure,linear,plus_soap,881,520.0,0.1,bond_order,99,0.35569821305728383,0.7413896646551302,,
structure,linear,plus_soap,881,520.0,0.1,angular_arrangement,99,0.3512070874560012,0.8551680861071987,,
structure,linear,plus_soap,1009,520.0,0.1,q4,160,0.1473655566973457,1.281270713981003,,
structure,linear,plus_soap,1009,520.0,0.1,q6,160,0.014163416869910106,0.5130031277573246,,
structure,linear,plus_soap,1009,520.0,0.1,w4,160,0.9033640011908286,1.5483593306656047,,
structure,linear,plus_soap,1009,520.0,0.1,w6,160,0.3975773193438486,0.5891823752673391,,
structure,linear,plus_soap,1009,520.0,0.1,qbar6,160,0.03143851382609736,0.3173129552609609,,
structure,linear,plus_soap,1009,520.0,0.1,q6_coherence,160,0.056688329428302695,0.24823631573473656,,
structure,linear,plus_soap,1009,520.0,0.1,bond_order,160,0.2584328562260555,0.8955155051519292,,
structure,linear,plus_soap,1009,520.0,0.1,angular_arrangement,160,0.36050247771476385,1.0071228361065612,,
structure,linear,plus_tda,911,400.0,0.05,q4,2,0.23558562630704852,0.156088250809767,,
structure,linear,plus_tda,911,400.0,0.05,q6,2,0.0665153679984153,0.1392019094762592,,
structure,linear,plus_tda,911,400.0,0.05,w4,2,0.11718208512703182,0.32627599448075145,,
structure,linear,plus_tda,911,400.0,0.05,w6,2,0.018015271758603704,0.10278381802583629,,
structure,linear,plus_tda,911,400.0,0.05,qbar6,2,0.0360774781228527,0.010945204147925254,,
structure,linear,plus_tda,911,400.0,0.05,q6_coherence,2,0.02915636857914897,0.010117604830586538,,
structure,linear,plus_tda,911,400.0,0.05,bond_order,2,0.08375536631551683,0.16380039422338022,,
structure,linear,plus_tda,911,400.0,0.05,angular_arrangement,2,0.20311398570206726,0.5322235002296847,,
structure,linear,plus_tda,942,450.0,0.05,q4,1,0.029192060381838462,0.07125223941609359,,
structure,linear,plus_tda,942,450.0,0.05,q6,1,0.020986025706278746,0.06103165057492276,,
structure,linear,plus_tda,942,450.0,0.05,w4,1,1.11226455694434e-05,0.03636067633642757,,
structure,linear,plus_tda,942,450.0,0.05,w6,1,0.006986389941334759,0.04322356139918561,,
structure,linear,plus_tda,942,450.0,0.05,qbar6,1,0.021069123374679692,0.008611071169454941,,
structure,linear,plus_tda,942,450.0,0.05,q6_coherence,1,0.04435327011757524,0.007597365575279685,,
structure,linear,plus_tda,942,450.0,0.05,bond_order,1,0.020432998694546057,0.04495180668921859,,
structure,linear,plus_tda,942,450.0,0.05,angular_arrangement,1,0.05922156794408253,0.32707166763148465,,
structure,linear,plus_tda,911,400.0,0.1,q4,172,0.3133321391271624,0.5129617611641258,,
structure,linear,plus_tda,911,400.0,0.1,q6,172,0.11724183632792151,0.3632021794368057,,
structure,linear,plus_tda,911,400.0,0.1,w4,172,0.268541713231259,0.49744097044318036,,
structure,linear,plus_tda,911,400.0,0.1,w6,172,0.4565703143769869,0.6638800808971207,,
structure,linear,plus_tda,911,400.0,0.1,qbar6,172,0.04167570767173632,0.22915969927435692,,
structure,linear,plus_tda,911,400.0,0.1,q6_coherence,172,0.07204217117830114,0.29521688689862785,,
structure,linear,plus_tda,911,400.0,0.1,bond_order,172,0.2115673136522279,0.45146004816471097,,
structure,linear,plus_tda,911,400.0,0.1,angular_arrangement,172,0.29296149345940087,0.6602420100754829,,
structure,linear,plus_tda,913,400.0,0.1,q4,126,0.8660041872571008,0.9901612518647169,,
structure,linear,plus_tda,913,400.0,0.1,q6,126,0.26843175708133266,0.5607878068733738,,
structure,linear,plus_tda,913,400.0,0.1,w4,126,0.679070993018959,0.8555991044523487,,
structure,linear,plus_tda,913,400.0,0.1,w6,126,2.9058332127001676,1.6771434451029166,,
structure,linear,plus_tda,913,400.0,0.1,qbar6,126,0.06610306731029522,0.22420826642845748,,
structure,linear,plus_tda,913,400.0,0.1,q6_coherence,126,0.15840538728449483,0.3479095132100854,,
structure,linear,plus_tda,913,400.0,0.1,bond_order,126,0.8239747674420584,0.9138811564002205,,
structure,linear,plus_tda,913,400.0,0.1,angular_arrangement,126,0.5312274892812878,0.8405749525289181,,
structure,linear,plus_tda,938,450.0,0.1,q4,91,0.7697063759520009,0.8364226129056815,,
structure,linear,plus_tda,938,450.0,0.1,q6,91,0.1399240175125633,0.4054583993753211,,
structure,linear,plus_tda,938,450.0,0.1,w4,91,0.5100204211480752,0.6500793215477096,,
structure,linear,plus_tda,938,450.0,0.1,w6,91,0.6063086618635727,0.7672954258749177,,
structure,linear,plus_tda,938,450.0,0.1,qbar6,91,0.055230814927736765,0.30420198887482397,,
structure,linear,plus_tda,938,450.0,0.1,q6_coherence,91,0.078796449809023,0.31039136618588287,,
structure,linear,plus_tda,938,450.0,0.1,bond_order,91,0.359997790202162,0.5865472908064907,,
structure,linear,plus_tda,938,450.0,0.1,angular_arrangement,91,0.44038592650486874,0.8034480382537533,,
structure,linear,plus_tda,942,450.0,0.1,q4,191,0.49349420353595813,0.6848081239315917,,
structure,linear,plus_tda,942,450.0,0.1,q6,191,0.10157023652053047,0.3045996571495689,,
structure,linear,plus_tda,942,450.0,0.1,w4,191,0.37779717044858063,0.6029434399457076,,
structure,linear,plus_tda,942,450.0,0.1,w6,191,0.35787428608304805,0.5997974191256887,,
structure,linear,plus_tda,942,450.0,0.1,qbar6,191,0.031112420738510907,0.17430126477279742,,
structure,linear,plus_tda,942,450.0,0.1,q6_coherence,191,0.05652522694465516,0.2258745204172401,,
structure,linear,plus_tda,942,450.0,0.1,bond_order,191,0.23639559071188052,0.4772213119327441,,
structure,linear,plus_tda,942,450.0,0.1,angular_arrangement,191,0.320543999934735,0.7073908013359534,,
structure,linear,plus_tda,970,500.0,0.1,q4,156,0.3026120430694383,0.5427958532186881,,
structure,linear,plus_tda,970,500.0,0.1,q6,156,0.11545293711312528,0.31415844042898583,,
structure,linear,plus_tda,970,500.0,0.1,w4,156,0.3132348234164443,0.5471450551937437,,
structure,linear,plus_tda,970,500.0,0.1,w6,156,0.22024369313083794,0.4735897075452456,,
structure,linear,plus_tda,970,500.0,0.1,qbar6,156,0.0321399510717648,0.13339467402976257,,
structure,linear,plus_tda,970,500.0,0.1,q6_coherence,156,0.04513561915370177,0.14387694799707285,,
structure,linear,plus_tda,970,500.0,0.1,bond_order,156,0.17146984449255206,0.39905565645750707,,
structure,linear,plus_tda,970,500.0,0.1,angular_arrangement,156,0.3485512859752118,0.7414295025787065,,
structure,linear,plus_tda,971,500.0,0.1,q4,142,0.4864667820717533,0.6561699949959883,,
structure,linear,plus_tda,971,500.0,0.1,q6,142,0.16329774163984512,0.428707105312773,,
structure,linear,plus_tda,971,500.0,0.1,w4,142,0.42830353288279754,0.7058237690180038,,
structure,linear,plus_tda,971,500.0,0.1,w6,142,0.4324566933192691,0.6486561218081057,,
structure,linear,plus_tda,971,500.0,0.1,qbar6,142,0.062448547802484725,0.3345009800219259,,
structure,linear,plus_tda,971,500.0,0.1,q6_coherence,142,0.09663300352017906,0.3353274547235976,,
structure,linear,plus_tda,971,500.0,0.1,bond_order,142,0.2782677168727215,0.541237195272036,,
structure,linear,plus_tda,971,500.0,0.1,angular_arrangement,142,0.4551700557891096,0.8220813036374066,,
structure,linear,plus_tda,1000,510.0,0.1,q4,33,1.6948696986395368,1.2447935951461606,,
structure,linear,plus_tda,1000,510.0,0.1,q6,33,0.7194786724820053,0.8570341052940958,,
structure,linear,plus_tda,1000,510.0,0.1,w4,33,1.0259787331182362,1.0437125453475344,,
structure,linear,plus_tda,1000,510.0,0.1,w6,33,3.697230410388575,1.8846070503100016,,
structure,linear,plus_tda,1000,510.0,0.1,qbar6,33,0.0744592042398833,0.3222112522060935,,
structure,linear,plus_tda,1000,510.0,0.1,q6_coherence,33,0.14952366024636513,0.46006374940638883,,
structure,linear,plus_tda,1000,510.0,0.1,bond_order,33,1.2269233965191004,1.098527568165241,,
structure,linear,plus_tda,1000,510.0,0.1,angular_arrangement,33,1.0353548139230793,1.1509391979611254,,
structure,linear,plus_tda,1001,510.0,0.1,q4,97,1.1218867406224318,1.160572976042111,,
structure,linear,plus_tda,1001,510.0,0.1,q6,97,0.1643679202207747,0.4805482371753739,,
structure,linear,plus_tda,1001,510.0,0.1,w4,97,1.756664981391765,1.386141296438495,,
structure,linear,plus_tda,1001,510.0,0.1,w6,97,0.7872104644458713,0.878608502553682,,
structure,linear,plus_tda,1001,510.0,0.1,qbar6,97,0.04589180798566259,0.40308803275389254,,
structure,linear,plus_tda,1001,510.0,0.1,q6_coherence,97,0.06841714795429357,0.35582213333112767,,
structure,linear,plus_tda,1001,510.0,0.1,bond_order,97,0.6574065104367999,0.8718071449715944,,
structure,linear,plus_tda,1001,510.0,0.1,angular_arrangement,97,0.5739578566119378,0.8868320474094303,,
structure,linear,plus_tda,881,520.0,0.1,q4,99,1.1267323079908833,0.9877981222786641,,
structure,linear,plus_tda,881,520.0,0.1,q6,99,0.2585331087251866,0.5336228564487344,,
structure,linear,plus_tda,881,520.0,0.1,w4,99,0.7829746401171047,0.8456158960370362,,
structure,linear,plus_tda,881,520.0,0.1,w6,99,1.0906686613776335,1.0359049643447915,,
structure,linear,plus_tda,881,520.0,0.1,qbar6,99,0.06931434427821259,0.29643283225559547,,
structure,linear,plus_tda,881,520.0,0.1,q6_coherence,99,0.1684542176342955,0.40176555728327495,,
structure,linear,plus_tda,881,520.0,0.1,bond_order,99,0.5827795466872194,0.7413896646551302,,
structure,linear,plus_tda,881,520.0,0.1,angular_arrangement,99,0.549828965919606,0.8551680861071987,,
structure,linear,plus_tda,1009,520.0,0.1,q4,160,1.5963974545224442,1.281270713981003,,
structure,linear,plus_tda,1009,520.0,0.1,q6,160,0.21911382348924713,0.5130031277573246,,
structure,linear,plus_tda,1009,520.0,0.1,w4,160,2.3222264932028027,1.5483593306656047,,
structure,linear,plus_tda,1009,520.0,0.1,w6,160,0.3620313710643675,0.5891823752673391,,
structure,linear,plus_tda,1009,520.0,0.1,qbar6,160,0.0681908513626785,0.3173129552609609,,
structure,linear,plus_tda,1009,520.0,0.1,q6_coherence,160,0.047947736437191454,0.24823631573473656,,
structure,linear,plus_tda,1009,520.0,0.1,bond_order,160,0.769317955013122,0.8955155051519292,,
structure,linear,plus_tda,1009,520.0,0.1,angular_arrangement,160,0.7630198208848405,1.0071228361065612,,
structure,nonlinear,radial,911,400.0,0.05,q4,2,0.05417740564175228,0.156088250809767,,
structure,nonlinear,radial,911,400.0,0.05,q6,2,0.05103904847931566,0.1392019094762592,,
structure,nonlinear,radial,911,400.0,0.05,w4,2,0.06672449209919376,0.32627599448075145,,
structure,nonlinear,radial,911,400.0,0.05,w6,2,0.005265279151107412,0.10278381802583629,,
structure,nonlinear,radial,911,400.0,0.05,qbar6,2,0.05745200510925278,0.010945204147925254,,
structure,nonlinear,radial,911,400.0,0.05,q6_coherence,2,0.04145200746653896,0.010117604830586538,,
structure,nonlinear,radial,911,400.0,0.05,bond_order,2,0.04601837299119348,0.16380039422338022,,
structure,nonlinear,radial,911,400.0,0.05,angular_arrangement,2,0.18257241286830375,0.5322235002296847,,
structure,nonlinear,radial,942,450.0,0.05,q4,1,0.009577637671747574,0.07125223941609359,,
structure,nonlinear,radial,942,450.0,0.05,q6,1,0.0007359181665257204,0.06103165057492276,,
structure,nonlinear,radial,942,450.0,0.05,w4,1,0.01583468569637207,0.03636067633642757,,
structure,nonlinear,radial,942,450.0,0.05,w6,1,0.011851058562342198,0.04322356139918561,,
structure,nonlinear,radial,942,450.0,0.05,qbar6,1,0.0001901262049143927,0.008611071169454941,,
structure,nonlinear,radial,942,450.0,0.05,q6_coherence,1,0.0026973774088620847,0.007597365575279685,,
structure,nonlinear,radial,942,450.0,0.05,bond_order,1,0.0068144672851273395,0.04495180668921859,,
structure,nonlinear,radial,942,450.0,0.05,angular_arrangement,1,0.08687847538687413,0.32707166763148465,,
structure,nonlinear,radial,911,400.0,0.1,q4,172,0.27998200138265045,0.5129617611641258,,
structure,nonlinear,radial,911,400.0,0.1,q6,172,0.14918133215395274,0.3632021794368057,,
structure,nonlinear,radial,911,400.0,0.1,w4,172,0.2517105170884806,0.49744097044318036,,
structure,nonlinear,radial,911,400.0,0.1,w6,172,0.4527745744708826,0.6638800808971207,,
structure,nonlinear,radial,911,400.0,0.1,qbar6,172,0.07720529703413087,0.22915969927435692,,
structure,nonlinear,radial,911,400.0,0.1,q6_coherence,172,0.10227313509177653,0.29521688689862785,,
structure,nonlinear,radial,911,400.0,0.1,bond_order,172,0.21885447620364562,0.45146004816471097,,
structure,nonlinear,radial,911,400.0,0.1,angular_arrangement,172,0.29480874633023285,0.6602420100754829,,
structure,nonlinear,radial,913,400.0,0.1,q4,126,0.9254039283529906,0.9901612518647169,,
structure,nonlinear,radial,913,400.0,0.1,q6,126,0.315982153609777,0.5607878068733738,,
structure,nonlinear,radial,913,400.0,0.1,w4,126,0.7185932646020943,0.8555991044523487,,
structure,nonlinear,radial,913,400.0,0.1,w6,126,2.8694375485421686,1.6771434451029166,,
structure,nonlinear,radial,913,400.0,0.1,qbar6,126,0.1081128209202386,0.22420826642845748,,
structure,nonlinear,radial,913,400.0,0.1,q6_coherence,126,0.17255177048689913,0.3479095132100854,,
structure,nonlinear,radial,913,400.0,0.1,bond_order,126,0.8516802477523613,0.9138811564002205,,
structure,nonlinear,radial,913,400.0,0.1,angular_arrangement,126,0.5781868156533433,0.8405749525289181,,
structure,nonlinear,radial,938,450.0,0.1,q4,91,0.7164766962920622,0.8364226129056815,,
structure,nonlinear,radial,938,450.0,0.1,q6,91,0.19266010149161072,0.4054583993753211,,
structure,nonlinear,radial,938,450.0,0.1,w4,91,0.48590299199525677,0.6500793215477096,,
structure,nonlinear,radial,938,450.0,0.1,w6,91,0.5799966608103557,0.7672954258749177,,
structure,nonlinear,radial,938,450.0,0.1,qbar6,91,0.10588284190706551,0.30420198887482397,,
structure,nonlinear,radial,938,450.0,0.1,q6_coherence,91,0.12073991418237635,0.31039136618588287,,
structure,nonlinear,radial,938,450.0,0.1,bond_order,91,0.3669432011131212,0.5865472908064907,,
structure,nonlinear,radial,938,450.0,0.1,angular_arrangement,91,0.47413226967414285,0.8034480382537533,,
structure,nonlinear,radial,942,450.0,0.1,q4,191,0.4405499620582541,0.6848081239315917,,
structure,nonlinear,radial,942,450.0,0.1,q6,191,0.10008087440083338,0.3045996571495689,,
structure,nonlinear,radial,942,450.0,0.1,w4,191,0.38533463207511237,0.6029434399457076,,
structure,nonlinear,radial,942,450.0,0.1,w6,191,0.36073263926166593,0.5997974191256887,,
structure,nonlinear,radial,942,450.0,0.1,qbar6,191,0.04256948845685152,0.17430126477279742,,
structure,nonlinear,radial,942,450.0,0.1,q6_coherence,191,0.0601704031395948,0.2258745204172401,,
structure,nonlinear,radial,942,450.0,0.1,bond_order,191,0.2315729998987187,0.4772213119327441,,
structure,nonlinear,radial,942,450.0,0.1,angular_arrangement,191,0.3214741411246684,0.7073908013359534,,
structure,nonlinear,radial,970,500.0,0.1,q4,156,0.31128174143178516,0.5427958532186881,,
structure,nonlinear,radial,970,500.0,0.1,q6,156,0.09737347675971644,0.31415844042898583,,
structure,nonlinear,radial,970,500.0,0.1,w4,156,0.2998197055952653,0.5471450551937437,,
structure,nonlinear,radial,970,500.0,0.1,w6,156,0.22856507410689958,0.4735897075452456,,
structure,nonlinear,radial,970,500.0,0.1,qbar6,156,0.051050538846488705,0.13339467402976257,,
structure,nonlinear,radial,970,500.0,0.1,q6_coherence,156,0.04024108151880083,0.14387694799707285,,
structure,nonlinear,radial,970,500.0,0.1,bond_order,156,0.17138860304315937,0.39905565645750707,,
structure,nonlinear,radial,970,500.0,0.1,angular_arrangement,156,0.3493901865294228,0.7414295025787065,,
structure,nonlinear,radial,971,500.0,0.1,q4,142,0.48391527944539403,0.6561699949959883,,
structure,nonlinear,radial,971,500.0,0.1,q6,142,0.19558167395945583,0.428707105312773,,
structure,nonlinear,radial,971,500.0,0.1,w4,142,0.4601874352744169,0.7058237690180038,,
structure,nonlinear,radial,971,500.0,0.1,w6,142,0.44610440492372844,0.6486561218081057,,
structure,nonlinear,radial,971,500.0,0.1,qbar6,142,0.14462562633494047,0.3345009800219259,,
structure,nonlinear,radial,971,500.0,0.1,q6_coherence,142,0.1545212365634598,0.3353274547235976,,
structure,nonlinear,radial,971,500.0,0.1,bond_order,142,0.31415594275023256,0.541237195272036,,
structure,nonlinear,radial,971,500.0,0.1,angular_arrangement,142,0.46056259218436807,0.8220813036374066,,
structure,nonlinear,radial,1000,510.0,0.1,q4,33,1.7765365524762526,1.2447935951461606,,
