task,family,method,source,temperature_K,target,n,loss,constant_loss,r2_vs_training_mean
structure,linear,plus_gatr,942,450.0,w4,2239,0.6453679719744232,1.02996777727967,0.3734095510454162
structure,linear,plus_gatr,942,450.0,w6,2239,0.6324093307315389,0.7012875966460428,0.09821686030655474
structure,linear,plus_gatr,942,450.0,qbar6,2239,0.07535990552675977,1.1102550802240212,0.9321237913078911
structure,linear,plus_gatr,942,450.0,q6_coherence,2239,0.11237745286424393,1.0440280606360612,0.8923616547281503
structure,linear,plus_gatr,942,450.0,bond_order,2239,0.37802164103234126,0.9733867374287068,0.6116429097535054
structure,linear,plus_gatr,942,450.0,angular_arrangement,2239,0.3321326424259603,1.0632788007792342,0.6876335330088839
structure,linear,plus_gatr,970,500.0,q4,2238,0.5068205467822174,0.7981020329037515,0.36496772857695703
structure,linear,plus_gatr,970,500.0,q6,2238,0.13066098044315413,1.0592289124095737,0.8766451907492577
structure,linear,plus_gatr,970,500.0,w4,2238,0.4797280861041553,0.9163710105803565,0.47649142043424786
structure,linear,plus_gatr,970,500.0,w6,2238,0.609423499943848,0.6874841076730114,0.11354532687800167
structure,linear,plus_gatr,970,500.0,qbar6,2238,0.06387358854968611,1.2615090551905164,0.9493673166380564
structure,linear,plus_gatr,970,500.0,q6_coherence,2238,0.09552827674707615,1.1898586674839757,0.9197146019458965
structure,linear,plus_gatr,970,500.0,bond_order,2238,0.31433916309502286,0.9854256310401975,0.6810117849652316
structure,linear,plus_gatr,970,500.0,angular_arrangement,2238,0.2915601884908386,1.0682146690550813,0.7270584303539417
structure,linear,plus_gatr,971,500.0,q4,2238,0.7989569529938714,1.0080384416586077,0.20741420170516267
structure,linear,plus_gatr,971,500.0,q6,2238,0.20281947786204368,0.8843726645118415,0.7706628822884337
structure,linear,plus_gatr,971,500.0,w4,2238,0.7446510819420341,1.0565463753770175,0.29520265338441654
structure,linear,plus_gatr,971,500.0,w6,2238,0.818828725317045,0.8922127082241945,0.08224942575992722
structure,linear,plus_gatr,971,500.0,qbar6,2238,0.09923067576279544,0.8994278832228348,0.8896735607003515
structure,linear,plus_gatr,971,500.0,q6_coherence,2238,0.14149591567943778,0.9424740819670433,0.8498675789745636
structure,linear,plus_gatr,971,500.0,bond_order,2238,0.4676638049262045,0.9471786924935898,0.5062559909418892
structure,linear,plus_gatr,971,500.0,angular_arrangement,2238,0.41705858102718446,0.925824440407614,0.5495273587251969
structure,linear,plus_gatr,1000,510.0,q4,2237,1.0629604134835688,1.2479607950530807,0.1482421421432899
structure,linear,plus_gatr,1000,510.0,q6,2237,0.2705780862472853,1.0581249147662009,0.7442853084060768
structure,linear,plus_gatr,1000,510.0,w4,2237,0.9610482527444048,1.1892495470349704,0.19188680362293664
structure,linear,plus_gatr,1000,510.0,w6,2237,1.4396740104705668,1.5146855873552745,0.049522869637706246
structure,linear,plus_gatr,1000,510.0,qbar6,2237,0.09412748816033403,1.0412801847405824,0.9096040724295696
structure,linear,plus_gatr,1000,510.0,q6_coherence,2237,0.15896050526437816,1.0884132309054493,0.8539520645737289
structure,linear,plus_gatr,1000,510.0,bond_order,2237,0.6645581260617563,1.1899523766425928,0.44152544328136656
structure,linear,plus_gatr,1000,510.0,angular_arrangement,2237,0.5489347763114433,1.0997716812217193,0.5008647834051881
structure,linear,plus_gatr,1001,510.0,q4,2239,0.7782057664042907,1.021417272119019,0.23811180048890768
structure,linear,plus_gatr,1001,510.0,q6,2239,0.18245452375048163,0.8146388514805087,0.7760301716289466
structure,linear,plus_gatr,1001,510.0,w4,2239,0.7736012630636452,1.1051425913909472,0.299998688775554
structure,linear,plus_gatr,1001,510.0,w6,2239,0.7505375252215831,0.8160289728106548,0.08025627737640117
structure,linear,plus_gatr,1001,510.0,qbar6,2239,0.0917267197812164,0.874870311095893,0.8951539232525604
structure,linear,plus_gatr,1001,510.0,q6_coherence,2239,0.1362569021354184,0.909913081733532,0.8502528374734135
structure,linear,plus_gatr,1001,510.0,bond_order,2239,0.45213045005943925,0.9236685134384257,0.5105057242058089
structure,linear,plus_gatr,1001,510.0,angular_arrangement,2239,0.37675034571150656,0.8955150169493804,0.579291984410349
structure,linear,plus_gatr,881,520.0,q4,2239,1.0517278497356035,1.2981681510339615,0.18983696457356003
structure,linear,plus_gatr,881,520.0,q6,2239,0.24946987739820414,0.8095798076789098,0.691852643764125
structure,linear,plus_gatr,881,520.0,w4,2239,1.040191710316313,1.2691081555789059,0.18037583657176348
structure,linear,plus_gatr,881,520.0,w6,2239,1.3784107275210113,1.4990400816071192,0.08047106649528757
structure,linear,plus_gatr,881,520.0,qbar6,2239,0.09397152867364802,0.9253935000629113,0.8984523571137473
structure,linear,plus_gatr,881,520.0,q6_coherence,2239,0.16553684828883894,1.003665257085787,0.8350676710983432
structure,linear,plus_gatr,881,520.0,bond_order,2239,0.66321809032227,1.1341591588412658,0.4152336687913726
structure,linear,plus_gatr,881,520.0,angular_arrangement,2239,0.4958785103261613,0.9440996308209285,0.4747604022522738
structure,linear,plus_gatr,1009,520.0,q4,2238,0.8281581042274015,1.0039012127527414,0.17506016159044624
structure,linear,plus_gatr,1009,520.0,q6,2238,0.17993226511694757,0.8487022304614354,0.7879912899261273
structure,linear,plus_gatr,1009,520.0,w4,2238,1.0199574132561497,1.2606203881995535,0.19090836321243698
structure,linear,plus_gatr,1009,520.0,w6,2238,0.6010025983754914,0.6617959679501171,0.09186119668110149
structure,linear,plus_gatr,1009,520.0,qbar6,2238,0.08376417827501698,0.9133580159398111,0.9082898744926142
structure,linear,plus_gatr,1009,520.0,q6_coherence,2238,0.11184447222656839,0.9470008280571955,0.8818961199262929
structure,linear,plus_gatr,1009,520.0,bond_order,2238,0.47077650524626263,0.9392297738934756,0.4987632224490611
structure,linear,plus_gatr,1009,520.0,angular_arrangement,2238,0.42125380192724227,0.8544851859538652,0.5070086540388703
structure,linear,plus_angular_delta,911,400.0,q4,2238,0.9580240310402133,1.1443648811884488,0.16283342246112653
structure,linear,plus_angular_delta,911,400.0,q6,2238,0.2322484747088419,1.1028623478471773,0.78941299867368
structure,linear,plus_angular_delta,911,400.0,w4,2238,0.8452846798623875,1.0522241197813087,0.19666859562383998
structure,linear,plus_angular_delta,911,400.0,w6,2238,1.279641041680245,1.3575359183247573,0.05737960638318651
structure,linear,plus_angular_delta,911,400.0,qbar6,2238,0.09749622222620767,1.1481506998003033,0.9150841241980124
structure,linear,plus_angular_delta,911,400.0,q6_coherence,2238,0.15077816920993523,1.134225644461915,0.8670651030100227
structure,linear,plus_angular_delta,911,400.0,bond_order,2238,0.593912103121305,1.1565606019006516,0.48648423424999043
structure,linear,plus_angular_delta,911,400.0,angular_arrangement,2238,0.4074786770260413,0.9874796974868285,0.5873548812567091
structure,linear,plus_angular_delta,913,400.0,q4,2237,0.8700865951835813,1.0967235604701675,0.20664912604724794
structure,linear,plus_angular_delta,913,400.0,q6,2237,0.3161139140431531,1.2516078379981557,0.7474337372728894
structure,linear,plus_angular_delta,913,400.0,w4,2237,0.6272446657777114,0.848277654034737,0.2605667934381002
structure,linear,plus_angular_delta,913,400.0,w6,2237,1.4066761396161145,1.4685536243750148,0.04213498488026546
structure,linear,plus_angular_delta,913,400.0,qbar6,2237,0.12918093030346856,1.2016142763033708,0.8924938452788036
structure,linear,plus_angular_delta,913,400.0,q6_coherence,2237,0.19629341032892428,1.1929343583768688,0.8354533013903589
structure,linear,plus_angular_delta,913,400.0,bond_order,2237,0.5909326092088255,1.1766185519263859,0.49777044715015106
structure,linear,plus_angular_delta,913,400.0,angular_arrangement,2237,0.4500872349355049,1.1022314904523085,0.5916581599834274
structure,linear,plus_angular_delta,938,450.0,q4,2238,1.0143644254608941,1.0882204009043663,0.06786858193624579
structure,linear,plus_angular_delta,938,450.0,q6,2238,0.22778846379168108,0.8946284282976426,0.745382041765505
structure,linear,plus_angular_delta,938,450.0,w4,2238,1.172287323705124,1.2415758068856833,0.05580688895216124
structure,linear,plus_angular_delta,938,450.0,w6,2238,0.6276146609688814,0.6749901332489974,0.07018691081020534
structure,linear,plus_angular_delta,938,450.0,qbar6,2238,0.12449928006533031,0.885344643551178,0.8593776096436805
structure,linear,plus_angular_delta,938,450.0,q6_coherence,2238,0.1528197319877274,0.9108314353941552,0.8322195237787375
structure,linear,plus_angular_delta,938,450.0,bond_order,2238,0.5532289809966064,0.949265141380337,0.41720289002485644
structure,linear,plus_angular_delta,938,450.0,angular_arrangement,2238,0.46583530605067985,0.8890192248257077,0.4760121119517895
structure,linear,plus_angular_delta,942,450.0,q4,2239,0.6538941145751845,0.9347624217178728,0.3004702591986086
structure,linear,plus_angular_delta,942,450.0,q6,2239,0.15139351832360473,1.0200194880685722,0.8515778177824117
structure,linear,plus_angular_delta,942,450.0,w4,2239,0.6449306869129865,1.02996777727967,0.37383411293082947
structure,linear,plus_angular_delta,942,450.0,w6,2239,0.6318863564233272,0.7012875966460428,0.0989625947394932
structure,linear,plus_angular_delta,942,450.0,qbar6,2239,0.07381563511793099,1.1102550802240212,0.9335147062753931
structure,linear,plus_angular_delta,942,450.0,q6_coherence,2239,0.11280302983852687,1.0440280606360612,0.8919540249044619
structure,linear,plus_angular_delta,942,450.0,bond_order,2239,0.37812055686526,0.9733867374287068,0.6115412894733894
structure,linear,plus_angular_delta,942,450.0,angular_arrangement,2239,0.33190858033395565,1.0632788007792342,0.6878442605168906
structure,linear,plus_angular_delta,970,500.0,q4,2238,0.5080501157658901,0.7981020329037515,0.3634271122986109
structure,linear,plus_angular_delta,970,500.0,q6,2238,0.13208970517661325,1.0592289124095737,0.875296356029283
structure,linear,plus_angular_delta,970,500.0,w4,2238,0.4783788089687813,0.9163710105803565,0.477963834030701
structure,linear,plus_angular_delta,970,500.0,w6,2238,0.6099111504359099,0.6874841076730114,0.11283600067450217
structure,linear,plus_angular_delta,970,500.0,qbar6,2238,0.06376351238981753,1.2615090551905164,0.9494545741646002
structure,linear,plus_angular_delta,970,500.0,q6_coherence,2238,0.09510845832191138,1.1898586674839757,0.9200674324430281
structure,linear,plus_angular_delta,970,500.0,bond_order,2238,0.3145502918431539,0.9854256310401975,0.6807975336392252
structure,linear,plus_angular_delta,970,500.0,angular_arrangement,2238,0.2911423692287166,1.0682146690550813,0.7274495682724011
structure,linear,plus_angular_delta,971,500.0,q4,2238,0.8013819130030514,1.0080384416586077,0.20500857915252468
structure,linear,plus_angular_delta,971,500.0,q6,2238,0.2034787756827282,0.8843726645118415,0.7699173845507256
structure,linear,plus_angular_delta,971,500.0,w4,2238,0.7424379936238892,1.0565463753770175,0.29729729718777564
structure,linear,plus_angular_delta,971,500.0,w6,2238,0.8199998184999094,0.8922127082241945,0.08093685402443229
structure,linear,plus_angular_delta,971,500.0,qbar6,2238,0.09727807439294517,0.8994278832228348,0.8918444978107885
structure,linear,plus_angular_delta,971,500.0,q6_coherence,2238,0.1414668994636191,0.9424740819670433,0.8498983662570724
structure,linear,plus_angular_delta,971,500.0,bond_order,2238,0.4676739124443571,0.9471786924935898,0.5062453197578427
structure,linear,plus_angular_delta,971,500.0,angular_arrangement,2238,0.41646712970641775,0.925824440407614,0.5501661961709942
structure,linear,plus_angular_delta,1000,510.0,q4,2237,1.0615204046258806,1.2479607950530807,0.1493960316431816
structure,linear,plus_angular_delta,1000,510.0,q6,2237,0.2699040592884946,1.0581249147662009,0.7449223097179112
structure,linear,plus_angular_delta,1000,510.0,w4,2237,0.959428483837516,1.1892495470349704,0.19324881289250262
structure,linear,plus_angular_delta,1000,510.0,w6,2237,1.439396218529174,1.5146855873552745,0.0497062687165063
structure,linear,plus_angular_delta,1000,510.0,qbar6,2237,0.0933577107971225,1.0412801847405824,0.9103433329806607
structure,linear,plus_angular_delta,1000,510.0,q6_coherence,2237,0.15716403264040657,1.0884132309054493,0.8556026073758198
structure,linear,plus_angular_delta,1000,510.0,bond_order,2237,0.6634618182864325,1.1899523766425928,0.44244674718969357
structure,linear,plus_angular_delta,1000,510.0,angular_arrangement,2237,0.5488944347804825,1.0997716812217193,0.5009014651379965
structure,linear,plus_angular_delta,1001,510.0,q4,2239,0.7799268853647068,1.021417272119019,0.23642677027902548
structure,linear,plus_angular_delta,1001,510.0,q6,2239,0.1801369492893538,0.8146388514805087,0.7788750819311202
structure,linear,plus_angular_delta,1001,510.0,w4,2239,0.772377197593869,1.1051425913909472,0.30110629740389894
structure,linear,plus_angular_delta,1001,510.0,w6,2239,0.7513523089053019,0.8160289728106548,0.07925780341179134
structure,linear,plus_angular_delta,1001,510.0,qbar6,2239,0.09068513089175376,0.874870311095893,0.8963444870152716
structure,linear,plus_angular_delta,1001,510.0,q6_coherence,2239,0.13539520237337438,0.909913081733532,0.8511998507424198
structure,linear,plus_angular_delta,1001,510.0,bond_order,2239,0.45164561240306,0.9236685134384257,0.5110306285944779
structure,linear,plus_angular_delta,1001,510.0,angular_arrangement,2239,0.3765403294001458,0.8955150169493804,0.5795265045550543
structure,linear,plus_angular_delta,881,520.0,q4,2239,1.0514640082365432,1.2981681510339615,0.19004020596324456
structure,linear,plus_angular_delta,881,520.0,q6,2239,0.24810598737548925,0.8095798076789098,0.6935373325493175
structure,linear,plus_angular_delta,881,520.0,w4,2239,1.0390767607395337,1.2691081555789059,0.18125436656298455
structure,linear,plus_angular_delta,881,520.0,w6,2239,1.3802654003110095,1.4990400816071192,0.07923382620214625
structure,linear,plus_angular_delta,881,520.0,qbar6,2239,0.0933041481063589,0.9253935000629113,0.8991735428225768
structure,linear,plus_angular_delta,881,520.0,q6_coherence,2239,0.1647038203818025,1.003665257085787,0.8358976568940608
structure,linear,plus_angular_delta,881,520.0,bond_order,2239,0.6628200208584563,1.1341591588412658,0.4155846508036506
structure,linear,plus_angular_delta,881,520.0,angular_arrangement,2239,0.4951402594333406,0.9440996308209285,0.47554236516033976
structure,linear,plus_angular_delta,1009,520.0,q4,2238,0.8326623505827093,1.0039012127527414,0.1705734189726572
structure,linear,plus_angular_delta,1009,520.0,q6,2238,0.17863771154083002,0.8487022304614354,0.7895166229930779
structure,linear,plus_angular_delta,1009,520.0,w4,2238,1.0204660654878415,1.2606203881995535,0.19050486963383628
structure,linear,plus_angular_delta,1009,520.0,w6,2238,0.6019222505702342,0.6617959679501171,0.09047156567807302
structure,linear,plus_angular_delta,1009,520.0,qbar6,2238,0.0819427268576402,0.9133580159398111,0.9102841104719225
structure,linear,plus_angular_delta,1009,520.0,q6_coherence,2238,0.11126412179696457,0.9470008280571955,0.8825089498335216
structure,linear,plus_angular_delta,1009,520.0,bond_order,2238,0.4711492044727033,0.9392297738934756,0.49836640876533844
structure,linear,plus_angular_delta,1009,520.0,angular_arrangement,2238,0.4206116385594277,0.8544851859538652,0.5077601748122793
structure,linear,plus_soap,911,400.0,q4,2238,0.24030267407249062,1.1443648811884488,0.7900121910216863
structure,linear,plus_soap,911,400.0,q6,2238,0.02243715346319992,1.1028623478471773,0.9796555268143863
structure,linear,plus_soap,911,400.0,w4,2238,0.5988949247571654,1.0522241197813087,0.4308295034316092
structure,linear,plus_soap,911,400.0,w6,2238,1.1156612010182383,1.3575359183247573,0.17817187305437943
structure,linear,plus_soap,911,400.0,qbar6,2238,0.05587313889020172,1.1481506998003033,0.9513364065362503
structure,linear,plus_soap,911,400.0,q6_coherence,2238,0.11221142903938655,1.134225644461915,0.9010678081673771
structure,linear,plus_soap,911,400.0,bond_order,2238,0.3575634202067804,1.1565606019006516,0.6908390104079518
structure,linear,plus_soap,911,400.0,angular_arrangement,2238,0.23868221525236122,0.9874796974868285,0.7582915214765265
structure,linear,plus_soap,913,400.0,q4,2237,0.24475793606298835,1.0967235604701675,0.7768280495788199
structure,linear,plus_soap,913,400.0,q6,2237,0.024894239758342655,1.2516078379981557,0.9801101918647626
structure,linear,plus_soap,913,400.0,w4,2237,0.5203344637260547,0.848277654034737,0.3865988792099585
structure,linear,plus_soap,913,400.0,w6,2237,1.2820092363265263,1.4685536243750148,0.1270259287452835
structure,linear,plus_soap,913,400.0,qbar6,2237,0.05823636525426348,1.2016142763033708,0.951534892350463
structure,linear,plus_soap,913,400.0,q6_coherence,2237,0.125190376699766,1.1929343583768688,0.895056776744948
structure,linear,plus_soap,913,400.0,bond_order,2237,0.37590376963799027,1.1766185519263859,0.6805219762831783
structure,linear,plus_soap,913,400.0,angular_arrangement,2237,0.2684440542238116,1.1022314904523085,0.7564540148334414
structure,linear,plus_soap,938,450.0,q4,2238,0.1824648106883869,1.0882204009043663,0.832327338711212
structure,linear,plus_soap,938,450.0,q6,2238,0.01618685622556841,0.8946284282976426,0.9819066154019163
structure,linear,plus_soap,938,450.0,w4,2238,0.5815619495744554,1.2415758068856833,0.5315936841317639
structure,linear,plus_soap,938,450.0,w6,2238,0.5806677266232474,0.6749901332489974,0.13973894132605835
