task,family,method,source,temperature_K,target,n,loss,constant_loss,r2_vs_training_mean
structure,linear,radial_control,911,400.0,q4,2238,0.9567534223386034,1.1443648811884488,0.16394374026491154
structure,linear,radial_control,911,400.0,q6,2238,0.2342902729147568,1.1028623478471773,0.7875616359810461
structure,linear,radial_control,911,400.0,w4,2238,0.8468970779157678,1.0522241197813087,0.19513622431332922
structure,linear,radial_control,911,400.0,w6,2238,1.2754410208574976,1.3575359183247573,0.06047346251329211
structure,linear,radial_control,911,400.0,qbar6,2238,0.0979402268697832,1.1481506998003033,0.9146974113356219
structure,linear,radial_control,911,400.0,q6_coherence,2238,0.15140677595751875,1.134225644461915,0.8665108863507074
structure,linear,radial_control,911,400.0,bond_order,2238,0.5937881328089879,1.1565606019006516,0.4865914230234222
structure,linear,radial_control,911,400.0,angular_arrangement,2238,0.4079962937082706,0.9874796974868285,0.5868307016877046
structure,linear,radial_control,913,400.0,q4,2237,0.8699758182727224,1.0967235604701675,0.2067501331878362
structure,linear,radial_control,913,400.0,q6,2237,0.318142771472729,1.2516078379981557,0.7458127363747
structure,linear,radial_control,913,400.0,w4,2237,0.6349160381194047,0.848277654034737,0.2515233248223643
structure,linear,radial_control,913,400.0,w6,2237,1.406630824717218,1.4685536243750148,0.04216584170302251
structure,linear,radial_control,913,400.0,qbar6,2237,0.13048245835314723,1.2016142763033708,0.8914106956563785
structure,linear,radial_control,913,400.0,q6_coherence,2237,0.19722967057745674,1.1929343583768688,0.8346684633630541
structure,linear,radial_control,913,400.0,bond_order,2237,0.5928962635854464,1.1766185519263859,0.4961015508256744
structure,linear,radial_control,913,400.0,angular_arrangement,2237,0.45165089681781967,1.1022314904523085,0.5902395270593461
structure,linear,radial_control,938,450.0,q4,2238,1.0140300374162494,1.0882204009043663,0.06817586164205425
structure,linear,radial_control,938,450.0,q6,2238,0.22680876098110586,0.8946284282976426,0.7464771364211035
structure,linear,radial_control,938,450.0,w4,2238,1.1765397097885677,1.2415758068856833,0.052381897856281
structure,linear,radial_control,938,450.0,w6,2238,0.62647696426956,0.6749901332489974,0.07187241203945316
structure,linear,radial_control,938,450.0,qbar6,2238,0.12574765607150426,0.885344643551178,0.8579675643971575
structure,linear,radial_control,938,450.0,q6_coherence,2238,0.15447639667983826,0.9108314353941552,0.830400674947072
structure,linear,radial_control,938,450.0,bond_order,2238,0.5540132542011377,0.949265141380337,0.416376700196174
structure,linear,radial_control,938,450.0,angular_arrangement,2238,0.4677949472157495,0.8890192248257077,0.47380783884908595
structure,linear,radial_control,942,450.0,q4,2239,0.6528923759810799,0.9347624217178728,0.3015419096745271
structure,linear,radial_control,942,450.0,q6,2239,0.14973732243387225,1.0200194880685722,0.8532015082207861
structure,linear,radial_control,942,450.0,w4,2239,0.6452815858760677,1.02996777727967,0.3734934236677071
structure,linear,radial_control,942,450.0,w6,2239,0.6317458795021561,0.7012875966460428,0.09916290759522173
structure,linear,radial_control,942,450.0,qbar6,2239,0.0749793568055241,1.1102550802240212,0.9324665492272324
structure,linear,radial_control,942,450.0,q6_coherence,2239,0.11725632257218958,1.0440280606360612,0.88768853348563
structure,linear,radial_control,942,450.0,bond_order,2239,0.37864880719514826,0.9733867374287068,0.6109985963077893
structure,linear,radial_control,942,450.0,angular_arrangement,2239,0.3318941485320284,1.0632788007792342,0.6878578334404895
structure,linear,radial_control,970,500.0,q4,2238,0.5106009105110856,0.7981020329037515,0.3602310363082831
structure,linear,radial_control,970,500.0,q6,2238,0.13079439964875098,1.0592289124095737,0.8765192319465535
structure,linear,radial_control,970,500.0,w4,2238,0.47846712632038724,0.9163710105803565,0.47786745674400566
structure,linear,radial_control,970,500.0,w6,2238,0.6077011272277945,0.6874841076730114,0.11605065419659732
structure,linear,radial_control,970,500.0,qbar6,2238,0.06408636663760865,1.2615090551905164,0.9491986471488861
structure,linear,radial_control,970,500.0,q6_coherence,2238,0.09566458632509561,1.1898586674839757,0.9196000424761507
structure,linear,radial_control,970,500.0,bond_order,2238,0.31455241944512036,0.9854256310401975,0.68079537457019
structure,linear,radial_control,970,500.0,angular_arrangement,2238,0.2914372487184912,1.0682146690550813,0.727173519367329
structure,linear,radial_control,971,500.0,q4,2238,0.7911186304749515,1.0080384416586077,0.21519001877224087
structure,linear,radial_control,971,500.0,q6,2238,0.20282595558334965,0.8843726645118415,0.7706555576372252
structure,linear,radial_control,971,500.0,w4,2238,0.7609904058431132,1.0565463753770175,0.27973781030523936
structure,linear,radial_control,971,500.0,w6,2238,0.8177176104111922,0.8922127082241945,0.08349477330498112
structure,linear,radial_control,971,500.0,qbar6,2238,0.09900531354980345,0.8994278832228348,0.8899241224376466
structure,linear,radial_control,971,500.0,q6_coherence,2238,0.14130109302435725,0.9424740819670433,0.8500742930463967
structure,linear,radial_control,971,500.0,bond_order,2238,0.46882650148112787,0.9471786924935898,0.5050284542963357
structure,linear,radial_control,971,500.0,angular_arrangement,2238,0.4167010732412444,0.925824440407614,0.549913509457816
structure,linear,radial_control,1000,510.0,q4,2237,1.0613060066126907,1.2479607950530807,0.14956783031990262
structure,linear,radial_control,1000,510.0,q6,2237,0.2710055665472141,1.0581249147662009,0.7438813104527509
structure,linear,radial_control,1000,510.0,w4,2237,0.9605242401045465,1.1892495470349704,0.19232742825143845
structure,linear,radial_control,1000,510.0,w6,2237,1.4378406040516822,1.5146855873552745,0.05073329009340344
structure,linear,radial_control,1000,510.0,qbar6,2237,0.0941988096633431,1.0412801847405824,0.9095355783738349
structure,linear,radial_control,1000,510.0,q6_coherence,2237,0.15913092884145563,1.0884132309054493,0.853795484726812
structure,linear,radial_control,1000,510.0,bond_order,2237,0.6640010259701554,1.1899523766425928,0.44199361335483855
structure,linear,radial_control,1000,510.0,angular_arrangement,2237,0.5499127404605421,1.0997716812217193,0.49997554051432525
structure,linear,radial_control,1001,510.0,q4,2239,0.78056782921019,1.021417272119019,0.2357992658663054
structure,linear,radial_control,1001,510.0,q6,2239,0.18292018592644346,0.8146388514805087,0.7754585536965148
structure,linear,radial_control,1001,510.0,w4,2239,0.7730780933558125,1.1051425913909472,0.30047208443680906
structure,linear,radial_control,1001,510.0,w6,2239,0.7497006278417203,0.8160289728106548,0.08128185049665482
structure,linear,radial_control,1001,510.0,qbar6,2239,0.0916639271586832,0.874870311095893,0.8952256968877343
structure,linear,radial_control,1001,510.0,q6_coherence,2239,0.1363205413233726,0.909913081733532,0.8501828976195618
structure,linear,radial_control,1001,510.0,bond_order,2239,0.45237520080270366,0.9236685134384257,0.5102407473881481
structure,linear,radial_control,1001,510.0,angular_arrangement,2239,0.3773693120562969,0.8955150169493804,0.5786007996361406
structure,linear,radial_control,881,520.0,q4,2239,1.0540918427093426,1.2981681510339615,0.18801594241101793
structure,linear,radial_control,881,520.0,q6,2239,0.25249372391005953,0.8095798076789098,0.6881175623266015
structure,linear,radial_control,881,520.0,w4,2239,1.0409165197735575,1.2691081555789059,0.1798047194025464
structure,linear,radial_control,881,520.0,w6,2239,1.3759493754621006,1.4990400816071192,0.08211301862792963
structure,linear,radial_control,881,520.0,qbar6,2239,0.094257619571074,0.9253935000629113,0.8981432011736996
structure,linear,radial_control,881,520.0,q6_coherence,2239,0.1659102701277118,1.003665257085787,0.8346956129482414
structure,linear,radial_control,881,520.0,bond_order,2239,0.6639365585923077,1.1341591588412658,0.41460018779848284
structure,linear,radial_control,881,520.0,angular_arrangement,2239,0.4962683376491775,0.9440996308209285,0.474347493158477
structure,linear,radial_control,1009,520.0,q4,2238,0.8299918994959742,1.0039012127527414,0.17323349254644305
structure,linear,radial_control,1009,520.0,q6,2238,0.18016944530341544,0.8487022304614354,0.787711827733199
structure,linear,radial_control,1009,520.0,w4,2238,1.0194395082388745,1.2606203881995535,0.1913191966577178
structure,linear,radial_control,1009,520.0,w6,2238,0.6005924852974724,0.6617959679501171,0.09248089383533065
structure,linear,radial_control,1009,520.0,qbar6,2238,0.08369816916136802,0.9133580159398111,0.9083621452916841
structure,linear,radial_control,1009,520.0,q6_coherence,2238,0.11157048720227444,0.9470008280571955,0.8821854386007613
structure,linear,radial_control,1009,520.0,bond_order,2238,0.4709103324498965,0.9392297738934756,0.49862073633186843
structure,linear,radial_control,1009,520.0,angular_arrangement,2238,0.4209121198370156,0.8544851859538652,0.5074085229843397
structure,linear,plus_gatr,911,400.0,q4,2238,0.959617843784273,1.1443648811884488,0.16144067372315019
structure,linear,plus_gatr,911,400.0,q6,2238,0.23447922562646775,1.1028623478471773,0.7873903066106313
structure,linear,plus_gatr,911,400.0,w4,2238,0.8454956236927265,1.0522241197813087,0.19646812138420477
structure,linear,plus_gatr,911,400.0,w6,2238,1.278848850261456,1.3575359183247573,0.05796315736559199
structure,linear,plus_gatr,911,400.0,qbar6,2238,0.09835225304663099,1.1481506998003033,0.9143385506242889
structure,linear,plus_gatr,911,400.0,q6_coherence,2238,0.15167366884580397,1.134225644461915,0.8662755778919466
structure,linear,plus_gatr,911,400.0,bond_order,2238,0.5947445775428929,1.1565606019006516,0.48576444972662025
structure,linear,plus_gatr,911,400.0,angular_arrangement,2238,0.4071946077251724,0.9874796974868285,0.5876425522858877
structure,linear,plus_gatr,913,400.0,q4,2237,0.8699834465322279,1.0967235604701675,0.206743177688948
structure,linear,plus_gatr,913,400.0,q6,2237,0.31813522789442755,1.2516078379981557,0.7458187634848478
structure,linear,plus_gatr,913,400.0,w4,2237,0.6281432390339124,0.848277654034737,0.25950750199982286
structure,linear,plus_gatr,913,400.0,w6,2237,1.404853229611361,1.4685536243750148,0.04337628106073643
structure,linear,plus_gatr,913,400.0,qbar6,2237,0.1310214686702473,1.2016142763033708,0.8909621238245272
structure,linear,plus_gatr,913,400.0,q6_coherence,2237,0.197599066383529,1.1929343583768688,0.8343588102765467
structure,linear,plus_gatr,913,400.0,bond_order,2237,0.5916226130209509,1.1766185519263859,0.4971840176645751
structure,linear,plus_gatr,913,400.0,angular_arrangement,2237,0.45238719689913964,1.1022314904523085,0.5895715184897328
structure,linear,plus_gatr,938,450.0,q4,2238,1.012709844741132,1.0882204009043663,0.06938902827081828
structure,linear,plus_gatr,938,450.0,q6,2238,0.22663526201804585,0.8946284282976426,0.7466710705255564
structure,linear,plus_gatr,938,450.0,w4,2238,1.1734697703229156,1.2415758068856833,0.05485451326053303
structure,linear,plus_gatr,938,450.0,w6,2238,0.626404178615125,0.6749901332489974,0.07198024421484317
structure,linear,plus_gatr,938,450.0,qbar6,2238,0.12571713858841563,0.885344643551178,0.8580020340054744
structure,linear,plus_gatr,938,450.0,q6_coherence,2238,0.15392434631491334,0.9108314353941552,0.8310067699318
structure,linear,plus_gatr,938,450.0,bond_order,2238,0.5531434234334246,0.949265141380337,0.41729302033666527
structure,linear,plus_gatr,938,450.0,angular_arrangement,2238,0.4675470541233447,0.8890192248257077,0.47408667769247925
structure,linear,plus_gatr,942,450.0,q4,2239,0.6530375447791239,0.9347624217178728,0.3013866094670399
structure,linear,plus_gatr,942,450.0,q6,2239,0.14957764031795764,1.0200194880685722,0.8533580563238199
