horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,459,7,0.5195817947387695,0.10788218632269471,0.7989535061070251,0.24905915651363364,0.4994271815664659,0.03786044464010565,,0.0,0.0,0,7,,0.0
3.0,459,15,0.7640900015830994,0.055239534138087215,0.17387668795790465,0.5314390921702521,0.7590256511135869,0.08742387555946876,0.0,0.0,0.0758391959798995,0,15,,0.0
9.0,314,22,0.8805422782897949,0.19098272506959468,0.6977980952370907,0.6858793051125878,0.8787626907594235,0.1138418079096045,0.0,0.0,0.028689831048772714,0,22,,0.0
