model,source,atom,observations,first_ps,last_ps,velocity_roughness,increment_cosine,reversal_fraction,turn_pairs,adjacent_lags_ps,state_participation_rank,state_entropy_rank,state_d95,state_numerical_rank,state_rank_ceiling,movement_participation_rank,movement_entropy_rank,movement_d95,movement_numerical_rank,movement_rank_ceiling,fluctuation_participation_rank,fluctuation_entropy_rank,fluctuation_d95,fluctuation_numerical_rank,fluctuation_rank_ceiling
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_197585375,37436,4,48.0,384.0,1.7086662711068579,-0.7089612567335684,1.0,1,"[108.0, 120.0]",2.603709212556562,2.76760184754641,3,3,3,2.060223763473321,2.384872112158177,3,3,3,1.6490283606133667,1.7906718044843861,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_197585375,37871,4,48.0,384.0,1.4048143474605495,-0.4459637689854268,1.0,1,"[108.0, 120.0]",1.651886868971835,1.9832092172688596,2,3,3,1.6331803821467727,1.959964285466859,2,3,3,1.3462430142272939,1.5302353154808086,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_197585375,38026,4,48.0,384.0,1.6819502911374924,-0.6841191859439401,1.0,1,"[108.0, 120.0]",2.3873108033445796,2.637306964644615,3,3,3,1.73460200313981,2.0386448720209733,2,3,3,1.5913714189731067,1.7482350577364205,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_197585375,42472,4,48.0,384.0,1.4922586564498912,-0.5088286045592327,1.0,1,"[108.0, 120.0]",2.257610638958671,2.556225820926379,3,3,3,2.114420720307064,2.408951833804775,3,3,3,1.7668860623179092,1.869454562693151,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_197585375,55584,4,48.0,384.0,1.4519998723351706,-0.47088570852873085,1.0,1,"[108.0, 120.0]",2.511439970150373,2.7309184998870295,3,3,3,1.9940703380072244,2.3637599446487276,3,3,3,1.5499119316269112,1.7159206142075678,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_197585375,67431,4,48.0,384.0,1.5152942137881293,-0.5155374456852728,1.0,1,"[108.0, 120.0]",2.8439228913751147,2.9197674388815287,3,3,3,2.0086241215456146,2.3293218420519968,3,3,3,1.7104727181240889,1.8329886758933602,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,6741,4,48.0,384.0,1.6213511426586023,-0.6261350371064708,1.0,1,"[108.0, 120.0]",2.3363995256509864,2.6212555315237758,3,3,3,1.7451972862413325,2.0599994095791603,2,3,3,1.6128235702503073,1.7643512033219488,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,10385,4,48.0,384.0,1.4244990679176073,-0.47668243293803775,1.0,1,"[108.0, 120.0]",2.5579932775872942,2.7307221359589615,3,3,3,1.829742730679652,2.18809463722554,3,3,3,1.5553899310525556,1.7202817876564287,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,10907,4,48.0,384.0,1.275462521128697,-0.2880370811889963,1.0,1,"[108.0, 120.0]",2.3833292326822257,2.6474889005360485,3,3,3,1.841264459222285,2.1963981860985378,3,3,3,1.5853487728830862,1.7436380663175999,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,15631,4,48.0,384.0,1.5667011189174807,-0.5805439851511146,1.0,1,"[108.0, 120.0]",2.233469203642465,2.5356486629756754,3,3,3,1.8199318410198646,2.148087509480097,3,3,3,1.6686301117090756,1.804482685733313,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,16551,4,48.0,384.0,1.5796259668586954,-0.600689856409739,1.0,1,"[108.0, 120.0]",2.618941991125677,2.7829671852643805,3,3,3,1.9094113750341017,2.2793730425776304,3,3,3,1.5809141993409896,1.7402325226186062,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,16835,4,48.0,384.0,1.6615024060920969,-0.6706577333796173,1.0,1,"[108.0, 120.0]",2.682145228271089,2.830238686742971,3,3,3,1.9669560662768297,2.2788751074546965,3,3,3,1.6969681469513307,1.8239296346299918,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,17335,4,48.0,384.0,1.086190785340931,-0.10576800132032353,1.0,1,"[108.0, 120.0]",1.8742363223399754,2.2650661060067065,3,3,3,1.9081219671674121,2.2553873933015263,3,3,3,1.699192697801187,1.8254309879330999,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,18592,4,48.0,384.0,1.5184438667407054,-0.5242606175841913,1.0,1,"[108.0, 120.0]",2.745852564963065,2.8671090134902966,3,3,3,2.320454166278113,2.5014283087901377,3,3,3,1.9886719554655585,1.9943064131817707,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,23083,4,48.0,384.0,1.163680767342513,-0.1639149440635623,1.0,1,"[108.0, 120.0]",2.538069598963713,2.7534403504502634,3,3,3,2.560339405637749,2.735189111580445,3,3,3,1.9167463753158445,1.9567202590397228,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,23768,4,48.0,384.0,1.5232010220816437,-0.5537712140264416,1.0,1,"[108.0, 120.0]",2.703826774531494,2.8415321722393054,3,3,3,1.8517303196514348,2.213123312948187,3,3,3,1.5690681213280333,1.7310479656772082,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,25228,4,48.0,384.0,1.656524009720049,-0.6599082592837195,1.0,1,"[108.0, 120.0]",2.356623862258244,2.6410732613044394,3,3,3,1.643689269372593,1.992598907885301,3,3,3,1.4911271656475562,1.6672471154892972,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,29782,4,48.0,384.0,1.6507588413318424,-0.6531776479314043,1.0,1,"[108.0, 120.0]",2.32408362508085,2.5226401999548127,3,3,3,1.6613700567579828,2.0484149490590453,3,3,3,1.3167271327872965,1.4987586401431638,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,41794,4,48.0,384.0,1.5532332295504907,-0.5656648160806104,1.0,1,"[108.0, 120.0]",2.6605165142196907,2.810232195065673,3,3,3,1.9681838991079645,2.2452191964767456,3,3,3,1.7603952176492816,1.865368046626236,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,43736,4,48.0,384.0,1.2981575868630177,-0.3342654308006928,1.0,1,"[108.0, 120.0]",2.2112476991045984,2.535187683917086,3,3,3,1.72013801671977,2.0468466144446382,3,3,3,1.5556540270739379,1.7204913209029988,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,47465,4,48.0,384.0,1.8109495686916928,-0.8121559759978602,1.0,1,"[108.0, 120.0]",2.3310016759641123,2.6127121818430266,3,3,3,1.5163213457312625,1.8709377508072127,3,3,3,1.3614218404194491,1.5459005163985815,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_837421620,50369,4,48.0,384.0,1.7586410580307446,-0.7588992841045794,1.0,1,"[108.0, 120.0]",2.0944774083494426,2.4512039493744697,3,3,3,1.9245646753329941,2.2253193835657012,3,3,3,1.6853934434728302,1.8160591170375582,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,3682,4,48.0,384.0,1.0188008817092211,-0.018806518288534316,1.0,1,"[108.0, 120.0]",2.288665667117003,2.565846461741802,3,3,3,2.438713846190393,2.6241984347712504,3,3,3,1.9887848314165815,1.9943634389417484,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,10732,4,48.0,384.0,1.7396481198613987,-0.7410419900826655,1.0,1,"[108.0, 120.0]",2.395841192367462,2.6117931540700945,3,3,3,1.7599337384205853,2.01594774955863,2,3,3,1.6742994927617054,1.808421696777422,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,16649,4,48.0,384.0,0.7719296354224987,0.22833251050976516,0.0,1,"[108.0, 120.0]",1.8124204942101845,2.206754595210207,3,3,3,1.7501175184417652,2.067246223647666,2,3,3,1.5971768446129646,1.7526359035090393,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,19317,4,48.0,384.0,1.6266693030473143,-0.6288122916069486,1.0,1,"[108.0, 120.0]",2.5801756479203113,2.7686193189956696,3,3,3,2.241146174189322,2.5227828282013642,3,3,3,1.7466877069326565,1.856646600964803,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,19765,4,48.0,384.0,1.6936742852046647,-0.6942997906453138,1.0,1,"[108.0, 120.0]",2.794464641464399,2.8828752723769235,3,3,3,1.9632476344601004,2.3061782537462747,3,3,3,1.6418499628111394,1.785538206291152,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,22263,4,48.0,384.0,1.5220614696507282,-0.5605440425439827,1.0,1,"[108.0, 120.0]",2.6095327178261707,2.775318957279362,3,3,3,1.842980595365062,2.1705122579695972,3,3,3,1.623188093075148,1.7719966756119097,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,28836,4,48.0,384.0,1.2282568686348077,-0.23105428400370503,1.0,1,"[108.0, 120.0]",2.3346787315128488,2.620473947730906,3,3,3,2.5823431913742745,2.780347897153461,3,3,3,1.7731475310338636,1.8733706705013125,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,30246,4,48.0,384.0,1.201727747651931,-0.20570162551076315,1.0,1,"[108.0, 120.0]",2.5328004429840063,2.7507538665348883,3,3,3,2.111826474461776,2.390548034248735,3,3,3,1.764969799826363,1.868250985925554,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,33831,4,48.0,384.0,1.3878141577930003,-0.40030051279617995,1.0,1,"[108.0, 120.0]",2.7940728567638584,2.8822618623442735,3,3,3,2.4518039515434173,2.646388408415466,3,3,3,1.9506764296464443,1.9747675029160443,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,38059,4,48.0,384.0,1.4652075250592482,-0.47210932456523774,1.0,1,"[108.0, 120.0]",2.311148574896028,2.5991871520389926,3,3,3,1.935924535506535,2.2967646320088106,3,3,3,1.6021293140165713,1.7563668608812593,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,41595,4,48.0,384.0,1.542703444991028,-0.5686084278515887,1.0,1,"[108.0, 120.0]",2.462126965258259,2.6823369442415133,3,3,3,2.112068923074087,2.289527601829221,2,3,3,1.9415398835661575,1.9699646796166563,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,50275,4,48.0,384.0,1.2071791883413558,-0.2071987215627379,1.0,1,"[108.0, 120.0]",2.695271680321594,2.8329834025623857,3,3,3,2.377354429369033,2.561079101389388,3,3,3,1.9832688961460918,1.9915697908508374,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,51895,4,48.0,384.0,1.1833210610856808,-0.1837320894121925,1.0,1,"[108.0, 120.0]",2.461626196205806,2.701394747168865,3,3,3,2.4666753673859767,2.6703875745731,3,3,3,1.8596920064981117,1.9250163399082103,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,53255,4,48.0,384.0,1.7996641268453974,-0.8058783227134961,1.0,1,"[108.0, 120.0]",2.1028250439492084,2.4522679271895216,3,3,3,1.3848595367577863,1.705791979378798,2,3,3,1.2602393298928873,1.4343957970170027,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,57674,4,48.0,384.0,1.3896627186317285,-0.3896627443662135,1.0,1,"[108.0, 120.0]",2.1945227984883964,2.5297994870305383,3,3,3,2.7129416960715322,2.836305219447408,3,3,3,1.9357514188277147,1.9669003607808242,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_553888770,60688,4,48.0,384.0,1.8425192866513578,-0.8600243460128303,1.0,1,"[108.0, 120.0]",1.8107077326247327,2.212322469061061,3,3,3,1.31371662091928,1.6031037828063328,2,3,3,1.2214083163794442,1.3865648110518363,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,2758,4,48.0,384.0,0.9913391729983708,0.01649627481071525,0.0,1,"[108.0, 120.0]",1.1313271887275396,1.2970953360540893,2,3,3,1.198252310040642,1.398685292822302,2,3,3,1.2078447346593446,1.3690750207797164,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,5059,4,48.0,384.0,1.0059456350599196,-0.01923754862405192,1.0,1,"[108.0, 120.0]",1.076793086933417,1.1955449337781325,1,3,3,1.128779328353801,1.3002279572141522,2,3,3,1.1237422255813871,1.249518508854645,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,5984,4,48.0,384.0,0.9991174305099642,0.003389789657189609,0.0,1,"[108.0, 120.0]",1.0389137177999057,1.113168148947427,1,3,3,1.068931936464072,1.183100963501483,1,3,3,1.0493126166311042,1.1202017394606003,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,18657,4,48.0,384.0,1.0059429831197142,-0.020393587928944308,1.0,1,"[108.0, 120.0]",1.0539355922136278,1.148851333069037,1,3,3,1.073228674926291,1.1875727959793838,1,3,3,1.0788287541765111,1.1752249890623558,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,28418,4,48.0,384.0,1.0218535625392853,-0.12466516227518414,1.0,1,"[108.0, 120.0]",1.050397532901445,1.1342377503096623,1,3,3,1.0773409673313017,1.1934814046742517,1,3,3,1.0557500456298479,1.1327564964132688,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,28545,4,48.0,384.0,0.9974417410848943,0.008920997134150208,0.0,1,"[108.0, 120.0]",1.064801186202313,1.170742329851923,1,3,3,1.1247601928149382,1.2941563215535787,2,3,3,1.0743145746574523,1.1671931217108544,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,34910,4,48.0,384.0,1.0227214960699786,-0.08967714934923984,1.0,1,"[108.0, 120.0]",1.0635848974499231,1.1697386642641097,1,3,3,1.07800585886247,1.1981424887025016,1,3,3,1.081151220443155,1.1793108046566507,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,35162,4,48.0,384.0,1.0246982320107876,-0.11214645204483517,1.0,1,"[108.0, 120.0]",1.0269773828765214,1.082928088696788,1,3,3,1.0468177998425232,1.1322698484980611,1,3,3,1.0364709848121607,1.0939651538326172,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,47114,4,48.0,384.0,0.9711176095648565,0.12652163307374054,0.0,1,"[108.0, 120.0]",1.0375937311475343,1.1087686987247345,1,3,3,1.0701464371946148,1.1844539322941905,1,3,3,1.0472394163645258,1.1160799469353573,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,52615,4,48.0,384.0,1.0043876677711374,-0.012399554138968078,1.0,1,"[108.0, 120.0]",1.0865303004822158,1.2211682429248436,1,3,3,1.121218338037256,1.281661487719881,2,3,3,1.1358953006659902,1.2681661054656606,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,60086,4,48.0,384.0,0.7584395221589403,0.30288414782811535,0.0,1,"[108.0, 120.0]",1.2507189278040967,1.519589757111523,2,3,3,1.6008433069130437,1.9537122006602563,3,3,3,1.6912832215927287,1.820076390686564,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,60611,4,48.0,384.0,1.053889012677737,-0.15903340781494463,1.0,1,"[108.0, 120.0]",1.0587332322275684,1.1574352828014434,1,3,3,1.0878910204371561,1.2102193820714737,1,3,3,1.1037094711677098,1.2175235355571967,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,60670,4,48.0,384.0,0.95816814036247,0.044280155398616926,0.0,1,"[108.0, 120.0]",1.3874588113621364,1.6333759565001271,2,3,3,1.8702649772649238,2.0468704933507538,2,3,3,1.6370123486827435,1.7820552285497315,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,62519,4,48.0,384.0,1.0234823821031975,-0.07926793972827373,1.0,1,"[108.0, 120.0]",1.0657988166072268,1.1742476075914945,1,3,3,1.076192204378151,1.1972144611534712,1,3,3,1.0677893279616628,1.1553600855505983,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,67882,4,48.0,384.0,0.8857022442589447,0.27914781672928196,0.0,1,"[108.0, 120.0]",1.15383810570535,1.3433257943260306,2,3,3,1.1877025532505194,1.41547287174292,2,3,3,1.1451637542028412,1.2820372201135897,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_468207512,69233,4,48.0,384.0,1.009367728835809,-0.03265405772404249,1.0,1,"[108.0, 120.0]",1.05854097953468,1.15952485489635,1,3,3,1.0831747577181774,1.2069487929100216,1,3,3,1.0966984876578583,1.2059158863769281,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,5923,4,48.0,384.0,0.8887416743304621,0.3672077567971517,0.0,1,"[108.0, 120.0]",1.1420013258741109,1.3077904992205038,2,3,3,1.253584127246239,1.4916249119104652,2,3,3,1.191681921751894,1.347653952411273,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,15681,4,48.0,384.0,1.4937682591857366,-0.6148725964626788,1.0,1,"[108.0, 120.0]",1.5205717366126041,1.8829657680684422,3,3,3,1.5389246252038016,1.916350070203122,3,3,3,1.3657726205953227,1.5503281601518675,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,16325,4,48.0,384.0,0.6069022643311336,0.45883566114296354,0.0,1,"[108.0, 120.0]",1.2154707126771975,1.457290899648167,2,3,3,1.5170878284192673,1.8429042977913397,2,3,3,1.4516098175164476,1.6324577258051942,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,19967,4,48.0,384.0,1.0702502140092711,-0.40300111337051875,1.0,1,"[108.0, 120.0]",1.0225885200123486,1.0705025141112519,1,3,3,1.0355706966056217,1.1042581948531927,1,3,3,1.0242996884411153,1.0671881037847828,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,20125,4,48.0,384.0,0.9891997793904136,0.05626978728029878,0.0,1,"[108.0, 120.0]",1.0471909152291041,1.1281420072316974,1,3,3,1.08113484485059,1.2027719773789844,1,3,3,1.0670150110574863,1.1539374853243,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,31832,4,48.0,384.0,0.9881748444578329,0.047848310495610995,0.0,1,"[108.0, 120.0]",1.0312155371750598,1.093929264093882,1,3,3,1.0586505261354424,1.1598700500375603,1,3,3,1.0454243654635353,1.1124377688536984,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,33409,4,48.0,384.0,1.0178943415798785,-0.07550495668373498,1.0,1,"[108.0, 120.0]",1.9093860997336711,1.9915384717628581,2,3,3,1.61269280704537,1.8075437856923893,2,3,3,1.2415177011243752,1.4117320273421412,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,43436,4,48.0,384.0,1.0191685324693343,-0.09816971314677461,1.0,1,"[108.0, 120.0]",1.0243225722870022,1.0756616576777434,1,3,3,1.0427898525443027,1.1224851459326488,1,3,3,1.034739641611903,1.0902854140871492,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,47125,4,48.0,384.0,1.7804429238040849,-0.7831475023531217,1.0,1,"[108.0, 120.0]",1.089982798852333,1.2229038981966798,1,3,3,1.1995252868877664,1.39793542366441,2,3,3,1.2588998759293248,1.4327977590111687,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,48922,4,48.0,384.0,0.9555557085935953,0.18877227143461672,0.0,1,"[108.0, 120.0]",1.1432926124312641,1.2993335018037002,2,3,3,1.3889704185508576,1.6312054904682234,2,3,3,1.409339585875939,1.5932081522850519,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,52108,4,48.0,384.0,1.141236472760343,-0.1486600079550675,1.0,1,"[108.0, 120.0]",1.5797700052136463,1.8993240540816556,2,3,3,1.9680665969079223,2.2194483546221924,2,3,3,1.5249340739939024,1.6956664095186558,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,58842,4,48.0,384.0,0.4441849417326455,0.5559418397007935,0.0,1,"[108.0, 120.0]",1.1945988978815438,1.4106517661359645,2,3,3,1.6711127064155424,1.996137604310841,2,3,3,1.997762214158607,1.9988799582811918,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,60376,4,48.0,384.0,1.036676687562208,-0.10536059468467572,1.0,1,"[108.0, 120.0]",1.0823107617826186,1.2068227268423757,1,3,3,1.1418197954730631,1.3228993258581145,2,3,3,1.14691774193525,1.2846298003013414,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,61916,4,48.0,384.0,1.1353262395121861,-0.13945967862751094,1.0,1,"[108.0, 120.0]",1.226241438369944,1.4768258639032195,2,3,3,1.5505026422297137,1.9176318136575092,3,3,3,1.626077512594459,1.7741120521699791,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,67469,4,48.0,384.0,1.3618717803385656,-0.556123102554048,1.0,1,"[108.0, 120.0]",1.1609576248239017,1.3435061491689588,2,3,3,1.2045504444037858,1.4149939152112323,2,3,3,1.1011841558027593,1.2133686594968274,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_856510393,69163,4,48.0,384.0,1.659877077361437,-0.7118413372536313,1.0,1,"[108.0, 120.0]",1.4531813837488572,1.6978722706686735,2,3,3,1.2978255621487453,1.530076256504713,2,3,3,1.1246183578842053,1.2508811032895868,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_708791158,2464,4,48.0,384.0,1.5798311145411352,-0.7444845544956197,1.0,1,"[108.0, 120.0]",1.8525534848096985,2.1097199709111067,2,3,3,2.0577962973868766,2.216735435514592,2,3,3,1.7837139245078568,1.879922036335982,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_708791158,14127,4,48.0,384.0,1.3932383984590382,-0.6340312067986117,1.0,1,"[108.0, 120.0]",1.1423650264765322,1.3229929845384518,2,3,3,1.179911292762487,1.3907624071739897,2,3,3,1.0949913250291199,1.2030544371623793,1,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_708791158,14460,4,48.0,384.0,0.9551857739096711,0.047412017426941816,0.0,1,"[108.0, 120.0]",1.4796284361794485,1.723421790593971,2,3,3,1.8614769952191776,2.0316518342815857,2,3,3,1.5900858739932218,1.747256524482416,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_708791158,16535,4,48.0,384.0,1.042822666494385,-0.1890493414160872,1.0,1,"[108.0, 120.0]",1.0808229464867218,1.1968272101662278,1,3,3,1.1235146422001034,1.2803139323245334,2,3,3,1.109571918648939,1.2270598217276327,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_708791158,24693,4,48.0,384.0,1.5772647840481757,-0.5874198789979891,1.0,1,"[108.0, 120.0]",2.275710656495077,2.5338931105444518,3,3,3,1.6909902269616246,2.0094206375528296,2,3,3,1.510969823531179,1.6840715102444959,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_708791158,25934,4,48.0,384.0,0.9623095053083932,0.05153570862595243,0.0,1,"[108.0, 120.0]",1.5226878608852699,1.9014833416156716,3,3,3,1.7147341296393375,2.0723378837891064,3,3,3,1.6526881225114682,1.7932732607984834,2,2,2
gf-mlp-cov1-factor1-s123-0035--encoder,independent_melt_708791158,29962,4,48.0,384.0,0.9723381959282434,0.16740661776108323,0.0,1,"[108.0, 120.0]",1.0248851130465586,1.0761560995491597,1,3,3,1.0389902543129246,1.1124178214100344,1,3,3,1.025358001927779,1.069609958987591,1,2,2
