model,source,atom,observations,first_ps,last_ps,velocity_roughness,increment_cosine,reversal_fraction,turn_pairs,adjacent_lags_ps,state_participation_rank,state_entropy_rank,state_d95,state_numerical_rank,state_rank_ceiling,movement_participation_rank,movement_entropy_rank,movement_d95,movement_numerical_rank,movement_rank_ceiling,fluctuation_participation_rank,fluctuation_entropy_rank,fluctuation_d95,fluctuation_numerical_rank,fluctuation_rank_ceiling
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,15891,4,48.0,384.0,0.9431458141556035,0.1467907373462066,0.0,1,"[108.0, 120.0]",1.3866891073498269,1.6151339007972854,2,3,3,2.014037443559961,2.1222067527192716,2,3,3,1.6883830879100639,1.8181014987091857,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,21611,4,48.0,384.0,1.0432047632777868,-0.20934840308994238,1.0,1,"[108.0, 120.0]",1.6831566673978287,1.8475670617191482,2,3,3,1.7885723071390438,1.9323899218715086,2,3,3,1.3896283568907135,1.5741281594202903,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,27496,4,48.0,384.0,1.019644855892212,-0.079896426723727,1.0,1,"[108.0, 120.0]",1.9317365507051725,2.014311407994337,2,3,3,1.7139766410026671,1.8947321207087193,2,3,3,1.281091370869289,1.4588277117259396,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,27797,4,48.0,384.0,1.024177812824968,-0.12441035637442062,1.0,1,"[108.0, 120.0]",1.165853829388097,1.3319589478286373,2,3,3,1.3128830467103552,1.5373668414243997,2,3,3,1.2360568863671606,1.4049846165867388,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,37288,4,48.0,384.0,1.5071110810873116,-0.5136220484897124,1.0,1,"[108.0, 120.0]",1.0456109918478091,1.1293472430070342,1,3,3,1.0749272642064636,1.1914636371346172,1,3,3,1.0779870659616106,1.1737365699232676,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,41939,4,48.0,384.0,1.1784894995156938,-0.18153671475339275,1.0,1,"[108.0, 120.0]",1.0311944546649092,1.0926105947378337,1,3,3,1.0468838092402246,1.1317638239352903,1,3,3,1.0404360144718963,1.1022553286589316,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,51509,4,48.0,384.0,1.0897445287868563,-0.2664537323337271,1.0,1,"[108.0, 120.0]",1.4622888650409613,1.6826382898333883,2,3,3,2.009917543798843,2.0929501664154535,2,3,3,1.768516989920075,1.8704770411286744,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,62064,4,48.0,384.0,1.1218182837915536,-0.14756524748929725,1.0,1,"[108.0, 120.0]",2.039293570963125,2.3474051208134163,3,3,3,2.237040587980938,2.4527609954086196,3,3,3,1.9994654625156218,1.9997326657616579,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,63625,4,48.0,384.0,1.5534965375833605,-0.5572740028245404,1.0,1,"[108.0, 120.0]",1.0307639910155482,1.0926016262523421,1,3,3,1.0595915625744252,1.157008205309871,1,3,3,1.0678364531241167,1.1554465353515253,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,63965,4,48.0,384.0,0.8691358123806331,0.17865939583899254,0.0,1,"[108.0, 120.0]",1.3201632140474093,1.5927018355935787,2,3,3,1.4699097725024226,1.796877503949691,2,3,3,1.3285698957866872,1.511554064578911,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,65720,4,48.0,384.0,1.884057801427711,-0.8870169155901015,1.0,1,"[108.0, 120.0]",1.6892455930394072,2.0101619086735325,2,3,3,2.0967417268511457,2.230041417786664,2,3,3,1.8921012418356735,1.9432403476166529,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,65951,4,48.0,384.0,1.43016011788907,-0.652657019279147,1.0,1,"[108.0, 120.0]",1.1442276515103453,1.3090964615495768,2,3,3,1.3513013929980784,1.5933097889755876,2,3,3,1.4321206610525568,1.614634502305958,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_129223029,66551,4,48.0,384.0,1.4535103417657746,-0.4684373907563844,1.0,1,"[108.0, 120.0]",1.0362943593615057,1.1060337940793028,1,3,3,1.0626806369801176,1.1633667093120994,1,3,3,1.0670534026966711,1.154008114990984,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,273,4,48.0,384.0,1.0991165856593628,-0.36906442354093083,1.0,1,"[108.0, 120.0]",1.038866116092666,1.1130197739268908,1,3,3,1.065666050926172,1.1757382331948971,1,3,3,1.0498162453254996,1.1211970217293457,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,2606,4,48.0,384.0,1.0365111172318808,-0.2395239667765639,1.0,1,"[108.0, 120.0]",1.0257250892382739,1.0774188569078702,1,3,3,1.0449791372620993,1.1248058410637207,1,3,3,1.0357736428068751,1.0924876067267095,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,10544,4,48.0,384.0,0.9289295685453415,0.3080172666033369,0.0,1,"[108.0, 120.0]",1.032803581206597,1.0972602418628905,1,3,3,1.0583833736511428,1.1589212431239715,1,3,3,1.039303199658382,1.0999054899820058,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,16350,4,48.0,384.0,1.957675811725584,-0.9580625653808055,1.0,1,"[108.0, 120.0]",1.1405197462166143,1.2849390443524722,2,3,3,1.0454921241015682,1.1170878631963959,1,3,3,1.0206540667090673,1.0586788024685716,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,23301,4,48.0,384.0,0.9461904241798017,0.21647235708140203,0.0,1,"[108.0, 120.0]",1.024573118600755,1.0764705393274014,1,3,3,1.0483149067279802,1.13505162670965,1,3,3,1.038285480052454,1.097781858381778,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,23361,4,48.0,384.0,0.8447075928231768,0.1985600741380464,0.0,1,"[108.0, 120.0]",1.2755035026205197,1.5098038459644882,2,3,3,1.4733004839271218,1.7473588777350542,2,3,3,1.3880061317098717,1.5725347343869511,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,25281,4,48.0,384.0,0.8091219549447204,0.19304418644093244,0.0,1,"[108.0, 120.0]",1.3500355239041788,1.6154141710078715,2,3,3,2.0273663878540202,2.216364088586992,2,3,3,1.7371884123679657,1.8505286402268888,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,29347,4,48.0,384.0,1.0746762655911408,-0.3797403031083972,1.0,1,"[108.0, 120.0]",1.037253016783245,1.1062911825173076,1,3,3,1.059945544674469,1.1594939724760693,1,3,3,1.0365525788927734,1.0941376423817517,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,36045,4,48.0,384.0,1.7406050416728214,-0.8120847398129708,1.0,1,"[108.0, 120.0]",1.468102877588163,1.7946982145185144,2,3,3,1.3205157835745265,1.6241954915458539,2,3,3,1.1164775669398437,1.2381056776898425,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,43463,4,48.0,384.0,1.0506599378472523,-0.3216921595581394,1.0,1,"[108.0, 120.0]",1.0218830212625418,1.0679771247505767,1,3,3,1.0385607411046858,1.1104216300453482,1,3,3,1.0330026943981485,1.0865546240251107,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,53634,4,48.0,384.0,1.6415873104706311,-0.6994933824104284,1.0,1,"[108.0, 120.0]",1.4503039534313193,1.689392347693619,2,3,3,1.2983490327890534,1.5235851128923201,2,3,3,1.137742414432139,1.270953927550235,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,56668,4,48.0,384.0,1.16645322574613,-0.460439558051877,1.0,1,"[108.0, 120.0]",1.1328432739103202,1.3081038607549087,2,3,3,1.1175995911868346,1.283782538694729,2,3,3,1.0902935023484661,1.1951063209567576,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,59826,4,48.0,384.0,1.1613101858091082,-0.4540286285928288,1.0,1,"[108.0, 120.0]",1.0358436890622067,1.0998575965084831,1,3,3,1.0597278461163329,1.1517517526545846,1,3,3,1.0392559116019284,1.0998070815895364,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,62799,4,48.0,384.0,1.0516289366029803,-0.29348194366362196,1.0,1,"[108.0, 120.0]",1.0212921453065993,1.0672062966009441,1,3,3,1.0391372097680078,1.1130789971404915,1,3,3,1.0300383853016577,1.08009095696563,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,65089,4,48.0,384.0,1.0621519335076122,-0.07706606218185995,1.0,1,"[108.0, 120.0]",1.9269403070207938,2.273369673682672,3,3,3,2.042073005107427,2.274395125301527,3,3,3,1.895304068307966,1.945010314708338,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_444631845,66254,4,48.0,384.0,0.8743053704712959,0.17876664001007922,0.0,1,"[108.0, 120.0]",1.197197633150997,1.3911674860318015,2,3,3,1.3507662984965108,1.583554514341308,2,3,3,1.3751034432158173,1.5597321801482948,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,202,4,48.0,384.0,1.0281405863581567,-0.09088014156435485,1.0,1,"[108.0, 120.0]",1.0495661759318762,1.1369875873120736,1,3,3,1.0715560851359043,1.1798441078940503,1,3,3,1.0804523536991875,1.1780845554566015,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,4775,4,48.0,384.0,1.0669571487255807,-0.07703212353444762,1.0,1,"[108.0, 120.0]",1.3587597196383856,1.6153241721322924,2,3,3,1.6657358215707014,1.916073289664659,2,3,3,1.4232687129947417,1.6063864909153907,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,6068,4,48.0,384.0,1.0453212513282648,-0.18449134227477573,1.0,1,"[108.0, 120.0]",1.026346005861537,1.0810595509287415,1,3,3,1.0470949250662887,1.1320165832668745,1,3,3,1.035763388536658,1.09246583425167,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,14449,4,48.0,384.0,1.0270233956652757,-0.10290262612395548,1.0,1,"[108.0, 120.0]",1.0456979449565922,1.128468520113366,1,3,3,1.0692947506979356,1.1738569178756744,1,3,3,1.0862727797784133,1.1882145824821455,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,17424,4,48.0,384.0,0.7469023920975152,0.3412714739691156,0.0,1,"[108.0, 120.0]",1.1660440629841888,1.3666585094977497,2,3,3,1.4294412594705295,1.7462507861326422,2,3,3,1.427163262060913,1.610027302653008,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,18888,4,48.0,384.0,1.1439798068175873,-0.15387751945550565,1.0,1,"[108.0, 120.0]",1.5988055201714135,1.800638554580984,2,3,3,1.7734629343870822,1.9327924709044206,2,3,3,1.4182532738895737,1.601669804296555,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,21520,4,48.0,384.0,1.2308752827097136,-0.5986432006415608,1.0,1,"[108.0, 120.0]",1.0757934288731905,1.1974546565807376,1,3,3,1.0835892023608644,1.210545967145458,1,3,3,1.079758897244576,1.1768650548653778,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,21669,4,48.0,384.0,1.2738723522984743,-0.62367200920482,1.0,1,"[108.0, 120.0]",1.0460677291646532,1.1205733181426385,1,3,3,1.0680532424095197,1.1656551667573036,1,3,3,1.0439765073283327,1.1095090411919477,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,36103,4,48.0,384.0,1.8646665618582796,-0.8646851987486353,1.0,1,"[108.0, 120.0]",1.4887668169645751,1.6802858735956043,2,3,3,1.1470884228798015,1.2923283482568886,2,3,3,1.0502372545139584,1.1220272665206594,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,38079,4,48.0,384.0,0.9590251652483297,0.14139857176244883,0.0,1,"[108.0, 120.0]",1.0698464838691286,1.1829906372117438,1,3,3,1.0832723173823164,1.2134299174669245,1,3,3,1.0748141179754893,1.1680879556643573,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,39743,4,48.0,384.0,1.2704674363507211,-0.6461829760286062,1.0,1,"[108.0, 120.0]",1.042060865783244,1.1140905043064715,1,3,3,1.0612760617200456,1.1553534049350274,1,3,3,1.0368925063155265,1.094855361587955,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,41452,4,48.0,384.0,0.9887227828435995,0.016377055890641007,0.0,1,"[108.0, 120.0]",1.2379146354112647,1.493526915693974,2,3,3,1.4633834675294581,1.8028463949165416,3,3,3,1.234293348352759,1.4027919669897624,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,43325,4,48.0,384.0,1.0686292763879144,-0.19251967701666278,1.0,1,"[108.0, 120.0]",1.0721569711953756,1.1885821093847826,1,3,3,1.1068285906876967,1.2488441281798308,2,3,3,1.1274159043634542,1.2552125770196654,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,55077,4,48.0,384.0,0.7951061875212387,0.2687477071832942,0.0,1,"[108.0, 120.0]",1.3904966341295728,1.7265681610474164,3,3,3,1.669030663576103,1.9930735131813564,2,3,3,1.705753711734744,1.82983807766079,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,59764,4,48.0,384.0,1.776087628824638,-0.790356079415917,1.0,1,"[108.0, 120.0]",1.5301005432421344,1.7733115038736595,2,3,3,1.2492538386113692,1.4646135006657435,2,3,3,1.1228152546122245,1.2480736614551262,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_827732877,67357,4,48.0,384.0,0.8267361212124219,0.18362309150923684,0.0,1,"[108.0, 120.0]",1.3243176644267092,1.588732753065891,2,3,3,1.8706007441630417,2.1043078143950615,2,3,3,1.6504800150401489,1.791704949888429,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,3988,4,48.0,384.0,1.0543953455230546,-0.18419818235564747,1.0,1,"[108.0, 120.0]",1.0546887521389967,1.1499661562348693,1,3,3,1.0685555200199262,1.1776507795357778,1,3,3,1.069026775716483,1.1576252462849856,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,9499,4,48.0,384.0,1.0028689927380396,-0.00938842824510788,1.0,1,"[108.0, 120.0]",1.052471988668685,1.1427178162835907,1,3,3,1.0882328246997222,1.2083565739959128,1,3,3,1.1168640120209146,1.2387180359370402,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,10789,4,48.0,384.0,1.1323024809597626,-0.39489635583360577,1.0,1,"[108.0, 120.0]",1.0677986852324737,1.179793668012472,1,3,3,1.0802380747953724,1.2020234248009143,1,3,3,1.0799899196693385,1.1772716319832648,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,21735,4,48.0,384.0,1.0036696248239148,-0.027823963352965504,1.0,1,"[108.0, 120.0]",1.0265996993923983,1.0788832557924113,1,3,3,1.0341973039576882,1.0965120629536766,1,3,3,1.0393294652867657,1.0999601387563063,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,30587,4,48.0,384.0,1.0040452292104216,-0.02347806425179947,1.0,1,"[108.0, 120.0]",1.0226710170133924,1.0709997840924503,1,3,3,1.026432491867577,1.081047085529887,1,3,3,1.024290916880237,1.0671679446520543,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,31479,4,48.0,384.0,1.0521507473664629,-0.166167004346814,1.0,1,"[108.0, 120.0]",1.0570783975726723,1.1483525139234614,1,3,3,1.1000643263623178,1.2240865179170388,1,3,3,1.1411088557399451,1.276004575000933,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,45753,4,48.0,384.0,0.9741912815752775,0.15508968390890263,0.0,1,"[108.0, 120.0]",1.021265964816348,1.067494325841081,1,3,3,1.0275794015135158,1.0837087405838675,1,3,3,1.0288313030757714,1.0774217283060803,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,46129,4,48.0,384.0,0.923224882185166,0.3134366393533503,0.0,1,"[108.0, 120.0]",1.048976052068033,1.1362417813045043,1,3,3,1.0655914589234017,1.17230087999862,1,3,3,1.070613309440045,1.160514691248466,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,48125,4,48.0,384.0,1.082303987696316,-0.21798656630657198,1.0,1,"[108.0, 120.0]",1.0836884450625892,1.2122190931531087,1,3,3,1.1053230177739477,1.2506116646489471,1,3,3,1.1042443932619406,1.218399947210529,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,49594,4,48.0,384.0,1.0090676258525164,-0.038685274524609674,1.0,1,"[108.0, 120.0]",1.0464081167922545,1.128051758915374,1,3,3,1.070446545363813,1.174351956760056,1,3,3,1.0899626585135356,1.1945423966095259,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,57374,4,48.0,384.0,1.0316030436604187,-0.1001572030394422,1.0,1,"[108.0, 120.0]",1.0644805674402589,1.1729365876063673,1,3,3,1.0867906053433447,1.2148763668249314,1,3,3,1.0941276981054822,1.2016014915960456,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,58806,4,48.0,384.0,1.015079248808602,-0.05732114692874589,1.0,1,"[108.0, 120.0]",1.056549388465966,1.1548090198717356,1,3,3,1.0697500727475207,1.1817774030744073,1,3,3,1.0708423851675455,1.1609305437058821,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,62167,4,48.0,384.0,1.327295304439865,-0.6364655574580609,1.0,1,"[108.0, 120.0]",1.191472736253634,1.421463158194769,2,3,3,1.1885397538187985,1.4073969904121726,2,3,3,1.1790546923881835,1.330451875224358,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,63666,4,48.0,384.0,0.8793582731365616,0.43970390518225966,0.0,1,"[108.0, 120.0]",1.0760125566387357,1.191475057861606,1,3,3,1.1031097451320584,1.2426450150465143,1,3,3,1.11310641620344,1.2327380577108358,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,65088,4,48.0,384.0,0.9057647620845304,0.30373779782217514,0.0,1,"[108.0, 120.0]",1.0807679662369758,1.2057947600556558,1,3,3,1.1153879862551268,1.269892721225638,2,3,3,1.1320550917538315,1.2623317056112804,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_340453041,68558,4,48.0,384.0,1.0111972298753782,-0.04687425062080586,1.0,1,"[108.0, 120.0]",1.0401286373544933,1.1150769932514841,1,3,3,1.0613371673978675,1.157897579369246,1,3,3,1.0778379765134385,1.1734724928259268,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,3051,4,48.0,384.0,0.8962215551291765,0.3927066389073099,0.0,1,"[108.0, 120.0]",1.0487718568076445,1.134407958269919,1,3,3,1.084109354819019,1.2136643967647485,1,3,3,1.0486619211569088,1.1189123829736842,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,3766,4,48.0,384.0,1.1437922628199484,-0.44303247305861226,1.0,1,"[108.0, 120.0]",1.0344568406040953,1.0992077431430793,1,3,3,1.0568516588801433,1.1502005717504928,1,3,3,1.0299644382948894,1.0799280774081281,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,10133,4,48.0,384.0,0.994118430653991,0.029049177394516,0.0,1,"[108.0, 120.0]",1.0327272488561097,1.0966605374645348,1,3,3,1.0564885845656458,1.153992713686254,1,3,3,1.0435361380991655,1.108614033707112,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,12765,4,48.0,384.0,0.9190346221076778,0.3048565424452636,0.0,1,"[108.0, 120.0]",1.017922583266843,1.0560309878645213,1,3,3,1.0377321845331622,1.1039801468966812,1,3,3,1.0317351752811623,1.0838061858689,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,20682,4,48.0,384.0,1.059805095472824,-0.23507127081342502,1.0,1,"[108.0, 120.0]",1.045581623235269,1.128675454917927,1,3,3,1.0750227652280753,1.196040989858289,1,3,3,1.0525635650054828,1.126586494368661,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,22085,4,48.0,384.0,0.9527160955517857,0.09933966132157439,0.0,1,"[108.0, 120.0]",1.0945803385045731,1.2200610780295205,1,3,3,1.1426541503600345,1.2996489349975993,2,3,3,1.146537675137151,1.284068877799721,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,29682,4,48.0,384.0,0.9906547696586124,0.03721445246492869,0.0,1,"[108.0, 120.0]",1.0284474529251368,1.0863764288204374,1,3,3,1.0533603554755913,1.1464935689970042,1,3,3,1.0478687786191787,1.1173354564254494,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,31147,4,48.0,384.0,0.9688424468001635,0.18498946471087296,0.0,1,"[108.0, 120.0]",1.0090072349576402,1.0316645463270422,1,3,3,1.0176350949368516,1.0559798702872458,1,3,3,1.0115290957552256,1.0359312632906188,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,32907,4,48.0,384.0,1.0269600747324517,-0.19768984400590792,1.0,1,"[108.0, 120.0]",1.0119756931702921,1.0411859354458168,1,3,3,1.020662412051832,1.0659933044354966,1,3,3,1.0155827470777954,1.0463376197800593,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,46429,4,48.0,384.0,1.2743319209352006,-0.3270065764222914,1.0,1,"[108.0, 120.0]",1.5546522520133068,1.752457367344069,2,3,3,1.471703620716414,1.6832937740102485,2,3,3,1.2323793769564881,1.400404672850691,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,47218,4,48.0,384.0,1.7435332943779025,-0.7461956613894075,1.0,1,"[108.0, 120.0]",1.7283730773587875,1.8900964958789683,2,3,3,1.2941086327827769,1.500161086324996,2,3,3,1.1167746580451832,1.2385764996106705,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,49360,4,48.0,384.0,0.4313253193089105,0.5686778655670774,0.0,1,"[108.0, 120.0]",1.1527015443097035,1.3116226176005576,2,3,3,1.533431137139479,1.7519449085679426,2,3,3,1.9790999785043972,1.9894488971710338,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,53893,4,48.0,384.0,1.1257170906107496,-0.245206899525636,1.0,1,"[108.0, 120.0]",1.2097749386579741,1.4458852949547192,2,3,3,1.4514105740288024,1.7947862787425775,3,3,3,1.2881465114883777,1.4669104468670118,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,53977,4,48.0,384.0,0.9951596509148259,0.03228993210342492,0.0,1,"[108.0, 120.0]",1.0242705115980977,1.0738241446620118,1,3,3,1.0419620343268865,1.1181367541576772,1,3,3,1.0352467146585527,1.0913670765445163,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,58340,4,48.0,384.0,0.7494336169089014,0.2929476685147787,0.0,1,"[108.0, 120.0]",1.2895045236795735,1.5131050765965177,2,3,3,1.5573943032413802,1.8116466324461027,2,3,3,1.429265099062226,1.6119843673594365,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_780540798,59931,4,48.0,384.0,1.2675315668866927,-0.632438800511746,1.0,1,"[108.0, 120.0]",1.0429368465691042,1.1145205136582021,1,3,3,1.0625435209105043,1.1558385887618103,1,3,3,1.034191672382532,1.089112758017916,1,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,4652,4,48.0,384.0,1.2460875095911845,-0.24770699202526258,1.0,1,"[108.0, 120.0]",2.510727385153364,2.7291297045657825,3,3,3,2.1492871247536613,2.377890329540625,3,3,3,1.8521302932439643,1.920680335285948,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,7382,4,48.0,384.0,1.7078458744873444,-0.7129771382171545,1.0,1,"[108.0, 120.0]",2.611213524463037,2.7962878613423316,3,3,3,1.7792631089526978,2.1295751150918183,3,3,3,1.5628770690148528,1.7261965975319893,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,8359,4,48.0,384.0,1.3730274434226581,-0.4012005575333471,1.0,1,"[108.0, 120.0]",2.321507684973951,2.5027116334784885,3,3,3,1.7053925136810562,2.09131049654996,3,3,3,1.2568241326000258,1.4303142739187567,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,17755,4,48.0,384.0,1.509783122198831,-0.51678034742327,1.0,1,"[108.0, 120.0]",2.634567866042138,2.791324365109612,3,3,3,2.1833239036585685,2.3922012361074403,3,3,3,1.9452579348932098,1.9719241414370619,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,22731,4,48.0,384.0,1.7711064344641023,-0.8178768614337937,1.0,1,"[108.0, 120.0]",2.3536267917119367,2.540625781966111,3,3,3,1.929120622064052,2.1949986427049994,2,3,3,1.710596724103971,1.8330712520511807,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,30187,4,48.0,384.0,1.6868406934067466,-0.6944120863868692,1.0,1,"[108.0, 120.0]",2.7635816046451054,2.870209677536486,3,3,3,1.832501759604938,2.1750573857925066,3,3,3,1.599016656102922,1.7540244232887596,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,33520,4,48.0,384.0,1.3573674377844587,-0.36892438289193197,1.0,1,"[108.0, 120.0]",2.476254953383674,2.703768856522761,3,3,3,2.1607634150973047,2.3500413991916926,3,3,3,1.951417338792262,1.9751551714245348,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,34708,4,48.0,384.0,1.6260523488612317,-0.6265065865328322,1.0,1,"[108.0, 120.0]",2.7342664893137,2.8524047671850727,3,3,3,1.8199194992287913,2.18515284652551,3,3,3,1.5364487508547005,1.7050795832587402,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,36419,4,48.0,384.0,1.7042362697786402,-0.7069304288017566,1.0,1,"[108.0, 120.0]",2.384250104640149,2.6253027796073867,3,3,3,1.6253421747312908,2.0127320808037092,3,3,3,1.355170960543065,1.539490804147373,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,37504,4,48.0,384.0,1.6423819259107546,-0.642390184653996,1.0,1,"[108.0, 120.0]",2.7611544467978204,2.8776855307470655,3,3,3,2.144970726065617,2.423622027961998,3,3,3,1.7932425000833108,1.8857692351998656,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,54707,4,48.0,384.0,1.5541843825168151,-0.5669634008104896,1.0,1,"[108.0, 120.0]",2.2842999474363963,2.578564783607106,3,3,3,2.3981883129128927,2.586875151071366,3,3,3,1.9389035214895636,1.9685711111337525,2,2,2
gf-mlp-cov1-factor1-s456-0035--encoder,independent_melt_24993146,59177,4,48.0,384.0,1.5959726549968483,-0.5961941702938593,1.0,1,"[108.0, 120.0]",2.733010641015614,2.8570841881394946,3,3,3,1.8536610157462317,2.176670360608512,3,3,3,1.6458981986205916,1.7884383532605364,2,2,2
