model,domain,lag_ps,pairs,sources,rms_jump,domain_reference_rms_jump,p50_jump,p95_jump,p99_jump,zero_increment_fraction,velocity_rms,drift_energy_fraction,movement_participation_rank,movement_entropy_rank,movement_d90,movement_d95,movement_d99,movement_numerical_rank,movement_rank_ceiling,fluctuation_participation_rank,fluctuation_entropy_rank,fluctuation_d90,fluctuation_d95,fluctuation_d99,fluctuation_numerical_rank,fluctuation_rank_ceiling
gf-visreg-mlp-factor1-s123-0035--projector,all,120.0,240,15,0.5623858085087112,0.5623858085087112,0.28569900329731884,1.2252662495309596,1.2963765716916498,0.0,0.08151793353137661,0.09897135157718316,2.576696998610114,3.6445925065547793,4,5,6,107,128,2.8377652013021746,3.91446016934365,4,5,7,107,128
gf-visreg-mlp-factor1-s123-0035--projector,noncrystalline,108.0,229,15,0.5744535340743674,0.8649786694445668,0.31779395070269867,1.1518157406579623,1.2746333477677396,0.0,0.09251905858347403,0.15746573876210426,2.0437052371744997,3.0549217709359975,3,5,7,108,128,2.35057912529065,3.4574419590989947,4,5,7,109,128
gf-visreg-mlp-factor1-s123-0035--projector,noncrystalline,120.0,208,15,0.5170898427585822,0.7786037645208668,0.2778926208093293,1.1940144070963836,1.2136433041766628,0.0,0.07495227438885695,0.09951315948551566,2.085097521842539,3.0542248739991833,3,4,6,100,128,2.262184351174236,3.280417820504426,3,4,6,100,128
gf-visreg-mlp-factor1-s123-0035--projector,pre_onset_12ps,108.0,0,0,,,,,,,,,,,,,,,,,,,,,,
gf-visreg-mlp-factor1-s123-0035--projector,pre_onset_12ps,120.0,0,0,,,,,,,,,,,,,,,,,,,,,,
gf-visreg-mlp-factor1-s123-0035--projector,at_risk_no_onset_12ps,108.0,187,14,0.5985985015146698,1.2221078597186867,0.29231806337176697,1.2701986166294041,1.2957777673880049,0.0,0.09640774500387338,0.18932639339911922,1.9440430439514065,2.820031467749386,3,4,6,104,128,2.2840201708088337,3.2575853132755497,3,5,6,104,128
gf-visreg-mlp-factor1-s123-0035--projector,at_risk_no_onset_12ps,120.0,199,14,0.41003041841245125,0.8371243760177005,0.2452907054844411,1.0903419705298616,1.2963765716916498,0.0,0.05943398977762613,0.031816371053203917,2.8959868997064775,3.899489461599286,4,5,7,99,128,2.9634254622450067,3.965057121589609,4,5,7,99,128
gf-visreg-mlp-factor1-s123-0035--projector,T400K,108.0,96,3,0.2797108242377044,0.44948685674205896,0.2170335824586577,0.49499761745143833,0.7424264753294045,0.0,0.04504904330648578,0.003365491632672129,2.581221271791346,3.417717305863597,3,4,6,93,96,2.572807249447426,3.4081074149757744,3,4,6,93,95
gf-visreg-mlp-factor1-s123-0035--projector,T400K,120.0,48,3,0.278245630213919,0.4471323341451469,0.2393923199737648,0.48372896016081235,0.5870489925925231,0.0,0.04033175881397247,0.028199149402275546,2.115459899461209,2.8446402161449407,3,3,6,48,48,2.138404604093169,2.8692912416668435,3,3,6,47,47
gf-visreg-mlp-factor1-s123-0035--projector,T450K,108.0,96,3,0.8982865175013518,0.8768574968336024,0.8150948285779798,1.4265264696383384,1.5568427583220796,0.0,0.1446742303907445,0.22517815286318382,2.369991619149536,2.858176240223641,2,3,5,96,96,2.407972843445808,3.0087616231002854,3,4,6,95,95
gf-visreg-mlp-factor1-s123-0035--projector,T450K,120.0,48,3,0.5139333631122297,0.5016732562917336,0.27083463353331483,1.200084756973835,1.2534631403222227,0.0,0.07449474204342524,0.09759525333936755,2.266145701271189,3.175148664103349,3,4,6,48,48,2.477488009744439,3.398310695012428,4,4,6,47,47
gf-visreg-mlp-factor1-s123-0035--projector,T500K,108.0,96,3,0.7522492313453712,0.7295092321405985,0.36022626479855513,1.3451614569725645,1.5830276882916727,0.0,0.12115408222940063,0.1665743872615783,2.5988133476537105,3.346534021049347,3,4,6,96,96,2.9583764811456117,3.6800797642592933,3,4,6,95,95
gf-visreg-mlp-factor1-s123-0035--projector,T500K,120.0,48,3,0.8009534867731479,0.7767411899792958,0.5259590755817095,1.2690531100007028,1.3259218939668687,0.0,0.11609836540796434,0.25807045545103385,2.1714159441057976,2.9905526906057722,3,4,6,48,48,2.6898876682972257,3.5431456544325166,4,5,6,47,47
gf-visreg-mlp-factor1-s123-0035--projector,T510K,108.0,96,3,0.8916117829048748,0.9027779499700348,0.7129064122150763,1.488741137328883,1.6077676985731497,0.0,0.14359922584376114,0.18680903487763925,2.397307808629127,2.9213336291750474,3,3,5,96,96,2.4467335741293015,3.059142913387236,3,4,6,95,95
gf-visreg-mlp-factor1-s123-0035--projector,T510K,120.0,48,3,0.7205767883944921,0.7296009858723174,0.3975795132635378,1.2817442026043586,1.3409627915160562,0.0,0.10444774717263368,0.2224060352790497,2.131784269444965,2.9576984378717324,3,4,6,48,48,2.571128192356804,3.4252477473627096,3,5,6,47,47
gf-visreg-mlp-factor1-s123-0035--projector,T520K,108.0,96,3,0.7665917575204636,0.7720996919171507,0.3377760975687107,1.3920406324292423,1.5639974136657038,0.0,0.12346402888429682,0.21115543178415622,2.2439309697674674,2.942533720708111,3,4,6,96,96,2.6459909748225923,3.3521558100288997,3,4,6,95,95
gf-visreg-mlp-factor1-s123-0035--projector,T520K,120.0,48,3,0.2812178153318384,0.2832383552904697,0.2661381629193891,0.4887255820692953,0.5543326446461471,0.0,0.04076257763126798,0.019525368711269794,2.6572958700197566,3.2944505932100467,3,3,6,48,48,2.6718976391457714,3.3052549512417584,3,3,6,47,47
gf-visreg-mlp-factor1-s456-0035--encoder,all,108.0,480,15,0.7350396344299873,0.7350396344299873,0.32120501469601337,1.4513484951906528,1.5375890691923477,0.0,0.031172189536069945,0.21058056328521157,1.8353945294881806,3.341368595152628,4,8,42,128,128,2.1901890063287004,4.168094532865193,5,10,50,128,128
gf-visreg-mlp-factor1-s456-0035--encoder,all,120.0,240,15,0.563193605188953,0.563193605188953,0.2793232404036477,1.387397577178844,1.4534717233685663,0.0,0.021495956524929836,0.12691030710940232,1.9887413297394014,4.329716279814223,7,13,52,128,128,2.2260418338097403,5.035186883919933,8,15,56,128,128
gf-visreg-mlp-factor1-s456-0035--encoder,noncrystalline,108.0,229,15,0.49617215393981917,0.8969975863673417,0.2949788093037891,0.8702647315711797,1.3835513121069098,0.0,0.021042093107164726,0.12124549399829396,2.2129936084909216,5.066158715894629,8,16,52,128,128,2.5055121337073305,5.90451067569865,9,17,55,128,128
gf-visreg-mlp-factor1-s456-0035--encoder,noncrystalline,120.0,208,15,0.45971981802556494,0.831097762943346,0.2756045652888821,1.0094489148915846,1.3432324517654055,0.0,0.01754657213945233,0.0971034042793549,2.3806452131053724,5.644768025088266,9,17,58,128,128,2.652306750882428,6.413192708591174,10,19,61,128,128
gf-visreg-mlp-factor1-s456-0035--encoder,pre_onset_12ps,108.0,0,0,,,,,,,,,,,,,,,,,,,,,,
gf-visreg-mlp-factor1-s456-0035--encoder,pre_onset_12ps,120.0,0,0,,,,,,,,,,,,,,,,,,,,,,
gf-visreg-mlp-factor1-s456-0035--encoder,at_risk_no_onset_12ps,108.0,187,14,0.5419285874221936,1.29675859586617,0.2828830934883263,1.3574474725734471,1.5205843240185388,0.0,0.022982571076238117,0.17897206655866482,1.8851640529923523,3.967863242165242,6,12,41,128,128,2.202340207881155,4.902308778583173,8,14,46,128,128
gf-visreg-mlp-factor1-s456-0035--encoder,at_risk_no_onset_12ps,120.0,199,14,0.38955696539606566,0.9321548174083285,0.26794831519517204,0.8824350430912287,1.4534717233685663,0.0,0.014868598497896575,0.03559759116541377,3.57775196834964,8.65040394586186,12,24,66,128,128,3.768859895582849,9.059165771353666,12,25,67,128,128
gf-visreg-mlp-factor1-s456-0035--encoder,T400K,108.0,96,3,0.2738508256410574,0.44395073467635554,0.2532330214432994,0.37007799451516726,0.6570272509065285,0.0,0.011613700053211742,0.004333529909058664,9.768919459238049,17.188458700517316,19,31,58,96,96,9.742746663243693,17.147460128598222,19,31,58,95,95
gf-visreg-mlp-factor1-s456-0035--encoder,T400K,120.0,48,3,0.2597907821604917,0.42115742515038707,0.25963976238280356,0.35394377695253126,0.37348734305957276,0.0,0.0099156867326749,0.024812264653312897,10.098907896968301,16.356640597357536,17,25,39,48,48,9.969706273572465,16.163068498696173,17,24,38,47,47
gf-visreg-mlp-factor1-s456-0035--encoder,T450K,108.0,96,3,0.8543265864081092,0.853531042327292,0.5869634531043811,1.452939965781744,1.532457283598375,0.0,0.036231012628141275,0.3373322322967568,1.7091990170161648,2.819274889580925,3,6,22,96,96,2.2629282203780607,3.9261760499732024,4,9,29,95,95
gf-visreg-mlp-factor1-s456-0035--encoder,T450K,120.0,48,3,0.4725403346872723,0.47210030780271944,0.2860264520069148,1.1537943629159768,1.3417285629217035,0.0,0.01803590523245636,0.08703866989871865,2.3739387723657037,5.027273618761245,7,13,30,48,48,2.560573601265952,5.4464448438289175,8,13,30,47,47
gf-visreg-mlp-factor1-s456-0035--encoder,T500K,108.0,96,3,0.7345742826782052,0.7593227709850413,0.37584783765539104,1.431414713157273,1.5375890691923477,0.0,0.031152454500939838,0.21329967119125004,1.9019517145667812,3.3272472211190443,3,7,28,96,96,2.3001642156818516,4.12345331564745,4,9,32,95,95
gf-visreg-mlp-factor1-s456-0035--encoder,T500K,120.0,48,3,0.8457434225549326,0.8742373022036616,0.41276994954728335,1.4376994654170774,1.5001536078955513,0.0,0.03228030942643025,0.33127476068131156,1.4681512419074014,2.4032368816792835,3,6,19,48,48,1.7892464433706285,3.2250742900787874,4,8,23,47,47
gf-visreg-mlp-factor1-s456-0035--encoder,T510K,108.0,96,3,0.8422043400159298,0.8329352421289417,0.571684289907141,1.4943178278767415,1.627342430065564,0.0,0.0357169220343286,0.2792469983591119,1.7704712780357006,2.842917802365022,3,5,22,96,96,2.210291589818877,3.6557012899631984,4,7,27,95,95
gf-visreg-mlp-factor1-s456-0035--encoder,T510K,120.0,48,3,0.7127788973469406,0.7049342246738417,0.3099668023523586,1.40367529938189,1.4534717233685663,0.0,0.02720532344133548,0.25854613186372055,1.6360445360674338,2.902529668660121,4,7,22,48,48,1.9588882128518614,3.717901972104689,5,9,25,47,47
gf-visreg-mlp-factor1-s456-0035--encoder,T520K,108.0,96,3,0.8047612085910691,0.816513444324619,0.3318060282002783,1.505018238839505,1.5695204517052816,0.0,0.03412900168972723,0.2646564556408121,1.5535033815580148,2.615450784205072,3,6,24,96,96,1.8406392630045196,3.3334014471975584,4,8,29,95,95
gf-visreg-mlp-factor1-s456-0035--encoder,T520K,120.0,48,3,0.26798110554417837,0.2718945361256626,0.2652892917787962,0.3418241402286648,0.3666651350135677,0.0,0.010228294748388746,0.0290398429016768,9.257074823004961,15.13603738052871,16,24,39,48,48,9.219873366690768,15.075432229217249,16,24,38,47,47
gf-visreg-mlp-factor1-s456-0035--projector,all,108.0,480,15,0.7571912606071466,0.7571912606071465,0.3229741705333002,1.371798221176201,1.5805146414782827,0.0,0.11967416843507303,0.14179672266468313,2.5785309726118366,3.270541714681113,3,4,6,120,128,2.7319135837489013,3.4756232012453716,3,4,6,120,128
gf-visreg-mlp-factor1-s456-0035--projector,all,120.0,240,15,0.5566799353511432,0.5566799353511432,0.25340395656349995,1.2372244118928515,1.34247834733158,0.0,0.07918499675339301,0.08916395286228221,2.5309236387617453,3.6934746644708962,4,5,7,117,128,2.7623702871919384,3.9461956012462234,4,5,7,117,128
gf-visreg-mlp-factor1-s456-0035--projector,noncrystalline,108.0,229,15,0.5700043894938673,0.8744785476136201,0.2863980159755929,1.1636069502901578,1.3504667698193986,0.0,0.09008926128165118,0.14287756303768118,2.033499431314695,3.0979789733942065,4,5,7,117,128,2.3121608304996286,3.480577459155989,4,5,7,117,128
gf-visreg-mlp-factor1-s456-0035--projector,noncrystalline,120.0,208,15,0.511381999630763,0.7845423588929569,0.24538655306318302,1.1712765611593188,1.2839123796432996,0.0,0.07274158705749449,0.0886391965414908,2.1411932114288983,3.1843583031937017,4,5,7,112,128,2.306441980848534,3.3985584668172035,4,5,7,112,128
gf-visreg-mlp-factor1-s456-0035--projector,pre_onset_12ps,108.0,0,0,,,,,,,,,,,,,,,,,,,,,,
gf-visreg-mlp-factor1-s456-0035--projector,pre_onset_12ps,120.0,0,0,,,,,,,,,,,,,,,,,,,,,,
gf-visreg-mlp-factor1-s456-0035--projector,at_risk_no_onset_12ps,108.0,187,14,0.5880616795159804,1.2317098950779586,0.27547484577483605,1.3265171506405655,1.3504667698193986,0.0,0.09294321810869453,0.19491870662669747,1.8946126863866817,2.8648019765087707,4,5,6,112,128,2.238602991616107,3.3565823821791008,4,5,7,112,128
gf-visreg-mlp-factor1-s456-0035--projector,at_risk_no_onset_12ps,120.0,199,14,0.4081748933364861,0.8549325224842813,0.23883377606788964,1.1900361122324394,1.3519541766116494,0.0,0.05806088121943626,0.024837776319210064,2.894529789133628,4.057353829654065,4,5,7,110,128,2.9470045309361033,4.110281684869166,4,5,7,110,128
gf-visreg-mlp-factor1-s456-0035--projector,T400K,108.0,96,3,0.2820957501491867,0.46145951462696083,0.2149687758847226,0.5390892915668428,0.8669089540022383,0.0,0.04458526672785718,0.008209006931031717,3.1166989137547425,4.0038211111335285,4,4,7,86,96,3.1038510315840075,3.9934777625367244,4,4,7,86,95
gf-visreg-mlp-factor1-s456-0035--projector,T400K,120.0,48,3,0.23620948817510323,0.38639758204765795,0.2023903754833222,0.39790709113513983,0.5504481586754107,0.0,0.033599643828491656,0.02195656618161247,2.5861083729938907,3.4122951896281313,4,4,6,48,48,2.552969663594728,3.381897695708277,4,4,6,47,47
gf-visreg-mlp-factor1-s456-0035--projector,T450K,108.0,96,3,0.8851084173808607,0.8636680778547239,0.7387948786318116,1.4723158578691522,1.57828951170858,0.0,0.139891490216096,0.21225587038758428,2.3953729793581493,2.8974445534350357,2,3,6,96,96,2.4086980271715412,3.02685834647872,3,4,6,95,95
gf-visreg-mlp-factor1-s456-0035--projector,T450K,120.0,48,3,0.5186768182555612,0.5061126997031213,0.277152984184747,1.2839123796432996,1.34247834733158,0.0,0.07377923931050209,0.0839476988409834,2.1600251449109353,3.0881338133038168,4,4,6,48,48,2.310876501012372,3.2555201447776225,4,4,6,47,47
gf-visreg-mlp-factor1-s456-0035--projector,T500K,108.0,96,3,0.7610853169164027,0.7328303288230288,0.3901279371366893,1.3235570908768675,1.7352430309030786,0.0,0.12028962449603695,0.1617622146947814,2.4760500427717673,3.2000144878378083,3,4,6,96,96,2.7694288149523505,3.491931772521422,3,4,6,95,95
gf-visreg-mlp-factor1-s456-0035--projector,T500K,120.0,48,3,0.795031021223785,0.7655158124301716,0.5085791025988201,1.263991079860243,1.3783397930872485,0.0,0.11308927237469338,0.2430971647111077,2.2197447809152053,3.1281651727804465,3,5,7,48,48,2.7542479630073853,3.714643954139285,4,5,7,47,47
gf-visreg-mlp-factor1-s456-0035--projector,T510K,108.0,96,3,0.9100991245755536,0.920171015960508,0.6961352694089183,1.5141541913380265,1.6446540166506327,0.0,0.1438412744485912,0.16616072565512882,2.364704658263097,2.8471347393155892,2,3,5,96,96,2.3298469671234767,2.9119430143406055,3,4,6,95,95
gf-visreg-mlp-factor1-s456-0035--projector,T510K,120.0,48,3,0.7191905313424413,0.7271496741667429,0.30104234582700656,1.2976030785347956,1.3519541766116494,0.0,0.10230133380593245,0.20402376380135806,2.067267196331511,2.9735726385530943,3,5,6,48,48,2.473724654937236,3.4462102391201355,3,5,6,47,47
gf-visreg-mlp-factor1-s456-0035--projector,T520K,108.0,96,3,0.7721184020275541,0.7673871252326818,0.3182712106628331,1.3686795747238343,1.608013263284092,0.0,0.12203340490482258,0.22393750847242838,2.097211052553936,2.840674597532028,3,4,6,96,96,2.5177785822811782,3.301107521168327,3,4,6,95,95
gf-visreg-mlp-factor1-s456-0035--projector,T520K,120.0,48,3,0.27446829130584677,0.27278644373664807,0.2407451215217218,0.46700999996749837,0.6016135870364895,0.0,0.039041771358713596,0.03495140415847717,2.262388637585545,2.96365190365893,3,4,5,48,48,2.2977441218950543,2.997089782306496,3,4,5,47,47
mace-lr1e-05-distance0-s20260923-4096--encoder,all,108.0,480,15,0.8493269876481259,0.8493269876481259,0.6097859702890291,1.5716390774958304,2.114493415866533,0.0,0.09017345251444747,0.11526461117545087,2.6969235018296636,3.5537832783791488,3,4,6,127,128,2.7758533960534604,3.698886885939219,3,5,7,127,128
mace-lr1e-05-distance0-s20260923-4096--encoder,all,120.0,240,15,0.8634742327062505,0.8634742327062506,0.7436371425817385,1.4287459475961262,1.5179449478887557,0.0,0.08250792506004749,0.047287478459835795,2.749181081860512,3.7730504273471825,4,5,7,127,128,2.7323585606610363,3.7891026487923956,4,5,7,127,128
mace-lr1e-05-distance0-s20260923-4096--encoder,noncrystalline,108.0,229,15,0.8656312856219461,0.9637770005169701,0.6124561155244325,1.665988960533856,2.1543638583332627,0.0,0.09190448762872644,0.039263874921418467,2.4317741060934255,3.4855644645226276,4,5,7,127,128,2.385367801034103,3.4505583208786774,4,5,7,127,128
mace-lr1e-05-distance0-s20260923-4096--encoder,noncrystalline,120.0,208,15,0.8319105759291704,0.9262330196294764,0.7399717617514073,1.3643652787256715,1.5179449478887557,0.0,0.07949190937672791,0.02022892989985785,2.49782440149496,3.57935444008467,4,5,7,127,128,2.4563032978731143,3.5437881673634055,4,5,7,127,128
mace-lr1e-05-distance0-s20260923-4096--encoder,pre_onset_12ps,108.0,0,0,,,,,,,,,,,,,,,,,,,,,,
mace-lr1e-05-distance0-s20260923-4096--encoder,pre_onset_12ps,120.0,0,0,,,,,,,,,,,,,,,,,,,,,,
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,108.0,187,14,1.0086131695629952,1.1953682760676425,0.6607504964207843,2.1543638583332627,2.458091483540027,0.0,0.10708494263544531,0.0881552066836989,1.9772492023606103,2.8735154620115564,3,4,6,124,128,2.050019854753763,2.9757381245988754,3,4,6,124,128
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,120.0,199,14,0.8166987314538398,0.9679189050323349,0.7024480195436831,1.3944367382683094,1.5179449478887557,0.0,0.07803836545328967,0.017391087377635752,2.3488215607218583,3.483797184079836,4,5,7,127,128,2.361194957262073,3.495333011335166,4,5,7,127,128
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,108.0,96,3,0.756706336967704,0.8457650205247458,0.5923308416434416,1.4816245371789085,1.8366812112566793,0.0,0.08033987373095021,0.003165603464140155,1.8220813048882958,2.733961258688405,3,4,7,96,96,1.8168957620131245,2.726861266353083,3,4,7,95,95
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,120.0,48,3,0.8065373104313274,0.9014607273469133,0.7130716612656264,1.3963204193254186,1.4287459475961262,0.0,0.07706740681610903,0.025495452323594178,1.8699912853918175,2.720168715513919,3,4,7,48,48,1.8711163481950899,2.720001141108682,3,4,7,47,47
mace-lr1e-05-distance0-s20260923-4096--encoder,T450K,108.0,96,3,0.8908482115867816,0.9613127946482756,0.6484689890458816,1.6333313794351518,2.458091483540027,0.0,0.0945817807197503,0.22637746058181532,2.510675307028882,3.2661139826467074,3,4,6,87,96,2.9040189266014163,3.674650726423032,3,4,6,89,95
mace-lr1e-05-distance0-s20260923-4096--encoder,T450K,120.0,48,3,0.9501262004658652,1.025279571939078,0.8211133342512781,1.5150938091633148,1.8955261122007196,0.0,0.09078781783670682,0.020338703767587896,2.1657547033708395,3.1546010454861713,3,4,6,48,48,2.1036478258594262,3.0833135710553914,3,4,6,47,47
mace-lr1e-05-distance0-s20260923-4096--encoder,T500K,108.0,96,3,0.790938833803401,0.8773793893265199,0.47304322816238403,1.5285827580748834,2.114493415866533,0.0,0.08397435429351016,0.12130925450229596,2.6716131254129167,3.411607920880484,3,4,6,85,96,2.829972697074202,3.5829313566564367,3,4,6,86,95
mace-lr1e-05-distance0-s20260923-4096--encoder,T500K,120.0,48,3,0.9526324729937594,1.056744291323584,0.9104900400321915,1.476069876567067,1.514051599362166,0.0,0.09102730077444712,0.2392669855249816,2.598504660508585,3.398276482761836,3,4,6,48,48,3.0739488605895238,3.8752266707916636,4,5,6,47,47
mace-lr1e-05-distance0-s20260923-4096--encoder,T510K,108.0,96,3,0.8654125548658862,0.8519907718732077,0.5205106242832722,1.6672530984177871,2.483456699081254,0.0,0.09188126487973594,0.17975897458923873,2.249113171752558,3.0059894362461854,3,4,6,86,96,2.4074078164678916,3.2301779002437585,3,4,6,87,95
mace-lr1e-05-distance0-s20260923-4096--encoder,T510K,120.0,48,3,0.8474481461174067,0.8343049752091707,0.7303799736907943,1.302741193333792,1.5052455594475778,0.0,0.08097657750942754,0.13336565646364007,2.9655863777347022,3.8018003898390504,4,4,7,48,48,3.1263494842541313,3.996721062422218,4,5,7,47,47
mace-lr1e-05-distance0-s20260923-4096--encoder,T520K,108.0,96,3,0.9306145895616328,0.9686546335536498,0.7610656811841613,1.6074872138265137,2.1543638583332627,0.0,0.09880379608972749,0.1530421677573048,2.616475957291803,3.4972895237039414,3,4,6,93,96,2.76384020055205,3.720302559575837,4,5,7,93,95
mace-lr1e-05-distance0-s20260923-4096--encoder,T520K,120.0,48,3,0.7409585237033883,0.7712461370226831,0.6523237423838341,1.1177600790177142,1.5179449478887557,0.0,0.07080112877800301,0.023819506004572666,2.5650765298969316,3.625019718122055,4,5,7,48,48,2.5030377972816273,3.5676961575125032,4,5,7,47,47
mace-lr1e-05-distance0-s20260924-4096--encoder,all,108.0,480,15,0.8085821908810192,0.8085821908810191,0.5812381164605787,1.4573238417540517,1.6493830935350144,0.0,0.08608268958627109,0.1503860494025068,2.5557396313796894,3.5710321565871705,4,5,6,128,128,2.9356168499062205,3.9663414760075137,4,5,7,128,128
mace-lr1e-05-distance0-s20260924-4096--encoder,all,120.0,240,15,0.8065995350766817,0.8065995350766817,0.6772438037711925,1.351820342295279,1.6409233680272077,0.0,0.07728445217239305,0.05883588344427218,3.201046413587494,4.225555045964403,4,5,7,128,128,3.3062292143794147,4.332815733596169,4,5,7,128,128
mace-lr1e-05-distance0-s20260924-4096--encoder,noncrystalline,108.0,229,15,0.7400326702439631,0.9323144294513233,0.5821965978151321,1.295341405133213,1.555410918528312,0.0,0.07878482033706362,0.04098479569432657,3.339090249563636,4.513197147420678,5,6,7,128,128,3.303472925221206,4.49991824891825,5,6,7,128,128
mace-lr1e-05-distance0-s20260924-4096--encoder,noncrystalline,120.0,208,15,0.7489027873634704,0.9434892579608722,0.6495489902978759,1.2038043055062861,1.3612533243399203,0.0,0.07175622986971046,0.024823804882769945,3.271573787548144,4.368387768413308,5,6,7,128,128,3.254641860876266,4.361120117896526,5,6,7,128,128
mace-lr1e-05-distance0-s20260924-4096--encoder,pre_onset_12ps,108.0,0,0,,,,,,,,,,,,,,,,,,,,,,
mace-lr1e-05-distance0-s20260924-4096--encoder,pre_onset_12ps,120.0,0,0,,,,,,,,,,,,,,,,,,,,,,
mace-lr1e-05-distance0-s20260924-4096--encoder,at_risk_no_onset_12ps,108.0,187,14,0.8234871016714762,1.1104438129127796,0.6359435326548921,1.5409591320388667,1.57935051952956,0.0,0.08766948536702898,0.08354387506524605,2.738049236039804,3.9230045393176693,4,5,7,127,128,2.8920613916747726,4.092099682735448,5,5,7,127,128
mace-lr1e-05-distance0-s20260924-4096--encoder,at_risk_no_onset_12ps,120.0,199,14,0.7290144281604671,0.9830506872928463,0.6301592771878349,1.2038043055062861,1.3612533243399203,0.0,0.06985062383007179,0.016190021559955886,3.1454186622355698,4.352041750674019,5,6,7,128,128,3.1619530012146058,4.363009846819626,5,6,7,128,128
mace-lr1e-05-distance0-s20260924-4096--encoder,T400K,108.0,96,3,0.6583137927810435,0.7939807136499151,0.5177407126935226,1.2102545645809897,1.4941085503089324,0.0,0.07008492459200122,0.004293459646549352,2.531634769087044,3.608367239427636,4,5,7,96,96,2.5212671649722735,3.5988761996582173,4,5,7,95,95
mace-lr1e-05-distance0-s20260924-4096--encoder,T400K,120.0,48,3,0.7007031107928517,0.8451057262734054,0.6309343870774802,1.1248170460309184,1.172871051617235,0.0,0.06713797082460371,0.02666813323567987,2.561481988472433,3.5533789810105874,4,5,7,48,48,2.5746758536642558,3.5598595143192706,4,5,7,47,47
mace-lr1e-05-distance0-s20260924-4096--encoder,T450K,108.0,96,3,0.8669689704505239,0.9065001965767314,0.604416802596334,1.4787284401621361,1.8399317629754275,0.0,0.0922986204814932,0.2743176201447226,2.092407902445171,2.9956589143795442,4,5,6,88,96,2.7253302084107336,3.706347529686333,4,5,6,88,95
mace-lr1e-05-distance0-s20260924-4096--encoder,T450K,120.0,48,3,0.8300057994163186,0.8678516140430401,0.7267875763284182,1.2579642870193248,1.441343633482683,0.0,0.0795271268061183,0.0317157512412282,2.831081559718888,3.9143452006368924,4,5,7,48,48,2.74801568708058,3.8493983738063546,4,5,7,47,47
mace-lr1e-05-distance0-s20260924-4096--encoder,T500K,108.0,96,3,0.7736153344571803,0.8363696345443554,0.47639486906661405,1.555410918528312,1.6193150966510792,0.0,0.08236007352906936,0.1526035621342705,2.22893775318503,3.146205195484986,4,5,6,84,96,2.527361827771777,3.476231152242089,4,5,6,85,95
mace-lr1e-05-distance0-s20260924-4096--encoder,T500K,120.0,48,3,0.9531840678635447,1.0305046642488196,0.8174942912779712,1.6409233680272077,1.7143998534488785,0.0,0.091329470574619,0.2544943694238807,2.216557319316388,3.1477006497613225,3,5,6,48,48,2.7581346182886737,3.731589952619174,4,5,6,47,47
mace-lr1e-05-distance0-s20260924-4096--encoder,T510K,108.0,96,3,0.8383603949648437,0.8261848920092005,0.5554292360209463,1.5739863964848162,1.907920507648567,0.0,0.08925291510878905,0.22538592513548653,2.03229297942016,2.8915168398770756,3,5,6,85,96,2.436881812965427,3.3696440154508545,4,5,6,85,95
mace-lr1e-05-distance0-s20260924-4096--encoder,T510K,120.0,48,3,0.8416499473850898,0.8294266702795035,0.6534209767121353,1.3612533243399203,1.5221206447434132,0.0,0.08064281254314914,0.16861975817511618,2.5989645218072823,3.639692087845884,4,5,7,48,48,3.0144841850721313,4.04907399017129,4,5,7,47,47
mace-lr1e-05-distance0-s20260924-4096--encoder,T520K,108.0,96,3,0.8846947010167047,0.9031049471523649,0.7134277282520199,1.45902132749876,1.5765162413696792,0.0,0.09418572432724552,0.20076361138813645,2.4610897004498247,3.4888607424679234,4,5,6,92,96,3.0053980784315053,4.053473247601175,4,5,7,92,95
mace-lr1e-05-distance0-s20260924-4096--encoder,T520K,120.0,48,3,0.6754147409021176,0.6894699303469861,0.5918351867576803,1.0418035948331767,1.1938893271736173,0.0,0.06471496197281654,0.018556811968040345,3.214817273476826,4.244370675038631,4,5,7,48,48,3.1714343294825476,4.197365626580898,4,5,7,47,47
mace-lr0.0001-distance0-s20260923-4096--encoder,all,108.0,480,15,0.8504368298745544,0.8504368298745544,0.6115567776459473,1.5801855122891015,2.110010607248292,0.0,0.09444782717799363,0.11943845822663834,2.728652760763497,3.9029499341896985,4,5,9,128,128,2.880407976122305,4.1492582917947995,4,5,10,128,128
mace-lr0.0001-distance0-s20260923-4096--encoder,all,120.0,240,15,0.8635148720989145,0.8635148720989146,0.7456404762830315,1.4144556155240822,1.5571135819790045,0.0,0.08631022374217993,0.04806453175519701,2.9679505406664557,4.326950664112949,5,6,10,128,128,2.977618960794059,4.3788933166767094,5,6,10,128,128
mace-lr0.0001-distance0-s20260923-4096--encoder,noncrystalline,108.0,229,15,0.8571296519618559,0.9638773403275579,0.6340594821011999,1.6924100524702583,2.110010607248292,0.0,0.0951911187213852,0.04097066516995978,2.6550792396237735,4.070048880010175,4,6,10,127,128,2.6165137721795513,4.054290150245604,4,6,10,127,128
