model,domain,population,lag_ps,component,eigenvalue
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,56,0.0001093358946690123
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,57,9.940174151175233e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,58,9.811603795499739e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,59,9.213254376361945e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,60,8.548422119542502e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,61,7.652645182367714e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,62,7.587828721560584e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,63,7.137078112761996e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,64,6.968509882956642e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,65,6.103617315601011e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,66,6.0341621703795904e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,67,5.57548420269373e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,68,4.822079414985777e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,69,4.337884705736501e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,70,4.052373149914191e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,71,3.8550183451078596e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,72,3.618373821150853e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,73,3.17619731828272e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,74,2.9461553332138523e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,75,2.743977078810509e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,76,2.574865631580635e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,77,2.422082573785753e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,78,2.25963464247372e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,79,1.9656451290145678e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,80,1.9238318111212368e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,81,1.6646843301762595e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,82,1.5363316210964414e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,83,1.4027808425142702e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,84,1.3395794204264899e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,85,1.1252026536614843e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,86,1.0179204000490183e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,87,9.509281061367827e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,88,8.895333793776718e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,89,7.462130289229759e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,90,7.063726661468824e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,91,6.066253553377547e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,92,5.3183287677274025e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,93,4.737144078588481e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,94,4.148880554583856e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,95,3.95995076915162e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,96,3.4604897780374686e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,97,3.3355463073700547e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,98,2.7059612292338534e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,99,2.010239819735132e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,100,1.7598045629605859e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,101,1.5066336643296987e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,102,1.3897133491521295e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,103,1.224626820002744e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,104,1.1000946631278453e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,105,7.571549560633258e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,106,6.120481005400745e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,107,4.3420655600376037e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,108,3.0289715201266106e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,109,2.6289278248916425e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,110,2.0917029083153892e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,111,1.0931218815034671e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,112,7.753936653042072e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,113,6.10296693992802e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,114,3.299878559762727e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,115,2.735974019869527e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,116,3.968634985555241e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,117,3.597466075527837e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,118,3.2182546621918742e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,119,2.5802803826474303e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,120,2.1228533460115855e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,121,1.9501245172477903e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,122,1.6276259491051698e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,123,1.5726079532670036e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,124,1.303364928334505e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,125,1.1427448953717657e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,126,7.039672306324935e-16
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,127,2.5529845517712033e-16
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,evaluation,,128,1.957158413436035e-16
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,1,20.053749765654374
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,2,5.6338119407554
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,3,3.488783813246247
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,4,1.8810700537718887
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,5,0.7259253988078163
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,6,0.42977375198492773
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,7,0.39056603427802944
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,8,0.07149378118285862
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,9,0.04601839472080152
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,10,0.025605147496587197
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,11,0.011221611462922325
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,12,0.009373519875274992
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,13,0.007612622799596594
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,14,0.006510616431882757
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,15,0.0056152001212027135
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,16,0.00390172930959047
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,17,0.0031769051798985317
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,18,0.0020871973771323746
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,19,0.001978311674892331
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,20,0.0017249813548700305
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,21,0.0013580928288235768
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,22,0.00134189461353149
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,23,0.0012264038940069564
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,24,0.0011623884477700588
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,25,0.0008879419433487433
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,26,0.0008143785738392067
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,27,0.0007001628655183295
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,28,0.000631502898341352
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,29,0.00060478039734242
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,30,0.0005855998397346764
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,31,0.0004740439646010586
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,32,0.00041128616339300943
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,33,0.00038983983758713486
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,34,0.0003613871097352548
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,35,0.00030688278782880243
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,36,0.000293208528599418
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,37,0.0002766453939071473
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,38,0.0002529367405518783
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,39,0.0002477406708765631
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,40,0.00022025856042535213
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,41,0.0002111561387621928
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,42,0.000185666878057015
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,43,0.00018042095753257272
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,44,0.00015920442814565367
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,45,0.00015440934287126693
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,46,0.0001362752344364953
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,47,0.00013245472697705543
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,48,0.00011483109450286762
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,49,0.0001066114260854118
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,50,9.856383864489983e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,51,9.19225207035923e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,52,9.026986758097162e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,53,8.381041380576582e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,54,7.439378267703948e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,55,7.336332267612869e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,56,6.828087085902236e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,57,6.03008229788465e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,58,5.870038151732858e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,59,5.4295304055543324e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,60,5.138407651138479e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,61,4.807627601694133e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,62,4.574431222206902e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,63,4.2285738596843936e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,64,3.9334258708993715e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,65,3.612264482011154e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,66,3.498558594642092e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,67,3.1596763689797484e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,68,2.8585776673092405e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,69,2.5731136195496804e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,70,2.472955811037121e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,71,2.1957721399261244e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,72,2.0105772782829205e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,73,1.9097178254430385e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,74,1.66851468985861e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,75,1.6471018369643143e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,76,1.538720846293334e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,77,1.4170695845487948e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,78,1.3348621313915098e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,79,1.2412595806262843e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,80,1.1572393439449233e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,81,9.757388343700072e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,82,9.268397278662445e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,83,8.461467400190347e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,84,7.659850340332948e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,85,7.25911413650187e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,86,6.020989613899002e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,87,5.431132490689828e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,88,4.852000265250167e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,89,4.6408429015518125e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,90,3.979284817951091e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,91,3.5522935193002094e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,92,2.9260126533736695e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,93,2.8690783809560695e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,94,2.5077639150962124e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,95,2.237889260174307e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,96,1.9230686412349995e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,97,1.8208093722820288e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,98,1.5418319091288755e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,99,1.1602511600762298e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,100,1.1187095633849003e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,101,9.086511681951131e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,102,8.631628171754014e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,103,6.923954606723648e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,104,6.493759243547048e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,105,4.986843132544652e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,106,3.563740233507962e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,107,2.410643553717646e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,108,1.6646752220027977e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,109,1.3766084736666813e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,110,1.2932027721277975e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,111,5.578396197889368e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,112,4.3750106519697586e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,113,3.292890175719896e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,114,1.5781860118496254e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,115,4.801056231306195e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,116,2.200999140330999e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,117,1.8964834276897003e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,118,1.6231088242341822e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,119,1.5101137153327432e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,120,1.2119623574278421e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,121,1.186082619565786e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,122,1.064111005791862e-15
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,123,7.649658684309567e-16
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,124,7.232406320243371e-16
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,125,6.419657812346608e-16
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,126,5.169296324119602e-16
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,127,3.5082930938002633e-16
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,within_track,,128,1.3104617898295334e-16
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,1,0.006395180006803877
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,2,0.002425202716045928
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,3,0.0016457622579162789
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,4,0.0004926936039724369
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,5,0.0002671472403332037
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,6,0.0001657201447518281
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,7,8.548649233674607e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,8,1.551400969349442e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,9,1.2370188825684308e-05
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,10,8.043585941579413e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,11,4.928513215822895e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,12,3.495135054507968e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,13,2.133086499911274e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,14,1.8772312943620331e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,15,1.5534292902621808e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,16,1.0702489138306581e-06
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,17,9.714402276948908e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,18,7.461660673195777e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,19,6.385545197474606e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,20,5.630555175023444e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,21,5.370618227139409e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,22,4.355096645681951e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,23,3.6930693424528154e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,24,3.251441402099425e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,25,2.886161936218845e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,26,2.3970598265595036e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,27,2.377654231166795e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,28,2.2426978027686895e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,29,1.7316670398484898e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,30,1.6590472635734482e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,31,1.5602162773715114e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,32,1.299057555192593e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,33,1.0913756337678602e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,34,1.0188324213972751e-07
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,35,9.653976445120169e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,36,8.542977799777977e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,37,7.395953648598487e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,38,6.998298132999691e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,39,6.845669183363439e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,40,6.224955950520013e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,41,5.7547601539283314e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,42,4.8724074216148505e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,43,4.5840548683138836e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,44,4.5115610895489565e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,45,4.3011539897728475e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,46,3.463803288859989e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,47,3.12590598794471e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,48,2.9394427006168592e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,49,2.821105089533689e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,50,2.4508563548647378e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,51,2.3715823294933122e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,52,2.0833886283170036e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,53,1.9477519654116137e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,54,1.7285614858829105e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,55,1.6914937617697463e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,56,1.538980981081215e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,57,1.319374913671393e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,58,1.2556660280219189e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,59,1.1606589484652892e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,60,1.0790868392794157e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,61,1.0031124074120466e-08
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,62,8.434836873749114e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,63,8.008587502201677e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,64,7.360996144677426e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,65,6.701482805888194e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,66,6.214473220870222e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,67,5.9369623537211465e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,68,5.377531620838613e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,69,5.079999581282427e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,70,4.526636705088094e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,71,4.299244705403629e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,72,4.203880353762015e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,73,3.58478228134669e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,74,3.109000180006659e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,75,2.9766354116318257e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,76,2.6923393294892862e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,77,2.5216248562838654e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,78,2.1643065754788794e-09
gf-mlp-cov1-factor1-s123-0035--projector,noncrystalline,movement,108.0,79,2.0074197285880465e-09
