model,domain,population,lag_ps,component,eigenvalue
dense-v6--mace,T520K,movement,9.0,18,8.156676569424538e-10
dense-v6--mace,T520K,movement,9.0,19,6.316924263864937e-10
dense-v6--mace,T520K,movement,9.0,20,5.842635439951542e-10
dense-v6--mace,T520K,movement,9.0,21,3.041615587963937e-10
dense-v6--mace,T520K,movement,9.0,22,2.3397972822304155e-10
dense-v6--mace,T520K,movement,9.0,23,2.1170966729346265e-10
dense-v6--mace,T520K,movement,9.0,24,1.0750137826735135e-10
dense-v6--mace,T520K,movement,9.0,25,1.0419008531159016e-10
dense-v6--mace,T520K,movement,9.0,26,6.864991427039731e-11
dense-v6--mace,T520K,movement,9.0,27,4.769574071641522e-11
dense-v6--mace,T520K,movement,9.0,28,4.281713738410851e-11
dense-v6--mace,T520K,movement,9.0,29,3.628794488336943e-11
dense-v6--mace,T520K,movement,9.0,30,2.469547369107207e-11
dense-v6--mace,T520K,movement,9.0,31,2.3914464190376558e-11
dense-v6--mace,T520K,movement,9.0,32,2.098114826598279e-11
dense-v6--mace,T520K,movement,9.0,33,1.797757027067541e-11
dense-v6--mace,T520K,movement,9.0,34,1.4521186070571547e-11
dense-v6--mace,T520K,movement,9.0,35,1.3656263101612373e-11
dense-v6--mace,T520K,movement,9.0,36,1.2321417092447498e-11
dense-v6--mace,T520K,movement,9.0,37,9.69700704740511e-12
dense-v6--mace,T520K,movement,9.0,38,8.293411910172559e-12
dense-v6--mace,T520K,movement,9.0,39,7.667993043594813e-12
dense-v6--mace,T520K,movement,9.0,40,6.323931054453313e-12
dense-v6--mace,T520K,movement,9.0,41,5.492345758655248e-12
dense-v6--mace,T520K,movement,9.0,42,4.855074992775898e-12
dense-v6--mace,T520K,movement,9.0,43,4.251096071838576e-12
dense-v6--mace,T520K,movement,9.0,44,4.048298076167458e-12
dense-v6--mace,T520K,movement,9.0,45,3.2764792178247677e-12
dense-v6--mace,T520K,movement,9.0,46,2.756230745838856e-12
dense-v6--mace,T520K,movement,9.0,47,2.6497304717891164e-12
dense-v6--mace,T520K,movement,9.0,48,1.977262763041761e-12
dense-v6--mace,T520K,movement,9.0,49,1.8185444687248225e-12
dense-v6--mace,T520K,movement,9.0,50,1.32759832519412e-12
dense-v6--mace,T520K,movement,9.0,51,1.284081877533256e-12
dense-v6--mace,T520K,movement,9.0,52,1.248550053486856e-12
dense-v6--mace,T520K,movement,9.0,53,1.1594389941284955e-12
dense-v6--mace,T520K,movement,9.0,54,1.0397990195062631e-12
dense-v6--mace,T520K,movement,9.0,55,8.813045418752804e-13
dense-v6--mace,T520K,movement,9.0,56,7.370601322777315e-13
dense-v6--mace,T520K,movement,9.0,57,6.930984316559154e-13
dense-v6--mace,T520K,movement,9.0,58,5.724613780279859e-13
dense-v6--mace,T520K,movement,9.0,59,4.691076431206042e-13
dense-v6--mace,T520K,movement,9.0,60,4.439250064212414e-13
dense-v6--mace,T520K,movement,9.0,61,3.656777058976992e-13
dense-v6--mace,T520K,movement,9.0,62,3.2636574643854446e-13
dense-v6--mace,T520K,movement,9.0,63,2.8177196709694386e-13
dense-v6--mace,T520K,movement,9.0,64,2.486712740847231e-13
dense-v6--mace,T520K,movement,9.0,65,2.0393213669726902e-13
dense-v6--mace,T520K,movement,9.0,66,1.6470492430897502e-13
dense-v6--mace,T520K,movement,9.0,67,1.4261413485386305e-13
dense-v6--mace,T520K,movement,9.0,68,1.1332920257657204e-13
dense-v6--mace,T520K,movement,9.0,69,9.473732539211285e-14
dense-v6--mace,T520K,movement,9.0,70,8.516676803522236e-14
dense-v6--mace,T520K,movement,9.0,71,8.311180801323677e-14
dense-v6--mace,T520K,movement,9.0,72,6.873784894586302e-14
dense-v6--mace,T520K,movement,9.0,73,5.8333531431001e-14
dense-v6--mace,T520K,movement,9.0,74,5.2649196356839414e-14
dense-v6--mace,T520K,movement,9.0,75,4.758010912964072e-14
dense-v6--mace,T520K,movement,9.0,76,3.9994289963888945e-14
dense-v6--mace,T520K,movement,9.0,77,3.167557922077131e-14
dense-v6--mace,T520K,movement,9.0,78,3.149118477003154e-14
dense-v6--mace,T520K,movement,9.0,79,2.2730930002472402e-14
dense-v6--mace,T520K,movement,9.0,80,1.627853691146502e-14
dense-v6--mace,T520K,movement,9.0,81,1.436994405885776e-14
dense-v6--mace,T520K,movement,9.0,82,1.2361253085590042e-14
dense-v6--mace,T520K,movement,9.0,83,9.603661061390771e-15
dense-v6--mace,T520K,movement,9.0,84,8.798813785038043e-15
dense-v6--mace,T520K,movement,9.0,85,7.99320953497305e-15
dense-v6--mace,T520K,movement,9.0,86,6.813585079323443e-15
dense-v6--mace,T520K,movement,9.0,87,5.07038570318197e-15
dense-v6--mace,T520K,movement,9.0,88,4.379413168803204e-15
dense-v6--mace,T520K,movement,9.0,89,3.563586714333496e-15
dense-v6--mace,T520K,movement,9.0,90,2.9578441254487356e-15
dense-v6--mace,T520K,movement,9.0,91,2.6441409989400007e-15
dense-v6--mace,T520K,movement,9.0,92,2.4549147400645953e-15
dense-v6--mace,T520K,movement,9.0,93,1.9920624877669638e-15
dense-v6--mace,T520K,movement,9.0,94,1.9461484428398028e-15
dense-v6--mace,T520K,movement,9.0,95,1.8431858951697414e-15
dense-v6--mace,T520K,movement,9.0,96,1.3179388222123171e-15
dense-v6--mace,T520K,movement,9.0,97,1.2696149202282189e-15
dense-v6--mace,T520K,movement,9.0,98,1.1655408710592233e-15
dense-v6--mace,T520K,movement,9.0,99,1.077304066176242e-15
dense-v6--mace,T520K,movement,9.0,100,1.0033780535553534e-15
dense-v6--mace,T520K,movement,9.0,101,9.594189882508904e-16
dense-v6--mace,T520K,movement,9.0,102,8.762410598117365e-16
dense-v6--mace,T520K,movement,9.0,103,8.103194988474492e-16
dense-v6--mace,T520K,movement,9.0,104,7.229357298392723e-16
dense-v6--mace,T520K,movement,9.0,105,6.978878541557343e-16
dense-v6--mace,T520K,movement,9.0,106,6.354930215108181e-16
dense-v6--mace,T520K,movement,9.0,107,6.22154148112819e-16
dense-v6--mace,T520K,movement,9.0,108,6.113542364629013e-16
dense-v6--mace,T520K,movement,9.0,109,5.84294324095472e-16
dense-v6--mace,T520K,movement,9.0,110,5.751950155431583e-16
dense-v6--mace,T520K,movement,9.0,111,5.43645501924449e-16
dense-v6--mace,T520K,movement,9.0,112,5.368221076465547e-16
dense-v6--mace,T520K,movement,9.0,113,5.141198227164732e-16
dense-v6--mace,T520K,movement,9.0,114,4.91121559148174e-16
dense-v6--mace,T520K,movement,9.0,115,4.769861585558066e-16
dense-v6--mace,T520K,movement,9.0,116,4.634715697365232e-16
dense-v6--mace,T520K,movement,9.0,117,4.3955949629984973e-16
dense-v6--mace,T520K,movement,9.0,118,4.309561110389295e-16
dense-v6--mace,T520K,movement,9.0,119,4.2102312433074566e-16
dense-v6--mace,T520K,movement,9.0,120,4.0760672634212976e-16
dense-v6--mace,T520K,movement,9.0,121,3.953959034635974e-16
dense-v6--mace,T520K,movement,9.0,122,3.8056243289026386e-16
dense-v6--mace,T520K,movement,9.0,123,3.640350646378401e-16
dense-v6--mace,T520K,movement,9.0,124,3.608358761714974e-16
dense-v6--mace,T520K,movement,9.0,125,3.1613715579849804e-16
dense-v6--mace,T520K,movement,9.0,126,3.0572589991659387e-16
dense-v6--mace,T520K,movement,9.0,127,2.955839758245421e-16
dense-v6--mace,T520K,movement,9.0,128,2.797556337895174e-16
dense-v6--mace,T520K,fluctuation,9.0,1,1.266613281514372e-05
dense-v6--mace,T520K,fluctuation,9.0,2,6.880957747298498e-06
dense-v6--mace,T520K,fluctuation,9.0,3,1.2262706667396557e-07
dense-v6--mace,T520K,fluctuation,9.0,4,5.813818169593818e-08
dense-v6--mace,T520K,fluctuation,9.0,5,4.868577058194897e-08
dense-v6--mace,T520K,fluctuation,9.0,6,2.2803029928107187e-08
dense-v6--mace,T520K,fluctuation,9.0,7,1.717202171953835e-08
dense-v6--mace,T520K,fluctuation,9.0,8,1.4920372929989058e-08
dense-v6--mace,T520K,fluctuation,9.0,9,1.0941402463178898e-08
dense-v6--mace,T520K,fluctuation,9.0,10,8.094139603909139e-09
dense-v6--mace,T520K,fluctuation,9.0,11,7.614780776068596e-09
dense-v6--mace,T520K,fluctuation,9.0,12,6.878244527387707e-09
dense-v6--mace,T520K,fluctuation,9.0,13,4.0403296253340144e-09
dense-v6--mace,T520K,fluctuation,9.0,14,3.2172069279550466e-09
dense-v6--mace,T520K,fluctuation,9.0,15,2.58377906507964e-09
dense-v6--mace,T520K,fluctuation,9.0,16,1.5722640075362065e-09
dense-v6--mace,T520K,fluctuation,9.0,17,1.347298660151771e-09
dense-v6--mace,T520K,fluctuation,9.0,18,8.097676672251188e-10
dense-v6--mace,T520K,fluctuation,9.0,19,6.316796483035478e-10
dense-v6--mace,T520K,fluctuation,9.0,20,5.842440974035103e-10
dense-v6--mace,T520K,fluctuation,9.0,21,3.0406985014181254e-10
dense-v6--mace,T520K,fluctuation,9.0,22,2.3367419181325087e-10
dense-v6--mace,T520K,fluctuation,9.0,23,2.1168512795873242e-10
dense-v6--mace,T520K,fluctuation,9.0,24,1.0749191501701906e-10
dense-v6--mace,T520K,fluctuation,9.0,25,1.0418080189205493e-10
dense-v6--mace,T520K,fluctuation,9.0,26,6.864922786984027e-11
dense-v6--mace,T520K,fluctuation,9.0,27,4.769359956485556e-11
dense-v6--mace,T520K,fluctuation,9.0,28,4.2815860083831073e-11
dense-v6--mace,T520K,fluctuation,9.0,29,3.628735488556565e-11
dense-v6--mace,T520K,fluctuation,9.0,30,2.4694782312413644e-11
dense-v6--mace,T520K,fluctuation,9.0,31,2.3914441832497777e-11
dense-v6--mace,T520K,fluctuation,9.0,32,2.098108523303399e-11
dense-v6--mace,T520K,fluctuation,9.0,33,1.797754089085511e-11
dense-v6--mace,T520K,fluctuation,9.0,34,1.4521161772351952e-11
dense-v6--mace,T520K,fluctuation,9.0,35,1.3655937843483231e-11
dense-v6--mace,T520K,fluctuation,9.0,36,1.231617679821327e-11
dense-v6--mace,T520K,fluctuation,9.0,37,9.696973677703156e-12
dense-v6--mace,T520K,fluctuation,9.0,38,8.293401431373095e-12
dense-v6--mace,T520K,fluctuation,9.0,39,7.667596134564725e-12
dense-v6--mace,T520K,fluctuation,9.0,40,6.323778780627061e-12
dense-v6--mace,T520K,fluctuation,9.0,41,5.492054117214814e-12
dense-v6--mace,T520K,fluctuation,9.0,42,4.854494155927762e-12
dense-v6--mace,T520K,fluctuation,9.0,43,4.251065316806604e-12
dense-v6--mace,T520K,fluctuation,9.0,44,4.0479286499018625e-12
dense-v6--mace,T520K,fluctuation,9.0,45,3.274905211001245e-12
dense-v6--mace,T520K,fluctuation,9.0,46,2.756070354502647e-12
dense-v6--mace,T520K,fluctuation,9.0,47,2.6494316221773735e-12
dense-v6--mace,T520K,fluctuation,9.0,48,1.9769869098277166e-12
dense-v6--mace,T520K,fluctuation,9.0,49,1.8184824021023822e-12
dense-v6--mace,T520K,fluctuation,9.0,50,1.3275547534065372e-12
dense-v6--mace,T520K,fluctuation,9.0,51,1.284062665686626e-12
dense-v6--mace,T520K,fluctuation,9.0,52,1.2485469580930035e-12
dense-v6--mace,T520K,fluctuation,9.0,53,1.1593423388987397e-12
dense-v6--mace,T520K,fluctuation,9.0,54,1.039620905054437e-12
dense-v6--mace,T520K,fluctuation,9.0,55,8.813015874142803e-13
dense-v6--mace,T520K,fluctuation,9.0,56,7.370158396582213e-13
dense-v6--mace,T520K,fluctuation,9.0,57,6.930910618558628e-13
dense-v6--mace,T520K,fluctuation,9.0,58,5.724596757264911e-13
dense-v6--mace,T520K,fluctuation,9.0,59,4.690936557504182e-13
dense-v6--mace,T520K,fluctuation,9.0,60,4.4381314938839e-13
dense-v6--mace,T520K,fluctuation,9.0,61,3.6565442471735403e-13
dense-v6--mace,T520K,fluctuation,9.0,62,3.263516988543796e-13
dense-v6--mace,T520K,fluctuation,9.0,63,2.8176875984692493e-13
dense-v6--mace,T520K,fluctuation,9.0,64,2.486692355520885e-13
dense-v6--mace,T520K,fluctuation,9.0,65,2.0393106320267865e-13
dense-v6--mace,T520K,fluctuation,9.0,66,1.6470393748823893e-13
dense-v6--mace,T520K,fluctuation,9.0,67,1.4261120696856474e-13
dense-v6--mace,T520K,fluctuation,9.0,68,1.1331656087147076e-13
dense-v6--mace,T520K,fluctuation,9.0,69,9.473281712818346e-14
dense-v6--mace,T520K,fluctuation,9.0,70,8.516591163939934e-14
dense-v6--mace,T520K,fluctuation,9.0,71,8.311011459289523e-14
dense-v6--mace,T520K,fluctuation,9.0,72,6.873427727681868e-14
dense-v6--mace,T520K,fluctuation,9.0,73,5.833215586931121e-14
dense-v6--mace,T520K,fluctuation,9.0,74,5.2648939436929536e-14
dense-v6--mace,T520K,fluctuation,9.0,75,4.757964772015067e-14
dense-v6--mace,T520K,fluctuation,9.0,76,3.9994126026051384e-14
dense-v6--mace,T520K,fluctuation,9.0,77,3.167555190077455e-14
dense-v6--mace,T520K,fluctuation,9.0,78,3.1490371554099424e-14
dense-v6--mace,T520K,fluctuation,9.0,79,2.2725746048490892e-14
dense-v6--mace,T520K,fluctuation,9.0,80,1.6278208444223863e-14
dense-v6--mace,T520K,fluctuation,9.0,81,1.4369114877202663e-14
dense-v6--mace,T520K,fluctuation,9.0,82,1.235829831831213e-14
dense-v6--mace,T520K,fluctuation,9.0,83,9.603428253681102e-15
dense-v6--mace,T520K,fluctuation,9.0,84,8.798647222781413e-15
dense-v6--mace,T520K,fluctuation,9.0,85,7.992584020109621e-15
dense-v6--mace,T520K,fluctuation,9.0,86,6.813043237464879e-15
dense-v6--mace,T520K,fluctuation,9.0,87,5.070382655196954e-15
dense-v6--mace,T520K,fluctuation,9.0,88,4.378950103066824e-15
dense-v6--mace,T520K,fluctuation,9.0,89,3.5635669657108475e-15
dense-v6--mace,T520K,fluctuation,9.0,90,2.957746032832689e-15
dense-v6--mace,T520K,fluctuation,9.0,91,2.6441338030664214e-15
dense-v6--mace,T520K,fluctuation,9.0,92,2.454833258718055e-15
dense-v6--mace,T520K,fluctuation,9.0,93,1.992061556931703e-15
dense-v6--mace,T520K,fluctuation,9.0,94,1.9460941606313606e-15
dense-v6--mace,T520K,fluctuation,9.0,95,1.8430861921681976e-15
dense-v6--mace,T520K,fluctuation,9.0,96,1.317917283348926e-15
dense-v6--mace,T520K,fluctuation,9.0,97,1.2696130182617061e-15
dense-v6--mace,T520K,fluctuation,9.0,98,1.1655377662167659e-15
dense-v6--mace,T520K,fluctuation,9.0,99,1.0773026541783685e-15
dense-v6--mace,T520K,fluctuation,9.0,100,1.0033708078403182e-15
dense-v6--mace,T520K,fluctuation,9.0,101,9.594189822204239e-16
dense-v6--mace,T520K,fluctuation,9.0,102,8.76240850271051e-16
dense-v6--mace,T520K,fluctuation,9.0,103,8.103175691023199e-16
dense-v6--mace,T520K,fluctuation,9.0,104,7.229320668543454e-16
dense-v6--mace,T520K,fluctuation,9.0,105,6.978818660199401e-16
dense-v6--mace,T520K,fluctuation,9.0,106,6.354738451790612e-16
dense-v6--mace,T520K,fluctuation,9.0,107,6.22152138124297e-16
dense-v6--mace,T520K,fluctuation,9.0,108,6.113529321838886e-16
dense-v6--mace,T520K,fluctuation,9.0,109,5.842712418684943e-16
dense-v6--mace,T520K,fluctuation,9.0,110,5.751782573536074e-16
dense-v6--mace,T520K,fluctuation,9.0,111,5.436449007474168e-16
dense-v6--mace,T520K,fluctuation,9.0,112,5.368160584553597e-16
dense-v6--mace,T520K,fluctuation,9.0,113,5.141168192443114e-16
dense-v6--mace,T520K,fluctuation,9.0,114,4.9111592069180195e-16
dense-v6--mace,T520K,fluctuation,9.0,115,4.769845874610062e-16
dense-v6--mace,T520K,fluctuation,9.0,116,4.634711329563015e-16
dense-v6--mace,T520K,fluctuation,9.0,117,4.3955826949671256e-16
dense-v6--mace,T520K,fluctuation,9.0,118,4.309555389658725e-16
dense-v6--mace,T520K,fluctuation,9.0,119,4.210219365624074e-16
dense-v6--mace,T520K,fluctuation,9.0,120,4.0760624324275333e-16
dense-v6--mace,T520K,fluctuation,9.0,121,3.9538723034447195e-16
dense-v6--mace,T520K,fluctuation,9.0,122,3.805615860494371e-16
dense-v6--mace,T520K,fluctuation,9.0,123,3.640262907065597e-16
dense-v6--mace,T520K,fluctuation,9.0,124,3.6083270641730477e-16
dense-v6--mace,T520K,fluctuation,9.0,125,3.161372396446632e-16
dense-v6--mace,T520K,fluctuation,9.0,126,3.0572553221964505e-16
dense-v6--mace,T520K,fluctuation,9.0,127,2.9558388832810363e-16
dense-v6--mace,T520K,fluctuation,9.0,128,2.79754967256224e-16
dense-v6--mace,T520K,movement,12.0,1,7.176480385429122e-06
dense-v6--mace,T520K,movement,12.0,2,3.924254926774632e-06
dense-v6--mace,T520K,movement,12.0,3,7.093599793227772e-08
dense-v6--mace,T520K,movement,12.0,4,3.2957767741057166e-08
dense-v6--mace,T520K,movement,12.0,5,2.8143898074045242e-08
dense-v6--mace,T520K,movement,12.0,6,1.39892927585483e-08
dense-v6--mace,T520K,movement,12.0,7,1.0483217186530115e-08
dense-v6--mace,T520K,movement,12.0,8,8.319421461409417e-09
dense-v6--mace,T520K,movement,12.0,9,6.198884430163211e-09
dense-v6--mace,T520K,movement,12.0,10,4.894053913713236e-09
dense-v6--mace,T520K,movement,12.0,11,4.318241843886646e-09
dense-v6--mace,T520K,movement,12.0,12,3.888568394506373e-09
dense-v6--mace,T520K,movement,12.0,13,2.4391517641295852e-09
dense-v6--mace,T520K,movement,12.0,14,1.9885695664322652e-09
dense-v6--mace,T520K,movement,12.0,15,1.5636043561545172e-09
dense-v6--mace,T520K,movement,12.0,16,9.053554301731088e-10
dense-v6--mace,T520K,movement,12.0,17,7.66121665628175e-10
dense-v6--mace,T520K,movement,12.0,18,4.669833915216924e-10
dense-v6--mace,T520K,movement,12.0,19,3.6649640167634734e-10
dense-v6--mace,T520K,movement,12.0,20,3.38427735387985e-10
dense-v6--mace,T520K,movement,12.0,21,1.7427181650144164e-10
dense-v6--mace,T520K,movement,12.0,22,1.3523847274134931e-10
dense-v6--mace,T520K,movement,12.0,23,1.190337206696186e-10
dense-v6--mace,T520K,movement,12.0,24,6.071079412985788e-11
dense-v6--mace,T520K,movement,12.0,25,5.885139933149137e-11
dense-v6--mace,T520K,movement,12.0,26,3.8122575461073046e-11
dense-v6--mace,T520K,movement,12.0,27,2.6251616753362652e-11
dense-v6--mace,T520K,movement,12.0,28,2.4046540985717076e-11
dense-v6--mace,T520K,movement,12.0,29,2.117883086557585e-11
dense-v6--mace,T520K,movement,12.0,30,1.3851544820961929e-11
dense-v6--mace,T520K,movement,12.0,31,1.3333870667762856e-11
dense-v6--mace,T520K,movement,12.0,32,1.19418070091178e-11
dense-v6--mace,T520K,movement,12.0,33,1.0322182101099891e-11
dense-v6--mace,T520K,movement,12.0,34,8.02092318076282e-12
dense-v6--mace,T520K,movement,12.0,35,7.54524190028848e-12
dense-v6--mace,T520K,movement,12.0,36,7.0368973527918425e-12
dense-v6--mace,T520K,movement,12.0,37,5.394733038705012e-12
dense-v6--mace,T520K,movement,12.0,38,4.795680478916441e-12
dense-v6--mace,T520K,movement,12.0,39,4.4793408611061375e-12
dense-v6--mace,T520K,movement,12.0,40,3.589198348935402e-12
dense-v6--mace,T520K,movement,12.0,41,3.1030658500183996e-12
dense-v6--mace,T520K,movement,12.0,42,2.812316642528165e-12
dense-v6--mace,T520K,movement,12.0,43,2.3111949247351463e-12
dense-v6--mace,T520K,movement,12.0,44,2.251193162935455e-12
dense-v6--mace,T520K,movement,12.0,45,1.916192213401586e-12
dense-v6--mace,T520K,movement,12.0,46,1.5553593456325481e-12
dense-v6--mace,T520K,movement,12.0,47,1.4400482482037041e-12
dense-v6--mace,T520K,movement,12.0,48,1.1164101989141837e-12
dense-v6--mace,T520K,movement,12.0,49,1.04074780618491e-12
dense-v6--mace,T520K,movement,12.0,50,7.581896438045561e-13
dense-v6--mace,T520K,movement,12.0,51,7.445284962090646e-13
dense-v6--mace,T520K,movement,12.0,52,6.871271351894401e-13
dense-v6--mace,T520K,movement,12.0,53,6.315908276895925e-13
dense-v6--mace,T520K,movement,12.0,54,5.825268544838759e-13
dense-v6--mace,T520K,movement,12.0,55,4.900053658901407e-13
dense-v6--mace,T520K,movement,12.0,56,4.2596172986241873e-13
dense-v6--mace,T520K,movement,12.0,57,3.9832213507461293e-13
dense-v6--mace,T520K,movement,12.0,58,3.1656461583592086e-13
dense-v6--mace,T520K,movement,12.0,59,2.693739870875527e-13
dense-v6--mace,T520K,movement,12.0,60,2.489787196223069e-13
dense-v6--mace,T520K,movement,12.0,61,2.0647028652524892e-13
dense-v6--mace,T520K,movement,12.0,62,1.8652791509138909e-13
dense-v6--mace,T520K,movement,12.0,63,1.5323305621135482e-13
dense-v6--mace,T520K,movement,12.0,64,1.412948849280637e-13
dense-v6--mace,T520K,movement,12.0,65,1.1563860951208303e-13
dense-v6--mace,T520K,movement,12.0,66,9.641831560822285e-14
dense-v6--mace,T520K,movement,12.0,67,7.998230925810945e-14
dense-v6--mace,T520K,movement,12.0,68,6.600292222646101e-14
dense-v6--mace,T520K,movement,12.0,69,5.4660232673128125e-14
dense-v6--mace,T520K,movement,12.0,70,4.756479991071986e-14
dense-v6--mace,T520K,movement,12.0,71,4.720401830262787e-14
dense-v6--mace,T520K,movement,12.0,72,3.897999407904252e-14
dense-v6--mace,T520K,movement,12.0,73,3.3147045010756445e-14
dense-v6--mace,T520K,movement,12.0,74,2.9606612844804286e-14
dense-v6--mace,T520K,movement,12.0,75,2.631958963999199e-14
dense-v6--mace,T520K,movement,12.0,76,2.2042369635592107e-14
dense-v6--mace,T520K,movement,12.0,77,1.8444911545910238e-14
dense-v6--mace,T520K,movement,12.0,78,1.799276675210785e-14
dense-v6--mace,T520K,movement,12.0,79,1.268835957630075e-14
dense-v6--mace,T520K,movement,12.0,80,9.214461871127193e-15
dense-v6--mace,T520K,movement,12.0,81,8.212786409666803e-15
dense-v6--mace,T520K,movement,12.0,82,7.003666236946049e-15
dense-v6--mace,T520K,movement,12.0,83,5.374783328720861e-15
dense-v6--mace,T520K,movement,12.0,84,5.124606773322993e-15
dense-v6--mace,T520K,movement,12.0,85,4.332035193227272e-15
dense-v6--mace,T520K,movement,12.0,86,3.879547384699349e-15
dense-v6--mace,T520K,movement,12.0,87,2.8952869970995453e-15
dense-v6--mace,T520K,movement,12.0,88,2.433623971063067e-15
dense-v6--mace,T520K,movement,12.0,89,1.9797698290466757e-15
dense-v6--mace,T520K,movement,12.0,90,1.6807914400688385e-15
dense-v6--mace,T520K,movement,12.0,91,1.5074077231656144e-15
dense-v6--mace,T520K,movement,12.0,92,1.3493920713686357e-15
dense-v6--mace,T520K,movement,12.0,93,1.1318313291940268e-15
dense-v6--mace,T520K,movement,12.0,94,1.0789450408447332e-15
dense-v6--mace,T520K,movement,12.0,95,1.0233059811280687e-15
dense-v6--mace,T520K,movement,12.0,96,7.312614249224802e-16
dense-v6--mace,T520K,movement,12.0,97,7.154031697773747e-16
dense-v6--mace,T520K,movement,12.0,98,6.60482514804485e-16
dense-v6--mace,T520K,movement,12.0,99,6.352293983489941e-16
dense-v6--mace,T520K,movement,12.0,100,5.641672176751588e-16
dense-v6--mace,T520K,movement,12.0,101,5.484611629587719e-16
dense-v6--mace,T520K,movement,12.0,102,4.905561876411537e-16
dense-v6--mace,T520K,movement,12.0,103,4.596445439158936e-16
dense-v6--mace,T520K,movement,12.0,104,4.054360913710606e-16
dense-v6--mace,T520K,movement,12.0,105,3.8901399347134026e-16
dense-v6--mace,T520K,movement,12.0,106,3.6342548963558703e-16
dense-v6--mace,T520K,movement,12.0,107,3.532426701342633e-16
dense-v6--mace,T520K,movement,12.0,108,3.381452302568513e-16
dense-v6--mace,T520K,movement,12.0,109,3.345949750603672e-16
dense-v6--mace,T520K,movement,12.0,110,3.2325352117118154e-16
dense-v6--mace,T520K,movement,12.0,111,3.0792273501331596e-16
dense-v6--mace,T520K,movement,12.0,112,2.992906449780066e-16
dense-v6--mace,T520K,movement,12.0,113,2.9192771678876814e-16
dense-v6--mace,T520K,movement,12.0,114,2.8032709232614964e-16
dense-v6--mace,T520K,movement,12.0,115,2.6770010133925766e-16
dense-v6--mace,T520K,movement,12.0,116,2.660418165122882e-16
dense-v6--mace,T520K,movement,12.0,117,2.466174423005694e-16
dense-v6--mace,T520K,movement,12.0,118,2.370650760262722e-16
dense-v6--mace,T520K,movement,12.0,119,2.3127130193595437e-16
dense-v6--mace,T520K,movement,12.0,120,2.2845646634319274e-16
dense-v6--mace,T520K,movement,12.0,121,2.241265779861425e-16
dense-v6--mace,T520K,movement,12.0,122,2.1558389876889411e-16
dense-v6--mace,T520K,movement,12.0,123,2.0781381758339033e-16
dense-v6--mace,T520K,movement,12.0,124,1.9354791347076717e-16
dense-v6--mace,T520K,movement,12.0,125,1.7487272924231904e-16
dense-v6--mace,T520K,movement,12.0,126,1.7296336197711012e-16
dense-v6--mace,T520K,movement,12.0,127,1.6726054861200755e-16
dense-v6--mace,T520K,movement,12.0,128,1.5679430065656328e-16
dense-v6--mace,T520K,fluctuation,12.0,1,7.174101327769652e-06
dense-v6--mace,T520K,fluctuation,12.0,2,3.9241655316447285e-06
dense-v6--mace,T520K,fluctuation,12.0,3,7.08670916653644e-08
dense-v6--mace,T520K,fluctuation,12.0,4,3.295018895715118e-08
dense-v6--mace,T520K,fluctuation,12.0,5,2.8137715402527237e-08
dense-v6--mace,T520K,fluctuation,12.0,6,1.3822697470568841e-08
dense-v6--mace,T520K,fluctuation,12.0,7,1.0424040102275722e-08
dense-v6--mace,T520K,fluctuation,12.0,8,8.312048718368618e-09
dense-v6--mace,T520K,fluctuation,12.0,9,6.196104148573653e-09
dense-v6--mace,T520K,fluctuation,12.0,10,4.862824309806351e-09
dense-v6--mace,T520K,fluctuation,12.0,11,4.316507121348779e-09
dense-v6--mace,T520K,fluctuation,12.0,12,3.878608400572962e-09
dense-v6--mace,T520K,fluctuation,12.0,13,2.4104662226280694e-09
dense-v6--mace,T520K,fluctuation,12.0,14,1.9795842828401283e-09
dense-v6--mace,T520K,fluctuation,12.0,15,1.5580414744916373e-09
dense-v6--mace,T520K,fluctuation,12.0,16,9.052809182152564e-10
dense-v6--mace,T520K,fluctuation,12.0,17,7.658264867282771e-10
dense-v6--mace,T520K,fluctuation,12.0,18,4.6440570760979257e-10
dense-v6--mace,T520K,fluctuation,12.0,19,3.6648264417036794e-10
dense-v6--mace,T520K,fluctuation,12.0,20,3.3841751851150174e-10
dense-v6--mace,T520K,fluctuation,12.0,21,1.742039155032619e-10
dense-v6--mace,T520K,fluctuation,12.0,22,1.3508691544609675e-10
dense-v6--mace,T520K,fluctuation,12.0,23,1.1903256382914487e-10
dense-v6--mace,T520K,fluctuation,12.0,24,6.070949143881165e-11
dense-v6--mace,T520K,fluctuation,12.0,25,5.884609896247628e-11
dense-v6--mace,T520K,fluctuation,12.0,26,3.812214834942917e-11
dense-v6--mace,T520K,fluctuation,12.0,27,2.6251247821603576e-11
dense-v6--mace,T520K,fluctuation,12.0,28,2.4045853199816073e-11
dense-v6--mace,T520K,fluctuation,12.0,29,2.1178767473471294e-11
dense-v6--mace,T520K,fluctuation,12.0,30,1.3851519373370205e-11
dense-v6--mace,T520K,fluctuation,12.0,31,1.3333868245256852e-11
dense-v6--mace,T520K,fluctuation,12.0,32,1.1941790915521638e-11
dense-v6--mace,T520K,fluctuation,12.0,33,1.0322143974565757e-11
dense-v6--mace,T520K,fluctuation,12.0,34,8.020740149273025e-12
dense-v6--mace,T520K,fluctuation,12.0,35,7.545029002484526e-12
dense-v6--mace,T520K,fluctuation,12.0,36,7.035102200493027e-12
