model,domain,population,rows,dimensions,centered,rank_ceiling,total_energy,collapsed,numerical_rank,participation_rank,entropy_rank,d90,d95,d99
mace-lr1e-05-distance0-s20260924-4096--encoder,T520K,evaluation,192,128,True,128,65.06904672511995,False,126,2.244658059994244,3.2610240974047975,4,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T520K,within_track,192,128,True,128,47.11327873810099,False,119,2.193770263577167,3.21279523666152,4,5,6
mace-lr0.0001-distance0-s20260923-4096--encoder,all,dataset,2880,128,True,128,74.27586829772774,False,128,2.4014828508819064,3.4763411522270706,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,all,reference,1600,128,True,128,71.93120535788724,False,128,2.3024908275423392,3.3215866701875787,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,all,evaluation,960,128,True,128,75.09554848881979,False,128,2.512978572697351,3.645319029960036,4,5,9
mace-lr0.0001-distance0-s20260923-4096--encoder,all,within_track,960,128,True,128,51.27695266481799,False,128,2.5128483678100197,3.6260774356690137,4,5,9
mace-lr0.0001-distance0-s20260923-4096--encoder,noncrystalline,dataset,1830,128,True,128,57.904971934873146,False,128,2.933753108965614,4.346606424130578,5,6,10
mace-lr0.0001-distance0-s20260923-4096--encoder,noncrystalline,reference,905,128,True,128,56.88094929072903,False,128,2.915999209396908,4.2504970643706805,4,5,9
mace-lr0.0001-distance0-s20260923-4096--encoder,noncrystalline,evaluation,686,128,True,128,59.52582553757324,False,128,2.903523264698956,4.356806818752843,5,6,10
mace-lr0.0001-distance0-s20260923-4096--encoder,noncrystalline,within_track,686,128,True,128,33.45630413913213,False,128,2.8091076297305837,4.261874420031805,5,6,10
mace-lr0.0001-distance0-s20260923-4096--encoder,pre_onset_12ps,dataset,56,128,True,55,58.686869507354416,False,55,2.6942422060054727,4.022558753211189,4,5,9
mace-lr0.0001-distance0-s20260923-4096--encoder,pre_onset_12ps,reference,30,128,True,29,50.22102883660794,False,29,2.651126715178722,3.7129710874924204,4,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,pre_onset_12ps,evaluation,18,128,True,17,63.50656427084681,False,17,2.5437995558739894,3.6527368236786377,4,5,7
mace-lr0.0001-distance0-s20260923-4096--encoder,pre_onset_12ps,within_track,18,128,True,17,0.0,True,0,,,,,
mace-lr0.0001-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,dataset,1645,128,True,128,52.458212186640544,False,128,2.771499984651296,4.273532187275642,5,6,10
mace-lr0.0001-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,reference,797,128,True,128,50.01921625420052,False,128,2.695970004393054,4.150064360359832,4,6,10
mace-lr0.0001-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,evaluation,625,128,True,128,55.49073054950078,False,128,2.8382790729010376,4.3513292546155125,5,6,10
mace-lr0.0001-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,within_track,625,128,True,128,28.777351216679072,False,128,2.680034134047346,4.1777364013690805,5,6,10
mace-lr0.0001-distance0-s20260923-4096--encoder,T400K,dataset,576,128,True,128,53.50948646977646,False,128,2.6387533234294893,4.031598023003921,4,6,10
mace-lr0.0001-distance0-s20260923-4096--encoder,T400K,reference,320,128,True,128,56.56556463612357,False,128,2.7744503187290297,4.0427478585882,4,5,9
mace-lr0.0001-distance0-s20260923-4096--encoder,T400K,evaluation,192,128,True,128,44.97309400027646,False,128,2.3085422667202926,3.6185869730215465,4,5,9
mace-lr0.0001-distance0-s20260923-4096--encoder,T400K,within_track,192,128,True,128,32.01002062176415,False,126,2.1269755978413842,3.3792672902044902,4,5,9
mace-lr0.0001-distance0-s20260923-4096--encoder,T450K,dataset,576,128,True,128,68.36006012806375,False,127,2.3792454422460114,3.398295346326462,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T450K,reference,320,128,True,128,61.44251406274966,False,126,2.235020597215618,3.2003053417031784,3,4,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T450K,evaluation,192,128,True,128,77.42046933097474,False,125,2.5916454979097803,3.6403010523665675,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T450K,within_track,192,128,True,128,60.64283076081242,False,121,2.416744176894613,3.4122364047942355,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T500K,dataset,576,128,True,128,64.14248745119357,False,127,2.2801355706722886,3.3075248096779033,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T500K,reference,320,128,True,128,58.08004218068024,False,126,2.2019693963787965,3.177471227394612,3,4,7
mace-lr0.0001-distance0-s20260923-4096--encoder,T500K,evaluation,192,128,True,128,68.70595858629386,False,124,2.310978021560495,3.3565301160993655,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T500K,within_track,192,128,True,128,52.371726467658384,False,119,2.122251791083677,3.1244712996746418,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T510K,dataset,576,128,True,128,73.11602730476037,False,127,2.2932248494865606,3.356854897081592,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T510K,reference,320,128,True,128,74.3401229837829,False,127,2.249235577635548,3.223593947290465,3,4,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T510K,evaluation,192,128,True,128,70.41443059433999,False,124,2.304529108483009,3.3756460492084375,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T510K,within_track,192,128,True,128,56.18946073935616,False,118,2.0679769097372622,3.052421865437164,3,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T520K,dataset,576,128,True,128,74.12685578983287,False,127,2.2669137961810293,3.3345993887421432,4,5,8
mace-lr0.0001-distance0-s20260923-4096--encoder,T520K,reference,320,128,True,128,66.99774260178947,False,127,2.130356679001768,3.129305035230092,3,5,7
mace-lr0.0001-distance0-s20260923-4096--encoder,T520K,evaluation,192,128,True,128,76.56099185137265,False,127,2.468763446265037,3.619941238182044,4,5,9
mace-lr0.0001-distance0-s20260923-4096--encoder,T520K,within_track,192,128,True,128,55.17072473449883,False,124,2.437366270061199,3.5956493963508347,4,5,9
mace-lr0.0001-distance0-s20260924-4096--encoder,all,dataset,2880,128,True,128,72.3098891396563,False,128,2.034679816657828,3.10425108180102,4,5,8
mace-lr0.0001-distance0-s20260924-4096--encoder,all,reference,1600,128,True,128,71.54681675199394,False,128,1.9120348002660887,2.8985259197214672,3,5,7
mace-lr0.0001-distance0-s20260924-4096--encoder,all,evaluation,960,128,True,128,70.52063718246322,False,128,2.215064251069137,3.377214587027462,4,5,8
mace-lr0.0001-distance0-s20260924-4096--encoder,all,within_track,960,128,True,128,48.69145573068418,False,128,2.1843698426703213,3.308522832093739,4,5,8
mace-lr0.0001-distance0-s20260924-4096--encoder,noncrystalline,dataset,1830,128,True,128,45.633043368565026,False,128,3.710972047320378,5.141869252253236,5,6,10
mace-lr0.0001-distance0-s20260924-4096--encoder,noncrystalline,reference,905,128,True,128,45.00715481600292,False,128,3.6429981695792826,4.997961311064904,5,6,10
mace-lr0.0001-distance0-s20260924-4096--encoder,noncrystalline,evaluation,686,128,True,128,46.56974592153198,False,128,3.671134263853819,5.155631599676523,5,6,10
mace-lr0.0001-distance0-s20260924-4096--encoder,noncrystalline,within_track,686,128,True,128,26.019762992522804,False,128,3.4486104174301286,4.983489779604393,5,6,10
mace-lr0.0001-distance0-s20260924-4096--encoder,pre_onset_12ps,dataset,56,128,True,55,45.847641825465,False,55,3.43503605512865,4.736126757455473,5,6,9
mace-lr0.0001-distance0-s20260924-4096--encoder,pre_onset_12ps,reference,30,128,True,29,40.801556390344615,False,29,3.1683752292853016,4.1859007399761,4,5,8
mace-lr0.0001-distance0-s20260924-4096--encoder,pre_onset_12ps,evaluation,18,128,True,17,47.183111442062845,False,17,3.291348855711402,4.412795306789385,4,5,8
mace-lr0.0001-distance0-s20260924-4096--encoder,pre_onset_12ps,within_track,18,128,True,17,0.0,True,0,,,,,
mace-lr0.0001-distance0-s20260924-4096--encoder,at_risk_no_onset_12ps,dataset,1645,128,True,128,41.32699583825992,False,128,3.6164104996979387,5.1258788066534935,5,6,10
mace-lr0.0001-distance0-s20260924-4096--encoder,at_risk_no_onset_12ps,reference,797,128,True,128,39.34052832781138,False,128,3.5027469536768603,4.978301559714959,5,6,10
mace-lr0.0001-distance0-s20260924-4096--encoder,at_risk_no_onset_12ps,evaluation,625,128,True,128,43.937129560569744,False,128,3.6771620490070656,5.174284001003156,5,6,10
mace-lr0.0001-distance0-s20260924-4096--encoder,at_risk_no_onset_12ps,within_track,625,128,True,128,22.5023139747964,False,128,3.3232014376232413,4.917635762357218,5,6,10
mace-lr0.0001-distance0-s20260924-4096--encoder,T400K,dataset,576,128,True,128,44.028201783917396,False,128,3.311080738659872,4.671634165941722,5,6,10
mace-lr0.0001-distance0-s20260924-4096--encoder,T400K,reference,320,128,True,128,49.34433463695326,False,128,3.1679728374461584,4.403000995295919,5,5,9
mace-lr0.0001-distance0-s20260924-4096--encoder,T400K,evaluation,192,128,True,128,34.94828736057405,False,128,2.9812030237079523,4.368441998358547,4,5,10
mace-lr0.0001-distance0-s20260924-4096--encoder,T400K,within_track,192,128,True,128,24.7777459388738,False,128,2.8035021000617926,4.163706364887861,4,5,10
mace-lr0.0001-distance0-s20260924-4096--encoder,T450K,dataset,576,128,True,128,69.93629620717374,False,128,1.872135841973378,2.8344732644320336,3,5,7
mace-lr0.0001-distance0-s20260924-4096--encoder,T450K,reference,320,128,True,128,65.1697831806403,False,127,1.7381934579831098,2.610065960987649,3,4,7
mace-lr0.0001-distance0-s20260924-4096--encoder,T450K,evaluation,192,128,True,128,73.63407805377051,False,126,2.159777305235133,3.2293392733019015,4,5,8
mace-lr0.0001-distance0-s20260924-4096--encoder,T450K,within_track,192,128,True,128,57.61185057816696,False,121,2.0115005712516374,2.9847209514438244,3,5,7
mace-lr0.0001-distance0-s20260924-4096--encoder,T500K,dataset,576,128,True,128,66.79218807139034,False,128,1.8063198155584437,2.7503831772605443,3,5,7
mace-lr0.0001-distance0-s20260924-4096--encoder,T500K,reference,320,128,True,128,60.91976608271251,False,127,1.738568990328196,2.620724119818054,3,4,7
mace-lr0.0001-distance0-s20260924-4096--encoder,T500K,evaluation,192,128,True,128,69.89843958097775,False,125,1.8962144477638114,2.870488036463523,3,5,7
mace-lr0.0001-distance0-s20260924-4096--encoder,T500K,within_track,192,128,True,128,53.184275188662426,False,118,1.7653301196764692,2.6710696622005896,3,5,7
mace-lr0.0001-distance0-s20260924-4096--encoder,T510K,dataset,576,128,True,128,73.06073438742031,False,128,1.9220583380050347,2.9526745846925304,4,5,8
mace-lr0.0001-distance0-s20260924-4096--encoder,T510K,reference,320,128,True,128,73.79476415678273,False,128,1.8822210149010137,2.8378873285385176,3,5,7
mace-lr0.0001-distance0-s20260924-4096--encoder,T510K,evaluation,192,128,True,128,69.54056651637582,False,124,1.8959871744378325,2.927212692684796,4,5,8
mace-lr0.0001-distance0-s20260924-4096--encoder,T510K,within_track,192,128,True,128,56.45506024567882,False,118,1.7502806711153966,2.6535854590472945,3,5,7
mace-lr0.0001-distance0-s20260924-4096--encoder,T520K,dataset,576,128,True,128,72.67361875710868,False,128,1.9506350209035372,2.9753022724119447,3,5,8
mace-lr0.0001-distance0-s20260924-4096--encoder,T520K,reference,320,128,True,128,68.83735434617084,False,127,1.8072188158853089,2.716538089834964,3,4,7
mace-lr0.0001-distance0-s20260924-4096--encoder,T520K,evaluation,192,128,True,128,70.93727083096694,False,128,2.2329709104640028,3.4015675866044295,4,5,8
mace-lr0.0001-distance0-s20260924-4096--encoder,T520K,within_track,192,128,True,128,51.428346702038944,False,124,2.188701786873631,3.356621265167007,4,5,8
dense-v6--mace,all,dataset,32460,128,True,128,0.001155939681060289,False,95,1.883730099176835,2.230848847110513,2,2,4
dense-v6--mace,all,reference,420,128,True,128,0.0011728492011512913,False,92,1.8711833163946059,2.212552423065636,2,2,4
dense-v6--mace,all,evaluation,32040,128,True,128,0.001143139131828005,False,95,1.8845859234293532,2.2340978481503386,2,2,4
dense-v6--mace,all,within_track,32040,128,True,128,0.0009953290166330078,False,95,1.894282409496154,2.2279841436613252,2,2,4
dense-v6--mace,noncrystalline,dataset,19914,128,True,128,0.0011393472711141665,False,95,2.00450917366632,2.2870915200145348,2,2,5
dense-v6--mace,noncrystalline,reference,293,128,True,128,0.0011273780898555237,False,92,1.9654279093378728,2.244708349161837,2,2,5
dense-v6--mace,noncrystalline,evaluation,19621,128,True,128,0.0011423951771624113,False,95,2.0075462912506294,2.2945263549055706,2,2,5
dense-v6--mace,noncrystalline,within_track,19621,128,True,128,0.0010471942956538965,False,95,1.9748641690276747,2.236862354489879,2,2,4
dense-v6--mace,T400K,dataset,6492,128,True,128,0.0009626726186763002,False,95,1.8825102659860553,2.2178858724695725,2,2,5
dense-v6--mace,T400K,reference,84,128,True,83,0.0008001378625428377,False,80,1.882778900146096,2.1491854482405826,2,2,4
dense-v6--mace,T400K,evaluation,6408,128,True,128,0.00102750004635922,False,95,1.8421501613191191,2.1869499716168903,2,2,4
dense-v6--mace,T400K,within_track,6408,128,True,128,0.0009324952129133229,False,95,1.8627672050945456,2.199445049737981,2,2,4
dense-v6--mace,T450K,dataset,6492,128,True,128,0.00108783776879672,False,92,1.9020378725841227,2.219754740351598,2,2,4
dense-v6--mace,T450K,reference,84,128,True,83,0.0013169390868191322,False,78,1.8390860734429033,2.1512358651911443,2,2,4
dense-v6--mace,T450K,evaluation,6408,128,True,128,0.0009363281126130728,False,95,1.9417409048041248,2.2602920315679027,2,2,4
dense-v6--mace,T450K,within_track,6408,128,True,128,0.0008688171682268287,False,95,1.9375819385817417,2.2627050907625574,2,2,4
dense-v6--mace,T500K,dataset,6492,128,True,128,0.0010863360086270691,False,92,1.8735126611606243,2.2125514691273565,2,2,4
dense-v6--mace,T500K,reference,84,128,True,83,0.001171482267685058,False,77,1.809388913784508,2.1494401619408916,2,2,4
dense-v6--mace,T500K,evaluation,6408,128,True,128,0.0010413248785577144,False,94,1.8786668887755862,2.2143416852241318,2,2,4
dense-v6--mace,T500K,within_track,6408,128,True,128,0.0009440250441761841,False,95,1.8579888040802128,2.206282270352322,2,2,4
dense-v6--mace,T510K,dataset,6492,128,True,128,0.0012638274950951447,False,94,1.871974352784878,2.2074275653341133,2,2,4
dense-v6--mace,T510K,reference,84,128,True,83,0.0010122934067979463,False,77,1.737449803332625,2.0801695636640702,2,2,4
dense-v6--mace,T510K,evaluation,6408,128,True,128,0.0013388295769091291,False,95,1.9364041890486732,2.2568366616412923,2,2,4
dense-v6--mace,T510K,within_track,6408,128,True,128,0.0011428870662850642,False,95,1.9450055334777518,2.2568913914977413,2,2,4
dense-v6--mace,T520K,dataset,6492,128,True,128,0.0012269468798067576,False,93,1.8369355316526743,2.1728243226519046,2,2,4
dense-v6--mace,T520K,reference,84,128,True,83,0.0011721560643834015,False,78,1.9250609589021581,2.229130129137991,2,2,4
dense-v6--mace,T520K,evaluation,6408,128,True,128,0.001162156011003669,False,94,1.8229281368118662,2.164621111476965,2,2,4
dense-v6--mace,T520K,within_track,6408,128,True,128,0.0010884205915636358,False,95,1.831617840517656,2.1666793892900933,2,2,4
dense-v6--gatr,all,dataset,32460,128,True,128,2.104729361316635e-05,False,128,6.386377453929398,7.431299135895486,6,8,9
dense-v6--gatr,all,reference,420,128,True,128,2.1548602218049196e-05,False,128,6.280685411633945,7.3237950242442285,6,8,9
dense-v6--gatr,all,evaluation,32040,128,True,128,2.0708342372267997e-05,False,128,6.347699262453887,7.432484794579053,7,8,9
dense-v6--gatr,all,within_track,32040,128,True,128,1.7882746910796107e-05,False,128,6.536561903203756,7.5680577178003405,7,8,9
dense-v6--gatr,noncrystalline,dataset,19914,128,True,128,2.2215936627047615e-05,False,128,6.288782890759207,7.404345078263366,7,8,9
dense-v6--gatr,noncrystalline,reference,293,128,True,128,2.2586840023904864e-05,False,128,5.72473466168762,6.97273705916878,6,8,9
dense-v6--gatr,noncrystalline,evaluation,19621,128,True,128,2.196699795001547e-05,False,128,6.483437419896159,7.536553816802567,7,8,9
dense-v6--gatr,noncrystalline,within_track,19621,128,True,128,1.926383564950258e-05,False,128,6.495513246877965,7.537187015046229,7,8,9
dense-v6--gatr,T400K,dataset,6492,128,True,128,1.8593549087452694e-05,False,128,5.9682654680639535,7.144533679791137,6,8,9
dense-v6--gatr,T400K,reference,84,128,True,83,1.678191287897783e-05,False,83,4.892502725327143,6.142057255527226,6,7,9
dense-v6--gatr,T400K,evaluation,6408,128,True,128,1.9045723479241012e-05,False,128,5.787025094232582,7.075195875354918,6,8,9
dense-v6--gatr,T400K,within_track,6408,128,True,128,1.7425235085698185e-05,False,128,5.793865788821308,7.091190779589651,6,8,9
dense-v6--gatr,T450K,dataset,6492,128,True,128,2.0140962224229562e-05,False,128,5.900303180838593,7.0847235962241255,6,8,9
dense-v6--gatr,T450K,reference,84,128,True,83,2.4017138913256092e-05,False,83,5.089657528206138,6.360932858130136,6,7,9
dense-v6--gatr,T450K,evaluation,6408,128,True,128,1.79130082680117e-05,False,128,5.993214180485286,7.206055134543052,6,8,9
dense-v6--gatr,T450K,within_track,6408,128,True,128,1.6087523092499096e-05,False,128,6.031290173028716,7.255955604464409,7,8,9
dense-v6--gatr,T500K,dataset,6492,128,True,128,1.936839652952029e-05,False,128,6.023979069966329,7.189424089604238,6,8,9
dense-v6--gatr,T500K,reference,84,128,True,83,2.0462207169784415e-05,False,83,5.202149540206088,6.497098653477252,6,7,9
dense-v6--gatr,T500K,evaluation,6408,128,True,128,1.856361948176986e-05,False,128,6.219766882584043,7.337237296448034,7,8,9
dense-v6--gatr,T500K,within_track,6408,128,True,128,1.6624487681755943e-05,False,128,6.288552818239746,7.401750414378274,7,8,9
dense-v6--gatr,T510K,dataset,6492,128,True,128,2.2184663348345617e-05,False,128,6.313195040780426,7.365861149489416,6,8,9
dense-v6--gatr,T510K,reference,84,128,True,83,1.7415093138220127e-05,False,83,5.974037227851633,7.1641450882705495,6,8,9
dense-v6--gatr,T510K,evaluation,6408,128,True,128,2.4064905691251124e-05,False,128,6.382665932783631,7.378181037127843,6,8,9
dense-v6--gatr,T510K,within_track,6408,128,True,128,2.0893795996156387e-05,False,128,6.7041684014113265,7.628143937587694,7,8,9
dense-v6--gatr,T520K,dataset,6492,128,True,128,2.1271245420315953e-05,False,128,6.517188296915879,7.514031914094762,7,8,9
dense-v6--gatr,T520K,reference,84,128,True,83,2.257973987121322e-05,False,83,6.289614197012091,7.328288668681694,6,8,9
dense-v6--gatr,T520K,evaluation,6408,128,True,128,1.990224345753752e-05,False,128,6.26408519988332,7.397946448881907,7,8,9
dense-v6--gatr,T520K,within_track,6408,128,True,128,1.8382692697870948e-05,False,128,6.509267682671385,7.541540417780887,7,8,9
dense-v6--tda,all,dataset,32460,144,True,144,0.019709114033581478,False,76,1.172391939347333,1.4812680767462043,1,2,5
dense-v6--tda,all,reference,420,144,True,144,0.017740526989428945,False,67,1.1973673694723168,1.5361471418105224,1,2,5
dense-v6--tda,all,evaluation,32040,144,True,144,0.02052584179700599,False,76,1.1609780449131253,1.4553811384935493,1,2,5
dense-v6--tda,all,within_track,32040,144,True,144,0.016221898515540876,False,77,1.1760378465309425,1.4896415481421064,1,2,5
dense-v6--tda,noncrystalline,dataset,19914,144,True,144,0.009410907747817932,False,78,1.3727670019664167,1.9684322029955539,2,3,8
dense-v6--tda,noncrystalline,reference,293,144,True,144,0.008201112529834274,False,67,1.4195301802928455,2.065641727661781,2,3,8
dense-v6--tda,noncrystalline,evaluation,19621,144,True,144,0.0099866036725527,False,79,1.348397406515598,1.9167447311083834,2,3,8
dense-v6--tda,noncrystalline,within_track,19621,144,True,144,0.006888154018577332,False,79,1.4282666797278851,2.102814924536307,2,4,9
dense-v6--tda,T400K,dataset,6492,144,True,144,0.013253165184515027,False,69,1.229173823400881,1.6197579163445104,1,2,6
dense-v6--tda,T400K,reference,84,144,True,83,0.003151633279146545,False,56,1.7343922478091622,2.762472272296254,3,5,10
dense-v6--tda,T400K,evaluation,6408,144,True,144,0.01719883924895747,False,69,1.1753865410590965,1.4931902938725632,1,2,6
dense-v6--tda,T400K,within_track,6408,144,True,144,0.016068234182676173,False,69,1.1672742322740153,1.4726454195776593,1,2,5
dense-v6--tda,T450K,dataset,6492,144,True,144,0.018566191360088684,False,71,1.167551276533395,1.4544116863030656,1,2,5
dense-v6--tda,T450K,reference,84,144,True,83,0.017000418225630157,False,55,1.179273162775224,1.4782842256921371,1,2,5
dense-v6--tda,T450K,evaluation,6408,144,True,144,0.019134034810198486,False,70,1.1541178899173656,1.4245767817310684,1,2,5
dense-v6--tda,T450K,within_track,6408,144,True,144,0.01781623967034116,False,70,1.1511732823570724,1.4206484113096993,1,2,5
dense-v6--tda,T500K,dataset,6492,144,True,144,0.021583149768928528,False,70,1.1421470145564836,1.400621120421152,1,2,5
dense-v6--tda,T500K,reference,84,144,True,83,0.023659321137645174,False,58,1.1601314104887284,1.434784042979841,1,2,5
dense-v6--tda,T500K,evaluation,6408,144,True,144,0.02040935351968125,False,70,1.131764420492653,1.376515680989353,1,2,5
dense-v6--tda,T500K,within_track,6408,144,True,144,0.018309155429101345,False,70,1.1390993083263112,1.3943385069965286,1,2,5
dense-v6--tda,T510K,dataset,6492,144,True,144,0.01720087784286877,False,78,1.211142915830233,1.5705533128140903,1,2,5
dense-v6--tda,T510K,reference,84,144,True,83,0.017520617358356985,False,54,1.1780843727964256,1.4661703742150909,1,2,4
dense-v6--tda,T510K,evaluation,6408,144,True,144,0.01535726834333914,False,78,1.2498507317221457,1.6671452340395312,2,2,6
dense-v6--tda,T510K,within_track,6408,144,True,144,0.011512963295561469,False,78,1.2957845848511729,1.7712482744665792,2,3,7
dense-v6--tda,T520K,dataset,6492,144,True,144,0.01927455756283386,False,64,1.1612655002187737,1.4497675140601758,1,2,5
dense-v6--tda,T520K,reference,84,144,True,83,0.01182971416047037,False,58,1.288966794402981,1.7552824896705577,2,3,6
dense-v6--tda,T520K,evaluation,6408,144,True,144,0.02081431746369296,False,62,1.1421080874987761,1.3975671315968827,1,2,5
dense-v6--tda,T520K,within_track,6408,144,True,144,0.01740290000002423,False,62,1.1626831326504488,1.4497969945413158,1,2,5
dense-v6--soap,all,dataset,32460,252,True,252,0.6019305170690885,False,146,2.495203986187175,3.994834084435991,4,6,15
dense-v6--soap,all,reference,420,252,True,252,0.5831514646940797,False,144,2.7636848640666254,4.346800916901264,4,6,16
dense-v6--soap,all,evaluation,32040,252,True,252,0.6059822895301825,False,146,2.3744228004486674,3.8162369015436353,4,6,15
dense-v6--soap,all,within_track,32040,252,True,252,0.4983487339156117,False,146,2.658430384471544,4.216253679479866,4,6,16
dense-v6--soap,noncrystalline,dataset,19914,252,True,252,0.4455325205771639,False,148,3.913027030858888,5.847629014294746,5,8,21
dense-v6--soap,noncrystalline,reference,293,252,True,252,0.45239152085479944,False,145,3.815312941231139,5.693034940179895,5,7,20
dense-v6--soap,noncrystalline,evaluation,19621,252,True,252,0.44050588552538594,False,148,3.9102061187130173,5.8587830742338705,5,8,21
dense-v6--soap,noncrystalline,within_track,19621,252,True,252,0.3808580445699567,False,148,3.9773813907838926,6.036803465281352,6,8,22
dense-v6--soap,T400K,dataset,6492,252,True,252,0.5194098422331662,False,145,3.0157326977375947,4.648237047004007,5,6,16
dense-v6--soap,T400K,reference,84,252,True,83,0.3424598419619976,False,83,3.6738138559841107,5.474040301011258,5,7,18
dense-v6--soap,T400K,evaluation,6408,252,True,252,0.5863269470355814,False,145,2.500056829351185,3.968190883776143,4,6,15
dense-v6--soap,T400K,within_track,6408,252,True,252,0.5122379376448382,False,145,2.579017695488498,4.115590722733272,4,6,16
dense-v6--soap,T450K,dataset,6492,252,True,252,0.5774811083632697,False,144,2.266754667240481,3.605987699571952,4,5,14
dense-v6--soap,T450K,reference,84,252,True,83,0.6539255795135012,False,83,2.386353214717684,3.657059577324819,4,5,12
dense-v6--soap,T450K,evaluation,6408,252,True,252,0.5214910453894778,False,145,2.235002573735693,3.603064710880118,4,5,14
dense-v6--soap,T450K,within_track,6408,252,True,252,0.47160311929899346,False,145,2.3735587529485875,3.808821547429985,4,6,14
dense-v6--soap,T500K,dataset,6492,252,True,252,0.5822484058258788,False,145,2.1892723974598995,3.5156224996608305,4,5,14
dense-v6--soap,T500K,reference,84,252,True,83,0.6582888557622468,False,83,1.9837847308475114,3.089623556643952,3,5,12
dense-v6--soap,T500K,evaluation,6408,252,True,252,0.5416011951784595,False,146,2.2954958350246173,3.6937499550132222,4,5,14
dense-v6--soap,T500K,within_track,6408,252,True,252,0.4890294253673895,False,146,2.391849858520985,3.8257542180257365,4,6,15
dense-v6--soap,T510K,dataset,6492,252,True,252,0.6114082529827656,False,146,2.6521800096054795,4.158679585767283,4,6,16
dense-v6--soap,T510K,reference,84,252,True,83,0.5363886069243818,False,83,2.4774015785925143,3.8328416057594503,4,6,12
dense-v6--soap,T510K,evaluation,6408,252,True,252,0.6186768233850745,False,146,2.8311133225313316,4.379002408201036,4,6,17
dense-v6--soap,T510K,within_track,6408,252,True,252,0.4886062063320323,False,147,3.3052251542339635,4.99804437894251,5,7,19
dense-v6--soap,T520K,dataset,6492,252,True,252,0.5952656145167389,False,146,2.6231250991831274,4.186854828646378,4,6,16
dense-v6--soap,T520K,reference,84,252,True,83,0.47952212440011394,False,83,3.7068840704806627,5.486688123476168,5,7,17
dense-v6--soap,T520K,evaluation,6408,252,True,252,0.5969342097905149,False,146,2.3427773285623203,3.7670690199856494,4,6,15
dense-v6--soap,T520K,within_track,6408,252,True,252,0.5302669809348057,False,146,2.5641005065462243,4.088827626432536,4,6,16
dense-v6--bond_order,all,dataset,32460,6,True,6,0.16225899985020267,False,6,1.1200486162313634,1.3283839344333312,1,2,4
dense-v6--bond_order,all,reference,420,6,True,6,0.14990141804926058,False,6,1.1564179036713165,1.4072591009680557,1,2,4
dense-v6--bond_order,all,evaluation,32040,6,True,6,0.16627189674642104,False,6,1.1034940407153733,1.2910325133260465,1,1,4
dense-v6--bond_order,all,within_track,32040,6,True,6,0.12863401660094614,False,6,1.118843153110388,1.330058149199285,1,2,4
dense-v6--bond_order,noncrystalline,dataset,19914,6,True,6,0.08474814183009449,False,6,1.2772483977504165,1.6813797618070345,2,3,5
dense-v6--bond_order,noncrystalline,reference,293,6,True,6,0.0727914208137316,False,6,1.3352264776294982,1.7942300798891733,2,3,5
dense-v6--bond_order,noncrystalline,evaluation,19621,6,True,6,0.09040197956641452,False,6,1.253606134051554,1.6321953341719764,2,3,5
dense-v6--bond_order,noncrystalline,within_track,19621,6,True,6,0.06453387439472408,False,6,1.3466490388524237,1.8191189318626388,2,3,6
dense-v6--bond_order,T400K,dataset,6492,6,True,6,0.12584075418150628,False,6,1.1624161613307655,1.4333852220564038,1,2,5
dense-v6--bond_order,T400K,reference,84,6,True,6,0.040084627754130644,False,6,1.5932924880918837,2.1973786711659318,3,3,5
dense-v6--bond_order,T400K,evaluation,6408,6,True,6,0.16124843899619687,False,6,1.1111447577821627,1.3140657675421437,1,2,4
dense-v6--bond_order,T400K,within_track,6408,6,True,6,0.13670336143808423,False,6,1.1182807939562849,1.3329488537431575,1,2,4
dense-v6--bond_order,T450K,dataset,6492,6,True,6,0.14032189670792541,False,6,1.0999605056297312,1.2809304546492728,1,1,3
dense-v6--bond_order,T450K,reference,84,6,True,6,0.12955310134610862,False,6,1.1291349806019408,1.349464686802026,1,2,4
dense-v6--bond_order,T450K,evaluation,6408,6,True,6,0.14400611130490149,False,6,1.087550913359243,1.2502377188256903,1,1,3
dense-v6--bond_order,T450K,within_track,6408,6,True,6,0.1344518707737845,False,6,1.0888134496450346,1.2542545310292998,1,1,3
