encoder,split,rows,selected_step,present_mse,future_mse,future_0.75_ps_mse,future_3.0_ps_mse,future_9.0_ps_mse,future_24.0_ps_mse,future_48.0_ps_mse,future_96.0_ps_mse
mace,selection,3840,2048,0.5248563757127462,0.76368766350206,0.7669732843913759,0.74819882188458,0.7522772737371269,0.7662122769708124,0.7650322424209056,0.7834320813592057
axial_gatr,selection,3840,2048,0.6903787005265865,0.8007723500098411,0.8163373768640061,0.7966044204503608,0.7953496502304916,0.8052084640095319,0.7922127727807189,0.7989214167794367
mace,calibration,3840,2048,0.4976911208961004,0.7480000426798749,0.7354486254121487,0.7586867480888031,0.7387374464500074,0.7532041742970856,0.7404104182457862,0.7615128416354612
axial_gatr,calibration,3840,2048,0.672124418131231,0.7834420651585484,0.7853683595273955,0.809783905108149,0.7838681503237845,0.7902388505424218,0.7639204764078992,0.7674726445829341
mace,test,7680,2048,0.536517344165865,0.79992724697222,0.7719717763732963,0.7986326921837946,0.7984806861563508,0.8021548894039976,0.8121343810518737,0.8161890579756195
axial_gatr,test,7680,2048,0.7138887504426141,0.856402448155374,0.8436790708491267,0.8667687472984349,0.8631743146921509,0.8588708369953868,0.856192338175606,0.8497293829015689
