variant,gpu,precision,effective_batch,microbatch,mace_update_seconds,mace_windows_per_second,mace_validation_seconds,mace_cold_preparation_seconds,mace_peak_allocated_gib,gatr_update_seconds,gatr_windows_per_second,gatr_validation_seconds,gatr_cold_preparation_seconds,gatr_peak_allocated_gib,gatr_training_speedup,gatr_validation_speedup
snapshot,NVIDIA H100 NVL,float32,8,8,0.051671100431121886,154.82542336531196,0.023908367846161127,2.497164044994861,1.9082770347595215,0.03446412603370845,232.1254278195075,0.015317840967327356,2.5112877041101456,0.8765950202941895,1.4992720366848633,1.5608183879932682
history12,NVIDIA H100 NVL,float32,8,8,0.4709500506520271,16.98693946188997,0.17555334558710456,3.1246344740502536,16.783548831939697,0.516374603449367,15.492628697384104,0.1284972568973899,3.1105712768621743,23.449425220489502,0.9120317837207615,1.3662030600956003
