model,representation,material,status,input_support,checkpoint_step,precision,liquid_order_r2,liquid_topology_r2,boundary_ap,fault_ap,nonbulk_ami,nonbulk_spatial_auc,liquid_rank,future_residual_mse,onset_ap12,onset_brier12,hazard_selected_step,brier_delta,brier_ci_low,brier_ci_high,future_mse_delta,future_ci_low,future_ci_high,source
geoframe-epoch-004,projector,Al,complete,80-neighbor GeoFrame,,float32,0.06940143182873726,-282.8438482284546,0.37359337043527335,0.4075092934870598,0.10523302410424722,0.4806957800931558,1.9682642866185198,1.3483333356338942,0.06564386344923195,0.041430229874818335,128,0.009866156855243129,0.001820709183956077,0.022011968872775248,0.016309936841328938,0.004601793090502421,0.026746399799982706,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-004
geoframe-epoch-005,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.10666104406118393,-744.6787433723608,0.4355694184924783,0.6028539268818975,0.13599506602446534,0.5054070612931921,3.792087174491281,1.3886468392428166,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.05662343104680379,0.03739328314860662,0.07455152908960976,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-005
geoframe-epoch-005,projector,Al,complete,80-neighbor GeoFrame,,float32,0.10189335544904073,-321.79569312433404,0.45556019451088775,0.4463293990232288,0.129278576181909,0.49388910058167984,2.534530658759754,1.3420815993760091,0.07330357299278101,0.040546643457446,128,0.008982570437870796,-0.0006973548017530404,0.02131543418483341,0.010058204332987467,-0.00046187261740366617,0.020148406227429708,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-005
geoframe-epoch-006,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.11088887850443523,-1128.6194917162259,0.4170183531783918,0.6423219063366048,0.13363225599612358,0.49649204176341416,4.058947869920985,1.3950089522618023,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.06298553148905436,0.04275452236334483,0.08080159326394398,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-006
geoframe-epoch-006,projector,Al,complete,80-neighbor GeoFrame,,float32,0.12020818640788396,-246.2471503863732,0.4727806030368926,0.48231525814296006,0.11859976792409692,0.5009869203634875,1.085029467795542,1.3546294663547693,0.06157150264277051,0.038692810116344144,128,0.007128737096768946,0.0010136051881326148,0.014214361942315738,0.022606074810028076,0.0066082357366879785,0.03796317090590795,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-006
geoframe-epoch-007,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.128178171813488,-976.4127340316772,0.4595296587703325,0.6696314405480284,0.1456403234043514,0.4997242365085352,4.944670482456259,1.3987286077831718,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.06670520702997844,0.05360992223024368,0.07978615889946618,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-007
geoframe-epoch-007,projector,Al,complete,80-neighbor GeoFrame,,float32,0.12603919953107834,-364.8834810008605,0.5087891141195303,0.5183166015709944,0.13869240537074876,0.4790217063868735,2.7890783462475848,1.3513237268780358,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.01930031379063924,0.0035936991373697914,0.0334658071398735,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-007
geoframe-epoch-008,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.13277795910835266,-993.5784281293551,0.440149442763153,0.7048535791562123,0.13569339738655153,0.5046207146325541,6.443999849109235,1.3985656477724357,0.07642633812670037,0.039894143071738476,128,0.008330070052163272,4.6390634126355776e-05,0.019259464159384364,0.06654221216837565,0.0501997721195221,0.08313870728015899,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-008
geoframe-epoch-008,projector,Al,complete,80-neighbor GeoFrame,,float32,0.14120844999949136,-231.20364426076412,0.48053983219305535,0.47796035028934225,0.1371568293801547,0.5076647585555151,1.836038191320788,1.348739621109174,0.06366997320685376,0.04032042765041175,128,0.008756354630836564,0.0015283191679682396,0.017459805620195626,0.01671621799468994,0.010146823128064473,0.023925036986668903,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-008
geoframe-epoch-009,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.17058612406253815,-947.8445598483086,0.47635317918960113,0.6534405579271754,0.16106666425542202,0.5006801180893818,5.4801611230173854,1.3917824769412013,0.0703724805698351,0.03973294016336179,128,0.008168867143786587,-0.0006181340768631246,0.019747741252290202,0.059759092330932614,0.03886338790257772,0.08093070665995279,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-009
geoframe-epoch-009,projector,Al,complete,80-neighbor GeoFrame,,float32,0.15233738720417023,-281.1648528315127,0.518092156395888,0.5471076266707265,0.16104887467773332,0.49881766548096246,2.067131353253974,1.3484404698824317,0.0743383897823346,0.0370943720678289,128,0.005530299048253714,3.628949513576598e-05,0.011738245910853354,0.016417030493418375,0.010524203181266784,0.022809138000011442,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-009
geoframe-epoch-010,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.18057871361573538,-1120.4720492661,0.48264329243074516,0.7818569463728327,0.15618851235899775,0.5015029326921031,6.643130587677486,1.406311684245399,0.0668366776505694,0.041013310464946225,128,0.009449237445371026,0.0001994068767420662,0.021448277188660974,0.07428826491038004,0.048558267752329506,0.10110407481590906,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-010
geoframe-epoch-010,projector,Al,complete,80-neighbor GeoFrame,,float32,0.18405791620413461,-207.87116609017053,0.5253864833229548,0.6137682738416924,0.1443907448203213,0.505814655608167,2.546271459778682,1.3546163891403316,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.02259300152460734,0.009544628262519837,0.034867130219936364,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-010
geoframe-epoch-011,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.18039797246456146,-1173.8811976810296,0.4857739590696344,0.7502468220657195,0.1617133235356262,0.5039910197120898,6.640598787414535,1.3952282647408234,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.06320485671361288,0.050416689614454904,0.07773529966672262,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-011
geoframe-epoch-011,projector,Al,complete,80-neighbor GeoFrame,,float32,0.19066454966862997,-179.35355737557015,0.5498626761313204,0.661793306574001,0.12647991431943592,0.5085276835357148,2.4138353704838384,1.3438377834875914,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.011814355850219727,0.00381764014561971,0.019871002932389577,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-011
geoframe-epoch-012,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.19197065134843191,-875.8736686607202,0.48450494581901826,0.7952040454972663,0.15932294281472326,0.4937688166183832,7.017810393780621,1.3904269135227272,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.058403484026590985,0.03955213983853658,0.08120065947373707,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-012
geoframe-epoch-012,projector,Al,complete,80-neighbor GeoFrame,,float32,0.1655749281247457,-167.69495843723416,0.5596078977857685,0.4559195943493399,0.1465029524731579,0.4979971779499904,2.2186027054282342,1.3494188630216135,0.11808649686719375,0.039943742545441266,128,0.008379669525866069,-0.000949928742463702,0.01785707228033499,0.017395468552907307,0.0032957003513971964,0.03103055308262506,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-012
geoframe-epoch-013,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.19699180126190186,-1017.007584909598,0.5202420074801352,0.8048385204062942,0.1763783501948358,0.4996521084484569,6.664317431081504,1.3828921956126579,0.08785635129741001,0.03587702422818019,128,0.004312951208604985,-0.002994548295512736,0.011898532011505189,0.050868773460388185,0.03424010515213013,0.06847952465216318,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-013
geoframe-epoch-013,projector,Al,complete,80-neighbor GeoFrame,,float32,0.2027390996615092,-174.47918369124332,0.5549001214058321,0.6367742842291948,0.14854094705279106,0.5024065227280184,2.0275323255938864,1.350122277638487,0.12286298321777357,0.035497851877529636,128,0.003933778857954438,-0.003825397852525898,0.011610307214614358,0.018098862965901692,0.005377162098884582,0.030015662511189773,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-013
geoframe-epoch-014,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.19651018579800925,-972.3210815191269,0.5114144174378527,0.8063297094424249,0.17220430569717074,0.5018880379521343,6.900494016389082,1.3815788681502452,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.04955546855926514,0.033265707492828374,0.06696049551169078,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-014
geoframe-epoch-014,projector,Al,complete,80-neighbor GeoFrame,,float32,0.16395011047522226,-199.08787631367645,0.5441572269371364,0.6515614102835436,0.17993890103363133,0.505819998406975,1.6206769058220007,1.3397556880915849,0.0830469398582613,0.041126552604411136,128,0.009562479584835934,-0.0005385253240321623,0.020032751036890232,0.007732264200846354,-0.006309340794881185,0.02200260857741038,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-014
geoframe-epoch-015,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.1805157313744227,-1084.404574841261,0.5125161562425078,0.8288658116715831,0.16322133234782937,0.496898587128855,7.755591001027992,1.3759148861456196,0.08646944083735478,0.04018523575139206,128,0.008621162731816866,-0.0004991596553340328,0.019398541278232134,0.04389148553212484,0.029400450785954796,0.0585520988702774,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-015
geoframe-epoch-015,projector,Al,complete,80-neighbor GeoFrame,,float32,0.15842483937740326,-160.67931516220173,0.5649190186060487,0.6799534337703701,0.15653091519080783,0.49523198425296866,2.4244840400000007,1.3373417206938027,0.08233771321795,0.04274271525055045,128,0.011178642230975257,0.0019639540982641914,0.02167804007868948,0.0053183197975158695,-0.00623333066701889,0.015606112678845723,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-015
geoframe-epoch-016,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.1949557214975357,-1080.2752339939277,0.5424613169728932,0.818591331832332,0.17789032993737963,0.5012475473829335,6.669386525409223,1.3919218207282635,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.05989842017491658,0.04475557804107666,0.07619422107934952,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-016
geoframe-epoch-016,projector,Al,complete,80-neighbor GeoFrame,,float32,0.1887164612611135,-239.58804020285606,0.5612197746235911,0.7316664585562671,0.14327239748322987,0.522342439249834,2.439970652025562,1.3468125513900304,0.10252660905267091,0.041395285541061616,128,0.00983121252148641,-0.000997616313697231,0.021630712200591817,0.014789144198099772,0.003678070406119029,0.026087193886438993,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-016
geoframe-epoch-017,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.20362480481465658,-834.6384935379028,0.5354325010630304,0.7977115070299566,0.16524689347562263,0.48701429336778546,6.048466983536031,1.3783445175426703,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.04632109800974528,0.030325310826301577,0.06302559296290079,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-017
geoframe-epoch-017,projector,Al,complete,80-neighbor GeoFrame,,float32,0.16574781139691672,-220.725171610713,0.5544490325928008,0.7090520457105816,0.17542556524924544,0.4850731809210654,1.3223263647036387,1.3362019236558504,0.08392416155473095,0.039845447767435566,128,0.008281374747860367,5.6634114148502445e-05,0.0187862785351955,0.0041785081227620445,-0.012620800534884135,0.024503505031267803,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-017
geoframe-epoch-018,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.1967438062032064,-967.026451587677,0.5226192325393454,0.8265262079620126,0.15975192413369763,0.5003770843872981,7.536350234767564,1.382821601827163,0.1004894353420489,0.04102219106861075,128,0.00945811804903555,1.0750132970659962e-05,0.020739828534855193,0.05079817771911621,0.03774453679720561,0.06135040402412413,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-018
geoframe-epoch-018,projector,Al,complete,80-neighbor GeoFrame,,float32,0.17202219863732657,-211.31722326452532,0.5635482820736529,0.7852739557603665,0.1526685474746888,0.4887091395382175,2.208382879268066,1.3363996971806045,0.0907025603512797,0.04162353748232532,128,0.010059464462750122,0.0009239687089203423,0.02144389522258778,0.0043763001759847,-0.0031216804186503092,0.011392849485079444,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-018
geoframe-epoch-019,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.20412973562876383,-936.923185646534,0.5487927317096856,0.8238398051320066,0.17637350326823653,0.4976726593256793,7.356411355129967,1.3605119368333058,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.028488524754842124,0.012761508226394653,0.04567562838395436,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-019
geoframe-epoch-019,projector,Al,complete,80-neighbor GeoFrame,,float32,0.1635221540927887,-143.5033637570838,0.5603147204221909,0.7785188648978937,0.21438640730081437,0.5078767595076509,2.183321835071419,1.3414786779370238,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.009455263614654541,-0.0003869666655858357,0.019516253868738807,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-019
geoframe-epoch-020,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.2037979463736216,-895.0583274960518,0.5300522062853821,0.8197507503696173,0.1782250390127215,0.48726949623054344,6.380387168837136,1.3787066177047866,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.046683208147684736,0.03640287578105926,0.057207883397738135,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-020
geoframe-epoch-020,projector,Al,complete,80-neighbor GeoFrame,,float32,0.1847705990076065,-255.735255377988,0.583379902945648,0.6242386197927985,0.17400643578131328,0.49995378823728,4.268448297980483,1.3454487684270133,0.13205714967002755,0.03657176118123355,128,0.00500768816165836,-0.004586748955361056,0.014036114086124256,0.013425358136494954,0.0007113387187321982,0.027764551440874734,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-020
geoframe-epoch-021,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.20893944799900055,-892.7924737135569,0.5502949336250665,0.8696007872994277,0.18077221712070277,0.4937209352310736,7.504550429447295,1.3701871248874036,0.15041786888006092,0.0342614119994924,128,0.0026973389799171913,-0.006892284311641898,0.01129751298965501,0.0381637175877889,0.02610657870769501,0.0509003867705663,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-021
geoframe-epoch-021,projector,Al,complete,80-neighbor GeoFrame,,float32,0.164102112253507,-194.44727631906667,0.5492023523120385,0.6871596897627612,0.1906489542364823,0.5224047485083049,1.943246952613391,1.3349824507953598,0.13183423244362608,0.0372617581974801,128,0.005697685177904901,-0.004959535424317596,0.01623714073509854,0.0029590447743733724,-0.013113478422164917,0.016842545270919763,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-021
geoframe-epoch-022,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.2139797955751419,-766.0159970124563,0.5788639332138102,0.8439453949410293,0.17768551435415839,0.49212203237846647,4.96054086054771,1.3759857547003778,0.12570932423423598,0.03739996466066002,128,0.005835891641084822,-0.0048720594791759895,0.01644074688167037,0.04396238724390666,0.027758172551790875,0.05820544938246409,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-022
geoframe-epoch-022,projector,Al,complete,80-neighbor GeoFrame,,float32,0.1585369954506556,-187.61306157211462,0.5708335419211356,0.691411941846865,0.20621625144543146,0.4980420795190151,2.509438441437494,1.3437404467559342,0.11470567131110707,0.0402184550367082,128,0.008654382017132993,-0.0030351203813821373,0.02068773696668328,0.011717037359873454,-0.0023859989643096923,0.02385202984015146,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-022
geoframe-epoch-023,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.21067670981089273,-976.2844211260477,0.5406185007321566,0.857968396719629,0.1807256574060869,0.488260357926899,7.9489131726229045,1.3815040884520082,0.15632282859157404,0.03322929506364353,128,0.0016652220440683259,-0.00803646136430842,0.009907717172374651,0.049480708440144856,0.03305050611495972,0.06550308763980864,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-023
geoframe-epoch-023,projector,Al,complete,80-neighbor GeoFrame,,float32,0.15312225619951883,-95.54829883947968,0.589494504439423,0.6572274640811073,0.1847108903260041,0.5014562694215298,2.230396774313698,1.3409115094468387,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.008888113498687743,-0.003678846557935079,0.020404691100120543,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-023
geoframe-epoch-024,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.21075336138407388,-982.7879248062769,0.584039809920143,0.8704370145784825,0.1711234087926122,0.49071991195584214,7.037366558757607,1.3761935517735158,0.17231190226880858,0.03328999933592764,128,0.0017259263163524393,-0.007094635092983299,0.009201827838895435,0.04417012532552083,0.02453500548998515,0.06255985339482625,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-024
geoframe-epoch-024,projector,Al,complete,80-neighbor GeoFrame,,float32,0.16255966822306314,-276.0644680907329,0.5911037913412037,0.7108795432646768,0.17430033144307241,0.4830478545983002,1.2462861811313086,1.341300937347114,0.10415406620454082,0.038694880551262745,128,0.007130807531687543,-0.0020590806541850564,0.017853472828077796,0.009277526537577312,-0.0016631199916203815,0.02094025254249573,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-024
geoframe-epoch-025,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.21749996145566305,-966.1610898176829,0.5788391415792206,0.9002851899074091,0.17426738361783634,0.48928076431126116,8.214285324555112,1.3788780360831878,0.1615855368085205,0.03454887866996526,128,0.0029848056503900696,-0.0074728591490197315,0.012119209541556559,0.04685461123784383,0.03209771851698558,0.06228161662816998,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-025
geoframe-epoch-025,projector,Al,complete,80-neighbor GeoFrame,,float32,0.16307185590267181,-181.53278741737208,0.5954185329791553,0.7443924762368164,0.19917628397666798,0.49432891077866287,1.2992839124253859,1.3382434155433052,0.03247908468153893,0.03156406197200376,0,-1.1047571428212758e-08,-0.001348686723817874,0.0010607776571129243,0.006220010916392008,-0.004563708702723185,0.016504492561022426,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-025
geoframe-epoch-026,encoder,Al,complete,80-neighbor GeoFrame,,float32,0.21970962484677634,-1012.477262934049,0.5745729509005265,0.8722970780186251,0.16515268075161663,0.4826543766057852,6.192987344517211,1.3780155188112986,0.1813293920856578,0.031073441426481496,128,-0.0004906315930937067,-0.00888399847762458,0.005963438854919881,0.04599212010701497,0.03019520819187164,0.06253159622351327,/home/infres/vmorozov/PointCloudMaterials/output/geoframe_evolution/epoch34-reproduction-20260923/technical/evaluations/epoch-026
