population,method,metric,value,sources,ci95_low,ci95_high
all,encoder,delta/0.75ps/bond_order,0.09050886699308952,90,0.07908357826527208,0.10161841141266954
all,encoder,delta/0.75ps/instantaneous_TDA_H0,0.2853696872790655,90,0.2592091129844387,0.30964104498426115
all,encoder,delta/0.75ps/instantaneous_TDA_H1,0.15895353737804624,90,0.14886147807455724,0.17088022383550802
all,encoder,delta/0.75ps/instantaneous_TDA_H2,0.12770270374086168,90,0.11977024270842473,0.13622467987860243
all,encoder,delta/0.75ps/motion_even,1.558019178443485,90,1.4149220506681337,1.7003502882354788
all,encoder,delta/0.75ps/motion_odd,2.001956851945983,90,1.8261372339973847,2.1688005830099186
all,encoder,delta/3ps/bond_order,0.1138581352515353,90,0.09711756027821038,0.13079322836620527
all,encoder,delta/3ps/instantaneous_TDA_H0,0.30135614805751376,90,0.27562146122463876,0.3267990748418702
all,encoder,delta/3ps/instantaneous_TDA_H1,0.17054170419772466,90,0.15844468746541276,0.18424790289046036
all,encoder,delta/3ps/instantaneous_TDA_H2,0.13704743857185045,90,0.12782410920494133,0.14808579386832812
all,encoder,delta/3ps/motion_even,1.5583716538217334,90,1.4486468294097317,1.6691147497296333
all,encoder,delta/3ps/motion_odd,1.9704550815953148,90,1.7941525704827574,2.1326543058620557
all,encoder,delta/9ps/bond_order,0.17677177356349097,90,0.1411536427996018,0.21887459110416885
all,encoder,delta/9ps/instantaneous_TDA_H0,0.32393492286403974,90,0.29295966724761663,0.35852458951373894
all,encoder,delta/9ps/instantaneous_TDA_H1,0.2077016761733426,90,0.18681087071076036,0.2319581992054979
all,encoder,delta/9ps/instantaneous_TDA_H2,0.17941299254695575,90,0.15767204541506039,0.20602051585705744
all,encoder,delta/9ps/motion_even,1.596804243326187,90,1.4741315386527114,1.730682517538468
all,encoder,delta/9ps/motion_odd,1.9824657950136397,90,1.8234055500891473,2.142715750684341
all,encoder,future/0.75ps/bond_order,0.32924137802587616,90,0.29595563197301494,0.36769999773758977
all,encoder,future/0.75ps/instantaneous_TDA_H0,0.20716230306360456,90,0.1905781103608509,0.22541382138410374
all,encoder,future/0.75ps/instantaneous_TDA_H1,0.1511601112782955,90,0.1383023317861888,0.16571876987194023
all,encoder,future/0.75ps/instantaneous_TDA_H2,0.1429125695178906,90,0.1308255346481585,0.15398522325170536
all,encoder,future/0.75ps/motion_even,0.9661038849088881,90,0.90166314707862,1.0346610386090145
all,encoder,future/0.75ps/motion_odd,1.0090060979127884,90,0.9169533936099874,1.1054670295533207
all,encoder,future/3ps/bond_order,0.3405065368447039,90,0.3144433668773207,0.3696867944548527
all,encoder,future/3ps/instantaneous_TDA_H0,0.22395110486282244,90,0.20443129481747746,0.24543509831031163
all,encoder,future/3ps/instantaneous_TDA_H1,0.16046717042724293,90,0.14557862816378475,0.17613141674548388
all,encoder,future/3ps/instantaneous_TDA_H2,0.14459864298502603,90,0.1318139506990297,0.15823009087600642
all,encoder,future/3ps/motion_even,0.9478970888588164,90,0.8837336210658153,1.0158391029636065
all,encoder,future/3ps/motion_odd,0.9977519899606705,90,0.921573474738333,1.067422126316362
all,encoder,future/9ps/bond_order,0.37927644666698246,90,0.3453658721802963,0.42146302559309534
all,encoder,future/9ps/instantaneous_TDA_H0,0.2504357119401296,90,0.22392109407525923,0.28001828983219135
all,encoder,future/9ps/instantaneous_TDA_H1,0.19237675563328796,90,0.16950736499908897,0.21420050260300436
all,encoder,future/9ps/instantaneous_TDA_H2,0.17804506955047447,90,0.15644831373356283,0.20033880400057466
all,encoder,future/9ps/motion_even,1.0031767467657724,90,0.934303346839216,1.0819934703409673
all,encoder,future/9ps/motion_odd,1.0402670949697495,90,0.9581168442219496,1.118480817510022
all,encoder,path/0.75ps/mean_std_qbar6,0.03044070883188397,90,0.025229450026785748,0.03647706615732103
all,encoder,path/3ps/mean_std_qbar6,0.03294179207231435,90,0.026534211069455423,0.03974864338786573
all,encoder,path/9ps/mean_std_qbar6,0.03927911456881298,90,0.031363006708787805,0.04790029637725739
all,encoder,present/bond_order,0.3339226121703784,90,0.30290573933472237,0.36612364614589343
all,encoder,present/instantaneous_TDA_H0,0.1852762684226036,90,0.1690224866755307,0.20429356854202016
all,encoder,present/instantaneous_TDA_H1,0.13419847794704967,90,0.12125886338038577,0.14786184441608685
all,encoder,present/instantaneous_TDA_H2,0.12670948571628995,90,0.11624224426224829,0.1377700144994176
all,encoder,present/motion_even,0.9755039440260993,90,0.9104810751312309,1.0431612571825584
all,encoder,present/motion_odd,0.9803422705994712,90,0.8953717728455861,1.0633075667917729
all,encoder,temporal/0.75ps/covariance_trace,5.831324225995275,90,4.634660904829701,7.379558005664084
all,encoder,temporal/0.75ps/increment_p95,2.8226160679260888,90,2.59734814300802,3.0760979074322505
all,encoder,temporal/0.75ps/increment_rms,1.8341603173149956,90,1.6882419291469786,1.9990313046839503
all,encoder,temporal/0.75ps/normalized_rms_jump,0.6958339939627439,90,0.6448056431306759,0.74703102125784
all,persistence,future/0.75ps/bond_order,0.08738400580154525,90,0.0763691836140222,0.09918703992126716
all,persistence,future/0.75ps/instantaneous_TDA_H0,0.28362490443719757,90,0.2587815434858203,0.3089282734609312
