horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,459,7,0.1332017332315445,0.14106125375454365,0.8012077450509221,0.03489091076058209,0.04053925334662956,0.03786044464010565,0.1443298969072165,0.14922480620155038,0.03481278120948677,1,6,0.0,0.14922480620155038
3.0,459,15,0.24264679849147797,0.38197921094655396,0.8480501092678401,0.06852654487079346,0.07205295234836945,0.08742387555946876,0.368421052631579,0.1292488459924465,0.021226130653266336,2,13,1.125,0.06462442299622324
9.0,314,22,0.2676612436771393,0.3882184685691031,0.8437409665879438,0.0856060286989791,0.08043714691119742,0.1138418079096045,0.5555555555555556,0.22332506203473945,0.02295186483901817,4,18,5.166666666666668,0.04962779156327544
