horizon_ps,known_examples,events,threshold,average_precision,auroc,brier,mean_risk,observed_frequency,precision,recall,false_alarm_rate,detected_events,missed_events,interval_timing_mae_ps,timed_within_first_bin_recall
0.75,12,0,,,,0.1917876191437244,0.4379225422938665,0.0,,,,,,,
3.0,12,0,,,,0.46743331104516983,0.6836686581373214,0.0,,,,,,,
9.0,8,0,,,,0.6889050751924515,0.8299949988722801,0.0,,,,,,,
