variant,readout,population,method,metric,seeds,value,ci95_low,ci95_high,sources
A,joint,all,encoder,present/block_mean,3,0.4385957022438999,0.4007281125845664,0.48112559853138875,30
A,joint,all,encoder,temporal/0.75ps/normalized_rms_jump,3,0.6348024904949219,0.5182558281338242,0.7463555221062683,30
A,joint,low_order,encoder,present/block_mean,3,0.47644275311210177,0.4262606763448322,0.5331202745601974,17
A,joint,low_order,encoder,temporal/0.75ps/normalized_rms_jump,3,0.8968693872964947,0.8146399541522367,0.9662244468952067,16
A,linear,all,encoder,future/0.75ps/block_mean,3,0.4724799717672997,0.4337414006933707,0.5158730212778405,30
A,linear,all,encoder,future/3ps/block_mean,3,0.49324184251880215,0.4534244796802739,0.534736739512947,30
A,linear,all,encoder,future/9ps/block_mean,3,0.4953172728212343,0.4513384006453541,0.5453335304435825,30
A,linear,all,encoder,present/block_mean,3,0.4489312750597795,0.40830593653937314,0.49329574087979605,30
A,linear,all,encoder,temporal/0.75ps/normalized_rms_jump,3,0.6348024942125791,0.5254281799548967,0.7455447443014299,30
A,linear,all,persistence,future/0.75ps/block_mean,3,0.6543012056603199,0.5752091598735811,0.7393426107842889,30
A,linear,all,persistence,future/3ps/block_mean,3,0.6919941502209339,0.6228185884346668,0.7631448380165318,30
A,linear,all,persistence,future/9ps/block_mean,3,0.7277039315344559,0.6429660205680152,0.8134043294527669,30
A,linear,low_order,encoder,future/0.75ps/block_mean,3,0.5222925255744675,0.4497084385198024,0.6073357762014067,17
A,linear,low_order,encoder,future/3ps/block_mean,3,0.5075645687582057,0.44575854747683974,0.5703952678083594,17
A,linear,low_order,encoder,future/9ps/block_mean,3,0.4677121089893132,0.40857222179267433,0.5303393442920269,17
A,linear,low_order,encoder,present/block_mean,3,0.4786554117096601,0.42394760949141497,0.5359120213137513,17
A,linear,low_order,encoder,temporal/0.75ps/normalized_rms_jump,3,0.8968694060713759,0.8082951057702292,0.9641978731285128,16
