left,right,readout,population,metric,seeds,value,ci95_low,ci95_high,sources
B,A,joint,all,present/block_mean,3,-0.0001407224512486537,-0.0018397866430071442,0.0017307722833249041,30
B,A,joint,all,temporal/0.75ps/normalized_rms_jump,3,-0.0276733576674401,-0.04499311633578435,-0.012374949339172032,30
B,A,joint,low_order,present/block_mean,3,-0.00034949770258143345,-0.0027325673820146625,0.0021086009581469793,17
B,A,joint,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.027032123202980398,-0.05607665594155604,-0.0022515191836495535,16
B,A,linear,all,future/0.75ps/block_mean,3,0.006055492997445441,0.0011025972633312122,0.011360215545390493,30
B,A,linear,all,future/3ps/block_mean,3,0.0005426690948230221,-0.001734022803742575,0.003003569988671821,30
B,A,linear,all,future/9ps/block_mean,3,-0.0009734892527814294,-0.004103473941795532,0.002411095405825302,30
B,A,linear,all,present/block_mean,3,0.0010177921089861075,-0.0016643726625652272,0.0041163910416610276,30
B,A,linear,all,temporal/0.75ps/normalized_rms_jump,3,-0.02767337004326644,-0.044626939900222914,-0.01192502160085507,30
B,A,linear,low_order,future/0.75ps/block_mean,3,0.011908631029179675,0.0042553606038316615,0.019686979589849895,17
B,A,linear,low_order,future/3ps/block_mean,3,0.0016241845814815462,-0.002468651344731846,0.005533290189368266,17
B,A,linear,low_order,future/9ps/block_mean,3,-0.0008175216700419118,-0.006010902103407955,0.004859881145648313,17
B,A,linear,low_order,present/block_mean,3,0.003608983703980253,-0.0005315447052685056,0.007850814806723505,17
B,A,linear,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.02703214955924465,-0.05573734423937343,-0.0013582030670463883,16
B,A,nonlinear,all,future/0.75ps/block_mean,3,0.002493015897494777,-0.002147442149343312,0.006969428354598302,30
B,A,nonlinear,all,future/3ps/block_mean,3,0.00019241094727207896,-0.004284938581253359,0.004821929203139412,30
B,A,nonlinear,all,future/9ps/block_mean,3,0.001472102105617518,-0.0041022208143301625,0.006678106388835986,30
B,A,nonlinear,all,present/block_mean,3,0.003560993641063022,-0.0019945398785380817,0.008965440639467154,30
B,A,nonlinear,all,temporal/0.75ps/normalized_rms_jump,3,-0.02767337004326644,-0.044759468527339,-0.013321303312488845,30
B,A,nonlinear,low_order,future/0.75ps/block_mean,3,0.006563491474082269,-0.002475381353748288,0.015154327990584616,17
B,A,nonlinear,low_order,future/3ps/block_mean,3,0.002054785907852888,-0.0069196583563157455,0.010975799293202512,17
B,A,nonlinear,low_order,future/9ps/block_mean,3,7.47850140422743e-05,-0.009168937311087753,0.009599842025222731,17
B,A,nonlinear,low_order,present/block_mean,3,0.004858957822708528,-0.005305145831559505,0.015085993245475346,17
B,A,nonlinear,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.02703214955924465,-0.05713610812634922,-0.0020755494639817613,16
B,A,state_constant,all,future/0.75ps/block_mean,3,0.0001411415636539452,-0.004045506957573472,0.003957997754009226,30
B,A,state_constant,all,future/3ps/block_mean,3,-0.0016276157219652753,-0.005988553239860459,0.0026357006381645264,30
B,A,state_constant,all,future/9ps/block_mean,3,0.00037200527472629034,-0.005299335874065203,0.005384042475510536,30
B,A,state_constant,all,present/block_mean,3,0.0032505598022705964,-0.0035005807376432244,0.009236571792754585,30
B,A,state_constant,all,temporal/0.75ps/normalized_rms_jump,3,-0.02767337004326644,-0.04373232125461106,-0.01308460825258904,30
B,A,state_constant,low_order,future/0.75ps/block_mean,3,0.001172085761342174,-0.007148703746497638,0.009595491388337856,17
B,A,state_constant,low_order,future/3ps/block_mean,3,-0.0024283984615132664,-0.01098876515939052,0.006113487558159372,17
B,A,state_constant,low_order,future/9ps/block_mean,3,-0.0022359392970946416,-0.012125592555141597,0.007084202972618149,17
B,A,state_constant,low_order,present/block_mean,3,0.004794703431281385,-0.008407511916985511,0.017068856380867692,17
B,A,state_constant,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.02703214955924465,-0.056883031685577914,-0.0003380081361578249,16
B,A,state_history,all,future/0.75ps/block_mean,3,0.0019623032529596947,-0.0007162521129336028,0.004812420014360989,30
B,A,state_history,all,future/3ps/block_mean,3,0.0016744734581421907,-0.000833306861006551,0.0041990482155233495,30
B,A,state_history,all,future/9ps/block_mean,3,-0.002278408684112403,-0.005499622167467515,0.0006477022550448229,30
B,A,state_history,all,present/block_mean,3,0.0072311004347823315,0.0038649097078100416,0.010871324046101005,30
B,A,state_history,all,temporal/0.75ps/normalized_rms_jump,3,-0.02767337004326644,-0.045126269974962996,-0.013261813030314026,30
B,A,state_history,low_order,future/0.75ps/block_mean,3,0.006142485156363127,0.0003041357374171784,0.013328271675124462,17
B,A,state_history,low_order,future/3ps/block_mean,3,0.0023896759558542104,-0.0018436433826542712,0.006554799403362221,17
B,A,state_history,low_order,future/9ps/block_mean,3,-0.00493130007807433,-0.010229006381035822,-0.00039507877393595654,17
B,A,state_history,low_order,present/block_mean,3,0.012099316806282874,0.007617075383675344,0.016748405125272148,17
B,A,state_history,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.02703214955924465,-0.05721273877908603,-0.0026303369002958605,16
C,B,joint,all,future/0.75ps/block_mean,3,0.1481335715287262,0.11616930683936787,0.1850329353608605,30
C,B,joint,all,future/3ps/block_mean,3,0.1496176094782573,0.11549515634206017,0.18753361694152568,30
C,B,joint,all,future/9ps/block_mean,3,0.1355743879314374,0.10219386205646315,0.1705554072445051,30
C,B,joint,all,present/block_mean,3,0.16073605824192916,0.12141826106312993,0.20517625210522147,30
C,B,joint,all,temporal/0.75ps/normalized_rms_jump,3,0.24943937605435837,0.16731605910849118,0.33324507973138495,30
C,B,joint,low_order,future/0.75ps/block_mean,3,0.21264283519749547,0.16952120713232197,0.26050142086737976,17
C,B,joint,low_order,future/3ps/block_mean,3,0.23172578719608924,0.18277381080890598,0.2807234564966528,17
C,B,joint,low_order,future/9ps/block_mean,3,0.2089545213026938,0.16431929835672276,0.25355501230745237,17
C,B,joint,low_order,present/block_mean,3,0.23312441845199253,0.16814802565849293,0.2948104282783258,17
C,B,joint,low_order,temporal/0.75ps/normalized_rms_jump,3,0.11817496353351334,0.0027650630991055258,0.23883608550706578,16
C,B,linear,all,future/0.75ps/block_mean,3,0.075821101486131,0.05647113629754771,0.09510247822092087,30
C,B,linear,all,future/3ps/block_mean,3,0.09038623978418332,0.06634570481807545,0.11481827278655983,30
C,B,linear,all,future/9ps/block_mean,3,0.08586945101894715,0.06439607583521004,0.10826422265127163,30
C,B,linear,all,present/block_mean,3,0.07466316174853731,0.05453346602773915,0.09591914365188806,30
C,B,linear,all,temporal/0.75ps/normalized_rms_jump,3,0.24943938660384463,0.1616815349876551,0.3367221607719738,30
C,B,linear,low_order,future/0.75ps/block_mean,3,0.0847229971946065,0.05934892500282015,0.11189026285961172,17
C,B,linear,low_order,future/3ps/block_mean,3,0.13168165674493987,0.0822042246921341,0.18471827985524059,17
C,B,linear,low_order,future/9ps/block_mean,3,0.11867325486968351,0.08625501560692497,0.15332394817013145,17
C,B,linear,low_order,present/block_mean,3,0.09499811264229756,0.059576764924366504,0.13643769794630703,17
C,B,linear,low_order,temporal/0.75ps/normalized_rms_jump,3,0.11817498164269234,0.0044014224763786036,0.24567948383131324,16
C,B,nonlinear,all,future/0.75ps/block_mean,3,0.09328162977816884,0.0716582059211753,0.11612317654821608,30
C,B,nonlinear,all,future/3ps/block_mean,3,0.09184810127373094,0.07054838085512596,0.11434288148906219,30
C,B,nonlinear,all,future/9ps/block_mean,3,0.0818417277325083,0.06059015313715295,0.10585492764789334,30
C,B,nonlinear,all,present/block_mean,3,0.09077890608804647,0.0696314971974223,0.11217029870091076,30
C,B,nonlinear,all,temporal/0.75ps/normalized_rms_jump,3,0.24943938660384463,0.16842173840253682,0.3348709032673151,30
C,B,nonlinear,low_order,future/0.75ps/block_mean,3,0.11002824761070847,0.07317850405770335,0.14809936034992288,17
C,B,nonlinear,low_order,future/3ps/block_mean,3,0.12691867525622344,0.08291841274602155,0.17952311297123819,17
C,B,nonlinear,low_order,future/9ps/block_mean,3,0.112618045753562,0.07274546381268725,0.15768155739262235,17
C,B,nonlinear,low_order,present/block_mean,3,0.11450088620672817,0.07685400556979909,0.15623024156731036,17
C,B,nonlinear,low_order,temporal/0.75ps/normalized_rms_jump,3,0.11817498164269234,0.006913405907240066,0.2433852090447191,16
C,B,state_constant,all,future/0.75ps/block_mean,3,0.09284947592489144,0.07075106497836747,0.1184267807365567,30
C,B,state_constant,all,future/3ps/block_mean,3,0.09200542416009637,0.07095308241296422,0.11342449863751727,30
C,B,state_constant,all,future/9ps/block_mean,3,0.08213433539839807,0.06067374990873592,0.10424576221758292,30
C,B,state_constant,all,present/block_mean,3,0.0936343343583522,0.07269620303857934,0.11503480727197947,30
C,B,state_constant,all,temporal/0.75ps/normalized_rms_jump,3,0.24943938660384463,0.16504304846516935,0.3295291540484532,30
C,B,state_constant,low_order,future/0.75ps/block_mean,3,0.1167126718811155,0.07913143990281359,0.15458541215287847,17
C,B,state_constant,low_order,future/3ps/block_mean,3,0.12875504448425537,0.08813899366331159,0.1797171165935354,17
C,B,state_constant,low_order,future/9ps/block_mean,3,0.11278288981883353,0.07588936302543074,0.15198637626310385,17
C,B,state_constant,low_order,present/block_mean,3,0.1156816092605879,0.080465633571574,0.15712892009961887,17
C,B,state_constant,low_order,temporal/0.75ps/normalized_rms_jump,3,0.11817498164269234,0.011715642078055935,0.24740352135360275,16
C,B,state_history,all,future/0.75ps/block_mean,3,0.09464250522907132,0.0709937183631377,0.11996419357825756,30
C,B,state_history,all,future/3ps/block_mean,3,0.09281086643674859,0.06890100302071205,0.11760444442931282,30
C,B,state_history,all,future/9ps/block_mean,3,0.09146615769714117,0.06866796445084253,0.11657015782453256,30
C,B,state_history,all,present/block_mean,3,0.08830771978116697,0.06584948459122744,0.1113163302959529,30
C,B,state_history,all,temporal/0.75ps/normalized_rms_jump,3,0.24943938660384463,0.16170164228272246,0.33411353057917215,30
C,B,state_history,low_order,future/0.75ps/block_mean,3,0.11802570076257576,0.08017758325935383,0.1591072664462225,17
C,B,state_history,low_order,future/3ps/block_mean,3,0.13642127669471152,0.08378982288896841,0.2017280685121887,17
C,B,state_history,low_order,future/9ps/block_mean,3,0.13260122372774907,0.08665824289938887,0.1775470812619341,17
C,B,state_history,low_order,present/block_mean,3,0.11275467857280198,0.06412156841084603,0.1673141754302348,17
C,B,state_history,low_order,temporal/0.75ps/normalized_rms_jump,3,0.11817498164269234,0.006530168263074044,0.24877997729896853,16
D,C,joint,all,future/0.75ps/block_mean,3,-0.05042824527179754,-0.0811743141217502,-0.019050384238017394,30
D,C,joint,all,future/3ps/block_mean,3,-0.05244324933737516,-0.08641268689685534,-0.020889191434684165,30
D,C,joint,all,future/9ps/block_mean,3,-0.045787593915506644,-0.08187218376090405,-0.007311938570605395,30
D,C,joint,all,present/block_mean,3,-0.0575133292556361,-0.09996821509674192,-0.01825014533423302,30
D,C,joint,all,temporal/0.75ps/normalized_rms_jump,3,-0.13406395377028976,-0.18047894525551533,-0.09333751417977126,30
D,C,joint,low_order,future/0.75ps/block_mean,3,-0.11659116803187561,-0.14812884116758368,-0.0859046374228509,17
D,C,joint,low_order,future/3ps/block_mean,3,-0.1228202650798302,-0.15157506721386432,-0.09139877803733244,17
D,C,joint,low_order,future/9ps/block_mean,3,-0.11966589371996378,-0.1518342027900241,-0.08705630476002163,17
D,C,joint,low_order,present/block_mean,3,-0.1426763620678019,-0.18469661547577168,-0.09868017823885811,17
D,C,joint,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.10746608377041847,-0.15693102296577682,-0.05995098686963107,16
D,C,linear,all,future/0.75ps/block_mean,3,0.0005272306984773371,-0.013692215313203639,0.014941410880742797,30
D,C,linear,all,future/3ps/block_mean,3,-0.011932787644090484,-0.029134795525352707,0.004281856514237541,30
D,C,linear,all,future/9ps/block_mean,3,-0.006614819969292044,-0.02419376959265382,0.011628476340599624,30
D,C,linear,all,present/block_mean,3,0.006927623454895288,-0.005833390316132589,0.01926555253582558,30
D,C,linear,all,temporal/0.75ps/normalized_rms_jump,3,-0.13406395971629798,-0.17686784633521566,-0.09380309940766292,30
D,C,linear,low_order,future/0.75ps/block_mean,3,-0.014546074460144913,-0.0347394284195711,0.007554005762696045,17
D,C,linear,low_order,future/3ps/block_mean,3,-0.04355913655089787,-0.072985201197512,-0.013901210783865164,17
D,C,linear,low_order,future/9ps/block_mean,3,-0.03324408261288031,-0.05162612328859764,-0.015147015522538524,17
D,C,linear,low_order,present/block_mean,3,-0.010602687059420768,-0.02918669779014962,0.008488607155524339,17
D,C,linear,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.10746609671386648,-0.16169326649716917,-0.05858125318577258,16
D,C,nonlinear,all,future/0.75ps/block_mean,3,-0.017388123660175888,-0.03722382430539088,0.0013962045405060024,30
D,C,nonlinear,all,future/3ps/block_mean,3,-0.016933825177450974,-0.03539654792614143,0.0020097029636855493,30
D,C,nonlinear,all,future/9ps/block_mean,3,-0.008241201405999836,-0.030256483358744934,0.01357186885326408,30
D,C,nonlinear,all,present/block_mean,3,-0.010557574889174214,-0.028973382864561345,0.006445275778985671,30
D,C,nonlinear,all,temporal/0.75ps/normalized_rms_jump,3,-0.13406395971629798,-0.17851458248632968,-0.09383051814096428,30
D,C,nonlinear,low_order,future/0.75ps/block_mean,3,-0.046508506944804795,-0.07412130476304274,-0.018148110905552635,17
D,C,nonlinear,low_order,future/3ps/block_mean,3,-0.05485115188106991,-0.08462318440753161,-0.024721218142780253,17
D,C,nonlinear,low_order,future/9ps/block_mean,3,-0.0421697692336892,-0.07348459318274135,-0.013679935425836497,17
D,C,nonlinear,low_order,present/block_mean,3,-0.04501608714729159,-0.0765133926786446,-0.018010583141623918,17
D,C,nonlinear,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.10746609671386648,-0.15942330750579062,-0.0568225192246233,16
D,C,state_constant,all,future/0.75ps/block_mean,3,-0.009414418641891744,-0.029728181173300575,0.00899983507305107,30
D,C,state_constant,all,future/3ps/block_mean,3,-0.009131679752910574,-0.026145834339506655,0.007544918018220749,30
D,C,state_constant,all,future/9ps/block_mean,3,-0.0034395651201959056,-0.022467550351456922,0.014746980632965744,30
D,C,state_constant,all,present/block_mean,3,-0.012583441466644958,-0.03074449814476625,0.00496552012636565,30
D,C,state_constant,all,temporal/0.75ps/normalized_rms_jump,3,-0.13406395971629798,-0.17957242015261435,-0.09400802105645002,30
D,C,state_constant,low_order,future/0.75ps/block_mean,3,-0.03610202987842699,-0.0621948866739723,-0.005262585642619747,17
D,C,state_constant,low_order,future/3ps/block_mean,3,-0.038434250523744065,-0.06837080649094157,-0.009637947056101652,17
D,C,state_constant,low_order,future/9ps/block_mean,3,-0.02730559589329109,-0.055052860262590694,0.0015284755650688301,17
D,C,state_constant,low_order,present/block_mean,3,-0.03908615721255736,-0.06811103988347539,-0.012032564091222263,17
D,C,state_constant,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.10746609671386648,-0.15724367586538127,-0.05859440942823876,16
D,C,state_history,all,future/0.75ps/block_mean,3,-0.011235613231029772,-0.030158326074791447,0.00720572437366677,30
D,C,state_history,all,future/3ps/block_mean,3,-0.010113764402491067,-0.029201725967987265,0.00785265641252474,30
D,C,state_history,all,future/9ps/block_mean,3,-0.008876666026534861,-0.02919554683052141,0.01162852422299759,30
D,C,state_history,all,present/block_mean,3,-0.008472524459163345,-0.029074994773534993,0.012278671286379286,30
D,C,state_history,all,temporal/0.75ps/normalized_rms_jump,3,-0.13406395971629798,-0.1801239887999852,-0.09084862075402918,30
D,C,state_history,low_order,future/0.75ps/block_mean,3,-0.038669405614628505,-0.07062014872147367,-0.008451083923988299,17
D,C,state_history,low_order,future/3ps/block_mean,3,-0.043388121828339454,-0.08456122141721005,-0.006509012162831512,17
D,C,state_history,low_order,future/9ps/block_mean,3,-0.03785221842330655,-0.07262212491222944,-0.005625407069349375,17
D,C,state_history,low_order,present/block_mean,3,-0.039415587798929674,-0.08079211321275899,0.0006052660092321847,17
D,C,state_history,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.10746609671386648,-0.16051052490106882,-0.05922191297110722,16
D,repeated_anchor,joint,all,future/0.75ps/block_mean,3,0.008805468609487563,-0.004873118445760129,0.02276750321155065,30
D,repeated_anchor,joint,all,future/3ps/block_mean,3,0.007168750168272743,-0.007202112011404502,0.02210412681740881,30
D,repeated_anchor,joint,all,future/9ps/block_mean,3,0.010386360878193822,-0.004853181424723176,0.02494795379366864,30
D,repeated_anchor,joint,all,present/block_mean,3,0.017033187189587837,0.006516827416985675,0.028606547124476876,30
D,repeated_anchor,joint,all,temporal/0.75ps/normalized_rms_jump,3,-0.15175085723550943,-0.2047931321660449,-0.10511748804898602,30
D,repeated_anchor,joint,low_order,future/0.75ps/block_mean,3,0.003722932579275821,-0.02579023479514457,0.030933900182957143,17
D,repeated_anchor,joint,low_order,future/3ps/block_mean,3,-0.0032977741576877308,-0.04900048643508864,0.031949187649012174,17
D,repeated_anchor,joint,low_order,future/9ps/block_mean,3,0.004525097354856976,-0.02892920691246058,0.03167302258483141,17
D,repeated_anchor,joint,low_order,present/block_mean,3,0.0022087105994228373,-0.0351388021153124,0.02882289725045359,17
D,repeated_anchor,joint,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.12620791504781553,-0.18329599644808275,-0.06733015777898506,16
D,repeated_anchor,linear,all,future/0.75ps/block_mean,3,0.001154854114132896,-0.011802961606083922,0.013894007947571832,30
D,repeated_anchor,linear,all,future/3ps/block_mean,3,-0.0017687362515264114,-0.014825937406125447,0.009954532108580067,30
D,repeated_anchor,linear,all,future/9ps/block_mean,3,-0.004461675827149987,-0.018972691867017638,0.011037546685655342,30
D,repeated_anchor,linear,all,present/block_mean,3,0.007641824493529623,-0.003452729153515832,0.018259444255554275,30
D,repeated_anchor,linear,all,temporal/0.75ps/normalized_rms_jump,3,-0.15175085889825798,-0.20083459707143958,-0.10473329188562401,30
D,repeated_anchor,linear,low_order,future/0.75ps/block_mean,3,-0.011034710856239782,-0.033372125686968075,0.009882003664848635,17
D,repeated_anchor,linear,low_order,future/3ps/block_mean,3,-0.02768083155349969,-0.07148654410566867,0.0037218892362479855,17
D,repeated_anchor,linear,low_order,future/9ps/block_mean,3,-0.02561497730902986,-0.050381446489759896,-0.0035558318229258206,17
D,repeated_anchor,linear,low_order,present/block_mean,3,-0.003317088686124554,-0.028296917954344126,0.016689013451751725,17
D,repeated_anchor,linear,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.126207925647355,-0.1889615581195682,-0.0678405484431926,16
D,repeated_anchor,nonlinear,all,future/0.75ps/block_mean,3,-0.013118838656831675,-0.029796111150817182,0.0036789907611630215,30
D,repeated_anchor,nonlinear,all,future/3ps/block_mean,3,-0.011231414456334375,-0.025601672936506836,0.00479942181182127,30
D,repeated_anchor,nonlinear,all,future/9ps/block_mean,3,-0.005774501649041972,-0.021245401676364788,0.010245074087374451,30
D,repeated_anchor,nonlinear,all,present/block_mean,3,-0.009680791095727026,-0.02420534086448175,0.004854036772934099,30
D,repeated_anchor,nonlinear,all,temporal/0.75ps/normalized_rms_jump,3,-0.15175085889825798,-0.20256351554745008,-0.10637800278963855,30
D,repeated_anchor,nonlinear,low_order,future/0.75ps/block_mean,3,-0.03915683463142783,-0.0660737482678705,-0.012944586472159708,17
D,repeated_anchor,nonlinear,low_order,future/3ps/block_mean,3,-0.0483619883364322,-0.09670704363668763,-0.014707053106375585,17
D,repeated_anchor,nonlinear,low_order,future/9ps/block_mean,3,-0.03549532561252514,-0.07186192377254343,-0.008231796107553216,17
D,repeated_anchor,nonlinear,low_order,present/block_mean,3,-0.03824598380528829,-0.07687686071426797,-0.008708492811355401,17
D,repeated_anchor,nonlinear,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.126207925647355,-0.18529507546158736,-0.06412811574466128,16
D,repeated_anchor,state_constant,all,future/0.75ps/block_mean,3,-0.005430187636779416,-0.021450511479439834,0.008972405319412543,30
D,repeated_anchor,state_constant,all,future/3ps/block_mean,3,-0.0023054296771685277,-0.01592723694423007,0.010813034882217078,30
D,repeated_anchor,state_constant,all,future/9ps/block_mean,3,-0.00023872231443722904,-0.014700075950714993,0.013934799799074723,30
D,repeated_anchor,state_constant,all,present/block_mean,3,-0.007809660156015992,-0.02241242781626405,0.006799829858527642,30
D,repeated_anchor,state_constant,all,temporal/0.75ps/normalized_rms_jump,3,-0.15175085889825798,-0.20313958119460254,-0.10793974957958222,30
D,repeated_anchor,state_constant,low_order,future/0.75ps/block_mean,3,-0.02065718453986193,-0.04712582554400357,0.005379051444869346,17
D,repeated_anchor,state_constant,low_order,future/3ps/block_mean,3,-0.026642825052726502,-0.0727024469354184,0.00831051867735248,17
D,repeated_anchor,state_constant,low_order,future/9ps/block_mean,3,-0.018768138051325198,-0.05107658360293439,0.009639594377036778,17
D,repeated_anchor,state_constant,low_order,present/block_mean,3,-0.02674619932628535,-0.06289151753968517,0.001552914086656236,17
D,repeated_anchor,state_constant,low_order,temporal/0.75ps/normalized_rms_jump,3,-0.126207925647355,-0.18132941001756664,-0.06729375618954314,16
D,repeated_anchor,state_history,all,future/0.75ps/block_mean,3,-0.004690624338885147,-0.02092496116956075,0.011665447015591246,30
D,repeated_anchor,state_history,all,future/3ps/block_mean,3,-0.0002253145117450663,-0.01432344539056498,0.014633238881619428,30
D,repeated_anchor,state_history,all,future/9ps/block_mean,3,-0.0004897097746531229,-0.01628804105264997,0.014918579191176399,30
D,repeated_anchor,state_history,all,present/block_mean,3,-0.009089161165886457,-0.027529947780831548,0.009679346953484165,30
D,repeated_anchor,state_history,all,temporal/0.75ps/normalized_rms_jump,3,-0.15175085889825798,-0.2036575576234485,-0.10384442201024535,30
D,repeated_anchor,state_history,low_order,future/0.75ps/block_mean,3,-0.018259540772418575,-0.05592216222693086,0.014181060927731335,17
D,repeated_anchor,state_history,low_order,future/3ps/block_mean,3,-0.02113591886910738,-0.0780639860036424,0.017780632064282084,17
